assay_id,tissue_id,doc_id,assay_tax_id,bao_format,assay_category,src_assay_id,cell_id,curated_by,src_id,assay_organism,assay_test_type,confidence_score,assay_subcellular_fraction,relationship_type,assay_strain,description,assay_type,assay_tissue
7146,,14255,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,The IC50 value was measured on ACHN cell line in renal tumor type.,F,
7147,,16364,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,F,
7148,,17376,9606.0,BAO_0000219,,,626.0,Expert,1,Homo sapiens,,1,,N,,In vitro lethal concentration against most sensitive ACHN cell line,F,
7149,,12016,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Tested for cytotoxic activity against renal cancer ACHN cell line,F,
7150,,6058,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Compound tested for growth inhibition of renal cancer cell line ACHN,F,
7151,,17708,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,F,
7152,,15176,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,F,
7153,,2806,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro anticancer activity against ACHN renal cancer cell line,F,
7154,,15300,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,F,
7155,,16364,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Percent selectivity was evaluated in renal ACHN cell lines,F,
7156,,13859,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro inhibitory activity against renal ACHN cancer cell line,F,
7157,,11970,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Tested for cytotoxicity against ACHN cell lines in renal cancer,F,
7158,,2450,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,F,
7159,,12696,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,F,
7160,,12400,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,F,
7161,,12888,9606.0,BAO_0000219,,,626.0,Expert,1,Homo sapiens,,1,,N,,Cytotoxic effect on renal cancer line ACHN,F,
7162,,3156,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,F,
7163,,3381,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro inhibition of Renal Cancer ACHN cell lines,F,
7164,,16747,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Antitumor activity against human renal adenocarcinoma ACHN cells,F,
7165,,16748,9606.0,BAO_0000219,,,626.0,Expert,1,Homo sapiens,,1,,N,,Antitumor activity against human renal adenocarcinoma ACHN cells.,F,
7166,,12062,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,F,
7167,,14769,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),F,
7168,,15895,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",F,
7169,,17376,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,F,
7170,,14882,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,F,
7171,,14882,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,F,
7172,,15661,9606.0,BAO_0000219,,,626.0,Intermediate,1,Homo sapiens,,1,,N,,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,F,
7173,,9680,,BAO_0000019,,,,Autocuration,1,,,0,,U,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,A,
7174,,14579,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,F,
7175,,17290,10358.0,BAO_0000218,,,468.0,Expert,1,Cytomegalovirus,,1,,N,,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,F,
7176,,17290,10358.0,BAO_0000218,,,,Intermediate,1,Cytomegalovirus,,1,,N,,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,F,
7177,,15891,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),B,
7178,,15890,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),B,
7179,,3801,9913.0,BAO_0000219,,,979.0,Intermediate,1,Bos taurus,,1,,N,,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,F,
7180,,9222,10090.0,BAO_0000219,,,980.0,Intermediate,1,Mus musculus,,1,,N,,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,F,
7181,,9222,10090.0,BAO_0000219,,,980.0,Intermediate,1,Mus musculus,,1,,N,,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,F,
7182,,7257,10090.0,BAO_0000219,,,980.0,Intermediate,1,Mus musculus,,1,,N,,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",F,
7183,,7257,10090.0,BAO_0000219,,,980.0,Intermediate,1,Mus musculus,,1,,N,,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,F,
7184,,7257,10090.0,BAO_0000219,,,980.0,Intermediate,1,Mus musculus,,1,,N,,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,A,
7185,,8084,10090.0,BAO_0000219,,,980.0,Intermediate,1,Mus musculus,,1,,N,,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,F,
7186,,14943,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,0,,U,,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,F,
7187,,14943,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,0,,U,,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,F,
7188,,14943,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,0,,U,,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,F,
7189,,10524,1423.0,BAO_0000218,,,,Autocuration,1,Bacillus subtilis,In vivo,0,,U,,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),A,
7190,1969.0,3546,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,AUC value in dog after IV administration at a dose of 5 mg/kg,A,Plasma
7191,1969.0,3546,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,AUC value in dog after oral administration at a dose of 5 mg/kg,A,Plasma
7192,,3546,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Cmax value in dog after oral administration at a dose of 5 mg/kg,A,
7193,,3546,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Bioavailability in dog after oral administration at a dose of 5 mg/kg,A,
7194,,3546,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Tmax value in dog after oral administration at a dose of 5 mg/kg,A,
7195,,3184,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Compound was evaluated for its clearance when administered intravenously in dog,A,
7196,,16456,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,
7197,,4809,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,
7198,,4219,,BAO_0000100,,,,Intermediate,1,,,0,,U,,Calculated partition coefficient (clogP),P,
7199,,3748,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog,A,
7200,,3132,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Time taken for EC90 was determined when tested in dog,A,
7201,,4219,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life (iv) was determined,A,
7202,2107.0,16907,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,A,Liver
7203,,6057,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Area under the curve was calculated in dog after iv administration,A,
7204,,6057,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Area under the curve was calculated in dog after peroral administration,A,
7205,,17853,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,A,
7206,,3639,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,pKa was evaluated in dog,A,
7207,,14541,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,A,
7208,,16456,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,
7209,,16456,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,
7210,,2652,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,
7211,,3624,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Compound was evaluated for the half-life (t 1/2) in hours,A,
7212,178.0,1337,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,Blood
7213,178.0,1337,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,Blood
7214,,4709,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life after intravenous administration of 1 mg/kg in dog,A,
7215,,15660,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life was measured in dog,A,
7216,,5302,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life period in dog after 5 mg/kg dose,A,
7217,,17791,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life period was evaluated in dog; 4-4.8,A,
7218,,6348,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,
7219,,4257,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half-life was determined in dog after a3 mg/kg of iv dose,A,
7220,,3771,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half-life was determined,A,
7221,,6305,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dogs,A,
7222,1969.0,13501,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,A,Plasma
7223,,17594,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,A,
7224,,3045,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Compound was evaluated for the half life period after iv administration in Beagle dog.,A,
7225,,3043,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Compound was evaluated for the half life period after oral administration in conscious dog.,A,
7226,,4839,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Compound was tested for half life in dog,A,
7227,,4839,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Compound was tested for its half life in dog,A,
7228,,5802,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,
7229,,17839,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life of compound in dog was determined,A,
7230,,4219,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life (iv) was determined,A,
7231,178.0,13966,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),A,Blood
7232,1969.0,3994,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,A,Plasma
7233,1969.0,3994,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,F,Plasma
7234,,4453,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog,A,
7235,1969.0,6535,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog plasma,A,Plasma
7236,1969.0,6535,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog plasma after administration of 0.25 mg/kg iv,A,Plasma
7237,1969.0,6535,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog plasma after administration of 1 mg/kg iv,A,Plasma
7238,1969.0,3132,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog plasma was determined at dose 10 mg/kg,A,Plasma
7239,,5374,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog was determined,A,
7240,,5007,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,
7241,1969.0,16907,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life upon exposure to human plasma,A,Plasma
7242,,6057,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life was calculated in dog,A,
7243,,5006,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life was determined,A,
7244,,5473,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life was determined,A,
7245,,4368,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life by intravenous administration of 1.2 mg/kg in dog,A,
7246,,6448,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog,A,
7247,,4353,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog after intra venous administration of the compound,A,
7248,,4353,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dog after intra venous administration of the compound; ND means Not determined,A,
7249,,4353,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog after po administration of the compound,A,
7250,,4353,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog after po administration of the compound; ND means Not determined,A,
7251,,6265,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog at the single oral dose of 1 mg/kg,A,
7252,,5006,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in dogs,A,
7253,,5356,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,A,
7254,,405,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,,1,,N,,Half life in rat,A,
7255,,6642,9615.0,BAO_0000218,,,,Intermediate,1,Canis lupus familiaris,In vivo,1,,N,,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,
7256,10000001.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,Bone
7257,10000001.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,Bone
7258,10000001.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,Bone
7259,10000001.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,Bone
7260,10000001.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,Bone
7261,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,Gut
7262,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,Gut
7263,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,Gut
7264,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,Gut
7265,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,Gut
7266,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,Gut
7267,10000004.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,Gut
7268,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,Heart
7269,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,Heart
7270,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,Heart
7271,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,Heart
7272,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,Heart
7273,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,Heart
7274,948.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,Heart
7275,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,Kidney
7276,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,Kidney
7277,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,Kidney
7278,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,Kidney
7279,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,Kidney
7280,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,Kidney
7281,2113.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,Kidney
7282,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,Liver
7283,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,Liver
7284,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,Liver
7285,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,Liver
7286,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,Liver
7287,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,Liver
7288,2107.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,Liver
7289,2048.0,10107,10090.0,BAO_0000218,,,,Intermediate,1,Mus musculus,In vivo,1,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,Lung
7290,,5895,9606.0,BAO_0000219,,,478.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro cytotoxicity against A2780 (human ovarian cancer),F,
7291,,6338,9606.0,BAO_0000219,,,478.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,F,
7292,,15163,9606.0,BAO_0000219,,,478.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,F,
7293,,15163,9606.0,BAO_0000219,,,478.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,F,
7294,,15000,9606.0,BAO_0000219,,,478.0,Expert,1,Homo sapiens,,1,,N,,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,F,
7295,,15000,9606.0,BAO_0000219,,,478.0,Expert,1,Homo sapiens,,1,,N,,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,F,
7296,,14729,9606.0,BAO_0000219,,,478.0,Expert,1,Homo sapiens,,1,,N,,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,F,
7297,,17270,9606.0,BAO_0000219,,,478.0,Intermediate,1,Homo sapiens,,1,,N,,In vitro cytotoxicity against A2780 cell line,F,
