assay_id,assay_subcellular_fraction,doc_id,assay_category,assay_tax_id,assay_cell_type,assay_tissue,assay_type,assay_strain,bao_format,tissue_id,description,assay_test_type,assay_organism,tid,relationship_type,confidence_score
10541,,5546,,30012.0,,,A,,BsO000p218,,Oral bioavailability in Sprague-Dawley rats at a dose of 2 mg/kg by po administration,In vivo,Rattus norvegicus,50597,N,1
10542,,6168,,9529.0,,,A,,BAO00002wi,,Oral bioavailability in fasted rat,In vivo,Rattus norvegicus,50597,N,1
10543,,6168,,17342.0,,,A,,BAp000p218,,Oral bioavailability in fed rat,In vivo,Rattus norvegicus,50597,N,1
10544,,3624,,20215.0,,,A,,BAO00p0w18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10545,,5213,,14586.0,,,A,,BAO9009218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10546,,5496,,788.0,,,A,,BAO0o09218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10547,,5553,,66877.0,,,A,,BAO0900e18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10548,,5833,,4389.0,,,A,,BAO09p0218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10549,,5836,,3381.0,,,A,,BAO0000e28,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10550,,5865,,64248.0,,,A,,BAO00o0w18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10551,,5960,,33947.0,,,A,,hqO0000218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10552,,6249,,8999.0,,,A,,BzO0p00218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10553,,6448,,29628.0,,,A,,BAO00001q8,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10554,,6453,,75069.0,,,A,,BA00090218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10555,,6640,,19451.0,,,A,,BAO00001q8,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10556,,17607,,26629.0,,,A,,BAO9000318,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10557,,5939,,14259.0,,,A,,BAOp00021u,,Oral bioavailability in rat after peroral administration at 10 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10558,,5939,,24392.0,,,A,,BAl000021o,,Oral bioavailability in rat after peroral administration at 5 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10559,,6281,,42784.0,,,A,,hAOo000218,,Oral bioavailability in rat (dose 2.8 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10560,,5874,,1463.0,,,A,,BAO0o00q18,,Oral bioavailability in rat by po administration at a dose of 40 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10561,,5213,,15834.0,,,A,,BAO90p0218,,Oral bioavailability in rat; Not measured,In vivo,Rattus norvegicus,50597,N,1
10562,,4964,,19219.0,,,A,,BAO0p00219,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10563,,11020,,121.0,,,A,,BsO0p00218,,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus NE,,Rattus norvegicus,50597,N,1
10564,,6251,,6086.0,,Live5,A,,BAOp000e18,1511894.0,In vitro metabolic potential in rat liver microsomes,,Rattus norvegicus,50597,N,1
10565,,1568,,6201.0,,,A,,BAO0o00e18,,"Oral availability was tested for plasma levels at a dose of 40 mg/kg, after 6 hr of in fed fisher rats.",In vivo,Rattus norvegicus,50597,N,1
10566,,3032,,2166.0,,,A,,vAO0900218,,"In vivo percentage mean absolute bioavailability of compound in rat after an oral dose of 10 mg/kg (in water, N=4)",In vivo,Rattus norvegicus,50597,N,1
10567,,3748,,7213.0,,,A,,gAO000021o,,Oral bioavailability of intravenously administered compound (3 mg/kg) was tested in rats,In vivo,Rattus norvegicus,50597,N,1
10568,,401,,60708.0,,,A,,BAp000021o,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10569,,6512,,31892.0,,,A,,BAk00002w8,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10570,,17617,,8741.0,,,A,,BAO0p09218,,Oral bioavailability in rats at 10 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10571,,6679,,28260.0,,,A,,BA800002q8,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo,Rattus norvegicus,50597,N,1
10572,,6742,,21242.0,,,A,,BAO0o0o218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10573,,589,,21902.0,,,A,,BAOp000318,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis,,Rattus norvegicus,50597,N,1
10574,,589,,18451.0,,,A,,BA00000228,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis at 0.01 mM concentration,,Rattus norvegicus,50597,N,1
10575,,3185,,10565.0,,,A,,BAO0000q19,,Plasma clearance of the compound,In vivo,Rattus norvegicus,50597,N,1
10576,,17596,,11529.0,,,A,,BAOo090218,,Plasma clearance at 10 mg/kg in rat upon intravenous administration,In vivo,Rattus norvegicus,50597,N,1
10577,,2713,,4303.0,,,A,,BAOo000318,,Plasma clearance upon intravenous administration of 1 mg/Kg in rats,In vivo,Rattus norvegicus,50597,N,1
10578,,12500,,30270.0,,Plasha,A,,BAk000021o,2496744.0,The compound was tested for plasma clearance in rat,In vivo,Rattus norvegicus,50597,N,1
10579,,12500,,26591.0,,Plasmz,A,,BAO00002q9,4073529.0,The compound was tested for plasma clearance in rat at dose of 3-10 mgkg,In vivo,Rattus norvegicus,50597,N,1
10580,,2713,,1962.0,,,A,,gAO0000w18,,Plasma concentration upon oral administration of 1 mg/Kg in rats,,Rattus norvegicus,50597,N,1
10581,,1446,,39146.0,,,A,,BAO00902w8,,Peak plasma level between 0.5 and 1.0 hour in Dawley rats; value ranges from 1021-2551,,Rattus norvegicus,50597,N,1
10582,,6227,,32116.0,,,A,,BAO0oo0218,,Plasma level after intravenous administration in rat model of FeCl3-induced carotid thrombosis,,Rattus norvegicus,50597,N,1
10583,,4709,,9874.0,,,A,,BAO0o002w8,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in rat,,Rattus norvegicus,50597,N,1
10584,,5510,,34482.0,,,A,,BAOp900218,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1",,Rattus norvegicus,50597,N,1
10585,,5510,,9760.0,,,A,,BAO0p0p218,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",,Rattus norvegicus,50597,N,1
10586,,5510,,25028.0,,,A,,BAO0p0021o,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",,Rattus norvegicus,50597,N,1
10587,,5510,,27943.0,,,A,,BAO90o0218,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not stable",,Rattus norvegicus,50597,N,1
10588,,4514,,32990.0,,,A,,BAl0009218,,Compound was tested for protein binding in rat plasma,,Rattus norvegicus,50597,N,1
10589,,2713,,19546.0,,,A,,BAO0o0o218,,Compound was evaluated for absorption of radioligand following oral administration to bile duct cannulated rat. ,,Rattus norvegicus,50597,N,1
10590,,2713,,6764.0,,,A,,hAO0000318,,Compound was evaluated for absorption of radioligand upon oral administration to bile duct cannulated rats,,Rattus norvegicus,50597,N,1
10591,,5340,,28725.0,,L7ver,A,,BAOo0002w8,344208.0,In vitro metabolism in rat liver microsomes was evaluated to determine diminishing of glucuronidation rate,,Rattus norvegicus,50597,N,1
10592,,12058,,16170.0,,,A,,fAO000o218,,Area under curve ratio was determined (po/iv) in rat,,Rattus norvegicus,50597,N,1
10593,,11195,,40277.0,,,A,,BAO9000e18,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 15 mins after i.v. administration,,Rattus norvegicus,50597,N,1
10594,,11195,,14808.0,,,A,,fxO0000218,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 2 mins after i.v. administration,,Rattus norvegicus,50597,N,1
10595,,11195,,31041.0,,,A,,BAOp00021i,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 65 mins after i.v. administration,,Rattus norvegicus,50597,N,1
10596,,6495,,18508.0,,,A,,BzO9000218,,Compound was tested for brain/plasma ratio after oral administration at 10 mg/kg,,Rattus norvegicus,50597,N,1
10597,,6078,,64969.0,,,A,,hAO00002q8,,Ratio of AUCbrain to AUCplasma,,Rattus norvegicus,50597,N,1
10598,,5656,,39076.0,,,A,,BAO00p9218,,Ratio of brain to plasma,,Rattus norvegicus,50597,N,1
10599,,4910,,34873.0,,,A,,BAOp000q18,,Ratio of the AUC values of brain and plasma after intravenous administration (4.7 mg/kg) to male rats was evaluated,,Rattus norvegicus,50597,N,1
10600,,4910,,30707.0,,,A,,BAk0o00218,,Ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,,Rattus norvegicus,50597,N,1
10601,,4910,,72812.0,,,A,,BAp0090218,,Ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,,Rattus norvegicus,50597,N,1
10602,,10130,,22454.0,,,A,,hzO0000218,,Selectivity ratio for biodistribution in brain and blood of rats after 15 minutes; Expressed as percent dose/gram ratio,,Rattus norvegicus,50597,N,1
10603,,10130,,33151.0,,,A,,BAO00op218,,Selectivity ratio for biodistribution in brain and blood of rats after 2 minutes; Expressed as percent dose/gram ratio,,Rattus norvegicus,50597,N,1
10604,,10130,,8692.0,,,A,,BAO0909218,,Selectivity ratio for biodistribution in brain and blood of rats after 60 minutes; Expressed as percent dose/gram ratio,,Rattus norvegicus,50597,N,1
10605,,5213,,54877.0,,,A,,BAi000021o,,Steady state brain :blood ratio was determined,,Rattus norvegicus,50597,N,1
10606,,4910,,16491.0,,,A,,BAO09002q8,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,,Rattus norvegicus,50597,N,1
10607,,4910,,27155.0,,,A,,BAOo000118,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,,Rattus norvegicus,50597,N,1
10608,,4910,,23386.0,,,A,,vAO0p00218,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats,,Rattus norvegicus,50597,N,1
10609,,4910,,55819.0,,,A,,BA900o0218,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,,Rattus norvegicus,50597,N,1
10610,,2083,,74057.0,,,A,,BzO000021o,,Percentage recovery after 3h incubation with rat hapatocytes was determined,,Rattus norvegicus,50597,N,1
10611,,2082,,38503.0,,,A,,BAO000oq18,,Percentage recovery in rat hepatic microsomal fractions under oxidative conditions after 1 hour,,Rattus norvegicus,50597,N,1
10612,,2082,,7339.0,,,A,,BqO0000118,,Percentage recovery in rhesus monkey hepatic microsomal fractions under oxidative conditions after 1 hour,,Rattus norvegicus,50597,N,1
10613,,6351,,46761.0,,,A,,BAO0o0o218,,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats,,Rattus norvegicus,50597,N,1
10614,,14583,,,,,A,,BAO00900w9,,"Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured, No site available for protein conjugation.",,,22224,U,0
10615,,14583,,,,,A,,BAO0o00029,,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured.,,,22224,U,0
10616,,4608,,28616.0,Caco3,,A,,BAO0p0o218,,In vivo absorption in Caco-2 cell line monolayers was determined,,Homo sapiens,50587,N,1
10617,,13668,,,,,P,,BAO000pw00,,Calculated partition coefficient (clogP),,,22229,U,0
10618,,5669,,74035.0,,,A,,BAkp000218,,Area under curve was determine after peroral administration at 10 mpk in Rat,,Rattus norvegicus,50597,N,1
10619,,5669,,16939.0,,,A,,hsO0000218,,Area under curve was determine after peroral administration at 10 mpk in Rhesus,,Macaca mulatta,50797,N,1
10620,,5669,,15995.0,,,A,,BzO000o218,,Area under curve was determine after peroral administration at 160 mpk in Rat,,Rattus norvegicus,50597,N,1
10621,,5669,,30787.0,,,A,,BAOoo00218,,Area under curve was determine after peroral administration at 20 mpk in Rat,,Rattus norvegicus,50597,N,1
10622,,5669,,8003.0,,,A,,BAO0o00219,,Area under curve was determine after peroral administration at 50 mpk in Rat,,Rattus norvegicus,50597,N,1
10623,,6472,,,,,P,,BAO000p109,,Calculated partition coefficient (clogP) (AlogP),,,22229,U,0
10624,,15106,,,,,A,,BAi9000019,,Activated partial thromboplastin time measured,,,22224,U,0
10625,,15207,,,,,P,,BAk0000109,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4),,,22224,U,0
10626,,15207,,,,,P,,BAO00p0190,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4); ND=Not determined (AS mg/mL),,,22224,U,0
10627,,13941,,20610.0,,Plaska,A,,BAO0000119,935011.0,AUC (Area under curve) was determined after intravenous administration at a dose 1 mg/kg in dog,,Canis lupus familiaris,50588,N,1
10628,,13941,,37007.0,,Plazma,A,,fAO0000217,312527.0,AUC (Area under curve) was determined after intravenous administration at a dose 2 mg/kg in rat.,,Rattus norvegicus,50597,N,1
10629,,13941,,2917.0,,Plasja,A,,gA90000218,2135444.0,AUC (Area under curve) was determined after peroral administration at a dose 10 mg/kg in rat.,,Rattus norvegicus,50597,N,1
10630,,13941,,8329.0,,olasma,A,,BwO0000e18,2157061.0,AUC (Area under curve) was determined after peroral administration at a dose 5 mg/kg in dog,,Canis lupus familiaris,50588,N,1
10631,,15240,,6077.0,,Plasmz,A,,BAO00p9218,1258940.0,AUC (ng h/mL) value after oral administration of 10 mg/kg in guinea pig.,,Cavia porcellus,50512,N,1
10632,,10655,,,,grain,A,,fA90000019,3704131.0,AUC in brain,,,22224,U,0
10633,,10655,,,,cerum,A,,BAO0p000q9,114952.0,AUC in serum,,,22224,U,0
10634,,6504,,,,Plasms,A,,BxO9000019,729858.0,AUC was determined,,,22224,U,0
10635,,10615,,,,Plaska,A,,BwO9000019,2142062.0,AUC of the compound.,,,22224,U,0
10636,,10353,,,,Plasha,A,,hAO0000029,488831.0,AUC value (0-4 hr),,,22224,U,0
10637,,14907,,,,0lasma,A,,BAl0000029,1394272.0,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 150 uMol/kg,",,,22224,U,0
10638,,14907,,,,Plazma,A,,BAO000901o,3333304.0,AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,,,22224,U,0
10639,,14907,,,,Plxsma,A,,BA80000o19,396846.0,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,",,,22224,U,0
10640,,14907,,,,Plaema,A,,BAi0o00019,3431511.0,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 700 uMol/kg,",,,22224,U,0
10641,,16359,,17504.0,,Ppasma,A,,BAOo00021u,851919.0,AUC(area under curve) was determined after intravenous administration in rats,,Rattus norvegicus,50597,N,1
10642,,16359,,3143.0,,olasma,A,,BqO000o218,872285.0,AUC(area under curve) was determined after oral administration in rats,,Rattus norvegicus,50597,N,1
10643,,15240,,120368.0,,llasma,A,,BAO0000q1o,2745760.0,AUC(ng h/mL)values after oral administration of 10 mg/kg in guinea pig.,,Cavia porcellus,50512,N,1
10644,,15240,,1713.0,,9lasma,A,,BxO0090218,4135216.0,AUC(ng h/mL)values after oral administration of 10 mg/kg in rat.,,Rattus norvegicus,50597,N,1
10645,,15469,,,,,A,,BA900000w9,,Area Under Curve after oral dosing of 100 uM/Kg,,,22224,U,0
10646,,15469,,,,,A,,BAO00900w9,,Area Under Curve after oral dosing of 30 uM/Kg,,,22224,U,0
10647,,13520,,,,,A,,BAk0000p19,,Area Under Curve was measured by ploting the graph between concentration verses time,,,22224,U,0
10648,,17025,,21555.0,,,A,,hAO9000218,,Area under concentration-time curve of compound was determined in dog at 25 mg/kg orally,,Canis lupus familiaris,50588,N,1
10649,,17025,,33094.0,,,A,,BA90900218,,Area under concentration-time curve of compound was determined in monkey at 25 mg/kg orally,,Simiiformes,22224,U,0
10650,,17025,,11513.0,,,A,,BAO0000328,,Area under concentration-time curve of compound was determined in rabbit at 25 mg/kg orally,,Oryctolagus cuniculus,50592,N,1
10651,,17025,,1132.0,,,A,,BAO000031i,,Area under concentration-time curve of compound was determined in rat at 25 mg/kg orally,,Rattus norvegicus,50597,N,1
10652,,12032,,8149.0,,Biood,A,,nAO0000217,446444.0,Area under curve (AUC) is the drug concentrations in blood samples of rats with arterial catheters at 5 min and 12 hr plotted against time,,Rattus norvegicus,50597,N,1
10653,,10291,,,,,A,,BsO0000p19,,Area under curve (AUC) was determined,,,22224,U,0
10654,,5767,,,,,A,,BAO000o118,,Area under curve (AUC) following ip administration at 1 mg/kg,,,22224,U,0
10655,,1434,,,,,A,,BAO0000028,,Area under curve (AUC) was determined; ND is Not determined,,,22224,U,0
10656,,14925,,12660.0,,,A,,BAO000011o,,Area under curve (AUC) was determined in dogs fed after intravenous administration of 25 mg/kg of the compound,,Canis lupus familiaris,50588,N,1
10657,,14925,,614.0,,,A,,Bs00000218,,Area under curve (AUC) was determined in dogs fed after oral administration of 25 mg/kg of the compound,,Canis lupus familiaris,50588,N,1
10658,,14925,,19650.0,,,A,,hAO000p218,,Area under curve (AUC) was determined in fasted dogs after oral administration of 25 mg/kg of the compound,,Canis lupus familiaris,50588,N,1
10659,,1434,,,,,A,,vAO00o0019,,Area under curve (AUR) was determined,,,22224,U,0
10660,,11883,,,,,A,,fqO0000019,,Area under curve at 1 uM/dg administered intravenously,,,22224,U,0
10661,,11883,,,,,A,,BAi9000019,,Area under curve at 10 uM/dg administered perorally,,,22224,U,0
10662,,11883,,,,,A,,BA8p000019,,Area under curve at 2 uM/dg administered intravenously,,,22224,U,0
10663,,11883,,,,,A,,vzO0000019,,Area under curve at 20 uM/dg administered perorally,,,22224,U,0
10664,,15233,,19237.0,,,A,,BqO00002w8,,Area under curve at a peroral dose of 3 mg/kg in dog,,Canis lupus familiaris,50588,N,1
10665,,15233,,39961.0,,,A,,BsO0000q18,,Area under curve at a peroral dose of 3 mg/kg in rat,,Rattus norvegicus,50597,N,1
10666,,15233,,47823.0,,,A,,BzO000p218,,Area under curve at an iv dose of 1 mg/kg in dog,,Canis lupus familiaris,50588,N,1
10667,,15233,,20465.0,,,A,,BAk0000219,,Area under curve at an iv dose of 1 mg/kg in rat,,Rattus norvegicus,50597,N,1
10668,,12978,,,,,A,,BAOp090019,,Area under curve gives the effective duration for the angiotensin II antagonist effect of the compound.,,,22224,U,0
10669,,12978,,,,,A,,BAO0009919,,Area under curve gives the effective duration for the angiotensin II antagonist effect.,,,22224,U,0
10670,,11355,,64104.0,,,A,,BAO0990218,,Area under curve measured as conc vs time after intravenous administration to mice.,,Mus musculus,50594,N,1
10671,,11355,,5662.0,,,A,,Bzk0000218,,Area under curve measured as conc vs time after peroral administration to mice.,,Mus musculus,50594,N,1
10672,,12923,,19215.0,,,A,,BAO0090228,,Area under curve of acid 2a was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,Canis lupus familiaris,50588,N,1
10673,,12923,,3641.0,,,A,,BAO090o218,,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by capsule method in dog,,Canis lupus familiaris,50588,N,1
10674,,12923,,85614.0,,,A,,BAO9000228,,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by gavage method in dog,,Canis lupus familiaris,50588,N,1
10675,,12923,,61729.0,,,A,,BAOp000e18,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by capsule method in dog,,Canis lupus familiaris,50588,N,1
10676,,17738,,38143.0,,meart,A,,fAO00002q8,2422729.0,Biodistribution of radiolabeled compound in rat heart after 24 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10677,,17738,,30878.0,,Hfart,A,,fAOo000218,788556.0,Biodistribution of radiolabeled compound in rat heart after 2 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10678,,17738,,14457.0,,yeart,A,,vAO0900218,2741059.0,Biodistribution of radiolabeled compound in rat heart after 30 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10679,,17738,,4273.0,,Hsart,A,,hAO000021u,3071739.0,Biodistribution of radiolabeled compound in rat heart after 5 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10680,,17738,,43806.0,,Kidneh,A,,fAO000p218,184807.0,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10681,,17738,,13446.0,,Kudney,A,,BzOp000218,128817.0,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10682,,17738,,6074.0,,Kidndy,A,,BAO0000128,1686207.0,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10683,,17738,,41018.0,,Kidneg,A,,BAOpp00218,1232752.0,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10684,,17738,,44140.0,,Kidndy,A,,vAO0000w18,1293034.0,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10685,,17738,,36392.0,,Liveg,A,,BAO00p02q8,123812.0,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10686,,17738,,13919.0,,Licer,A,,BAO000o318,3271590.0,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10687,,17738,,26071.0,,Luver,A,,BAp00p0218,2124393.0,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10688,,17738,,19222.0,,Llver,A,,BAp0000318,2857028.0,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10689,,17738,,45458.0,,Liv3r,A,,BzO00p0218,2059843.0,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10690,,17738,,6257.0,,Lung,A,,BA00000q18,717655.0,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10691,,17738,,16288.0,,Lung,A,,BA000002w8,2390348.0,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10692,,17738,,51673.0,,Lung,A,,BA0000p218,541666.0,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10693,,17738,,1221.0,,Lung,A,,BAO000p318,628840.0,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10694,,17738,,11949.0,,Muscketisxue,A,,BAp00002q8,686523.0,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10695,,17738,,32954.0,,Musclehissu4,A,,BAp000p218,3997225.0,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10696,,17738,,68368.0,,Musclftiasue,A,,hAO00002w8,3446958.0,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10697,,17738,,115163.0,,Muxcl3tissue,A,,BAO00902q8,4138490.0,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,In vivo,Rattus norvegicus,50597,N,1
10698,,11195,,48887.0,,hlood,A,,BAOp0002q8,2942546.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10699,,11195,,22058.0,,Bkood,A,,BAO0p09218,3727585.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10700,,11195,,466.0,,nlood,A,,BAO9p00218,2685260.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10701,,11195,,2774.0,,vrain,A,,BA9000021i,1365430.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10702,,11195,,46709.0,,Braih,A,,BAO00p02q8,2121309.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10703,,11195,,265.0,,Brxin,A,,BAOo00o218,1525863.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10704,,11195,,15177.0,,Heary,A,,BA00o00218,611390.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10705,,11195,,28082.0,,meart,A,,BAO000011i,212951.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10706,,11195,,28991.0,,Hear4,A,,BAi0p00218,3355498.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10707,,11195,,8816.0,,Kodney,A,,BAOpo00218,708773.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10708,,11195,,27969.0,,Kivney,A,,BAk9000218,1131315.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10709,,11195,,68170.0,,Kldney,A,,BAO000p21u,657561.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10710,,11195,,36690.0,,Live3,A,,vAO00o0218,477195.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10711,,11195,,12971.0,,Live3,A,,BxOp000218,277761.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10712,,11195,,71509.0,,Llver,A,,BsO000p218,622687.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10713,,11195,,29444.0,,Lung,A,,BzO0090218,2797020.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10714,,11195,,23060.0,,Lung,A,,BAO000pw18,3929403.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10715,,11195,,23328.0,,Lung,A,,BAp0900218,310800.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
