assays_ss_ctgr,assays_rltnshp_tp,assays_td,assays_cll_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_tp,assays_tss_d,assays_chmbl_d,assays_cnfdnc_scr,assays_vrnt_d,assays_b_frmt,assays_dc_d,assays_dscrptn,assays_src_d,assays_src_ss_d,assays_ss_tss,assays_ss_rgnsm,assays_crtd_b,assays_ss_cll_tp,assays_ss_strn,assays_ss_d,assays_ss_tx_d
,N,50597,,,In vivo,A,,CHEMBL628255,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled FCWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,1,,,Rattus norvegicus,Intermediate,,,14538,10116.0
,N,50597,,,In vivo,A,,CHEMBL628256,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled FCWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,1,,,Rattus norvegicus,Intermediate,,,14539,10116.0
,N,50597,,,In vivo,A,10000000.0,CHEMBL628257,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled FCWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,1,,Hippocampus,Rattus norvegicus,Intermediate,,,14540,10116.0
,N,50597,,,In vivo,A,1898.0,CHEMBL628258,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled FCWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,1,,Hypothalamus,Rattus norvegicus,Intermediate,,,14541,10116.0
,N,50597,,,In vivo,A,,CHEMBL628259,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled MeFBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,1,,,Rattus norvegicus,Intermediate,,,14542,10116.0
,N,50597,,,In vivo,A,,CHEMBL628429,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled MeFBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,1,,,Rattus norvegicus,Intermediate,,,14543,10116.0
,N,50597,,,In vivo,A,10000000.0,CHEMBL626862,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled MeFBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,1,,Hippocampus,Rattus norvegicus,Intermediate,,,14544,10116.0
,N,50597,,,In vivo,A,1898.0,CHEMBL626863,1,,BAO_0000218,15413,Biodistribution of the Radiolabeled MeFBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635; Not determined,1,,Hypothalamus,Rattus norvegicus,Intermediate,,,14545,10116.0
,N,50597,,,In vivo,A,2037.0,CHEMBL625886,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum,1,,Cerebellum,Rattus norvegicus,Intermediate,,,14546,10116.0
,N,50597,,,In vivo,A,2037.0,CHEMBL625887,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum co-injected with 50 nM of WAY 100635.,1,,Cerebellum,Rattus norvegicus,Intermediate,,,14547,10116.0
,N,50597,,,In vivo,A,,CHEMBL625888,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat cortex,1,,,Rattus norvegicus,Intermediate,,,14548,10116.0
,N,50597,,,In vivo,A,,CHEMBL625889,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat cortex co-injected with 50 nM of WAY 100635.,1,,,Rattus norvegicus,Intermediate,,,14549,10116.0
,N,50597,,,In vivo,A,10000000.0,CHEMBL625890,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus,1,,Hippocampus,Rattus norvegicus,Intermediate,,,14550,10116.0
,N,50597,,,In vivo,A,10000000.0,CHEMBL625891,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus co-injected with 50 nM of WAY 100635.,1,,Hippocampus,Rattus norvegicus,Intermediate,,,14551,10116.0
,N,50597,,,In vivo,A,1898.0,CHEMBL625892,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus,1,,Hypothalamus,Rattus norvegicus,Intermediate,,,14552,10116.0
,N,50597,,,In vivo,A,1898.0,CHEMBL625893,1,,BAO_0000218,15413,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus co-injected with 50 nM of WAY 100635.,1,,Hypothalamus,Rattus norvegicus,Intermediate,,,14553,10116.0
,N,50597,,,In vivo,A,2037.0,CHEMBL625894,1,,BAO_0000218,15413,Biodistribution of the [18F]-radiolabeled compound in rat cerebellum,1,,Cerebellum,Rattus norvegicus,Intermediate,,,14554,10116.0
,N,50597,,,In vivo,A,,CHEMBL625895,1,,BAO_0000218,15413,Biodistribution of the [18F]-radiolabeled compound in rat cortex,1,,,Rattus norvegicus,Intermediate,,,14555,10116.0
,U,22224,,,,A,,CHEMBL625896,0,,BAO_0000019,12404,Reaction rate parameter value for phosphate with transfer with respect to ATP,1,,,,Autocuration,,,14556,
,U,22224,,,,A,,CHEMBL625897,0,,BAO_0000019,568,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 8.5(Apparent inhibition constant)",1,,,,Autocuration,,,14557,
,U,22224,,,,A,,CHEMBL625898,0,,BAO_0000019,568,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",1,,,,Autocuration,,,14558,
,U,22224,,,,A,,CHEMBL625899,0,,BAO_0000019,568,"Tested for hydrolysis in presence of phenylboronic acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",1,,,,Autocuration,,,14559,
,U,22224,,,,A,,CHEMBL626124,0,,BAO_0000019,12404,Reaction rate parameter value for phosphate with transfer with respect to ATP,1,,,,Autocuration,,,14560,
,N,50212,,,,A,,CHEMBL628500,1,,BAO_0000218,7624,Ability to inhibit Escherichia coli adenylate kinase II activity expressed as half maximal velocity,1,,,Escherichia coli,Intermediate,,,14561,562.0
,N,50597,,,,A,,CHEMBL857856,1,,BAO_0000218,7624,"Ability to inhibit rat adenylate kinase II, activity expressed as half-maximal velocity",1,,,Rattus norvegicus,Intermediate,,,14562,10116.0
,N,50597,,,,A,,CHEMBL628501,1,,BAO_0000218,7624,"Ability to inhibit rat adenylate kinase III, activity expressed as half-maximal velocity",1,,,Rattus norvegicus,Intermediate,,,14563,10116.0
,U,22224,,,,A,,CHEMBL628502,0,,BAO_0000019,4643,"Compound was evaluated for the Michaelis-Menten constant, Km in a generic protein phosphatase stopped assay system",1,,,,Autocuration,,,14564,
,U,22224,,,,A,,CHEMBL628503,0,,BAO_0000019,11532,Kinetic parameter KM (nM) for the MAO-B catalyzed oxidation of the compound.,1,,,,Autocuration,,,14565,
,U,22224,,,,A,,CHEMBL628504,0,,BAO_0000019,11018,Kinetic parameter KM at pH 7.4 and 37 degree Centigrade,1,,,,Autocuration,,,14566,
,U,22224,,,,A,,CHEMBL628505,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",1,,,,Autocuration,,,14567,
,U,22224,,,,A,,CHEMBL874452,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as KM",1,,,,Autocuration,,,14568,
,U,22224,,,,A,,CHEMBL628506,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as KM; Not determined",1,,,,Autocuration,,,14569,
,U,22224,,,,A,,CHEMBL628507,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",1,,,,Autocuration,,,14570,
,U,22224,,,,A,,CHEMBL628508,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as KM",1,,,,Autocuration,,,14571,
,U,22224,,,,A,,CHEMBL628509,0,,BAO_0000019,8949,Michaelis constant (KM) was evaluated,1,,,,Autocuration,,,14572,
,U,22224,,,,A,,CHEMBL628510,0,,BAO_0000019,12404,Reaction rate parameter value for phosphate with transfer with respect to ATP,1,,,,Autocuration,,,14573,
,U,22224,,,,B,,CHEMBL628511,0,,BAO_0000019,7625,Substrate concentration for half maximal velocity was reported for rat hexokinase I,1,,,,Autocuration,,,14574,
,U,22224,,,,B,,CHEMBL628512,0,,BAO_0000019,7625,Substrate concentration for half maximal velocity was reported for rat hexokinase II,1,,,,Autocuration,,,14575,
,U,22224,,,,B,,CHEMBL628513,0,,BAO_0000019,7625,Substrate concentration for half maximal velocity was reported for rat hexokinase III,1,,,,Autocuration,,,14576,
,U,22224,,,,B,,CHEMBL628514,0,,BAO_0000019,7625,Substrate concentration for half maximal velocity was reported for yeast hexokinase,1,,,,Autocuration,,,14577,
,U,22224,,,,A,,CHEMBL628515,0,,BAO_0000019,12908,Pseudo-first-order rate constant for alkylation of NBP in 50% aqueous acetone at 66 degrees celsius with 50 uM and 25 uM of NBP.,1,,,,Autocuration,,,14578,
,U,22224,,,,A,,CHEMBL628516,0,,BAO_0000019,10368,Rate constant for alkylation of 4-(4-nitrobenzyl)pyridine,1,,,,Autocuration,,,14579,
,U,22224,,,,A,,CHEMBL628517,0,,BAO_0000019,13108,Bimolecular rate constant (KOH) at 25 degree C (m = 0.5),1,,,,Autocuration,,,14580,
,U,22224,,,,A,,CHEMBL628518,0,,BAO_0000019,13108,its bimolecular rate constant (KOH) at 25 degree C (m = 0.5),1,,,,Autocuration,,,14581,
,U,22224,,,,A,,CHEMBL628519,0,,BAO_0000019,15217,Acid dissociation constant evaluated towards Hematin mu-oxo dimer,1,,,,Autocuration,,,14582,
,U,22224,,,,A,,CHEMBL628520,0,,BAO_0000019,15217,Acid dissociation constant evaluated towards Hematin mu-oxo dimer; Not available,1,,,,Autocuration,,,14583,
,U,22224,,,,A,,CHEMBL628521,0,,BAO_0000019,10933,Binding constant was determined,1,,,,Autocuration,,,14584,
,U,22224,,,,A,,CHEMBL630443,0,,BAO_0000019,2363,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree Centigrade,1,,,,Autocuration,,,14585,
,U,22224,,,,A,,CHEMBL630444,0,,BAO_0000019,2363,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree centigrade; Not determined,1,,,,Autocuration,,,14586,
,U,22224,,,,A,,CHEMBL857732,0,,BAO_0000019,2276,Rate constant with triethylamine at 30 degree C in 0.1 M potassium chloride was expressed as Kamine,1,,,,Autocuration,,,14587,
,U,22224,,,,P,,CHEMBL630445,0,,BAO_0000100,14915,Octanol-water apparent distribution coefficient measured in TRIS buffer at a pH 7.4.,1,,,,Autocuration,,,14588,
,U,22224,,,,A,,CHEMBL630446,0,,BAO_0000019,8847,Catalytic rate constant of the compound,1,,,,Autocuration,,,14589,
,U,22224,,,,B,,CHEMBL630447,0,,BAO_0000019,15357,inactivation rate constant calculated from experimental IC50 value for dipeptidyl peptidase IV inhibition,1,,,,Autocuration,,,14590,
,U,22224,,,,A,,CHEMBL630448,0,,BAO_0000019,2869,Catalytic constant expressed as Kinetic behavior of enzyme (PicK/6-His),1,,,,Autocuration,,,14591,
,U,22224,,,,A,,CHEMBL630449,0,,BAO_0000019,3484,Catalytic rate constant against phospholipase A2 was determined,1,,,,Autocuration,,,14592,
,U,22224,,,,A,,CHEMBL630450,0,,BAO_0000019,1373,"Compound was evaluated for catalytic constant, Kcat",1,,,,Autocuration,,,14593,
,U,22224,,,,A,,CHEMBL630451,0,,BAO_0000019,8142,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant (kcat) which is a first-order rate constant was determined,1,,,,Autocuration,,,14594,
,U,22224,,,,A,,CHEMBL630452,0,,BAO_0000019,14131,Kcat calculated from 0.693/T1/2,1,,,,Autocuration,,,14595,
,U,22224,,,,A,,CHEMBL630453,0,,BAO_0000019,17269,Kcat was determined,1,,,,Autocuration,,,14596,
,U,22224,,,,A,,CHEMBL630454,0,,BAO_0000019,3485,Kcat against class A PCI beta-lactamase catalyzed lactone hydrolysis,1,,,,Autocuration,,,14597,
,U,22224,,,,A,,CHEMBL630455,0,,BAO_0000019,3485,Kcat against class A TEM beta-lactamase catalyzed lactone hydrolysis,1,,,,Autocuration,,,14598,
,U,22224,,,,A,,CHEMBL631487,0,,BAO_0000019,3485,Kcat against class C P99 beta-lactamase catalyzed lactone hydrolysis,1,,,,Autocuration,,,14599,
,U,22224,,,,A,,CHEMBL631488,0,,BAO_0000019,5962,Kcat value was determined,1,,,,Autocuration,,,14600,
,U,22224,,,,A,,CHEMBL876440,0,,BAO_0000019,3133,Kinetic constant for the hydrolysis by the catalyst CPA was evaluated,1,,,,Autocuration,,,14601,
,U,22224,,,,A,,CHEMBL631489,0,,BAO_0000019,3133,Kinetic constant for the hydrolysis by the catalyst McAbIIF9D8 was evaluated,1,,,,Autocuration,,,14602,
,U,22224,,,,A,,CHEMBL857742,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as Kcat; Not determined",1,,,,Autocuration,,,14603,
,U,22224,,,,A,,CHEMBL631490,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat",1,,,,Autocuration,,,14604,
,U,22224,,,,A,,CHEMBL631491,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as Kcat; Not determined",1,,,,Autocuration,,,14605,
,U,22224,,,,A,,CHEMBL631492,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as Kcat; Not determined",1,,,,Autocuration,,,14606,
,U,22224,,,,A,,CHEMBL631493,0,,BAO_0000019,2276,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat",1,,,,Autocuration,,,14607,
,U,22224,,,,A,,CHEMBL631494,0,,BAO_0000019,4892,Kinetic parameter for rate of conversion to PABA was determined,1,,,,Autocuration,,,14608,
,U,22224,,,,A,,CHEMBL631495,0,,BAO_0000019,3133,Rate acceleration expressed as ratio of Kcat to Kuncat was evaluated,1,,,,Autocuration,,,14609,
,N,50597,,,,A,1988.0,CHEMBL631496,1,,BAO_0000218,11488,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",1,,Feces,Rattus norvegicus,Intermediate,,,14610,10116.0
,N,50597,,,,A,1088.0,CHEMBL631497,1,,BAO_0000218,11488,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",1,,Urine,Rattus norvegicus,Intermediate,,,14611,10116.0
,N,50597,,,,A,1088.0,CHEMBL631498,1,,BAO_0000218,11488,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",1,,Urine,Rattus norvegicus,Intermediate,,,14612,10116.0
,N,50597,,,,A,1088.0,CHEMBL629776,1,,BAO_0000218,11488,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",1,,Urine,Rattus norvegicus,Intermediate,,,14613,10116.0
,N,50597,,,,A,1088.0,CHEMBL629777,1,,BAO_0000218,11488,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",1,,Urine,Rattus norvegicus,Intermediate,,,14614,10116.0
,N,50597,,,,A,1088.0,CHEMBL629778,1,,BAO_0000218,11488,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",1,,Urine,Rattus norvegicus,Intermediate,,,14615,10116.0
,N,50597,,,,A,,CHEMBL630456,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 0-0.5 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14616,10116.0
,N,50597,,,,A,,CHEMBL630457,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 0.5-1.0 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14617,10116.0
,N,50597,,,,A,,CHEMBL630458,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 1.0-1.5 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14618,10116.0
,N,50597,,,,A,,CHEMBL630459,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 1.5-2.0 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14619,10116.0
,N,50597,,,,A,,CHEMBL630460,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 2-3 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14620,10116.0
,N,50597,,,,A,,CHEMBL876550,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 3-4 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14621,10116.0
,N,50597,,,,A,,CHEMBL630461,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 4-6 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14622,10116.0
,N,50597,,,,A,,CHEMBL630462,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 6-8 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14623,10116.0
,N,50597,,,,A,,CHEMBL630463,1,,BAO_0000218,11488,Cumulative dose excreted after intraduodenal administration at 8-24 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14624,10116.0
,N,50597,,,,A,,CHEMBL630464,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 0-0.5 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14625,10116.0
,N,50597,,,,A,,CHEMBL630465,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 0.5-1 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14626,10116.0
,N,50597,,,,A,,CHEMBL630466,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 1.0-1.5 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14627,10116.0
,N,50597,,,,A,,CHEMBL630467,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 1.5-2 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14628,10116.0
,N,50597,,,,A,,CHEMBL630633,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 2-3 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14629,10116.0
,N,50597,,,,A,,CHEMBL630634,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 3-4 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14630,10116.0
,N,50597,,,,A,,CHEMBL630635,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 4-6 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14631,10116.0
,N,50597,,,,A,,CHEMBL630636,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 6-8 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14632,10116.0
,N,50597,,,,A,,CHEMBL630637,1,,BAO_0000218,11488,Cumulative dose excreted after intravenous administration at 8-24 hours in rats,1,,,Rattus norvegicus,Intermediate,,,14633,10116.0
,N,50592,,,,A,1988.0,CHEMBL630638,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14634,9986.0
,N,50592,,,,A,1988.0,CHEMBL630639,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14635,9986.0
,N,50592,,,,A,1988.0,CHEMBL630640,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 24-48 h",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14636,9986.0
,N,50592,,,,A,1988.0,CHEMBL876551,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 48-72 h",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14637,9986.0
,N,50592,,,,A,1088.0,CHEMBL630641,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated (total)",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14638,9986.0
,N,50592,,,,A,1088.0,CHEMBL630642,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 0-6 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14639,9986.0
,N,50592,,,,A,1088.0,CHEMBL630643,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 24-48 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14640,9986.0
,N,50592,,,,A,1088.0,CHEMBL630644,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 48-72 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14641,9986.0
,N,50592,,,,A,1088.0,CHEMBL630645,1,,BAO_0000218,7132,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 6-24 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14642,9986.0
,N,50592,,,,A,1988.0,CHEMBL625599,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14643,9986.0
,N,50592,,,,A,1988.0,CHEMBL625600,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14644,9986.0
,N,50592,,,,A,1988.0,CHEMBL625601,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 24-48 h",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14645,9986.0
,N,50592,,,,A,1988.0,CHEMBL625602,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 48-72 h",1,,Feces,Oryctolagus cuniculus,Intermediate,,,14646,9986.0
,N,50592,,,,A,1088.0,CHEMBL627470,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated (total)",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14647,9986.0
,N,50592,,,,A,1088.0,CHEMBL627471,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 0-6 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14648,9986.0
,N,50592,,,,A,1088.0,CHEMBL627472,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 24-48 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14649,9986.0
,N,50592,,,,A,1088.0,CHEMBL627473,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 48-72 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14650,9986.0
,N,50592,,,,A,1088.0,CHEMBL627474,1,,BAO_0000218,7132,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 6-24 h",1,,Urine,Oryctolagus cuniculus,Intermediate,,,14651,9986.0
,N,50597,,,In vivo,A,178.0,CHEMBL627475,1,,BAO_0000218,13925,Biodistribution in rat blood post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,1,,Blood,Rattus norvegicus,Intermediate,,,14652,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627476,1,,BAO_0000218,13925,Biodistribution in rat blood post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,1,,Blood,Rattus norvegicus,Intermediate,,,14653,10116.0
,N,50588,,,,A,1088.0,CHEMBL627477,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14654,9615.0
,N,50588,,,,A,1088.0,CHEMBL627478,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14655,9615.0
,N,50588,,,,A,1088.0,CHEMBL627479,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14656,9615.0
,N,50588,,,,A,1088.0,CHEMBL627480,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14657,9615.0
,N,50588,,,,A,1088.0,CHEMBL627481,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14658,9615.0
,N,50588,,,,A,1088.0,CHEMBL627482,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14659,9615.0
,N,50588,,,,A,1088.0,CHEMBL627483,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14660,9615.0
,N,50588,,,,A,1088.0,CHEMBL875636,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14661,9615.0
,N,50588,,,,A,1088.0,CHEMBL625764,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14662,9615.0
,N,50588,,,,A,1088.0,CHEMBL625765,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 10.1 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14663,9615.0
,N,50588,,,,A,1088.0,CHEMBL625766,1,,BAO_0000218,12582,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 102 uM/Kg of drug,1,,Urine,Canis lupus familiaris,Intermediate,,,14664,9615.0
