assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_test_type,assay_organism,assay_tax_id
11354,N,,,,Biodistribution in Rat heart after 5 minutes of iv administration,Intermediate,,,,948.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11355,N,,,,Biodistribution in Rat heart after 5 minutes of iv administration; per g of tissue,Intermediate,,,,948.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11356,N,,,,Biodistribution in Rat liver after 24 hours of iv administration,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11357,N,,,,Biodistribution in Rat liver after 24 hours of iv administration; per g of tissue,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11358,N,,,,Biodistribution in Rat liver after 30 minutes of iv administration,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11359,N,,,,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11360,N,,,,Biodistribution in Rat liver after 30 minutes of iv administration,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8829,In vivo,Rattus norvegicus,10116.0
11361,N,,,,Maximum plasma concentration in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,Intermediate,,,,1969.0,50588,BAO_0000218,A,,13249,In vivo,Canis lupus familiaris,9615.0
11362,N,,,,Cmax in cynomolgus monkey (PO dose),Intermediate,,,,,100710,BAO_0000218,A,,13622,In vivo,Macaca fascicularis,9541.0
11363,N,,,,Cmax in rat (PO dose),Intermediate,,,,,50597,BAO_0000218,A,,13622,In vivo,Rattus norvegicus,10116.0
11364,N,,,,Cmax in rat (PO dose),Intermediate,,,,,50597,BAO_0000218,A,,13622,In vivo,Rattus norvegicus,10116.0
11365,N,,,,Maximum plasma concentration in rats after an oral dose of 5 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,13494,In vivo,Rattus norvegicus,10116.0
11366,N,,,,Cmax in rat plasma after oral dose (10 mg/kg),Intermediate,,,,1969.0,50597,BAO_0000218,A,,12170,In vivo,Rattus norvegicus,10116.0
11367,U,,,,Cmax in plasma after oral dose (10 mg/kg),Autocuration,,,,1969.0,22224,BAO_0000218,A,,12170,In vivo,,
11368,N,,,,Maximum plasma concentration of compound was determined in dog at 25 mg/kg orally,Intermediate,,,,1969.0,50588,BAO_0000218,A,,17025,In vivo,Canis lupus familiaris,9615.0
11369,U,,,,Maximum plasma concentration of compound was determined in monkey at 25 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,17025,In vivo,Simiiformes,314293.0
11370,N,,,,Maximum plasma concentration of compound was determined in rabbit at 25 mg/kg orally,Intermediate,,,,1969.0,50592,BAO_0000218,A,,17025,In vivo,Oryctolagus cuniculus,9986.0
11371,N,,,,Maximum plasma concentration of compound was determined in rat at 25 mg/kg orally,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17025,In vivo,Rattus norvegicus,10116.0
11372,N,,,,Maximum plasma concentration after p.o. (10 mpk) administration in rats.,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14187,In vivo,Rattus norvegicus,10116.0
11373,N,,,,Maximum plasma concentration (Cmax) after p.o. administration of 200 mg/kg in mice,Intermediate,,,,1969.0,50594,BAO_0000218,A,,14816,In vivo,Mus musculus,10090.0
11374,N,,,,Maximum plasma concentration after oral dosing in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17820,In vivo,Rattus norvegicus,10116.0
11375,U,,,,Maximum plasma concentration evaluated in 100% PEG solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11376,U,,,,Maximum plasma concentration evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11377,N,,,,Maximum plasma concentration in dogs at 0.5 mg/kg dose upon oral administration,Intermediate,,,,1969.0,50588,BAO_0000218,A,,14691,In vivo,Canis lupus familiaris,9615.0
11378,N,,,,Maximum plasma concentration in dogs at 1 mg/kg dose upon oral administration,Intermediate,,,,1969.0,50588,BAO_0000218,A,,14691,In vivo,Canis lupus familiaris,9615.0
11379,N,,,,Maximum plasma concentration in rat upon oral administration of 40 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,13375,In vivo,Rattus norvegicus,10116.0
11380,U,,,,Maximum plasma concentration was determined,Autocuration,,,,1969.0,22224,BAO_0000218,A,,6236,In vivo,,
11381,U,,,,Maximum plasma concentration was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11382,U,,,,Maximum plasma concentration was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11383,U,,,,Maximum plasma concentration was evaluated in 10% of PEG suspension at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11384,U,,,,Maximum plasma concentration was evaluated in 100% of PEG solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11385,U,,,,Maximum plasma concentration was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11386,U,,,,Maximum plasma concentration was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11387,U,,,,Maximum plasma concentration was evaluated in Hp-beta-CD solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11388,U,,,,Maximum plasma concentration was evaluated in saline solution at a dose of 20 mg/kg orally,Autocuration,,,,1969.0,22224,BAO_0000218,A,,14380,In vivo,,
11389,N,,,,Plasma Cmax in rat (PO dose),Intermediate,,,,1969.0,50597,BAO_0000218,A,,13622,In vivo,Rattus norvegicus,10116.0
11390,N,,,,Maximum serum concentration after po dose of 5.22 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,In vivo,Rattus norvegicus,10116.0
11391,N,,,,Maximum serum concentration after po dose of 5.46 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,In vivo,Rattus norvegicus,10116.0
11392,N,,,,Maximum serum concentration was determined for the compound after po dose of 5.01 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,In vivo,Rattus norvegicus,10116.0
11393,N,,,,Maximum serum concentration was determined for the compound after po dose of 5.03 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,In vivo,Rattus norvegicus,10116.0
11394,N,,,,Maximum plasma concentration (Cmax) was determined in dogs fed after oral administration of 25 mg/kg of the compound.,Intermediate,,,,1969.0,50588,BAO_0000218,A,,14925,In vivo,Canis lupus familiaris,9615.0
11395,N,,,,Maximum plasma concentration (Cmax) was determined in fasted dogs after oral administration of 25 mg/kg of the compound.,Intermediate,,,,1969.0,50588,BAO_0000218,A,,14925,In vivo,Canis lupus familiaris,9615.0
11396,U,,,,Maximum concentration of the drug at 1 uM/dg administered intravenously,Autocuration,,,,,22224,BAO_0000218,A,,11883,In vivo,,
11397,U,,,,Maximum concentration of the drug at 20 uM/dg administered perorally,Autocuration,,,,,22224,BAO_0000218,A,,11883,In vivo,,
11398,U,,,,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,13391,In vivo,,
11399,U,,,,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg; b = No compound detectable in blood above the detection limit of 0.1 uM,Autocuration,,,,178.0,22224,BAO_0000218,A,,13391,In vivo,,
11400,U,,,,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg; b denotes No compound detectable in blood above the detection limit of 0.1 uM,Autocuration,,,,178.0,22224,BAO_0000218,A,,13391,In vivo,,
11401,U,,,,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg;b = No compound detectable in blood above the detection limit of 0.1 uM,Autocuration,,,,178.0,22224,BAO_0000218,A,,13391,In vivo,,
11402,N,,,,Oral absorption expressed as peak plasma conc (Cmax) after oral dosing of 50 mg/kg in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,16360,In vivo,Rattus norvegicus,10116.0
11403,N,,,,Cmax in dog plasma after 1mg/kg oral dose,Intermediate,,,,1969.0,50588,BAO_0000218,A,,3673,In vivo,Canis lupus familiaris,9615.0
11404,N,,,,Bioavailability as maximal plasma concentration in dogs after 2.5 mg/kg oral dose,Intermediate,,,,1969.0,50588,BAO_0000218,A,,14431,In vivo,Canis lupus familiaris,9615.0
11405,N,,,,Bioavailability as maximal plasma concentration in rats after 10 mg/kg oral dose,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14431,In vivo,Rattus norvegicus,10116.0
11406,N,,,,Oral maximum concentration in rat,Intermediate,,,,,50597,BAO_0000218,A,,14964,In vivo,Rattus norvegicus,10116.0
11407,N,,,,Oral maximum concentration in rat,Intermediate,,,,,50597,BAO_0000218,A,,14964,In vivo,Rattus norvegicus,10116.0
11408,N,,,,Oral plasma concentration in mice at 100 mg/kg dosage within 4-hr time frame.,Intermediate,,,,1969.0,50594,BAO_0000218,A,,14209,In vivo,Mus musculus,10090.0
11409,N,,,,Peak concentration in blood after intravenous administration to mice,Intermediate,,,,178.0,50594,BAO_0000218,A,,11355,In vivo,Mus musculus,10090.0
11410,N,,,,Peak concentration in blood after peroral administration to mice,Intermediate,,,,178.0,50594,BAO_0000218,A,,11355,In vivo,Mus musculus,10090.0
11411,N,,,,Peak concentration in rat plasma was determined,Intermediate,,,,1969.0,50597,BAO_0000218,A,,11966,In vivo,Rattus norvegicus,10116.0
11412,U,,,,Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of monkey after oral administration of 0.05 mmol/kg,Autocuration,,,,1969.0,22224,BAO_0000218,A,,8918,In vivo,Simiiformes,314293.0
11413,N,,,,Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of mouse after oral administration of 0.05 mmol/kg,Intermediate,,,,1969.0,50594,BAO_0000218,A,,8918,In vivo,Mus musculus,10090.0
11414,N,,,,Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of rat after oral administration of 0.05 mmol/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,8918,In vivo,Rattus norvegicus,10116.0
11415,N,,,,"Distribution in rat heart 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11416,N,,,,"Distribution in rat heart 5 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11417,N,,,,"Distribution in rat heart 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11418,N,,,,"Distribution in rat heart 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11419,N,,,,"Distribution in rat intestine 15 min after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11420,N,,,,"Distribution in rat intestine 1 hr after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11421,N,,,,"Distribution in rat intestine 2 hr after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11422,N,,,,"Distribution in rat intestine 30 min after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11423,N,,,,"Distribution in rat intestine 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11424,N,,,,"Distribution in rat intestine 5 min after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11425,N,,,,"Distribution in rat intestine 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11426,N,,,,"Distribution in rat intestine 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,160.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11427,N,,,,"Distribution in rat kidney, 15 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11428,N,,,,"Distribution in rat kidney, 1 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11429,N,,,,"Distribution in rat kidney, 2 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11430,N,,,,"Distribution in rat kidney, 30 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11431,N,,,,"Distribution in rat kidney, 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11432,N,,,,"Distribution in rat kidney, 5 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11433,N,,,,"Distribution in rat kidney, 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11434,N,,,,"Distribution in rat kidney, 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11435,N,,,,"Distribution in rat liver 15 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11436,N,,,,"Distribution in rat liver 1 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11437,N,,,,"Distribution in rat liver 2 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11438,N,,,,"Distribution in rat liver 30 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11439,N,,,,"Distribution in rat liver 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11440,N,,,,"Distribution in rat liver 5 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11441,N,,,,"Distribution in rat liver 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11442,N,,,,"Distribution in rat liver 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11443,N,,,,"Distribution in rat lungs 15 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11444,N,,,,"Distribution in rat lungs 1 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11445,N,,,,"Distribution in rat lungs 2 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11446,N,,,,"Distribution in rat lungs 30 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11447,N,,,,"Distribution in rat lungs 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11448,N,,,,"Distribution in rat lungs 5 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11449,N,,,,"Distribution in rat lungs 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11450,N,,,,"Distribution in rat lungs 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11451,N,,,,"Distribution in rat muscle 15 min after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11452,N,,,,"Distribution in rat muscle 1 hr after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11453,N,,,,"Distribution in rat muscle 2 hr after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11454,N,,,,"Distribution in rat muscle 30 min after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11455,N,,,,"Distribution in rat muscle 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11456,N,,,,"Distribution in rat muscle 5 min after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11457,N,,,,"Distribution in rat muscle 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11458,N,,,,"Distribution in rat muscle 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,2385.0,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11459,N,,,,"Distribution in rat pancreas 15 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11460,N,,,,"Distribution in rat pancreas 1 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11461,N,,,,"Distribution in rat pancreas 2 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11462,N,,,,"Distribution in rat pancreas 30 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11463,N,,,,"Distribution in rat pancreas 4 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11464,N,,,,"Distribution in rat pancreas 5 min after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11465,N,,,,"Distribution in rat pancreas 6 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11466,N,,,,"Distribution in rat pancreas 8 hr after intravenous administration, injected dose/gm",Intermediate,,,,,50597,BAO_0000218,A,,8684,,Rattus norvegicus,10116.0
11467,N,,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11468,N,,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11469,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11470,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11471,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11472,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11473,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11474,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11475,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11476,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11477,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,Intermediate,,,,2107.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11478,N,,,,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11479,N,,,,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in mouse.,Intermediate,,,,1088.0,50594,BAO_0000218,A,,14571,,Mus musculus,10090.0
11480,N,,,,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in rat.,Intermediate,,,,1088.0,50597,BAO_0000218,A,,14571,,Rattus norvegicus,10116.0
11481,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat blood as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11482,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11483,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11484,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11485,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11486,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose in the total organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11487,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11488,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11489,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11490,N,,,,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11491,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11492,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11493,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11494,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11495,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11496,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11497,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11498,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11499,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11500,N,,,,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,Intermediate,,,,,50597,BAO_0000218,A,,8319,,Rattus norvegicus,10116.0
11501,N,,,,Urinary excretion in rat after 0-4 hours of oral administration at 50 mg/kg,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12064,,Rattus norvegicus,10116.0
11502,N,,,,Urinary excretion in rat after 4-8 hours of oral administration at 50 mg/kg,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12064,,Rattus norvegicus,10116.0
11503,N,,,,Urinary excretion in rat after 8-24 hours of oral administration at 50 mg/kg,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12064,,Rattus norvegicus,10116.0
11504,N,,,,Urinary recovery expressed as percentage dose in male rats after iv administration of 20 mg/kg,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12038,,Rattus norvegicus,10116.0
11505,U,,,,% dose converted to 2-amino-5-chlorophenyl sulfate,Autocuration,,,,,22224,BAO_0000019,A,,14314,,,
11506,U,,,,% dose converted to 4-(S-amino-N-{[(4-chlorophenyl)amino]carbonyl}sulfonimidoyl)benzoic acid (compound 41),Autocuration,,,,,22224,BAO_0000019,A,,14314,,,
11507,N,,,,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",Intermediate,,,,1988.0,50597,BAO_0000218,A,,11488,,Rattus norvegicus,10116.0
11508,N,,,,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",Intermediate,,,,1988.0,50597,BAO_0000218,A,,11488,,Rattus norvegicus,10116.0
