assay_id,assay_organism,doc_id,assay_cell_type,src_id,assay_type,src_assay_id,assay_tissue,tissue_id,curated_by,cell_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction
5741,Homo sapiens,16132,A549,1,F,,,,Expert,646.0,In vitro inhibition of A549 (human lung cancer) cell growth.,,,9606.0,,
5742,Homo sapiens,16132,A549,1,F,,,,Intermediate,646.0,Cytotoxic related antitumor activity against human cancer cell lines A 549; No data available,,,9606.0,,
5743,Homo sapiens,2551,A549,1,F,,,,Expert,646.0,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,,,9606.0,,
5744,Homo sapiens,2551,A549,1,F,,,,Expert,646.0,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay; not active (> 100 uM),,,9606.0,,
5745,,11913,,1,F,,,,Autocuration,,Tested against A II at (100 ng/kg iv) in Dawley rats (n=2). 24 h,,,,,
5746,,12621,,1,F,,,,Autocuration,,The duration of action for the % peak inhibition of A II pressor response for dose of 0.1 mg/kg intravenous administration in conscious dogs.,In vivo,,,,
5747,,12621,,1,F,,,,Autocuration,,The duration of action for the % peak inhibition of A II pressor response for dose of 1.0 mg/kg peroral administration in rhesus monkeys.,In vivo,,,,
5748,,12621,,1,F,,,,Autocuration,,The duration of action for the % peak inhibition of angiotensin II pressor response for dose of 0.1 mg/kg peroral administration in conscious rats.,In vivo,,,,
5749,,12621,,1,F,,,,Autocuration,,The compound was evaluated for the % peak inhibition of A II pressor response for dose of 0.3 mg/kg peroral administration in rhesus monkeys.,In vivo,,,,
5750,,12621,,1,F,,,,Autocuration,,The compound was evaluated for the percentage of inhibition of A II pressor response in rats for peroral administration.,In vivo,,,,
5751,Homo sapiens,3600,A498,1,F,,,,Expert,624.0,Inhibition of A-498 human Renal cell proliferation,,,9606.0,,
5752,Rattus norvegicus,1796,,1,F,,,,Autocuration,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 0.1 uM",,,10116.0,,
5753,Rattus norvegicus,1796,,1,F,,,,Autocuration,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 1 uM",,,10116.0,,
5754,Rattus norvegicus,1796,,1,F,,,,Autocuration,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 10 uM",,,10116.0,,
5755,Homo sapiens,16464,A 172,1,F,,,,Expert,622.0,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,,,9606.0,,
5756,Homo sapiens,16464,A 172,1,F,,,,Intermediate,622.0,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,9606.0,,
5757,Homo sapiens,16464,A 172,1,F,,,,Intermediate,622.0,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,9606.0,,
5758,Homo sapiens,13617,A549,1,F,,,,Expert,646.0,Concentration required to inhibit growth of human tumor A549 (NSCL) cell line.,,,9606.0,,
5759,Homo sapiens,4584,A549,1,F,,,,Intermediate,646.0,Concentration which produces 50% inhibition of growth of human lung carcinoma cell line A549,,,9606.0,,
5760,Homo sapiens,13799,A549,1,F,,,,Expert,646.0,Cytotoxic activity evaluated against A549 tumor cells,,,9606.0,,
5761,Homo sapiens,16726,A549,1,F,,,,Intermediate,646.0,Cytotoxic potentiation of Topotecan (TP) by the compound in human lung carcinoma A549 cell line,,,9606.0,,
5762,Homo sapiens,16109,A549,1,F,,,,Intermediate,646.0,Cytotoxicity against A549 cells when the drug is exposed for a time of 1 hr,,,9606.0,,
5763,Homo sapiens,16109,A549,1,F,,,,Intermediate,646.0,Cytotoxicity against A549 cells when the drug is exposed for a time of 96 hrs,,,9606.0,,
5764,Homo sapiens,15474,A549,1,F,,,,Intermediate,646.0,Cytotoxicity against A549 tumor cell line determined by WST-1 assay,,,9606.0,,
5765,Homo sapiens,6851,A549,1,F,,,,Intermediate,646.0,Cytotoxicity of compound against A549 cell line,,,9606.0,,
5766,Homo sapiens,17534,A549,1,F,,,,Expert,646.0,Cytotoxicity against human lung cell carcinoma A549 cell line,,,9606.0,,
5767,Homo sapiens,2621,A549,1,F,,,,Intermediate,646.0,Cytotoxicity against human lung carcinoma A549 cell line using MTT assay,,,9606.0,,
5768,Homo sapiens,830,A549,1,F,,,,Intermediate,646.0,Cytotoxicity was evaluated in vitro against A549 (non-small cell lung carcinoma) human tumor cell lines,,,9606.0,,
5769,Homo sapiens,14255,A549,1,F,,,,Intermediate,646.0,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum,,,9606.0,,
5770,Homo sapiens,14255,A549,1,F,,,,Intermediate,646.0,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum; Not determined,,,9606.0,,
5771,Homo sapiens,1590,A549,1,F,,,,Intermediate,646.0,In vitro antitumor activity against A549 human NSCLC lung carcinoma cells,,,9606.0,,
5772,Homo sapiens,6146,A549,1,F,,,,Expert,646.0,In vitro concentration required to inhibit the TNF-alpha-induced RANTES production in A549 human lung epithelium cell line,,,9606.0,,
5773,Homo sapiens,17427,A549,1,F,,,,Expert,646.0,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,,9606.0,,
5774,Homo sapiens,5280,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxicity against parental and drug resistant lung human tumor cell line A549,,,9606.0,,
5775,Homo sapiens,16786,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxicity of compound against human A549 (non small cell lung) cancer cell line after 72 hr of drug exposure,,,9606.0,,
5776,Homo sapiens,5895,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxicity against A549 (human lung cancer),,,9606.0,,
5777,Homo sapiens,14297,A549,1,F,,,,Expert,646.0,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,,,9606.0,,
5778,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,In vivo antiproliferative activity against A549 cell line,,,9606.0,,
5779,Homo sapiens,14368,A549,1,F,,,,Intermediate,646.0,Inhibition of non-small-cell lung adenocarcinoma (A549),,,9606.0,,
5780,Homo sapiens,14368,A549,1,F,,,,Intermediate,646.0,Inhibition of non-small-cell lung adenocarcinoma (A549) after 48-h treatment,,,9606.0,,
5781,Homo sapiens,14254,A549,1,F,,,,Intermediate,646.0,Inhibition of the growth against human non-small-lung carcinoma (A549) cell line after 72 hr exposure,,,9606.0,,
5782,Homo sapiens,15897,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against A549 cell line using MTT assay(Wild type p53),,,9606.0,,
5783,Homo sapiens,13866,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against A549 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,,9606.0,,
5784,Homo sapiens,13370,A549,1,F,,,,Intermediate,646.0,Inhibitory activity of compound against human A549 lung carcinoma cell line.,,,9606.0,,
5785,Homo sapiens,4862,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against A549 lung cancer cell line,,,9606.0,,
5786,Homo sapiens,4862,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against Taxol-resistant A549 lung cancer cell line,,,9606.0,,
5787,Homo sapiens,4862,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against Taxol-resistant A549 lung cancer cell line; not determined,,,9606.0,,
5788,Homo sapiens,15970,A549,1,F,,,,Intermediate,646.0,Inhibitory concentration against A549 (lung cancer) cell line,,,9606.0,,
5789,Homo sapiens,17713,A549,1,F,,,,Expert,646.0,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,,,9606.0,,
5790,Homo sapiens,4833,A549,1,F,,,,Intermediate,646.0,Tested in vitro for inhibitory effect on the growth of human A-549 cancer cell line,,,9606.0,,
5791,Homo sapiens,13736,A549,1,F,,,,Expert,646.0,Activity against A549 cancer cell line.,,,9606.0,,
5792,Homo sapiens,4312,A549,1,F,,,,Intermediate,646.0,The compound was evaluated for cytotoxicity against A549 cell line,,,9606.0,,
5793,Homo sapiens,5421,A549,1,F,,,,Intermediate,646.0,The compound was examined for its ability to block tumor necrosis factor alpha (TNF alpha) induced IL-8 production in A549 human lung carcinoma cell line using an ELISA,,,9606.0,,
5794,Homo sapiens,5421,A549,1,F,,,,Intermediate,646.0,The compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,,,9606.0,,
5795,Homo sapiens,14717,A549,1,F,,,,Intermediate,646.0,Growth inhibitory activity was measured for human A549 tumor cell line.,,,9606.0,,
5796,Homo sapiens,4634,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against A549 lung cancer cell line,,,9606.0,,
5797,Homo sapiens,1149,A549,1,F,,,,Intermediate,646.0,Inhibitory activity against A549 cell line; inactive,,,9606.0,,
5798,Homo sapiens,5421,A549,1,F,,,,Expert,646.0,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,,,9606.0,,
5799,Homo sapiens,5421,A549,1,F,,,,Expert,646.0,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,,,9606.0,,
5800,Homo sapiens,5421,A549,1,F,,,,Intermediate,646.0,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,,,9606.0,,
5801,Homo sapiens,3320,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-4 (M/L),,,9606.0,,
5802,Homo sapiens,3320,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-5 (M/L),,,9606.0,,
5803,Homo sapiens,3320,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-6 (M/L),,,9606.0,,
5804,Homo sapiens,3320,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-7 (M/L),,,9606.0,,
5805,Homo sapiens,3320,A549,1,F,,,,Intermediate,646.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-8 (M/L),,,9606.0,,
5806,Homo sapiens,5726,A549,1,F,,,,Intermediate,646.0,In vitro percent inhibition evaluated against human lung cancer (A549 cell line) at >20 ug/mL,,,9606.0,,
5807,Canis lupus familiaris,17800,,1,A,,,,Intermediate,,Plasma clearance (in vivo) in mongrel dogs was determined,In vivo,,9615.0,,
5808,Canis lupus familiaris,5985,,1,A,,,,Intermediate,,Plasma clearance was measured in dog,In vivo,,9615.0,,
5809,Canis lupus familiaris,5530,,1,A,,,,Intermediate,,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,In vivo,,9615.0,,
5810,Canis lupus familiaris,5530,,1,A,,,,Intermediate,,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg,In vivo,,9615.0,,
5811,Canis lupus familiaris,4839,,1,A,,Plasma,1969.0,Intermediate,,Tested for plasma clearance in dog,In vivo,,9615.0,,
5812,Canis lupus familiaris,3639,,1,A,,,,Intermediate,,The compound was tested for clearance in dog plasma.,In vivo,,9615.0,,
5813,Canis lupus familiaris,4838,,1,A,,,,Intermediate,,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",In vivo,,9615.0,,
5814,Canis lupus familiaris,4137,,1,A,,,,Intermediate,,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog,In vivo,,9615.0,,
5815,Canis lupus familiaris,5017,,1,A,,Plasma,1969.0,Intermediate,,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),In vivo,,9615.0,,
5816,Canis lupus familiaris,17538,,1,A,,Liver,2107.0,Intermediate,,In vitro clearance in dog liver microsomes,In vitro,,9615.0,,Microsomes
5817,Canis lupus familiaris,6161,,1,A,,,,Intermediate,,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog,In vivo,,9615.0,,
5818,Canis lupus familiaris,6161,,1,A,,,,Intermediate,,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog,In vivo,,9615.0,,
5819,Canis lupus familiaris,1696,,1,A,,,,Intermediate,,Plasma clearance in dog,In vivo,,9615.0,,
5820,Canis lupus familiaris,6762,,1,A,,,,Intermediate,,Clearance rate in dog,In vivo,,9615.0,,
5821,Canis lupus familiaris,5932,,1,A,,Plasma,1969.0,Intermediate,,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,In vivo,,9615.0,,
5822,Canis lupus familiaris,6305,,1,A,,,,Intermediate,,Clearance in dogs,In vivo,,9615.0,,
5823,Canis lupus familiaris,4942,,1,A,,,,Intermediate,,Plasma clearance in dogs,In vivo,,9615.0,,
5824,Canis lupus familiaris,4219,,1,A,,,,Intermediate,,Plasma clearance was determined,In vivo,,9615.0,,
5825,Canis lupus familiaris,17853,,1,A,,,,Intermediate,,Lower clearance in dog (i.v.) at 0.5 mpk,In vivo,,9615.0,,
5826,Canis lupus familiaris,4514,,1,A,,,,Intermediate,,Plasma clearance in Beagle dogs,In vivo,,9615.0,,
5827,Canis lupus familiaris,6448,,1,A,,,,Intermediate,,Plasma clearance (Clp) in dog,In vivo,,9615.0,,
5828,Canis lupus familiaris,6227,,1,A,,,,Intermediate,,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,In vivo,,9615.0,,
5829,Canis lupus familiaris,6227,,1,A,,,,Intermediate,,Plasma clearance (pharmacokinetic parameter) in dog was determined,In vivo,,9615.0,,
5830,Canis lupus familiaris,6062,,1,A,,,,Intermediate,,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,In vivo,,9615.0,,
5831,Canis lupus familiaris,6821,,1,A,,,,Intermediate,,Plasma clearance of compound was determined in dog,In vivo,,9615.0,,
5832,Canis lupus familiaris,4709,,1,A,,,,Intermediate,,Plasma clearance after intravenous administration of 1 mg/kg in dog,In vivo,,9615.0,,
5833,Canis lupus familiaris,4521,,1,A,,,,Intermediate,,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,In vivo,,9615.0,,
5834,Canis lupus familiaris,5374,,1,A,,,,Intermediate,,Plasma clearance in dog was determined,In vivo,,9615.0,,
5835,Canis lupus familiaris,6057,,1,A,,,,Intermediate,,Plasma clearance was calculated in dog,In vivo,,9615.0,,
5836,Canis lupus familiaris,4727,,1,A,,,,Intermediate,,Plasma clearance at the dose of 2 mg/kg in dog,In vivo,,9615.0,,
5837,Canis lupus familiaris,5145,,1,A,,,,Intermediate,,Plasma clearance in dog,In vivo,,9615.0,,
5838,Canis lupus familiaris,17657,,1,A,,,,Intermediate,,Plasma clearance in dog,In vivo,,9615.0,,
5839,Canis lupus familiaris,17657,,1,A,,,,Intermediate,,Plasma clearance in dog; Unable to calculate,In vivo,,9615.0,,
5840,Canis lupus familiaris,5145,,1,A,,,,Intermediate,,Plasma clearance in rhesus monkey,In vivo,,9615.0,,
5841,Canis lupus familiaris,6642,,1,A,,,,Intermediate,,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),In vivo,,9615.0,,
5842,Canis lupus familiaris,6641,,1,A,,,,Intermediate,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,9615.0,,
5843,Canis lupus familiaris,6642,,1,A,,,,Intermediate,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,9615.0,,
5844,Canis lupus familiaris,5472,,1,A,,,,Intermediate,,Plasma clearance was evaluated in dog,In vivo,,9615.0,,
5845,Canis lupus familiaris,5472,,1,A,,,,Intermediate,,Plasma clearance was evaluated in dog; Not tested,In vivo,,9615.0,,
5846,Canis lupus familiaris,5472,,1,A,,,,Intermediate,,Plasma clearance was evaluated in rhesus,In vivo,,9615.0,,
5847,Canis lupus familiaris,5472,,1,A,,,,Intermediate,,Plasma clearance was evaluated in rhesus; Not tested,In vivo,,9615.0,,
5848,Canis lupus familiaris,4257,,1,A,,,,Intermediate,,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,In vivo,,9615.0,,
5849,Canis lupus familiaris,6679,,1,A,,,,Intermediate,,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo,,9615.0,,
5850,Canis lupus familiaris,5546,,1,A,,,,Intermediate,,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,In vivo,,9615.0,,
5851,Canis lupus familiaris,6348,,1,A,,,,Intermediate,,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo,,9615.0,,
5852,Canis lupus familiaris,5474,,1,A,,,,Intermediate,,Clearance value at a dose of 0.2 mg/kg i.v.,In vivo,,9615.0,,
5853,Canis lupus familiaris,6316,,1,A,,Plasma,1969.0,Intermediate,,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,In vivo,,9615.0,,
5854,Canis lupus familiaris,17594,,1,A,,,,Intermediate,,Cmax after oral dose of compound at 3 mg/kg in dogs,In vivo,,9615.0,,
5855,Canis lupus familiaris,17594,,1,A,,,,Intermediate,,Cmax after single intravenous bolus of 1 mg/kg in dogs,In vivo,,9615.0,,
5856,Canis lupus familiaris,5802,,1,A,,,,Intermediate,,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,In vivo,,9615.0,,
5857,Canis lupus familiaris,6535,,1,A,,,,Intermediate,,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,In vivo,,9615.0,,
5858,Canis lupus familiaris,6535,,1,A,,,,Intermediate,,Cmax in dog after administration of 1 mg/kg iv,In vivo,,9615.0,,
5859,Canis lupus familiaris,1466,,1,A,,Plasma,1969.0,Intermediate,,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,,9615.0,,
5860,Canis lupus familiaris,6505,,1,A,,,,Intermediate,,Cmax on p.o. administration of 10 mg/kg was measured in dog,In vivo,,9615.0,,
5861,Canis lupus familiaris,5668,,1,A,,,,Intermediate,,Cmax was determine after peroral administration at 10 mpk in dog,In vivo,,9615.0,,
5862,Canis lupus familiaris,5668,,1,A,,,,Intermediate,,Cmax was determine after peroral administration at 5 mpk in dog,In vivo,,9615.0,,
5863,Canis lupus familiaris,5668,,1,A,,,,Intermediate,,Cmax was determine after peroral administration at 5 mg/kg in dog,In vivo,,9615.0,,
5864,Canis lupus familiaris,5600,,1,A,,,,Intermediate,,Cmax after 0.3 mg/kg po administration in dog,In vivo,,9615.0,,
5865,Canis lupus familiaris,17764,,1,A,,,,Intermediate,,Cmax after peroral administration in dogs at 2.4 uM/kg,In vivo,,9615.0,,
5866,Canis lupus familiaris,6123,,1,A,,,,Intermediate,,Cmax in dog after oral administration at 1 mg/kg,In vivo,,9615.0,,
5867,Canis lupus familiaris,6123,,1,A,,,,Intermediate,,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,In vivo,,9615.0,,
5868,Canis lupus familiaris,6757,,1,A,,,,Intermediate,,Cmax upon oral administration in male Beagle dog at 10 mg/kg,In vivo,,9615.0,,
5869,Canis lupus familiaris,16907,,1,A,,,,Intermediate,,Cmax value after 15 mg/kg iv dose in Dogs,In vivo,,9615.0,,
5870,Mus musculus,7767,,1,A,,Blood,178.0,Intermediate,,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5871,Mus musculus,7767,,1,A,,Blood,178.0,Intermediate,,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5872,Mus musculus,7767,,1,A,,Bone,10000001.0,Intermediate,,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5873,Mus musculus,7767,,1,A,,Bone,10000001.0,Intermediate,,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5874,Mus musculus,7767,,1,A,,Bone,10000001.0,Intermediate,,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5875,Mus musculus,7767,,1,A,,,,Intermediate,,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5876,Mus musculus,7767,,1,A,,,,Intermediate,,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5877,Mus musculus,7767,,1,A,,,,Intermediate,,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5878,Mus musculus,7767,,1,A,,Heart,948.0,Intermediate,,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5879,Mus musculus,7767,,1,A,,Heart,948.0,Intermediate,,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5880,Mus musculus,7767,,1,A,,Heart,948.0,Intermediate,,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5881,Mus musculus,7767,,1,A,,Kidney,2113.0,Intermediate,,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5882,Mus musculus,7767,,1,A,,Kidney,2113.0,Intermediate,,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5883,Mus musculus,7767,,1,A,,Kidney,2113.0,Intermediate,,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5884,Mus musculus,7767,,1,A,,Intestine,160.0,Intermediate,,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5885,Mus musculus,7767,,1,A,,Intestine,160.0,Intermediate,,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5886,Mus musculus,7767,,1,A,,Intestine,160.0,Intermediate,,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5887,Mus musculus,7767,,1,A,,Liver,2107.0,Intermediate,,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5888,Mus musculus,7767,,1,A,,Liver,2107.0,Intermediate,,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5889,Mus musculus,7767,,1,A,,Liver,2107.0,Intermediate,,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5890,Mus musculus,7767,,1,A,,Lung,2048.0,Intermediate,,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5891,Mus musculus,7767,,1,A,,Lung,2048.0,Intermediate,,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5892,Mus musculus,7767,,1,A,,Lung,2048.0,Intermediate,,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5893,Mus musculus,7767,,1,A,,Muscle tissue,2385.0,Intermediate,,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5894,Mus musculus,7767,,1,A,,Muscle tissue,2385.0,Intermediate,,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5895,Mus musculus,7767,,1,A,,Muscle tissue,2385.0,Intermediate,,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5896,Mus musculus,7767,,1,A,,,,Intermediate,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5897,Mus musculus,7767,,1,A,,,,Intermediate,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5898,Mus musculus,7767,,1,A,,,,Intermediate,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5899,Mus musculus,7767,,1,A,,Intestine,160.0,Intermediate,,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5900,Mus musculus,7767,,1,A,,Intestine,160.0,Intermediate,,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5901,Mus musculus,7767,,1,A,,Intestine,160.0,Intermediate,,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5902,Mus musculus,7767,,1,A,,Spleen,2106.0,Intermediate,,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5903,Mus musculus,7767,,1,A,,Spleen,2106.0,Intermediate,,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5904,Mus musculus,7767,,1,A,,Spleen,2106.0,Intermediate,,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5905,Mus musculus,7767,,1,A,,Stomach,945.0,Intermediate,,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5906,Mus musculus,7767,,1,A,,Stomach,945.0,Intermediate,,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,,10090.0,,
5907,Homo sapiens,2036,A 172,1,F,,,,Expert,622.0,Cytotoxicity against A-172 human tumor cell lines,,,9606.0,,
5908,Homo sapiens,2357,A 172,1,F,,,,Intermediate,622.0,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,,,9606.0,,
5909,Homo sapiens,1457,A204,1,F,,,,Intermediate,623.0,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,,,9606.0,,
5910,Homo sapiens,4379,A2780,1,F,,,,Intermediate,478.0,Tested for antiproliferative activity against A-2780 tumoral cell line,,,9606.0,,
5911,Homo sapiens,1093,A-375,1,F,,,,Intermediate,455.0,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,,,9606.0,,
5912,Homo sapiens,12152,A-375,1,F,,,,Intermediate,455.0,Tested in vitro against A-375 cell line human melanoma,,,9606.0,,
5913,Homo sapiens,16464,A-427,1,F,,,,Expert,797.0,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,,,9606.0,,
5914,Homo sapiens,16464,A-427,1,F,,,,Intermediate,797.0,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,9606.0,,
5915,Homo sapiens,16582,A-427,1,F,,,,Expert,797.0,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,,,9606.0,,
