Fiscal year,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009201p,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
q0092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,M012660001,Closed,305000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,305000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,M012662001,Operational,100000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,100000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,M012662001,Operational,100000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,100000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2p092010,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20092019,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
200o2010,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20092020,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
q0092010,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20092p10,M012672001,Closed,302400000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5435,IFI - ECONOMIC GROWTH - CORE,302400000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20o92010,M012675002,Closed,4000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,4000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,M012675002,Closed,4000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,4000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,M012675002,Closed,4000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,4000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,M012675002,Closed,4000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,4000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,M012675002,Closed,4000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,4000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,M012676001,Closed,21000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,21000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,M012678001,Closed,525000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,525000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,M012688001,Closed,574284.13,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,574284.13,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,M012688001,Closed,574284.13,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,574284.13,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,M012688001,Closed,574284.13,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,574284.13,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,M012688001,Closed,574284.13,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,574284.13,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,M012725001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,M012725001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,M012726001,Terminating,19799737.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,19799737.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20002010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2009e010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2009201o,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
q0092010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
e0092010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
200o2010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2009e010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20092o10,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2p092010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
10092010,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20092019,M012761001,Closed,450000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5246,Global Health - CORE,450000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
20992010,M012762001,Closed,1000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,1000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,M012776001,Closed,1500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,1500000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,M012776001,Closed,1500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,1500000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,M012776001,Closed,1500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,1500000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,M012776001,Closed,1500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,1500000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,M012777001,Closed,1100000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,1100000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,M012777001,Closed,1100000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,1100000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,M012777001,Closed,1100000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,1100000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,M012779001,Closed,3000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,3000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,M012779001,Closed,3000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,3000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,M012779001,Closed,3000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,3000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,M012779001,Closed,3000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,3000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
