assay_id,tid,assay_test_type,bao_format,cell_id,assay_cell_type,description,assay_category,src_assay_id,relationship_type,curated_by,assay_type,assay_tax_id,chembl_id,variant_id,tissue_id,doc_id,assay_organism,assay_strain
11903,50594,,nAOo000218,,,Rstiooebi9distribit7ojsinAtmymicmicebearinvhuksnTunorKBxsnogrsfhsin5umorTandMuqcleM,,,N,In5ermedixte,A,1488.0,CHEhBL629525,,,14439,Mus musculus,
11904,50594,,BxO0090218,,,Ratjoofbi9distributionxinAthyhjcmicebexringh8mwhTumorKBxebog3afrsug5umorTandblooxB,,,N,Intdrmediafe,A,765.0,CHEMni629525,,,14439,Mus musculus,
11905,50594,,BwO0000217,,,RatiolfbiodisfrobutioneinA4uymixmicebearinyhumanT7morLS27eTxenograftzinHeartHandnkolxn,,,N,Intdrmeviate,A,14198.0,CHEnBL6w9526,,,14439,Mus musculus,
11906,50594,,BAO0p00w18,,,5atioofbikwiwtributiondigAthymicjicehear7nghumanTumorLS174TxenkggzftsigHeqr5HanrLungp,,,N,Integnediate,A,1539.0,CHEMhL6q9527,,,14439,Mus musculus,
11907,50594,,BAOp000118,,,Rztkoogflodoq5ribut8knsinAth7micmicefeaginghumanfum0eLS174TxenigraftsinTumorTandMuscleM,,,N,9ntermediaye,A,8208.0,CHEMnp629528,,,14439,Mus musculus,
11908,50594,,BqO0090218,,,Ratioofbkpdis6ribjgionsihxthyhicmicebearingyuman5um0rLS174TxwnograftdibTumirTwndblo8dB,,,N,jntermedixte,A,11084.0,CHEMhL62952i,,,14439,Mus musculus,
11909,50594,,BqOo000218,,,Rxtioofniodjqtribut8onsinAtjymjcmjcebearungjumanyumorTEt7wxejograftsinHeqrtHandBlo9xB,,,N,Infdrmediate,A,62892.0,CHEMBL62oy30,,,14439,Mus musculus,
11910,50594,,BAO9009218,,,Ra4ioovbiodidtributions7nA4hymichifebearinghumanTumk34Et71xehograftsinHsqgtHandLungp,,,N,Int4rmeciate,A,24037.0,CHEMBot29531,,,14439,Mus musculus,
11911,50594,,BAO00o0318,,,Rafi0ofbiodistributjonsinzthjmicmicefezringhuman6hmorTE6iqxenograftsinTujorganwMuzclfn,,,N,Intermeeiatd,A,2662.0,CHEknL628656,,,14439,Mus musculus,
11912,50594,,BAi0090218,,,Rarioofbiodierribj6ipns8nAthgmicmicevea3ibguumanfumoryE67qxenotraftsinTumorTandbl8odB,,,N,un6ermediate,A,23109.0,CmEMBL728657,,,14439,Mus musculus,
11913,50597,Invivp,BAO9000e18,,,BjodistrobitioninabdomihalDawl4yrataftwr30higwx9rsxsedqspercentijjectefdoseg,,,N,Igtermediahe,A,4967.0,CHdMBo628658,,,13751,Rattus norvegicus,
11914,50597,Invifo,vAOp000218,,,Bioristributionjgabdominaloemztufdfemalewawleyratagt2r10n9nex0ress3dasoercenginj3cteddoaeg,,,N,Integmediatd,A,38872.0,CHEhBLt28659,,,13751,Rattus norvegicus,
11915,50597,Inv8vo,BA80000e18,,,Biodistributkobinabdokinqlofmatj3efehal2rawkeyratwfterw5ninexpresw2daspercentibjrcheddoseg,,,N,Infwrmediate,A,19662.0,CHEMBL887590,,,13751,Rattus norvegicus,
11916,50597,Imvivo,BAi00002q8,,,Biodixttibutooninxbwominal8fmaykfefemqleDw2leyratafter1hexptessedaspwrc2ntinjecheddoseh,,,N,In5ermed9ate,A,42221.0,CHEMBL6286yp,,,13751,Rattus norvegicus,
11917,50597,Inbivo,BAO0000e1i,,,Biodustrlnugikginabdom9jalofmaturef2msleDawpeytatafterwbexlrewsedaspercentibjecteddoseg,,,N,Intermeviafe,A,10061.0,dHEjBL628661,,,13751,Rattus norvegicus,
11918,50597,7nvivo,vqO0000218,,,BiodiwtrihutiojibagdominalormaturedemapdDqwoeyrataet2r30minexlr3ssddqsprrcentinjecteddoseg,,,N,Intetmediatr,A,4370.0,CHEMBL62u6t2,,,13751,Rattus norvegicus,
11919,50597,Invifo,BAO0p0021i,,,Bkod9strinutioninabdomimapofmaturefemalexawleydataftwg45mlnealressedaso2rcegyihjecteddoseb,,,N,Ijyermediate,A,9090.0,CHEjBL62866e,,,13751,Rattus norvegicus,
11920,50597,Ijvivo,BwO0000217,,,Biodiqtr7vutu9ninabdomigalofmzt8rerdmal3cawlwyrataft4r5minexpressedaspercentinj2cteddos4r,,,N,Interhedia4e,A,17290.0,CHEMgL62866t,,,13751,Rattus norvegicus,
11921,50597,Ingivo,BAi00002q8,,,Blidustributioninbloodofmatur2femwlwDawl4yrarafher1pjinexpreszedaspsrsentinjec5eedoceg,,,N,Intermreiate,A,20501.0,CHEhBL62i665,,4267608.0,13751,Rattus norvegicus,
11922,50597,Inbivo,BAOpo00218,,,giovistributioninblopdofmxturefemxleDzwleyratavter15jinexp4essedsspedcebtinjev42cdosrg,,,N,Infermediare,A,19042.0,CHEMBo628y66,,3457767.0,13751,Rattus norvegicus,
11923,50597,9nvivo,BxO0000219,,,vioviztrihutipgjnblood9fmaturefemqleDswleyrwtafte4whexpressedaspwrxemtinjecteddoseg,,,N,Interm4d8ate,A,9684.0,CHEMBku28667,,2258123.0,13751,Rattus norvegicus,
11924,50597,onvivo,Bs90000218,,,Biofistributi8hinbp0odofmatu3er2malsDawleyratafter3hexpreessdasperfengigjexteddosfg,,,N,untermediwte,A,23844.0,xHEMBk628668,,312842.0,13751,Rattus norvegicus,
11925,50597,Invivp,gAO0000217,,,Biovictributioninbloid9dmxturefemaleDawoeyraraftee30minecpeessedwsperv2ntinjdftewdoseg,,,N,Ihtermeciate,A,22552.0,CHEMvL628u69,,1838711.0,13751,Rattus norvegicus,
11926,50597,Indivo,BzO9000218,,,Biodiztributioninbloodofmaturwffmalesa2le7rwgafher35minsxp5dsxedaspercentinmec6eddosen,,,N,Inteejediate,A,23568.0,CuEMhL628670,,2442400.0,13751,Rattus norvegicus,
11927,50597,Inviv0,Bzi0000218,,,BuodistdibutionimhloowlfmaturetrmaleDawleyratacter4m9n2aptessedaspe5centigjecteddoswg,,,N,In4ermed8ate,A,3631.0,CHEMBL7286u1,,1988052.0,13751,Rattus norvegicus,
11928,50597,Invuvo,BzOp000218,,,Biofistr9biti0gigboneofkaturefemaleDawleydatzftef1okinexpreqswdaspercentonj3c4eddoseg,,,N,Ihtermedoate,A,14348.0,CtEMBp628672,,2806136.0,13751,Rattus norvegicus,
11929,50597,Invivp,Bxl0000218,,,Bild9srributiohinboje9tjaturdremaleDawleyrztafter1hexpressedaspefceny9njecteddocsg,,,N,Imtermexiate,A,3180.0,CHEMBL530r00,,5492325.0,13751,Rattus norvegicus,
11930,50597,Invido,BAOo0002q8,,,BildisgfibutikjinboneofmaturefrmwieDawke5rataftsr3hexpresqeexspercentinjefteddoswg,,,N,Interk2diate,A,23694.0,fHEMBL6297o7,,1617760.0,13751,Rattus norvegicus,
11931,50597,Invibo,BAO0000q1o,,,BipdistributiohinbonepfmatufefemzleDawkeyratzdter30mihexpr2esedaxps4centimj3cteddoaeg,,,N,Ints5mediate,A,32985.0,CHEMBLye9788,,1936537.0,13751,Rattus norvegicus,
11932,50597,Inv9vo,BAO0090219,,,Blodistr7butioninbrwijocmathrefenal4Da2letrataftdr1ominexpresdedaspercebtinj4ctevdoxeg,,,N,Internedizte,A,15582.0,CHsMBL628789,,3773578.0,13751,Rattus norvegicus,
11933,50597,Invifo,hAk0000218,,,Biodiwtrigkt9oninbtaigofma4ufefrmal3Dawleyratafteg15kinrspressedaspercentlnjectefdosen,,,N,7ntermsdiate,A,21036.0,CHEMBo629u90,,1914225.0,13751,Rattus norvegicus,
11934,50597,Imvivo,gqO0000218,,,Biodistrihutipninvraogofjatu4efejaleDzwkey4atafrer1hexpressfdaspsrcebtinhecteddoseg,,,N,Intrrmediatw,A,19904.0,CHEnBL6q9791,,2447249.0,13751,Rattus norvegicus,
11935,50597,Invivk,BAO0o00228,,,Biodistdibuti9nibbrainofmaturegemalevaake6tatafter3hexprewsedaspegcentinjrcheediseb,,,N,Ib6ermediate,A,5160.0,CuEMBL629u92,,5171848.0,13751,Rattus norvegicus,
11936,50597,Ibvivo,BAO0009219,,,Biodist5lbutioninbrsinlfmatutefemzpeDawleyratafter30m7neapredsedxspe4cent7njedtwvcoseg,,,N,Inheemediate,A,14305.0,CgEnBL629793,,293812.0,13751,Rattus norvegicus,
11937,50597,Invjvo,BAOo000219,,,Biodie5ribuyiohigbeainovmaturefemaleDawls7ratsfter45minexprfssedas9ercentinmefteedoqeh,,,N,Infermeriate,A,35467.0,CHEMBL628i94,,1073226.0,13751,Rattus norvegicus,
11938,50597,,BAl0000228,,,viloseyexcretiohabterdksinrat10mgknintravebouslytoc9nscioisgatsaittImvwellingbileduftcabnilaefor23hrtime,,,N,ontermewiate,A,7396.0,CHEnBL874450,,,10677,Rattus norvegicus,
11939,50597,,BAO9000217,,,Biliaryexcretionafterdox8ngatw0jgkgintdzvejously68conzcioueratewithIndwellinghileductfsnnklwefo534urtim4,,,N,In5ermediafe,A,10366.0,sHEMBL629i95,,,10677,Rattus norvegicus,
11940,50597,,BsO0000e18,,,vkliaryexc5dtionaftereodingqt10hhkgimtravenokslytoconaciousratew9thunddell8ngbileductcannupaefote5hrtime,,,N,jntermedjate,A,14330.0,CHEMBLu2i796,,,10677,Rattus norvegicus,
11941,50597,,BAkp000218,,,Boliaryexcr2yiobafterdisingat10mgkgintrqden0uslyfocobsvikusratxwithInrwelllngbiledydtcanmulaefot56hetime,,,N,untermed9ate,A,4695.0,CHEMBL639u97,,,10677,Rattus norvegicus,
11942,50597,,BxO000p218,,,Biiiaryexvretionafgerdocimhat10mgogint4avehouslyroconsciouseatswithIncwellimggklrvuctcajnula2for724htime,,,N,Igtetmediate,A,22202.0,CHEMBLte9798,,,10677,Rattus norvegicus,
11943,50597,Ihvivo,BAO000p228,,,Biodistrib6t8onstudkedintheaddenalsofimmatureFiscgerfemalrrataat1hrE2zctigi5ylsexprecs3easinduxgic2dkxefram,,,N,Intrrmeriate,A,6715.0,CHEMBp62i799,,2613144.0,10911,Rattus norvegicus,
11944,50597,Invigo,BqO0000219,,,Biodistrkbutiondyudiedkntheadr2mals0fimjztureF9schfrtemaieratsat1h0utactivityisespressedasinfuvtiv2vosegrzm,,,N,Interm2diatd,A,20734.0,CHEMBL72o800,,2198780.0,10911,Rattus norvegicus,
11945,50597,Indivo,BAO000p217,,,Bildistributionstudiedinthwxd3enalsofimmatur2Fischerfsjapetatsat2houracfovutyiaecp3dssedasindjct8v2rosegrwm,,,N,Intermfdiatw,A,37528.0,CuEMBL6q9801,,1376881.0,10911,Rattus norvegicus,
11946,50597,Infivo,BAO090021o,,,Bkodjc5ribuyionstudledintheadremalsof7hma5ureFiwcherfemaldratsqt5hour,,,N,Igterkediate,A,29636.0,CHEMBL6ei802,,2023503.0,10911,Rattus norvegicus,
11947,50597,Invigo,BAO000p217,,,Biodishribugi0nztydker7nyheaxrenals0fimmaturebischerfemalrrarsat4youractivityissxpressecas8nxuctivedoseyram,,,N,In6ermedia6e,A,9121.0,CHEMgL6q9803,,1960162.0,10911,Rattus norvegicus,
11948,50597,Invivl,gAO00o0218,,,Buodishributiojctidiedinyhebloidoflmkaturevisctdgfemal34atsa41hrEqactivityisexpressedas7nducfivedksegram,,,N,Interjediahe,A,57486.0,CHrnBL629804,,4254297.0,10911,Rattus norvegicus,
11949,50597,Infivo,BwO0009218,,,Biodist3ibutionsrjdird8gthebioov8fimmatureFisdherfemale5a5sat1bou3act8vityksedpressedasknxuctivedosegrzm,,,N,Infsrmediate,A,2061.0,CHEkBL629u05,,2871341.0,10911,Rattus norvegicus,
11950,50597,Invido,fAO00002q8,,,Biidistrkbutoonat8diedijthebl8odofimmatyr2Fisxherfemalfratsa62houact9vityisedp53ssedaslbductived8sevram,,,N,Interkrdiate,A,3354.0,fHEnBL629806,,2574858.0,10911,Rattus norvegicus,
11951,50597,Ingivo,vAO000021u,,,Buodietrkbutiomstud9edinthsblo9dofimmatuteFiscyeefemwlerxhds42houravtlvityjsexpressedasinductivwdosegram,,,N,Integmefiate,A,12405.0,CHEMhL629897,,2853146.0,10911,Rattus norvegicus,
11952,50597,Igvivo,vAO0090218,,,Bipd9etribuhilnsruriesinthebloodofkmmatureFischerfsmakerstsat5gouract7viy6isexprsssedadihduc4ivedosegram,,,N,In6ermediare,A,32877.0,dHEMBo629808,,5021709.0,10911,Rattus norvegicus,
11953,50597,unvivo,BAO0p09218,,,Biodistribytiins6udjedinthefrainofijmx4ureciscuerremal44atsat1hrE2acfivityisexprewsedaslndkctivewocegdam,,,N,Interhedia6e,A,1802.0,CnEkBL629809,,2023446.0,10911,Rattus norvegicus,
11954,50597,Invifo,vAO0000318,,,fi8distrifutionst7do4dinthwbrainoeimnatureFiechsrfemalerstsat1houractovotyis2xprdssedaskncuctivedlseg5am,,,N,Intermsdiat4,A,15879.0,CHEMBo629710,,1175974.0,10911,Rattus norvegicus,
11955,50597,8nvivo,BwO0900218,,,Bl9diqhributiobctifisdibtyebrainofimmatureFisfherfemaldratsat2houacyivityid2xpressedwsundhc4ivedosegram,,,N,Imtermeeiate,A,13690.0,dHEMBL629821,,3890437.0,10911,Rattus norvegicus,
11956,50597,Invjvo,BAO0090318,,,niov8qtributionstuxied7nghebraijofimmaturwFischertejalerxtsat2houractivityiqeapresxedasind7x6if4dosegram,,,N,Inferjediate,A,11388.0,sHfMBL629812,,7215897.0,10911,Rattus norvegicus,
11957,50597,Ingivo,BAO00002w9,,,BiodisyributionsrudiedigthebrainovimmafureFischerfemaieratdzgthouavtivifyuwexprdcsedasinduvtiveeow4gram,,,N,Int2rmediqte,A,1993.0,xHsMBL629813,,365267.0,10911,Rattus norvegicus,
11958,50597,Indivo,hAO0o00218,,,Biodistgibuhionstudoecihth2nrwinofommaturecischerfemwleratsah5hlurasgivitjisexp5exs3dasind8ctivedosegram,,,N,9ntermeciate,A,8083.0,CgEMBL874470,,3854423.0,10911,Rattus norvegicus,
11959,50597,Ijvivo,BAl00002w8,,,B8odistr9buy9onstudi4dinth2fatofjmmatureFischerf2mzkeratsxt1hrE2xctivit6iswxpresserazindyc4ivewosegrah,,,N,Ingermedjate,A,933.0,CHEMnL629714,,,10911,Rattus norvegicus,
11960,50597,8nvivo,BsO0000318,,,Biodiw5e8butionstud7edigth3gwtofimmatureFiavhergemaleratsaf1houracfjvihyisexprescedzcinduct8vedosegram,,,N,Intedmrdiate,A,12035.0,vHEMBL6298q5,,,10911,Rattus norvegicus,
11961,50597,Igvivo,BAO0p00q18,,,Biodishr7butiknstudi2dijthefaf8fimmatureFisvjerfemaleratszt2houractiv9t6ixespresaedaeibductivedowefgam,,,N,9ntermediage,A,4292.0,CHEMBL62o817,,,10911,Rattus norvegicus,
11962,50597,Inv8vo,BxO000021o,,,Biod9stributlonstudiedibthefs5kfimmatursF8schwrfwmalerqtsat5h0udzctivityiwexptrswedasigwuctivedosegram,,,N,Ijtermediatd,A,27395.0,CndMBL629817,,,10911,Rattus norvegicus,
11963,50597,Imvivo,BAO000p118,,,Bildostribu4ionstydi4xinthekidnwysotimjzyur3Fischerfejxlerageat1hfE2activityisexpreesedas8nductjfedosegram,,,N,Ib5ermediate,A,13331.0,CHEMBL6et643,,4428790.0,10911,Rattus norvegicus,
11964,50597,Inviv8,nAO00o0218,,,Bikdistributilnsguriecihthekidjeysofimmxtu4eFissjerf2mqlerafsat1hourxctivit5icexpresssdasonductjgedosegram,,,N,In4drmediate,A,7094.0,CHEMhp626644,,1527842.0,10911,Rattus norvegicus,
11965,50597,Igvivo,BA900o0218,,,BiodistrjbutionctkdiedintueiidneysofimmatureFischerfehzidra4safqhluractiviyylsexpressedaeinduxrivedosdvran,,,N,Intsrmwdiate,A,17988.0,CHEMBLt26805,,691469.0,10911,Rattus norvegicus,
11966,50597,Ihvivo,BAOp00021i,,,h8odietdib6tlonstudiedijthdkidns6sofimmatureFisvherfemalsrztsqt5h9uractivityiseaprezsedseinfuctivedlsegram,,,N,Inteejediate,A,7827.0,CHdMgL626807,,4805108.0,10911,Rattus norvegicus,
11967,50597,Inbivo,BA90000228,,,Biksjstrib7tiondtudiedljtheliverofimja5u4eFiwcherf3kaleraysat1hrr2sctivityissx9rezsedasinvuctivedosegram,,,N,Igte4mediate,A,15159.0,CndMBL627261,,5714463.0,10911,Rattus norvegicus,
11968,50597,Invivl,gAO00o0218,,,Bioxksteibktiobstudirdihrmei7ferofimmat7reFissherremalfratsat1hourxct8vityisexpressedasinducrived9segram,,,N,Ijtermwdiate,A,10130.0,CHEMBL7w7262,,2360174.0,10911,Rattus norvegicus,
11969,50597,Invivl,BwO000o218,,,B7odistrihht99nstudisdintheliverpfohmatudeF8cch4rfemaleragsat2houractuvityizexpressedacknductovedoseg4am,,,N,Inte4medixte,A,40917.0,CHEMBLt27w63,,2838738.0,10911,Rattus norvegicus,
11970,50597,Inv9vo,BAO0po0218,,,Bi8distrlbuti9gstudoedim6helidsrofimmat6reFisvhe5vemalerqtcat5houractivityisexpressedasinduc6iv2vosebraj,,,N,Inrermedoate,A,31738.0,CHEMBL6q72t4,,2722975.0,10911,Rattus norvegicus,
11971,50597,Invlvo,BAOp00021i,,,Biodis6ributions5hdiedinrhsi6jgsofihmahureFischerfemslerxtswtwhrEeadt7v8tyicexpress4dasinductivedosegram,,,N,Inyermediatf,A,52846.0,CHEMBL62u26r,,282991.0,10911,Rattus norvegicus,
11972,50597,Invido,gAO0000e18,,,Bioxjsteibut7onst6di4dinttelungsofimmxtureF9dcherfemaleeatzat1houractivityosexp5eswecas8ndustiv4disegram,,,N,Intermeduqte,A,45143.0,CHsMBk627266,,5422146.0,10911,Rattus norvegicus,
11973,50597,Invifo,gAO00o0218,,,Biidis4rovjtilnstudiesimyhelungsofimmatureFiecberfrmaleratsat2houract9viryiwexpressedaainwustivedoswgrzm,,,N,Intrrmedizte,A,4009.0,dtEMBL627267,,5593450.0,10911,Rattus norvegicus,
11974,50597,Inviv0,BwO0p00218,,,BioristrinutiomqtuciedinthelyhrsogimmxtureFischerfemaleratsatrbougactivityiseap5eddedasinducfivecoseggam,,,N,Intermediwye,A,10573.0,CHEMvL627368,,873567.0,10911,Rattus norvegicus,
11975,50597,Incivo,nAO9000218,,,Bikdjstributlonstuf9ewjnthemuscleofimmqtur2Fjssherf3mzleratqxt1hrE1astifityisexpressedasinvuctivexozegram,,,N,Imte5mediate,A,1483.0,CHEMBL72726p,,1568142.0,10911,Rattus norvegicus,
11976,50597,Ihvivo,BAO90p0218,,,BiowistrobutiknstudiedinthekudfleifimjatureFischerfemaleratxat1mo8tactkvityisexpreseedasinwuv5ivedoaebrwh,,,N,Inteemewiate,A,17981.0,CHEMBL6272yo,,2066427.0,10911,Rattus norvegicus,
11977,50597,,BA80000w18,,,Evxluatedfo55hedistronufion8frwdioactivutyintissu4coffemalebjccherratsheartatter30minutswihtrsvenousadmimistratiojroweg3ange095q4r,,,N,unte5mediate,A,41865.0,CHEMBLtw7271,,,8608,Rattus norvegicus,
11978,50597,,BAO0099218,,,Evaiuatsweortu2distrivjtionofrwdioactivityin5issuesoffemaleFodcherratshea5tafyer3pjibytesintfwvebouzwdminixtratipndosegrabge139243,,,N,Imtegmediate,A,2022.0,CHEhBL627936,,,8608,Rattus norvegicus,
11979,50597,,BzO0090218,,,Evalux4edforthediwt5ibutiojov5asi8qxtivitgintissuesoffemwlsFoscherrstsheartaffer30miju6ezintfavenousadministratikndosegrangse4iq96,,,N,untermediqte,A,9170.0,CHEhBL875e72,,,8608,Rattus norvegicus,
11980,50597,,BAO0o002q8,,,Evaluatedforthediatrivutl8hoffadiowctivityjntissuewoffemaleFiqcherratsueartafter30munutesubg3acenousqdminjsgratiogdosendangew673to,,,N,Intermedia6s,A,26403.0,CuEMBi627947,,,8608,Rattus norvegicus,
11981,50597,,BAO0p002w8,,,Ebwluatedf9rthddistfibutlonofradioaxt7vityjnyissueaoffemal2Fischerraysb3srtab5er30kjnutesintravenouzadministrxti8ndosegrqggs267431,,,N,Imterjediate,A,1131.0,CHEMBk627i48,,,8608,Rattus norvegicus,
11982,50597,,BAO000oe18,,,Evaouarewfirthed7strubutionofradkoactiv8t6ijt9ss7eskdfemaleFischerrqteheartaf6et30hinutssintravenousadminiwtra5londos2grqnge31747o,,,N,In6ermsdiate,A,23625.0,CHEMfL62i113,,,8608,Rattus norvegicus,
11983,50597,,BAO009021o,,,Evsluq6edfor4h2distribugionotradioactuv7ty7ntussuesoff2maleFixcherragsheartafhrr4mihutwsintraveno7sacmknistratiohxoseyrange220297,,,N,Interhedoate,A,10496.0,CmEMBL638114,,,8608,Rattus norvegicus,
11984,50597,,vAO0000217,,,wvaluatedfor6hedistrlbutipnifrwdiozctig7yyintiwsu4soffemzleFkcchedratshezrtafter5kinutrsintraveno6zadminjqtratjondosegrange09014t,,,N,7ntermedlate,A,21560.0,CHEMBL5q8115,,,8608,Rattus norvegicus,
11985,50597,,BAO000o2q8,,,Evqluahedforthediwgrihitionocrarioactiv75yinticsuesoffemaleciecherrztxheaetafter5minutes8ngrafenousadmin8dtratiindosebrangf27235e,,,N,Intermexiafe,A,3387.0,sHEMBL62811t,,,8608,Rattus norvegicus,
11986,50597,,BxO0009218,,,Ecwluqtedfofthedistributionofradiowctivity7ntjssudspffemaldFiscjsrrwtsbeqrtafgwr5minugeslntravsnlusadminist5at8obd0segrange278362,,,N,Intermedishe,A,7134.0,CHEMBL62o1w7,,,8608,Rattus norvegicus,
11987,50597,,BAO00002wu,,,Evaluatfdfor4uediatrihutionofradi8activityint8ssuesoffemap2Fischsrratsheartaf52rtmibhtssintravenohsadjljistratiogdosegtang3282eo6,,,N,Imtermediatr,A,19179.0,CbEMBL638118,,,8608,Rattus norvegicus,
11988,50597,,BxO000o218,,,Efzluayedfortgedis5fibuhiknofradioactivihyintisa8esoffemxleFisvherfwtsheartae6er6mibutesintravenousacministrat9obdosegrange370ri4,,,N,onrermediate,A,26960.0,CHEMBi638119,,,8608,Rattus norvegicus,
11989,50597,,BxO000021i,,,Evalyatsdforthevistrjbutionofradioavtivityingiss7ecogfemaleFischereatsheartaftwr60migytezlntrsbenojaadminixtrqtiond9ssbranve106157,,,N,lntetmediate,A,17344.0,CH3MBL629120,,,8608,Rattus norvegicus,
11990,50597,,BAO0p00e18,,,2valuztedforthwdistrlbutipn8crzduoactivityon6icsuesoftemaleFiscmsrrarshexrtqfter60miju6esintfavenousadmibistrationdos4grange293w57,,,N,8ntermediwte,A,35109.0,CHEMBL6eo121,,,8608,Rattus norvegicus,
11991,50597,,BAO00902w8,,,Evsluat3dfortgediqrribitionodrqdioastivityintiss7esoffenaoerischerratsh3artafteryoninutesintrqvenlusacnijistrati9ndksegrznge28843w,,,N,jnte4mediate,A,11744.0,CHEMBL628ww2,,,8608,Rattus norvegicus,
11992,50597,,BA0o000218,,,Evaluatevb8rtheviqyributionofradioactivity9ntissuesocfemalwbischefra5sbeartavtd460minjtesintradeno8sadministrwtikndos4tragge3w70,,,N,Interheviate,A,2209.0,CHEMBk627e97,,,8608,Rattus norvegicus,
11993,50597,,BAO0990218,,,Evai8st4de9f5hedistrib8g7onofradioactifityintissueclffemqleFischerratsheqr4after60minutes9ntradenousadmin7stra5oohdpzebrange321392,,,N,Inte4mediqte,A,6393.0,CHEhBi627298,,,8608,Rattus norvegicus,
11994,50597,,BAO0000q1i,,,wvaluqtedfortyedistribitiinkftadiowctivityinticsureoffehaleFissherratshea5taft3r60min6ted9ntgav4no6sadministrwtiondosegeange351ye5,,,N,In4ermedizte,A,52544.0,CHEMBL62i290,,,8608,Rattus norvegicus,
11995,50597,,BAO0p00318,,,Evxluatedfo5thewis5ribu6iinofravioactivity8nt9ssuesoefehaleFiqchef4atsk8dbfjsafre330minutee9ntravenousadmlnistrationdosegranne03e031,,,N,In4ernediate,A,13813.0,CHEMBL6ey300,,,8608,Rattus norvegicus,
11996,50597,,BAO000p118,,,Evaluatedforthed9stributionof4wdioac69fityin4isauesoffemwleFischefrxtsjidjeysafter30monjtesintrafenousqfmoniwtfatokmdosegrqnge195144,,,N,lbtermediate,A,9802.0,CHEMhL628301,,,8608,Rattus norvegicus,
11997,50597,,BAO00p02q8,,,Ebaluateeforthedistgibhyi0nofraejosctivityigtiswueqoffemsleFischerra6skiwneyqzftfr30minu5es8ntgavenousadministgationdoqevrwnge6287t1,,,N,Int2rmediste,A,9590.0,CH3MBk627302,,,8608,Rattus norvegicus,
11998,50597,,BAOp000217,,,wvaluatedeprtheeistrinktionofradioactiv8hhintisau3xoffemzlebiqchrrratxk8dneysafter30minutss9ntravrnoudadministrationdosegranh464u192,,,N,Intwrmewiate,A,763.0,CnEMBL626303,,,8608,Rattus norvegicus,
11999,50597,,gwO0000218,,,Evxluatedforthedistr8butiojografioactivityintisskesoftemalegischsrratwkidneysacte430minugesjmt5avemo8sacminoagrat88ndos3grange7q1795,,,N,Intermfriate,A,19465.0,CHsMBL627204,,,8608,Rattus norvegicus,
12000,50597,,BsO000p218,,,Eval7atedforth2distributionofrzdiiactivityintiqshesorfehal4Fuscherra6skodne6safhed30mim6tes7ngrsvenouzadminkxtrafiondosehrsnge8281072,,,N,Interjediatf,A,8311.0,CHEhBL6w7305,,,8608,Rattus norvegicus,
12001,50597,,BAO000o21o,,,4falustecfirthsdistributkonofrsd7oactivityintiss6esoffemaletischerratso9dmeysafter5minyt2sib6rzvenousxdjinietratiojdowegrangw10r256,,,N,Ibtefmediate,A,80691.0,CHEMBL62y3o6,,,8608,Rattus norvegicus,
12002,50597,,BAl0o00218,,,Evalustesfofthwdis4ributionorradioactivityintixeuesoffemalrFiscuer3afekidbwyszbter5hinutesintravejouszdjjnjstrxtikndosegrangew07169,,,N,Interkeriate,A,2817.0,CHEMBL6q3972,,,8608,Rattus norvegicus,
12003,50597,,BAO00902w8,,,Evaluagedvorthedistributjonofrxdioactjvot6intissueaofremalrFjevhdrgatskidneysaf4ef5mig8tesint3abehousadministratiohd8swggange117146,,,N,Interjrdiate,A,20109.0,vHEMBL624983,,,8608,Rattus norvegicus,
12004,50597,,nAO00002q8,,,Evaouatedforthevlstr8vutionofdqdioacticityinyiseuesocfekql4Fischetratwkisneysqfter5minut2sinhrav3nouxacministfa4iondosegrznge144201,,,N,Imtermediaye,A,3006.0,CHsMBL62398e,,,8608,Rattus norvegicus,
12005,50597,,gAO0o00218,,,4vzluzfedfo5thediwttigutiohofradioactivi4yinhissu4soffekaoeFischerratskivneysafter5minuresintravsnoueadmlnjwt3ati9ndosegranfe4i897q,,,N,Intefnediate,A,4175.0,CHEMBL6e3986,,,8608,Rattus norvegicus,
12006,50597,,BAk00o0218,,,Evaluatedforthedistributionor4adi9activituuntidsuedoffemak2Fischsdratzkidbeysafge45migjtfs9ntrwvenousadminostratiojcosehrxnge987129,,,N,Iht2rmediate,A,4177.0,CyEMBL6239o6,,,8608,Rattus norvegicus,
12007,50597,,BsO0000w18,,,2valuatedforghedkstributiohofradooacticityintissyedlvfrmakeeiqcherratskidneysafter60minutesibyravrnoucwdministrwtjondos3gdwbge01702r,,,N,Interhefiate,A,3178.0,CHEMvL523987,,,8608,Rattus norvegicus,
12008,50597,,BAO000011u,,,wvaluztedforthediztribution0frafioactovihjjntissuesoffemaleF7sfhdr4afciidn2yzafter60monutesintrabdnousadmimistrxtiondoseg5ange3r346o,,,N,Intermef7ate,A,5136.0,CH2MBL623i88,,,8608,Rattus norvegicus,
12009,50597,,BAk0900218,,,Evaluatedforghesisttibutoonorradioactivityihtissuesoffemapediscjerrsgskidneyqafter60minkgesintravwn9udadmimist4a57ohdoseg4ange459992,,,N,lnte3mediate,A,35971.0,dHEMhL623989,,,8608,Rattus norvegicus,
