ASSI,DOI,ASST,ASSCT,TISI,Ti,Descr,ASTI,CONFISC,CEI,ASORG,SI,ASSTAI,RELAT,CUB,ASSST,SRASI,CHEI,BFOR,VAI
12616,4236,A,,1969.0,50797,Total plasma concentration at 24 hr at a dose of 10 mg/kg when administered orally to rhesus monkey,Plasma,1,,Macaca mulatta,1,9544.0,N,Intermediate,,,CHEMBL625785,BAO_0000218,
12617,15791,A,,,50597,C5min (nM) value was determined in rats after intravenous dose of 5 mg/kg,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625786,BAO_0000218,
12618,11149,A,,,22224,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate,,0,,,1,,U,Autocuration,,,CHEMBL874467,BAO_0000019,
12619,15592,A,,,50588,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625787,BAO_0000218,
12620,15778,A,,,50677,cytotoxicity against HIV protease enzyme.,,1,,Human immunodeficiency virus,1,12721.0,N,Intermediate,,,CHEMBL625964,BAO_0000218,
12621,12745,A,,,50594,Apparent clearance in mice after intravenous administration of 105.1 mg/kg of dose,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625965,BAO_0000218,
12622,12745,A,,,50594,Apparent clearance in mice after oral administration of 100 mg/kg of dose,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625966,BAO_0000218,
12623,13941,A,,1969.0,50588,The plasma clearance in dog.,Plasma,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625967,BAO_0000218,
12624,13941,A,,1969.0,50597,The plasma clearance in rat.,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625968,BAO_0000218,
12625,16449,A,,1969.0,50597,Clearance from plasma in male Sprague-Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625969,BAO_0000218,
12626,16449,A,,1969.0,100710,Clearance from plasma in male cynomolgus monkeys,Plasma,1,,Macaca fascicularis,1,9541.0,N,Intermediate,,,CHEMBL625970,BAO_0000218,
12627,14224,A,,1969.0,50588,"Clearance of compound (5 mg/kg, intravenously), in dog plasma",Plasma,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625971,BAO_0000218,
12628,14224,A,,1969.0,50588,Clearance of compound in dog plasma,Plasma,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625972,BAO_0000218,
12629,14224,A,,1969.0,50587,Clearance of compound in human plasma,Plasma,1,,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL625973,BAO_0000218,
12630,14317,A,,,50588,Clearance of compound when administered intravenously as a mixture (five-in-one dose) to a single dog.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625974,BAO_0000218,
12631,14317,A,,,50588,Clearance of compound when administered intravenously as an individual dose to a single dog.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625975,BAO_0000218,
12632,14224,A,,1969.0,50588,"Clearance (10 mg/kg, intravenously) in dog plasma",Plasma,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625976,BAO_0000218,
12633,17237,A,,,50588,Clearance value in dog,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625977,BAO_0000218,
12634,17237,A,,,50512,Clearance value in guinea pig,,1,,Cavia porcellus,1,10141.0,N,Intermediate,,,CHEMBL625978,BAO_0000218,
12635,14187,A,,,50597,Clearance values in rats after iv administration.,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL874468,BAO_0000218,
12636,4806,A,,1969.0,22224,Compound was tested for plasma clearance on administered orally as aqueous solutions at 1 mpk and by iv at 0.2 mpk,Plasma,0,,,1,,U,Autocuration,,,CHEMBL625421,BAO_0000218,
12637,15025,A,,,50592,In vivo clearance (5 mg/kg) was determined in rabbits,,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL625422,BAO_0000218,
12638,13197,A,,,50597,Plasma Clearance rate was determined for the compound in rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625423,BAO_0000218,
12639,13197,A,,,22224,Plasma Clearance rate was determined for the compound in squirrel monkeys,,0,,Saimiri,1,9520.0,U,Autocuration,,,CHEMBL625424,BAO_0000218,
12640,13960,A,,,50597,Plasma clearance in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625425,BAO_0000218,
12641,17820,A,,,22224,Plasma clearance of the compound,,0,,,1,,U,Autocuration,,,CHEMBL625426,BAO_0000218,
12642,14706,A,,,50512,Plasma clearance in guinea pigs at 2 mg/kg after iv administration,,1,,Cavia porcellus,1,10141.0,N,Intermediate,,,CHEMBL625427,BAO_0000218,
12643,14706,A,,,50512,Plasma clearance in guinea pigs at 3 mg/kg after iv administration,,1,,Cavia porcellus,1,10141.0,N,Intermediate,,,CHEMBL625428,BAO_0000218,
12644,6504,A,,,22224,Plasma clearance was determined,,0,,,1,,U,Autocuration,,,CHEMBL625429,BAO_0000218,
12645,14925,A,,,50588,Plasma clearance rate (CL) was determined in dogs after intravenous administration of 25 mg/kg of the compound.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625430,BAO_0000218,
12646,13197,A,,,50597,Plasma clearance rate was determined for the compound in rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625431,BAO_0000218,
12647,13197,A,,,22224,Plasma clearance rate was determined for the compound in squirrel monkeys,,0,,Saimiri,1,9520.0,U,Autocuration,,,CHEMBL627307,BAO_0000218,
12648,3437,A,,,22224,Slow clearance (CL) was determined,,0,,,1,,U,Autocuration,,,CHEMBL627308,BAO_0000218,
12649,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL627309,BAO_0000218,
12650,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr; insufficient gastric juice produced,,0,,,1,,U,Autocuration,,,CHEMBL627310,BAO_0000218,
12651,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL627311,BAO_0000218,
12652,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL627312,BAO_0000218,
12653,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL627313,BAO_0000218,
12654,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL627314,BAO_0000218,
12655,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL627315,BAO_0000218,
12656,9196,A,,,22224,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL627316,BAO_0000218,
12657,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL627317,BAO_0000218,
12658,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL627318,BAO_0000218,
12659,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL627999,BAO_0000218,
12660,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL628000,BAO_0000218,
12661,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL628001,BAO_0000218,
12662,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL628002,BAO_0000218,
12663,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL625610,BAO_0000218,
12664,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL625611,BAO_0000218,
12665,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL625612,BAO_0000218,
12666,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL625613,BAO_0000218,
12667,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL875479,BAO_0000218,
12668,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL625614,BAO_0000218,
12669,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,,0,,,1,,U,Autocuration,,,CHEMBL625615,BAO_0000218,
12670,9196,A,,,22224,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr,,0,,,1,,U,Autocuration,,,CHEMBL626302,BAO_0000218,
12671,8374,A,,178.0,50597,Cumulative concentration 6b and compound 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,Blood,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626303,BAO_0000218,
12672,8374,A,,178.0,50597,Cumulative concentration 6b and compound 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,Blood,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627420,BAO_0000218,
12673,13477,A,,,50597,Degradation of compound in incubations at 25 uM with normal rat liver microsomes after 1 hour relative to initial concentration of 1 uM,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627421,BAO_0000218,
12674,13477,A,,,50597,Degradation of compound in incubations at 25 uM with normal rat liver microsomes after 24 hour relative to initial concentration of 1 uM,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625695,BAO_0000218,
12675,13477,A,,,50597,Degradation of compound in incubations at 25 uM with normal rat liver microsomes after 4 hour relative to initial concentration of 1 uM,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625696,BAO_0000218,
12676,10009,A,,955.0,50594,Distribution of compound in mice brain was measured after 1 hr,Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL875606,BAO_0000218,
12677,10009,A,,955.0,50594,Distribution of compound in mice brain was measured after 24 hr r,Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625697,BAO_0000218,
12678,10009,A,,955.0,50594,Distribution of compound in mice brain was measured after 2 hr,Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625698,BAO_0000218,
12679,10009,A,,955.0,50594,Distribution of compound in mice brain was measured after 3 hr,Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625699,BAO_0000218,
12680,10009,A,,955.0,50594,Distribution of compound in mice brain was measured after 6 hr,Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625700,BAO_0000218,
12681,10009,A,,,50594,Distribution of compound in mice liver was measured after 1 hr,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625701,BAO_0000218,
12682,10009,A,,,50594,Distribution of compound in mice liver was measured after 24 hr; b=Undetected,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625702,BAO_0000218,
12683,10009,A,,,50594,Distribution of compound in mice liver was measured after 2 hr,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625703,BAO_0000218,
12684,10009,A,,,50594,Distribution of compound in mice liver was measured after 3 hr,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625704,BAO_0000218,
12685,10009,A,,,50594,Distribution of compound in mice liver was measured after 6 hr,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625705,BAO_0000218,
12686,8170,A,,1236.0,50588,Distribution in dog adrenal medulla 30 min after administration.,Adrenal medulla,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625706,BAO_0000218,
12687,8170,A,,1236.0,50588,Distribution in dog adrenal medulla 72 hours after administration.,Adrenal medulla,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625707,BAO_0000218,
12688,8170,A,,,50588,Distribution in female dog Ovary 24 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625708,BAO_0000218,
12689,8170,A,,,50588,Distribution in female dog Ovary 72 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625709,BAO_0000218,
12690,8170,A,,,50588,Distribution in female dog adipose 24 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624180,BAO_0000218,
12691,8170,A,,,50588,Distribution in female dog adipose 72 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624181,BAO_0000218,
12692,8170,A,,1235.0,50588,Distribution in female dog adrenal cortex 72 hours after administration.,Adrenal cortex,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624182,BAO_0000218,
12693,8170,A,,1235.0,50588,Distribution in female dog adrenal cortex 72 hours after administration.,Adrenal cortex,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624183,BAO_0000218,
12694,8594,A,,2107.0,50597,Concentration was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624184,BAO_0000218,
12695,8594,A,,2107.0,50597,Concentration was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL877489,BAO_0000218,
12696,8594,A,,2107.0,50597,Concentration was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624185,BAO_0000218,
12697,8594,A,,2107.0,50597,Concentration was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624186,BAO_0000218,
12698,8594,A,,2107.0,50597,Concentration was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624187,BAO_0000218,
12699,8594,A,,2107.0,50597,Concentration was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624188,BAO_0000218,
12700,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624189,BAO_0000218,
12701,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624190,BAO_0000218,
12702,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624191,BAO_0000218,
12703,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624192,BAO_0000218,
12704,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624193,BAO_0000218,
12705,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624194,BAO_0000218,
12706,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624891,BAO_0000218,
12707,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624892,BAO_0000218,
12708,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624893,BAO_0000218,
12709,8594,A,,2048.0,50597,Concentration was measured in lungs tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627632,BAO_0000218,
12710,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627633,BAO_0000218,
12711,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627634,BAO_0000218,
12712,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627635,BAO_0000218,
12713,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627636,BAO_0000218,
12714,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626816,BAO_0000218,
12715,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626817,BAO_0000218,
12716,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626818,BAO_0000218,
12717,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626819,BAO_0000218,
12718,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626820,BAO_0000218,
12719,8594,A,,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626821,BAO_0000218,
12720,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626822,BAO_0000218,
12721,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626823,BAO_0000218,
12722,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626824,BAO_0000218,
12723,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626825,BAO_0000218,
12724,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626826,BAO_0000218,
12725,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626827,BAO_0000218,
12726,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626828,BAO_0000218,
12727,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626829,BAO_0000218,
12728,8594,A,,2046.0,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626830,BAO_0000218,
12729,8594,A,,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627150,BAO_0000218,
12730,8594,A,,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627151,BAO_0000218,
12731,8594,A,,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627152,BAO_0000218,
12732,8594,A,,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627153,BAO_0000218,
12733,12904,A,,,22224,Rate of acetate production by the compound was determined,,0,,,1,,U,Autocuration,,,CHEMBL627154,BAO_0000019,
12734,12904,A,,,22224,Rate of acetate production by the compound was determined; Not determined,,0,,,1,,U,Autocuration,,,CHEMBL627155,BAO_0000019,
12735,3730,A,,,22224,Rate of hydrolysis of nitrocefin by compound was evaluated in water,,0,,,1,,U,Autocuration,,,CHEMBL627156,BAO_0000019,
12736,3627,A,,,22224,Reductive elimination of leaving group was determined at pH 7.4; expressed as loss of parent,,0,,,1,,U,Autocuration,,,CHEMBL627157,BAO_0000019,
12737,13799,A,,,50592,Relative concentration of compound (70 mg/Kg) in brain compared to concentration in plasma (160 ug/mL) at the time of tissue collection from rabbit; relative concentration,,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL627158,BAO_0000218,
12738,13799,A,,1969.0,50592,Relative concentration of compound (70 mg/Kg) in lung compared to concentration in plasma (160 ug/mL) at the time of tissue collection from rabbit; relative concentration,Plasma,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL627159,BAO_0000218,
12739,13799,A,,,50594,Relative concentration of compound in brain compared to concentration in plasma (0.4 ug/mL) at the time of tissue collection from mice; relative concentration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627160,BAO_0000218,
12740,13799,A,,,50597,Relative concentration of compound in brain compared to concentration in plasma (3.5 ug/mL) at the time of tissue collection from mice; relative concentration,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628540,BAO_0000218,
12741,13799,A,,1969.0,50597,Relative concentration of compound in lung compared to concentration in plasma (0.4 ug/mL) at the time of tissue collection from mice; relative concentration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628541,BAO_0000218,
12742,13799,A,,1969.0,50597,Relative concentration of compound in lung compared to concentration in plasma (3.5 ug/mL) at the time of tissue collection from mice; relative concentration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628542,BAO_0000218,
12743,6629,P,,,22229,Solubility after at a pH 1.2,,0,,,1,,U,Autocuration,,,CHEMBL628543,BAO_0000100,
12744,6629,P,,,22229,Solubility after at pH 1.2,,0,,,1,,U,Autocuration,,,CHEMBL628544,BAO_0000100,
12745,6629,P,,,22229,Solubility after injection of water,,0,,,1,,U,Autocuration,,,CHEMBL628545,BAO_0000100,
12746,14000,A,,,22224,Statistical significance of IC 50 values; Expressed as R value,,0,,,1,,U,Autocuration,,,CHEMBL628546,BAO_0000019,
12747,8267,A,,,22224,Systemic availability with respect to methyldopa was determined,,0,,,1,,U,Autocuration,,,CHEMBL874455,BAO_0000019,
12748,13799,A,,,50597,Tissue distribution of the in rat brain relative to plasma concentration of 1 ug/kg; relative concentration,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628547,BAO_0000218,
12749,13799,A,,1969.0,50597,Tissue distribution of the in rat lung relative to plasma concentration of 1 ug/kg; relative concentration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628548,BAO_0000218,
12750,7132,A,,1988.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit 1 lung, and radioactivity content in feces was estimated",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628549,BAO_0000218,
