assays_ss_d,assays_ss_sbclllr_frctn,assays_cll_d,assays_td,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_ss_strn,assays_ss_rgnsm,assays_dc_d,assays_chmbl_d,assays_ss_cll_tp,assays_rltnshp_tp,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_vrnt_d
13148,,,50506,1,1,,,Mustela putorius furo,11219,CHEMBL629534,,N,Intermediate,BAO_0000218,,
13149,,,50506,1,1,,,Mustela putorius furo,11219,CHEMBL629535,,N,Intermediate,BAO_0000218,,
13150,,,22224,0,1,,,,14837,CHEMBL625932,,U,Autocuration,BAO_0000019,,
13151,,,22224,0,1,,,,14837,CHEMBL625933,,U,Autocuration,BAO_0000019,,
13152,,,50597,1,1,,,Rattus norvegicus,15343,CHEMBL625934,,N,Intermediate,BAO_0000218,,
13153,,,22224,0,1,,,Eutheria,13761,CHEMBL625935,,U,Autocuration,BAO_0000218,,
13154,,,50597,1,1,,,Rattus norvegicus,14810,CHEMBL625936,,N,Intermediate,BAO_0000218,,
13155,,,50597,1,1,,,Rattus norvegicus,14810,CHEMBL625937,,N,Intermediate,BAO_0000218,,
13156,,,50588,1,1,,,Canis lupus familiaris,13249,CHEMBL625938,,N,Intermediate,BAO_0000218,,
13157,,,50597,1,1,,,Rattus norvegicus,9267,CHEMBL625939,,N,Intermediate,BAO_0000218,1970.0,
13158,,,50597,1,1,,,Rattus norvegicus,9267,CHEMBL625940,,N,Intermediate,BAO_0000218,1970.0,
13159,,,50597,1,1,,,Rattus norvegicus,9267,CHEMBL874464,,N,Intermediate,BAO_0000218,1970.0,
13160,,,50597,1,1,,,Rattus norvegicus,9267,CHEMBL625941,,N,Intermediate,BAO_0000218,1970.0,
13161,,,50597,1,1,,,Rattus norvegicus,9267,CHEMBL625942,,N,Intermediate,BAO_0000218,1970.0,
13162,,,50597,1,1,,,Rattus norvegicus,9267,CHEMBL625943,,N,Intermediate,BAO_0000218,1970.0,
13163,,,50587,1,1,,,Homo sapiens,15549,CHEMBL625944,,N,Intermediate,BAO_0000218,1977.0,
13164,,,22224,0,1,,,,10929,CHEMBL625945,,U,Autocuration,BAO_0000019,,
13165,,,22224,0,1,,,,15444,CHEMBL625946,,U,Autocuration,BAO_0000019,,
13166,,,22224,0,1,,,Canis lupus familiaris,12860,CHEMBL625947,,U,Autocuration,BAO_0000218,,
13167,,,50597,1,1,,,Rattus norvegicus,12170,CHEMBL625948,,N,Intermediate,BAO_0000218,,
13168,,,22224,0,1,,,,15173,CHEMBL625949,,U,Autocuration,BAO_0000218,,
13169,,,22224,0,1,,,,15173,CHEMBL625950,,U,Autocuration,BAO_0000218,,
13170,,,22224,0,1,,,Eutheria,15173,CHEMBL625951,,U,Autocuration,BAO_0000218,,
13171,,,22224,0,1,,,,15173,CHEMBL625952,,U,Autocuration,BAO_0000218,,
13172,,,22224,0,1,,,,15173,CHEMBL625953,,U,Autocuration,BAO_0000218,,
13173,,,22224,0,1,,,,15173,CHEMBL625954,,U,Autocuration,BAO_0000218,,
13174,,,22224,0,1,,,,15173,CHEMBL882959,,U,Autocuration,BAO_0000218,,
13175,,,50588,1,1,,,Canis lupus familiaris,11767,CHEMBL625955,,N,Intermediate,BAO_0000218,,
13176,,,22224,0,1,,,Mustela putorius furo,11219,CHEMBL625956,,U,Autocuration,BAO_0000218,,
13177,,,100710,1,1,,,Macaca fascicularis,12186,CHEMBL625957,,N,Intermediate,BAO_0000218,,
13178,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL625958,,N,Intermediate,BAO_0000218,,
13179,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL625959,,N,Intermediate,BAO_0000218,,
13180,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL626642,,N,Intermediate,BAO_0000218,,
13181,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL631330,,N,Intermediate,BAO_0000218,,
13182,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL631331,,N,Intermediate,BAO_0000218,,
13183,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL631332,,N,Intermediate,BAO_0000218,,
13184,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL631333,,N,Intermediate,BAO_0000218,,
13185,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632018,,N,Intermediate,BAO_0000218,,
13186,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632019,,N,Intermediate,BAO_0000218,,
13187,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632020,,N,Intermediate,BAO_0000218,,
13188,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632021,,N,Intermediate,BAO_0000218,,
13189,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632022,,N,Intermediate,BAO_0000218,,
13190,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632023,,N,Intermediate,BAO_0000218,,
13191,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632024,,N,Intermediate,BAO_0000218,,
13192,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL874472,,N,Intermediate,BAO_0000218,,
13193,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632025,,N,Intermediate,BAO_0000218,,
13194,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632026,,N,Intermediate,BAO_0000218,,
13195,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632027,,N,Intermediate,BAO_0000218,,
13196,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL632028,,N,Intermediate,BAO_0000218,,
13197,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL626430,,N,Intermediate,BAO_0000218,,
13198,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL626431,,N,Intermediate,BAO_0000218,,
13199,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL626432,,N,Intermediate,BAO_0000218,,
13200,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL626433,,N,Intermediate,BAO_0000218,,
13201,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL626434,,N,Intermediate,BAO_0000218,,
13202,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL627280,,N,Intermediate,BAO_0000218,,
13203,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL627281,,N,Intermediate,BAO_0000218,,
13204,,,50597,1,1,,,Rattus norvegicus,11510,CHEMBL627282,,N,Intermediate,BAO_0000218,,
13205,,,22224,0,1,,,,7199,CHEMBL627283,,U,Autocuration,BAO_0000019,,
13206,,,22224,0,1,,,,7199,CHEMBL627284,,U,Autocuration,BAO_0000218,,
13207,,,50597,1,1,,,Rattus norvegicus,7095,CHEMBL627285,,N,Intermediate,BAO_0000218,,
13208,,,22224,0,1,,,,7095,CHEMBL627286,,U,Autocuration,BAO_0000218,,
13209,,,50597,1,1,,,Rattus norvegicus,7095,CHEMBL875477,,N,Intermediate,BAO_0000218,,
13210,,,50597,1,1,,,Rattus norvegicus,12528,CHEMBL627287,,N,Intermediate,BAO_0000218,,
13211,,,50588,1,1,,,Canis lupus familiaris,12528,CHEMBL627288,,N,Intermediate,BAO_0000218,,
13212,,,50597,1,1,,,Rattus norvegicus,7095,CHEMBL627289,,N,Intermediate,BAO_0000218,,
13213,,,50597,1,1,,,Rattus norvegicus,14223,CHEMBL627290,,N,Intermediate,BAO_0000218,1969.0,
13214,,,22224,0,1,,,,13569,CHEMBL627291,,U,Autocuration,BAO_0000218,,
13215,,,22224,0,1,,,,13569,CHEMBL627292,,U,Autocuration,BAO_0000218,,
13216,,,22224,0,1,,,,13569,CHEMBL627293,,U,Autocuration,BAO_0000218,,
13217,,,22224,0,1,,,,13569,CHEMBL627294,,U,Autocuration,BAO_0000218,,
13218,,,22224,0,1,,,,13569,CHEMBL875478,,U,Autocuration,BAO_0000218,,
13219,,,22224,0,1,,,,13979,CHEMBL627295,,U,Autocuration,BAO_0000218,,
13220,,,50594,1,1,,,Mus musculus,14315,CHEMBL627296,,N,Intermediate,BAO_0000218,,
13221,,,50592,1,1,,,Oryctolagus cuniculus,14315,CHEMBL626119,,N,Intermediate,BAO_0000218,,
13222,,,50597,1,1,,,Rattus norvegicus,14315,CHEMBL626120,,N,Intermediate,BAO_0000218,,
13223,,,50597,1,1,,,Rattus norvegicus,12174,CHEMBL626121,,N,Intermediate,BAO_0000218,,
13224,,,22224,0,1,,,Cavia porcellus,12797,CHEMBL626122,,U,Autocuration,BAO_0000218,,
13225,,,50597,1,1,,,Rattus norvegicus,12797,CHEMBL626123,,N,Intermediate,BAO_0000218,,
13226,,,50588,1,1,,,Canis lupus familiaris,12797,CHEMBL623456,,N,Intermediate,BAO_0000218,,
13227,,,50597,1,1,,,Rattus norvegicus,12797,CHEMBL623457,,N,Intermediate,BAO_0000218,,
13228,,,50597,1,1,,,Rattus norvegicus,11500,CHEMBL623458,,N,Intermediate,BAO_0000218,,
13229,,,22224,0,1,,,,15173,CHEMBL623459,,U,Autocuration,BAO_0000218,,
13230,,,22224,0,1,,,,15173,CHEMBL875484,,U,Autocuration,BAO_0000218,,
13231,,,22224,0,1,,,,15173,CHEMBL623460,,U,Autocuration,BAO_0000218,,
13232,,,22224,0,1,,,,15173,CHEMBL623461,,U,Autocuration,BAO_0000218,,
13233,,,22224,0,1,,,,15173,CHEMBL623462,,U,Autocuration,BAO_0000218,,
13234,,,22224,0,1,,,,15173,CHEMBL627386,,U,Autocuration,BAO_0000218,,
13235,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627387,,N,Intermediate,BAO_0000218,2113.0,
13236,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627388,,N,Intermediate,BAO_0000218,2107.0,
13237,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627389,,N,Intermediate,BAO_0000218,2048.0,
13238,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627390,,N,Intermediate,BAO_0000218,2385.0,
13239,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627391,,N,Intermediate,BAO_0000218,1969.0,
13240,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627392,,N,Intermediate,BAO_0000218,,
13241,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627393,,N,Intermediate,BAO_0000218,2106.0,
13242,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627394,,N,Intermediate,BAO_0000218,3126.0,
13243,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627395,,N,Intermediate,BAO_0000218,10000001.0,
13244,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL875485,,N,Intermediate,BAO_0000218,2037.0,
13245,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627396,,N,Intermediate,BAO_0000218,,
13246,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627397,,N,Intermediate,BAO_0000218,,
13247,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627398,,N,Intermediate,BAO_0000218,948.0,
13248,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627399,,N,Intermediate,BAO_0000218,10000001.0,
13249,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627400,,N,Intermediate,BAO_0000218,2113.0,
13250,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627401,,N,Intermediate,BAO_0000218,2107.0,
13251,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627402,,N,Intermediate,BAO_0000218,2048.0,
13252,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627403,,N,Intermediate,BAO_0000218,2385.0,
13253,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL627404,,N,Intermediate,BAO_0000218,1969.0,
13254,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623101,,N,Intermediate,BAO_0000218,,
13255,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL877480,,N,Intermediate,BAO_0000218,2106.0,
13256,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623102,,N,Intermediate,BAO_0000218,3126.0,
13257,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623103,,N,Intermediate,BAO_0000218,10000001.0,
13258,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623104,,N,Intermediate,BAO_0000218,2037.0,
13259,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623105,,N,Intermediate,BAO_0000218,,
13260,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623106,,N,Intermediate,BAO_0000218,,
13261,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623107,,N,Intermediate,BAO_0000218,948.0,
13262,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623108,,N,Intermediate,BAO_0000218,160.0,
13263,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623109,,N,Intermediate,BAO_0000218,2113.0,
13264,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623110,,N,Intermediate,BAO_0000218,2107.0,
13265,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL623111,,N,Intermediate,BAO_0000218,2048.0,
13266,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625060,,N,Intermediate,BAO_0000218,2385.0,
13267,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625061,,N,Intermediate,BAO_0000218,1969.0,
13268,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625062,,N,Intermediate,BAO_0000218,,
13269,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625063,,N,Intermediate,BAO_0000218,2106.0,
13270,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625064,,N,Intermediate,BAO_0000218,3126.0,
13271,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625065,,N,Intermediate,BAO_0000218,10000001.0,
13272,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625066,,N,Intermediate,BAO_0000218,2037.0,
13273,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625067,,N,Intermediate,BAO_0000218,,
13274,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL625068,,N,Intermediate,BAO_0000218,,
13275,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622159,,N,Intermediate,BAO_0000218,948.0,
13276,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622160,,N,Intermediate,BAO_0000218,160.0,
13277,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622161,,N,Intermediate,BAO_0000218,2113.0,
13278,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622162,,N,Intermediate,BAO_0000218,2048.0,
13279,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622163,,N,Intermediate,BAO_0000218,2385.0,
13280,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622313,,N,Intermediate,BAO_0000218,1969.0,
13281,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622314,,N,Intermediate,BAO_0000218,,
13282,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622315,,N,Intermediate,BAO_0000218,2106.0,
13283,,,50597,1,1,,,Rattus norvegicus,14198,CHEMBL622316,,N,Intermediate,BAO_0000218,3126.0,
13284,,,50212,1,1,,,Escherichia coli,15599,CHEMBL877486,,N,Intermediate,BAO_0000218,,
13285,,,22224,0,1,,,,8204,CHEMBL622317,,U,Autocuration,BAO_0000019,,
13286,,,22224,0,1,,,,8204,CHEMBL622318,,U,Autocuration,BAO_0000019,,
13287,,,22224,0,1,,,,6154,CHEMBL622319,,U,Autocuration,BAO_0000019,,
13288,,,22224,0,1,,,,6154,CHEMBL622320,,U,Autocuration,BAO_0000019,,
13289,,,22224,0,1,,,,6154,CHEMBL622321,,U,Autocuration,BAO_0000019,,
13290,,,22224,0,1,,,,6154,CHEMBL622322,,U,Autocuration,BAO_0000019,,
13291,,,22224,0,1,,,,7114,CHEMBL622323,,U,Autocuration,BAO_0000019,,
13292,,,50597,1,1,,,Rattus norvegicus,7114,CHEMBL622324,,N,Intermediate,BAO_0000218,,
13293,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622325,,N,Intermediate,BAO_0000218,1088.0,
13294,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622326,,N,Intermediate,BAO_0000218,1088.0,
13295,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL877487,,N,Intermediate,BAO_0000218,1088.0,
13296,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622327,,N,Intermediate,BAO_0000218,1088.0,
13297,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622328,,N,Intermediate,BAO_0000218,1088.0,
13298,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622329,,N,Intermediate,BAO_0000218,1088.0,
13299,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622330,,N,Intermediate,BAO_0000218,1088.0,
13300,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622331,,N,Intermediate,BAO_0000218,1088.0,
13301,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622332,,N,Intermediate,BAO_0000218,1088.0,
13302,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL622333,,N,Intermediate,BAO_0000218,1088.0,
13303,,,22224,0,1,,,Simiiformes,8133,CHEMBL627658,,U,Autocuration,BAO_0000218,1088.0,
13304,,,22224,0,1,,,Simiiformes,8133,CHEMBL630428,,U,Autocuration,BAO_0000218,1088.0,
13305,,,22224,0,1,,,Simiiformes,8133,CHEMBL630429,,U,Autocuration,BAO_0000218,1088.0,
13306,,,22224,0,1,,,Simiiformes,8133,CHEMBL630430,,U,Autocuration,BAO_0000218,1088.0,
13307,,,22224,0,1,,,Simiiformes,8133,CHEMBL630431,,U,Autocuration,BAO_0000218,1088.0,
13308,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL630432,,N,Intermediate,BAO_0000218,1088.0,
13309,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL630433,,N,Intermediate,BAO_0000218,1088.0,
13310,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL630434,,N,Intermediate,BAO_0000218,1088.0,
13311,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629372,,N,Intermediate,BAO_0000218,1088.0,
13312,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629553,,N,Intermediate,BAO_0000218,1088.0,
13313,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629554,,N,Intermediate,BAO_0000218,1088.0,
13314,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL874447,,N,Intermediate,BAO_0000218,1088.0,
13315,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629555,,N,Intermediate,BAO_0000218,1088.0,
13316,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629556,,N,Intermediate,BAO_0000218,1088.0,
13317,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629557,,N,Intermediate,BAO_0000218,1088.0,
13318,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629558,,N,Intermediate,BAO_0000218,1088.0,
13319,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629559,,N,Intermediate,BAO_0000218,1088.0,
13320,,,50597,1,1,,,Rattus norvegicus,8133,CHEMBL629560,,N,Intermediate,BAO_0000218,1088.0,
13321,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629561,,N,Intermediate,BAO_0000218,1088.0,
13322,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629562,,N,Intermediate,BAO_0000218,1088.0,
13323,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629563,,N,Intermediate,BAO_0000218,1088.0,
13324,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629564,,N,Intermediate,BAO_0000218,1088.0,
13325,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629565,,N,Intermediate,BAO_0000218,1088.0,
13326,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629566,,N,Intermediate,BAO_0000218,1088.0,
13327,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629567,,N,Intermediate,BAO_0000218,1088.0,
13328,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629568,,N,Intermediate,BAO_0000218,1088.0,
13329,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629569,,N,Intermediate,BAO_0000218,1088.0,
13330,,,50588,1,1,,,Canis lupus familiaris,8133,CHEMBL629570,,N,Intermediate,BAO_0000218,1088.0,
13331,,,22224,0,1,,,Simiiformes,8133,CHEMBL629571,,U,Autocuration,BAO_0000218,1088.0,
13332,,,22224,0,1,,,Rattus norvegicus,12170,CHEMBL629572,,U,Autocuration,BAO_0000218,,
13333,,,22224,0,1,,,Rattus norvegicus,12170,CHEMBL629573,,U,Autocuration,BAO_0000218,,
13334,,,22224,0,1,,,Eutheria,4985,CHEMBL629574,,U,Autocuration,BAO_0000218,,
13335,,,22224,0,1,,,Canis lupus familiaris,15145,CHEMBL629575,,U,Autocuration,BAO_0000218,,
13336,,,22224,0,1,,,Rattus norvegicus,14080,CHEMBL874448,,U,Autocuration,BAO_0000218,,
13337,,,22224,0,1,,,Primates,11219,CHEMBL629576,,U,Autocuration,BAO_0000218,,
13338,,,22224,0,1,,,Rattus norvegicus,15145,CHEMBL629577,,U,Autocuration,BAO_0000218,,
13339,,,22224,0,1,,,Rattus norvegicus,15145,CHEMBL629578,,U,Autocuration,BAO_0000218,,
13340,,,22224,0,1,,,Canis lupus familiaris,1202,CHEMBL629579,,U,Autocuration,BAO_0000218,,
13341,,,22224,0,1,,,Canis lupus familiaris,1202,CHEMBL882958,,U,Autocuration,BAO_0000218,,
13342,,,50505,1,1,,,Pan troglodytes,1202,CHEMBL629580,,N,Intermediate,BAO_0000218,,
13343,,,22224,0,1,,,Eutheria,4026,CHEMBL629581,,U,Autocuration,BAO_0000218,,
13344,,,22224,0,1,,,Saimiri,1492,CHEMBL629582,,U,Autocuration,BAO_0000218,,
13345,,,50588,1,1,,,Canis lupus familiaris,12793,CHEMBL628522,,N,Intermediate,BAO_0000218,,
13346,,,100712,1,1,,,Cricetinae,12793,CHEMBL625432,,N,Intermediate,BAO_0000218,,
13347,,,22224,0,1,,,Rattus norvegicus,12793,CHEMBL625433,,U,Autocuration,BAO_0000218,,
13348,,,50597,1,1,,,Rattus norvegicus,14793,CHEMBL625434,,N,Intermediate,BAO_0000218,1969.0,
13349,,,50597,1,1,,,Rattus norvegicus,14793,CHEMBL625435,,N,Intermediate,BAO_0000218,1969.0,
13350,,,22224,0,1,,,Rattus norvegicus,14793,CHEMBL625436,,U,Autocuration,BAO_0000218,,
13351,,,100710,1,1,,,Macaca fascicularis,14731,CHEMBL874588,,N,Intermediate,BAO_0000218,,
13352,,,50594,1,1,,,Mus musculus,14731,CHEMBL625437,,N,Intermediate,BAO_0000218,,
13353,,,22224,0,1,,,Mustela putorius furo,12187,CHEMBL625438,,U,Autocuration,BAO_0000218,,
13354,,,22224,0,1,,,Simiiformes,12187,CHEMBL625439,,U,Autocuration,BAO_0000218,,
13355,,,22224,0,1,,,Simiiformes,12187,CHEMBL625440,,U,Autocuration,BAO_0000218,,
13356,,,22224,0,1,,,Simiiformes,12187,CHEMBL625441,,U,Autocuration,BAO_0000218,,
13357,,,22224,0,1,,,Rattus norvegicus,12187,CHEMBL625442,,U,Autocuration,BAO_0000218,,
13358,,,50597,1,1,,,Rattus norvegicus,12187,CHEMBL625443,,N,Intermediate,BAO_0000218,,
13359,,,22224,0,1,,,,17431,CHEMBL625444,,U,Autocuration,BAO_0000218,,
13360,,,50594,1,1,,,Mus musculus,13318,CHEMBL625445,,N,Intermediate,BAO_0000218,,
13361,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL625446,,N,Intermediate,BAO_0000218,,
13362,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL882960,,N,Intermediate,BAO_0000218,,
13363,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL625447,,N,Intermediate,BAO_0000218,,
13364,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL625448,,N,Intermediate,BAO_0000218,,
13365,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL625449,,N,Intermediate,BAO_0000218,,
13366,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL874589,,N,Intermediate,BAO_0000218,,
13367,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL625450,,N,Intermediate,BAO_0000218,,
13368,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL625451,,N,Intermediate,BAO_0000218,,
13369,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626584,,N,Intermediate,BAO_0000218,,
13370,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626585,,N,Intermediate,BAO_0000218,,
13371,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626586,,N,Intermediate,BAO_0000218,,
13372,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626587,,N,Intermediate,BAO_0000218,,
13373,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626588,,N,Intermediate,BAO_0000218,,
13374,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626589,,N,Intermediate,BAO_0000218,,
13375,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626590,,N,Intermediate,BAO_0000218,,
13376,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL626591,,N,Intermediate,BAO_0000218,,
13377,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL627181,,N,Intermediate,BAO_0000218,,
13378,,,50588,1,1,,,Canis lupus familiaris,9025,CHEMBL628083,,N,Intermediate,BAO_0000218,,
13379,,,22224,0,1,,,,15173,CHEMBL628084,,U,Autocuration,BAO_0000218,,
13380,,,50064,1,1,,,Hymenolepis nana,7732,CHEMBL628085,,N,Expert,BAO_0000218,,
13381,,,50545,1,1,,,Heligmosomoides polygyrus,7732,CHEMBL628086,,N,Expert,BAO_0000218,,
13382,,,22224,0,1,,,,7732,CHEMBL628087,,U,Autocuration,BAO_0000218,,
13383,,,50594,1,1,,,Mus musculus,7732,CHEMBL628088,,N,Intermediate,BAO_0000218,,
13384,,,22224,0,1,,,,7732,CHEMBL628089,,U,Autocuration,BAO_0000218,,
13385,,,22224,0,1,,,,8328,CHEMBL628090,,U,Autocuration,BAO_0000218,,
13386,,,22224,0,1,,,,8328,CHEMBL628091,,U,Autocuration,BAO_0000218,,
13387,,,22224,0,1,,,,8328,CHEMBL628092,,U,Autocuration,BAO_0000218,,
13388,,,22224,0,1,,,,8328,CHEMBL628093,,U,Autocuration,BAO_0000218,,
13389,,,22224,0,1,,,,8328,CHEMBL875607,,U,Autocuration,BAO_0000218,,
13390,,,22224,0,1,,,,8328,CHEMBL625710,,U,Autocuration,BAO_0000218,,
13391,,,22224,0,1,,,,8328,CHEMBL625711,,U,Autocuration,BAO_0000218,,
13392,,,22224,0,1,,,,8328,CHEMBL625712,,U,Autocuration,BAO_0000218,,
13393,,,22224,0,1,,,,8328,CHEMBL625713,,U,Autocuration,BAO_0000218,,
13394,,,50588,1,1,,,Canis lupus familiaris,13376,CHEMBL625714,,N,Intermediate,BAO_0000218,,
13395,,,50797,1,1,,,Macaca mulatta,13477,CHEMBL625715,,N,Intermediate,BAO_0000218,,
13396,,,50597,1,1,,,Rattus norvegicus,13477,CHEMBL625716,,N,Intermediate,BAO_0000218,,
13397,,,50597,1,1,,,Rattus norvegicus,13477,CHEMBL625717,,N,Intermediate,BAO_0000218,,
13398,,,50597,1,1,,,Rattus norvegicus,13313,CHEMBL625718,,N,Intermediate,BAO_0000218,,
13399,,,50597,1,1,,,Rattus norvegicus,12504,CHEMBL625719,,N,Intermediate,BAO_0000218,,
