Fiscal year,Participatory development and good governance,Branch ID,Branch name,CountryRegion ID,Continent name,Organisation sub-class,Section ID,Fund centre name,Regional program (marker),Organisation class,PBA type,Bilateral aid (international marker),Sector name,Climate change adaptation (marker),Project number,Status,Maximum CIDA contribution (project-level),Division ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
