Fiscal year,Fund centre name,Biodiversity (marker),CountryRegion ID,Organisation type,Organisation name,Desertification (marker),Sector name,CountryRegion percent,CountryRegion name,Fund centre ID,CFLI (marker),Youth issues (marker),Organisation class,Urban issues (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Evaluation - Aid Funding,1,X4,Foreign Non-Profit Making,GLOBAL DEVELOPMENT NETWORK,1,Multisector aid,0.25,Europe MC,1801,0,1,Civil Society,99,A035065001,Closed,1800000.0,B1000,PFM Strategic Policy,D1003,Strategic Planning & Perf. Reporting,S1803,Evaluation Section,0,0.0,0.95,0.05,Responsive,Uncoded: Pre-APP,1,Not PBA,2
2009/2010,Evaluation - Aid Funding,99,X1,Foreign Non-Profit Making,Danish Institute for International Studies,99,Sectors not specified,0.25,Africa MC,1801,0,99,Governmental,99,A035066001,Closed,300000.0,B1000,PFM Strategic Policy,D1003,Strategic Planning & Perf. Reporting,S1803,Evaluation Section,0,300000.0,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Evaluation - Aid Funding,99,X2,Foreign Non-Profit Making,Danish Institute for International Studies,99,Sectors not specified,0.25,Americas MC,1801,0,99,Governmental,99,A035066001,Closed,300000.0,B1000,PFM Strategic Policy,D1003,Strategic Planning & Perf. Reporting,S1803,Evaluation Section,0,300000.0,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Evaluation - Aid Funding,99,X3,Foreign Non-Profit Making,Danish Institute for International Studies,99,Sectors not specified,0.25,Asia MC,1801,0,99,Governmental,99,A035066001,Closed,300000.0,B1000,PFM Strategic Policy,D1003,Strategic Planning & Perf. Reporting,S1803,Evaluation Section,0,300000.0,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Evaluation - Aid Funding,99,X4,Foreign Non-Profit Making,Danish Institute for International Studies,99,Sectors not specified,0.25,Europe MC,1801,0,99,Governmental,99,A035066001,Closed,300000.0,B1000,PFM Strategic Policy,D1003,Strategic Planning & Perf. Reporting,S1803,Evaluation Section,0,300000.0,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Evaluation - Aid Funding,0,SD,Foreign Non-Profit Making,Government of the Netherlands Ministry of Foreign Affairs,0,Security system management and reform,1.0,Sudan,1801,0,1,Governmental,0,A035067001,Closed,187500.0,B1000,PFM Strategic Policy,D1003,Strategic Planning & Perf. Reporting,S1803,Evaluation Section,0,187500.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Economic Growth - POLICY,0,X1,Foreign Non-Profit Making,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,0,Agricultural policy and administrative management,0.25,Africa MC,1049,0,0,Para-Governmental,0,A035068001,Closed,112500.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,112500.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,2
2009/2010,Economic Growth - POLICY,0,X2,Foreign Non-Profit Making,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,0,Agricultural policy and administrative management,0.25,Americas MC,1049,0,0,Para-Governmental,0,A035068001,Closed,112500.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,112500.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,2
2009/2010,Economic Growth - POLICY,0,X3,Foreign Non-Profit Making,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,0,Agricultural policy and administrative management,0.25,Asia MC,1049,0,0,Para-Governmental,0,A035068001,Closed,112500.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,112500.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,2
2009/2010,Economic Growth - POLICY,0,X4,Foreign Non-Profit Making,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,0,Agricultural policy and administrative management,0.25,Europe MC,1049,0,0,Para-Governmental,0,A035068001,Closed,112500.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,112500.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,2
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural policy and administrative management,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural development,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural land resources,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural water resources,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural extension,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural education/training,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural research,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural co-operatives,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Food aid/food security programs,1.0,Ethiopia,4229,0,0,Governmental,0,A036001PRE,Closed,1213910.94,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1213910.94,0.799999998,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Foreign Non-Profit Making,World Bank,0,Public sector policy and administrative management,1.0,Ethiopia,4229,0,0,Multilateral,0,A036005002,Terminating,1732499.23,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1732499.23,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0
2009/2010,Ethiopia,0,ET,Foreign Non-Profit Making,World Bank,0,Public finance management,1.0,Ethiopia,4229,0,0,Multilateral,0,A036005002,Terminating,1732499.23,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1732499.23,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0
2009/2010,Ethiopia,0,ET,Foreign Non-Profit Making,World Bank,0,Legal and judicial development,1.0,Ethiopia,4229,0,0,Multilateral,0,A036005002,Terminating,1732499.23,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1732499.23,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0
2009/2010,Ethiopia,0,ET,Foreign Non-Profit Making,World Bank,0,Human rights,1.0,Ethiopia,4229,0,0,Multilateral,0,A036005002,Terminating,1732499.23,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,1732499.23,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,1.0,Ethiopia,4229,0,0,Governmental,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Profit Making,Anjo Global Consulting Ltd.,0,Public sector policy and administrative management,1.0,Ethiopia,4229,0,0,Civil Society,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public finance management,1.0,Ethiopia,4229,0,0,Governmental,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Profit Making,Anjo Global Consulting Ltd.,0,Public finance management,1.0,Ethiopia,4229,0,0,Civil Society,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Legal and judicial development,1.0,Ethiopia,4229,0,0,Governmental,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Profit Making,Anjo Global Consulting Ltd.,0,Legal and judicial development,1.0,Ethiopia,4229,0,0,Civil Society,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Human rights,1.0,Ethiopia,4229,0,0,Governmental,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Profit Making,Anjo Global Consulting Ltd.,0,Human rights,1.0,Ethiopia,4229,0,0,Civil Society,0,A036005003,Closed,148946.15,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,148946.15,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,1.0,Ethiopia,4229,0,0,Governmental,0,A036005PRE,Closed,1365683.13,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public finance management,1.0,Ethiopia,4229,0,0,Governmental,0,A036005PRE,Closed,1365683.13,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Legal and judicial development,1.0,Ethiopia,4229,0,0,Governmental,0,A036005PRE,Closed,1365683.13,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ethiopia,0,ET,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Communications policy and administrative management,1.0,Ethiopia,4229,0,0,Governmental,0,A036005PRE,Closed,1365683.13,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,YE,Canadian Profit Making,Hydrosult Inc.,0,Water supply - large systems,1.0,Yemen,6202,0,0,Civil Society,0,K061408001,Closed,535500.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,YE,Canadian Profit Making,Hydrosult Inc.,0,Sanitation - large systems,1.0,Yemen,6202,0,0,Civil Society,0,K061408001,Closed,535500.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,CN,Canadian Profit Making,Nexient Learning Inc.,0,Business support services and institutions,1.0,China,6202,0,0,Civil Society,0,K061607001,Closed,292358.82,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,CD,Canadian Profit Making,NAVIGATION AERONAV INTERNATIONAL INC.,0,Transport policy and administrative management,1.0,"Congo, Dem Rep.",6203,0,0,Civil Society,0,K061794001,Closed,524438.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,CD,Canadian Profit Making,NAVIGATION AERONAV INTERNATIONAL INC.,0,Air transport,1.0,"Congo, Dem Rep.",6203,0,0,Civil Society,0,K061794001,Closed,524438.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,PE,Canadian Profit Making,GROUPE-CONSEIL ENTRACO INC.,0,Small and medium-sized enterprises (SME) development,1.0,Peru,6204,0,0,Civil Society,0,K061992001,Closed,233423.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Eastern Europe,0,HR,Canadian Profit Making,SCOTT ASSOCIATES ARCHITECTS INC.,0,Air transport,1.0,Croatia,6207,0,0,Civil Society,0,K062140001,Closed,419087.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Eastern Europe,0,HR,Canadian Profit Making,SCOTT ASSOCIATES ARCHITECTS INC.,0,Industrial development,1.0,Croatia,6207,0,0,Civil Society,0,K062140001,Closed,419087.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,CL,Canadian Profit Making,LES CULTURES DE CHEZ NOUS INC.,0,Agricultural development,1.0,Chile,6204,0,0,Civil Society,0,K062176001,Closed,117975.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,PE,Canadian Profit Making,RSW Inc.,0,Mineral/mining policy and administrative management,1.0,Peru,6204,0,0,Civil Society,0,K062224001,Closed,154758.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,Tecsult Inc.,0,Agricultural development,1.0,Uncoded,6203,0,0,Civil Society,0,K062244002,Closed,130000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,GN,Canadian Non-Profit Making,ARS ARCHITECTURE LT�E,0,Small and medium-sized enterprises (SME) development,1.0,Guinea,6203,0,0,Civil Society,0,K062253001,Closed,268236.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,IN,Canadian Profit Making,ILSC (VANCOUVER) INC.,0,Education facilities and training,1.0,India,6202,0,0,Civil Society,0,K062277002,Closed,447586.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,GN,Canadian Profit Making,SNC Lavalin International Inc. *** BLOCKED RE ? ADRESSE ?***,0,Industrial minerals,1.0,Guinea,6203,0,0,Civil Society,0,K062296001,Closed,538200.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,PE,Canadian Profit Making,Corporation Waskahegen,0,Cement/lime/plaster,1.0,Peru,6204,0,0,Civil Society,0,K062316001,Closed,114510.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,GN,Canadian Profit Making,CONSULTANTS CANARAIL INC.,0,Rail transport,1.0,Guinea,6203,0,0,Civil Society,0,K062319001,Closed,15000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,CN,Canadian Profit Making,Northern Micro Inc.,0,Industrial development,1.0,China,6202,0,0,Civil Society,0,K062341002,Closed,369732.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,IN,Canadian Profit Making,LES PRODUITS FRACO LT�E,0,Construction policy and administrative management,1.0,India,6202,0,0,Civil Society,0,K062418001,Closed,137908.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,BR,Canadian Profit Making,Industries Lusimat Inc.,0,Small and medium-sized enterprises (SME) development,1.0,Brazil,6204,0,0,Civil Society,0,K062431001,Closed,249912.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Eastern Europe,0,HR,Canadian Profit Making,ASHLEY OAKS HOMES INC.,0,Tourism policy and administrative management,1.0,Croatia,6207,0,0,Civil Society,0,K062451001,Closed,134842.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,TN,Canadian Profit Making,Valley Sales & Service Ltd.,0,Water sector policy and administrative management,1.0,Tunisia,6203,0,0,Civil Society,0,K062453001,Closed,322489.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,DZ,Canadian Profit Making,CRC Sogema Inc.,0,Public finance management,1.0,Algeria,6203,0,0,Civil Society,0,K062459001,Closed,270720.84,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,CN,Canadian Profit Making,WESTPORT INNOVATIONS INC.,0,Industrial development,1.0,China,6202,0,0,Civil Society,0,K062461001,Closed,306955.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,MX,Canadian Profit Making,Trow Associates Inc,0,Water sector policy and administrative management,1.0,Mexico,6204,0,0,Civil Society,0,K062464001,Closed,105000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,IN,Canadian Profit Making,ECONOLER INTERNATIONAL INC.,0,Agricultural water resources,1.0,India,6202,0,0,Civil Society,0,K062475001,Closed,275071.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,IN,Canadian Profit Making,Hydrosult Inc.,0,Water sector policy and administrative management,1.0,India,6202,0,0,Civil Society,0,K062476001,Closed,105168.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,BD,Canadian Profit Making,M & I Heat Transfer Products Ltd.,0,Industrial development,1.0,Bangladesh,6202,0,0,Civil Society,0,K062482001,Closed,121573.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Eastern Europe,0,RU,Canadian Profit Making,Me Daniel K. Sirhan (Avocat) In Trust,0,Electric power transmission and distribution,1.0,Russian Fed.,6207,0,0,Civil Society,0,K062492001,Closed,179170.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,CN,Canadian Profit Making,NOVADAQ TECHNOLOGIES INC.,0,Medical services,1.0,China,6202,0,0,Civil Society,0,K062497001,Closed,134021.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,B SHARP TECHNOLOGIES INC.,0,Information and communication technology (ICT),1.0,Uncoded,6202,0,0,Civil Society,0,K062513002,Closed,210008.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,PK,Canadian Profit Making,Basseltex Inc,0,Industrial development,1.0,Pakistan,6202,0,0,Civil Society,0,K062514001,Closed,97587.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,Tecsult Inc.,0,"Energy generation, renewable sources - multiple technologies",1.0,Uncoded,6203,0,0,Civil Society,0,K062519001,Closed,220000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,CN,Canadian Profit Making,WESCAST INDUSTRIES INC.,0,Industrial development,1.0,China,6202,0,0,Civil Society,0,K062539001,Closed,399700.56,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,CN,Canadian Profit Making,EMBALLAGE ST-JEAN LT�E,0,Business support services and institutions,1.0,China,6202,0,0,Civil Society,0,K062544001,Closed,595463.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,BZ,Canadian Profit Making,CPF Dualam Inc.,0,Industrial development,1.0,Belize,6204,0,0,Civil Society,0,K062545001,Closed,172304.95,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
