Fiscal year,Climate change mitigation (marker),Disability issues (marker),Division name,Status,Biodiversity (marker),Programming process (new),FSTC percent,CountryRegion ID,Participatory development and good governance,IRTC percent,Section name,Division ID,Project Browser country ID,Organisation name,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Section ID,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Urban issues (marker)
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,HN,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,HT,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,JM,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,MX,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,NI,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,PA,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,PE,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,PY,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,SR,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,SV,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,TT,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,UY,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MED Economic Development,Closed,0,Uncoded: Pre-APP,1.0,20,0,0.0,MES NATURAL RESOURCES & GOVERNANCE,D5430,VE,Canadian Commercial Corporation,M013119001,11855045.39,B5100,MFM Global Issues and Development,S1079,0,5282,Natural Resources & Governance - INIT,11855045.39,0,Responsive,1,Not PBA,0,0,0,2,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,VE,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,AG,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,AI,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,AR,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,BB,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,BO,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,BR,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,BZ,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,CL,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,CO,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,CR,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,CU,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,DM,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,DO,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,EC,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,GD,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,GT,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,GY,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,HN,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,HT,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,JM,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,KN,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,LC,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,MS,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,MX,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,NI,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,PA,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,PE,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,PY,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,SR,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,SV,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,TC,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,TT,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,UY,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,1,0,0.0,MNG Global Health,D5240,VC,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,AO,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,BF,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,BI,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,BJ,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,BW,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,CD,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,CF,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,CG,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,CI,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,CM,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,CV,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,DJ,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,DZ,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,EG,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,EH,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,ER,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,ET,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,GA,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,GH,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,GM,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,GN,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,GQ,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,GW,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,KE,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,KM,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,LR,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,LS,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,MA,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,MG,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,ML,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,MR,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,MU,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,MW,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,MZ,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
2009/2010,0,0,MND Health&Nutrition,Closed,0,Uncoded: Pre-APP,0.0,2,0,0.0,MNG Global Health,D5240,NE,UNAIDS - United Nations AIDS,M013120001,5400000.0,B5100,MFM Global Issues and Development,S5245,0,5246,Global Health - CORE,5400000.0,0,Core Funding,0,Not PBA,0,0,0,0,0
