ss_d,tss_d,crtd_b,ss_tss,td,dscrptn,chmbl_d,rltnshp_tp,cnfdnc_scr,cll_d,ss_cll_tp,ss_strn,ss_sbclllr_frctn,src_d,src_ss_d,b_frmt,vrnt_d
11443,,Intermediate,,50597,"Distribution in rat lungs 15 min after intravenous administration, injected dose/gm",CHEMBL624903,N,1,,,,,1,,BAO_0000218,
11444,,Intermediate,,50597,"Distribution in rat lungs 1 hr after intravenous administration, injected dose/gm",CHEMBL624904,N,1,,,,,1,,BAO_0000218,
11445,,Intermediate,,50597,"Distribution in rat lungs 2 hr after intravenous administration, injected dose/gm",CHEMBL624905,N,1,,,,,1,,BAO_0000218,
11446,,Intermediate,,50597,"Distribution in rat lungs 30 min after intravenous administration, injected dose/gm",CHEMBL624906,N,1,,,,,1,,BAO_0000218,
11447,,Intermediate,,50597,"Distribution in rat lungs 4 hr after intravenous administration, injected dose/gm",CHEMBL624907,N,1,,,,,1,,BAO_0000218,
11448,,Intermediate,,50597,"Distribution in rat lungs 5 min after intravenous administration, injected dose/gm",CHEMBL624908,N,1,,,,,1,,BAO_0000218,
11449,,Intermediate,,50597,"Distribution in rat lungs 6 hr after intravenous administration, injected dose/gm",CHEMBL624909,N,1,,,,,1,,BAO_0000218,
11450,,Intermediate,,50597,"Distribution in rat lungs 8 hr after intravenous administration, injected dose/gm",CHEMBL624910,N,1,,,,,1,,BAO_0000218,
11451,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 15 min after intravenous administration, injected dose/gm",CHEMBL624911,N,1,,,,,1,,BAO_0000218,
11452,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 1 hr after intravenous administration, injected dose/gm",CHEMBL874388,N,1,,,,,1,,BAO_0000218,
11453,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 2 hr after intravenous administration, injected dose/gm",CHEMBL624912,N,1,,,,,1,,BAO_0000218,
11454,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 30 min after intravenous administration, injected dose/gm",CHEMBL622930,N,1,,,,,1,,BAO_0000218,
11455,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 4 hr after intravenous administration, injected dose/gm",CHEMBL623121,N,1,,,,,1,,BAO_0000218,
11456,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 5 min after intravenous administration, injected dose/gm",CHEMBL623122,N,1,,,,,1,,BAO_0000218,
11457,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 6 hr after intravenous administration, injected dose/gm",CHEMBL623123,N,1,,,,,1,,BAO_0000218,
11458,2385.0,Intermediate,Muscle tissue,50597,"Distribution in rat muscle 8 hr after intravenous administration, injected dose/gm",CHEMBL623124,N,1,,,,,1,,BAO_0000218,
11459,,Intermediate,,50597,"Distribution in rat pancreas 15 min after intravenous administration, injected dose/gm",CHEMBL623125,N,1,,,,,1,,BAO_0000218,
11460,,Intermediate,,50597,"Distribution in rat pancreas 1 hr after intravenous administration, injected dose/gm",CHEMBL623126,N,1,,,,,1,,BAO_0000218,
11461,,Intermediate,,50597,"Distribution in rat pancreas 2 hr after intravenous administration, injected dose/gm",CHEMBL623127,N,1,,,,,1,,BAO_0000218,
11462,,Intermediate,,50597,"Distribution in rat pancreas 30 min after intravenous administration, injected dose/gm",CHEMBL623128,N,1,,,,,1,,BAO_0000218,
11463,,Intermediate,,50597,"Distribution in rat pancreas 4 hr after intravenous administration, injected dose/gm",CHEMBL623129,N,1,,,,,1,,BAO_0000218,
11464,,Intermediate,,50597,"Distribution in rat pancreas 5 min after intravenous administration, injected dose/gm",CHEMBL623130,N,1,,,,,1,,BAO_0000218,
11465,,Intermediate,,50597,"Distribution in rat pancreas 6 hr after intravenous administration, injected dose/gm",CHEMBL623131,N,1,,,,,1,,BAO_0000218,
11466,,Intermediate,,50597,"Distribution in rat pancreas 8 hr after intravenous administration, injected dose/gm",CHEMBL623132,N,1,,,,,1,,BAO_0000218,
11467,2107.0,Intermediate,Liver,50597,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,CHEMBL623133,N,1,,,,,1,,BAO_0000218,
11468,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,CHEMBL623134,N,1,,,,,1,,BAO_0000218,
11469,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,CHEMBL874389,N,1,,,,,1,,BAO_0000218,
11470,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,CHEMBL623135,N,1,,,,,1,,BAO_0000218,
11471,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,CHEMBL623136,N,1,,,,,1,,BAO_0000218,
11472,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,CHEMBL623137,N,1,,,,,1,,BAO_0000218,
11473,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,CHEMBL623138,N,1,,,,,1,,BAO_0000218,
11474,2113.0,Intermediate,Kidney,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,CHEMBL623139,N,1,,,,,1,,BAO_0000218,
11475,2113.0,Intermediate,Kidney,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,CHEMBL623140,N,1,,,,,1,,BAO_0000218,
11476,2107.0,Intermediate,Liver,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,CHEMBL623141,N,1,,,,,1,,BAO_0000218,
11477,2107.0,Intermediate,Liver,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,CHEMBL623142,N,1,,,,,1,,BAO_0000218,
11478,,Intermediate,,50597,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,CHEMBL623143,N,1,,,,,1,,BAO_0000218,
11479,1088.0,Intermediate,Urine,50594,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in mouse.,CHEMBL623144,N,1,,,,,1,,BAO_0000218,
11480,1088.0,Intermediate,Urine,50597,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in rat.,CHEMBL623405,N,1,,,,,1,,BAO_0000218,
11481,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat blood as Percent of injected dose per gram in the organ,CHEMBL624074,N,1,,,,,1,,BAO_0000218,
11482,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose in the total organ,CHEMBL624075,N,1,,,,,1,,BAO_0000218,
11483,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose per gram in the organ,CHEMBL624076,N,1,,,,,1,,BAO_0000218,
11484,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose in the total organ,CHEMBL624077,N,1,,,,,1,,BAO_0000218,
11485,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose per gram in the organ,CHEMBL624078,N,1,,,,,1,,BAO_0000218,
11486,2113.0,Intermediate,Kidney,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose in the total organ,CHEMBL624079,N,1,,,,,1,,BAO_0000218,
11487,2113.0,Intermediate,Kidney,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,CHEMBL624261,N,1,,,,,1,,BAO_0000218,
11488,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose in the total organ,CHEMBL624262,N,1,,,,,1,,BAO_0000218,
11489,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,CHEMBL624263,N,1,,,,,1,,BAO_0000218,
11490,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,CHEMBL624264,N,1,,,,,1,,BAO_0000218,
11491,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,CHEMBL624265,N,1,,,,,1,,BAO_0000218,
11492,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,CHEMBL624266,N,1,,,,,1,,BAO_0000218,
11493,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,CHEMBL624267,N,1,,,,,1,,BAO_0000218,
11494,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,CHEMBL624268,N,1,,,,,1,,BAO_0000218,
11495,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,CHEMBL875227,N,1,,,,,1,,BAO_0000218,
11496,2113.0,Intermediate,Kidney,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,CHEMBL624269,N,1,,,,,1,,BAO_0000218,
11497,2113.0,Intermediate,Kidney,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,CHEMBL624270,N,1,,,,,1,,BAO_0000218,
11498,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,CHEMBL624271,N,1,,,,,1,,BAO_0000218,
11499,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,CHEMBL624272,N,1,,,,,1,,BAO_0000218,
11500,,Intermediate,,50597,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,CHEMBL624273,N,1,,,,,1,,BAO_0000218,
11501,1088.0,Intermediate,Urine,50597,Urinary excretion in rat after 0-4 hours of oral administration at 50 mg/kg,CHEMBL624274,N,1,,,,,1,,BAO_0000218,
11502,1088.0,Intermediate,Urine,50597,Urinary excretion in rat after 4-8 hours of oral administration at 50 mg/kg,CHEMBL624275,N,1,,,,,1,,BAO_0000218,
11503,1088.0,Intermediate,Urine,50597,Urinary excretion in rat after 8-24 hours of oral administration at 50 mg/kg,CHEMBL624276,N,1,,,,,1,,BAO_0000218,
11504,1088.0,Intermediate,Urine,50597,Urinary recovery expressed as percentage dose in male rats after iv administration of 20 mg/kg,CHEMBL624277,N,1,,,,,1,,BAO_0000218,
11505,,Autocuration,,22224,% dose converted to 2-amino-5-chlorophenyl sulfate,CHEMBL624278,U,0,,,,,1,,BAO_0000019,
11506,,Autocuration,,22224,% dose converted to 4-(S-amino-N-{[(4-chlorophenyl)amino]carbonyl}sulfonimidoyl)benzoic acid (compound 41),CHEMBL624279,U,0,,,,,1,,BAO_0000019,
11507,1988.0,Intermediate,Feces,50597,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",CHEMBL624280,N,1,,,,,1,,BAO_0000218,
11508,1988.0,Intermediate,Feces,50597,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",CHEMBL624281,N,1,,,,,1,,BAO_0000218,
11509,1988.0,Intermediate,Feces,50597,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",CHEMBL622933,N,1,,,,,1,,BAO_0000218,
11510,1988.0,Intermediate,Feces,50597,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",CHEMBL622934,N,1,,,,,1,,BAO_0000218,
11511,2107.0,Intermediate,Liver,50597,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,CHEMBL622935,N,1,,,,,1,,BAO_0000218,
11512,2107.0,Intermediate,Liver,50597,Biodistribution in Rat liver after 5 minutes of iv administration,CHEMBL622936,N,1,,,,,1,,BAO_0000218,
11513,2107.0,Intermediate,Liver,50597,Biodistribution in Rat liver after 5 minutes of iv administration; per g of tissue,CHEMBL875228,N,1,,,,,1,,BAO_0000218,
11514,2048.0,Intermediate,Lung,50597,Biodistribution in Rat lung after 24 hours of iv administration,CHEMBL622937,N,1,,,,,1,,BAO_0000218,
11515,2048.0,Intermediate,Lung,50597,Biodistribution in Rat lung after 24 hours of iv administration; per g of tissue,CHEMBL622938,N,1,,,,,1,,BAO_0000218,
11516,2048.0,Intermediate,Lung,50597,Biodistribution in Rat lung after 30 minutes of iv administration,CHEMBL619736,N,1,,,,,1,,BAO_0000218,
11517,2048.0,Intermediate,Lung,50597,Biodistribution in Rat lung after 30 minutes of iv administration; per g of tissue,CHEMBL625117,N,1,,,,,1,,BAO_0000218,
11518,2048.0,Intermediate,Lung,50597,Biodistribution in Rat lung after 5 minutes of iv administration,CHEMBL625118,N,1,,,,,1,,BAO_0000218,
11519,2048.0,Intermediate,Lung,50597,Biodistribution in Rat lung after 5 minutes of iv administration; per g of tissue,CHEMBL625119,N,1,,,,,1,,BAO_0000218,
11520,2037.0,Intermediate,Cerebellum,50597,"Biodistribution in rat cerebellum, expressed as percent I.D./g tissue",CHEMBL625120,N,1,,,,,1,,BAO_0000218,
11521,,Intermediate,,50597,"Biodistribution in rat superior coliculus, expressed as percent I.D./g tissue",CHEMBL625121,N,1,,,,,1,,BAO_0000218,
11522,10000006.0,Intermediate,Thalamus,50597,"Biodistribution in rat thalamus, expressed as percent I.D./g tissue",CHEMBL625122,N,1,,,,,1,,BAO_0000218,
11523,178.0,Intermediate,Blood,50597,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL622204,N,1,,,,,1,,BAO_0000218,
11524,178.0,Intermediate,Blood,50597,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL877503,N,1,,,,,1,,BAO_0000218,
11525,178.0,Intermediate,Blood,50597,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL627127,N,1,,,,,1,,BAO_0000218,
11526,10000000.0,Autocuration,Hippocampus,22224,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL627128,U,0,,,,,1,,BAO_0000218,
11527,10000000.0,Autocuration,Hippocampus,22224,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL627129,U,0,,,,,1,,BAO_0000218,
11528,10000000.0,Autocuration,Hippocampus,22224,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL627130,U,0,,,,,1,,BAO_0000218,
11529,955.0,Intermediate,Brain,50597,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL627131,N,1,,,,,1,,BAO_0000218,
11530,955.0,Intermediate,Brain,50597,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL627132,N,1,,,,,1,,BAO_0000218,
11531,955.0,Intermediate,Brain,50597,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL627133,N,1,,,,,1,,BAO_0000218,
11532,2037.0,Intermediate,Cerebellum,50597,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL627134,N,1,,,,,1,,BAO_0000218,
11533,2037.0,Intermediate,Cerebellum,50597,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL627135,N,1,,,,,1,,BAO_0000218,
11534,2037.0,Intermediate,Cerebellum,50597,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL627136,N,1,,,,,1,,BAO_0000218,
11535,,Intermediate,,50597,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL628435,N,1,,,,,1,,BAO_0000218,
11536,,Intermediate,,50597,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL628436,N,1,,,,,1,,BAO_0000218,
11537,,Intermediate,,50597,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL628437,N,1,,,,,1,,BAO_0000218,
11538,948.0,Intermediate,Heart,50597,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL628438,N,1,,,,,1,,BAO_0000218,
11539,948.0,Intermediate,Heart,50597,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL628439,N,1,,,,,1,,BAO_0000218,
11540,948.0,Intermediate,Heart,50597,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL628440,N,1,,,,,1,,BAO_0000218,
11541,10000000.0,Intermediate,Hippocampus,50597,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL628441,N,1,,,,,1,,BAO_0000218,
11542,10000000.0,Intermediate,Hippocampus,50597,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL628442,N,1,,,,,1,,BAO_0000218,
11543,10000000.0,Intermediate,Hippocampus,50597,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL628443,N,1,,,,,1,,BAO_0000218,
11544,2113.0,Intermediate,Kidney,50597,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL628444,N,1,,,,,1,,BAO_0000218,
11545,2113.0,Intermediate,Kidney,50597,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL628445,N,1,,,,,1,,BAO_0000218,
11546,2113.0,Intermediate,Kidney,50597,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL877504,N,1,,,,,1,,BAO_0000218,
11547,2107.0,Intermediate,Liver,50597,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL628446,N,1,,,,,1,,BAO_0000218,
11548,2107.0,Intermediate,Liver,50597,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL626874,N,1,,,,,1,,BAO_0000218,
11549,2107.0,Intermediate,Liver,50597,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL626875,N,1,,,,,1,,BAO_0000218,
11550,2048.0,Intermediate,Lung,50597,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL626876,N,1,,,,,1,,BAO_0000218,
11551,2048.0,Intermediate,Lung,50597,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 30 min,CHEMBL626877,N,1,,,,,1,,BAO_0000218,
11552,2048.0,Intermediate,Lung,50597,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 60 min,CHEMBL626878,N,1,,,,,1,,BAO_0000218,
11553,2385.0,Intermediate,Muscle tissue,50597,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 2 min,CHEMBL626879,N,1,,,,,1,,BAO_0000218,
11554,1969.0,Autocuration,Plasma,22224,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of monkey after oral administration of 0.05 mmol/kg,CHEMBL626880,U,0,,,,,1,,BAO_0000218,
11555,1969.0,Intermediate,Plasma,50594,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg,CHEMBL626881,N,1,,,,,1,,BAO_0000218,
11556,1969.0,Intermediate,Plasma,50597,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of rat after oral administration of 0.05 mmol/kg,CHEMBL626882,N,1,,,,,1,,BAO_0000218,
11557,1969.0,Intermediate,Plasma,50588,Peak plasma concentration was measured in dogs,CHEMBL626883,N,1,,,,,1,,BAO_0000218,
11558,,Intermediate,,50597,Pharmacokinetic Parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,CHEMBL626884,N,1,,,,,1,,BAO_0000218,
11559,,Intermediate,,50597,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,CHEMBL626885,N,1,,,,,1,,BAO_0000218,
11560,,Intermediate,,50597,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,CHEMBL626886,N,1,,,,,1,,BAO_0000218,
11561,,Intermediate,,50597,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,CHEMBL626887,N,1,,,,,1,,BAO_0000218,
11562,,Intermediate,,50597,Pharmacokinetic parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,CHEMBL626888,N,1,,,,,1,,BAO_0000218,
11563,,Intermediate,,50588,Pharmacokinetic parameter Cmax determined after intravenous administration of 15 mg/kg to dog,CHEMBL626889,N,1,,,,,1,,BAO_0000218,
11564,,Autocuration,,22224,Pharmacokinetic parameter Cmax determined after intravenous administration of 25 mg/kg to monkey,CHEMBL626761,U,0,,,,,1,,BAO_0000218,
11565,,Intermediate,,50588,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg abd antacid (CaCO3 dosed orally 10 min prior to and 60 min postdosing) to dog,CHEMBL626762,N,1,,,,,1,,BAO_0000218,
11566,,Intermediate,,50588,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg to dog,CHEMBL626763,N,1,,,,,1,,BAO_0000218,
11567,,Intermediate,,50597,Pharmacokinetic parameter Cmax determined after intravenous administration of 50 mg/kg to rat,CHEMBL626764,N,1,,,,,1,,BAO_0000218,
11568,,Intermediate,,50597,Pharmacokinetic parameter Cmax determined after intravenous administration of 60 mg/kg to rat,CHEMBL626765,N,1,,,,,1,,BAO_0000218,
11569,,Intermediate,,50588,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to dog,CHEMBL626766,N,1,,,,,1,,BAO_0000218,
11570,,Intermediate,,50597,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat,CHEMBL626767,N,1,,,,,1,,BAO_0000218,
11571,,Intermediate,,50597,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat; No levels,CHEMBL626768,N,1,,,,,1,,BAO_0000218,
11572,,Intermediate,,50588,Pharmacokinetic parameter Cmax determined after peroral administration of 15 mg/kg to dog,CHEMBL626769,N,1,,,,,1,,BAO_0000218,
11573,,Intermediate,,50588,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to dog,CHEMBL874463,N,1,,,,,1,,BAO_0000218,
11574,,Autocuration,,22224,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey,CHEMBL626770,U,0,,,,,1,,BAO_0000218,
11575,,Autocuration,,22224,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey; No levels,CHEMBL626771,U,0,,,,,1,,BAO_0000218,
11576,,Intermediate,,50597,Pharmacokinetic parameter Cmax determined after peroral administration of 50 mg/kg to rat,CHEMBL626772,N,1,,,,,1,,BAO_0000218,
11577,,Intermediate,,100710,Pharmacokinetic parameter Cmax for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,CHEMBL626773,N,1,,,,,1,,BAO_0000218,
11578,,Intermediate,,50594,Pharmacokinetic parameter Cmax for the compound was evaluated in nude mice after oral administration. ,CHEMBL626774,N,1,,,,,1,,BAO_0000218,
11579,,Intermediate,,50588,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 375 mg/kg,CHEMBL626775,N,1,,,,,1,,BAO_0000218,
11580,,Intermediate,,50588,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 500 mg/kg,CHEMBL626776,N,1,,,,,1,,BAO_0000218,
11581,,Intermediate,,50597,Maximum concentration (Cmax) in rat when administered orally,CHEMBL626777,N,1,,,,,1,,BAO_0000218,
11582,1969.0,Autocuration,Plasma,22224,Maximal concentration in monkey plasma after 25 mg/kg oral dose,CHEMBL626778,U,0,,,,,1,,BAO_0000218,
11583,,Autocuration,,22224,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.17-0.20)",CHEMBL626779,U,0,,,,,1,,BAO_0000218,
11584,,Autocuration,,22224,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.4-0.8)",CHEMBL626780,U,0,,,,,1,,BAO_0000218,
11585,1969.0,Autocuration,Plasma,22224,Cmax in rat plasma after single 5 mg/kg oral cassette gavage dose,CHEMBL626781,U,0,,,,,1,,BAO_0000218,
11586,,Intermediate,,50597,Pharmacokinetic profile Cmax was evaluated in rats,CHEMBL632164,N,1,,,,,1,,BAO_0000218,
11587,,Intermediate,,50588,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in dog (25 mg/kg),CHEMBL632165,N,1,,,,,1,,BAO_0000218,
11588,,Intermediate,,50594,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in mice (50 mg/kg),CHEMBL632166,N,1,,,,,1,,BAO_0000218,
11589,,Intermediate,,50588,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to dog (25 mg/kg),CHEMBL632167,N,1,,,,,1,,BAO_0000218,
11590,,Intermediate,,50594,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to mice (50 mg/kg),CHEMBL632168,N,1,,,,,1,,BAO_0000218,
11591,1969.0,Autocuration,Plasma,22224,Cmax in rat plasma,CHEMBL632169,U,0,,,,,1,,BAO_0000218,
11592,1969.0,Intermediate,Plasma,50588,Cmax in dog plasma after 30mg/kg oral dose,CHEMBL632170,N,1,,,,,1,,BAO_0000218,
11593,1969.0,Intermediate,Plasma,50597,Cmax in rat plasma after 30mg/kg oral dose,CHEMBL632171,N,1,,,,,1,,BAO_0000218,
11594,1969.0,Intermediate,Plasma,50597,Plasma level in rats at 30 mg/kg,CHEMBL632172,N,1,,,,,1,,BAO_0000218,
11595,1969.0,Intermediate,Plasma,50594,Tested for maximum plasma concentration in mice,CHEMBL632173,N,1,,,,,1,,BAO_0000218,
11596,,Intermediate,,50597,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",CHEMBL632174,N,1,,,,,1,,BAO_0000218,
11597,,Intermediate,,50597,The Cmax values in female wistar rats.,CHEMBL632175,N,1,,,,,1,,BAO_0000218,
11598,1969.0,Intermediate,Plasma,50588,The Peak plasma concentration was measured in dogs after oral administration of 1 mg/kg dose,CHEMBL632176,N,1,,,,,1,,BAO_0000218,
11599,1969.0,Intermediate,Plasma,50597,The Peak plasma concentration was measured in rats after oral administration of 1 mg/kg dose,CHEMBL632177,N,1,,,,,1,,BAO_0000218,
11600,1969.0,Intermediate,Plasma,50597,The compound tested for maximum observed plasma concentration in rats and is expressed in microgram/mL.,CHEMBL632178,N,1,,,,,1,,BAO_0000218,
11601,,Intermediate,,50597,The compound was tested for Cmax value pharmacokinetic parameter in the male Sprague-Dawley rat.,CHEMBL632179,N,1,,,,,1,,BAO_0000218,
