assays_ss_d,assays_cnfdnc_scr,assays_vrnt_d,assays_ss_ctgr,assays_tss_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_rgnsm,assays_src_ss_d,assays_src_d,assays_rltnshp_tp,assays_ss_cll_tp,assays_td,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
13783,1,,,2385.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623206,,BAO_0000218
13784,1,,,2385.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623207,,BAO_0000218
13785,1,,,2385.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623208,,BAO_0000218
13786,1,,,2385.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623209,,BAO_0000218
13787,1,,,2385.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623210,,BAO_0000218
13788,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623211,,BAO_0000218
13789,1,,,995.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623212,,BAO_0000218
13790,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623213,,BAO_0000019
13791,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623214,,BAO_0000019
13792,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623215,,BAO_0000019
13793,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623216,,BAO_0000019
13794,1,,,,,,Bos taurus,,1,N,,50591,Intermediate,CHEMBL623217,,BAO_0000218
13795,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623218,,BAO_0000019
13796,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623913,,BAO_0000019
13797,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623914,,BAO_0000019
13798,0,,,,,,,,1,U,,22229,Autocuration,CHEMBL623915,,BAO_0000100
13799,0,,,,,,,,1,U,,22229,Autocuration,CHEMBL624080,,BAO_0000100
13800,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624081,,BAO_0000019
13801,1,,,,,,Homo sapiens,,1,N,,50587,Intermediate,CHEMBL624082,,BAO_0000218
13802,1,,,,,,Homo sapiens,,1,N,,50587,Intermediate,CHEMBL625054,,BAO_0000218
13803,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL877485,,BAO_0000019
13804,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL625055,,BAO_0000218
13805,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL625056,,BAO_0000218
13806,1,,,,,,Homo sapiens,,1,N,,50587,Intermediate,CHEMBL625057,,BAO_0000218
13807,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625058,,BAO_0000019
13808,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL625059,,BAO_0000218
13809,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL629536,,BAO_0000218
13810,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629537,,BAO_0000218
13811,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629538,,BAO_0000218
13812,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629539,,BAO_0000218
13813,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874445,,BAO_0000218
13814,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629540,,BAO_0000218
13815,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629541,,BAO_0000218
13816,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629542,,BAO_0000218
13817,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630243,,BAO_0000218
13818,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630244,,BAO_0000218
13819,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630245,,BAO_0000218
13820,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630246,,BAO_0000218
13821,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630247,,BAO_0000218
13822,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630248,,BAO_0000218
13823,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630249,,BAO_0000218
13824,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630250,,BAO_0000218
13825,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630251,,BAO_0000218
13826,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630252,,BAO_0000218
13827,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630408,,BAO_0000218
13828,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630409,,BAO_0000218
13829,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874446,,BAO_0000218
13830,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630410,,BAO_0000218
13831,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630411,,BAO_0000218
13832,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630412,,BAO_0000218
13833,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630413,,BAO_0000218
13834,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630414,,BAO_0000218
13835,1,,,2037.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630415,,BAO_0000218
13836,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630416,,BAO_0000218
13837,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630417,,BAO_0000218
13838,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630418,,BAO_0000218
13839,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630419,,BAO_0000218
13840,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630420,,BAO_0000218
13841,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630421,,BAO_0000218
13842,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630422,,BAO_0000218
13843,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630423,,BAO_0000218
13844,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630424,,BAO_0000218
13845,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630425,,BAO_0000218
13846,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL629462,,BAO_0000218
13847,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630426,,BAO_0000218
13848,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630427,,BAO_0000218
13849,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625877,,BAO_0000218
13850,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625878,,BAO_0000218
13851,1,,,10000000.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625879,,BAO_0000218
13852,1,,,10000000.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625880,,BAO_0000218
13853,1,,,10000000.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625881,,BAO_0000218
13854,1,,,10000000.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625882,,BAO_0000218
13855,1,,,10000000.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625883,,BAO_0000218
13856,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625884,,BAO_0000218
13857,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625885,,BAO_0000218
13858,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628649,,BAO_0000218
13859,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628650,,BAO_0000218
13860,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628651,,BAO_0000218
13861,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628652,,BAO_0000218
13862,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628653,,BAO_0000218
13863,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628654,,BAO_0000218
13864,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628655,,BAO_0000218
13865,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625238,,BAO_0000218
13866,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625239,,BAO_0000218
13867,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625240,,BAO_0000218
13868,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625241,,BAO_0000218
13869,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625242,,BAO_0000218
13870,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874587,,BAO_0000218
13871,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625405,,BAO_0000218
13872,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625406,,BAO_0000218
13873,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625407,,BAO_0000218
13874,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625408,,BAO_0000218
13875,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625409,,BAO_0000218
13876,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625410,,BAO_0000218
13877,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625411,,BAO_0000218
13878,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625412,,BAO_0000218
13879,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625413,,BAO_0000218
13880,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625414,,BAO_0000218
13881,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625415,,BAO_0000218
13882,1,,,1515.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625416,,BAO_0000218
13883,1,,,1088.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625417,,BAO_0000218
13884,1,,,1988.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625418,,BAO_0000218
13885,1,,,1088.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625419,,BAO_0000218
13886,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625420,,BAO_0000218
13887,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626996,,BAO_0000218
13888,1,,,1988.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626997,,BAO_0000218
13889,1,,,1088.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626998,,BAO_0000218
13890,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626999,,BAO_0000218
13891,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627000,,BAO_0000218
13892,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627001,,BAO_0000218
13893,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627002,,BAO_0000218
13894,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627003,,BAO_0000218
13895,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627004,,BAO_0000218
13896,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627005,,BAO_0000218
13897,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL874594,,BAO_0000218
13898,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627006,,BAO_0000218
13899,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627007,,BAO_0000218
13900,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627884,,BAO_0000218
13901,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627885,,BAO_0000218
13902,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627886,,BAO_0000218
13903,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627887,,BAO_0000218
13904,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627888,,BAO_0000218
13905,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL628057,,BAO_0000218
13906,1,,,1088.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627405,,BAO_0000218
13907,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627406,,BAO_0000218
13908,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627407,,BAO_0000218
13909,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627408,,BAO_0000218
13910,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627409,,BAO_0000218
13911,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL875486,,BAO_0000218
13912,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627410,,BAO_0000218
13913,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627411,,BAO_0000218
13914,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627412,,BAO_0000218
13915,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627413,,BAO_0000218
13916,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627414,,BAO_0000218
13917,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627415,,BAO_0000218
13918,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627416,,BAO_0000218
13919,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627417,,BAO_0000218
13920,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627418,,BAO_0000218
13921,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627419,,BAO_0000218
13922,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627320,,BAO_0000218
13923,1,,,1088.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL627321,,BAO_0000218
13924,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627322,,BAO_0000218
13925,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627323,,BAO_0000218
13926,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627491,,BAO_0000218
13927,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627492,,BAO_0000218
13928,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627493,,BAO_0000218
13929,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627494,,BAO_0000218
13930,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627495,,BAO_0000218
13931,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627496,,BAO_0000218
13932,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627497,,BAO_0000218
13933,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627498,,BAO_0000218
13934,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627499,,BAO_0000218
13935,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627500,,BAO_0000218
13936,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627501,,BAO_0000218
13937,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625616,,BAO_0000218
13938,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625617,,BAO_0000218
13939,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625618,,BAO_0000218
13940,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625619,,BAO_0000218
13941,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625620,,BAO_0000218
13942,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625621,,BAO_0000218
13943,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625622,,BAO_0000218
13944,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625788,,BAO_0000218
13945,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625789,,BAO_0000218
13946,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625790,,BAO_0000218
13947,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625791,,BAO_0000218
13948,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622334,,BAO_0000218
13949,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622335,,BAO_0000218
13950,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622336,,BAO_0000218
13951,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622337,,BAO_0000218
13952,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622338,,BAO_0000218
13953,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622339,,BAO_0000218
13954,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624153,,BAO_0000218
13955,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628430,,BAO_0000218
13956,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628431,,BAO_0000218
13957,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628432,,BAO_0000218
13958,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628433,,BAO_0000218
13959,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628434,,BAO_0000218
13960,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626789,,BAO_0000218
13961,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626790,,BAO_0000218
13962,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626791,,BAO_0000218
13963,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626792,,BAO_0000218
13964,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626793,,BAO_0000218
13965,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627436,,BAO_0000218
13966,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627437,,BAO_0000218
13967,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627438,,BAO_0000218
13968,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627439,,BAO_0000218
13969,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627440,,BAO_0000218
13970,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627602,,BAO_0000218
13971,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627603,,BAO_0000218
13972,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627604,,BAO_0000218
13973,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627605,,BAO_0000218
13974,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627606,,BAO_0000218
13975,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627607,,BAO_0000218
13976,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627608,,BAO_0000218
13977,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627609,,BAO_0000218
13978,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627610,,BAO_0000218
13979,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627611,,BAO_0000218
13980,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627612,,BAO_0000218
13981,0,,,,,,,,1,U,,22229,Autocuration,CHEMBL627613,,BAO_0000100
13982,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627614,,BAO_0000100
13983,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627615,,BAO_0000100
13984,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627616,,BAO_0000100
13985,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627617,,BAO_0000100
13986,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627618,,BAO_0000019
13987,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627619,,BAO_0000019
13988,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627620,,BAO_0000019
13989,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627621,,BAO_0000019
13990,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627622,,BAO_0000019
13991,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627623,,BAO_0000019
13992,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627624,,BAO_0000019
13993,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL627625,,BAO_0000019
13994,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL628523,,BAO_0000019
13995,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL628524,,BAO_0000019
13996,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL628525,,BAO_0000019
13997,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625732,,BAO_0000019
13998,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625733,,BAO_0000019
13999,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625734,,BAO_0000019
14000,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625913,,BAO_0000019
14001,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625914,,BAO_0000019
14002,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625915,,BAO_0000019
14003,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625916,,BAO_0000019
14004,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625917,,BAO_0000019
14005,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625918,,BAO_0000019
14006,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625919,,BAO_0000019
14007,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625920,,BAO_0000019
14008,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL874453,,BAO_0000019
14009,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625921,,BAO_0000019
14010,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625922,,BAO_0000019
14011,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625923,,BAO_0000019
14012,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625924,,BAO_0000019
14013,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625925,,BAO_0000019
14014,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625926,,BAO_0000019
14015,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627704,,BAO_0000218
14016,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627705,,BAO_0000218
14017,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627706,,BAO_0000218
14018,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627707,,BAO_0000218
14019,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627708,,BAO_0000218
14020,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628361,,BAO_0000218
14021,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628362,,BAO_0000218
14022,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628363,,BAO_0000218
14023,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628364,,BAO_0000218
14024,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628365,,BAO_0000218
14025,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874454,,BAO_0000218
14026,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628531,,BAO_0000218
14027,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628532,,BAO_0000218
14028,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628533,,BAO_0000218
14029,1,,,2435.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628534,,BAO_0000218
14030,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628535,,BAO_0000218
14031,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628536,,BAO_0000218
14032,1,,,2046.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628537,,BAO_0000218
