Fiscal year,ICT as a tool for development (marker),Fund centre ID,Biodiversity (marker),Organisation sub-class,CountryRegion percent,Branch ID,Organisation name,Division name,Maximum CIDA contribution (project-level),Status,Section name,Climate change mitigation (marker),Organisation ID,Continent ID,CIDA business delivery model (old),Enviromental sustainability (marker),CFLI (marker),CountryRegion ID,Trade development (marker),CountryRegion name,Desertification (marker),Regional program (marker),Project number,Untied amount(Project-level budget),Branch name,Division ID,Section ID,Fund centre name,FSTC percent,IRTC percent,Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Participatory development and good governance,Urban issues (marker),Children issues (marker)
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0088,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.0096,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,3,Core Funding,0,0,3,0,Asia,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5246,0,UNITED NATIONS,0.005,B5100,UNAIDS - United Nations AIDS,MND Health&Nutrition,5400000.0,Closed,MNG Global Health,0,1005158,5,Core Funding,0,0,5,0,Europe,0,0,M013120001,5400000.0,MFM Global Issues and Development,D5240,S5245,Global Health - CORE,0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,0,0,0
2009/2010,0,5303,0,UNITED NATIONS,1.0,B5100,UNICEF - United Nations Children's Fund,MHDInternational Humanitarian Assistance,250000.0,Closed,MHI International Humanitarian Assis ops,0,1001302,2,Responsive,0,0,BF,0,Burkina-Faso,0,0,M013121001,250000.0,MFM Global Issues and Development,D5301,S5320,MHI Non-Food INIT,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,5303,0,NGO,1.0,B5100,Plan International Canada Inc. (Plan Canada),MHDInternational Humanitarian Assistance,150000.0,Closed,MHI International Humanitarian Assis ops,0,1001512,2,Responsive,0,0,BF,0,Burkina-Faso,0,0,M013122001,150000.0,MFM Global Issues and Development,D5301,S5320,MHI Non-Food INIT,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,3,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,1,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,5,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,3,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,2,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,1,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,3,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,5,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,1,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,3,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,2,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,5,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,2,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,2,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,1,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,1,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,3,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,2,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
2009/2010,0,5439,0,UNITED NATIONS,0.0067,B5100,IFAD - International Fund for Agricultural Development,MSD Food Security and Environment,75000000.0,Terminating,MSF Food Security,1,1002422,5,Core Funding,1,0,21,0,United Nations,0,0,M013123001,75000000.0,MFM Global Issues and Development,D5280,S5300,IFI - Food Security CORE (IFAD),0.0,0.0,Uncoded: Pre-APP,0,Not PBA,0,1,0,0
