fsclr,rgnlprgrm(mrkr),prjctbrwsrcntrd,cntrrgnd,cdbsnssdlvrmdl(ld),fndcntrd,mntspnt,sctnd,dsrtfctn(mrkr),prjctnmbr,nvrmntlsstnblt(mrkr),prtcptrdvlpmntndgdgvrnnc,dsbltsss(mrkr),rgnstnnm,cntnntd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),thsss(mrkr),ndgnssss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),gndrqlt(mrkr),rgnstnd,rgnstntp,rgnstnclss,rgnstnsb-clss,cntnntnm,cntrrgnnm,cntrrgnprcnt,sctrd,sctrnm,sctrprcnt
2009/2010,1,UA,UA,Responsive,3106,44909.084,S3116,0,Z020789001,0,1,0,FOUNDATION OPEN SOCIETY INSTITUTE,5,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Europe,Ukraine,0.38,12110,Health policy and administrative management,0.2
2009/2010,1,UA,UA,Responsive,3106,640.4413599999999,S3116,0,Z020789001,0,1,0,Pyra Management Consulting Services Inc.,5,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,Civil Society,CONSULTING SERVICES,Europe,Ukraine,0.38,12110,Health policy and administrative management,0.2
2009/2010,1,UA,UA,Responsive,3106,89818.168,S3116,0,Z020789001,0,1,0,FOUNDATION OPEN SOCIETY INSTITUTE,5,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Europe,Ukraine,0.38,13040,STD control including HIV/AIDS,0.4
2009/2010,1,UA,UA,Responsive,3106,1280.8827199999998,S3116,0,Z020789001,0,1,0,Pyra Management Consulting Services Inc.,5,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,Civil Society,CONSULTING SERVICES,Europe,Ukraine,0.38,13040,STD control including HIV/AIDS,0.4
2009/2010,1,UA,UA,Responsive,3106,67363.62599999999,S3116,0,Z020789001,0,1,0,FOUNDATION OPEN SOCIETY INSTITUTE,5,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Europe,Ukraine,0.38,15150,Democratic participation and civil society,0.3
2009/2010,1,UA,UA,Responsive,3106,960.66204,S3116,0,Z020789001,0,1,0,Pyra Management Consulting Services Inc.,5,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,Civil Society,CONSULTING SERVICES,Europe,Ukraine,0.38,15150,Democratic participation and civil society,0.3
2009/2010,1,UA,UA,Responsive,3106,22454.542,S3116,0,Z020789001,0,1,0,FOUNDATION OPEN SOCIETY INSTITUTE,5,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Europe,Ukraine,0.38,15160,Human rights,0.1
2009/2010,1,UA,UA,Responsive,3106,320.22067999999996,S3116,0,Z020789001,0,1,0,Pyra Management Consulting Services Inc.,5,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,Civil Society,CONSULTING SERVICES,Europe,Ukraine,0.38,15160,Human rights,0.1
2009/2010,1,MA,70,Responsive,3127,52385.6,S4256,0,Z020791001,0,1,0,International Foundation for Electoral Systems,2,0,0,0,0,0,0,0,3,1001288,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Africa,Northern Africa,0.4,15150,Democratic participation and civil society,1.0
2009/2010,1,YE,130,Responsive,3127,26192.8,S4256,0,Z020791001,0,1,0,International Foundation for Electoral Systems,3,0,0,0,0,0,0,0,3,1001288,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Asia,Western Asia,0.2,15150,Democratic participation and civil society,1.0
2009/2010,1,LB,130,Responsive,3127,52385.6,S4256,0,Z020791001,0,1,0,International Foundation for Electoral Systems,3,0,0,0,0,0,0,0,3,1001288,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,Asia,Western Asia,0.4,15150,Democratic participation and civil society,1.0
2009/2010,1,UA,240,Responsive,3201,5160.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,14015,Water resources conservation (including data collection),0.1
2009/2010,1,UA,240,Responsive,3201,5160.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,15110,Public sector policy and administrative management,0.1
2009/2010,1,UA,240,Responsive,3201,5160.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,UA,240,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,UA,240,Responsive,3201,25800.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,41010,Environmental policy and administrative management,0.5
2009/2010,1,UA,240,Responsive,3201,5160.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,41081,Environmental education/training,0.1
2009/2010,1,UA,240,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Eastern Europe,0.12,43030,Urban development and management,0.05
2009/2010,1,BA,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,14015,Water resources conservation (including data collection),0.1
2009/2010,1,BA,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,15110,Public sector policy and administrative management,0.1
2009/2010,1,BA,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,BA,910,Responsive,3201,1290.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,BA,910,Responsive,3201,12900.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,41010,Environmental policy and administrative management,0.5
2009/2010,1,BA,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,41081,Environmental education/training,0.1
2009/2010,1,BA,910,Responsive,3201,1290.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,43030,Urban development and management,0.05
2009/2010,1,RS,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,14015,Water resources conservation (including data collection),0.1
2009/2010,1,RS,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,15110,Public sector policy and administrative management,0.1
2009/2010,1,RS,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,RS,910,Responsive,3201,1290.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,RS,910,Responsive,3201,12900.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,41010,Environmental policy and administrative management,0.5
2009/2010,1,RS,910,Responsive,3201,2580.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,41081,Environmental education/training,0.1
2009/2010,1,RS,910,Responsive,3201,1290.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.06,43030,Urban development and management,0.05
2009/2010,1,ME,910,Responsive,3201,6020.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,14015,Water resources conservation (including data collection),0.1
2009/2010,1,ME,910,Responsive,3201,6020.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,15110,Public sector policy and administrative management,0.1
2009/2010,1,ME,910,Responsive,3201,6020.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,ME,910,Responsive,3201,3010.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,ME,910,Responsive,3201,30100.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,41010,Environmental policy and administrative management,0.5
2009/2010,1,ME,910,Responsive,3201,6020.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,41081,Environmental education/training,0.1
2009/2010,1,ME,910,Responsive,3201,3010.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,5,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Balkans Region,0.14,43030,Urban development and management,0.05
2009/2010,1,GE,930,Responsive,3201,8600.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,14015,Water resources conservation (including data collection),0.1
2009/2010,1,GE,930,Responsive,3201,8600.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,15110,Public sector policy and administrative management,0.1
2009/2010,1,GE,930,Responsive,3201,8600.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,GE,930,Responsive,3201,4300.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,GE,930,Responsive,3201,43000.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,41010,Environmental policy and administrative management,0.5
2009/2010,1,GE,930,Responsive,3201,8600.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,41081,Environmental education/training,0.1
2009/2010,1,GE,930,Responsive,3201,4300.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.2,43030,Urban development and management,0.05
2009/2010,1,AM,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,14015,Water resources conservation (including data collection),0.1
2009/2010,1,AM,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,15110,Public sector policy and administrative management,0.1
2009/2010,1,AM,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,AM,930,Responsive,3201,4515.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,AM,930,Responsive,3201,45150.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,41010,Environmental policy and administrative management,0.5
2009/2010,1,AM,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,41081,Environmental education/training,0.1
2009/2010,1,AM,930,Responsive,3201,4515.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,43030,Urban development and management,0.05
2009/2010,1,AZ,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,14015,Water resources conservation (including data collection),0.1
2009/2010,1,AZ,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,15110,Public sector policy and administrative management,0.1
2009/2010,1,AZ,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,15220,"Civilian peace-building, conflict prevention and resolution",0.1
2009/2010,1,AZ,930,Responsive,3201,4515.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,32210,Mineral/mining policy and administrative management,0.05
2009/2010,1,AZ,930,Responsive,3201,45150.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,41010,Environmental policy and administrative management,0.5
2009/2010,1,AZ,930,Responsive,3201,9030.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,41081,Environmental education/training,0.1
2009/2010,1,AZ,930,Responsive,3201,4515.0,S3116,0,Z020794001,1,1,0,Organization for Security and o-operation in Europe,3,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Caucasus Region,0.21,43030,Urban development and management,0.05
2009/2010,1,AM,AM,Responsive,3201,12082.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Armenia,0.09,15110,Public sector policy and administrative management,0.15
2009/2010,1,AM,AM,Responsive,3201,20137.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Armenia,0.09,15130,Legal and judicial development,0.25
2009/2010,1,AM,AM,Responsive,3201,20137.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Armenia,0.09,15150,Democratic participation and civil society,0.25
2009/2010,1,AM,AM,Responsive,3201,28192.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Armenia,0.09,15160,Human rights,0.35
2009/2010,1,AZ,AZ,Responsive,3201,8055.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Azerbaijan,0.06,15110,Public sector policy and administrative management,0.15
2009/2010,1,AZ,AZ,Responsive,3201,13425.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Azerbaijan,0.06,15130,Legal and judicial development,0.25
2009/2010,1,AZ,AZ,Responsive,3201,13425.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Azerbaijan,0.06,15150,Democratic participation and civil society,0.25
2009/2010,1,AZ,AZ,Responsive,3201,18795.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Azerbaijan,0.06,15160,Human rights,0.35
2009/2010,1,BA,BA,Responsive,3201,18795.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Bosnia & Herz.,0.14,15110,Public sector policy and administrative management,0.15
2009/2010,1,BA,BA,Responsive,3201,31325.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Bosnia & Herz.,0.14,15130,Legal and judicial development,0.25
2009/2010,1,BA,BA,Responsive,3201,31325.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Bosnia & Herz.,0.14,15150,Democratic participation and civil society,0.25
2009/2010,1,BA,BA,Responsive,3201,43855.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Bosnia & Herz.,0.14,15160,Human rights,0.35
2009/2010,1,GE,GE,Responsive,3201,16110.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Georgia,0.12,15110,Public sector policy and administrative management,0.15
2009/2010,1,GE,GE,Responsive,3201,26850.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Georgia,0.12,15130,Legal and judicial development,0.25
2009/2010,1,GE,GE,Responsive,3201,26850.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Georgia,0.12,15150,Democratic participation and civil society,0.25
2009/2010,1,GE,GE,Responsive,3201,37590.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Georgia,0.12,15160,Human rights,0.35
2009/2010,1,KG,KG,Responsive,3201,5370.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Kyrgyzstan,0.04,15110,Public sector policy and administrative management,0.15
2009/2010,1,KG,KG,Responsive,3201,8950.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Kyrgyzstan,0.04,15130,Legal and judicial development,0.25
2009/2010,1,KG,KG,Responsive,3201,8950.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Kyrgyzstan,0.04,15150,Democratic participation and civil society,0.25
2009/2010,1,KG,KG,Responsive,3201,12530.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,3,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Kyrgyzstan,0.04,15160,Human rights,0.35
2009/2010,1,ME,ME,Responsive,3201,4027.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Montenegro,0.03,15110,Public sector policy and administrative management,0.15
2009/2010,1,ME,ME,Responsive,3201,6712.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Montenegro,0.03,15130,Legal and judicial development,0.25
2009/2010,1,ME,ME,Responsive,3201,6712.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Montenegro,0.03,15150,Democratic participation and civil society,0.25
2009/2010,1,ME,ME,Responsive,3201,9397.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Montenegro,0.03,15160,Human rights,0.35
2009/2010,1,RS,RS,Responsive,3201,17452.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Serbia,0.13,15110,Public sector policy and administrative management,0.15
2009/2010,1,RS,RS,Responsive,3201,29087.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Serbia,0.13,15130,Legal and judicial development,0.25
2009/2010,1,RS,RS,Responsive,3201,29087.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Serbia,0.13,15150,Democratic participation and civil society,0.25
2009/2010,1,RS,RS,Responsive,3201,40722.5,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Serbia,0.13,15160,Human rights,0.35
2009/2010,1,RU,RU,Responsive,3201,21480.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Russian Fed.,0.16,15110,Public sector policy and administrative management,0.15
2009/2010,1,RU,RU,Responsive,3201,35800.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Russian Fed.,0.16,15130,Legal and judicial development,0.25
2009/2010,1,RU,RU,Responsive,3201,35800.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Russian Fed.,0.16,15150,Democratic participation and civil society,0.25
2009/2010,1,RU,RU,Responsive,3201,50120.0,S3116,0,Z020796001,0,1,0,Organization for Security and o-operation in Europe,5,0,0,1,0,0,0,0,2,1002130,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Europe,Russian Fed.,0.16,15160,Human rights,0.35
