ASI,BFO,DI,CEI,CHEI,ASSTY,TISI,ASTI,ASCT,ASTIS,SASI,Ti,RELATY,CONFISC,CURAB,SRI,VARII
13492,BAO_0000218,8133,,CHEMBL631250,A,1088.0,314293.0,,Urine,,22224,U,0,Autocuration,1,
13493,BAO_0000218,8133,,CHEMBL631251,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13494,BAO_0000218,8133,,CHEMBL631252,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13495,BAO_0000218,8133,,CHEMBL631253,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13496,BAO_0000218,8133,,CHEMBL631254,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13497,BAO_0000218,8133,,CHEMBL631255,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13498,BAO_0000218,8133,,CHEMBL631256,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13499,BAO_0000218,8133,,CHEMBL631257,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13500,BAO_0000218,8133,,CHEMBL628009,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13501,BAO_0000218,8133,,CHEMBL628010,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13502,BAO_0000218,8133,,CHEMBL628011,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13503,BAO_0000218,8133,,CHEMBL628012,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13504,BAO_0000218,8133,,CHEMBL628013,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13505,BAO_0000218,8133,,CHEMBL628014,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13506,BAO_0000218,8133,,CHEMBL628015,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13507,BAO_0000218,8133,,CHEMBL628016,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13508,BAO_0000218,8133,,CHEMBL874461,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13509,BAO_0000218,8133,,CHEMBL628017,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13510,BAO_0000218,8133,,CHEMBL628018,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13511,BAO_0000218,8133,,CHEMBL628019,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13512,BAO_0000218,8133,,CHEMBL628020,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13513,BAO_0000218,8133,,CHEMBL628021,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13514,BAO_0000218,8133,,CHEMBL628022,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13515,BAO_0000218,8133,,CHEMBL628023,A,1088.0,9615.0,,Urine,,50588,N,1,Intermediate,1,
13516,BAO_0000218,8133,,CHEMBL628024,A,1088.0,314293.0,,Urine,,22224,U,0,Autocuration,1,
13517,BAO_0000218,8133,,CHEMBL628025,A,1088.0,314293.0,,Urine,,22224,U,0,Autocuration,1,
13518,BAO_0000218,8133,,CHEMBL628026,A,1088.0,314293.0,,Urine,,22224,U,0,Autocuration,1,
13519,BAO_0000218,8133,,CHEMBL628027,A,1088.0,314293.0,,Urine,,22224,U,0,Autocuration,1,
13520,BAO_0000218,8133,,CHEMBL628028,A,1088.0,314293.0,,Urine,,22224,U,0,Autocuration,1,
13521,BAO_0000218,8133,,CHEMBL628029,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13522,BAO_0000218,8133,,CHEMBL628030,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13523,BAO_0000218,8133,,CHEMBL628031,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13524,BAO_0000218,8133,,CHEMBL628032,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13525,BAO_0000218,8133,,CHEMBL628033,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13526,BAO_0000218,8133,,CHEMBL628034,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13527,BAO_0000218,8133,,CHEMBL628035,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13528,BAO_0000218,8133,,CHEMBL628036,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13529,BAO_0000218,8133,,CHEMBL874462,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13530,BAO_0000218,9025,,CHEMBL628037,A,,9615.0,,,,50588,N,1,Intermediate,1,
13531,BAO_0000218,9025,,CHEMBL628123,A,,9615.0,,,,50588,N,1,Intermediate,1,
13532,BAO_0000218,9025,,CHEMBL628124,A,,9615.0,,,,50588,N,1,Intermediate,1,
13533,BAO_0000218,9025,,CHEMBL628125,A,,9615.0,,,,50588,N,1,Intermediate,1,
13534,BAO_0000218,9025,,CHEMBL628126,A,,9615.0,,,,50588,N,1,Intermediate,1,
13535,BAO_0000218,9025,,CHEMBL628127,A,,9615.0,,,,50588,N,1,Intermediate,1,
13536,BAO_0000218,9025,,CHEMBL628128,A,,9615.0,,,,50588,N,1,Intermediate,1,
13537,BAO_0000218,9025,,CHEMBL628129,A,,9615.0,,,,50588,N,1,Intermediate,1,
13538,BAO_0000218,9025,,CHEMBL628130,A,,9615.0,,,,50588,N,1,Intermediate,1,
13539,BAO_0000218,9025,,CHEMBL628131,A,,9615.0,,,,50588,N,1,Intermediate,1,
13540,BAO_0000218,9025,,CHEMBL628132,A,,9615.0,,,,50588,N,1,Intermediate,1,
13541,BAO_0000218,9025,,CHEMBL628133,A,,9615.0,,,,50588,N,1,Intermediate,1,
13542,BAO_0000218,9025,,CHEMBL628134,A,,9615.0,,,,50588,N,1,Intermediate,1,
13543,BAO_0000218,9025,,CHEMBL628135,A,,9615.0,,,,50588,N,1,Intermediate,1,
13544,BAO_0000218,9025,,CHEMBL628136,A,,9615.0,,,,50588,N,1,Intermediate,1,
13545,BAO_0000218,9025,,CHEMBL628137,A,,9615.0,,,,50588,N,1,Intermediate,1,
13546,BAO_0000218,9025,,CHEMBL628138,A,,9615.0,,,,50588,N,1,Intermediate,1,
13547,BAO_0000218,9025,,CHEMBL628139,A,,9615.0,,,,50588,N,1,Intermediate,1,
13548,BAO_0000218,9025,,CHEMBL628140,A,,9615.0,,,,50588,N,1,Intermediate,1,
13549,BAO_0000218,9025,,CHEMBL628141,A,,9615.0,,,,50588,N,1,Intermediate,1,
13550,BAO_0000218,9025,,CHEMBL628142,A,,9615.0,,,,50588,N,1,Intermediate,1,
13551,BAO_0000218,9025,,CHEMBL628143,A,,9615.0,,,,50588,N,1,Intermediate,1,
13552,BAO_0000218,9025,,CHEMBL628144,A,,9615.0,,,,50588,N,1,Intermediate,1,
13553,BAO_0000218,9025,,CHEMBL628145,A,,9615.0,,,,50588,N,1,Intermediate,1,
13554,BAO_0000218,9025,,CHEMBL628146,A,,9615.0,,,,50588,N,1,Intermediate,1,
13555,BAO_0000218,9025,,CHEMBL625355,A,,9615.0,,,,50588,N,1,Intermediate,1,
13556,BAO_0000218,9025,,CHEMBL625356,A,,9615.0,,,,50588,N,1,Intermediate,1,
13557,BAO_0000218,9025,,CHEMBL625357,A,,9615.0,,,,50588,N,1,Intermediate,1,
13558,BAO_0000218,9025,,CHEMBL625527,A,,9615.0,,,,50588,N,1,Intermediate,1,
13559,BAO_0000218,9025,,CHEMBL875473,A,,9615.0,,,,50588,N,1,Intermediate,1,
13560,BAO_0000218,9025,,CHEMBL625528,A,,9615.0,,,,50588,N,1,Intermediate,1,
13561,BAO_0000218,9025,,CHEMBL626304,A,,10116.0,,,,50597,N,1,Intermediate,1,
13562,BAO_0000218,9025,,CHEMBL624138,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
13563,BAO_0000100,6448,,CHEMBL624139,P,,,,,,22229,U,0,Autocuration,1,
13564,BAO_0000100,17221,,CHEMBL624140,P,,,,,,22229,U,0,Autocuration,1,
13565,BAO_0000100,6545,,CHEMBL624141,P,,,,,,22229,U,0,Autocuration,1,
13566,BAO_0000100,577,,CHEMBL624142,P,,,,,,22229,U,0,Autocuration,1,
13567,BAO_0000100,6285,,CHEMBL624143,P,,,,,,22229,U,0,Autocuration,1,
13568,BAO_0000100,6500,,CHEMBL624144,P,,,,,,22229,U,0,Autocuration,1,
13569,BAO_0000100,6716,,CHEMBL624145,P,,,,,,22229,U,0,Autocuration,1,
13570,BAO_0000100,13658,,CHEMBL624146,P,,,,,,22229,U,0,Autocuration,1,
13571,BAO_0000100,6549,,CHEMBL624147,P,,,,,,22229,U,0,Autocuration,1,
13572,BAO_0000100,14685,,CHEMBL883123,P,,,,,,22229,U,0,Autocuration,1,
13573,BAO_0000019,6893,,CHEMBL624148,A,,,,,,22224,U,0,Autocuration,1,
13574,BAO_0000019,3687,,CHEMBL874416,A,,,,,,22224,U,0,Autocuration,1,
13575,BAO_0000100,4207,,CHEMBL624149,P,,,,,,22229,U,0,Autocuration,1,
13576,BAO_0000100,4626,,CHEMBL624150,P,,,,,,22229,U,0,Autocuration,1,
13577,BAO_0000100,1021,,CHEMBL624151,P,,,,,,22224,U,0,Autocuration,1,
13578,BAO_0000100,3777,,CHEMBL624152,P,,,,,,22224,U,0,Autocuration,1,
13579,BAO_0000100,17533,,CHEMBL622139,P,,,,,,22224,U,0,Autocuration,1,
13580,BAO_0000100,6524,,CHEMBL622140,P,,,,,,22229,U,0,Autocuration,1,
13581,BAO_0000100,17533,,CHEMBL622141,P,,,,,,22224,U,0,Autocuration,1,
13582,BAO_0000100,6480,,CHEMBL622142,P,,,,,,22224,U,0,Autocuration,1,
13583,BAO_0000100,17606,,CHEMBL622143,P,,,,,,22229,U,0,Autocuration,1,
13584,BAO_0000100,6863,,CHEMBL622144,P,,,,,,22229,U,0,Autocuration,1,
13585,BAO_0000019,1356,,CHEMBL877473,A,,,,,,22224,U,0,Autocuration,1,
13586,BAO_0000100,3326,,CHEMBL622145,P,,,,,,22229,U,0,Autocuration,1,
13587,BAO_0000019,1356,,CHEMBL622146,A,,,,,,22224,U,0,Autocuration,1,
13588,BAO_0000100,12984,,CHEMBL622147,P,,,,,,22229,U,0,Autocuration,1,
13589,BAO_0000019,17363,,CHEMBL622148,A,,,,,,22224,U,0,Autocuration,1,
13590,BAO_0000019,6827,,CHEMBL883124,A,,,,,,22224,U,0,Autocuration,1,
13591,BAO_0000100,261,,CHEMBL622149,P,,,,,,22229,U,0,Autocuration,1,
13592,BAO_0000019,2685,,CHEMBL622150,A,,,,,,22224,U,0,Autocuration,1,
13593,BAO_0000100,414,,CHEMBL622151,P,,,,,,22224,U,0,Autocuration,1,
13594,BAO_0000100,15769,,CHEMBL622152,P,,,,,,22229,U,0,Autocuration,1,
13595,BAO_0000019,17248,,CHEMBL622153,A,,,,,,22224,U,0,Autocuration,1,
13596,BAO_0000218,16935,,CHEMBL877474,A,,,,,,22224,U,0,Autocuration,1,
13597,BAO_0000218,16935,,CHEMBL622154,A,,,,,,22224,U,0,Autocuration,1,
13598,BAO_0000218,14832,,CHEMBL622155,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
13599,BAO_0000218,14832,,CHEMBL622156,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
13600,BAO_0000218,2399,,CHEMBL622157,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13601,BAO_0000218,2399,,CHEMBL622158,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13602,BAO_0000218,6227,,CHEMBL622807,A,,10116.0,,,,50597,N,1,Intermediate,1,
13603,BAO_0000218,6227,,CHEMBL622808,A,,9544.0,,,,50797,N,1,Intermediate,1,
13604,BAO_0000218,5623,,CHEMBL622809,A,,,,,,22224,U,0,Autocuration,1,
13605,BAO_0000218,4854,,CHEMBL622810,A,,,,,,22224,U,0,Autocuration,1,
13606,BAO_0000218,4493,,CHEMBL876653,A,,10026.0,,,,100712,N,1,Intermediate,1,
13607,BAO_0000218,4493,,CHEMBL622811,A,,10026.0,,,,100712,N,1,Intermediate,1,
13608,BAO_0000218,14956,,CHEMBL622986,A,,10116.0,,,,50597,N,1,Intermediate,1,
13609,BAO_0000218,15372,,CHEMBL622987,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13610,BAO_0000218,15372,,CHEMBL622988,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13611,BAO_0000218,15372,,CHEMBL622989,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13612,BAO_0000218,15372,,CHEMBL622990,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13613,BAO_0000218,15604,,CHEMBL622991,A,1969.0,314293.0,,Plasma,,22224,U,0,Autocuration,1,
13614,BAO_0000218,15604,,CHEMBL622227,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
13615,BAO_0000218,15604,,CHEMBL622228,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
13616,BAO_0000218,14964,,CHEMBL622229,A,,10116.0,,,,50597,N,1,Intermediate,1,
13617,BAO_0000218,15240,,CHEMBL622230,A,,10141.0,,,,50512,N,1,Intermediate,1,
13618,BAO_0000218,16449,,CHEMBL622231,A,,10116.0,,,,50597,N,1,Intermediate,1,
13619,BAO_0000218,16449,,CHEMBL622232,A,,9541.0,,,,100710,N,1,Intermediate,1,
13620,BAO_0000218,12902,,CHEMBL622233,A,,,,,,22224,U,0,Autocuration,1,
13621,BAO_0000218,12902,,CHEMBL622234,A,,,,,,22224,U,0,Autocuration,1,
13622,BAO_0000218,12902,,CHEMBL622235,A,,,,,,22224,U,0,Autocuration,1,
13623,BAO_0000218,12902,,CHEMBL622236,A,,,,,,22224,U,0,Autocuration,1,
13624,BAO_0000218,12902,,CHEMBL622237,A,,,,,,22224,U,0,Autocuration,1,
13625,BAO_0000218,12902,,CHEMBL877482,A,,,,,,22224,U,0,Autocuration,1,
13626,BAO_0000218,12902,,CHEMBL622238,A,,,,,,22224,U,0,Autocuration,1,
13627,BAO_0000218,12902,,CHEMBL622239,A,,,,,,22224,U,0,Autocuration,1,
13628,BAO_0000218,11149,,CHEMBL622240,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
13629,BAO_0000218,11149,,CHEMBL622241,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
13630,BAO_0000218,5669,,CHEMBL631013,A,,10116.0,,,,50597,N,1,Intermediate,1,
13631,BAO_0000218,5669,,CHEMBL631014,A,,9544.0,,,,50797,N,1,Intermediate,1,
13632,BAO_0000218,5669,,CHEMBL631015,A,,9615.0,,,,50588,N,1,Intermediate,1,
13633,BAO_0000218,5669,,CHEMBL631016,A,,10116.0,,,,50597,N,1,Intermediate,1,
13634,BAO_0000218,5669,,CHEMBL631017,A,,10116.0,,,,50597,N,1,Intermediate,1,
13635,BAO_0000218,5669,,CHEMBL631018,A,,10116.0,,,,50597,N,1,Intermediate,1,
13636,BAO_0000218,4236,,CHEMBL631019,A,,,,,,22224,U,0,Autocuration,1,
13637,BAO_0000218,13792,,CHEMBL875761,A,955.0,10090.0,,Brain,,50594,N,1,Intermediate,1,
13638,BAO_0000218,13792,,CHEMBL631020,A,955.0,10090.0,,Brain,,50594,N,1,Intermediate,1,
13639,BAO_0000218,13792,,CHEMBL631669,A,955.0,10090.0,,Brain,,50594,N,1,Intermediate,1,
13640,BAO_0000218,13792,,CHEMBL631670,A,955.0,10090.0,,Brain,,50594,N,1,Intermediate,1,
13641,BAO_0000218,13792,,CHEMBL631671,A,2435.0,10090.0,,Striatum,,50594,N,1,Intermediate,1,
13642,BAO_0000218,8418,,CHEMBL631672,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13643,BAO_0000218,8418,,CHEMBL631673,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13644,BAO_0000218,8418,,CHEMBL631856,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13645,BAO_0000218,8418,,CHEMBL631857,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13646,BAO_0000218,8418,,CHEMBL631858,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13647,BAO_0000218,8418,,CHEMBL631859,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13648,BAO_0000218,8418,,CHEMBL631860,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13649,BAO_0000218,8418,,CHEMBL631861,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13650,BAO_0000218,8418,,CHEMBL631862,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13651,BAO_0000218,8418,,CHEMBL631863,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13652,BAO_0000218,8418,,CHEMBL631864,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13653,BAO_0000218,8418,,CHEMBL631865,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13654,BAO_0000218,8418,,CHEMBL631866,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13655,BAO_0000218,8418,,CHEMBL629360,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13656,BAO_0000218,8418,,CHEMBL629361,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13657,BAO_0000218,8418,,CHEMBL629362,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13658,BAO_0000218,8418,,CHEMBL630740,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13659,BAO_0000218,8418,,CHEMBL630741,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13660,BAO_0000218,8418,,CHEMBL630742,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
13661,BAO_0000218,8418,,CHEMBL630743,A,,10116.0,,,,50597,N,1,Intermediate,1,
13662,BAO_0000218,8418,,CHEMBL630744,A,,10116.0,,,,50597,N,1,Intermediate,1,
13663,BAO_0000218,8418,,CHEMBL630745,A,,10116.0,,,,50597,N,1,Intermediate,1,
13664,BAO_0000218,8418,,CHEMBL630746,A,,10116.0,,,,50597,N,1,Intermediate,1,
13665,BAO_0000218,8418,,CHEMBL630747,A,,10116.0,,,,50597,N,1,Intermediate,1,
13666,BAO_0000218,8418,,CHEMBL630748,A,,10116.0,,,,50597,N,1,Intermediate,1,
13667,BAO_0000218,8418,,CHEMBL632056,A,,10116.0,,,,50597,N,1,Intermediate,1,
13668,BAO_0000218,8418,,CHEMBL632057,A,,10116.0,,,,50597,N,1,Intermediate,1,
13669,BAO_0000218,8418,,CHEMBL632058,A,,10116.0,,,,50597,N,1,Intermediate,1,
13670,BAO_0000218,8418,,CHEMBL632059,A,,10116.0,,,,50597,N,1,Intermediate,1,
13671,BAO_0000218,8418,,CHEMBL632060,A,,10116.0,,,,50597,N,1,Intermediate,1,
13672,BAO_0000218,8418,,CHEMBL632061,A,,10116.0,,,,50597,N,1,Intermediate,1,
13673,BAO_0000218,8418,,CHEMBL629207,A,,10116.0,,,,50597,N,1,Intermediate,1,
13674,BAO_0000218,8418,,CHEMBL629208,A,,10116.0,,,,50597,N,1,Intermediate,1,
13675,BAO_0000218,8418,,CHEMBL629209,A,,10116.0,,,,50597,N,1,Intermediate,1,
13676,BAO_0000218,8418,,CHEMBL629210,A,,10116.0,,,,50597,N,1,Intermediate,1,
13677,BAO_0000218,8418,,CHEMBL629211,A,,10116.0,,,,50597,N,1,Intermediate,1,
13678,BAO_0000218,8418,,CHEMBL629212,A,,10116.0,,,,50597,N,1,Intermediate,1,
13679,BAO_0000218,8418,,CHEMBL629213,A,,10116.0,,,,50597,N,1,Intermediate,1,
13680,BAO_0000218,8133,,CHEMBL629214,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13681,BAO_0000218,8133,,CHEMBL629215,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13682,BAO_0000218,8133,,CHEMBL635154,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
13683,BAO_0000218,6996,,CHEMBL629216,A,,10116.0,,,,50597,N,1,Intermediate,1,
13684,BAO_0000218,6996,,CHEMBL629217,A,,10116.0,,,,50597,N,1,Intermediate,1,
13685,BAO_0000218,6996,,CHEMBL629218,A,,10116.0,,,,50597,N,1,Intermediate,1,
13686,BAO_0000218,6996,,CHEMBL629219,A,,10116.0,,,,50597,N,1,Intermediate,1,
13687,BAO_0000218,6996,,CHEMBL629220,A,,10116.0,,,,50597,N,1,Intermediate,1,
13688,BAO_0000218,6996,,CHEMBL629221,A,,10116.0,,,,50597,N,1,Intermediate,1,
13689,BAO_0000218,6996,,CHEMBL631127,A,,10116.0,,,,50597,N,1,Intermediate,1,
13690,BAO_0000218,6996,,CHEMBL631128,A,,10116.0,,,,50597,N,1,Intermediate,1,
13691,BAO_0000218,6996,,CHEMBL631129,A,,10116.0,,,,50597,N,1,Intermediate,1,
13692,BAO_0000218,6996,,CHEMBL631130,A,,10116.0,,,,50597,N,1,Intermediate,1,
13693,BAO_0000218,6996,,CHEMBL631131,A,,10116.0,,,,50597,N,1,Intermediate,1,
13694,BAO_0000218,6996,,CHEMBL631132,A,,10116.0,,,,50597,N,1,Intermediate,1,
13695,BAO_0000218,6996,,CHEMBL631133,A,,10116.0,,,,50597,N,1,Intermediate,1,
13696,BAO_0000218,6996,,CHEMBL631134,A,,10116.0,,,,50597,N,1,Intermediate,1,
13697,BAO_0000218,6996,,CHEMBL875120,A,,10116.0,,,,50597,N,1,Intermediate,1,
13698,BAO_0000218,6996,,CHEMBL631135,A,,10116.0,,,,50597,N,1,Intermediate,1,
13699,BAO_0000218,6996,,CHEMBL631136,A,,10116.0,,,,50597,N,1,Intermediate,1,
13700,BAO_0000218,6996,,CHEMBL631137,A,,10116.0,,,,50597,N,1,Intermediate,1,
13701,BAO_0000218,6996,,CHEMBL631138,A,,10116.0,,,,50597,N,1,Intermediate,1,
13702,BAO_0000218,6996,,CHEMBL631139,A,,10116.0,,,,50597,N,1,Intermediate,1,
13703,BAO_0000218,6996,,CHEMBL631140,A,,10116.0,,,,50597,N,1,Intermediate,1,
13704,BAO_0000218,6996,,CHEMBL631141,A,,10116.0,,,,50597,N,1,Intermediate,1,
13705,BAO_0000218,6996,,CHEMBL631142,A,,10116.0,,,,50597,N,1,Intermediate,1,
13706,BAO_0000218,6996,,CHEMBL631143,A,,10116.0,,,,50597,N,1,Intermediate,1,
13707,BAO_0000218,6996,,CHEMBL631144,A,,10116.0,,,,50597,N,1,Intermediate,1,
13708,BAO_0000218,6996,,CHEMBL631145,A,,9615.0,,,,50588,N,1,Intermediate,1,
13709,BAO_0000218,6996,,CHEMBL631146,A,,9615.0,,,,50588,N,1,Intermediate,1,
13710,BAO_0000218,6996,,CHEMBL631147,A,,9615.0,,,,50588,N,1,Intermediate,1,
13711,BAO_0000218,6996,,CHEMBL631148,A,,9615.0,,,,50588,N,1,Intermediate,1,
13712,BAO_0000218,6996,,CHEMBL631149,A,,9615.0,,,,50588,N,1,Intermediate,1,
13713,BAO_0000218,6996,,CHEMBL631150,A,,9615.0,,,,50588,N,1,Intermediate,1,
13714,BAO_0000218,6996,,CHEMBL631151,A,,9615.0,,,,50588,N,1,Intermediate,1,
13715,BAO_0000218,6996,,CHEMBL631152,A,,9615.0,,,,50588,N,1,Intermediate,1,
13716,BAO_0000218,6996,,CHEMBL631443,A,,9615.0,,,,50588,N,1,Intermediate,1,
13717,BAO_0000218,6996,,CHEMBL631444,A,,9615.0,,,,50588,N,1,Intermediate,1,
13718,BAO_0000218,6996,,CHEMBL631445,A,,9615.0,,,,50588,N,1,Intermediate,1,
13719,BAO_0000218,6996,,CHEMBL631446,A,,9615.0,,,,50588,N,1,Intermediate,1,
13720,BAO_0000218,6996,,CHEMBL631447,A,,9615.0,,,,50588,N,1,Intermediate,1,
13721,BAO_0000218,6996,,CHEMBL631448,A,,9615.0,,,,50588,N,1,Intermediate,1,
13722,BAO_0000218,6996,,CHEMBL631449,A,,9615.0,,,,50588,N,1,Intermediate,1,
13723,BAO_0000218,6996,,CHEMBL631450,A,,9615.0,,,,50588,N,1,Intermediate,1,
13724,BAO_0000218,6996,,CHEMBL629724,A,,9615.0,,,,50588,N,1,Intermediate,1,
13725,BAO_0000218,9716,,CHEMBL629725,A,14.0,10090.0,,Zone of skin,,50594,N,1,Intermediate,1,
13726,BAO_0000218,9716,,CHEMBL629726,A,14.0,10090.0,,Zone of skin,,50594,N,1,Intermediate,1,
13727,BAO_0000218,9716,,CHEMBL629727,A,2106.0,10090.0,,Spleen,,50594,N,1,Intermediate,1,
13728,BAO_0000218,9716,,CHEMBL630404,A,2106.0,10090.0,,Spleen,,50594,N,1,Intermediate,1,
13729,BAO_0000218,9716,,CHEMBL630405,A,2106.0,10090.0,,Spleen,,50594,N,1,Intermediate,1,
13730,BAO_0000218,9716,,CHEMBL630406,A,2106.0,10090.0,,Spleen,,50594,N,1,Intermediate,1,
13731,BAO_0000218,9716,,CHEMBL630407,A,945.0,10090.0,,Stomach,,50594,N,1,Intermediate,1,
13732,BAO_0000218,9716,,CHEMBL630573,A,945.0,10090.0,,Stomach,,50594,N,1,Intermediate,1,
13733,BAO_0000218,9716,,CHEMBL630574,A,945.0,10090.0,,Stomach,,50594,N,1,Intermediate,1,
13734,BAO_0000218,9716,,CHEMBL630575,A,945.0,10090.0,,Stomach,,50594,N,1,Intermediate,1,
13735,BAO_0000218,9716,,CHEMBL630576,A,,10090.0,,,,50594,N,1,Intermediate,1,
13736,BAO_0000218,9716,,CHEMBL630577,A,,10090.0,,,,50594,N,1,Intermediate,1,
13737,BAO_0000218,9716,,CHEMBL630578,A,,10090.0,,,,50594,N,1,Intermediate,1,
13738,BAO_0000218,9716,,CHEMBL630579,A,,10090.0,,,,50594,N,1,Intermediate,1,
13739,BAO_0000218,12192,,CHEMBL630580,A,2113.0,10090.0,,Kidney,,50594,N,1,Intermediate,1,
13740,BAO_0000218,12192,,CHEMBL630581,A,2113.0,10090.0,,Kidney,,50594,N,1,Intermediate,1,
13741,BAO_0000218,12192,,CHEMBL630582,A,2113.0,10090.0,,Kidney,,50594,N,1,Intermediate,1,
13742,BAO_0000218,12192,,CHEMBL630583,A,,10090.0,,,,50594,N,1,Intermediate,1,
13743,BAO_0000218,12192,,CHEMBL630584,A,,10090.0,,,,50594,N,1,Intermediate,1,
13744,BAO_0000218,12192,,CHEMBL630585,A,,10090.0,,,,50594,N,1,Intermediate,1,
13745,BAO_0000218,12192,,CHEMBL630586,A,,10090.0,,,,50594,N,1,Intermediate,1,
13746,BAO_0000218,12192,,CHEMBL630587,A,,10090.0,,,,50594,N,1,Intermediate,1,
13747,BAO_0000218,12192,,CHEMBL630588,A,,10090.0,,,,50594,N,1,Intermediate,1,
13748,BAO_0000218,12192,,CHEMBL630589,A,,10090.0,,,,50594,N,1,Intermediate,1,
13749,BAO_0000218,12192,,CHEMBL630590,A,,10090.0,,,,50594,N,1,Intermediate,1,
13750,BAO_0000019,12192,,CHEMBL630591,A,1988.0,,,Feces,,22224,U,0,Autocuration,1,
13751,BAO_0000019,12192,,CHEMBL630592,A,1988.0,,,Feces,,22224,U,0,Autocuration,1,
13752,BAO_0000019,12192,,CHEMBL630593,A,,,,,,22224,U,0,Autocuration,1,
13753,BAO_0000019,12192,,CHEMBL630594,A,,,,,,22224,U,0,Autocuration,1,
13754,BAO_0000019,12192,,CHEMBL630595,A,1088.0,,,Urine,,22224,U,0,Autocuration,1,
13755,BAO_0000019,12192,,CHEMBL630596,A,1088.0,,,Urine,,22224,U,0,Autocuration,1,
