assays_ASI,assays_ASSORG,assays_ASCA,assays_TII,assays_ASSTI,assays_ASTT,assays_ASST,assays_SRI,assays_SRASSI,assays_DOI,assays_RELT,assays_Ti,assays_ASSCT,assays_CONFISC,assays_ASSTIS,assay_type,assays_CHEI,assays_CI,assays_BFO,assays_VARI
12769,Oryctolagus cuniculus,,1088.0,9986.0,,,1,,7132,N,50592,,1,Urine,A,CHEMBL631249,,BAO_0000218,
12770,Oryctolagus cuniculus,,2113.0,9986.0,,,1,,7132,N,50592,,1,Kidney,A,CHEMBL627214,,BAO_0000218,
12771,Oryctolagus cuniculus,,1988.0,9986.0,,,1,,7132,N,50592,,1,Feces,A,CHEMBL874591,,BAO_0000218,
12772,Oryctolagus cuniculus,,1988.0,9986.0,,,1,,7132,N,50592,,1,Feces,A,CHEMBL627215,,BAO_0000218,
12773,Oryctolagus cuniculus,,1988.0,9986.0,,,1,,7132,N,50592,,1,Feces,A,CHEMBL625471,,BAO_0000218,
12774,Oryctolagus cuniculus,,,9986.0,,,1,,7132,N,50592,,1,,A,CHEMBL625472,,BAO_0000218,
12775,Oryctolagus cuniculus,,,9986.0,,,1,,7132,N,50592,,1,,A,CHEMBL625473,,BAO_0000218,
12776,Canis lupus familiaris,,,9615.0,In vivo,,1,,13317,N,50588,,1,,A,CHEMBL625474,,BAO_0000218,
12777,Canis lupus familiaris,,,9615.0,In vivo,,1,,15341,N,50588,,1,,A,CHEMBL625475,,BAO_0000218,
12778,Rattus norvegicus,,,10116.0,In vivo,,1,,15341,N,50597,,1,,A,CHEMBL625476,,BAO_0000218,
12779,Rattus norvegicus,,,10116.0,In vivo,,1,,15341,N,50597,,1,,A,CHEMBL625477,,BAO_0000218,
12780,Rattus norvegicus,,,10116.0,In vivo,,1,,15341,N,50597,,1,,A,CHEMBL625478,,BAO_0000218,
12781,Rattus norvegicus,,,10116.0,In vitro,,1,,12801,N,50597,,1,esophageal tunica muscularis mucosae,A,CHEMBL625479,,BAO_0000218,
12782,Rattus norvegicus,,,10116.0,In vitro,,1,,12801,N,50597,,1,esophageal tunica muscularis mucosae,A,CHEMBL625480,,BAO_0000218,
12783,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14856,N,50597,,1,Plasma,A,CHEMBL625481,,BAO_0000218,
12784,Rattus norvegicus,,,10116.0,In vivo,,1,,14062,N,50597,,1,,A,CHEMBL625482,,BAO_0000218,
12785,Rattus norvegicus,,,10116.0,In vivo,,1,,14062,N,50597,,1,,A,CHEMBL625483,,BAO_0000218,
12786,Rattus norvegicus,,,10116.0,In vivo,,1,,14062,N,50597,,1,,A,CHEMBL625484,,BAO_0000218,
12787,Rattus norvegicus,,,10116.0,In vivo,,1,,14062,N,50597,,1,,A,CHEMBL625485,,BAO_0000218,
12788,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14346,N,50588,,1,Plasma,A,CHEMBL625486,,BAO_0000218,
12789,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14346,N,50597,,1,Plasma,A,CHEMBL625487,,BAO_0000218,
12790,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14346,N,50597,,1,Plasma,A,CHEMBL625488,,BAO_0000218,
12791,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14346,N,50597,,1,Plasma,A,CHEMBL625489,,BAO_0000218,
12792,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14346,N,50597,,1,Plasma,A,CHEMBL625490,,BAO_0000218,
12793,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14346,N,50588,,1,Plasma,A,CHEMBL625491,,BAO_0000218,
12794,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14346,N,50597,,1,Plasma,A,CHEMBL625492,,BAO_0000218,
12795,Homo sapiens,,1969.0,9606.0,In vivo,,1,,15711,N,50587,,1,Plasma,A,CHEMBL625493,,BAO_0000218,
12796,Rattus norvegicus,,,10116.0,In vivo,,1,,14886,N,50597,,1,,A,CHEMBL625494,,BAO_0000218,
12797,Rattus norvegicus,,,10116.0,In vivo,,1,,14886,N,50597,,1,,A,CHEMBL625495,,BAO_0000218,
12798,Rattus norvegicus,,,10116.0,In vivo,,1,,14886,N,50597,,1,,A,CHEMBL625496,,BAO_0000218,
12799,,,,,,,1,,4115,U,22229,,0,,P,CHEMBL625497,,BAO_0000100,
12800,,,,,,,1,,13733,U,22229,,0,,P,CHEMBL625498,,BAO_0000100,
12801,,,,,,,1,,12102,U,22224,,0,,A,CHEMBL625499,,BAO_0000019,
12802,,,,,,,1,,12676,U,22229,,0,,P,CHEMBL625500,,BAO_0000100,
12803,,,,,,,1,,13733,U,22229,,0,,P,CHEMBL625501,,BAO_0000100,
12804,,,,,,,1,,13740,U,22229,,0,,P,CHEMBL625502,,BAO_0000100,
12805,,,,,,,1,,12766,U,22229,,0,,P,CHEMBL625503,,BAO_0000100,
12806,,,,,,,1,,2764,U,22229,,0,,P,CHEMBL625504,,BAO_0000100,
12807,,,,,,,1,,12355,U,22229,,0,,P,CHEMBL625505,,BAO_0000100,
12808,,,,,,,1,,11314,U,22229,,0,,P,CHEMBL625506,,BAO_0000100,
12809,,,,,,,1,,12706,U,22224,,0,,A,CHEMBL625507,,BAO_0000019,
12810,,,,,,,1,,12645,U,22229,,0,,P,CHEMBL625508,,BAO_0000100,
12811,,,,,,,1,,13668,U,22229,,0,,P,CHEMBL625509,,BAO_0000100,
12812,,,,,,,1,,12819,U,22229,,0,,P,CHEMBL625510,,BAO_0000100,
12813,,,,,,,1,,13668,U,22229,,0,,P,CHEMBL883125,,BAO_0000100,
12814,,,,,,,1,,13017,U,22229,,0,,P,CHEMBL625511,,BAO_0000100,
12815,,,,,,,1,,2448,U,22224,,0,,A,CHEMBL874650,,BAO_0000019,
12816,,,,,,,1,,11526,U,22224,,0,,A,CHEMBL625512,,BAO_0000019,
12817,,,,,,,1,,12426,U,22224,,0,,A,CHEMBL625513,,BAO_0000019,
12818,,,,,,,1,,2448,U,22224,,0,,A,CHEMBL625514,,BAO_0000019,
12819,,,,,,,1,,12001,U,22229,,0,,P,CHEMBL625515,,BAO_0000100,
12820,,,,,,,1,,12426,U,22229,,0,,P,CHEMBL625516,,BAO_0000100,
12821,Canis lupus familiaris,,,9615.0,In vivo,,1,,13204,N,50588,,1,,A,CHEMBL625517,,BAO_0000218,
12822,Rattus norvegicus,,,10116.0,In vivo,,1,,13204,N,50597,,1,,A,CHEMBL625518,,BAO_0000218,
12823,Mus musculus,,,10090.0,,,1,,13889,N,50594,,1,,A,CHEMBL625519,,BAO_0000218,
12824,,,,,,,1,,13889,U,22224,,0,,A,CHEMBL625520,,BAO_0000019,
12825,Canis lupus familiaris,,,9615.0,In vivo,,1,,17025,N,50588,,1,,A,CHEMBL874651,,BAO_0000218,
12826,Simiiformes,,,314293.0,In vivo,,1,,17025,U,22224,,0,,A,CHEMBL625521,,BAO_0000218,
12827,Oryctolagus cuniculus,,,9986.0,In vivo,,1,,17025,N,50592,,1,,A,CHEMBL623171,,BAO_0000218,
12828,Rattus norvegicus,,,10116.0,In vivo,,1,,17025,N,50597,,1,,A,CHEMBL623853,,BAO_0000218,
12829,,,,,,,1,,15067,U,22224,,0,,A,CHEMBL623854,,BAO_0000019,
12830,,,,,,,1,,3091,U,22224,,0,,P,CHEMBL874405,,BAO_0000100,
12831,,,,,,,1,,15592,U,22229,,0,,P,CHEMBL623855,,BAO_0000100,
12832,,,,,,,1,,14738,U,22229,,0,,P,CHEMBL623856,,BAO_0000100,
12833,,,,,,,1,,14738,U,22224,,0,,P,CHEMBL623857,,BAO_0000100,
12834,,,,,,,1,,14738,U,22224,,0,,P,CHEMBL623858,,BAO_0000100,
12835,,,,,,,1,,6076,U,22224,,0,,P,CHEMBL623859,,BAO_0000100,
12836,,,,,,,1,,17840,U,22229,,0,,P,CHEMBL839829,,BAO_0000100,
12837,,,,,,,1,,13589,U,22224,,0,,A,CHEMBL623860,,BAO_0000019,
12838,,,,,,,1,,17655,U,22224,,0,,A,CHEMBL623861,,BAO_0000019,
12839,,,,,,,1,,5867,U,22224,,0,,A,CHEMBL623862,,BAO_0000019,
12840,,,,,,,1,,5867,U,22229,,0,,P,CHEMBL874406,,BAO_0000100,
12841,,,,,,,1,,10783,U,22229,,0,,P,CHEMBL623863,,BAO_0000100,
12842,,,,,,,1,,14849,U,22229,,0,,P,CHEMBL624021,,BAO_0000100,
12843,Canis lupus familiaris,,1236.0,9615.0,,,1,,8170,N,50588,,1,Adrenal medulla,A,CHEMBL624022,,BAO_0000218,
12844,Canis lupus familiaris,,1236.0,9615.0,,,1,,8170,N,50588,,1,Adrenal medulla,A,CHEMBL624023,,BAO_0000218,
12845,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624024,,BAO_0000218,
12846,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624025,,BAO_0000218,
12847,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624026,,BAO_0000218,
12848,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624027,,BAO_0000218,
12849,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624028,,BAO_0000218,
12850,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624029,,BAO_0000218,
12851,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624030,,BAO_0000218,
12852,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624031,,BAO_0000218,
12853,Canis lupus familiaris,,160.0,9615.0,,,1,,8170,N,50588,,1,Intestine,A,CHEMBL624032,,BAO_0000218,
12854,Canis lupus familiaris,,160.0,9615.0,,,1,,8170,N,50588,,1,Intestine,A,CHEMBL874407,,BAO_0000218,
12855,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624033,,BAO_0000218,
12856,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624034,,BAO_0000218,
12857,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624035,,BAO_0000218,
12858,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624036,,BAO_0000218,
12859,Canis lupus familiaris,,2385.0,9615.0,,,1,,8170,N,50588,,1,Muscle tissue,A,CHEMBL624037,,BAO_0000218,
12860,Canis lupus familiaris,,2385.0,9615.0,,,1,,8170,N,50588,,1,Muscle tissue,A,CHEMBL624038,,BAO_0000218,
12861,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624039,,BAO_0000218,
12862,Canis lupus familiaris,,,9615.0,,,1,,8170,N,50588,,1,,A,CHEMBL624040,,BAO_0000218,
12863,Canis lupus familiaris,,160.0,9615.0,,,1,,8170,N,50588,,1,Intestine,A,CHEMBL624041,,BAO_0000218,
12864,Canis lupus familiaris,,160.0,9615.0,,,1,,8170,N,50588,,1,Intestine,A,CHEMBL624042,,BAO_0000218,
12865,Canis lupus familiaris,,2106.0,9615.0,,,1,,8170,N,50588,,1,Spleen,A,CHEMBL624043,,BAO_0000218,
12866,Canis lupus familiaris,,2106.0,9615.0,,,1,,8170,N,50588,,1,Spleen,A,CHEMBL624044,,BAO_0000218,
12867,Canis lupus familiaris,,945.0,9615.0,,,1,,8170,N,50588,,1,Stomach,A,CHEMBL624045,,BAO_0000218,
12868,Canis lupus familiaris,,945.0,9615.0,,,1,,8170,N,50588,,1,Stomach,A,CHEMBL624046,,BAO_0000218,
12869,Canis lupus familiaris,,2046.0,9615.0,,,1,,8170,N,50588,,1,Thyroid gland,A,CHEMBL624047,,BAO_0000218,
12870,Canis lupus familiaris,,2046.0,9615.0,,,1,,8170,N,50588,,1,Thyroid gland,A,CHEMBL624048,,BAO_0000218,
12871,Canis lupus familiaris,,1088.0,9615.0,,,1,,8170,N,50588,,1,Urine,A,CHEMBL874408,,BAO_0000218,
12872,Canis lupus familiaris,,1088.0,9615.0,,,1,,8170,N,50588,,1,Urine,A,CHEMBL624049,,BAO_0000218,
12873,,,1969.0,,,,1,,14283,U,22224,,0,Plasma,A,CHEMBL624050,,BAO_0000218,
12874,,,,,,,1,,5623,U,22224,,0,,A,CHEMBL624051,,BAO_0000019,
12875,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623278,,BAO_0000218,
12876,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623279,,BAO_0000218,
12877,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623280,,BAO_0000218,
12878,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623963,,BAO_0000218,
12879,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623964,,BAO_0000218,
12880,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623965,,BAO_0000218,
12881,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623966,,BAO_0000218,
12882,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL874415,,BAO_0000218,
12883,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623967,,BAO_0000218,
12884,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623968,,BAO_0000218,
12885,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL623969,,BAO_0000218,
12886,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL628409,,BAO_0000218,
12887,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL628410,,BAO_0000218,
12888,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL628411,,BAO_0000218,
12889,Rattus norvegicus,,,10116.0,,,1,,13477,N,50597,,1,,A,CHEMBL628412,,BAO_0000218,
12890,,,,,,,1,,12553,U,22224,,0,,A,CHEMBL628413,,BAO_0000019,
12891,,,1969.0,,,,1,,14548,U,22224,,0,Plasma,A,CHEMBL628414,,BAO_0000019,
12892,Rattus norvegicus,,,10116.0,,,1,,14393,N,50597,,1,,A,CHEMBL628415,,BAO_0000218,
12893,Rattus norvegicus,,,10116.0,,,1,,14393,N,50597,,1,,A,CHEMBL628416,,BAO_0000218,
12894,Rattus norvegicus,,,10116.0,,,1,,14393,N,50597,,1,,A,CHEMBL628417,,BAO_0000218,
12895,Rattus norvegicus,,2107.0,10116.0,,,1,,14393,N,50597,,1,Liver,A,CHEMBL874908,,BAO_0000218,
12896,Rattus norvegicus,,,10116.0,,,1,,14393,N,50597,,1,,A,CHEMBL628418,,BAO_0000218,
12897,Rattus norvegicus,,2385.0,10116.0,,,1,,14393,N,50597,,1,Muscle tissue,A,CHEMBL628419,,BAO_0000218,
12898,Rattus norvegicus,,,10116.0,,,1,,14393,N,50597,,1,,A,CHEMBL628420,,BAO_0000218,
12899,,,,,,,1,,1629,U,22224,,0,,A,CHEMBL628421,,BAO_0000019,
12900,,,,,,,1,,8194,U,22229,,0,,P,CHEMBL626726,,BAO_0000100,
12901,,,,,,,1,,8194,U,22229,,0,,P,CHEMBL626727,,BAO_0000100,
12902,Rattus norvegicus,,178.0,10116.0,,,1,,8594,N,50597,,1,Blood,A,CHEMBL626728,,BAO_0000218,
12903,Rattus norvegicus,,178.0,10116.0,,,1,,8594,N,50597,,1,Blood,A,CHEMBL626729,,BAO_0000218,
12904,Rattus norvegicus,,178.0,10116.0,,,1,,8594,N,50597,,1,Blood,A,CHEMBL626730,,BAO_0000218,
12905,Rattus norvegicus,,178.0,10116.0,,,1,,8594,N,50597,,1,Blood,A,CHEMBL626731,,BAO_0000218,
12906,Rattus norvegicus,,178.0,10116.0,,,1,,8594,N,50597,,1,Blood,A,CHEMBL626732,,BAO_0000218,
12907,Rattus norvegicus,,948.0,10116.0,,,1,,8594,N,50597,,1,Heart,A,CHEMBL626733,,BAO_0000218,
12908,Rattus norvegicus,,948.0,10116.0,,,1,,8594,N,50597,,1,Heart,A,CHEMBL626734,,BAO_0000218,
12909,Rattus norvegicus,,948.0,10116.0,,,1,,8594,N,50597,,1,Heart,A,CHEMBL626735,,BAO_0000218,
12910,Rattus norvegicus,,948.0,10116.0,,,1,,8594,N,50597,,1,Heart,A,CHEMBL874909,,BAO_0000218,
12911,Rattus norvegicus,,948.0,10116.0,,,1,,8594,N,50597,,1,Heart,A,CHEMBL626736,,BAO_0000218,
12912,Rattus norvegicus,,2113.0,10116.0,,,1,,8594,N,50597,,1,Kidney,A,CHEMBL626737,,BAO_0000218,
12913,Rattus norvegicus,,2113.0,10116.0,,,1,,8594,N,50597,,1,Kidney,A,CHEMBL630999,,BAO_0000218,
12914,Rattus norvegicus,,2113.0,10116.0,,,1,,8594,N,50597,,1,Kidney,A,CHEMBL631000,,BAO_0000218,
12915,Rattus norvegicus,,2113.0,10116.0,,,1,,8594,N,50597,,1,Kidney,A,CHEMBL631001,,BAO_0000218,
12916,Rattus norvegicus,,2113.0,10116.0,,,1,,8594,N,50597,,1,Kidney,A,CHEMBL631002,,BAO_0000218,
12917,Rattus norvegicus,,2107.0,10116.0,,,1,,8594,N,50597,,1,Liver,A,CHEMBL631003,,BAO_0000218,
12918,Rattus norvegicus,,2107.0,10116.0,,,1,,8594,N,50597,,1,Liver,A,CHEMBL631004,,BAO_0000218,
12919,Rattus norvegicus,,2107.0,10116.0,,,1,,8594,N,50597,,1,Liver,A,CHEMBL631005,,BAO_0000218,
12920,Rattus norvegicus,,2107.0,10116.0,,,1,,8594,N,50597,,1,Liver,A,CHEMBL631006,,BAO_0000218,
12921,Rattus norvegicus,,2107.0,10116.0,,,1,,8594,N,50597,,1,Liver,A,CHEMBL631007,,BAO_0000218,
12922,Rattus norvegicus,,2048.0,10116.0,,,1,,8594,N,50597,,1,Lung,A,CHEMBL631008,,BAO_0000218,
12923,Rattus norvegicus,,2048.0,10116.0,,,1,,8594,N,50597,,1,Lung,A,CHEMBL631009,,BAO_0000218,
12924,Rattus norvegicus,,2048.0,10116.0,,,1,,8594,N,50597,,1,Lung,A,CHEMBL631010,,BAO_0000218,
12925,Rattus norvegicus,,2048.0,10116.0,,,1,,8594,N,50597,,1,Lung,A,CHEMBL631011,,BAO_0000218,
12926,Rattus norvegicus,,2048.0,10116.0,,,1,,8594,N,50597,,1,Lung,A,CHEMBL631012,,BAO_0000218,
12927,Rattus norvegicus,,2046.0,10116.0,,,1,,8594,N,50597,,1,Thyroid gland,A,CHEMBL630271,,BAO_0000218,
12928,Rattus norvegicus,,2046.0,10116.0,,,1,,8594,N,50597,,1,Thyroid gland,A,CHEMBL630272,,BAO_0000218,
12929,Rattus norvegicus,,2046.0,10116.0,,,1,,8594,N,50597,,1,Thyroid gland,A,CHEMBL630273,,BAO_0000218,
12930,Rattus norvegicus,,2046.0,10116.0,,,1,,8594,N,50597,,1,Thyroid gland,A,CHEMBL630274,,BAO_0000218,
12931,Rattus norvegicus,,2046.0,10116.0,,,1,,8594,N,50597,,1,Thyroid gland,A,CHEMBL630275,,BAO_0000218,
12932,Rattus norvegicus,,,10116.0,,,1,,8594,N,50597,,1,,A,CHEMBL875782,,BAO_0000218,
12933,Rattus norvegicus,,,10116.0,,,1,,8594,N,50597,,1,,A,CHEMBL630276,,BAO_0000218,
12934,Rattus norvegicus,,,10116.0,,,1,,8594,N,50597,,1,,A,CHEMBL630277,,BAO_0000218,
12935,Rattus norvegicus,,,10116.0,,,1,,8594,N,50597,,1,,A,CHEMBL630278,,BAO_0000218,
12936,Rattus norvegicus,,,10116.0,,,1,,8594,N,50597,,1,,A,CHEMBL630279,,BAO_0000218,
12937,,,,,,,1,,8151,U,22224,,0,,A,CHEMBL630280,,BAO_0000019,
12938,,,,,,,1,,8151,U,22224,,0,,A,CHEMBL630281,,BAO_0000019,
12939,Oryctolagus cuniculus,,,9986.0,,,1,,7132,N,50592,,1,,A,CHEMBL630282,,BAO_0000218,
12940,Oryctolagus cuniculus,,,9986.0,,,1,,7132,N,50592,,1,,A,CHEMBL630283,,BAO_0000218,
12941,,,,,,,1,,5797,U,22224,,0,,A,CHEMBL630284,,BAO_0000019,
12942,,,,,,,1,,7849,U,22224,,0,,A,CHEMBL630285,,BAO_0000019,
12943,,,,,,,1,,14220,U,22224,,0,,A,CHEMBL630286,,BAO_0000251,
12944,Oryctolagus cuniculus,,,9986.0,,,1,,8650,N,50592,,1,,A,CHEMBL630069,,BAO_0000218,
12945,Oryctolagus cuniculus,,,9986.0,,,1,,8650,N,50592,,1,,A,CHEMBL630070,,BAO_0000218,
12946,Oryctolagus cuniculus,,,9986.0,,,1,,8650,N,50592,,1,,A,CHEMBL630071,,BAO_0000218,
12947,Oryctolagus cuniculus,,,9986.0,,,1,,8650,N,50592,,1,,A,CHEMBL630072,,BAO_0000218,
12948,Oryctolagus cuniculus,,,9986.0,,,1,,8650,N,50592,,1,,A,CHEMBL875110,,BAO_0000218,
12949,Rattus norvegicus,,,10116.0,,,1,,7116,N,50597,,1,,A,CHEMBL630073,,BAO_0000218,
12950,,,,,,,1,,14131,U,22224,,0,,A,CHEMBL630074,,BAO_0000019,
12951,,,,,In vivo,,1,,7415,U,22224,,0,,A,CHEMBL630075,,BAO_0000218,
12952,,,,,,,1,,13178,U,22224,,0,,A,CHEMBL630076,,BAO_0000019,
12953,,,,,,,1,,8815,U,22229,,0,,P,CHEMBL630077,,BAO_0000100,
12954,,,,,,,1,,1450,U,22229,,0,,P,CHEMBL630078,,BAO_0000100,
12955,,,,,,,1,,1450,U,22229,,0,,P,CHEMBL630079,,BAO_0000100,
12956,,,,,,,1,,1450,U,22229,,0,,P,CHEMBL630080,,BAO_0000100,
12957,,,,,,,1,,1450,U,22229,,0,,P,CHEMBL630081,,BAO_0000100,
12958,,,,,,,1,,12711,U,22224,,0,,A,CHEMBL630082,,BAO_0000019,
12959,,,,,,,1,,12711,U,22224,,0,,A,CHEMBL630083,,BAO_0000019,
12960,,,,,,,1,,12711,U,22224,,0,,A,CHEMBL630084,,BAO_0000019,
12961,,,,,,,1,,15032,U,22229,,0,,P,CHEMBL629198,,BAO_0000100,
12962,,,,,,,1,,9964,U,22229,,0,,P,CHEMBL629199,,BAO_0000100,
12963,,,,,,,1,,14962,U,22229,,0,,P,CHEMBL629200,,BAO_0000100,
12964,Canis lupus familiaris,,,9615.0,,,1,,12487,N,50588,,1,,A,CHEMBL629201,,BAO_0000218,
12965,Canis lupus familiaris,,,9615.0,,,1,,12487,N,50588,,1,,A,CHEMBL629202,,BAO_0000218,
12966,Homo sapiens,,,9606.0,,,1,,10026,N,50587,,1,,A,CHEMBL875111,,BAO_0000218,
12967,Homo sapiens,,,9606.0,,,1,,10026,N,50587,,1,,A,CHEMBL629203,,BAO_0000218,
12968,Homo sapiens,,,9606.0,,,1,,10026,N,50587,,1,,A,CHEMBL629204,,BAO_0000218,
12969,Homo sapiens,,,9606.0,,,1,,10026,N,50587,,1,,A,CHEMBL629205,,BAO_0000218,
12970,Homo sapiens,,,9606.0,,,1,,10026,N,50587,,1,,A,CHEMBL629206,,BAO_0000218,
12971,,,,,,,1,,10026,U,22224,,0,,A,CHEMBL631185,,BAO_0000019,
12972,Rattus norvegicus,,,10116.0,,,1,,7415,N,50597,,1,,A,CHEMBL631186,,BAO_0000218,
12973,Oryctolagus cuniculus,,,9986.0,,,1,,17025,N,50592,,1,,A,CHEMBL631187,,BAO_0000218,
12974,Oryctolagus cuniculus,,,9986.0,,,1,,17025,N,50592,,1,,A,CHEMBL631188,,BAO_0000218,
12975,,,,,,,1,,10184,U,22224,,0,,A,CHEMBL876419,,BAO_0000019,
12976,,,,,,,1,,10184,U,22224,,0,,A,CHEMBL631189,,BAO_0000019,
12977,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL631190,,BAO_0000218,
12978,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL631191,,BAO_0000218,
12979,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL631192,,BAO_0000218,
12980,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL632400,,BAO_0000218,
12981,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL630564,,BAO_0000218,
12982,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL630565,,BAO_0000218,
12983,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL630566,,BAO_0000218,
12984,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL631229,,BAO_0000218,
12985,Human herpesvirus 1,,,10298.0,,,1,,8613,N,50602,,1,,A,CHEMBL631230,,BAO_0000218,
12986,,,,,,,1,,6030,U,22229,,0,,P,CHEMBL876428,,BAO_0000100,
12987,,,,,,,1,,6147,U,22229,,0,,P,CHEMBL631231,,BAO_0000100,
12988,,,,,,,1,,14556,U,22229,,0,,P,CHEMBL631232,,BAO_0000100,
12989,,,,,,,1,,768,U,22224,,0,,A,CHEMBL631233,,BAO_0000019,
12990,,,,,,,1,,14452,U,22229,,0,,P,CHEMBL631234,,BAO_0000100,
12991,,,,,,,1,,5237,U,22224,,0,,A,CHEMBL883126,,BAO_0000019,
12992,,,,,,,1,,14378,U,22224,,0,,P,CHEMBL631235,,BAO_0000100,
12993,,,,,,,1,,14418,U,22224,,0,,P,CHEMBL631236,,BAO_0000100,
12994,,,,,,,1,,5249,U,22224,,0,,A,CHEMBL631237,,BAO_0000019,
12995,,,,,,,1,,14621,U,22229,,0,,P,CHEMBL631238,,BAO_0000100,
12996,,,,,,,1,,12542,U,22229,,0,,P,CHEMBL876429,,BAO_0000100,
12997,,,,,,,1,,12542,U,22224,,0,,A,CHEMBL631414,,BAO_0000019,
12998,,,,,,,1,,12542,U,22224,,0,,P,CHEMBL631415,,BAO_0000100,
12999,,,,,,,1,,15462,U,22229,,0,,P,CHEMBL631416,,BAO_0000100,
13000,,,,,,,1,,14884,U,22224,,0,,A,CHEMBL631417,,BAO_0000019,
13001,,,,,,,1,,16526,U,22229,,0,,P,CHEMBL631418,,BAO_0000100,
13002,,,,,,,1,,13693,U,22229,,0,,P,CHEMBL631419,,BAO_0000100,
13003,,,,,,,1,,13693,U,22224,,0,,A,CHEMBL631420,,BAO_0000019,
13004,,,,,,,1,,13779,U,22229,,0,,P,CHEMBL631421,,BAO_0000100,
13005,,,,,,,1,,14772,U,22229,,0,,P,CHEMBL631422,,BAO_0000100,
13006,,,,,,,1,,14393,U,22229,,0,,P,CHEMBL631423,,BAO_0000100,
13007,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14793,N,50597,,1,Plasma,A,CHEMBL876430,,BAO_0000218,
13008,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14793,N,50597,,1,Plasma,A,CHEMBL631424,,BAO_0000218,
13009,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,13744,N,50588,,1,Plasma,A,CHEMBL631425,,BAO_0000218,
13010,Simiiformes,,1969.0,314293.0,In vivo,,1,,13744,U,22224,,0,Plasma,A,CHEMBL631426,,BAO_0000218,
13011,Mus musculus,,1969.0,10090.0,In vivo,,1,,13744,N,50594,,1,Plasma,A,CHEMBL631427,,BAO_0000218,
13012,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,13207,N,50588,,1,Plasma,A,CHEMBL631428,,BAO_0000218,
