miller2_fsclr,miller2_trddvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TZ,110,Eastern Africa,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,UG,110,Eastern Africa,0.075,31110,Agricultural policy and administrative management,0.3,146250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,UG,110,Eastern Africa,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,950,Great Lakes Region,0.075,31110,Agricultural policy and administrative management,0.3,146250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,950,Great Lakes Region,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,950,Great Lakes Region,0.075,31110,Agricultural policy and administrative management,0.3,146250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,950,Great Lakes Region,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,950,Great Lakes Region,0.075,31110,Agricultural policy and administrative management,0.3,146250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,950,Great Lakes Region,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TZ,950,Great Lakes Region,0.075,31110,Agricultural policy and administrative management,0.3,146250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TZ,950,Great Lakes Region,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,UG,950,Great Lakes Region,0.075,31110,Agricultural policy and administrative management,0.3,146250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,UG,950,Great Lakes Region,0.075,33140,Multilateral trade negotiations,0.7,341250.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CD,950,Great Lakes Region,0.14,31110,Agricultural policy and administrative management,0.3,273000.0
2009/2010,1,0,0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CD,950,Great Lakes Region,0.14,33140,Multilateral trade negotiations,0.7,637000.0
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,EG,70,Northern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,EG,70,Northern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,SD,70,Northern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,SD,70,Northern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,CD,90,Middle Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,CD,90,Middle Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,BI,110,Eastern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,BI,110,Eastern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,ET,110,Eastern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,ET,110,Eastern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,KE,110,Eastern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,KE,110,Eastern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,RW,110,Eastern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,RW,110,Eastern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,TZ,110,Eastern Africa,0.1111,31110,Agricultural policy and administrative management,0.3,1309.5243679999999
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,TZ,110,Eastern Africa,0.1111,33140,Multilateral trade negotiations,0.7,3055.556858
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,UG,110,Eastern Africa,0.1112,31110,Agricultural policy and administrative management,0.3,1310.703058
2009/2010,1,0,0,0,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,CONSULTANT,2,Africa,UG,110,Eastern Africa,0.1112,33140,Multilateral trade negotiations,0.7,3058.307134
2009/2010,0,0,0,0,0,0,0,0,0,2,1001304,UNDP - United Nations Development Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,ZW,ZW,Zimbabwe,1.0,13040,STD control including HIV/AIDS,1.0,655000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001304,UNDP - United Nations Development Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,ZW,ZW,Zimbabwe,1.0,13040,STD control including HIV/AIDS,1.0,85000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,ZW,ZW,Zimbabwe,1.0,15150,Democratic participation and civil society,1.0,1214154.76
2009/2010,0,0,0,0,0,0,0,0,0,2,1013910,Hawes International (HIN) Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,2,Africa,ZW,ZW,Zimbabwe,1.0,15150,Democratic participation and civil society,1.0,5760.0
2009/2010,0,0,0,1,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,ZM,ZM,Zambia,1.0,12110,Health policy and administrative management,0.25,12725.315
2009/2010,0,0,0,1,0,0,0,0,0,0,1014468,AMJ Campbell Van Lines,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12110,Health policy and administrative management,0.25,770.61
2009/2010,0,0,0,1,0,0,0,0,0,0,1014479,AXSYN Procurement Solutions Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12110,Health policy and administrative management,0.25,2412.45
2009/2010,0,0,0,1,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,COOPERANT,2,Africa,ZM,ZM,Zambia,1.0,12110,Health policy and administrative management,0.25,21421.4175
2009/2010,0,0,0,1,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,ZM,ZM,Zambia,1.0,12220,Basic health care,0.25,12725.315
2009/2010,0,0,0,1,0,0,0,0,0,0,1014468,AMJ Campbell Van Lines,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12220,Basic health care,0.25,770.61
2009/2010,0,0,0,1,0,0,0,0,0,0,1014479,AXSYN Procurement Solutions Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12220,Basic health care,0.25,2412.45
2009/2010,0,0,0,1,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,COOPERANT,2,Africa,ZM,ZM,Zambia,1.0,12220,Basic health care,0.25,21421.4175
2009/2010,0,0,0,1,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,ZM,ZM,Zambia,1.0,12230,Basic health infrastructure,0.25,12725.315
2009/2010,0,0,0,1,0,0,0,0,0,0,1014468,AMJ Campbell Van Lines,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12230,Basic health infrastructure,0.25,770.61
2009/2010,0,0,0,1,0,0,0,0,0,0,1014479,AXSYN Procurement Solutions Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12230,Basic health infrastructure,0.25,2412.45
2009/2010,0,0,0,1,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,COOPERANT,2,Africa,ZM,ZM,Zambia,1.0,12230,Basic health infrastructure,0.25,21421.4175
2009/2010,0,0,0,1,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,ZM,ZM,Zambia,1.0,12281,Health personnel development,0.25,12725.315
2009/2010,0,0,0,1,0,0,0,0,0,0,1014468,AMJ Campbell Van Lines,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12281,Health personnel development,0.25,770.61
2009/2010,0,0,0,1,0,0,0,0,0,0,1014479,AXSYN Procurement Solutions Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,2,Africa,ZM,ZM,Zambia,1.0,12281,Health personnel development,0.25,2412.45
2009/2010,0,0,0,1,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,Individual,COOPERANT,2,Africa,ZM,ZM,Zambia,1.0,12281,Health personnel development,0.25,21421.4175
2009/2010,0,0,0,0,0,0,0,0,0,0,1000499,Oxfam Canada,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ZW,ZW,Zimbabwe,1.0,15150,Democratic participation and civil society,1.0,300000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1008469,PAYE DFAIT,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,ZW,ZW,Zimbabwe,1.0,15150,Democratic participation and civil society,1.0,13000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1013910,Hawes International (HIN) Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,2,Africa,ZW,ZW,Zimbabwe,1.0,15150,Democratic participation and civil society,1.0,28221.21
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,3,Asia,PH,PH,Philippines,1.0,15220,"Civilian peace-building, conflict prevention and resolution",1.0,275427.18
2009/2010,0,0,0,1,1,1,1,0,0,2,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,11110,Education policy and administrative management,0.1,89047.73
2009/2010,0,0,0,1,1,1,1,0,0,2,1012093,Embassy of Canada to Colombia,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,11110,Education policy and administrative management,0.1,68.15
2009/2010,0,0,0,1,1,1,1,0,0,2,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15150,Democratic participation and civil society,0.2,178095.46
2009/2010,0,0,0,1,1,1,1,0,0,2,1012093,Embassy of Canada to Colombia,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15150,Democratic participation and civil society,0.2,136.3
2009/2010,0,0,0,1,1,1,1,0,0,2,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15160,Human rights,0.3,267143.19
2009/2010,0,0,0,1,1,1,1,0,0,2,1012093,Embassy of Canada to Colombia,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15160,Human rights,0.3,204.45
2009/2010,0,0,0,1,1,1,1,0,0,2,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15210,Security system management and reform,0.25,222619.325
2009/2010,0,0,0,1,1,1,1,0,0,2,1012093,Embassy of Canada to Colombia,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15210,Security system management and reform,0.25,170.375
2009/2010,0,0,0,1,1,1,1,0,0,2,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15261,Child soldiers (Prevention and demobilisation),0.15,133571.595
2009/2010,0,0,0,1,1,1,1,0,0,2,1012093,Embassy of Canada to Colombia,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,CO,CO,Colombia,1.0,15261,Child soldiers (Prevention and demobilisation),0.15,102.225
2009/2010,0,0,0,1,1,0,0,0,0,2,1001302,UNICEF - United Nations Children's Fund,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,11420,Higher education,0.1,20000.0
2009/2010,0,0,0,1,1,0,0,0,0,2,1001302,UNICEF - United Nations Children's Fund,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,15160,Human rights,0.5,100000.0
2009/2010,0,0,0,1,1,0,0,0,0,2,1001302,UNICEF - United Nations Children's Fund,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,15210,Security system management and reform,0.2,40000.0
2009/2010,0,0,0,1,1,0,0,0,0,2,1001302,UNICEF - United Nations Children's Fund,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,15261,Child soldiers (Prevention and demobilisation),0.2,40000.0
2009/2010,0,0,0,2,2,0,0,0,0,0,1002742,ILO - International Labour Organization,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,11130,Teacher training,0.2,99987.8
2009/2010,0,0,0,2,2,0,0,0,0,0,1002742,ILO - International Labour Organization,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,11230,Basic life skills for youth and adults,0.3,149981.7
2009/2010,0,0,0,2,2,0,0,0,0,0,1002742,ILO - International Labour Organization,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,15160,Human rights,0.5,249969.5
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,3,Asia,PK,PK,Pakistan,1.0,11120,Education facilities and training,0.15,4799.874
2009/2010,0,0,0,0,0,0,0,0,0,0,1000335,Cowater International Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,PK,PK,Pakistan,1.0,11120,Education facilities and training,0.15,276776.1
2009/2010,0,0,0,0,0,0,0,0,0,0,1011168,Altis Human Resources,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,3,Asia,PK,PK,Pakistan,1.0,11120,Education facilities and training,0.15,8935.0665
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,3,Asia,PK,PK,Pakistan,1.0,12191,Medical services,0.15,4799.874
2009/2010,0,0,0,0,0,0,0,0,0,0,1000335,Cowater International Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,PK,PK,Pakistan,1.0,12191,Medical services,0.15,276776.1
2009/2010,0,0,0,0,0,0,0,0,0,0,1011168,Altis Human Resources,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,3,Asia,PK,PK,Pakistan,1.0,12191,Medical services,0.15,8935.0665
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,3,Asia,PK,PK,Pakistan,1.0,15110,Public sector policy and administrative management,0.3,9599.748
2009/2010,0,0,0,0,0,0,0,0,0,0,1000335,Cowater International Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,PK,PK,Pakistan,1.0,15110,Public sector policy and administrative management,0.3,553552.2
2009/2010,0,0,0,0,0,0,0,0,0,0,1011168,Altis Human Resources,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,3,Asia,PK,PK,Pakistan,1.0,15110,Public sector policy and administrative management,0.3,17870.133
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,3,Asia,PK,PK,Pakistan,1.0,15150,Democratic participation and civil society,0.3,9599.748
2009/2010,0,0,0,0,0,0,0,0,0,0,1000335,Cowater International Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,PK,PK,Pakistan,1.0,15150,Democratic participation and civil society,0.3,553552.2
2009/2010,0,0,0,0,0,0,0,0,0,0,1011168,Altis Human Resources,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,3,Asia,PK,PK,Pakistan,1.0,15150,Democratic participation and civil society,0.3,17870.133
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,3,Asia,PK,PK,Pakistan,1.0,22030,Radio/television/print media,0.1,3199.9159999999997
2009/2010,0,0,0,0,0,0,0,0,0,0,1000335,Cowater International Inc.,Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,PK,PK,Pakistan,1.0,22030,Radio/television/print media,0.1,184517.4
2009/2010,0,0,0,0,0,0,0,0,0,0,1011168,Altis Human Resources,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,3,Asia,PK,PK,Pakistan,1.0,22030,Radio/television/print media,0.1,5956.710999999999
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,11230,Basic life skills for youth and adults,0.2,150000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,11230,Basic life skills for youth and adults,0.2,8579.618
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,12220,Basic health care,0.05,37500.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,12220,Basic health care,0.05,2144.9045
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,15150,Democratic participation and civil society,0.3,225000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,15150,Democratic participation and civil society,0.3,12869.427
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,15160,Human rights,0.2,150000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,15160,Human rights,0.2,8579.618
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,15220,"Civilian peace-building, conflict prevention and resolution",0.05,37500.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,15220,"Civilian peace-building, conflict prevention and resolution",0.05,2144.9045
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,16050,Multi-sector aid for basic social services,0.05,37500.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,16050,Multi-sector aid for basic social services,0.05,2144.9045
2009/2010,0,0,0,0,0,0,0,0,0,2,1001245,World University Service of Canada,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,3,Asia,LK,LK,Sri Lanka,1.0,32130,Small and medium-sized enterprises (SME) development,0.15,112500.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1004134,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),Canadian Profit Making,Civil Society,CONSULTING SERVICES,3,Asia,LK,LK,Sri Lanka,1.0,32130,Small and medium-sized enterprises (SME) development,0.15,6434.7135
2009/2010,0,0,0,0,0,0,0,0,0,0,1013363,World University Services Canada and  Servicio Universitario Mundial,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,1,America,PE,PE,Peru,1.0,43010,Multisector aid,1.0,691758.45
2009/2010,0,0,0,0,0,0,0,0,0,1,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15130,Legal and judicial development,0.75,13549.3425
2009/2010,0,0,0,0,0,0,0,0,0,1,20130,Department of Justice Canada,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15130,Legal and judicial development,0.75,26118.03
2009/2010,0,0,0,0,0,0,0,0,0,1,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15150,Democratic participation and civil society,0.15,2709.8685
2009/2010,0,0,0,0,0,0,0,0,0,1,20130,Department of Justice Canada,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15150,Democratic participation and civil society,0.15,5223.606
2009/2010,0,0,0,0,0,0,0,0,0,1,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15160,Human rights,0.1,1806.579
2009/2010,0,0,0,0,0,0,0,0,0,1,20130,Department of Justice Canada,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15160,Human rights,0.1,3482.4040000000005
2009/2010,0,0,0,0,0,0,0,0,0,0,20130,Department of Justice Canada,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15130,Legal and judicial development,0.75,599623.665
2009/2010,0,0,0,0,0,0,0,0,0,0,20130,Department of Justice Canada,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15150,Democratic participation and civil society,0.1,79949.822
2009/2010,0,0,0,0,0,0,0,0,0,0,20130,Department of Justice Canada,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15160,Human rights,0.15,119924.73300000001
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15130,Legal and judicial development,0.75,110051.85
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15150,Democratic participation and civil society,0.1,14673.58
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,1,America,JM,JM,Jamaica,1.0,15160,Human rights,0.15,22010.37
2009/2010,0,0,0,0,0,0,0,0,0,1,1000136,Foundation for International Training,Canadian Non-Profit Making,Civil Society,NGO,3,Asia,CN,CN,China,1.0,15160,Human rights,1.0,744205.27
2009/2010,0,0,0,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,Governmental,FEDERAL,2,Africa,BJ,BJ,Benin,1.0,43010,Multisector aid,1.0,35500.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000948,D�M�NAGEMENT OUTAOUAIS INC.,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,2,Africa,BJ,BJ,Benin,1.0,43010,Multisector aid,1.0,44670.0
