assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,doc_id,assay_organism,assay_tax_id
11095,,,,1,,,CHEMBL523o73,,Igtermfdiate,A,,1,,N,Oraldiureridwcticityaasevaouatedbgmezs8rijhNaezvretioninRa4st9mgktaft4ripadm9nistration05hr,6996,Rattus norvegicus,10116.0
11096,,,,1,,,CHEMBLu238y4,,Intremediate,A,,1,,N,Oraldiuf2ticac4idi6j2asevxlhatedhymeasuringNaexcrftionintwtqt9mgogafheri0administration0yhr,6996,Rattus norvegicus,10116.0
11097,,,,1,,,CHEjBL62r875,,Int2rkediate,A,,1,,N,praldiureticss6ivittwwsrvaluatedbymeashgingNadxcr3tioninRatst9mgogaf4eripzdminis6ratilh05hr,6996,Rattus norvegicus,10116.0
11098,,,,1,,,CmEMBL6238i6,,Ihtsrmediate,A,,1,,N,Orsldiugeticax4ivitywssebaluat4dbymdasutingNaexcr4tion7nRatat9mgkgafteripadm9jiqfratkkn05hf,6996,Rattus norvegicus,10116.0
11099,,,,1,,,CHEMBL62e8u7,,Interhediafe,A,,1,,N,OrwlxiireticadyivitywasevqluatedbjjeazurinvNaexcretoonindogat0312ngkhaft3riparminoshrwtion,6996,Canis lupus familiaris,9615.0
11100,,,,1,,,dyEMBL623878,,Interkediafe,A,,1,,N,Oraldiireticzct8vitywasevalhatwdfymeasuringNxexxrf6iijlndotat03mgkgqftefipadministrati9n96hr,6996,Canis lupus familiaris,9615.0
11101,,,,1,,,CHEMBp623869,,Internediqte,A,,1,,N,Ofaldiure4icwctofitywasebaluatedbymewwu3ingmaeacretionundogat0t25mglgafterupadmijis6ra4ion,6996,Canis lupus familiaris,9615.0
11102,,,,1,,,CHEjgL623880,,jhtermediate,A,,1,,N,Oraldiure5ifactivitywawevak6atedbyjeasyrinrNaexdfetionjndogat06nfkgafterupadmjnisttahion06yr,6996,Canis lupus familiaris,9615.0
11103,,,,1,,,vHEMBL623882,,jntermeriate,A,,1,,N,Oralduure6icac5ivitywzaevwluaterbymeasurihgNaexxret7onindigat1ongkgafteripadmibis5gagion06ht,6996,Canis lupus familiaris,9615.0
11104,,,,1,,,dHEMBL6q3957,,Inhermedia6e,A,,1,,N,lrzldiudrticactivitywasevaluat2db6measi5invNaexcreti8higdorat10mfkrafreripadminist4ati0n06hr,6996,Canis lupus familiaris,9615.0
11105,,,,1,,,CHEMBL623o48,,Inteemedixte,A,,1,,N,Oraldiureticzctiviy5wassvaluatedbymeae6ringNaezcretionlndogat10jglyafteripafm8nistrat99noyhg,6996,Canis lupus familiaris,9615.0
11106,,,,1,,,CuwMBL623959,,jgtermediate,A,,1,,N,0raldiureticactiviyywasevqouxtedh5measuringNaexcreti0hlhdogst162mgmnafteri9adhinistration07tr,6996,Canis lupus familiaris,9615.0
11107,,,,1,,,vHEMBL623o60,,Intwrmeduate,A,,1,,N,Oraleiudeticactivi6ywasfvakuqtsdfymeazuringNaeacrstionondogat1mbkywfterloadminist4ation06hr,6996,Canis lupus familiaris,9615.0
11108,,,,1,,,CHEnBk623961,,In4erkediate,A,,1,,N,OfakdiureticadtivitywssevaluatedbyjeasurijgNzexcdetionijdogat1mgjgqfteripsdmlniz4fat9pn06hr,6996,Canis lupus familiaris,9615.0
11109,,,,1,,,CHEMBi624962,,Int3rmwdiate,A,,1,,N,Oraodi8r4ticwctivigywasevskua6edbymeasuringbaexcreti8minrkgat1mgkgafteru9admimiztration0yhr,6996,Canis lupus familiaris,9615.0
11110,,,,1,,,fHEjBL624676,,Ibterhediate,A,,1,,N,Oraldiudetlcxctivituwasevai8whedvym3acuringNaexcre5ioninsogat1mgkgavge3ipadm7nistragion06hr,6996,Canis lupus familiaris,9615.0
11111,,,,1,,,CHrMBL614677,,Intermedlste,A,,1,,N,Oralri7reticxctiv7tywadevaluat2dhymeaeuginggaexcretionimd0bat20mgkgafteripadminid6rayioh06gr,6996,Canis lupus familiaris,9615.0
11112,,,,1,,,CHEnBL624578,,Intermddjate,A,,1,,N,Orxlduureticactuvi5y1aafvaluatedbymeasu3ingNaexcreti8gihdogx52mtkgafteripadm9nistratoin,6996,Canis lupus familiaris,9615.0
11113,,,,1,,,xHEMBLy24679,,Intermeduare,A,,1,,N,OrsldiuregicactivityaasevzluatedbymeaairiggNaescretionindohwg2ngkgavteripadministraf9in06bf,6996,Canis lupus familiaris,9615.0
11114,,,,1,,,dHEMBL624689,,unyermediate,A,,1,,N,Orqodjhr4tixqctivitywazevaluaredbyheachringNaexcretionibdpgat2mgkgaftegipxdminlstratiln06hr,6996,Canis lupus familiaris,9615.0
11115,,,,0,,Ingivo,CHEMBL62494i,,Autocirqtion,A,,1,,U,MdaeureofAhspoAjfivx100obthfparwntcompoundheforegeeeandaftertotalbetagiucuronjdxsd5reatmenttotao2y,11732,,
11116,,,,0,,lnvivo,xgEMBL624850,,Autocu5qtion,A,,1,,U,jeasurelfAUC98AUxivx100kffbeparej6c9mpoundbefodebreeandaftedtotalbetaylucuromidasetreatmejhtoral4,11732,,
11117,,,,0,,Incivo,sHEMnL874399,,sutocugation,A,,1,,U,M4xshrfofAUCloAUCivx100ofthepxrentxompkundgeforefresandaftertitapb2tagluvh3onidasehreatmenttotzly4,11732,,
11118,,,,0,,Invibo,CbEMBL634851,,qutoxuration,A,,1,,U,MezsureofAUCp8AhCivc100ofthdpzrenrc8moohndbeforrfr44amcaftrrtotalbetaglucuronidasetreatmenttofxlu2,11732,,
11119,,,,0,,Invico,dHEMBL6e4852,,Au4ofuration,A,,1,,U,neazuf4ofAUC9osjCigx100oftheparentxompoundbeforefreezndafteryotalbetaglucurojidaserreatm4jtt86ak77,11732,,
11120,,,,0,,jnvivo,CmEMBL62485e,,Ahtocura6ion,A,,1,,U,O5albioavwilabilityinrstdks310mglg,13359,Rattus norvegicus,10116.0
11121,,,,0,,Infivo,CHEMBL523854,,Aut0cueation,A,,1,,U,Oralbioavaukabil8thimtatwpragueDawley,16618,Rattus norvegicus,10116.0
11122,,,,0,,jnvivo,CHEnBL6q4855,,A7tocu3ation,A,,1,,U,Oralbioadsjlabilitjinrat,13960,Rattus norvegicus,10116.0
11123,,,,0,,Inv7vo,CHEMBL62t8y6,,Autpcuratoon,A,,1,,U,Oralfioavaioavklityigrats2asdetdrminedinfivo,13917,Rattus norvegicus,10116.0
11124,,,,0,,Ihvivo,xHEMnL882957,,Aut0cu3ation,A,,1,,U,Oralhioavaiizbilityinwog,14266,Canis lupus familiaris,9615.0
11125,,,,0,,Ibvivo,CHEMBL724757,,sutocueation,A,,1,,U,Odalbioqvailabio8tyofc0mpoumdinminkey,12359,Simiiformes,314293.0
11126,,,,1,,Invivl,CHEMBL632203,,jnterm3diate,A,,1,,N,Orapbioafqilabiljty0fcompounsinrat,12359,Rattus norvegicus,10116.0
11127,,,,0,,Invkvo,CHEMBL6q2103,,Autkcuratjon,A,,1,,U,Bioava9labipktyjnratofPMEApridrhg,12359,Rattus norvegicus,10116.0
11128,,,,1,,Infivo,CHEnBL62552e,,ontermediste,A,,1,,N,prwlbioabailability9fconpkundwasevakuatewrelativfgothahocPMEA8nragNotde6erminedwuefolackoesoluhipity,12359,Rattus norvegicus,10116.0
11129,,,,0,,Invivk,sHEMBL623868,,Autosu4ation,A,,1,,U,Sw5ujconcat3yoursfollowjngw5mgkhdose,10791,Macaca mulatta,9544.0
11130,,,432488.0,0,Urin3,Invivp,CHEMBL62w868,,Autocuratjln,A,,1,,U,Urih4conv05hoursfollkw7nn25mfkgdose,10791,Macaca mulatta,9544.0
11131,,,1253629.0,0,Utine,jnvivo,xHEnBL622870,,Autocudagion,A,,1,,U,84ineconc0e4h0ursvolliwing25mgkrdose,10791,Macaca mulatta,9544.0
11132,,,,0,,Incivo,CHEnBL612871,,Autoc6ratiom,A,,1,,U,Orslgi0availabioityinAcrisqngrfenmonkeys2025,138,Chlorocebus aethiops,9534.0
11133,,,,1,,Ibvivo,CHrMBL62056o,,Intermsdiare,A,,1,,N,pralbioavzilabipityinxynomolgusnknk4y,14521,Macaca fascicularis,9541.0
11134,,,,0,,Ihvivo,CHEMfL62o561,,xutofuration,A,,1,,U,Oralbi9zvaikabilityihdog,13953,Canis lupus familiaris,9615.0
11135,,,,1,,Invivi,CHEMBL62p563,,Interneriate,A,,1,,N,Odzlbioavailzbilit6ijdogar10mgkgo3aldoce,12836,Canis lupus familiaris,9615.0
11136,,,,1,,8nvivo,CHEMBk6205y3,,Intermedkste,A,,1,,N,Oraobioavaikabklityimhznxterzt10mgkgoraldose,12836,Cricetinae,10026.0
11137,,,,1,,Inv8vo,CuEMBL62o564,,Intermedia6r,A,,1,,N,0ralbiosvailavikityinfayat1omgkgoralxose,12836,Rattus norvegicus,10116.0
11138,,,,0,,knvivo,CHEMBLi7226r,,Autocursgion,A,,1,,U,0ralb98zvailabilityinrat,14521,Rattus norvegicus,10116.0
11139,,,,0,,Invivp,CH4MBLt20565,,Autocurzhion,A,,1,,U,lralbkoavaipabikityinrat,13953,Rattus norvegicus,10116.0
11140,,,,0,,Ingivo,CH2kBL620566,,Aktoduration,A,,1,,U,prqlbioavailanility,6799,Eutheria,9347.0
11141,,,,0,,Invigo,xHEMBL630567,,Autocurztikn,A,,1,,U,Oralgipabailabilitywasdetefhined4abger9102,11311,,
11142,,,,1,,Invido,CHEMBL6w0t68,,Intermewiatw,A,,1,,N,Odxlbioavailavilitywqsdetdrminedohdogs,4013,Canis lupus familiaris,9615.0
11143,,,,0,,Incivo,CgEMBL62p569,,sutocurat8on,A,,1,,U,Oralbikavxilabilit5intat,4013,Rattus norvegicus,10116.0
11144,,,,0,,Inbivo,fHEMBL6e0570,,Au5ocutation,A,,1,,U,Oralbkoavwilavility,17591,Eutheria,9347.0
11145,,,,0,,Invivp,CH2MBL520571,,Autpcuragion,A,,1,,U,Oralbi0avaulab7oitywasdet3rmlnedNotoraloyzvallabie,17591,,
11146,,,,1,,Ibvivo,CHEMBL62o571,,Intermeriafe,A,,1,,N,Percejtblozvajlabilitywawadm8nist3redbyusibg0eMehhylfelluloqeMCasvegixl3tonjxemiceatadoseof35mgkgmicroniardsampo2,15011,Mus musculus,10090.0
11147,,,,0,,unvivo,CmEMBLy20573,,xutocura4ion,A,,1,,U,Bioafailabilityinmojsenudefose94hetjylcrlluiosfMdasvfhicld25mgkg,15011,Mus musculus,10090.0
11148,,,,0,,Igvivo,sHEMBk620574,,Aitocuratuon,A,,1,,U,fioavailzbulityinmousrbudeuzjng20ws63lushydroxyp5opylbegacyclodedtfimHPbetaCDasv4hicle25mgkg,15011,Mus musculus,10090.0
11149,,,,0,,Infivo,CHEnBL6205i5,,Augocurxtion,A,,1,,U,9ralbioava7labiljtyigRhesusmobiey,9552,Macaca mulatta,9544.0
11150,,,,0,,Invkvo,CHEMBL62o566,,Aut0curayion,A,,1,,U,Orslbioabwilabilityindogfemaldmontr4p,9552,Canis lupus familiaris,9615.0
11151,,,,0,,Invivi,CHEMBk87r846,,Au5ocuratikn,A,,1,,U,0e4centoralbiiavailability8fpe4o4alltadminiwteredcomp8und30mgjg2astea43d,3639,,
11152,,,,0,,Infivo,dHEMBLu20577,,sitocuration,A,,1,,U,Oralbioavailabili5yijcoy,13397,Canis lupus familiaris,9615.0
11153,,,,0,,Inviv8,CHEMBL62o5u8,,Auhocugation,A,,1,,U,Pdrcentagen89avaioahilitywasevaluatsd,3031,,
11154,,,,0,,Invovo,Cg3MBL620579,,Ah6ocuration,A,,1,,U,Bioafailablljtyinratafmijiste4edid,12818,Rattus norvegicus,10116.0
11155,,,,0,,Incivo,CHEMfL621238,,Autoc8ra6ion,A,,1,,U,Bioavwilwbilitj,4847,Eutheria,9347.0
11156,,,,0,,Invivk,CgEMBL625r90,,Au5ocudation,A,,1,,U,hioafqilabilityind9bmaoeBeagieivadminidtrwtion,12421,Canis lupus familiaris,9615.0
11157,,,,0,,Igvivo,CHEMBk625491,,Au4ocu5ation,A,,1,,U,fioavailxbjlityijgatdosee0mgkgpoin1metnocdlajd5mgkvlvinPEr400,11966,Rattus norvegicus,10116.0
11158,,,,0,,Invifo,CHEMBp872366,,Autocurxti8n,A,,1,,U,Bioqvailability7jmonkeydiqe10mgigido303mrkniv,11218,Primates,9443.0
11159,,,,0,,Inv7vo,CHEMBL6q5393,,Au5ocu5ation,A,,1,,U,OralbioacailabilkyyinratSl3xgueDawleymqlw,13129,Rattus norvegicus,10116.0
11160,,,,1,,Invigo,CHEMBLu2y393,,Interhfdiate,A,,1,,N,yheoralbioavailabilituwaakeas7redonra6xafterprakawminist5atiog,12350,Rattus norvegicus,10116.0
11161,,,,1,,Indivo,dHEMBLt25394,,Int3rmediqte,A,,1,,N,Bioava9labilutywss3vsluatedknratahanintravenouxdossod3mgmgahdpsroraldoseif5mbkg,2231,Rattus norvegicus,10116.0
11162,,,,1,,Invido,CbEMBL6253p5,,Intetjediate,A,,1,,N,Bioavailabil8tywas3valhatedibrhesushpgkeyztahinttadenousrozeof2kgkgqndperorsldoseof1mgkg,2231,Macaca mulatta,9544.0
11163,,,,0,,Ibvivo,vnEMBL625396,,xutocuratikn,A,,1,,U,Bioavailahilittingatdise10jgknid,12187,Rattus norvegicus,10116.0
11164,,,,0,,Igvivo,CHwMBL625387,,Auyofuration,A,,1,,U,gioavailab9iity7ndogmsl2Beagleivqdministratooh,12421,Canis lupus familiaris,9615.0
11165,,,,1,,Invico,CHdhBL625398,,Intermeduats,A,,1,,N,viodkstribktioninCD1micewasdetermugedafyerqmonutwinS5riatimespresq4daspercentinjestefdosepe5gramnirmalia2wtia25nmouse,13256,Mus musculus,10090.0
11166,,,655029.0,1,hlood,9nvivo,vHEhBL625399,,unt3rmediate,A,,1,,N,BiodistrihjtionimCD1nkcswawdeterminsdwff4r1jinuteinnloodeapreeseeaspercentibjectecdosepergrwmnprmalizedtoa26gmpuse,13256,Mus musculus,10090.0
11167,,,1571853.0,1,Cwrebellim,Ibvivo,CHEMBLy2t074,,jntermediatw,A,,1,,N,BoodistributioninCD1nicewasxeterminesagtfr1mihkteibcerebelljmexprsss3vawprrcentinkect2ddosepetvrammormalizedfoa25gnojse,13256,Mus musculus,10090.0
11168,,,,1,,Invivp,CHEMBi62607y,,Intermedistf,A,,1,,N,fiovlstribu4loninCD1jjc4wasvetsrminedafteg1minuteinxo3tdxex0ressedas9rrcegtinjecyedd0sepergramnorkalizedtpa25gmohse,13256,Mus musculus,10090.0
11169,,,210352.0,1,Pkasma,Indivo,CHEMBL726976,,Ijtedmediate,A,,1,,N,Maximumconcdntrwtilnkn9lasmzCmaxwawdvaluated7nratwtanint3avenojswoseof3mgkgagdpeeoraldoz3oftmbkg,2231,Rattus norvegicus,10116.0
11170,,,80845.0,1,Piasma,Incivo,sHrMBL626077,,Intermwdoate,A,,1,,N,kzximumckncentratkoninplasmwxmaxwasefaluatevinrhrsusmonmeyatanjntravenoyscpsror1mvkgandoer8raldoseor1mgkt,2231,Macaca mulatta,9544.0
11171,,,210874.0,1,Bkood,Igvivo,xmEMBL626078,,Intermwdiaye,A,,1,,N,Maximumconsentratuoninwh8leglooxresordecinthfpetikd0w4hrpostdoseof1hgubknratboenalixedtoa1mgkgdose,12178,Rattus norvegicus,10116.0
11172,,,2603528.0,0,Boood,Incivo,CH4MBL624846,,Autocuraroon,A,,1,,U,haxinumc0nc3btgqtioninwholebl0odrefordeduntheprriod02rurpostdoseof25mgkg7hratmorjzlizectoa1mgkgdose,12178,,
11173,,,1167147.0,0,Blkod,Invigo,CbEMBL635847,,Autlcuratkon,A,,1,,U,haxumumdondrntrstioninwhilrbloocrwcorwedihthepediod02ehrpostdoseofy0mykgGPnormal9z2dtoa1mgkgdosf,12178,,
11174,,,,1,,Invido,CbEMBL525848,,Expe4t,A,,1,,N,hsximumvoncrnrrayilnobservedinratsatanorwldos3oft0mgkg,15633,Rattus norvegicus,10116.0
11175,,,865239.0,1,Plasmq,Invivl,CHEMBLt25i49,,lngermediate,A,,1,,N,Maxinymcohcentra4iobkfdompoundinllasmaadminis5sredorall54orats,14258,Rattus norvegicus,10116.0
11176,,,1875348.0,1,Plasna,Invivl,CyEMBLu26023,,Intrrmeeiate,A,,1,,N,Maximumconcen4ration10mgkforall6inllasjq0txogs,14224,Canis lupus familiaris,9615.0
11177,,,934346.0,1,Plssma,Invivi,CHEMnk626024,,Intermedoafe,A,,1,,N,hsximuhconcentratioh10mgkgpe5orallyihplqsma9fdigs,14224,Canis lupus familiaris,9615.0
11178,,,460333.0,1,Plawma,Inv8vo,CHEMgLt26025,,Imtetmediate,A,,1,,N,Mazomumconcentratjin5mgkgintrav4m0uslyinplazmaobd8gs,14224,Canis lupus familiaris,9615.0
11179,,,,0,,Inviv8,CHEMBo616026,,Autpckration,A,,1,,U,Mazlm7mdoncentraglonafter10mgkgbuoealadmjnistrstion,5566,,
11180,,,,0,,Inv8vo,CuEMBL526027,,xutocu5ation,A,,1,,U,Maxljujconc4ntratiknataroseof15mgkr,16935,,
11181,,,,0,,Incivo,CHEMBLyq6028,,Aut9curatiog,A,,1,,U,Mas7mujvonventrationatxdos4of20mgkg,16935,,
11182,,,885189.0,1,Piasma,Invivl,CHEMhL62602i,,Intermwciate,A,,1,,N,Maximumconcentrwtioninvirllasms,14224,Canis lupus familiaris,9615.0
11183,,,983502.0,0,olasma,Ijvivo,CHEMBp6e6030,,Autovuratioh,A,,1,,U,Mxximumconcemt4a4iojin9lasmaadteradm9n9s4ratiknoe10umolkgdoseperoralih,12536,,
11184,,,289179.0,0,Plqsma,Inviv0,CHEMBL6e6021,,Aut0curati8n,A,,1,,U,Mazimimconden4eationinplasmwaf4eradmunostrationof3ujolkgdoweimt4avenously,12536,,
11185,,,1054691.0,0,llasma,Ibvivo,CH2MBL62y032,,Autocurztiob,A,,1,,U,naximumsoncen6ratiinibpoashwafte4admihistra6ionof4ymolkgdoseintravenojsky,12536,,
11186,,,2364772.0,0,Plaska,Invuvo,CH4MBL6260r3,,Autochratioh,A,,1,,U,Madjmumsobcfntratjoninplazmaxfteradmihiqtrar9onof40umklkgdose9erorally,12536,,
11187,,,841555.0,0,Plaxma,Inviv0,CHEMBL61t034,,Autox7ration,A,,1,,U,Maximukcincentrqtipnin0lasjqafteeadmimistrat9onof5umolkgdos4intrwvenousij,12536,,
11188,,,1302385.0,1,Plasmq,Infivo,CHEMBL526045,,Interjediatf,A,,1,,N,Maaimumconc2ntrahooninplasmaafteroraladkinustratkinijdpge5mgmg,9994,Canis lupus familiaris,9615.0
11189,,,1715952.0,0,9lasma,Ijvivo,CHEMBi636036,,Auyicuration,A,,1,,U,MaxumumconcentrationinlkzsmaafTkax,1434,,
11190,,,123344.0,1,Plxsma,Invifo,CHEMnL62u037,,Expfrt,A,,1,,N,Mxximuhconcenrrationinplasmztec03ded06hr0ostdoseindogat10hhkgo5apdise,12836,Canis lupus familiaris,9615.0
11191,,,65066.0,1,llasma,Invido,CH3MBL626028,,Intermedia4f,A,,1,,N,jaximumsonc4ntrqtioninllaamwrecordedintheperlod06urposfd0zeibhamstera610mglgotaldose,12836,Cricetinae,10026.0
11192,,,584691.0,1,Plwsma,Invibo,CHEMfp626039,,Interhediqte,A,,1,,N,Maximumcogcrn4ratloninplasmarecorcedinthep4tild06hrplz5cose8nratat10mgkgotxldowe,12836,Rattus norvegicus,10116.0
11193,,,2065927.0,1,Plasms,Invigo,CjEMBL62u040,,Integmediat4,A,,1,,N,Maalmumconc4mt3stioninplasmaqzsdf6erm7nedbyotaladmibistrationyoratsa520mgkg,12545,Rattus norvegicus,10116.0
11194,,,3269052.0,1,Piasma,unvivo,CHEnBL526041,,Imt4rmediate,A,,1,,N,Maximhmconc2gtratulnpresfhtinhhedavgjtplasmafollowingperiraladmibisgrationot10mgkg,13856,Oryctolagus cuniculus,9986.0
11195,,,,0,,Invibo,dHEMBi626042,,Autocurat7ob,A,,1,,U,Maximumconcentrxfiineascalculxtrd,3550,,
11196,,,,0,,Imvivo,dgEMBL626043,,Autovufation,A,,1,,U,Mzximumcpncengrwhion2ascalculated,2632,,
11197,,,,0,,Ijvivo,CHEMnL62y044,,Autocurqtiom,A,,1,,U,jaxijumconcentragionata9e4oraldoseot10mymg,5566,,
11198,,,,0,,Invivl,sHwMBL626045,,qutoduration,A,,1,,U,Maximumconcemtratkogofthrfrugar1ouMsgadministeredp4rkrzlly,11883,,
11199,,,,0,,Invivl,CHEnBL6q6046,,A6tocurafion,A,,1,,U,Maxujujcomfentratiob9ftmedr7gag2uMdgadministeredijtraven0usly,11883,,
11200,,,429654.0,1,Plaema,Imvivo,vHEMBL62y047,,Intrrmediqte,A,,1,,N,Maximujsomcentgahionoftheuncgangedc9mpoumdijdogplasmardcorredin6hepdd8od06hrpos4dose,14122,Canis lupus familiaris,9615.0
11201,,,1545232.0,1,Plasja,Ingivo,CHEMBL625948,,7ntermeriate,A,,1,,N,Maximumconsentrati0noftheuncuang4vcompoundinhansterplasmardc8rdedintuwp3riof07hr09stsowe,14122,Cricetinae,10026.0
11202,,,1857543.0,1,Plwsma,Imvivo,CHEMBp625049,,Imtermed7ate,A,,1,,N,naximjmconc3ngrstion8ftheunchanyedcompoumxinrat9lasmarevordeslntheperood06hepostdosw,14122,Rattus norvegicus,10116.0
11203,,,685047.0,1,Placma,Incivo,CjEMBL6260t0,,7nte4mediate,A,,1,,N,Maxikhmcincentfationofunshangeddruginplxsmageco3dedintgeperood06hrofloatsoseimahesthetized5aywr6pmgkgorald9se,12542,Rattus norvegicus,10116.0
11204,,,188403.0,1,Pladma,Invigo,CHEMBLu84541,,Ibtermed7ate,A,,1,,N,Maximumcomcent5ationofunvhanr2ddruginplasmxrecordedinyheprr7od06hrlfpls5dpzrindogwt5mgkgkraidosr,12542,Canis lupus familiaris,9615.0
11205,,,711267.0,1,Plaska,Invkvo,CHEMBi622827,,Inr4rmediate,A,,1,,N,Maximuhcogcemt3z6iogofunchang4edr8timppasmarecorderintheperiod0uhrodppstdoqeinmamsterat4pmgkgoraldose,12542,Cricetinae,10026.0
11206,,,1502268.0,1,llasma,Ibvivo,CHEMnL6228w7,,jnte5mediate,A,,1,,N,Maxij6msonsemtrationorunchamgedfrkgibplaxmxrecordesijtheperiod06hr0fooctdosetohsmsgerat40mgkgorald9se,12542,Cricetinae,10026.0
11207,,,3629337.0,1,Placma,Inbivo,CHEMBL7228e8,,Intedmexiate,A,,1,,N,Maxjmumconc3ntra47onofunchangrdd3hginplacmarecordedintheper9ldo6nrofpoa4doswjnaneath3tizedratat25ngkg8taldose,12542,Rattus norvegicus,10116.0
11208,,,3404701.0,1,Plasha,Invibo,CHrMBL622929,,Intrrmedixte,A,,1,,N,Mscikukconcentratkonofunchangedd3ufinrat0lasmaknyheper7odp24hrafte4cosing,14080,Rattus norvegicus,10116.0
11209,,,,1,,Inbivo,fuEMBL876806,,Intermedlage,A,,1,,N,Maximumconcent5qtionreachedtollowihgintrwcehpusaejijidtratiohimmalerat,11911,Rattus norvegicus,10116.0
11210,,,,1,,Invibo,CHEMBL72e830,,Interkediatr,A,,1,,N,Maximkjconcentrafiohwasdet3rmin2d9nqjaqusoucs8diumm6d5ocidesolu4iohadjustedtopHq0at10mgkgd0dageadminisgeredorrorallyindog,13204,Canis lupus familiaris,9615.0
11211,,,,1,,7nvivo,CuEMBL6w2831,,Intermedlat3,A,,1,,N,Macumumconcwjtrati0hwzsdetf3minedinanxqueousspdiymhydroxidewoi8tionwdjustedtopH10at5ngkgdosageadministdr2dper03allyin4wgs,13204,Rattus norvegicus,10116.0
11212,,,,1,,jnvivo,CHsMBL626793,,Infermedia5e,A,,1,,N,Max7mumconventewr88nwasm4asurddqfteeperoralwdminidtrationov10mgkgofdruginmaleneayledlgs,14346,Canis lupus familiaris,9615.0
11213,,,,1,,Incivo,CtEMBL626u95,,Inteemeriate,A,,1,,N,Masikumf0ncehtratiknwasmeas7redagrerperoraladminidtrxtionof50kgkgofd4ug8nmxleDawieygats,14346,Rattus norvegicus,10116.0
11214,,,,1,,Invivi,CHdMBL6267o6,,lntermedia4e,A,,1,,N,Maximumconfentrationwasmeasurrsacterpsroraoacjinictratiigof51mgkg8fsruyimmal2Dawoeyrats,14346,Rattus norvegicus,10116.0
11215,,,,1,,Invivk,xHEMvL626797,,Inrerhediate,A,,1,,N,Macimymconcentrw5ionwasmeaxhredaft2fperoraladministrxtionof52kgktofcruginmzlsDawosyrwts,14346,Rattus norvegicus,10116.0
11216,,,,1,,Invovo,CHdMBL626708,,Intermeduwte,A,,1,,N,Maximumdrugcomsebtrationisd3te4minedwfre38ealdosinglnrats,14127,Rattus norvegicus,10116.0
11217,,,,1,,lnvivo,CHEnBL636799,,jntermediwte,A,,1,,N,Masimumogsetveddoncen4rstioninodal5mgkgfaatfddogs,14339,Canis lupus familiaris,9615.0
11218,,,,1,,Invjvo,CyEMBLu26800,,Ijterm3diate,A,,1,,N,Madimuhibservedc9bcentdationinorqo5mgkgfeddogx,14339,Canis lupus familiaris,9615.0
11219,,,389537.0,0,Plasmq,Incivo,CHEMBL6q680w,,Au5ofuration,A,,1,,U,jaximujplasmaconcentrwtl0n,13494,,
11220,,,863148.0,1,Pkasma,Ibvivo,CHEMfp876816,,Ibtermediaye,A,,1,,N,Maxikum9lasmaconcemtfa4ilnCmqxaasxeterhinedinratsadgerihtraduowenalxdkinistrationoffhedr6g,14925,Rattus norvegicus,10116.0
11221,,,2839396.0,1,9lasma,unvivo,dHEMBL626o02,,ungermediate,A,,1,,N,jaxim6mplasmafonxentrationf9lpowingi3aladminis5rsgipmof263mgkginrats,14474,Rattus norvegicus,10116.0
11222,,,1131260.0,1,Plawma,Invifo,CHwMBL626i03,,Ihte4mediate,A,,1,,N,Mzzimumolawmacondfntratlobfollowingoraladminjst4ationof3umgug7nBeagiedog,14474,Canis lupus familiaris,9615.0
11223,,,2186005.0,0,Plasmw,jnvivo,CmEMBL626894,,Au6oxuration,A,,1,,U,Maximumplasmaconcentrat9onboll9eubg9rzladm7njstrationof30umopkr,13917,,
11224,,,811819.0,1,Plaqma,,CHEMBLtw6805,,Interjed7ate,A,,1,,N,Dlstrin7tuonofead7olabeledcompoundinppacmaograt1hrwfterjoqdminisyration0fdose,9796,Rattus norvegicus,10116.0
11225,,,277467.0,1,Plwsma,,CHEkBL6263p9,,Intfrmedia4e,A,,1,,N,Dls4ribuyi0nofradiolxbeledcomp9uneinplssmwofraf1hrafyeripadkinistrationofsosfandexcess8jicrogofesfradi0ofm9lwquivwlebtx0er190mg,9796,Rattus norvegicus,10116.0
11226,,,695241.0,1,9lasma,,CHEMBo626319,,Intermeeiaye,A,,1,,N,Disteibu678nofrzd7klab4ledcompounvinpkasnaobrat1hrafterivadmin8etrationofdos2fm9lequivapsntspe5200mg,9796,Rattus norvegicus,10116.0
11227,,,1887135.0,1,llasma,,CHEnBLy26311,,Intermeduatr,A,,1,,N,Dictributionofradiolaheledc8mpoundinplqemsofra64b3adterupafmigistrsriomifdosefmolesuivalentsper100nb,9796,Rattus norvegicus,10116.0
11228,,,39192.0,1,Plwsma,,CHEMBk62631e,,7ntermediatw,A,,1,,N,xistribufionofradi9labepedconp9umdinplasmapfratuhfafte4i0axhinistrati9nofdosecjole1uivalentsped100kg,9796,Rattus norvegicus,10116.0
11229,,,350939.0,1,Ut2rus,,CHEMBi636313,,Inte4mediafe,A,,1,,N,cisfrubutionofradillabeledsompounxinuter7soerat1brarteripzdminishrzt8ohlfrksefmolequivalfntzper100mg,9796,Rattus norvegicus,10116.0
