geniusNameLabel,websiteLabel,familyNameLabel,motherLabel,birthDate,givenNameLabel,numberOfChildren,recordLabelLabel,cityLabel,musicianLabel,genreLabel,activityStart,religionLabel,fatherLabel,partner,musician,genderLabel,ethnicityLabel,residenceLabel,twitterNameLabel
,http://www.johnbrannen.com,,,1952-03-19T00:00:00Z,John,,,Savannah,John Brannen,heartland rock,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6222984,male,,,
,,,,1948-08-16T00:00:00Z,Joey,,,The Bronx,Joey Spampinato,rock music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6214567,male,,,
,,,,1946-09-11T00:00:00Z,John,,,Los Angeles,"John ""Juke"" Logan",electric blues,2013-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6217395,male,,,
,https://www.johnmichaelferrari.com,Ferrari,,1947-11-11T00:00:00Z,John,,,Hollywood,John Michael Ferrari,,,,,,http://www.wikidata.org/entity/Q6248626,male,,,johnnyferrari
,http://www.johngorka.com/,,,1958-07-27T00:00:00Z,John,,Fast Folk,Colonia,John Gorka,folk music,,,,,http://www.wikidata.org/entity/Q6235807,male,,,johngorka
,http://www.johndavidson.com/,Davidson,,1941-12-13T00:00:00Z,John,,,Pittsburgh,John Davidson,country music,,atheism,,,http://www.wikidata.org/entity/Q6228714,male,,,
,,,,1961-08-15T00:00:00Z,John,,Touch and Go Records,Pontiac,John Brannon,hardcore punk,1981-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6222987,male,,,
,http://www.johnnydrummermusic.com/,Drummer,,1938-03-01T00:00:00Z,Johnny,,Earwig Music Company,Alligator,Johnny Drummer,Chicago blues,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6266623,male,,,
,http://www.johnnythunder.com/,Thunder,,1932-08-15T00:00:00Z,Johnny,,Diamond Records,Leesburg,Johnny Thunder,rhythm and blues,,,,,http://www.wikidata.org/entity/Q6267788,male,,,
,,Johnston,,1915-12-01T00:00:00Z,Johnnie,,Capitol Records,St. Louis,Johnnie Johnston,traditional pop music,,,,Kathryn Grayson,http://www.wikidata.org/entity/Q6266088,male,,,
,http://www.JordanWhiteMusic.com,White,,1982-05-06T00:00:00Z,Jordan,,,Cranford,Jordan White,alternative rock,2008-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6277131,male,,,
,,Johnson,,1961-07-06T00:00:00Z,Brad,,,New York City,Brad Vee Johnson,,,,,,http://www.wikidata.org/entity/Q4954327,male,,,
,,Allison,,1959-04-23T00:00:00Z,Guy,,A&M Records,Los Angeles,Guy Allison,progressive rock,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5622045,male,,,
,,Martin,,1943-11-29T00:00:00Z,Bobbi,,Coral,Brooklyn,Bobbi Martin,country music,,,,,http://www.wikidata.org/entity/Q4934612,female,,,
,,Wells,,1955-05-13T00:00:00Z,Brandi,,Fantasy,Chester,Brandi Wells,soul music,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4956696,female,,,
,http://www.charlesbillingsley.com,,,1970-01-07T00:00:00Z,Charles,,,Clovis,Charles Billingsley,,1992-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5075616,male,,,
,,,,1983-07-22T00:00:00Z,Charity,,,Denver,Charity Sunshine Tillemann-Dick,,,,,,http://www.wikidata.org/entity/Q5074528,female,,,
,,,,1939-01-07T00:00:00Z,Delores,,,Detroit,Delores Ivory Davis,,,,,,http://www.wikidata.org/entity/Q5254338,female,,,
,,Doyle,,1939-08-14T00:00:00Z,Bobby,,,Houston,Bobby Doyle,jazz,1957-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4934954,male,,,
,,Wood,,1920-02-22T00:00:00Z,Del,,Tennessee Records,Nashville,Del Wood,country music,1951-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5253023,female,,,
,,Swink,,1990-11-28T00:00:00Z,Adam,,,Vienna,Adam Swink,,,,,,http://www.wikidata.org/entity/Q4679865,male,,,
,http://www.charliepeacock.com,Peacock,,1956-08-10T00:00:00Z,Charlie,,Exit Records,Yuba City,Charlie Peacock,contemporary Christian music,1977-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5085378,male,,,charliepeacock
,,Rivers,,1956-07-07T00:00:00Z,Bob,,Atco Records,Branford,Bob Rivers,parody music,,,,,http://www.wikidata.org/entity/Q4933798,male,,,
,,Savage,,1971-07-16T00:00:00Z,,,RCA Records,Chicago,Chantay Savage,contemporary R&B,1992-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5072629,female,African Americans,,
Bonnie-lou,,,,1924-10-27T00:00:00Z,Bonnie,,King,Towanda,Bonnie Lou,country music,,,,,http://www.wikidata.org/entity/Q4942391,female,,,
,,,,1983-12-16T00:00:00Z,Brandon,,Universal Music Group,Tyler,Brandon Beal,dance music,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4956761,male,,,brandonbeal
,,Bradley,,1950-01-01T00:00:00Z,Gwendolyn,,,New York City,Gwendolyn Bradley,opera,,,,,http://www.wikidata.org/entity/Q5623495,female,,,
,http://www.brandonvictordixon.com/,Dixon,,1981-09-23T00:00:00Z,Victor,,,Gaithersburg,Brandon Victor Dixon,,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4957111,male,,New York City,brandonvdixon
,,Booker,,1925-09-03T00:00:00Z,Charley,,Modern Records,Moorhead,Charley Booker,,,,,,http://www.wikidata.org/entity/Q5084285,male,,,
,,,,1975-06-14T00:00:00Z,Bob,,,Chicago,Bob Nanna,alternative rock,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4933489,male,,,
,,Albert,,1941-01-01T00:00:00Z,Adrienne,,,t1661456399,Adrienne Albert,,,,,,http://www.wikidata.org/entity/Q4685674,female,,,
,,,,1979-02-15T00:00:00Z,Adam,,Secretly Canadian,Dover,Adam Granduciel,indie rock,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4679143,male,,,
,http://www.cthomasdrifters.com/,,,1937-04-07T00:00:00Z,Charlie,,Atlantic Records,Lynchburg,Charlie Thomas,pop music,1957-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5085601,male,,,
,,,,1885-05-07T00:00:00Z,August,,,Germany,Gus Wickie,,,,,,http://www.wikidata.org/entity/Q5620795,male,,,
Bobby-mcclure,,McClure,,1942-04-21T00:00:00Z,Bobby,,,Chicago,Bobby McClure,soul music,,,,,http://www.wikidata.org/entity/Q4935344,male,,,
,,Record,,1940-12-23T00:00:00Z,Eugene,,Mercury Records,Chicago,Eugene Record,soul music,,,,,http://www.wikidata.org/entity/Q5407675,male,,,
,http://www.totalvocal.com,,,1967-12-12T00:00:00Z,,,Tommy Boy Records,San Francisco,Deke Sharon,a cappella,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5252787,male,,,
,http://www.brandishearer.com/,,,1980-06-05T00:00:00Z,Brandi,,,Oregon,Brandi Shearer,acoustic music,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4956695,female,,,
,,Shane,,1934-02-01T00:00:00Z,Bob,,Capitol Records,Hilo,Bob Shane,folk music,1957-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4933937,male,,,
,http://www.demetriamckinney.com,McKinney,,1979-08-27T00:00:00Z,Demetria,1.0,,Fort Walton Beach,Demetria McKinney,,,,,,http://www.wikidata.org/entity/Q5255218,female,African Americans,Atlanta,demimckinney
,,Jenkins,,1916-01-07T00:00:00Z,,,,Forkland,Bobo Jenkins,,1952-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4935856,male,,,
,,Brown,,1890-05-01T00:00:00Z,Ada,,OKeh,Kansas City,Ada Brown,blues,1919-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4678228,female,,,
,,Dall,,1918-01-08T00:00:00Z,Evelyn,,,New York City,Evelyn Dall,,,,,,http://www.wikidata.org/entity/Q5416304,female,,,
,http://www.athenacage.com/,,,1969-05-06T00:00:00Z,Athena,,,Russellville,Athena Cage,contemporary R&B,,,,,http://www.wikidata.org/entity/Q4813369,female,,,
,,Thorn,,1979-12-16T00:00:00Z,Adam,,,Waldorf,Adam Thorn,,,,,,http://www.wikidata.org/entity/Q4679896,male,,,
Braxton-olita,http://braxtonsdiary.com/,,,1985-09-17T00:00:00Z,Braxton,,,Honolulu,Braxton Olita,pop music,,,,,http://www.wikidata.org/entity/Q4958508,male,,,
Adam-wade,,Wade,,1937-03-17T00:00:00Z,Adam,,Epic,Pittsburgh,Adam Wade,easy listening,,,,,http://www.wikidata.org/entity/Q4679928,male,African Americans,,
,,McFadden,,1923-01-19T00:00:00Z,Bob,,,East Liverpool,Bob McFadden,,,,,,http://www.wikidata.org/entity/Q4933341,male,,,
Kevin-cossom,http://www.kevincossom.com/,,,1984-09-02T00:00:00Z,Kevin,,RCA Records,Philadelphia,Kevin Cossom,hip hop music,,,,,http://www.wikidata.org/entity/Q5408716,male,African Americans,,kevincossom
,http://www.conniedover.net/,,,2000-01-01T00:00:00Z,Connie,,,Arkansas,connie Dover,,,,,,http://www.wikidata.org/entity/Q4945153,female,,,
,,Wood,,1922-09-29T00:00:00Z,Elizabeth,,Stinson Records,"Washington\, D.C.",Hally Wood,,,,,,http://www.wikidata.org/entity/Q5643242,female,,,
,http://www.delmccouryband.com/,McCoury,,1939-02-01T00:00:00Z,Del,,Rounder Records,York,Del McCoury,bluegrass music,1958-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5252933,male,,,delmccouryband
,,Jarvis,,1896-07-26T00:00:00Z,Evelyn,1.0,,Vicksburg,Evelyn Preer,,,,,,http://www.wikidata.org/entity/Q5416410,female,African Americans,,
,http://www.latoyalondon.com/,,,1978-12-29T00:00:00Z,Latoya,,Peak Records,San Francisco,LaToya London,contemporary R&B,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5406939,female,African Americans,,
Gwen-sebastian,http://www.gwensebastian.com/,Sebastian,,1974-05-03T00:00:00Z,Gwen,,Lofton Creek Records,Hebron,Gwen Sebastian,country music,2008-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5623452,female,,,
,,,,1896-12-01T00:00:00Z,Ethel,,,Manhattan,Ethel Shutta,,1922-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5403214,female,,,
,,,,1927-01-01T00:00:00Z,Eunika,,,Boston,Eunice Alberts,,1946-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5409730,female,,,
,,Harrison,,1878-09-11T00:00:00Z,Charles,,,Jersey City,Charles William Harrison,,,,,,http://www.wikidata.org/entity/Q5083209,male,,,
Ana-victoria,http://www.anavictoria.com/,Victoria,,1983-12-08T00:00:00Z,Ana,,,Los Angeles,Ana Victoria,pop music,1997-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5639427,female,,,soyanavictoria
,,,,1941-05-17T00:00:00Z,Bobby,,Capitol Records,St. Louis,Bobby Sheen,rhythm and blues,,,,,http://www.wikidata.org/entity/Q4935561,male,,,
Brantley-gilbert,http://brantleygilbert.com/,Gilbert,,1963-01-20T00:00:00Z,,,Big Machine Records,Jefferson,Brantley Gilbert,country music,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4957684,male,,,BrantleyGilbert
,http://harmarsuperstar.com/,,,1978-02-06T00:00:00Z,,,Cult Records,Marshall,Har Mar Superstar,,,,,,http://www.wikidata.org/entity/Q5653472,male,,,harmarsuperstar
,http://adamcappa.com/,Cappa,,1985-10-29T00:00:00Z,Adam,,BEC Recordings,Richmond,Adam Cappa,contemporary Christian music,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4678827,male,,,
,,,,1925-09-20T00:00:00Z,Ulysses,,,Alabama,Bobby Nunn,,,,,,http://www.wikidata.org/entity/Q4935431,male,,,
,,,,1925-10-18T00:00:00Z,,,Blind Pig Records,Rayville,Boogie Woogie Red,,1945-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4942883,male,,,
,,,,1941-08-02T00:00:00Z,Doris,,,Goldsboro,Doris Coley,pop music,,,,,http://www.wikidata.org/entity/Q4943236,female,,,
,http://www.chachamalone.com,,,1987-05-25T00:00:00Z,,,AOMG,Seattle,Cha Cha Malone,hip hop music,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5065932,male,African Americans,,ChaChaAOM
,,,,1945-11-03T00:00:00Z,Bobby,,,New York City,Bobby LaKind,rock music,,,,,http://www.wikidata.org/entity/Q4935266,male,,,
Chanel-west-coast,http://www.iamchanelwestcoast.com/,,,1988-09-01T00:00:00Z,Chanel,,Young Money Entertainment,Van Nuys,Chanel West Coast,,2009-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5071540,female,,,chanelwestcoast
Charlie-worsham,http://www.charlieworsham.com,,,1985-09-01T00:00:00Z,Charlie,,Warner Bros. Records,Jackson,Charlie Worsham,country music,,,,,http://www.wikidata.org/entity/Q5085729,male,,,
,,,,1956-01-19T00:00:00Z,,,,Youngstown,Booker Newberry III,soul music,1971-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4943190,male,,,
,,,,1948-08-06T00:00:00Z,Faith,,,Portsmouth,Faith Esham,,,,,,http://www.wikidata.org/entity/Q5431181,female,,,
,,Lane,,1984-11-16T00:00:00Z,Ethan,,,Manhattan,Ethan Lane,,,,,,http://www.wikidata.org/entity/Q5402961,male,,,
,,Mitchell,,1898-03-15T00:00:00Z,Everett,,,Oak Park,Everett Mitchell,,,,,,http://www.wikidata.org/entity/Q5417040,male,,,
,,Phillipps,,1833-10-26T00:00:00Z,Adelaide,,,Stratford-upon-Avon,Adelaide Phillipps,,,,,,http://www.wikidata.org/entity/Q4681758,female,,,
,http://nelsonkicksass.com/,Nelson,Kristin Nelson,1967-09-20T00:00:00Z,Gunnar,,,Santa Monica,Gunnar Nelson,rock music,,,,,http://www.wikidata.org/entity/Q5619088,male,,,
,,Crosby,,1934-07-13T00:00:00Z,Dennis,,,Los Angeles,Dennis Crosby,,,,Bing Crosby,Pat Sheehan,http://www.wikidata.org/entity/Q5258318,male,,,
,,Flowers,,t1660191372,Adam,,,Northern California,Adam Flowers,,,,,,http://www.wikidata.org/entity/Q4679059,male,,,
,,Cooper,,1946-09-01T00:00:00Z,Adrienne,,,Oakland,Adrienne Cooper,,,,,,http://www.wikidata.org/entity/Q4685693,female,,,
,,Brown,,1938-07-31T00:00:00Z,Bonnie,,,Sparkman,Bonnie Brown,country music,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4942298,female,,,
,,,,1945-01-14T00:00:00Z,,,,Beirut,Adiss Harmandian,pop music,,,,,http://www.wikidata.org/entity/Q4683020,male,Armenians,,
,,Corey,,1935-09-30T00:00:00Z,Jill,,Columbia Records,Avonmore,Jill Corey,traditional pop music,,,,,http://www.wikidata.org/entity/Q4943425,female,,,
,,Crosby,,1937-03-07T00:00:00Z,Ethan,,,Los Angeles,Ethan Crosby,jazz,,,Floyd Crosby,,http://www.wikidata.org/entity/Q5402923,male,,,
,,,,1951-01-01T00:00:00Z,,,,New Orleans,"Guitar Slim, Jr.",,,,,,http://www.wikidata.org/entity/Q5616795,male,,,
,http://www.hankcramer.com/,Cramer,,1953-01-01T00:00:00Z,Hank,,,Fort Bragg,Hank Cramer,country music,1982-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5648305,male,,,
,,Davis,,1917-12-31T00:00:00Z,Evelyn,,,"Reedville\, Virginia",Evelyn Knight,pop music,,,,,http://www.wikidata.org/entity/Q5416360,female,,,
Brandon-thomas,http://www.myspace.com/broshianis,Thomas,,1980-06-08T00:00:00Z,Brandon,,,Baltimore,Brandon Thomas,rock music,,,,,http://www.wikidata.org/entity/Q4957089,male,,,
,,Edwards,,1926-01-18T00:00:00Z,Bobby,,Columbia Records,Anniston,Bobby Edwards,country music,1959-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4934973,male,,,
,,Bass,,1980-05-06T00:00:00Z,Brad,,,Danville,Brad Bass,,,,,,http://www.wikidata.org/entity/Q4953792,male,,,
,,,,1931-06-11T00:00:00Z,Bonnie,,,Bunkie,Bonnie Lee,Chicago blues,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4942386,female,,,
,,,,1983-11-07T00:00:00Z,Adam,,,Waterloo,Adam DeVine,,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4678957,male,,,adamdevine
,,,,1936-09-11T00:00:00Z,Charles,,,La Crosse,Charles Dierkop,,,,,,http://www.wikidata.org/entity/Q5076865,male,,,
,,Azama,,1934-08-28T00:00:00Z,Ethel,,Liberty,Honolulu,Ethel Azama,jazz,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5403070,female,,,
,,,,1867-01-01T00:00:00Z,Charles,,,United States of America,Charles McCallon Alexander,gospel music,1895-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5080771,male,,,
,,Ronalds,,1839-08-23T00:00:00Z,Fanny,,,Boston,Fanny Ronalds,,,,,,http://www.wikidata.org/entity/Q5434058,female,,,
,,Bennett,,1938-06-27T00:00:00Z,Bobby,,King,Burlington,Bobby Bennett,soul music,1958-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4934766,male,African Americans,,
Denise-lasalle,,,,1939-07-16T00:00:00Z,Denise,,Chess Records,Leflore County,Denise LaSalle,blues,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5257702,female,,,
Morris-day,http://www.morrisdayandthetime.com/,Day,,1957-12-13T00:00:00Z,Morris,,Paisley Park Records,Minneapolis,Morris Day,new wave,1981-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5618166,male,,,
,,,June Carter Cash,1958-07-13T00:00:00Z,Rosie,,,Madison,Rosie Nix Adams,,,,Edwin Lee Nix,,http://www.wikidata.org/entity/Q4933751,female,,,
,,,,1941-09-10T00:00:00Z,Chamaco,,,Santurce,Chamaco Ramirez,salsa,1957-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5069331,male,,,
,http://www.debrabyrd.com,Byrd,,1951-01-01T00:00:00Z,Debra,,,Cleveland,Debra Byrd,,,,,,http://www.wikidata.org/entity/Q5248444,female,African Americans,,
,,Marks,,1923-10-31T00:00:00Z,Guy,,,Philadelphia,Guy Marks,,,,,,http://www.wikidata.org/entity/Q5622450,male,,,
Booker-t-laury,,,,1914-09-02T00:00:00Z,,,,Memphis,Booker T. Laury,boogie-woogie,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4943197,male,,,
,,Wood,,1916-04-23T00:00:00Z,Charles,,,New York City,Charles Wood,,,,,,http://www.wikidata.org/entity/Q5083689,male,,,
,http://www.bobstillman.com,Stillman,,1954-12-02T00:00:00Z,Bob,,,New York City,Bob Stillman,,,,,,http://www.wikidata.org/entity/Q4934095,male,,,
,,Richards,,1976-09-18T00:00:00Z,,,,Chicago,Deleon Richards,,,,,,http://www.wikidata.org/entity/Q5253626,female,,,
,,Davis,,1920-06-10T00:00:00Z,Bonnie,,Savoy Records,New Orleans,Bonnie Davis,rhythm and blues,,,,,http://www.wikidata.org/entity/Q4942327,female,African Americans,,
,http://www.brandyaniston.com,Aniston,,1986-10-19T00:00:00Z,Brandy,,,Huntington Beach,Brandy Aniston,,,,,,http://www.wikidata.org/entity/Q4957226,female,Thai American,,BrandyAniston
,,Magno,,1975-04-02T00:00:00Z,DeeDee,2.0,,Portsmouth,Deedee Magno (washimi),,1988-01-01T00:00:00Z,,,Clifton Hall,http://www.wikidata.org/entity/Q5249981,female,,,TheParDee
Bobby-jameson,http://bobbyjameson.blogspot.co.uk/,Jameson,,1945-04-20T00:00:00Z,Bobby,,,Geneva,Bobby Jameson,,1963-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4935181,male,,,
,,Deblanc,,1930-08-05T00:00:00Z,Damita Jo,,Epic,Austin,Damita Jo DeBlanc,traditional pop music,,,,,http://www.wikidata.org/entity/Q4956732,female,African Americans,,
,,,,1929-05-03T00:00:00Z,Denise,2.0,Liberty,Los Angeles,Denise Lor,traditional pop music,,,,,http://www.wikidata.org/entity/Q5257708,female,,,
,,Wright,,1942-03-30T00:00:00Z,Bobby,,Decca,Charleston,Bobby Wright,country music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4935748,male,,,
,,,,1969-06-13T00:00:00Z,Charlie,,,Santurce,Charlie Masso,,,,,,http://www.wikidata.org/entity/Q5085205,male,,,
Eugene-wilde,,Wilde,,1961-12-06T00:00:00Z,Eugene,,4th & B'way Records,West Palm Beach,Eugene Wilde,contemporary R&B,1979-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5407850,male,African Americans,,
,,Parnell,,1888-08-21T00:00:00Z,Evelyn,,,Boston,Evelyn Parnell,,,,,,http://www.wikidata.org/entity/Q5416401,female,,,
Hap-palmer,,Palmer,,1942-10-28T00:00:00Z,,,,Los Angeles,Hap Palmer,,,,,,http://www.wikidata.org/entity/Q5651539,male,,,
,,Jarvis,,1958-10-26T00:00:00Z,Boyd,,Prelude Records,New York City,Boyd Jarvis,house music,1981-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4952354,male,African Americans,,
,http://www.bobbydenton.com/,,,1938-08-13T00:00:00Z,Bobby,,,Cherokee,Bobby E. Denton,,,,,,http://www.wikidata.org/entity/Q4934968,male,,Muscle Shoals,
,,Shelton,,1971-01-01T00:00:00Z,Chad,,,Orange,Chad Shelton,,,,,,http://www.wikidata.org/entity/Q5066349,male,,,
,,Smith,,1936-04-10T00:00:00Z,Bobby,,Motown,Detroit,Bobby Smith,pop music,1954-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4935593,male,African Americans,,
,,,,1956-03-05T00:00:00Z,Bobby,,,Detroit,Bobby DeBarge,,1975-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4934918,male,African Americans,,
Gretchen-peters,http://www.gretchenpeters.com,Peters,,1957-11-14T00:00:00Z,Gretchen,,Imprint Records,Bronxville,Gretchen Peters,country music,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4818845,female,,,
,,Bell,,1985-10-04T00:00:00Z,Brad,,,Dallas,Brad Bell,,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4953801,male,,,
,http://foro.univision.com/univision/board?board.id=fabiantorres,Torres,,1989-03-23T00:00:00Z,Fabián,,,Orocovis,Fabián Torres,pop music,,,,,http://www.wikidata.org/entity/Q5427915,male,,,
,,Stratton,,1861-05-08T00:00:00Z,Eugene,,,Buffalo,Eugene Stratton,,,,,,http://www.wikidata.org/entity/Q5407769,male,,,
,,,,1903-01-13T00:00:00Z,Charles,,,New Haven,Charles Kullman,,,,,,http://www.wikidata.org/entity/Q5079889,male,,,
,,Jones,,1939-09-18T00:00:00Z,Bobby,,,Henry,Bobby Jones,,,,,,http://www.wikidata.org/entity/Q4935221,male,African Americans,,
,http://sites.google.com/site/yellowelectric,,,1980-01-01T00:00:00Z,,,Kranky,West Marin,Grouper,ambient music,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4951034,female,,,
,,,,1855-01-01T00:00:00Z,Ada,,,Boston,Ada Adini,,,,,Paul Milliet,http://www.wikidata.org/entity/Q4678222,female,,,
,,Webber,,1960-06-01T00:00:00Z,Chad,,,United States of America,Chad Webber,,,,,,http://www.wikidata.org/entity/Q5066382,male,,,
Johnny-cymbal,,,,1945-02-03T00:00:00Z,Johnny,,MGM Records,Ochiltree,Johnny Cymbal,pop music,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5614516,male,,,
,,,,1972-10-17T00:00:00Z,,,,Vallejo,Bray,rock music,,,,,http://www.wikidata.org/entity/Q4958514,male,,,
Kay-adams,,Adams,,1941-04-09T00:00:00Z,Kay,,Tower,Knox City,Kay Adams,country music,1965-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4933919,female,,Vernon,
,,Kong,,1983-01-13T00:00:00Z,William,,Koch Entertainment,Sha Tin,William Hung,,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5253971,male,,,
,http://www.charliehodge.net,Hodge,,1934-12-14T00:00:00Z,Charles,,,Decatur,Charlie Hodge,,1954-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q5085033,male,,,
,http://www.bobbybarejr.com/,Bare,,1966-06-28T00:00:00Z,Bobby,,Epic,Nashville,"Bobby Bare, Jr.",country music,1974-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q4934746,male,,,BOBBYBAREJR
,,Klein,,1960-01-22T00:00:00Z,Adam,,,Port Jefferson,Adam Klein,,,,,,http://www.wikidata.org/entity/Q4679352,male,,,
Ken-andrews,http://www.kenandrews.com/,Andrews,,1967-06-18T00:00:00Z,Ken,,Slash Records,Seattle,Ken Andrews,alternative rock,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6387238,male,,,andrewsken
,,McTell,,1911-08-22T00:00:00Z,Kate,,Decca,Savannah,Kate McTell,blues,1932-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6375653,female,,,
,,Agell,,1966-08-14T00:00:00Z,Karl,,,Montreal,Karl Agell,,1989-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6371529,male,,,
,http://www.kentrellmusic.com/,,,1986-01-01T00:00:00Z,,,Jive,Utica,Kentrell,rhythm and blues,2007-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6392107,male,,,
,,McCord,,1952-02-18T00:00:00Z,Kathy,,CTI Records,Hartsdale,Kathy McCord,folk music,1968-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6377269,female,,,
,,,,1961-08-04T00:00:00Z,,,,Hermosa Beach,Kembra Pfahler,,,,,,http://www.wikidata.org/entity/Q6386892,female,,,
,,McGrath,,1944-12-11T00:00:00Z,Katherine,,,Winchester,Katherine McGrath,,,,,,http://www.wikidata.org/entity/Q6376484,female,,,
,,Osborne,,1939-03-12T00:00:00Z,Kell,,,Birmingham,Kell Osborne,rhythm and blues,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6385627,male,African Americans,,
Keaton-simons,http://www.keatonsimons.com,Simons,,1978-07-20T00:00:00Z,Keaton,,,Los Angeles,Keaton Simons,soul music,,,Eric Roberts,,http://www.wikidata.org/entity/Q6382338,male,,,keatonsimons
,,Buckley,,1979-11-19T00:00:00Z,Keith,,Epitaph Records,Buffalo,Keith Buckley,heavy metal,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6384132,male,,,
,,Price,,1931-05-27T00:00:00Z,Kenny,,RCA Victor,Florence,Kenny Price,country music,1964-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6391185,male,,,
,http://www.keithsilverstein.com/,,,1970-12-24T00:00:00Z,Keith,,,Plainfield,Keith Silverstein,,2000-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6385018,male,,,
,,Parsons,,1964-01-23T00:00:00Z,Kelly,,,Coral Gables,Kelly Parsons,,,,,,http://www.wikidata.org/entity/Q6386239,female,,,
,,,,1958-08-13T00:00:00Z,Kathleen,,,Wilmington,Kathleen Cassello,,,,,,http://www.wikidata.org/entity/Q6376674,female,,,
,,Anderson,,1944-01-16T00:00:00Z,Katherine,,Motown,Ann Arbor,Katherine Anderson,rhythm and blues,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6376289,female,African Americans,,
Keni-thomas,,Thomas,,1965-01-01T00:00:00Z,,,,Gainesville,Keni Thomas,country music,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q6389216,male,,,
