Fiscal year,Organisation ID,Urban issues (marker),Trade development (marker),IRTC percent,Status,Children issues (marker),Project number,Organisation sub-class,Fund centre ID,Desertification (marker),Gender equality (marker),Section name,Amount spent,Biodiversity (marker),Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1625.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4875.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1600.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4800.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,1650.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009348,0,0,0.0,Closed,0,M012838002,UNITED NATIONS,5253,0,2,MGS Education Child Protection&Gender,4950.0,0,1000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,S1077,0,Education Child Protection&Gender -CORE,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,64500.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,0,M012870001,UNITED NATIONS,5247,0,0,MNG Global Health,70875.0,0,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,Global Health - INIT,7500000.0,0.5,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
