assays_Des,assays_ASCETY,assays_CONFSCO,assays_CHI,assays_CURB,assays_SASI,assays_CI,assays_ASTY,assays_RELTY,assays_SI,assays_ASSI,assays_TISI,assays_ASSOR,assays_ASSTET,assays_ASSSTR,assays_T,assays_VARII,assays_DOI,assays_ASSTAI,assays_ASSCATE,assays_ASSTIS,assays_BFOR,assays_ASSUBCELFR
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into rest of the brain,,1,CHEMBL631670,Intermediate,,,A,N,1,13640,955.0,Mus musculus,,,50594,,13792,10090.0,,Brain,BAO_0000218,
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into striatum,,1,CHEMBL631671,Intermediate,,,A,N,1,13641,2435.0,Mus musculus,,,50594,,13792,10090.0,,Striatum,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.31-0.4,,1,CHEMBL631672,Intermediate,,,A,N,1,13642,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.97-1.12,,1,CHEMBL631673,Intermediate,,,A,N,1,13643,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.35-0.37,,1,CHEMBL631856,Intermediate,,,A,N,1,13644,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.72-1.03,,1,CHEMBL631857,Intermediate,,,A,N,1,13645,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.95-1.06,,1,CHEMBL631858,Intermediate,,,A,N,1,13646,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.35-0.4,,1,CHEMBL631859,Intermediate,,,A,N,1,13647,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.73-0.85,,1,CHEMBL631860,Intermediate,,,A,N,1,13648,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.65-0.83,,1,CHEMBL631861,Intermediate,,,A,N,1,13649,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.69-0.84,,1,CHEMBL631862,Intermediate,,,A,N,1,13650,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.46,,1,CHEMBL631863,Intermediate,,,A,N,1,13651,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.38-1.5,,1,CHEMBL631864,Intermediate,,,A,N,1,13652,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.34-0.48,,1,CHEMBL631865,Intermediate,,,A,N,1,13653,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.58-1.17,,1,CHEMBL631866,Intermediate,,,A,N,1,13654,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.0-1.24,,1,CHEMBL629360,Intermediate,,,A,N,1,13655,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.28-0.37,,1,CHEMBL629361,Intermediate,,,A,N,1,13656,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.54-0.63,,1,CHEMBL629362,Intermediate,,,A,N,1,13657,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.25-0.32,,1,CHEMBL630740,Intermediate,,,A,N,1,13658,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.58,,1,CHEMBL630741,Intermediate,,,A,N,1,13659,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.77,,1,CHEMBL630742,Intermediate,,,A,N,1,13660,178.0,Rattus norvegicus,,,50597,,8418,10116.0,,Blood,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.20-0.25,,1,CHEMBL630743,Intermediate,,,A,N,1,13661,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.25,,1,CHEMBL630744,Intermediate,,,A,N,1,13662,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.03,,1,CHEMBL630745,Intermediate,,,A,N,1,13663,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.06,,1,CHEMBL630746,Intermediate,,,A,N,1,13664,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.34-0.5,,1,CHEMBL630747,Intermediate,,,A,N,1,13665,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.17-0.20,,1,CHEMBL630748,Intermediate,,,A,N,1,13666,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.81-1.26,,1,CHEMBL632056,Intermediate,,,A,N,1,13667,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.03-0.06,,1,CHEMBL632057,Intermediate,,,A,N,1,13668,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.18-0.36,,1,CHEMBL632058,Intermediate,,,A,N,1,13669,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.37,,1,CHEMBL632059,Intermediate,,,A,N,1,13670,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.97-2.17,,1,CHEMBL632060,Intermediate,,,A,N,1,13671,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.02-0.03,,1,CHEMBL632061,Intermediate,,,A,N,1,13672,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.05-0.07,,1,CHEMBL629207,Intermediate,,,A,N,1,13673,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.35-0.72,,1,CHEMBL629208,Intermediate,,,A,N,1,13674,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.15-0.19,,1,CHEMBL629209,Intermediate,,,A,N,1,13675,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.76-1.42,,1,CHEMBL629210,Intermediate,,,A,N,1,13676,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.02-0.03,,1,CHEMBL629211,Intermediate,,,A,N,1,13677,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.03-0.06,,1,CHEMBL629212,Intermediate,,,A,N,1,13678,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.05-0.06,,1,CHEMBL629213,Intermediate,,,A,N,1,13679,,Rattus norvegicus,,,50597,,8418,10116.0,,,BAO_0000218,
"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 6.9mg/kg, po",,1,CHEMBL629214,Intermediate,,,A,N,1,13680,1088.0,Rattus norvegicus,,,50597,,8133,10116.0,,Urine,BAO_0000218,
"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 69.2 mg/kg, po",,1,CHEMBL629215,Intermediate,,,A,N,1,13681,1088.0,Rattus norvegicus,,,50597,,8133,10116.0,,Urine,BAO_0000218,
"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 691.9 mg/kg, po",,1,CHEMBL635154,Intermediate,,,A,N,1,13682,1088.0,Rattus norvegicus,,,50597,,8133,10116.0,,Urine,BAO_0000218,
Oral diuretic activity measured by Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,1,CHEMBL629216,Intermediate,,,A,N,1,13683,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration,,1,CHEMBL629217,Intermediate,,,A,N,1,13684,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL629218,Intermediate,,,A,N,1,13685,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration (0-5 hr),,1,CHEMBL629219,Intermediate,,,A,N,1,13686,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),,1,CHEMBL629220,Intermediate,,,A,N,1,13687,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),,1,CHEMBL629221,Intermediate,,,A,N,1,13688,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL631127,Intermediate,,,A,N,1,13689,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration,,1,CHEMBL631128,Intermediate,,,A,N,1,13690,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL631129,Intermediate,,,A,N,1,13691,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration (0-5 hr),,1,CHEMBL631130,Intermediate,,,A,N,1,13692,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),,1,CHEMBL631131,Intermediate,,,A,N,1,13693,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,1,CHEMBL631132,Intermediate,,,A,N,1,13694,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL631133,Intermediate,,,A,N,1,13695,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration,,1,CHEMBL631134,Intermediate,,,A,N,1,13696,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL875120,Intermediate,,,A,N,1,13697,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,1,CHEMBL631135,Intermediate,,,A,N,1,13698,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),,1,CHEMBL631136,Intermediate,,,A,N,1,13699,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,1,CHEMBL631137,Intermediate,,,A,N,1,13700,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL631138,Intermediate,,,A,N,1,13701,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration,,1,CHEMBL631139,Intermediate,,,A,N,1,13702,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL631140,Intermediate,,,A,N,1,13703,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,1,CHEMBL631141,Intermediate,,,A,N,1,13704,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,1,CHEMBL631142,Intermediate,,,A,N,1,13705,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,1,CHEMBL631143,Intermediate,,,A,N,1,13706,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,1,CHEMBL631144,Intermediate,,,A,N,1,13707,,Rattus norvegicus,,,50597,,6996,10116.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.312 mg/kg after ip administration,,1,CHEMBL631145,Intermediate,,,A,N,1,13708,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,1,CHEMBL631146,Intermediate,,,A,N,1,13709,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.625 mg/kg after ip administration,,1,CHEMBL631147,Intermediate,,,A,N,1,13710,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,1,CHEMBL631148,Intermediate,,,A,N,1,13711,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,1,CHEMBL631149,Intermediate,,,A,N,1,13712,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration (0-6 hr),,1,CHEMBL631150,Intermediate,,,A,N,1,13713,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,1,CHEMBL631151,Intermediate,,,A,N,1,13714,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,1,CHEMBL631152,Intermediate,,,A,N,1,13715,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,1,CHEMBL631443,Intermediate,,,A,N,1,13716,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration (0-6 hr),,1,CHEMBL631444,Intermediate,,,A,N,1,13717,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,1,CHEMBL631445,Intermediate,,,A,N,1,13718,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,1,CHEMBL631446,Intermediate,,,A,N,1,13719,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg g after ip administration (0-6 hr),,1,CHEMBL631447,Intermediate,,,A,N,1,13720,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,1,CHEMBL631448,Intermediate,,,A,N,1,13721,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration,,1,CHEMBL631449,Intermediate,,,A,N,1,13722,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration (0-6 hr),,1,CHEMBL631450,Intermediate,,,A,N,1,13723,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,1,CHEMBL629724,Intermediate,,,A,N,1,13724,,Canis lupus familiaris,,,50588,,6996,9615.0,,,BAO_0000218,
"Biodistribution in mice skin, after 24 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL629725,Intermediate,,,A,N,1,13725,14.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Zone of skin,BAO_0000218,
"Biodistribution in mice skin, after 48 hr of intravenous administration of 1-2 ug ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL629726,Intermediate,,,A,N,1,13726,14.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Zone of skin,BAO_0000218,
"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL629727,Intermediate,,,A,N,1,13727,2106.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Spleen,BAO_0000218,
"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630404,Intermediate,,,A,N,1,13728,2106.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Spleen,BAO_0000218,
"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630405,Intermediate,,,A,N,1,13729,2106.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Spleen,BAO_0000218,
"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630406,Intermediate,,,A,N,1,13730,2106.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Spleen,BAO_0000218,
"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630407,Intermediate,,,A,N,1,13731,945.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Stomach,BAO_0000218,
"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630573,Intermediate,,,A,N,1,13732,945.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Stomach,BAO_0000218,
"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630574,Intermediate,,,A,N,1,13733,945.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Stomach,BAO_0000218,
"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630575,Intermediate,,,A,N,1,13734,945.0,Mus musculus,In vivo,,50594,,9716,10090.0,,Stomach,BAO_0000218,
"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630576,Intermediate,,,A,N,1,13735,,Mus musculus,In vivo,,50594,,9716,10090.0,,,BAO_0000218,
"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630577,Intermediate,,,A,N,1,13736,,Mus musculus,In vivo,,50594,,9716,10090.0,,,BAO_0000218,
"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630578,Intermediate,,,A,N,1,13737,,Mus musculus,In vivo,,50594,,9716,10090.0,,,BAO_0000218,
"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,1,CHEMBL630579,Intermediate,,,A,N,1,13738,,Mus musculus,In vivo,,50594,,9716,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),,1,CHEMBL630580,Intermediate,,,A,N,1,13739,2113.0,Mus musculus,,,50594,,12192,10090.0,,Kidney,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,,1,CHEMBL630581,Intermediate,,,A,N,1,13740,2113.0,Mus musculus,,,50594,,12192,10090.0,,Kidney,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),,1,CHEMBL630582,Intermediate,,,A,N,1,13741,2113.0,Mus musculus,,,50594,,12192,10090.0,,Kidney,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice liver at 24 h,,1,CHEMBL630583,Intermediate,,,A,N,1,13742,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),,1,CHEMBL630584,Intermediate,,,A,N,1,13743,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,,1,CHEMBL630585,Intermediate,,,A,N,1,13744,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),,1,CHEMBL630586,Intermediate,,,A,N,1,13745,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,,1,CHEMBL630587,Intermediate,,,A,N,1,13746,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),,1,CHEMBL630588,Intermediate,,,A,N,1,13747,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,,1,CHEMBL630589,Intermediate,,,A,N,1,13748,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),,1,CHEMBL630590,Intermediate,,,A,N,1,13749,,Mus musculus,,,50594,,12192,10090.0,,,BAO_0000218,
Removal of 238-Plutonium(IV) in feces at 24 h,,0,CHEMBL630591,Autocuration,,,A,U,1,13750,1988.0,,,,22224,,12192,,,Feces,BAO_0000019,
Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),,0,CHEMBL630592,Autocuration,,,A,U,1,13751,1988.0,,,,22224,,12192,,,Feces,BAO_0000019,
Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,,0,CHEMBL630593,Autocuration,,,A,U,1,13752,,,,,22224,,12192,,,,BAO_0000019,
Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),,0,CHEMBL630594,Autocuration,,,A,U,1,13753,,,,,22224,,12192,,,,BAO_0000019,
Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),,0,CHEMBL630595,Autocuration,,,A,U,1,13754,1088.0,,,,22224,,12192,,,Urine,BAO_0000019,
Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),,0,CHEMBL630596,Autocuration,,,A,U,1,13755,1088.0,,,,22224,,12192,,,Urine,BAO_0000019,
