assays_ASI,assays_ASCA,assays_ASTIS,assays_VAI,assays_ASSOR,assays_CHI,assays_DI,assays_ASSTR,assays_Ti,assays_CURAB,assays_ASSTAI,assays_CONFISCO,assays_SRI,assays_SRASI,assays_CEI,assays_BAFOR,assays_TII
13485,,Feces,,Rattus norvegicus,CHEMBL629368,7911,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1988.0
13486,,Urine,,Rattus norvegicus,CHEMBL877502,7911,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13487,,Cerebellum,,Mus musculus,CHEMBL629369,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2037.0
13488,,Brain,,Mus musculus,CHEMBL629370,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,955.0
13489,,Urine,,Simiiformes,CHEMBL629371,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13490,,Urine,,Simiiformes,CHEMBL626276,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13491,,Urine,,Simiiformes,CHEMBL626277,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13492,,Urine,,Simiiformes,CHEMBL631250,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13493,,Urine,,Rattus norvegicus,CHEMBL631251,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13494,,Urine,,Rattus norvegicus,CHEMBL631252,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13495,,Urine,,Rattus norvegicus,CHEMBL631253,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13496,,Urine,,Rattus norvegicus,CHEMBL631254,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13497,,Urine,,Rattus norvegicus,CHEMBL631255,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13498,,Urine,,Rattus norvegicus,CHEMBL631256,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13499,,Urine,,Rattus norvegicus,CHEMBL631257,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13500,,Urine,,Rattus norvegicus,CHEMBL628009,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13501,,Urine,,Rattus norvegicus,CHEMBL628010,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13502,,Urine,,Rattus norvegicus,CHEMBL628011,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13503,,Urine,,Rattus norvegicus,CHEMBL628012,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13504,,Urine,,Rattus norvegicus,CHEMBL628013,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13505,,Urine,,Rattus norvegicus,CHEMBL628014,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13506,,Urine,,Canis lupus familiaris,CHEMBL628015,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13507,,Urine,,Canis lupus familiaris,CHEMBL628016,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13508,,Urine,,Canis lupus familiaris,CHEMBL874461,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13509,,Urine,,Canis lupus familiaris,CHEMBL628017,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13510,,Urine,,Canis lupus familiaris,CHEMBL628018,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13511,,Urine,,Canis lupus familiaris,CHEMBL628019,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13512,,Urine,,Canis lupus familiaris,CHEMBL628020,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13513,,Urine,,Canis lupus familiaris,CHEMBL628021,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13514,,Urine,,Canis lupus familiaris,CHEMBL628022,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13515,,Urine,,Canis lupus familiaris,CHEMBL628023,8133,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13516,,Urine,,Simiiformes,CHEMBL628024,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13517,,Urine,,Simiiformes,CHEMBL628025,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13518,,Urine,,Simiiformes,CHEMBL628026,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13519,,Urine,,Simiiformes,CHEMBL628027,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13520,,Urine,,Simiiformes,CHEMBL628028,8133,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1088.0
13521,,Urine,,Rattus norvegicus,CHEMBL628029,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13522,,Urine,,Rattus norvegicus,CHEMBL628030,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13523,,Urine,,Rattus norvegicus,CHEMBL628031,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13524,,Urine,,Rattus norvegicus,CHEMBL628032,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13525,,Urine,,Rattus norvegicus,CHEMBL628033,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13526,,Urine,,Rattus norvegicus,CHEMBL628034,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13527,,Urine,,Rattus norvegicus,CHEMBL628035,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13528,,Urine,,Rattus norvegicus,CHEMBL628036,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13529,,Urine,,Rattus norvegicus,CHEMBL874462,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13530,,,,Canis lupus familiaris,CHEMBL628037,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13531,,,,Canis lupus familiaris,CHEMBL628123,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13532,,,,Canis lupus familiaris,CHEMBL628124,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13533,,,,Canis lupus familiaris,CHEMBL628125,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13534,,,,Canis lupus familiaris,CHEMBL628126,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13535,,,,Canis lupus familiaris,CHEMBL628127,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13536,,,,Canis lupus familiaris,CHEMBL628128,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13537,,,,Canis lupus familiaris,CHEMBL628129,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13538,,,,Canis lupus familiaris,CHEMBL628130,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13539,,,,Canis lupus familiaris,CHEMBL628131,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13540,,,,Canis lupus familiaris,CHEMBL628132,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13541,,,,Canis lupus familiaris,CHEMBL628133,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13542,,,,Canis lupus familiaris,CHEMBL628134,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13543,,,,Canis lupus familiaris,CHEMBL628135,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13544,,,,Canis lupus familiaris,CHEMBL628136,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13545,,,,Canis lupus familiaris,CHEMBL628137,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13546,,,,Canis lupus familiaris,CHEMBL628138,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13547,,,,Canis lupus familiaris,CHEMBL628139,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13548,,,,Canis lupus familiaris,CHEMBL628140,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13549,,,,Canis lupus familiaris,CHEMBL628141,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13550,,,,Canis lupus familiaris,CHEMBL628142,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13551,,,,Canis lupus familiaris,CHEMBL628143,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13552,,,,Canis lupus familiaris,CHEMBL628144,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13553,,,,Canis lupus familiaris,CHEMBL628145,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13554,,,,Canis lupus familiaris,CHEMBL628146,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13555,,,,Canis lupus familiaris,CHEMBL625355,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13556,,,,Canis lupus familiaris,CHEMBL625356,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13557,,,,Canis lupus familiaris,CHEMBL625357,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13558,,,,Canis lupus familiaris,CHEMBL625527,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13559,,,,Canis lupus familiaris,CHEMBL875473,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13560,,,,Canis lupus familiaris,CHEMBL625528,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13561,,,,Rattus norvegicus,CHEMBL626304,9025,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13562,,Artery,,Canis lupus familiaris,CHEMBL624138,9025,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1637.0
13563,,,,,CHEMBL624139,6448,,22229,Autocuration,,0,1,,,BAO_0000100,
13564,,,,,CHEMBL624140,17221,,22229,Autocuration,,0,1,,,BAO_0000100,
13565,,,,,CHEMBL624141,6545,,22229,Autocuration,,0,1,,,BAO_0000100,
13566,,,,,CHEMBL624142,577,,22229,Autocuration,,0,1,,,BAO_0000100,
13567,,,,,CHEMBL624143,6285,,22229,Autocuration,,0,1,,,BAO_0000100,
13568,,,,,CHEMBL624144,6500,,22229,Autocuration,,0,1,,,BAO_0000100,
13569,,,,,CHEMBL624145,6716,,22229,Autocuration,,0,1,,,BAO_0000100,
13570,,,,,CHEMBL624146,13658,,22229,Autocuration,,0,1,,,BAO_0000100,
13571,,,,,CHEMBL624147,6549,,22229,Autocuration,,0,1,,,BAO_0000100,
13572,,,,,CHEMBL883123,14685,,22229,Autocuration,,0,1,,,BAO_0000100,
13573,,,,,CHEMBL624148,6893,,22224,Autocuration,,0,1,,,BAO_0000019,
13574,,,,,CHEMBL874416,3687,,22224,Autocuration,,0,1,,,BAO_0000019,
13575,,,,,CHEMBL624149,4207,,22229,Autocuration,,0,1,,,BAO_0000100,
13576,,,,,CHEMBL624150,4626,,22229,Autocuration,,0,1,,,BAO_0000100,
13577,,,,,CHEMBL624151,1021,,22224,Autocuration,,0,1,,,BAO_0000100,
13578,,,,,CHEMBL624152,3777,,22224,Autocuration,,0,1,,,BAO_0000100,
13579,,,,,CHEMBL622139,17533,,22224,Autocuration,,0,1,,,BAO_0000100,
13580,,,,,CHEMBL622140,6524,,22229,Autocuration,,0,1,,,BAO_0000100,
13581,,,,,CHEMBL622141,17533,,22224,Autocuration,,0,1,,,BAO_0000100,
13582,,,,,CHEMBL622142,6480,,22224,Autocuration,,0,1,,,BAO_0000100,
13583,,,,,CHEMBL622143,17606,,22229,Autocuration,,0,1,,,BAO_0000100,
13584,,,,,CHEMBL622144,6863,,22229,Autocuration,,0,1,,,BAO_0000100,
13585,,,,,CHEMBL877473,1356,,22224,Autocuration,,0,1,,,BAO_0000019,
13586,,,,,CHEMBL622145,3326,,22229,Autocuration,,0,1,,,BAO_0000100,
13587,,,,,CHEMBL622146,1356,,22224,Autocuration,,0,1,,,BAO_0000019,
13588,,,,,CHEMBL622147,12984,,22229,Autocuration,,0,1,,,BAO_0000100,
13589,,,,,CHEMBL622148,17363,,22224,Autocuration,,0,1,,,BAO_0000019,
13590,,,,,CHEMBL883124,6827,,22224,Autocuration,,0,1,,,BAO_0000019,
13591,,,,,CHEMBL622149,261,,22229,Autocuration,,0,1,,,BAO_0000100,
13592,,,,,CHEMBL622150,2685,,22224,Autocuration,,0,1,,,BAO_0000019,
13593,,,,,CHEMBL622151,414,,22224,Autocuration,,0,1,,,BAO_0000100,
13594,,,,,CHEMBL622152,15769,,22229,Autocuration,,0,1,,,BAO_0000100,
13595,,,,,CHEMBL622153,17248,,22224,Autocuration,,0,1,,,BAO_0000019,
13596,,,,,CHEMBL877474,16935,,22224,Autocuration,,0,1,,,BAO_0000218,
13597,,,,,CHEMBL622154,16935,,22224,Autocuration,,0,1,,,BAO_0000218,
13598,,Plasma,,,CHEMBL622155,14832,,22224,Autocuration,,0,1,,,BAO_0000218,1969.0
13599,,Plasma,,,CHEMBL622156,14832,,22224,Autocuration,,0,1,,,BAO_0000218,1969.0
13600,,Plasma,,Rattus norvegicus,CHEMBL622157,2399,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13601,,Plasma,,Rattus norvegicus,CHEMBL622158,2399,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13602,,,,Rattus norvegicus,CHEMBL622807,6227,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13603,,,,Macaca mulatta,CHEMBL622808,6227,,50797,Intermediate,9544.0,1,1,,,BAO_0000218,
13604,,,,,CHEMBL622809,5623,,22224,Autocuration,,0,1,,,BAO_0000218,
13605,,,,,CHEMBL622810,4854,,22224,Autocuration,,0,1,,,BAO_0000218,
13606,,,,Cricetinae,CHEMBL876653,4493,,100712,Intermediate,10026.0,1,1,,,BAO_0000218,
13607,,,,Cricetinae,CHEMBL622811,4493,,100712,Intermediate,10026.0,1,1,,,BAO_0000218,
13608,,,,Rattus norvegicus,CHEMBL622986,14956,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13609,,Plasma,,Rattus norvegicus,CHEMBL622987,15372,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13610,,Plasma,,Rattus norvegicus,CHEMBL622988,15372,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13611,,Plasma,,Rattus norvegicus,CHEMBL622989,15372,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13612,,Plasma,,Rattus norvegicus,CHEMBL622990,15372,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13613,,Plasma,,Simiiformes,CHEMBL622991,15604,,22224,Autocuration,314293.0,0,1,,,BAO_0000218,1969.0
13614,,Plasma,,Rattus norvegicus,CHEMBL622227,15604,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
13615,,Plasma,,Canis lupus familiaris,CHEMBL622228,15604,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
13616,,,,Rattus norvegicus,CHEMBL622229,14964,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13617,,,,Cavia porcellus,CHEMBL622230,15240,,50512,Intermediate,10141.0,1,1,,,BAO_0000218,
13618,,,,Rattus norvegicus,CHEMBL622231,16449,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13619,,,,Macaca fascicularis,CHEMBL622232,16449,,100710,Intermediate,9541.0,1,1,,,BAO_0000218,
13620,,,,,CHEMBL622233,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13621,,,,,CHEMBL622234,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13622,,,,,CHEMBL622235,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13623,,,,,CHEMBL622236,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13624,,,,,CHEMBL622237,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13625,,,,,CHEMBL877482,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13626,,,,,CHEMBL622238,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13627,,,,,CHEMBL622239,12902,,22224,Autocuration,,0,1,,,BAO_0000218,
13628,,Blood,,,CHEMBL622240,11149,,22224,Autocuration,,0,1,,,BAO_0000218,178.0
13629,,Blood,,,CHEMBL622241,11149,,22224,Autocuration,,0,1,,,BAO_0000218,178.0
13630,,,,Rattus norvegicus,CHEMBL631013,5669,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13631,,,,Macaca mulatta,CHEMBL631014,5669,,50797,Intermediate,9544.0,1,1,,,BAO_0000218,
13632,,,,Canis lupus familiaris,CHEMBL631015,5669,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13633,,,,Rattus norvegicus,CHEMBL631016,5669,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13634,,,,Rattus norvegicus,CHEMBL631017,5669,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13635,,,,Rattus norvegicus,CHEMBL631018,5669,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13636,,,,,CHEMBL631019,4236,,22224,Autocuration,,0,1,,,BAO_0000218,
13637,,Brain,,Mus musculus,CHEMBL875761,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,955.0
13638,,Brain,,Mus musculus,CHEMBL631020,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,955.0
13639,,Brain,,Mus musculus,CHEMBL631669,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,955.0
13640,,Brain,,Mus musculus,CHEMBL631670,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,955.0
13641,,Striatum,,Mus musculus,CHEMBL631671,13792,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2435.0
13642,,Blood,,Rattus norvegicus,CHEMBL631672,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13643,,Blood,,Rattus norvegicus,CHEMBL631673,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13644,,Blood,,Rattus norvegicus,CHEMBL631856,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13645,,Blood,,Rattus norvegicus,CHEMBL631857,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13646,,Blood,,Rattus norvegicus,CHEMBL631858,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13647,,Blood,,Rattus norvegicus,CHEMBL631859,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13648,,Blood,,Rattus norvegicus,CHEMBL631860,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13649,,Blood,,Rattus norvegicus,CHEMBL631861,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13650,,Blood,,Rattus norvegicus,CHEMBL631862,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13651,,Blood,,Rattus norvegicus,CHEMBL631863,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13652,,Blood,,Rattus norvegicus,CHEMBL631864,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13653,,Blood,,Rattus norvegicus,CHEMBL631865,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13654,,Blood,,Rattus norvegicus,CHEMBL631866,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13655,,Blood,,Rattus norvegicus,CHEMBL629360,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13656,,Blood,,Rattus norvegicus,CHEMBL629361,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13657,,Blood,,Rattus norvegicus,CHEMBL629362,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13658,,Blood,,Rattus norvegicus,CHEMBL630740,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13659,,Blood,,Rattus norvegicus,CHEMBL630741,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13660,,Blood,,Rattus norvegicus,CHEMBL630742,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13661,,,,Rattus norvegicus,CHEMBL630743,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13662,,,,Rattus norvegicus,CHEMBL630744,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13663,,,,Rattus norvegicus,CHEMBL630745,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13664,,,,Rattus norvegicus,CHEMBL630746,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13665,,,,Rattus norvegicus,CHEMBL630747,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13666,,,,Rattus norvegicus,CHEMBL630748,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13667,,,,Rattus norvegicus,CHEMBL632056,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13668,,,,Rattus norvegicus,CHEMBL632057,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13669,,,,Rattus norvegicus,CHEMBL632058,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13670,,,,Rattus norvegicus,CHEMBL632059,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13671,,,,Rattus norvegicus,CHEMBL632060,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13672,,,,Rattus norvegicus,CHEMBL632061,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13673,,,,Rattus norvegicus,CHEMBL629207,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13674,,,,Rattus norvegicus,CHEMBL629208,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13675,,,,Rattus norvegicus,CHEMBL629209,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13676,,,,Rattus norvegicus,CHEMBL629210,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13677,,,,Rattus norvegicus,CHEMBL629211,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13678,,,,Rattus norvegicus,CHEMBL629212,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13679,,,,Rattus norvegicus,CHEMBL629213,8418,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13680,,Urine,,Rattus norvegicus,CHEMBL629214,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13681,,Urine,,Rattus norvegicus,CHEMBL629215,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13682,,Urine,,Rattus norvegicus,CHEMBL635154,8133,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13683,,,,Rattus norvegicus,CHEMBL629216,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13684,,,,Rattus norvegicus,CHEMBL629217,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13685,,,,Rattus norvegicus,CHEMBL629218,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13686,,,,Rattus norvegicus,CHEMBL629219,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13687,,,,Rattus norvegicus,CHEMBL629220,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13688,,,,Rattus norvegicus,CHEMBL629221,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13689,,,,Rattus norvegicus,CHEMBL631127,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13690,,,,Rattus norvegicus,CHEMBL631128,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13691,,,,Rattus norvegicus,CHEMBL631129,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13692,,,,Rattus norvegicus,CHEMBL631130,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13693,,,,Rattus norvegicus,CHEMBL631131,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13694,,,,Rattus norvegicus,CHEMBL631132,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13695,,,,Rattus norvegicus,CHEMBL631133,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13696,,,,Rattus norvegicus,CHEMBL631134,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13697,,,,Rattus norvegicus,CHEMBL875120,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13698,,,,Rattus norvegicus,CHEMBL631135,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13699,,,,Rattus norvegicus,CHEMBL631136,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13700,,,,Rattus norvegicus,CHEMBL631137,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13701,,,,Rattus norvegicus,CHEMBL631138,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13702,,,,Rattus norvegicus,CHEMBL631139,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13703,,,,Rattus norvegicus,CHEMBL631140,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13704,,,,Rattus norvegicus,CHEMBL631141,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13705,,,,Rattus norvegicus,CHEMBL631142,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13706,,,,Rattus norvegicus,CHEMBL631143,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13707,,,,Rattus norvegicus,CHEMBL631144,6996,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13708,,,,Canis lupus familiaris,CHEMBL631145,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13709,,,,Canis lupus familiaris,CHEMBL631146,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13710,,,,Canis lupus familiaris,CHEMBL631147,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13711,,,,Canis lupus familiaris,CHEMBL631148,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13712,,,,Canis lupus familiaris,CHEMBL631149,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13713,,,,Canis lupus familiaris,CHEMBL631150,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13714,,,,Canis lupus familiaris,CHEMBL631151,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13715,,,,Canis lupus familiaris,CHEMBL631152,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13716,,,,Canis lupus familiaris,CHEMBL631443,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13717,,,,Canis lupus familiaris,CHEMBL631444,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13718,,,,Canis lupus familiaris,CHEMBL631445,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13719,,,,Canis lupus familiaris,CHEMBL631446,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13720,,,,Canis lupus familiaris,CHEMBL631447,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13721,,,,Canis lupus familiaris,CHEMBL631448,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13722,,,,Canis lupus familiaris,CHEMBL631449,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13723,,,,Canis lupus familiaris,CHEMBL631450,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
13724,,,,Canis lupus familiaris,CHEMBL629724,6996,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
