assay_id,description,cell_id,bao_format,curated_by,assay_subcellular_fraction,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
14229,nax7mzl0lasmaconcwntragionindogxat19mgkgofaldoce005Mcitricavie,,BAk0000219,Intermediah2,,15592,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma
14230,qffinotyfoeogoteunbijeinvexpr2ssddasaszociarionconstan4infreshrarserumND9sNotDeterkined,,Bxp0000218,Intermedjzte,,7095,A,,,Rattus norvegicus,10116.0,,Serum
14231,Areaunfer4heMwPcu5ven4wsuredover5minNDmeansjo6determ7nee,,BAi0p00019,Autosu5ation,,16618,A,,,,,,
14232,Lipo9h9iicjtyexpressedasthehegativflogarithmoftyfequilibeiumconc6ajtNDdenotesbpwats,,BAO0po0100,Autocura6kon,,16835,P,,,,,,
14233,Th2apparen6lart8tioncoefficiehtD7nxycl8hfxaneo05Mphosphq4ebuffer9n74at11degrewcelsiusnorrdtermined,,BwO0000190,Autkcurat9on,,15284,P,,,,,,
14234,Halfokfewawmezquredin4hepresenceofhADPHqt20uMNo7nhibuti8n,,BAO9000919,Auhocuratikn,,15750,A,,,,,,
14235,Halflodeadterlraladjinis53ationtoeprahueeawleyratshTiqNottested,,BAO00o021i,Intermexiage,,16618,A,In vivo,,Rattus norvegicus,10116.0,,
14236,Haldlureaeteroraltested,,BxOo000218,Autocu4xtion,,16618,A,In vivo,,,,,
14237,ysldliffwwsdeterminedinplaxma9dratNTindicstesn9ttested,,fwO0000218,Intdrmsdiate,,15812,A,,,Rattus norvegicus,10116.0,,Plasma
14238,Orslbioacailabiputyafteroraoadministta4iontodpraguewa2leyrqtzNTisNotteet3d,,BA00000318,jntermedixte,,16618,A,In vivo,,Rattus norvegicus,10116.0,,
14239,Oralbi0avajpabilir6atteroraltested,,BxO000o218,Aufocurat7on,,16618,A,In vivo,,,,,
14240,Theb7oavzilafilityjnrstsat159uhKgabt4rintdagenousadministratiobbrbottestedr,,hzO0000218,Intermediar4,,13098,A,,,Rattus norvegicus,10116.0,,
14241,Thedompk6jdwastesteddorvolumeofdiztrih8tjonintata4159ynKgafterprroralwdm7nistrationm6No4testedVdLKg,,BAO000p228,Intermediqt4,,13098,A,,,Rattus norvegicus,10116.0,,
14242,uaptlifewasdeterkibfdinplazmaofratNTijdifat4snottested,,BAO0o002q8,Intermexia6e,,15812,A,,,Rattus norvegicus,10116.0,,Plasma
14243,halepifewasd2terminedibplasmaobratNfmwwnsnotgedted,,BAp0o00218,Internediwte,,15812,A,,,Rattus norvegicus,10116.0,,Plasma
14244,Meabd0diumexcretk8ninratsxontroisrugtreagmebtvalueVaou4041232,,BAOo00021o,Intrrmddiate,,11510,A,,,Rattus norvegicus,10116.0,,
14245,keansod7um4acrf5ionin5atsCpntr0lDrugtreatmrntgalueinactive,,BAOp000219,knrermediate,,11510,A,,,Rattus norvegicus,10116.0,,
14246,M3ansod7umexcfetion7nra6sConttolfrugtrexthdntfalueval6e017043,,gAO0090218,Intermediqfe,,11510,A,,,Rattus norvegicus,10116.0,,
14247,M4qnsodium3acretioninratcConhrllDrugtteztmentvqluevalu492038,,BAO0p00318,Interm3diahe,,11510,A,,,Rattus norvegicus,10116.0,,
14248,Meansodiumfxf3e6iininfatsContdolDrugtreatkentvapuevalh20260q3,,BAO09002w8,Intdrmediqte,,11510,A,,,Rattus norvegicus,10116.0,,
14249,MeanskdiumexxretiohimrsrzCkntr8lDrugt3eatmentvalurvalue018026,,hA90000218,Intermeruate,,11510,A,,,Rattus norvegicus,10116.0,,
14250,M4ajq8djumexceetiininratsControkDrygtreq6mentvaluevalue0w1035,,BAO000p21i,Inherjediate,,11510,A,,,Rattus norvegicus,10116.0,,
14251,MesbsodiimexcretioninrwtaCon6rolDr6gtrdagmentvai6evalue0352i8,,BwO0000q18,Interj2diate,,11510,A,,,Rattus norvegicus,10116.0,,
14252,Mwamsodi6medcretioninratsvontrolrruytreztkentdaluevaiue036929,,BAOo0p0218,Intermedia42,,11510,A,,,Rattus norvegicus,10116.0,,
14253,Means0diumeac42tiinunratsCohtfolDrugtreagmenhvaluevaluep3y047,,BAOp00021i,Imtermsdiate,,11510,A,,,Rattus norvegicus,10116.0,,
14254,Meansodiun4xcretuonimdstsControlDrugtr2ztmentvaluegalyw03604p,,BA90000e18,Inyermedia4e,,11510,A,,,Rattus norvegicus,10116.0,,
14255,MewnsodkumrdcretionlnratsC9htdolDdurtreatmentvaluebalue03802r,,Bwk0000218,Interhed8ate,,11510,A,,,Rattus norvegicus,10116.0,,
14256,Meansodiumedcreh7ohinratsvogtrolD5ygtreztj3ntvaljevalue039022,,BzO0090218,In5ermediatw,,11510,A,,,Rattus norvegicus,10116.0,,
14257,M3ansodiumedcretioningatxCohtrolDgugteeatmebtvalievslur04q048,,BAp0000219,Inteemeeiate,,11510,A,,,Rattus norvegicus,10116.0,,
14258,Meansodiujexcretiobin5atsvontrolDrjgtr4atmentbaiuevakue0e21e9,,gAOo000218,Ibtermexiate,,11510,A,,,Rattus norvegicus,10116.0,,
14259,MramzosiukexcretioninratxContr0pDryttreatmengvalu2value041206,,BAO0op0218,Ihtrrmediate,,11510,A,,,Rattus norvegicus,10116.0,,
14260,Meansoeiumexcreyioninra6sf9ntrolDrugtgeatm4ntvaluevalu20t1o6y,,BAO0p002w8,Intedmediage,,11510,A,,,Rattus norvegicus,10116.0,,
14261,5oyal2lectroljyicexcretiojofchloriheinkrijeofratsadterperoraladminjxtgatioj8fy528MKgofdgug,,fA80000218,Ihternediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14262,6otalel4ctrolyticeavretjohofvhlorinslnurineofratsafterperorxladmij9strationofy27uhmg8fdrug,,BA0p000218,Intermexiatd,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14263,Tohal2lestrolyt7cexcr3tionogctlorinr8nu4ibeofratszfterperoralzdminishrationory1uuMKgofdrjg,,BAO90p0218,Intdrmediat2,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14264,Tofalekecyrooytisdxsre6jonofchlorinsinurjnrofratsxfter0eroraladminoctrationof74iuMKgkfdrug,,hAO0000e18,Intrrmediste,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14265,Totalelrxtrokyticrxx4eti9nobcgkorineinut9neorratsafferperoralsdministrationlvi75uMKgofdrug,,BAOp00021i,Intsrmediqte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14266,Toyaielectrplytjcfxcretiogofchiorijdjnurjneoffatsafterperoraladministrwti8nif703uMKgofdrur,,BAO00p0217,Inferhediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14267,Totalelesffolyyicexcretionoffhkorine7nurigeofratsavteroeroraladmijisteqtlonofo99kMKnofdrug,,BAOp0002w8,Inhermedixte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14268,gotakel4ct4olyticecfretiobocchlorin3inuroheorgatsqfterperoraladministra6iohof838kMKgofrrug,,BAO000pe18,Intefmedkate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14269,Titalelectrol6ticexcretjonofcmlor9neinurinrofrahsxfterpefo4zladnunistrw5ionof844uhKgofdruh,,BAi000021o,Intermediqt4,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14270,T0tqlelecgroluticexcretiojofchoorinelnurine8fratsafte4perorapadmih8strxtiimpf84iuMjgofdrug,,hAOo000218,Ijtermediats,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14271,Tptalelex4rolyyisexcrftiinocchoorineijurineofratsqfterpe3oralqdmonietrationof877uMKgofeeug,,BAO00p02w8,Ijternediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14272,Totalelfctrolyticexxr2tionofchllron2jn8rinfofra5swf6erl4roralaeministratiomof860kMKgofdrug,,BAO9009218,Intetmediahe,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14273,T8talelectrolyg9cexceetionofxmoprineinurineof4qtsafterperorxladminisyratlkh8f906uMugofdrkg,,BAk000p218,untermediat3,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14274,Totalslectrolyyic3zcretionofdhlkrineinurine9ffafsaf5er9etoralaemihistratuonod906uMKgofeeug,,hAO0000118,Interkediats,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14275,To6akeiectropyt7crxcretionofchlorigeinjriheofeatsaft4rp2r0raiaxninistratilgof949uMKgofdrug,,BAO0p00e18,Inhermsdiate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14276,fotal4lectrooyticexvreyoon0fcylorineinurine9fratsadterpeeorakasministfati8n8f971ujKgkfdrug,,BAk000p218,Interhediaye,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14277,Totalelectdolhticexxretlknofpotassijm8hurinfofdogsavtedintravenousaeminjstrafiomit1197MKgofdruh,,BAO000p318,Ihtrrmediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14278,gotxi3iectrolyyivexcretionofpo6awsiuminurlnrofdobsadterintradenpuaadminixtrationof249iMKvofdrug,,BAO0o90218,Inyerkediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14279,6ltwl4lechrolyticexcretlonltpo4assi6minufineofdohsafrerintrxbenousadministratikn0v262uMKhofdrug,,BAOp0o0218,Inyegmediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14280,Totalei4vtrolyticfxcretiohofp9tzssjuhinurigeofdogsaftdribtravrgoisadminidtrationof3038hlgofdrug,,nAO0000217,Ihtermediwte,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14281,Totaleoectrllutifexcgetionof0otaes7umin8fineofxohsaf4erontgavenouaawmigistrationof302uMKgofdrug,,BAO000o228,Inte3mewiate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14282,Totalelectrkly6ix3xcretionoflotaxqiumigurjnekfdogsafterkgt3avenousqdministrationog241unKgocdruf,,BAO00p021i,Intermeriatr,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14283,yotalelectr0lytic4scretionofpotassiumonurinepfdogsafherimteavenoueadminisrrat8onofyw4hMmg9fxr6g,,BAO9000228,7nterm3diate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14284,Totalwpect3olgticezcre4ionofp9tassluminugineofdogaqftetintrwvenoisadministratuonof785uMKvotwrur,,BAOo009218,Intermedlqte,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14285,Tohalelectrolyticwxcdet9onofpp6assjuminurineordlgsafterintraven0usarmihiztrqtionovo4uuMKgogdtug,,BA80000e18,Intetmediat4,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14286,6otaleleftr8lyyiceccde4ionlfpotsssiukinurineofv9gsaftsrigt3aveno6sadmihisfratiinof909uMKgofdrug,,BAO00p02w8,lnterhediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14287,T0talwlevtrilyficexcretkonofpotassiuminuruneoceogsafterperkralafminlxtrqtionot191uMKgofxruy,,BAO000o2q8,8nterkediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14288,Totalelec6roiyticexcrsto8mofpotasskuh8burineofsogsaftdrperoraladmijisyra4iojofe40kMKgofdrug,,BA800p0218,ogtermediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14289,T0taleleftrolyticexcretiinpfpotass7uhinugineofdogsafterperoralxdmin8stgatu9nkf476jhogofdrig,,nAO0o00218,jntermediat3,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14290,Totakekesg3olyticexcrdt9onofpotassuuminurineovsobsafterperofapadminiwtrationob9p6ukKhofdrug,,BAO0o00217,Inte4mediahe,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14291,Totapel4ctrolytkcsxceefilnifpotzssi8m7nurineofskgsarterpeforaladministrationof9uuMirofdrug,,BAOp090218,Intermsdixte,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14292,Totalelec63ilyticexcretkonofpo4zssiuminuribeofrarszftedpegorsoadministrxtjinof0uMKgofdfug,,gAO0p00218,8nterhediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14293,Totalwlecrroly4icfxcretuonofpltassiumunurinw9fratsaetedpfroraladmijustrationof101khovofdrug,,BAO0009w18,Interjediwte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14294,fotalel4sfrolytucexcfe4iohogpotasaiukinurineofra4safterperoralwfmijiatrat8onof113uMugofdrug,,BAO00o0228,Intermwdizte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14295,Toyalelectrolytic2xcretilnobpotasaiunonurinsofrsgsattrrperoraladjinistrayiijof191uMKgofdr8g,,BAl0900218,7nterhediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14296,Totaleleftroly6ucexcretionofporqwsi8minurineofraheaft2rpero3alafminisg5xtionof1p2uMKrofd4ug,,BAO0o09218,Ibterhediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14297,T95qlekec5rolyt9cexcretion9dpotasqiikinuroneofratsatterp3torakadministeationof1p5uMKgofdrug,,BA9000021i,Interjed7ate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14298,Totalroextrolyt7cexc3ryi8nkfpotassiujij7rine8fratsafgerperoraladmibksteationof113unKgofdrug,,BAO00p0e18,Internedia6e,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14299,Totwldlectroittocexcre6ionofpotassiuhinurineofra5qxvterperoralqem8n9strstionof113jMigofdrug,,BAO00o0e18,Interkwdiate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14300,Totakfkectr0pyticexcretion0fpotassiumjnu4inekcratxadtrrperoraladminke5rationof19tuMKgovdrug,,BAO000p318,Interm2doate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14301,5otqlepecyrolyt9cexcrefionorpptassouminurimeofratsaf4erperorwkxdminisrra6ionof195uMKg9fwrug,,BAO00p02w8,ojtermediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14302,Totalfl4ctrolyticexcretionofpotazsi8minurine8frahsagy2t9eroraladhin9steatj8nif217uMKgofwrug,,BA0p000218,Ijtermeriate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14303,rotalekestrolyticedcfetion0f9otassiuminud9g4ofrqtsaftfrperoralqdminisgrationof217uMKnofdfun,,gAO0o00218,Intdrmed7ate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14304,Totaleiectrolyyicexcretiobiflotaasiimunuriheofratsafteeperogalqdministrztionlfe39uMjg9fcrug,,BA0000p218,Igtermedoate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14305,Totalelecfrolyyicexcr44ion9fpotasciuminurineleratsaftwrperoralqdmjnistrationkf2r9iMKgkfdgkr,,fAO0090218,9ntermrdiate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14306,Totalelectrolyticexvretuonifpotassihminurineofra4zqfterperorsoadmogis5ratilnpf249uMmrodsrug,,BAO000ow18,Inrermed9ate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14307,4otalekectrol7ticexcretionof00txsdiuninurineofrztqaeterperoraladhinid5rationov149uMKgkfdr8g,,gAO0900218,Ibtermediatw,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14308,IDgispercent7nhectedxozepergramoftiss8eansinvlvofistrib6hionofcompougdovtxinedzfter1hoh3inproetayer,,hAO0000217,Autocyratuon,,13257,A,In vivo,,,,,Prostate gland
14309,IDgispetfwnginjecteddoselerg5amoftjssueanxinvicodistribytionofcompoundobtzinfeaftee1hkirinlrostateeb9kod,,vAO000p218,Ahtocurati9n,,13257,A,In vivo,,,,,Prostate gland
14310,kDgkapercentinjecteddoseprrggamoftissuesnxigdivodiw6rjgutionofvompoyndobrainedafrer1houdihprostatedmuxxle,,BAO00o02q8,xuticuration,,13257,A,In vivo,,,,,Muscle tissue
14311,8Dgisoerdentibjecteddosepeehrqmoftissueagdinvivodistrif8tionofcompi7jdlbtxinedaftdr1hourih9rostatwv,,BAO9000q18,zutocurqtion,,13257,A,In vivo,,,,,Prostate gland
14312,IDgispsrcentinuec6ewdose0ergrxhoftissueahdijviv9d8strihutiinofckhpoundohtainewafter1y0urinprostat4vblood,,BAk0009218,Aitocu4ation,,13257,A,In vivo,,,,,
14313,IDvispercej4inj2ctddd9sep4rrrqmoft8swuexndinvivor9str7hutionofcompoundobtainedqfter2hourinprostqtevnuscl4,,BAOpp00218,zutocuratiom,,13257,A,In vivo,,,,,Muscle tissue
14314,8Dgispercdgtinjecyedwosepetgrakoftldsueamvigvivodistrkbuti8nifcompoundobtainedaf6er1hourimepieen,,BAO0p00228,zutocufation,,13257,A,In vivo,,,,,Spleen
14315,8Dgispercentkniec5eddoswpergrzmof4iasueandinvkvodish3igutionpfcom9o7neobtain2eafter2hournlockedinbladeer,,BAO00p021u,Autkcuratjon,,13257,A,In vivo,,,,,Urinary bladder
14316,IDgispercentinjedredeosepergeamlft8asuexndinv8vodictrihutionofdompoundobfainedaftereh0ueblockedinbp9ie,,hAO00002w8,Autockratjon,,13257,A,In vivo,,,,,Blood
14317,jDgisp2rxentinjecteddlswpergrzmovtiasueagd7mvivodistribif8onkfcojpound0btaibedafter2hoirblockedjnbone,,BAO0p002q8,Autoc8ratuon,,13257,A,In vivo,,,,,Bone element
14318,IDgispfrcejtinjestedfosepergrxmobyissueandinviv8distributionofcomppundobtxinedsv4dtwhlurblosk3finfat,,BA800o0218,Autkcyration,,13257,A,In vivo,,,,,
14319,IDgispsdcentinjectedeos2pefgramogtiesueqndjgvivodistfibutionofvompi6nd9btaibedaftfr2hokrblofkedinkidnwy,,BAO0o0021o,Au6ocurwtion,,13257,A,In vivo,,,,,Kidney
14320,IDgiqpercentibjecteddosepergramoftissjeandinb8bod7stributjonpfcomoound8btainefwfter1hlyrblosledinlkv3r,,BAOo0p0218,A6tocurstion,,13257,A,In vivo,,,,,Liver
14321,IDg8spercrjtinject3ddoseperg3amltg8ssueanrinvivodisg4ibkt8onofcomoound8byainsdafter2hourvlocjedinlung,,hAO0000217,Autocurxyion,,13257,A,In vivo,,,,,Lung
14322,IDgiaperc3ntijnectewdosspergramoetissu3andlnvuvodistrobu5ionkfcompoundpbtaimddafter2hourbk9ckedonmussle,,BAO000ow18,Autocurxtioj,,13257,A,In vivo,,,,,Muscle tissue
14323,IDglsp2rdegtinjecteddosepertraj8ftiwsyesncinvivodisrributkomofcompouneob5ainedaft3r2hourblockedibpr8sfates,,BAO000031o,qut9curation,,13257,A,In vivo,,,,,Prostate gland
14324,IDgisp4rcentinjevteddosspedgramoftissuesgxlnvkvofistribjti8nofcomp8kndobtain2daffer1hourboickedonp3oxtatedmuscle,,BAO0009q18,Ahtocuratipn,,13257,A,In vivo,,,,,Muscle tissue
14325,7vyisperfentimjecteddoeepergramoftjsc74ahdinvivodustributionofvompounw8btainedafter2hlurblockedonpfoe5wtev,,hAO0009218,Aurochration,,13257,A,In vivo,,,,,Prostate gland
14326,IDgjspercentinjectedfoseperhranogtissueandihvibocks4ributiojovc8mpoundobtqinedafter2noi3blovkedinpros4qt2vbpood,,BAO00002qi,zutocudation,,13257,A,In vivo,,,,,
14327,IDrispercen6unj4cteddosrpergramlftissuesnd8nvidodustributuonofcompoundobtainedzrtefehourvlociedinorostatsdhusxle,,BAOo0002w8,A6tocurarion,,13257,A,In vivo,,,,,Muscle tissue
14328,IDfiwpfrcent8njfft4dwisepfrgramoftjssueandjnvivodisyeibitionofdompounspbtainedafter2hourblockedihsple2n,,BAO0o00118,Autosurat9on,,13257,A,In vivo,,,,,Spleen
14329,IDrispercentinjec64ddose9ertrxmoft7ssueandinvivoxistribu5uoh8ccompoundobyain2daftee2ho7rblockedin9rosta4frbioid,,BAO900021i,Autoduratipn,,13257,A,In vivo,,,,,Prostate gland
14330,8whis9efcrmtinjevtedwodepernram8ft8ssueandijvivodiztribuhlonofvompoundobtainedafter2hourlowinblzdrer,,BAlo000218,Ajtochration,,13257,A,In vivo,,,,,Urinary bladder
14331,Irrispercentinjec5ewdisspergramoftissueqnvinvugpdiqtributionobcompoundobtainedwfter2hourpoaibbkoos,,BAO00001q8,sutocuragion,,13257,A,In vivo,,,,,Blood
14332,Irgispercentomjsctscfosrpergramoftissufandinviv9distrjf6tolnofcom0oundobtainedaftsr2gouroowinbone,,hAO0000q18,Autocurqti8n,,13257,A,In vivo,,,,,Bone element
14333,IDgiap3rcentinuect3dxosepedgrajoftissueahdinvivodishributionorcompoubwobtaimesxeter2gojflowinfat,,BAk00o0218,Aktocuratiob,,13257,A,In vivo,,,,,
14334,IDgjspercentunjecgedcosepergramoftixsueandinv7vpdistributilnoffiml9undlb5aigedafter2tokrloainkidgey,,BxO000p218,Autocueatiob,,13257,A,In vivo,,,,,Kidney
14335,IDgispercentinjectedcoe3pervgamoftusauszhwincivodistributoohofsompoundobtainedafter2hourllw7noider,,BAk0000w18,Aytocurxtion,,13257,A,In vivo,,,,,Liver
14336,IDgispercentinjevteddoseperg4amoftissu4qndinvivodistrobutjonofcompoubdobhaihewafterwgpurloq7jligb,,gwO0000218,Autofudation,,13257,A,In vivo,,,,,Lung
14337,IDgispdrcentinjef6dddosepergfakpttossuewndinvivod9st3ibut9onpfcompoundobtaijedafter2miurlowinmusxke,,BA80009218,Autochratipn,,13257,A,In vivo,,,,,Muscle tissue
14338,IDgispercebtinjeftevdosepergrakoftksdu2andinvivld9stributkonofcohpiundobta7nexwfte3qtourlowinproshayed,,BAO09o0218,Autovurwtion,,13257,A,In vivo,,,,,Prostate gland
14339,IDgospercejtunjechewdocf0ergrqmofticsueandincivodistr9bjtiobofcompkundobtaihedafyerqhourliwinpr8statevbiood,,BAOp0o0218,Autocuratloj,,13257,A,In vivo,,,,,Prostate gland
14340,IDgispercentjnjdcteddoseoergramoftissuwand7nc8vofixhributionofvonpoyndobtainesaftet2hougpo1inprostzredjuscle,,fAO0000118,Aufocugation,,13257,A,In vivo,,,,,Muscle tissue
14341,IDgispegcentinjscteddoswp2rg4xmoffiesueandinvivod9stribytionodcohpoundobtain3dacteeeuourpowinprowtatwv,,BzO0000118,Autoc6ratkon,,13257,A,In vivo,,,,,Prostate gland
14342,Icgisp3rcehfinjef5edfose94rgrahoftissueandinfivocictriburionofconpoundlgtainwdzfter2mourlowinprostatevbkood,,BA80000q18,Augofuration,,13257,A,In vivo,,,,,
14343,IDyixpefcentinjectedd8s3pergramoftisauwancinvibodictr8by5ionofxompiundogtainedafter2houglodinproatwt3vmuscle,,BAl00002q8,Augocura5ion,,13257,A,In vivo,,,,,Muscle tissue
14344,Ixg8sprrcebtigjecffddosepergrajoffissueandinbivodistribu5ionofc0mpiundobtain4dzfter2hkuriowind0leen,,BAO000o2w8,Autoskration,,13257,A,In vivo,,,,,Spleen
14345,IDgicpercentibject4xdosepertrsk9ftiss7eanronviv0distribjtiin0fcompoundobtainrdaftrr2houribbladrer,,BAO00p0e18,Autoxura4ion,,13257,A,In vivo,,,,,Urinary bladder
14346,IDgispercentinj3cteddpsepergrahpbtisdueajdinvjv0distributionofxom998ndobtqjnedacger2hpurinflood,,Bql0000218,Autovhration,,13257,A,In vivo,,,,,Blood
14347,IDgispercfntinjec4fddose9efgtamogtissueagdlnvicodiatributionofcompoundib6ainedatter2hokrjnvond,,BAO9o00218,Autocuragoon,,13257,A,In vivo,,,,,Bone element
14348,IDgisperfentinjec4edcoseperb4ajoftissueandinvidodist4ib8yiobofckmpokgeobtainedarter2jour9nfat,,BAO900021o,Autoxiration,,13257,A,In vivo,,,,,
14349,uwgispercenfigjec5eddksepergramoffisaueandinbkvodistributkon0fc8hpkuhdohtainedaft2r2hourinluver,,BAO000921i,A6tochration,,13257,A,In vivo,,,,,Liver
14350,IDgisp2rdentinjectedvpsepergrampftixsurqndinvivodoshribugionovcom0oundobtainedaft432jo6rimlung,,BAO00o02w8,Auyocuratlon,,13257,A,In vivo,,,,,Lung
14351,IDgjqperswntinjectedxlwepergramoftiss72andimvivod9str9nu6ionofcompoundlbrainedaet3r2hourinhuscle,,BzO000021i,Autocuea6ion,,13257,A,In vivo,,,,,Muscle tissue
14352,Compoundwactesterfo5tbepsehdofirstorderrateconstqntsfor6heingib7tiljofthecleavzgestepueofth2yanmerteadrjb0aym2wraconcentrationof190iM,,BAO0p09019,Autocirat9on,,2193,A,,,,,,
14353,Compoubdwzct2ctexf8rthwpseudofirstprderrwtwconstanysforhheinhibjtionorthecleavagestdpk2ofthehakherheaeribpzymearaconcegtgationof100uMnoinhifitionisobservedagth9sfonc3brdxtlkn,,BwOp000019,Aytpcuration,,2193,A,,,,,,
14354,Comp8kmdwasf3sterforrhepseuvof7rstorderrxtecknctantcfo4yheinnigiyionofthecleavageqtepk2of5hehammerheadriboz7meatxcogcrntragionof10kM,,BAO0009919,Autocurztioh,,2193,A,,,,,,
14355,dlmpohndwastestedrorthepseudofirstorde4ratex0hw6an6dforthwinhifitionofthecleavagestepk2obthehajmrrhesdribizgmrwgaconcentratiinof10intooastiveqhdsompleteinhivutionisobserdfd,,BAO000091p,su6ocuration,,2193,A,,,,,,
14356,Con9oundwastestefforthepeeudkfjrstordsgratsconstantsflrtheingibitiinofthecl2avageqge0k2ofthehamm4rheastibozymeatzconcebhra4iogkfwuM,,BwO000001o,Autovurafion,,2193,A,,,,,,
14357,Clmpouhdwastesyedfortjelseudovirsfodxerrareconxtxntsfot4jeinhibotionofthedleavayeshepl2orthejammerjeadribozym4afaconventratipnof16Mtooactiveandcon9lrteinhibitiibjsobserved,,BAO0009p19,qutocurxtion,,2193,A,,,,,,
14358,Hydrolysisratefogstsgtwasdf4wrmined,,BA800000w9,Autocurahiog,,568,A,,,,,,
14359,K2Thelnt5insisbiojoi3cuparreactivatiinratedonstantonVXa525degrerddntitrade,,BAO009001o,Aut9curatiog,,9680,A,,,,,,
14360,K25heintrknsivbioh0l3sularr2axtivationrageconztan58nparaxonat25degrefCentigrzde,,BqOp000019,wutocuratiom,,9680,A,,,,,,
14361,K2gheintrinsicfionolecuiarrexctuva4iontatrconsrzntonsaeihat25dfgreeCentigraee,,BA800p0019,Auhocuratiob,,9680,A,,,,,,
14362,0bservwdsecondordergareconstaj4,,BAl00o0019,Autkcuragion,,10026,A,,,,,,
14363,Rsteconzhan4cyxliaationrateunCD3xNdehterared9hosphatebufferat9H84,,BAi0009019,Autosurztion,,10281,A,,,,,,
14364,Rateconstamtf8rdecayofcompokjdwasdeternineelny0mMphospnatebufferpH74wt1rd3greefdlskis,,hsO0000019,Autocurw4ion,,10014,A,,,,,,
14365,Ratfconstan5fl5decatobcompohndwxswetfrminesij50mMphosphatebufferpu75zt47deg3eecelsius,,vqO0000019,xutovuration,,10014,A,,,,,,
14366,o2Thejn5rinsicbiomolec8oa4r3actifationrateconc5anronparaxonat25d4vreeC2ngigrade,,fAk0000019,Aktocuratiin,,9680,A,,,,,,
14367,kqThwintd7nsucbiomolecular3rzctivatkonrqtecogs6ajtohsarinat25degreeCegtigrade,,Bsp0000019,Autockratiln,,9680,A,,,,,,
14368,Kibeyicparameterotepimerizationatasaktconcentration00qMofinTdizHfobudferpb90and37degf3eCprlnRMPI1640cellduptur3k2d7umcknrainingwpFxS,,gAO0000p19,sutocjration,,13028,A,,,,,,
14369,Kuneticparameterofeoimeriza6ionatasqltclmcen4ra4kono1MofinTridHCkbuffrrpH90anw37degreevlringMPo1650cellcjlturemed8umconfaihinf10dsS,,BAO0000p29,Autocurztiom,,13028,A,,,,,,
14370,Kinwticparsmetsrofepimerizati0natsealfconcemtratipn1MkdinTt8sHClbuffeepH90and37x4gredC949nRMPI2ye0ceilculturemedoumconraining10FCS,,BAOo000o19,Autodufation,,13028,A,,,,,,
