assay_type,curated_by,src_id,cell_id,assay_subcellular_fraction,assay_organism,assay_test_type,assay_category,assay_tax_id,description,variant_id,assay_id,confidence_score,src_assay_id,assay_strain,doc_id,assay_cell_type,assay_tissue,relationship_type,tid,chembl_id,bao_format,tissue_id
A,Autocuration,1,,,Simiiformes,In vivo,,314293.0,Total clearance of compound was determined in monkey at 5 mg/kg intravenously admn.,,12826,0,,,17025,,,U,22224,CHEMBL625521,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,In vivo,,9986.0,Total clearance of compound was determined in rabbit at 5 mg/kg intravenously admn.,,12827,1,,,17025,,,N,50592,CHEMBL623171,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Total clearance of compound was determined in rat at 5 mg/kg intravenously admn.,,12828,1,,,17025,,,N,50597,CHEMBL623853,BAO_0000218,
A,Autocuration,1,,,,,,,Plasma clearance for the compound was determined.,,12829,0,,,15067,,,U,22224,CHEMBL623854,BAO_0000019,
P,Autocuration,1,,,,,,,CLog P value of the compound,,12830,0,,,3091,,,U,22224,CHEMBL874405,BAO_0000100,
P,Autocuration,1,,,,,,,Calculated partition coefficient (clogP),,12831,0,,,15592,,,U,22229,CHEMBL623855,BAO_0000100,
P,Autocuration,1,,,,,,,Calculated partition coefficient (clogP),,12832,0,,,14738,,,U,22229,CHEMBL623856,BAO_0000100,
P,Autocuration,1,,,,,,,ClogP value of the compound; nd ='no data',,12833,0,,,14738,,,U,22224,CHEMBL623857,BAO_0000100,
P,Autocuration,1,,,,,,,ClogP value of the compound; nd ='not determined',,12834,0,,,14738,,,U,22224,CHEMBL623858,BAO_0000100,
P,Autocuration,1,,,,,,,CLog P was determined,,12835,0,,,6076,,,U,22224,CHEMBL623859,BAO_0000100,
P,Autocuration,1,,,,,,,Calculated partition coefficient (clogP),,12836,0,,,17840,,,U,22229,CHEMBL839829,BAO_0000100,
A,Autocuration,1,,,,,,,CLogP was calculated,,12837,0,,,13589,,,U,22224,CHEMBL623860,BAO_0000019,
A,Autocuration,1,,,,,,,CLogP value was determined,,12838,0,,,17655,,,U,22224,CHEMBL623861,BAO_0000019,
A,Autocuration,1,,,,,,,CLogP value was evaluated using http://esc.syrres.com/interkow/kowdemo.htm.,,12839,0,,,5867,,,U,22224,CHEMBL623862,BAO_0000019,
P,Autocuration,1,,,,,,,Calculated partition coefficient (clogP),,12840,0,,,5867,,,U,22229,CHEMBL874406,BAO_0000100,
P,Autocuration,1,,,,,,,Calculated partition coefficient (clogP),,12841,0,,,10783,,,U,22229,CHEMBL623863,BAO_0000100,
P,Autocuration,1,,,,,,,Calculated partition coefficient (clogP),,12842,0,,,14849,,,U,22229,CHEMBL624021,BAO_0000100,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog adrenal medulla 24 hours after administration.,,12843,1,,,8170,,Adrenal medulla,N,50588,CHEMBL624022,BAO_0000218,1236.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog adrenal medulla 72 hours after administration.,,12844,1,,,8170,,Adrenal medulla,N,50588,CHEMBL624023,BAO_0000218,1236.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog bile 24 hours after administration.,,12845,1,,,8170,,,N,50588,CHEMBL624024,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog bile 72 hr after administration.,,12846,1,,,8170,,,N,50588,CHEMBL624025,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog blood 24 hours after administration.,,12847,1,,,8170,,,N,50588,CHEMBL624026,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog blood 72 hours after administration.,,12848,1,,,8170,,,N,50588,CHEMBL624027,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog heart 24 hours after administration.,,12849,1,,,8170,,,N,50588,CHEMBL624028,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog heart 72 hours after administration.,,12850,1,,,8170,,,N,50588,CHEMBL624029,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog kidney 24 hours after administration.,,12851,1,,,8170,,,N,50588,CHEMBL624030,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog kidney 72 hours after administration.,,12852,1,,,8170,,,N,50588,CHEMBL624031,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog large intestine 24 hours after administration.,,12853,1,,,8170,,Intestine,N,50588,CHEMBL624032,BAO_0000218,160.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog large intestine 72 hours after administration.,,12854,1,,,8170,,Intestine,N,50588,CHEMBL874407,BAO_0000218,160.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog liver 24 hours after administration.,,12855,1,,,8170,,,N,50588,CHEMBL624033,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog liver 72 hours after administration.,,12856,1,,,8170,,,N,50588,CHEMBL624034,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog lung 24 hours after administration.,,12857,1,,,8170,,,N,50588,CHEMBL624035,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog lung 72 hours after administration.,,12858,1,,,8170,,,N,50588,CHEMBL624036,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog muscle 24 hours after administration.,,12859,1,,,8170,,Muscle tissue,N,50588,CHEMBL624037,BAO_0000218,2385.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog muscle 72 hours after administration.,,12860,1,,,8170,,Muscle tissue,N,50588,CHEMBL624038,BAO_0000218,2385.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog pancreas 24 hours after administration.,,12861,1,,,8170,,,N,50588,CHEMBL624039,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog pancreas 72 hours after administration.,,12862,1,,,8170,,,N,50588,CHEMBL624040,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog small intestine 24 hours after administration.,,12863,1,,,8170,,Intestine,N,50588,CHEMBL624041,BAO_0000218,160.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog small intestine 72 hours after administration.,,12864,1,,,8170,,Intestine,N,50588,CHEMBL624042,BAO_0000218,160.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog spleen 24 hours after administration.,,12865,1,,,8170,,Spleen,N,50588,CHEMBL624043,BAO_0000218,2106.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog spleen 72 hours after administration.,,12866,1,,,8170,,Spleen,N,50588,CHEMBL624044,BAO_0000218,2106.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog stomach 24 hours after administration.,,12867,1,,,8170,,Stomach,N,50588,CHEMBL624045,BAO_0000218,945.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog stomach 72 hours after administration.,,12868,1,,,8170,,Stomach,N,50588,CHEMBL624046,BAO_0000218,945.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog thyroid 24 hours after administration.,,12869,1,,,8170,,Thyroid gland,N,50588,CHEMBL624047,BAO_0000218,2046.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog thyroid 72 hours after administration.,,12870,1,,,8170,,Thyroid gland,N,50588,CHEMBL624048,BAO_0000218,2046.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog urine 24 hours after administration.,,12871,1,,,8170,,Urine,N,50588,CHEMBL874408,BAO_0000218,1088.0
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Distribution in female dog urine 72 hr after administration.,,12872,1,,,8170,,Urine,N,50588,CHEMBL624049,BAO_0000218,1088.0
A,Autocuration,1,,,,,,,Mean plasma concentration measured 1 h following an oral dose of 30 mg/kg,,12873,0,,,14283,,Plasma,U,22224,CHEMBL624050,BAO_0000218,1969.0
A,Autocuration,1,,,,,,,Plasma concentration at 7 hr after intravenous dosing,,12874,0,,,5623,,,U,22224,CHEMBL624051,BAO_0000019,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg iv after 0.25 hr in rats,,12875,1,,,13477,,,N,50597,CHEMBL623278,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg iv after 0.5 hr in rats,,12876,1,,,13477,,,N,50597,CHEMBL623279,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg iv after 1 hr in rats,,12877,1,,,13477,,,N,50597,CHEMBL623280,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg iv after 2 hr in rats,,12878,1,,,13477,,,N,50597,CHEMBL623963,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg iv after 4 hr in rats,,12879,1,,,13477,,,N,50597,CHEMBL623964,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg iv after 6 hr in rats,,12880,1,,,13477,,,N,50597,CHEMBL623965,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration of 3 mg/kg po after 0.083 hr in rats,,12881,1,,,13477,,,N,50597,CHEMBL623966,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.083 h,,12882,1,,,13477,,,N,50597,CHEMBL874415,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.25 hr,,12883,1,,,13477,,,N,50597,CHEMBL623967,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.5 hr,,12884,1,,,13477,,,N,50597,CHEMBL623968,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 1 hr,,12885,1,,,13477,,,N,50597,CHEMBL623969,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 2 hr,,12886,1,,,13477,,,N,50597,CHEMBL628409,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 4 hr,,12887,1,,,13477,,,N,50597,CHEMBL628410,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 6 hr,,12888,1,,,13477,,,N,50597,CHEMBL628411,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Plasma concentration after 3 mg/kg peroral dosing in rat at 8 hr,,12889,1,,,13477,,,N,50597,CHEMBL628412,BAO_0000218,
A,Autocuration,1,,,,,,,Tested for the highest concentration at which toxicity was not observed or the concentration which provided the highest number of net grain counts,,12890,0,,,12553,,,U,22224,CHEMBL628413,BAO_0000019,
A,Autocuration,1,,,,,,,The concentration in plasmat; Not determined,,12891,0,,,14548,,Plasma,U,22224,CHEMBL628414,BAO_0000019,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in blood,,12892,1,,,14393,,,N,50597,CHEMBL628415,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in brown fat,,12893,1,,,14393,,,N,50597,CHEMBL628416,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in heart,,12894,1,,,14393,,,N,50597,CHEMBL628417,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in liver,,12895,1,,,14393,,Liver,N,50597,CHEMBL874908,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in plasma,,12896,1,,,14393,,,N,50597,CHEMBL628418,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in skeletal muscle,,12897,1,,,14393,,Muscle tissue,N,50597,CHEMBL628419,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Tissue level at 10 mg/kg/po in wistar rats in subcutaneous fat,,12898,1,,,14393,,,N,50597,CHEMBL628420,BAO_0000218,
A,Autocuration,1,,,,,,,Water solubility at 37 degree C.,,12899,0,,,1629,,,U,22224,CHEMBL628421,BAO_0000019,
P,Autocuration,1,,,,,,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,,12900,0,,,8194,,,U,22229,CHEMBL626726,BAO_0000100,
P,Autocuration,1,,,,,,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,12901,0,,,8194,,,U,22229,CHEMBL626727,BAO_0000100,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,12902,1,,,8594,,Blood,N,50597,CHEMBL626728,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,12903,1,,,8594,,Blood,N,50597,CHEMBL626729,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,12904,1,,,8594,,Blood,N,50597,CHEMBL626730,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,12905,1,,,8594,,Blood,N,50597,CHEMBL626731,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,12906,1,,,8594,,Blood,N,50597,CHEMBL626732,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,12907,1,,,8594,,Heart,N,50597,CHEMBL626733,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,12908,1,,,8594,,Heart,N,50597,CHEMBL626734,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,12909,1,,,8594,,Heart,N,50597,CHEMBL626735,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,12910,1,,,8594,,Heart,N,50597,CHEMBL874909,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,12911,1,,,8594,,Heart,N,50597,CHEMBL626736,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,12912,1,,,8594,,Kidney,N,50597,CHEMBL626737,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,12913,1,,,8594,,Kidney,N,50597,CHEMBL630999,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,12914,1,,,8594,,Kidney,N,50597,CHEMBL631000,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,12915,1,,,8594,,Kidney,N,50597,CHEMBL631001,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,12916,1,,,8594,,Kidney,N,50597,CHEMBL631002,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,12917,1,,,8594,,Liver,N,50597,CHEMBL631003,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,12918,1,,,8594,,Liver,N,50597,CHEMBL631004,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,12919,1,,,8594,,Liver,N,50597,CHEMBL631005,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,12920,1,,,8594,,Liver,N,50597,CHEMBL631006,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,12921,1,,,8594,,Liver,N,50597,CHEMBL631007,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,12922,1,,,8594,,Lung,N,50597,CHEMBL631008,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,12923,1,,,8594,,Lung,N,50597,CHEMBL631009,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,12924,1,,,8594,,Lung,N,50597,CHEMBL631010,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,12925,1,,,8594,,Lung,N,50597,CHEMBL631011,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,12926,1,,,8594,,Lung,N,50597,CHEMBL631012,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,12927,1,,,8594,,Thyroid gland,N,50597,CHEMBL630271,BAO_0000218,2046.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,12928,1,,,8594,,Thyroid gland,N,50597,CHEMBL630272,BAO_0000218,2046.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,12929,1,,,8594,,Thyroid gland,N,50597,CHEMBL630273,BAO_0000218,2046.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,12930,1,,,8594,,Thyroid gland,N,50597,CHEMBL630274,BAO_0000218,2046.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,12931,1,,,8594,,Thyroid gland,N,50597,CHEMBL630275,BAO_0000218,2046.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 15 minutes (radiolabeled with [125I]-,,12932,1,,,8594,,,N,50597,CHEMBL875782,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 2 minutes (radiolabeled with [125I]-,,12933,1,,,8594,,,N,50597,CHEMBL630276,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 30 minutes (radiolabeled with [125I]-,,12934,1,,,8594,,,N,50597,CHEMBL630277,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 5 minutes (radiolabeled with [125I]-,,12935,1,,,8594,,,N,50597,CHEMBL630278,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 60 minutes (radiolabeled with [125I]-,,12936,1,,,8594,,,N,50597,CHEMBL630279,BAO_0000218,
A,Autocuration,1,,,,,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg,,12937,0,,,8151,,,U,22224,CHEMBL630280,BAO_0000019,
A,Autocuration,1,,,,,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,12938,0,,,8151,,,U,22224,CHEMBL630281,BAO_0000019,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 4 by Gas-liquid chromatographic analysis,,12939,1,,,7132,,,N,50592,CHEMBL630282,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 2,,12940,1,,,7132,,,N,50592,CHEMBL630283,BAO_0000218,
A,Autocuration,1,,,,,,,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),,12941,0,,,5797,,,U,22224,CHEMBL630284,BAO_0000019,
A,Autocuration,1,,,,,,,Alkylating activity was determined,,12942,0,,,7849,,,U,22224,CHEMBL630285,BAO_0000019,
A,Autocuration,1,,Microsomes,,,,,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),,12943,0,,,14220,,,U,22224,CHEMBL630286,BAO_0000251,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",,12944,1,,,8650,,,N,50592,CHEMBL630069,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",,12945,1,,,8650,,,N,50592,CHEMBL630070,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",,12946,1,,,8650,,,N,50592,CHEMBL630071,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",,12947,1,,,8650,,,N,50592,CHEMBL630072,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",,12948,1,,,8650,,,N,50592,CHEMBL875110,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was tested for antidiuretic activity in rats,,12949,1,,,7116,,,N,50597,CHEMBL630073,BAO_0000218,
A,Autocuration,1,,,,,,,Compound was tested for inactivation kinetic values,,12950,0,,,14131,,,U,22224,CHEMBL630074,BAO_0000019,
A,Autocuration,1,,,,In vivo,,,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,,12951,0,,,7415,,,U,22224,CHEMBL630075,BAO_0000218,
A,Autocuration,1,,,,,,,Dissociation rate calculated from the first-order equation using the t1/2 value,,12952,0,,,13178,,,U,22224,CHEMBL630076,BAO_0000019,
P,Autocuration,1,,,,,,,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,,12953,0,,,8815,,,U,22229,CHEMBL630077,BAO_0000100,
P,Autocuration,1,,,,,,,Aqueous solubility was measured,,12954,0,,,1450,,,U,22229,CHEMBL630078,BAO_0000100,
P,Autocuration,1,,,,,,,Aqueous solubility was measured at a pH 4,,12955,0,,,1450,,,U,22229,CHEMBL630079,BAO_0000100,
P,Autocuration,1,,,,,,,Aqueous solubility (pH 7),,12956,0,,,1450,,,U,22229,CHEMBL630080,BAO_0000100,
P,Autocuration,1,,,,,,,Aqueous solubility was measured at a pH 9,,12957,0,,,1450,,,U,22229,CHEMBL630081,BAO_0000100,
A,Autocuration,1,,,,,,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",,12958,0,,,12711,,,U,22224,CHEMBL630082,BAO_0000019,
A,Autocuration,1,,,,,,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,12959,0,,,12711,,,U,22224,CHEMBL630083,BAO_0000019,
A,Autocuration,1,,,,,,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,12960,0,,,12711,,,U,22224,CHEMBL630084,BAO_0000019,
P,Autocuration,1,,,,,,,Aqueous solubility of the compound,,12961,0,,,15032,,,U,22229,CHEMBL629198,BAO_0000100,
P,Autocuration,1,,,,,,,Aqueous solubility at 37 degree Celsius at pH 7.38,,12962,0,,,9964,,,U,22229,CHEMBL629199,BAO_0000100,
P,Autocuration,1,,,,,,,Aqueous solubility in pH 7.4 phosphate buffer,,12963,0,,,14962,,,U,22229,CHEMBL629200,BAO_0000100,
