ss_tst_tp,vrnt_d,ss_tp,src_ss_d,crtd_b,cnfdnc_scr,ss_ctgr,td,chmbl_d,tss_d,ss_d,ss_rgnsm,ss_cll_tp,ss_tx_d,rltnshp_tp,ss_tss,src_d,cll_d,dscrptn,ss_sbclllr_frctn,b_frmt,dc_d,ss_strn
,,A,,Intermediate,1,,50597,CHEMBL626828,2046.0,12726,Rattus norvegicus,,10116.0,N,Thyroid gland,1,,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,,BAO_0000218,8594,
,,A,,Intermediate,1,,50597,CHEMBL626829,2046.0,12727,Rattus norvegicus,,10116.0,N,Thyroid gland,1,,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,,BAO_0000218,8594,
,,A,,Intermediate,1,,50597,CHEMBL626830,2046.0,12728,Rattus norvegicus,,10116.0,N,Thyroid gland,1,,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,BAO_0000218,8594,
,,A,,Intermediate,1,,50597,CHEMBL627150,,12729,Rattus norvegicus,,10116.0,N,,1,,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,BAO_0000218,8594,
,,A,,Intermediate,1,,50597,CHEMBL627151,,12730,Rattus norvegicus,,10116.0,N,,1,,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,BAO_0000218,8594,
,,A,,Intermediate,1,,50597,CHEMBL627152,,12731,Rattus norvegicus,,10116.0,N,,1,,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,BAO_0000218,8594,
,,A,,Intermediate,1,,50597,CHEMBL627153,,12732,Rattus norvegicus,,10116.0,N,,1,,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,BAO_0000218,8594,
,,A,,Autocuration,0,,22224,CHEMBL627154,,12733,,,,U,,1,,Rate of acetate production by the compound was determined,,BAO_0000019,12904,
,,A,,Autocuration,0,,22224,CHEMBL627155,,12734,,,,U,,1,,Rate of acetate production by the compound was determined; Not determined,,BAO_0000019,12904,
,,A,,Autocuration,0,,22224,CHEMBL627156,,12735,,,,U,,1,,Rate of hydrolysis of nitrocefin by compound was evaluated in water,,BAO_0000019,3730,
,,A,,Autocuration,0,,22224,CHEMBL627157,,12736,,,,U,,1,,Reductive elimination of leaving group was determined at pH 7.4; expressed as loss of parent,,BAO_0000019,3627,
,,A,,Intermediate,1,,50592,CHEMBL627158,,12737,Oryctolagus cuniculus,,9986.0,N,,1,,Relative concentration of compound (70 mg/Kg) in brain compared to concentration in plasma (160 ug/mL) at the time of tissue collection from rabbit; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50592,CHEMBL627159,1969.0,12738,Oryctolagus cuniculus,,9986.0,N,Plasma,1,,Relative concentration of compound (70 mg/Kg) in lung compared to concentration in plasma (160 ug/mL) at the time of tissue collection from rabbit; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50594,CHEMBL627160,,12739,Mus musculus,,10090.0,N,,1,,Relative concentration of compound in brain compared to concentration in plasma (0.4 ug/mL) at the time of tissue collection from mice; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50597,CHEMBL628540,,12740,Rattus norvegicus,,10116.0,N,,1,,Relative concentration of compound in brain compared to concentration in plasma (3.5 ug/mL) at the time of tissue collection from mice; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50597,CHEMBL628541,1969.0,12741,Rattus norvegicus,,10116.0,N,Plasma,1,,Relative concentration of compound in lung compared to concentration in plasma (0.4 ug/mL) at the time of tissue collection from mice; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50597,CHEMBL628542,1969.0,12742,Rattus norvegicus,,10116.0,N,Plasma,1,,Relative concentration of compound in lung compared to concentration in plasma (3.5 ug/mL) at the time of tissue collection from mice; relative concentration,,BAO_0000218,13799,
,,P,,Autocuration,0,,22229,CHEMBL628543,,12743,,,,U,,1,,Solubility after at a pH 1.2,,BAO_0000100,6629,
,,P,,Autocuration,0,,22229,CHEMBL628544,,12744,,,,U,,1,,Solubility after at pH 1.2,,BAO_0000100,6629,
,,P,,Autocuration,0,,22229,CHEMBL628545,,12745,,,,U,,1,,Solubility after injection of water,,BAO_0000100,6629,
,,A,,Autocuration,0,,22224,CHEMBL628546,,12746,,,,U,,1,,Statistical significance of IC 50 values; Expressed as R value,,BAO_0000019,14000,
,,A,,Autocuration,0,,22224,CHEMBL874455,,12747,,,,U,,1,,Systemic availability with respect to methyldopa was determined,,BAO_0000019,8267,
,,A,,Intermediate,1,,50597,CHEMBL628547,,12748,Rattus norvegicus,,10116.0,N,,1,,Tissue distribution of the in rat brain relative to plasma concentration of 1 ug/kg; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50597,CHEMBL628548,1969.0,12749,Rattus norvegicus,,10116.0,N,Plasma,1,,Tissue distribution of the in rat lung relative to plasma concentration of 1 ug/kg; relative concentration,,BAO_0000218,13799,
,,A,,Intermediate,1,,50592,CHEMBL628549,1988.0,12750,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit 1 lung, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628550,1988.0,12751,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit 1 liver, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628551,1988.0,12752,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit3, and radioactivity content in feces was estimated at total hours",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628552,1088.0,12753,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit1, and radioactivity content in urine was estimated at 0-2 hr",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628553,1088.0,12754,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 0-24 hr",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628554,1088.0,12755,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 0-48 hr",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628555,1088.0,12756,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 24-48 h",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628556,1088.0,12757,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 48-72 h",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628557,2113.0,12758,Oryctolagus cuniculus,,9986.0,N,Kidney,1,,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit kidney, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628558,1988.0,12759,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628559,1988.0,12760,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 1 lung, and radioactivity content in feces was estimated at",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628560,1988.0,12761,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit1plasma, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL874456,1088.0,12762,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at total hours",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628561,1988.0,12763,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit4, and radioactivity content in feces was estimated at 0-48 hr",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628562,1988.0,12764,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit4, and radioactivity content in feces was estimated at total hours",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628563,1088.0,12765,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit2, and radioactivity content in urine was estimated at 0-4 hr",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628564,1088.0,12766,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL628565,1088.0,12767,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at 24-48 h",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL631248,1088.0,12768,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at 48-72 h",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL631249,1088.0,12769,Oryctolagus cuniculus,,9986.0,N,Urine,1,,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at total hours",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL627214,2113.0,12770,Oryctolagus cuniculus,,9986.0,N,Kidney,1,,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 kidney, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL874591,1988.0,12771,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 liver, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL627215,1988.0,12772,Oryctolagus cuniculus,,9986.0,N,Feces,1,,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 lung, and radioactivity content in feces was estimated",,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL625471,1988.0,12773,Oryctolagus cuniculus,,9986.0,N,Feces,1,,200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 plasma and radioactivity content in feces was estimated,,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL625472,,12774,Oryctolagus cuniculus,,9986.0,N,,1,,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 1,,BAO_0000218,7132,
,,A,,Intermediate,1,,50592,CHEMBL625473,,12775,Oryctolagus cuniculus,,9986.0,N,,1,,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 3 by Gas-liquid chromatographic analysis,,BAO_0000218,7132,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625474,,12776,Canis lupus familiaris,,9615.0,N,,1,,Tested for pharmacokinetic parameter in fasted Beagle dogs (Clearance value of the compound) iv administration.,,BAO_0000218,13317,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625475,,12777,Canis lupus familiaris,,9615.0,N,,1,,The clearance was measured in dog at dose 5 mg/kg after intravenous administration.,,BAO_0000218,15341,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625476,,12778,Rattus norvegicus,,10116.0,N,,1,,The clearance was measured in rat at dose 12 mg/kg after intravenous administration.,,BAO_0000218,15341,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625477,,12779,Rattus norvegicus,,10116.0,N,,1,,The clearance was measured in rat at dose 1 mg/kg after intravenous administration.,,BAO_0000218,15341,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625478,,12780,Rattus norvegicus,,10116.0,N,,1,,The clearance was measured in rat at dose 30 mg/kg after intravenous administration.,,BAO_0000218,15341,
In vitro,,A,,Intermediate,1,,50597,CHEMBL625479,,12781,Rattus norvegicus,,10116.0,N,esophageal tunica muscularis mucosae,1,,The compound was evaluated for clearance value in rat isolated esophageal tunica muscularis mucose,,BAO_0000218,12801,
In vitro,,A,,Intermediate,1,,50597,CHEMBL625480,,12782,Rattus norvegicus,,10116.0,N,esophageal tunica muscularis mucosae,1,,The compound was evaluated for the value in rat isolated esophageal tunica muscularis mucose,,BAO_0000218,12801,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625481,1969.0,12783,Rattus norvegicus,,10116.0,N,Plasma,1,,The compound was tested for systemic plasma clearance(CL) in rats and is expressed in mL/min/kg.,,BAO_0000218,14856,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625482,,12784,Rattus norvegicus,,10116.0,N,,1,,Total body clearance at an intravenous dose of 5.2 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625483,,12785,Rattus norvegicus,,10116.0,N,,1,,Total body clearance at an intravenous dose of 5.5 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625484,,12786,Rattus norvegicus,,10116.0,N,,1,,Total body clearance at an intravenous dose of 6.3 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625485,,12787,Rattus norvegicus,,10116.0,N,,1,,Total body clearance at an intravenous dose of 6.5 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625486,1969.0,12788,Canis lupus familiaris,,9615.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 1.8 mg/kg of drug in male Beagle dogs,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625487,1969.0,12789,Rattus norvegicus,,10116.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 2.5 mg/kg of drug in male Dawley rats,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625488,1969.0,12790,Rattus norvegicus,,10116.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 2.6 mg/kg of drug in male Dawley rats,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625489,1969.0,12791,Rattus norvegicus,,10116.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 2.7 mg/kg of drug in male Dawley rats,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625490,1969.0,12792,Rattus norvegicus,,10116.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 2.8 mg/kg of drug in male Dawley rats,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625491,1969.0,12793,Canis lupus familiaris,,9615.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 4.9 mg/kg of drug in male Beagle dogs,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625492,1969.0,12794,Rattus norvegicus,,10116.0,N,Plasma,1,,Total plasma clearance value was obtained after intravenous administration of 5.1 mg/kg of drug in male Dawley rats,,BAO_0000218,14346,
In vivo,,A,,Intermediate,1,,50587,CHEMBL625493,1969.0,12795,Homo sapiens,,9606.0,N,Plasma,1,,plasma clearance in human,,BAO_0000218,15711,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625494,,12796,Rattus norvegicus,,10116.0,N,,1,,Pharmacokinetic parameter (CL/F ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,,BAO_0000218,14886,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625495,,12797,Rattus norvegicus,,10116.0,N,,1,,Pharmacokinetic parameter (CL/F ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,,BAO_0000218,14886,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625496,,12798,Rattus norvegicus,,10116.0,N,,1,,Pharmacokinetic parameter (CL/F) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,,BAO_0000218,14886,
,,P,,Autocuration,0,,22229,CHEMBL625497,,12799,,,,U,,1,,1-Octanol/water partition coefficient measured at 7.4,,BAO_0000100,4115,
,,P,,Autocuration,0,,22229,CHEMBL625498,,12800,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,13733,
,,A,,Autocuration,0,,22224,CHEMBL625499,,12801,,,,U,,1,,Partition coefficient (logP),,BAO_0000019,12102,
,,P,,Autocuration,0,,22229,CHEMBL625500,,12802,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,12676,
,,P,,Autocuration,0,,22229,CHEMBL625501,,12803,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,13733,
,,P,,Autocuration,0,,22229,CHEMBL625502,,12804,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,13740,
,,P,,Autocuration,0,,22229,CHEMBL625503,,12805,,,,U,,1,,Calculated partition coefficient (clogP) (relative to BAY K 8644),,BAO_0000100,12766,
,,P,,Autocuration,0,,22229,CHEMBL625504,,12806,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,2764,
,,P,,Autocuration,0,,22229,CHEMBL625505,,12807,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,12355,
,,P,,Autocuration,0,,22229,CHEMBL625506,,12808,,,,U,,1,,Calculated partition coefficient of the compound,,BAO_0000100,11314,
,,A,,Autocuration,0,,22224,CHEMBL625507,,12809,,,,U,,1,,Partition coefficient (logP),,BAO_0000019,12706,
,,P,,Autocuration,0,,22229,CHEMBL625508,,12810,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,12645,
,,P,,Autocuration,0,,22229,CHEMBL625509,,12811,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,13668,
,,P,,Autocuration,0,,22229,CHEMBL625510,,12812,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,12819,
,,P,,Autocuration,0,,22229,CHEMBL883125,,12813,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,13668,
,,P,,Autocuration,0,,22229,CHEMBL625511,,12814,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,13017,
,,A,,Autocuration,0,,22224,CHEMBL874650,,12815,,,,U,,1,,Partition coefficient of the compound,,BAO_0000019,2448,
,,A,,Autocuration,0,,22224,CHEMBL625512,,12816,,,,U,,1,,Partition coefficient of the compound,,BAO_0000019,11526,
,,A,,Autocuration,0,,22224,CHEMBL625513,,12817,,,,U,,1,,Partition coefficient of compound was determined,,BAO_0000019,12426,
,,A,,Autocuration,0,,22224,CHEMBL625514,,12818,,,,U,,1,,Partition coefficient was determined,,BAO_0000019,2448,
,,P,,Autocuration,0,,22229,CHEMBL625515,,12819,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,12001,
,,P,,Autocuration,0,,22229,CHEMBL625516,,12820,,,,U,,1,,partition coefficient of compound was determined,,BAO_0000100,12426,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625517,,12821,Canis lupus familiaris,,9615.0,N,,1,,The total body administered intravenously in dog,,BAO_0000218,13204,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625518,,12822,Rattus norvegicus,,10116.0,N,,1,,The total body administered intravenously in rats,,BAO_0000218,13204,
,,A,,Intermediate,1,,50594,CHEMBL625519,,12823,Mus musculus,,10090.0,N,,1,,Time taken for the administration to female NIH mice weighing 25-30 g.,,BAO_0000218,13889,
,,A,,Autocuration,0,,22224,CHEMBL625520,,12824,,,,U,,1,,Time taken for the administration,,BAO_0000019,13889,
In vivo,,A,,Intermediate,1,,50588,CHEMBL874651,,12825,Canis lupus familiaris,,9615.0,N,,1,,Total clearance of compound was determined in dog at 5 mg/kg intravenously admn.,,BAO_0000218,17025,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625521,,12826,Simiiformes,,314293.0,U,,1,,Total clearance of compound was determined in monkey at 5 mg/kg intravenously admn.,,BAO_0000218,17025,
In vivo,,A,,Intermediate,1,,50592,CHEMBL623171,,12827,Oryctolagus cuniculus,,9986.0,N,,1,,Total clearance of compound was determined in rabbit at 5 mg/kg intravenously admn.,,BAO_0000218,17025,
In vivo,,A,,Intermediate,1,,50597,CHEMBL623853,,12828,Rattus norvegicus,,10116.0,N,,1,,Total clearance of compound was determined in rat at 5 mg/kg intravenously admn.,,BAO_0000218,17025,
,,A,,Autocuration,0,,22224,CHEMBL623854,,12829,,,,U,,1,,Plasma clearance for the compound was determined.,,BAO_0000019,15067,
,,P,,Autocuration,0,,22224,CHEMBL874405,,12830,,,,U,,1,,CLog P value of the compound,,BAO_0000100,3091,
,,P,,Autocuration,0,,22229,CHEMBL623855,,12831,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,15592,
,,P,,Autocuration,0,,22229,CHEMBL623856,,12832,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,14738,
,,P,,Autocuration,0,,22224,CHEMBL623857,,12833,,,,U,,1,,ClogP value of the compound; nd ='no data',,BAO_0000100,14738,
,,P,,Autocuration,0,,22224,CHEMBL623858,,12834,,,,U,,1,,ClogP value of the compound; nd ='not determined',,BAO_0000100,14738,
,,P,,Autocuration,0,,22224,CHEMBL623859,,12835,,,,U,,1,,CLog P was determined,,BAO_0000100,6076,
,,P,,Autocuration,0,,22229,CHEMBL839829,,12836,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,17840,
,,A,,Autocuration,0,,22224,CHEMBL623860,,12837,,,,U,,1,,CLogP was calculated,,BAO_0000019,13589,
,,A,,Autocuration,0,,22224,CHEMBL623861,,12838,,,,U,,1,,CLogP value was determined,,BAO_0000019,17655,
,,A,,Autocuration,0,,22224,CHEMBL623862,,12839,,,,U,,1,,CLogP value was evaluated using http://esc.syrres.com/interkow/kowdemo.htm.,,BAO_0000019,5867,
,,P,,Autocuration,0,,22229,CHEMBL874406,,12840,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,5867,
,,P,,Autocuration,0,,22229,CHEMBL623863,,12841,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,10783,
,,P,,Autocuration,0,,22229,CHEMBL624021,,12842,,,,U,,1,,Calculated partition coefficient (clogP),,BAO_0000100,14849,
,,A,,Intermediate,1,,50588,CHEMBL624022,1236.0,12843,Canis lupus familiaris,,9615.0,N,Adrenal medulla,1,,Distribution in female dog adrenal medulla 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624023,1236.0,12844,Canis lupus familiaris,,9615.0,N,Adrenal medulla,1,,Distribution in female dog adrenal medulla 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624024,,12845,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog bile 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624025,,12846,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog bile 72 hr after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624026,,12847,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog blood 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624027,,12848,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog blood 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624028,,12849,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog heart 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624029,,12850,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog heart 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624030,,12851,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog kidney 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624031,,12852,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog kidney 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624032,160.0,12853,Canis lupus familiaris,,9615.0,N,Intestine,1,,Distribution in female dog large intestine 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL874407,160.0,12854,Canis lupus familiaris,,9615.0,N,Intestine,1,,Distribution in female dog large intestine 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624033,,12855,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog liver 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624034,,12856,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog liver 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624035,,12857,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog lung 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624036,,12858,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog lung 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624037,2385.0,12859,Canis lupus familiaris,,9615.0,N,Muscle tissue,1,,Distribution in female dog muscle 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624038,2385.0,12860,Canis lupus familiaris,,9615.0,N,Muscle tissue,1,,Distribution in female dog muscle 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624039,,12861,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog pancreas 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624040,,12862,Canis lupus familiaris,,9615.0,N,,1,,Distribution in female dog pancreas 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624041,160.0,12863,Canis lupus familiaris,,9615.0,N,Intestine,1,,Distribution in female dog small intestine 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624042,160.0,12864,Canis lupus familiaris,,9615.0,N,Intestine,1,,Distribution in female dog small intestine 72 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624043,2106.0,12865,Canis lupus familiaris,,9615.0,N,Spleen,1,,Distribution in female dog spleen 24 hours after administration.,,BAO_0000218,8170,
,,A,,Intermediate,1,,50588,CHEMBL624044,2106.0,12866,Canis lupus familiaris,,9615.0,N,Spleen,1,,Distribution in female dog spleen 72 hours after administration.,,BAO_0000218,8170,
