assay_id,variant_id,src_id,assay_subcellular_fraction,assay_organism,cell_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue
10680,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,A,In vivo,,10116.0,,Kidney
10681,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Kidney
10682,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Kidney
10683,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Kidney
10684,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Kidney
10685,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,A,In vivo,,10116.0,,Liver
10686,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Liver
10687,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Liver
10688,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Liver
10689,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Liver
10690,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Lung
10691,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Lung
10692,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Lung
10693,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Lung
10694,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Muscle tissue
10695,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,A,In vivo,,10116.0,,Muscle tissue
10696,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Muscle tissue
10697,,1,,Rattus norvegicus,,17738,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,A,In vivo,,10116.0,,Muscle tissue
10698,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,A,In vivo,,10116.0,,Blood
10699,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,A,In vivo,,10116.0,,Blood
10700,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 65 mins after i.v. administration,A,In vivo,,10116.0,,Blood
10701,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 15 mins after i.v. administration,A,In vivo,,10116.0,,Brain
10702,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 2 mins after i.v. administration,A,In vivo,,10116.0,,Brain
10703,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 65 mins after i.v. administration,A,In vivo,,10116.0,,Brain
10704,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 15 mins after i.v. administration,A,In vivo,,10116.0,,Heart
10705,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 2 mins after i.v. administration,A,In vivo,,10116.0,,Heart
10706,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 65 mins after i.v. administration,A,In vivo,,10116.0,,Heart
10707,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 15 mins after i.v. administration,A,In vivo,,10116.0,,Kidney
10708,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 2 mins after i.v. administration,A,In vivo,,10116.0,,Kidney
10709,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 65 mins after i.v. administration,A,In vivo,,10116.0,,Kidney
10710,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 15 mins after i.v. administration,A,In vivo,,10116.0,,Liver
10711,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 2 mins after i.v. administration,A,In vivo,,10116.0,,Liver
10712,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 65 mins after i.v. administration,A,In vivo,,10116.0,,Liver
10713,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 15 mins after i.v. administration,A,In vivo,,10116.0,,Lung
10714,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 2 mins after i.v. administration,A,In vivo,,10116.0,,Lung
10715,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 65 mins after i.v. administration,A,In vivo,,10116.0,,Lung
10716,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 15 mins after i.v. administration,A,In vivo,,10116.0,,Muscle tissue
10717,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 2 mins after i.v. administration,A,In vivo,,10116.0,,Muscle tissue
10718,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 65 mins after i.v. administration,A,In vivo,,10116.0,,Muscle tissue
10719,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 15 mins after i.v. administration,A,In vivo,,10116.0,,Zone of skin
10720,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 2 mins after i.v. administration,A,In vivo,,10116.0,,Zone of skin
10721,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 65 mins after i.v. administration,A,In vivo,,10116.0,,Zone of skin
10722,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 15 mins after i.v. administration,A,In vivo,,10116.0,,Spleen
10723,,1,,Rattus norvegicus,,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 2 mins after i.v. administration,A,In vivo,,10116.0,,Spleen
10724,,1,,Rattus norvegicus,,6193,Oral bioavailability in rat,A,In vivo,,10116.0,,
10725,,1,,Rattus norvegicus,,6803,Oral bioavailability in rat,A,In vivo,,10116.0,,
10726,,1,,Rattus norvegicus,,6647,Oral bioavailability in rats at 6 mg/kg,A,In vivo,,10116.0,,
10727,,1,,Rattus norvegicus,,6647,Oral bioavailability in rat (dose 6 mg/kg),A,In vivo,,10116.0,,
10728,,1,,Rattus norvegicus,,6647,Oral bioavailability in rats at 6 mg/kg dose; Not tested,A,In vivo,,10116.0,,
10729,,1,,Rattus norvegicus,,6640,Oral bioavailability in rat,A,In vivo,,10116.0,,
10730,,1,,Rattus norvegicus,,6641,Oral bioavailability in rat,A,In vivo,,10116.0,,
10731,,1,,Rattus norvegicus,,6641,Oral bioavailability in rat,A,In vivo,,10116.0,,
10732,,1,,Rattus norvegicus,,6642,Bioavailability in rat,A,In vivo,,10116.0,,
10733,,1,,Rattus norvegicus,,5472,Oral bioavailability,A,In vivo,,10116.0,,
10734,,1,,Rattus norvegicus,,6141,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),A,In vivo,,10116.0,,
10735,,1,,Rattus norvegicus,,4390,Oral bioavailability in rat,A,In vivo,,10116.0,,
10736,,1,,Rattus norvegicus,,5472,Oral bioavailability in rat,A,In vivo,,10116.0,,
10737,,1,,Rattus norvegicus,,5472,Oral bioavailability was evaluated; Not tested,A,In vivo,,10116.0,,
10738,,1,,Rattus norvegicus,,5438,Oral bioavailability,A,In vivo,,10116.0,,
10739,,1,,Rattus norvegicus,,4883,Oral bioavailability in rat by oral dosing,A,In vivo,,10116.0,,
10740,,1,,Rattus norvegicus,,1908,Oral bioavailability in rat (dose 10 mg/kg p.o.),A,In vivo,,10116.0,,
10741,,1,,Rattus norvegicus,,4853,Oral bioavailability in rat (Sprague-Dawley),A,In vivo,,10116.0,,
10742,,1,,Rattus norvegicus,,4853,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),A,In vivo,,10116.0,,
10743,,1,,Rattus norvegicus,,4853,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),A,In vivo,,10116.0,,
10744,,1,,Rattus norvegicus,,4853,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),A,In vivo,,10116.0,,
10745,,1,,Rattus norvegicus,,4853,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),A,In vivo,,10116.0,,
10746,,1,,Rattus norvegicus,,4853,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,A,In vivo,,10116.0,,
10747,,1,,Rattus norvegicus,,4853,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,A,In vivo,,10116.0,,
10748,,1,,Rattus norvegicus,,12873,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,A,In vivo,,10116.0,,
10749,,1,,Rattus norvegicus,,12873,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,A,In vivo,,10116.0,,
10750,,1,,Rattus norvegicus,,3169,Oral bioavailability in rat,A,In vivo,,10116.0,,
10751,,1,,Rattus norvegicus,,6305,Oral bioavailability in rat,A,In vivo,,10116.0,,
10752,,1,,Rattus norvegicus,,4762,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,A,In vivo,,10116.0,,
10753,,1,,Rattus norvegicus,,17847,Oral bioavailability in rat,A,In vivo,,10116.0,,
10754,,1,,Rattus norvegicus,,6211,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),A,In vivo,,10116.0,,
10755,,1,,Rattus norvegicus,,6011,Oral bioavailability in rat,A,In vivo,,10116.0,,
10756,,1,,Rattus norvegicus,,6317,Oral bioavailability in rat,A,In vivo,,10116.0,,
10757,,1,,Rattus norvegicus,,6644,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,A,In vivo,,10116.0,,
10758,,1,,Rattus norvegicus,,6644,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,A,In vivo,,10116.0,,
10759,,1,,Rattus norvegicus,,6644,Oral bioavailability in rat after oral administration at 13 mg/kg dose,A,In vivo,,10116.0,,
10760,,1,,Rattus norvegicus,,6644,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,A,In vivo,,10116.0,,
10761,,1,,Rattus norvegicus,,6113,Oral bioavailability (dose 20 mg/kg p.o.),A,In vivo,,10116.0,,
10762,,1,,Rattus norvegicus,,5937,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,A,In vivo,,10116.0,,
10763,,1,,Rattus norvegicus,,5711,Oral bioavailability in rat at 10 mg/kg of the compound,A,In vivo,,10116.0,,
10764,,1,,Rattus norvegicus,,17717,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,A,In vivo,,10116.0,,
10765,,1,,Rattus norvegicus,,17717,Bioavailability in rat (dose 3 mg/kg i.v.),A,In vivo,,10116.0,,
10766,,1,,Rattus norvegicus,,17717,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,A,In vivo,,10116.0,,
10767,,1,,Rattus norvegicus,,17717,Oral bioavailability in rat (dose 60 mg/kg p.o.),A,In vivo,,10116.0,,
10768,,1,,Rattus norvegicus,,4722,Percent bioavailability (F) in rats after iv administration,A,In vivo,,10116.0,,
10769,,1,,Rattus norvegicus,,4722,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,A,In vivo,,10116.0,,
10770,,1,,Rattus norvegicus,,4353,Bioavailability in rat (dose 5 uM/kg p.o.),A,In vivo,,10116.0,,
10771,,1,,Rattus norvegicus,,15662,Oral bioavailability,A,In vivo,,10116.0,,
10772,,1,,Rattus norvegicus,,4756,Bioavailability in rat (dose 2 mg/kg p.o.),A,In vivo,,10116.0,,
10773,,1,,Rattus norvegicus,,4756,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,A,In vivo,,10116.0,,
10774,,1,,Rattus norvegicus,,3436,Oral bioavailability in rat (dose 20 mg/kg),A,In vivo,,10116.0,,
10775,,1,,Rattus norvegicus,,17800,Oral bioavailability in rat,A,In vivo,,10116.0,,
10776,,1,,Rattus norvegicus,,15762,Percent oral bioavailability evaluated in rat,A,In vivo,,10116.0,,
10777,,1,,Rattus norvegicus,,5089,Oral bioavailability in rat,A,In vivo,,10116.0,,
10778,,1,,Rattus norvegicus,,5089,Percent oral bioavailability in rat; Not determined,A,In vivo,,10116.0,,
10779,,1,,Rattus norvegicus,,3185,Oral bioavailability in rat,A,In vivo,,10116.0,,
10780,,1,,Rattus norvegicus,,5145,Bioavailability in rat,A,In vivo,,10116.0,,
10781,,1,,Rattus norvegicus,,3457,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),A,In vivo,,10116.0,,
10782,,1,,Rattus norvegicus,,3457,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),A,In vivo,,10116.0,,
10783,,1,,Rattus norvegicus,,5983,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,A,In vivo,,10116.0,,
10784,,1,,Rattus norvegicus,,5739,Oral bioavailability in rat (dose 20 mg/kg p.o.),A,In vivo,,10116.0,,
10785,,1,,Rattus norvegicus,,3579,Cmax at a dose of 30 mg/kg in rat,A,In vivo,,10116.0,,
10786,,1,,Simiiformes,,17788,Cmax in monkeys at a dose of 1 mg/kg,A,In vivo,,314293.0,,
10787,,1,,Rattus norvegicus,,14956,Cmax in rat,A,In vivo,,10116.0,,
10788,,1,,Rattus norvegicus,,17788,Cmax in rats at a dose of 1 mg/kg,A,In vivo,,10116.0,,
10789,,1,,Mus musculus,,9750,Cmax was measured in mice after an oral dose of 50 mg/kg.,A,In vivo,,10090.0,,
10790,,1,,,,12767,"Cmax value at a dose of 12.7 uM/kg, po",A,In vivo,,,,
10791,,1,,,,12767,"Cmax value at a dose of 6.3 uM/kg, iv",A,In vivo,,,,
10792,,1,,,,12767,"Cmax value at a dose of 7.1 uM/kg, iv",A,In vivo,,,,
10793,,1,,,,12703,Cmax value of compound was determined after 1 hr,A,In vivo,,,,
10794,,1,,,,15778,Cmax value of the compound,A,In vivo,,,,
10795,,1,,Rattus norvegicus,,12818,Cmax value administered intraintestinal in rats.,A,In vivo,,10116.0,,
10796,,1,,Rattus norvegicus,,14964,Cmax value administered perorally was determined in rat; Not determined,A,In vivo,,10116.0,,
10797,,1,,,,15808,Cmax value at the dose of 2.3 mg/kg,A,In vivo,,,,
10798,,1,,,,15808,Cmax value at the dose of 5 mg/kg,A,In vivo,,,,
10799,,1,,,,15778,Cmax value in the period of 8 hr after dosing. ,A,In vivo,,,,
10800,,1,,,,3715,Cmax value at a oral dose of 20 mg/kg; Not tested,A,In vivo,,,,
10801,,1,,,,3715,Cmax value at a oral dose of 20 mg/kg,A,In vivo,,,,
10802,,1,,Rattus norvegicus,,1446,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,A,In vivo,,10116.0,,
10803,,1,,Cavia porcellus,,15240,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,A,In vivo,,10141.0,,
10804,,1,,Rattus norvegicus,,15240,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,A,In vivo,,10116.0,,
10805,,1,,Rattus norvegicus,,14810,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,A,In vivo,,10116.0,,Plasma
10806,,1,,Mus musculus,,14239,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,In vivo,,10090.0,,Plasma
10807,,1,,Canis lupus familiaris,,12555,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,A,In vivo,,9615.0,,Liver
10808,,1,,Canis lupus familiaris,,10754,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,A,In vivo,,9615.0,,
10809,,1,,Mus musculus,,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,A,In vivo,,10090.0,,Blood
10810,,1,,Mus musculus,,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,A,In vivo,,10090.0,,Blood
10811,,1,,Mus musculus,,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,A,In vivo,,10090.0,,Blood
10812,,1,,Mus musculus,,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,A,In vivo,,10090.0,,Blood
10813,,1,,Mus musculus,,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,A,In vivo,,10090.0,,Blood
10814,,1,,Canis lupus familiaris,,14600,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,F,In vivo,,9615.0,,
10815,,1,,Canis lupus familiaris,,14600,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,F,In vivo,,9615.0,,
10816,,1,,Canis lupus familiaris,,14600,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,F,In vivo,,9615.0,,
10817,,1,,Canis lupus familiaris,,13543,Bioavailability as maximal plasma concentration in dogs,A,In vivo,,9615.0,,Plasma
10818,,1,,Canis lupus familiaris,,13543,Bioavailability as maximal plasma concentration in dogs,A,In vivo,,9615.0,,Plasma
10819,,1,,Rattus norvegicus,,13543,Bioavailability as maximal plasma concentration in rats,A,In vivo,,10116.0,,Plasma
10820,,1,,Rattus norvegicus,,13543,Bioavailability as maximal plasma concentration in rats,A,In vivo,,10116.0,,Plasma
10821,,1,,Canis lupus familiaris,,14600,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,9615.0,,Blood
10822,,1,,Canis lupus familiaris,,14600,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,9615.0,,Blood
10823,,1,,Canis lupus familiaris,,14600,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,9615.0,,Blood
10824,,1,,Canis lupus familiaris,,14600,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,A,In vivo,,9615.0,,Blood
10825,,1,,Canis lupus familiaris,,14600,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,9615.0,,Blood
10826,,1,,Canis lupus familiaris,,14600,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,9615.0,,Blood
10827,,1,,Rattus norvegicus,,14681,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,In vivo,,10116.0,,
10828,,1,,,,15905,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,A,In vivo,,,,
10829,,1,,,,15905,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,A,In vivo,,,,Plasma
10830,,1,,Rattus norvegicus,,13304,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",A,In vivo,,10116.0,,Plasma
10831,,1,,Rattus norvegicus,,15137,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,A,In vivo,,10116.0,,Plasma
10832,,1,,Rattus norvegicus,,15137,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,A,In vivo,,10116.0,,Plasma
10833,,1,,Rattus norvegicus,,15137,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,A,In vivo,,10116.0,,Plasma
10834,,1,,Rattus norvegicus,,15137,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,A,In vivo,,10116.0,,Plasma
10835,,1,,Rattus norvegicus,,15137,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,A,In vivo,,10116.0,,Plasma
10836,,1,,Macaca fascicularis,,14839,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,A,In vivo,,9541.0,,Plasma
10837,,1,,Mus musculus,,14839,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,10090.0,,Plasma
10838,,1,,Mus musculus,,14839,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,10090.0,,Plasma
10839,,1,,Macaca fascicularis,,14839,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,A,In vivo,,9541.0,,Plasma
10840,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,A,,,10116.0,,Heart
10841,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,A,,,10116.0,,Heart
10842,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,A,,,10116.0,,Heart
10843,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,A,,,10116.0,,Heart
10844,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,A,,,10116.0,,Heart
10845,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,A,,,10116.0,,Heart
10846,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,A,,,10116.0,,Heart
10847,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,A,,,10116.0,,Heart
10848,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,A,,,10116.0,,Heart
10849,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,A,,,10116.0,,Heart
10850,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,A,,,10116.0,,Heart
10851,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,A,,,10116.0,,Heart
10852,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,A,,,10116.0,,Heart
10853,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,A,,,10116.0,,Heart
10854,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,A,,,10116.0,,Heart
10855,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,A,,,10116.0,,Heart
10856,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,A,,,10116.0,,Heart
10857,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,A,,,10116.0,,Heart
10858,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,A,,,10116.0,,Heart
10859,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,A,,,10116.0,,Kidney
10860,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,A,,,10116.0,,Kidney
10861,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,A,,,10116.0,,Kidney
10862,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,A,,,10116.0,,Kidney
10863,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,A,,,10116.0,,Kidney
10864,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,A,,,10116.0,,Kidney
10865,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,A,,,10116.0,,Kidney
10866,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,A,,,10116.0,,Kidney
10867,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,A,,,10116.0,,Kidney
10868,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,A,,,10116.0,,Kidney
10869,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,A,,,10116.0,,Kidney
10870,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,A,,,10116.0,,Kidney
