assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
6636,Ingivo,Intermedishe,1,,BAO0000ww8,6512,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
6637,Incivo,Intermreiate,1,,BqO0000e18,6679,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,,Canis lupus familiaris,9615.0,,
6638,Ibvivo,Inyerkediate,1,,BAO00002w7,3749,The compound was tested for bioavailability in dogs,A,,Canis lupus familiaris,9615.0,,
6639,Inviv9,9ntermexiate,1,,BA80000118,3749,The compound was tested for oral bioavailability in dogs,A,,Canis lupus familiaris,9615.0,,
6640,onvivo,Intermerizte,1,,BA8000p218,6742,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
6641,,Interhedixte,1,,BAi9000218,6227,Compound was tested for percent protein binding (PB) in dog,A,,Canis lupus familiaris,9615.0,,
6642,,Intermex8ate,1,,hAO000021o,6874,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,A,,Canis lupus familiaris,9615.0,,
6643,Invovo,Inhernediate,1,,Bsl0000218,2877,Compound was evaluated for plasma clearance.,A,,Canis lupus familiaris,9615.0,,Plasma
6644,unvivo,Intedmefiate,1,,fAO0009218,12500,The compound was tested for plasma clearance in dog,A,,Canis lupus familiaris,9615.0,,Plasma
6645,Indivo,kntermediaye,1,,nAO0o00218,12500,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,A,,Canis lupus familiaris,9615.0,,Plasma
6646,,Intsrmediaye,1,,BA90090218,4709,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
6647,,Interkexiate,1,,BA0o000218,5542,In vitro relative rate of metabolism was determined in dog liver microsomes,A,,Canis lupus familiaris,9615.0,,Liver
6648,Infivo,In4ermediat4,1,,gAO0p00218,17594,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,A,,Canis lupus familiaris,9615.0,,
6649,Invibo,Interjeeiate,1,,BwOp000218,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,,Canis lupus familiaris,9615.0,,
6650,8nvivo,8ntermedoate,1,,BAi0000219,17764,Half life after intravenous administration in dogs at 1.2 uM/kg,A,,Canis lupus familiaris,9615.0,,
6651,,Int2rmediatf,1,148.0,Bx00000218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,A,,Mus musculus,10090.0,,Lung
6652,,Int2rmedoate,1,163.0,BAO09o0218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,A,,Mus musculus,10090.0,,Lung
6653,,kntermedoate,1,485.0,hAO00002q8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,A,,Mus musculus,10090.0,,Lung
6654,,7ntermsdiate,1,357.0,BAOpp00218,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,A,,Mus musculus,10090.0,,
6655,,Intermedlwte,1,320.0,BqO0p00218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,A,,Mus musculus,10090.0,,
6656,,Intefmediste,1,215.0,BqO0000e18,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,A,,Mus musculus,10090.0,,
6657,,Intermfdiatf,1,283.0,BAO09002w8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,A,,Mus musculus,10090.0,,
6658,,Ihte3mediate,1,350.0,BAO009021i,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,A,,Mus musculus,10090.0,,
6659,,Inyermewiate,1,,hAO9000218,17641,C2 in brain of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Brain
6660,,Intedmediste,1,,BAk0o00218,17641,C2 in kidney of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Kidney
6661,,Intrrmediare,1,,BAO09002w8,17641,C2 in liver of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Liver
6662,,Inyermediqte,1,,hsO0000218,17641,C2 in lungs of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Lung
6663,,Intermwdizte,1,,Bz80000218,17641,C2 in spleen of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Spleen
6664,Invlvo,Intsrmedixte,1,,BAi0090218,17852,Plasma clearance in mouse,A,,Mus musculus,10090.0,,
6665,Inviv0,Intermeciat2,1,,BAO0o90218,17764,Clearance of compound after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,
6666,Inbivo,Intermesiafe,1,,BAO00002qo,17837,Clearance from mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,
6667,Invifo,Intermed9at3,1,,BAO00o0228,2675,Clearance was evaluated in mice after intravenous administration,A,,Mus musculus,10090.0,,
6668,Invlvo,Ijtefmediate,1,,BxOp000218,2675,Clearance was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,
6669,Ihvivo,Int3rmedia6e,1,,Bx80000218,4239,Pharmacokinetic property (Plasma clearance) was measured in mouse,A,,Mus musculus,10090.0,,
6670,Invibo,Intermediz4e,1,,BAO0000319,17753,Plasma clearance of compound was determined at 40 mg/Kg,A,,Mus musculus,10090.0,,
6671,Ijvivo,In4ermedizte,1,,BAO0p09218,17753,Plasma clearance of at 24 mg/Kg,A,,Mus musculus,10090.0,,
6672,Invifo,Ingerhediate,1,,vAi0000218,17753,Plasma clearance at 24 mg/Kg,A,,Mus musculus,10090.0,,
6673,Invivl,Interm4dixte,1,,BAO0oo0218,17753,Plasma clearance at 5 mg/Kg,A,,Mus musculus,10090.0,,
6674,Ibvivo,onyermediate,1,,BAO0oo0218,5727,Plasma clearance in mice,A,,Mus musculus,10090.0,,
6675,Invico,Intermfdiqte,1,,BAO9900218,2862,Plasma clearance value upon iv administration in mouse,A,,Mus musculus,10090.0,,
6676,Invifo,Intermer7ate,1,,BAOp00o218,5980,Total plasma clearance in mice,A,,Mus musculus,10090.0,,Plasma
6677,unvivo,Ibtermedlate,1,,BA80p00218,17592,Clearance in mouse,A,,Mus musculus,10090.0,,
6678,Indivo,Ingermediwte,1,,BzO00002w8,17718,Clearance value was determined,A,,Mus musculus,10090.0,,
6679,Invigo,Interm3d7ate,1,,BzO0009218,16597,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
6680,,Inyetmediate,0,,BAp000p100,17384,Calculated partition coefficient (clogP),P,,,,,
6681,Inv8vo,Interm2diatf,1,,vAO00002q8,6062,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,A,,Mus musculus,10090.0,,
6682,Invivk,Interhexiate,1,,BAi0000w18,17734,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
6683,Invuvo,Integmedia4e,1,,BA000002q8,6348,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,,
6684,Invivp,Intermediqt2,1,,BAO00002q7,5969,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
6685,Igvivo,Ijterm2diate,1,,BAO00002qi,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
6686,Inv7vo,Intermwdiahe,1,,BxOo000218,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,,Mus musculus,10090.0,,
6687,Invivp,Intermdxiate,1,,Bq90000218,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,A,,Mus musculus,10090.0,,
6688,Ibvivo,Intefmeriate,1,,vAOo000218,5781,Cmax after oral administration at 30 mg/kg in ICR mouse,A,,Mus musculus,10090.0,,
6689,Invuvo,In6ermedia4e,1,,BsO00o0218,17764,Cmax after peroral administration in mice at 2.4 uM/kg,A,,Mus musculus,10090.0,,
6690,Ibvivo,Ij5ermediate,1,,BA90090218,17641,Cmax in brain of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Brain
6691,Invido,Integjediate,1,,BAp0o00218,17641,Cmax in kidney of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Kidney
6692,Inbivo,Imterkediate,1,,BAO000o2q8,17641,Cmax in liver of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Liver
6693,Invivp,Intermreiate,1,,BAO090021u,17641,Cmax in lungs of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Lung
6694,Invivp,Intermexiatw,1,,hAO0009218,17764,Cmax in mice at 18 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
6695,Indivo,In4egmediate,1,,BAO0900217,17764,Cmax in mice at 23 uM/kg i.v. administration,F,,Mus musculus,10090.0,,
6696,Igvivo,kntermfdiate,1,,BAl0090218,17764,Cmax in mice at 24 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
6697,Inviv0,Intermex8ate,1,,BqO00002w8,17764,Cmax in mice at 25 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
6698,Ingivo,Interm2diqte,1,,BxO0000e18,17764,Cmax in mice at 26 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
6699,9nvivo,Intermeriatr,1,,BsO0000219,17641,Cmax in spleen of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Spleen
6700,Invivl,Intwrm3diate,1,,BAO00092w8,16597,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
6701,Invivl,knyermediate,1,,gAO0000219,16597,Cmax value at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,
6702,Invido,8ntrrmediate,1,,fAO0000w18,5727,Cmax value was determined,A,,Mus musculus,10090.0,,
6703,Invico,Intefmsdiate,1,,Bsk0000218,5951,Cmax value in IRC mice,A,,Mus musculus,10090.0,,
6704,Ihvivo,Intermed9age,1,,BAO0o0p218,5506,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
6705,unvivo,Intermrdiqte,1,,gAO000p218,5506,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
6706,Inviv8,Interhediat4,1,,vAO0o00218,14239,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,,Mus musculus,10090.0,,Plasma
6707,Ijvivo,Int2rmediwte,1,,BAO000p228,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",A,,Mus musculus,10090.0,,Plasma
6708,Invico,Int2rmediat2,1,,hAOo000218,429,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,A,,Mus musculus,10090.0,,
6709,,Inteem4diate,1,,BA80900218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,F,,Acanthocheilonema viteae,6277.0,,
6710,,Ihtermed7ate,1,,BAOo00021u,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,F,,Acanthocheilonema viteae,6277.0,,
6711,,9ntermewiate,1,,BAOp009218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,F,,Acanthocheilonema viteae,6277.0,,
6712,,Intsdmediate,1,371.0,BAO000921i,13227,Inhibitory activity against human tumor cell line A0375 melanoma.,F,,Homo sapiens,9606.0,,
6713,,Expeet,9,,gAOo000249,4481,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,B,,Rattus norvegicus,10116.0,,
6714,,Ex0ert,9,,nAO0000010,16931,Forskolin-induced cAMP production at human A1 adenosine receptor,F,,Homo sapiens,9606.0,,
6715,,qutovuration,8,139.0,BAi0900219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,F,,,,,
6716,,Autovurat7on,8,272.0,Bsk0000219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,,,,
6717,,Expett,8,335.0,BAO00002w0,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,F,,,,,
6718,,Ex0ert,8,394.0,BApo000219,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,F,,,,,
6719,,Au68curation,8,482.0,BqO0000q19,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,F,,,,,
6720,,Au5ocuratikn,8,113.0,BxOp000219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,F,,,,,
6721,,Autlcuratiog,8,258.0,Bzk0000219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,
6722,,3xpert,9,226.0,BAO00o02w9,3850,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,Homo sapiens,9606.0,,
6723,,Autoc7ratiob,8,517.0,BAO0p0o219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,F,,,,,
6724,,Augoduration,8,342.0,BA0o000219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,F,,,,,
6725,,2xpert,8,396.0,BxO0009219,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,F,,,,,
6726,,Autlcuratkon,8,287.0,BAO00p0229,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,
6727,,3xpert,8,72.0,BAO0o0o219,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,F,,,,,
6728,,Autocufxtion,8,427.0,BAO0090w19,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,F,,,,,
6729,,Auticuratlon,8,257.0,BAlo000219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,,
6730,,Autodufation,8,283.0,BA8000021i,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,F,,,,,
6731,,Expedt,8,225.0,gAO0000229,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,F,,,,,
6732,,Auticuragion,8,573.0,vAO0p00219,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,F,,,,,
6733,,Auticurxtion,8,420.0,BAO00001w9,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,
6734,,Expett,8,378.0,gxO0000219,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,,
6735,,9ntfrmediate,1,435.0,vsO0000219,12680,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,F,,Oryctolagus cuniculus,9986.0,,
6736,,Aurovuration,0,326.0,BAO9000319,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells,F,,Rattus norvegicus,10116.0,,
6737,,sutocurxtion,0,435.0,BAO0909219,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,F,,Rattus norvegicus,10116.0,,
6738,,Intermed7ste,1,251.0,BA80000q19,17567,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,F,,Rattus norvegicus,10116.0,,
6739,,Intefmrdiate,1,272.0,BAO00o0e19,17567,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,F,,Rattus norvegicus,10116.0,,
6740,,Intermweiate,1,378.0,nAO0900219,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,F,,Rattus norvegicus,10116.0,,
6741,,Intfrmediats,1,320.0,BAO0p00229,13436,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,F,,Cricetulus griseus,10029.0,,
6742,,Ihte4mediate,1,310.0,BAk0000119,12687,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,F,,Cricetulus griseus,10029.0,,
6743,,In6edmediate,1,337.0,BAi0090219,12651,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,F,,Cricetulus griseus,10029.0,,
6744,,7ntermewiate,1,326.0,BwO000021o,13300,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,F,,Cricetulus griseus,10029.0,,
6745,,Interhediat2,1,355.0,BAO00902q9,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,Cricetulus griseus,10029.0,,
6746,,ohtermediate,1,179.0,BwO00002w9,15328,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",F,,Cricetulus griseus,10029.0,,
6747,,Interm3dlate,1,338.0,BzO0000319,13302,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),F,,Cricetulus griseus,10029.0,,
6748,,dxpert,1,277.0,BAO00pp219,14367,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",F,,Cricetulus griseus,10029.0,,
6749,,rxpert,1,295.0,BAO90002q9,17002,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,F,,Cricetulus griseus,10029.0,,
6750,,9ntegmediate,1,470.0,BAl0090219,13436,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,F,,Cricetulus griseus,10029.0,,
6751,,Interjddiate,1,437.0,BAl0090219,13435,Inhibitory activity against aerobic growth of AA8 cells.,F,,Cricetulus griseus,10029.0,,
6752,,Inrermsdiate,1,196.0,BwOp000219,10503,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,A,,Cricetulus griseus,10029.0,,
6753,,Ecpert,1,319.0,BA90090219,10503,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,Cricetulus griseus,10029.0,,
6754,,ontermedizte,1,406.0,nAO0000w19,10503,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,Cricetulus griseus,10029.0,,
6755,,Expegt,1,342.0,gAO00002q9,15090,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,F,,Cricetulus griseus,10029.0,,
6756,,Expery,1,393.0,BzO0000210,10368,Cytotoxicity against AA8 cell line,F,,Cricetulus griseus,10029.0,,
6757,,8btermediate,1,301.0,BAO9000229,12651,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),F,,Cricetulus griseus,10029.0,,
6758,,ln4ermediate,1,427.0,vAO0p00219,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,Cricetulus griseus,10029.0,,
6759,,Intermsdixte,1,184.0,BAO00p02w9,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),F,,Cricetulus griseus,10029.0,,
6760,,Ingdrmediate,1,289.0,BAO0p0021i,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,Cricetulus griseus,10029.0,,
6761,,lnterhediate,1,407.0,BAO0o0p219,1890,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,F,,Cricetulus griseus,10029.0,,
6762,,Inte4mediaye,1,333.0,BAO000oq19,10747,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,Cricetulus griseus,10029.0,,
6763,,Intsrmediat2,1,523.0,BAO09o0219,10747,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,Cricetulus griseus,10029.0,,
6764,,Autoc7ratiin,0,,BAO9009218,11616,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),F,,Cricetulus griseus,10029.0,,
6765,,Experr,1,509.0,fAO0900219,11616,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,F,,Cricetulus griseus,10029.0,,
6766,,Au4ocuratioj,0,382.0,BAO090o219,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,F,,Cricetulus griseus,10029.0,,
6767,,Autocurwtiom,0,276.0,BAO0900w19,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,F,,Cricetulus griseus,10029.0,,
6768,,Au4ocueation,0,176.0,BA80o00219,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,F,,Cricetulus griseus,10029.0,,
6769,,Autocura5iob,0,421.0,BAO000p2w9,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,F,,Cricetulus griseus,10029.0,,
6770,,Ahtkcuration,0,257.0,vAO0000229,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,F,,Cricetulus griseus,10029.0,,
6771,,Autoc8rwtion,0,159.0,BAOoo00219,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,F,,Cricetulus griseus,10029.0,,
6772,,Au5ocurqtion,0,427.0,BAO0000q29,3471,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,F,,Cricetulus griseus,10029.0,,
6773,,Exprrt,1,234.0,BAO0000w18,11616,Concentration required to reduce AA8 cell survival by 10%,F,,Cricetulus griseus,10029.0,,
6774,,Autofuratipn,0,408.0,BAO0000q1o,2656,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",F,,Cricetulus griseus,10029.0,,
6775,,Autocyratioh,0,391.0,BAO090p219,10518,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,Cricetulus griseus,10029.0,,
6776,,Autocuratk8n,0,106.0,BAO000p21p,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,Cricetulus griseus,10029.0,,
6777,,xutocugation,0,370.0,BzO00p0219,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,F,,Cricetulus griseus,10029.0,,
6778,,Aytocurxtion,0,405.0,Bx00000219,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,F,,Cricetulus griseus,10029.0,,
6779,,Autocurahoon,0,327.0,hAO00p0219,16156,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,F,,Cricetulus griseus,10029.0,,
6780,,zutochration,0,155.0,BAp00002w9,2656,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,F,,Cricetulus griseus,10029.0,,
6781,,Autocurq4ion,0,,BAO0990019,11005,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,,Cricetulus griseus,10029.0,,
6782,,Autochragion,0,366.0,BAO00p9219,11942,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,F,,Cricetulus griseus,10029.0,,
6783,,Ahtoxuration,0,465.0,BAO0p00229,2128,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,F,,Cricetulus griseus,10029.0,,
6784,Invigo,Ihtdrmediate,1,,BqO0o00218,16907,Half life period after 15 mg/kg iv dose in Dogs,A,,Canis lupus familiaris,9615.0,,
6785,Invovo,Ibtermediat2,1,,BAO9009218,16907,Half life period after 30 mg/kg po dose in Dogs,A,,Canis lupus familiaris,9615.0,,
6786,7nvivo,Ijtermed9ate,1,,BAO00p02w8,9579,Half life was measured after oral 2b administration (tested in 6 dogs),A,,Canis lupus familiaris,9615.0,,
6787,Imvivo,Intermexjate,1,,BAOo090218,9579,Half life was measured in dog after oral 17b administration,A,,Canis lupus familiaris,9615.0,,
6788,Inv7vo,Inrermeciate,1,,BzO00002w8,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,A,,Canis lupus familiaris,9615.0,,
6789,Inv8vo,9mtermediate,1,,BAO0090q18,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,A,,Canis lupus familiaris,9615.0,,
6790,Inv9vo,Ijtermddiate,1,,hAk0000218,16907,Tmax value after 15 mg/kg iv dose in Dogs,A,,Canis lupus familiaris,9615.0,,
6791,Invovo,Ijtwrmediate,1,,vAO0000219,16907,Tmax value after 30 mg/kg po dose in Dogs,A,,Canis lupus familiaris,9615.0,,
6792,Invifo,Int3rmedia6e,1,,gAOp000218,3184,Compound was evaluated for its half life when administered intravenously in dog,A,,Canis lupus familiaris,9615.0,,
6793,Invido,Intermeviwte,1,,BA9000021o,5017,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),A,,Canis lupus familiaris,9615.0,,Plasma
6794,,Igterm4diate,1,,BAOpo00218,6821,Elimination Half-life of compound was determined in dog,A,,Canis lupus familiaris,9615.0,,
6795,Invuvo,Ihtermediaye,1,,BAO0po0218,17839,Half life of compound in dog following oral administration,A,,Canis lupus familiaris,9615.0,,
6796,,Intermediwhe,1,,BAO0po0218,17267,Half life of compound was determined in dog,A,,Canis lupus familiaris,9615.0,,
6797,,Ig6ermediate,1,,BAO900o218,4727,Half life of compound was determined in dog blood,A,,Canis lupus familiaris,9615.0,,Blood
6798,Inv7vo,untermeriate,1,,vAO0900218,5238,Half life after oral and iv dosing in dogs,A,,Canis lupus familiaris,9615.0,,
6799,,Inteemedjate,1,,BAOp0002w8,4942,Half life in dogs in hours,A,,Canis lupus familiaris,9615.0,,
6800,Invido,Intermeduwte,1,,BAk0000e18,6505,Half life on i.v. administration of 2 mg/kg was measured in dog,A,,Canis lupus familiaris,9615.0,,
6801,lnvivo,Intermediwye,1,,fAO000021i,5130,t1/2 in dog after oral dose (1 mg/kg),A,,Canis lupus familiaris,9615.0,,
