assays_ASSI,assays_CEI,assays_ASORG,assays_BFO,assays_ASCT,assays_SI,assays_AST,assays_CURAB,assays_ASTET,assays_CONSCO,assays_Des,assays_T,assays_RELTY,assays_SASSI,assays_CHEI,assays_TISI,assays_VARI
10876,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,50597,N,,CHEMBL626754,2113.0,
10877,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,50597,N,,CHEMBL626755,2113.0,
10878,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,50597,N,,CHEMBL626756,2107.0,
10879,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,50597,N,,CHEMBL626757,2107.0,
10880,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,50597,N,,CHEMBL626758,2107.0,
10881,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,50597,N,,CHEMBL626759,2107.0,
10882,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,50597,N,,CHEMBL626760,2107.0,
10883,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL626394,,
10884,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,50588,N,,CHEMBL626395,,
10885,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL626396,,
10886,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),50588,N,,CHEMBL626397,,
10887,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),50588,N,,CHEMBL626398,,
10888,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL626399,,
10889,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration,50597,N,,CHEMBL874653,,
10890,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL626400,,
10891,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL626401,,
10892,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL626402,,
10893,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL626403,,
10894,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL626404,,
10895,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration,50597,N,,CHEMBL626405,,
10896,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL625529,,
10897,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL625530,,
10898,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL625531,,
10899,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL625532,,
10900,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL625533,,
10901,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration,50597,N,,CHEMBL875474,,
10902,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL625534,,
10903,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL625535,,
10904,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL625536,,
10905,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL625537,,
10906,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL625538,,
10907,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration,50597,N,,CHEMBL625539,,
10908,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL625540,,
10909,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL625541,,
10910,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL625542,,
10911,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL625543,,
10912,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL625544,,
10913,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.312 mg/kg after ip administration,50588,N,,CHEMBL625545,,
10914,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL625546,,
10915,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.625 mg/kg after ip administration,50588,N,,CHEMBL625547,,
10916,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL625548,,
10917,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL625549,,
10918,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL625550,,
10919,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL625551,,
10920,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL875475,,
10921,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL625552,,
10922,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL625553,,
10923,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),50588,N,,CHEMBL625554,,
10924,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),50588,N,,CHEMBL625555,,
10925,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL625556,,
10926,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,50588,N,,CHEMBL624986,,
10927,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL624987,,
10928,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),50588,N,,CHEMBL624988,,
10929,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,50588,N,,CHEMBL624989,1637.0,
10930,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,50588,N,,CHEMBL624990,1637.0,
10931,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,50588,N,,CHEMBL874391,1637.0,
10932,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,50588,N,,CHEMBL624991,1637.0,
10933,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,50588,N,,CHEMBL624992,1637.0,
10934,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 10/31,50588,N,,CHEMBL624993,1637.0,
10935,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,50588,N,,CHEMBL624994,1637.0,
10936,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,50588,N,,CHEMBL624995,1637.0,
10937,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,50588,N,,CHEMBL624996,1637.0,
10938,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,50588,N,,CHEMBL624997,1637.0,
10939,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,50588,N,,CHEMBL624998,1637.0,
10940,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,50588,N,,CHEMBL624999,1637.0,
10941,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,50588,N,,CHEMBL882955,1637.0,
10942,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,50588,N,,CHEMBL625000,1637.0,
10943,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,50588,N,,CHEMBL625001,1637.0,
10944,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,50588,N,,CHEMBL625089,1637.0,
10945,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,50588,N,,CHEMBL625090,1637.0,
10946,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,50588,N,,CHEMBL625091,1637.0,
10947,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,50588,N,,CHEMBL625092,1637.0,
10948,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,50588,N,,CHEMBL625093,1637.0,
10949,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,50588,N,,CHEMBL625094,1637.0,
10950,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,50588,N,,CHEMBL625095,1637.0,
10951,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for its bioavailability in the dogs,50588,N,,CHEMBL625096,,
10952,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for its bioavailability in the rats,50597,N,,CHEMBL625097,,
10953,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound was evaluated for oral bioavailability,22224,U,,CHEMBL882956,,
10954,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for percentage of Oral bioavailability in rats,50597,N,,CHEMBL625098,,
10955,,Cavia porcellus,BAO_0000218,,1,A,Autocuration,In vivo,0,Bioavailability in guinea pig,22224,U,,CHEMBL625099,,
10956,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for the oral bioavailability in rat,50597,N,,CHEMBL625100,,
10957,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for the oral bioavailability in dog,50588,N,,CHEMBL625101,,
10958,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for the oral bioavailability in rat,50597,N,,CHEMBL874396,,
10959,,Canis lupus familiaris,BAO_0000218,,1,F,Autocuration,In vivo,0,Bioavailability in dog (dosed i.v.),22224,U,,CHEMBL625102,,
10960,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was tested for in vivo bioavailability in dog,50588,N,,CHEMBL625103,,
10961,,Cricetinae,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was tested for in vivo bioavailability in hamsters,100712,N,,CHEMBL625104,,
10962,,Simiiformes,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound was tested for in vivo bioavailability in monkey,22224,U,,CHEMBL625105,,
10963,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was tested for in vivo bioavailability in rat,50597,N,,CHEMBL625106,,
10964,,Mus musculus,BAO_0000218,,1,A,Autocuration,In vivo,0,Oral bioavailability in mouse,22224,U,,CHEMBL625107,,
10965,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was tested for percent of oral bioavailability in mice; 56-74,50594,N,,CHEMBL625108,,
10966,,Mus musculus,BAO_0000218,,1,A,Autocuration,In vivo,0,Oral bioavailability in mouse (nude) (dose of 25 mg/kg),22224,U,,CHEMBL625109,,
10967,,Macaca fascicularis,BAO_0000218,,1,A,Autocuration,In vivo,0,Bioavailability in cynomolgus monkey (dose 25 mg/kg i.v.),22224,U,,CHEMBL625110,,
10968,,Macaca fascicularis,BAO_0000218,,1,A,Autocuration,In vivo,0,Bioavailability in cynomolgus monkey (dose 5 mg/kg i.v.),22224,U,,CHEMBL625111,,
10969,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Oral bioavailability in mouse (nude) (dose 25 mg/kg i.v.),50594,N,,CHEMBL625112,,
10970,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Oral bioavailability in nude mice,50594,N,,CHEMBL875334,,
10971,,Primates,BAO_0000218,,1,A,Autocuration,In vivo,0,Bioavailability in monkey (i.d. dosing),22224,U,,CHEMBL628617,,
10972,,Rattus norvegicus,BAO_0000218,,1,A,Autocuration,In vivo,0,Bioavailability in rat,22224,U,,CHEMBL628618,,
10973,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 10%,22224,U,,CHEMBL628619,,
10974,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 20%,22224,U,,CHEMBL628620,,
10975,,Macaca fascicularis,BAO_0000218,,1,A,Intermediate,In vivo,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",100710,N,,CHEMBL628621,,
10976,,Macaca fascicularis,BAO_0000218,,1,A,Intermediate,In vivo,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",100710,N,,CHEMBL628622,,
10977,,Macaca fascicularis,BAO_0000218,,1,A,Intermediate,In vivo,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",100710,N,,CHEMBL628623,,
10978,,Macaca fascicularis,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in cynomolgus monkeys after 10 mg/kg oral dose,100710,N,,CHEMBL628624,1969.0,
10979,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,50594,N,,CHEMBL628625,1969.0,
10980,,Macaca fascicularis,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in cynomolgus monkeys after 5 mg/kg oral dose,100710,N,,CHEMBL628626,1969.0,
10981,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,50594,N,,CHEMBL627041,1969.0,
10982,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,50594,N,,CHEMBL627042,1969.0,
10983,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,50594,N,,CHEMBL627043,1969.0,
10984,,,BAO_0000218,,1,A,Autocuration,In vivo,0,In vivo evaluation of maximum plasma concentration at a dose of 10 mg/kg,22224,U,,CHEMBL627044,1969.0,
10985,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Cmax in mouse plasma,50594,N,,CHEMBL627045,1969.0,
10986,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Max plasma concentration was measured by 40 mg/kg dose of peroral administration.,22224,U,,CHEMBL627046,1969.0,
10987,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma concentration in rat,50597,N,,CHEMBL627047,1969.0,
10988,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximal plasma level when administered 1 mg/kg perorally (po) in rat,50597,N,,CHEMBL627048,1969.0,
10989,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration at an intraduodenal dose of 5.2 mg/kg in rat,50597,N,,CHEMBL627049,,
10990,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration at an intraduodenal dose of 6.6 mg/kg in rat,50597,N,,CHEMBL627050,,
10991,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration at an intravenous dose of 5.5 mg/kg in rat,50597,N,,CHEMBL627051,,
10992,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration at an intravenous dose of 6.5 mg/kg in rat,50597,N,,CHEMBL627052,,
10993,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration at an peroral dose of 6.2 mg/kg in rat,50597,N,,CHEMBL627053,,
10994,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration at an peroral dose of 6.3 mg/kg in rat,50597,N,,CHEMBL627054,,
10995,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL627055,,
10996,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL627056,,
10997,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),50594,N,,CHEMBL627057,,
10998,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL627058,,
10999,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL626211,,
11000,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum Concentration of the compound.,22224,U,,CHEMBL626212,,
11001,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum Concentration was measured after iv administration into Beagle dog,50588,N,,CHEMBL626213,,
11002,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum Concentration was measured after iv administration into Beagle dog.,50588,N,,CHEMBL626214,,
11003,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum Concentration was measured after po administration into Beagle dog,50588,N,,CHEMBL626215,,
11004,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum Concentration was measured after po administration into Beagle dog.,50588,N,,CHEMBL626216,,
11005,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum blood level reached after an dose of 10.6 uM/kg intravenously,22224,U,,CHEMBL626217,178.0,
11006,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum blood level reached after an iv dose of 12.2 uM/kg,22224,U,,CHEMBL626218,178.0,
11007,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum blood level reached after an oral dose 14.7 uM/kg oral route,22224,U,,CHEMBL626219,178.0,
11008,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum blood level reached after an oral dose of 14.7 uM/kg intravenous route,22224,U,,CHEMBL626220,178.0,
11009,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum blood level reached after an oral dose of 5.0 mg/kg,22224,U,,CHEMBL626221,178.0,
11010,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum blood level reached at dose of 10.6 uM/kg orally,22224,U,,CHEMBL626222,178.0,
11011,,Cavia porcellus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) in guinea pigs at 2 mg/kg after oral administration,50512,N,,CHEMBL626223,,
11012,,Cavia porcellus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration (Cmax) in guinea pigs at 3 mg/kg after oral administration,50512,N,,CHEMBL626224,,
11013,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat brain when administered intraperitoneally at a dose of 10 mg/kg,50597,N,,CHEMBL626225,955.0,
11014,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat brain when administered intravenously at a dose of 10 mg/kg,50597,N,,CHEMBL626226,955.0,
11015,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat brain when administered perorally at a dose of 100 mg/kg,50597,N,,CHEMBL626227,955.0,
