assays_ss_d,assays_tss_d,assays_src_d,assays_ss_tss,assays_dc_d,assays_ss_sbclllr_frctn,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_vrnt_d
78,,1,,11347,,100121,D,9,Expert,,CHEMBL615199,,BAO_0000357,
79,,1,,17117,,11231,H,8,Expert,,CHEMBL615200,,BAO_0000357,
80,,1,,17117,,11231,H,8,Expert,,CHEMBL615201,,BAO_0000357,
81,,1,,17117,,11231,H,8,Expert,,CHEMBL615202,,BAO_0000357,
82,,1,,11375,Microsomes,11231,H,8,Autocuration,,CHEMBL615203,,BAO_0000251,
83,,1,,11375,Microsomes,11231,H,8,Autocuration,,CHEMBL615204,,BAO_0000251,
84,,1,,11375,Microsomes,11231,H,8,Autocuration,,CHEMBL615205,,BAO_0000251,
85,,1,,11375,Microsomes,11231,H,8,Autocuration,,CHEMBL615206,,BAO_0000251,
86,2107.0,1,Liver,11375,Microsomes,12083,H,8,Autocuration,,CHEMBL615207,,BAO_0000251,
87,,1,,791,,11231,H,8,Autocuration,,CHEMBL827084,,BAO_0000019,
88,,1,,791,,11231,H,8,Autocuration,,CHEMBL615208,,BAO_0000019,
89,,1,,791,,11231,H,8,Autocuration,,CHEMBL615209,,BAO_0000019,
90,2107.0,1,Liver,11375,Microsomes,12083,D,9,Autocuration,,CHEMBL615210,,BAO_0000251,
91,2107.0,1,Liver,11375,Microsomes,12083,D,9,Autocuration,,CHEMBL615211,,BAO_0000251,
92,2107.0,1,Liver,153,Microsomes,12083,D,9,Autocuration,,CHEMBL615212,,BAO_0000251,
93,,1,,8269,,11377,H,8,Expert,,CHEMBL615213,,BAO_0000357,
94,,1,,8269,,11377,H,8,Expert,,CHEMBL615273,,BAO_0000357,
95,,1,,17653,,81020,N,1,Expert,,CHEMBL615274,726.0,BAO_0000219,
96,,1,,14277,,81020,N,1,Intermediate,,CHEMBL615275,726.0,BAO_0000219,
97,,1,,1717,,81020,N,1,Intermediate,,CHEMBL615276,726.0,BAO_0000219,
98,,1,,14091,,81020,N,1,Intermediate,,CHEMBL615277,726.0,BAO_0000219,
99,,1,,14091,,81020,N,1,Intermediate,,CHEMBL615326,726.0,BAO_0000219,
100,,1,,17653,,50606,N,1,Expert,,CHEMBL883130,,BAO_0000218,
101,,1,,13105,,81020,N,1,Intermediate,,CHEMBL884519,726.0,BAO_0000219,
102,,1,,1717,,81020,N,1,Intermediate,,CHEMBL615327,726.0,BAO_0000219,
103,,1,,13105,,81020,N,1,Intermediate,,CHEMBL615328,726.0,BAO_0000219,
104,,1,,13600,,50587,N,1,Intermediate,,CHEMBL615329,,BAO_0000218,
105,,1,,13467,,50587,N,1,Intermediate,,CHEMBL615330,,BAO_0000218,
106,,1,,17477,,50606,N,1,Expert,,CHEMBL615331,,BAO_0000218,
107,,1,,1593,,50587,N,1,Intermediate,,CHEMBL615332,,BAO_0000218,
108,,1,,1593,,50587,N,1,Intermediate,,CHEMBL615333,,BAO_0000218,
109,,1,,15089,,50587,N,1,Intermediate,,CHEMBL615334,,BAO_0000218,
110,,1,,15089,,50587,N,1,Intermediate,,CHEMBL615335,,BAO_0000218,
111,,1,,1593,,50587,N,1,Intermediate,,CHEMBL615336,,BAO_0000218,
112,,1,,1593,,50587,N,1,Intermediate,,CHEMBL615337,,BAO_0000218,
113,,1,,13600,,50587,N,1,Intermediate,,CHEMBL615338,,BAO_0000218,
114,,1,,13467,,50587,N,1,Intermediate,,CHEMBL615339,,BAO_0000218,
115,,1,,13467,,50587,N,1,Intermediate,,CHEMBL615340,,BAO_0000218,
116,,1,,14764,,81020,N,1,Intermediate,,CHEMBL615341,726.0,BAO_0000219,
117,,1,,6531,Microsomes,22226,U,0,Autocuration,,CHEMBL615342,,BAO_0000251,
118,,1,,17322,,22226,U,0,Autocuration,,CHEMBL615343,,BAO_0000019,
119,,1,,17072,,80612,N,1,Intermediate,,CHEMBL615344,388.0,BAO_0000219,
120,,1,,16936,,80612,N,1,Intermediate,,CHEMBL615345,388.0,BAO_0000219,
121,,1,,16936,,80612,N,1,Intermediate,,CHEMBL615346,388.0,BAO_0000219,
122,,1,,17146,,80612,N,1,Intermediate,,CHEMBL615347,388.0,BAO_0000219,
123,,1,,17146,,80612,N,1,Intermediate,,CHEMBL615348,388.0,BAO_0000219,
124,,1,,10797,,80613,N,1,Intermediate,,CHEMBL827085,561.0,BAO_0000219,
125,,1,,10797,,80613,N,1,Intermediate,,CHEMBL615349,561.0,BAO_0000219,
126,,1,,10797,,80614,N,1,Intermediate,,CHEMBL615350,389.0,BAO_0000219,
127,,1,,10797,,80614,N,1,Intermediate,,CHEMBL615351,389.0,BAO_0000219,
128,,1,,4823,,100256,S,2,Expert,,CHEMBL615352,,BAO_0000220,
129,,1,,12912,,100256,S,2,Intermediate,,CHEMBL615353,,BAO_0000220,
130,,1,,2957,,100256,S,2,Expert,,CHEMBL615354,,BAO_0000220,
131,,1,,2957,,100256,S,2,Expert,,CHEMBL615355,,BAO_0000220,
132,,1,,3260,,100256,S,2,Intermediate,,CHEMBL615356,,BAO_0000220,
133,,1,,3451,,22226,U,0,Autocuration,,CHEMBL615357,,BAO_0000019,
134,,1,,13885,,81020,N,1,Intermediate,,CHEMBL615358,726.0,BAO_0000219,
135,,1,,13885,,81020,N,1,Intermediate,,CHEMBL827086,726.0,BAO_0000219,
136,,1,,3676,,22226,U,0,Autocuration,,CHEMBL615359,,BAO_0000019,
137,,1,,6043,,235,H,8,Autocuration,,CHEMBL615360,,BAO_0000357,
138,948.0,1,Heart,11140,,22226,U,0,Autocuration,,CHEMBL615361,,BAO_0000218,
139,,1,,10543,,19640,H,8,Autocuration,,CHEMBL615362,,BAO_0000019,
140,,1,,10543,,19640,H,8,Expert,,CHEMBL615363,,BAO_0000019,
141,,1,,10543,,19640,H,8,Autocuration,,CHEMBL615364,,BAO_0000357,
142,,1,,10543,,19640,H,8,Expert,,CHEMBL615365,,BAO_0000019,
143,,1,,11365,,80360,N,1,Intermediate,,CHEMBL615366,524.0,BAO_0000219,
144,,1,,11365,,80360,N,1,Intermediate,,CHEMBL615367,524.0,BAO_0000219,
145,,1,,11803,,80384,N,1,Intermediate,,CHEMBL615368,554.0,BAO_0000219,
146,,1,,11803,,22226,U,0,Autocuration,,CHEMBL615369,,BAO_0000019,
147,,1,,11803,,22226,U,0,Autocuration,,CHEMBL615370,,BAO_0000019,
148,,1,,12278,,191,H,8,Autocuration,,CHEMBL615673,,BAO_0000357,
149,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615674,,BAO_0000019,
150,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615675,,BAO_0000019,
151,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615676,635.0,BAO_0000219,
152,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615677,635.0,BAO_0000219,
153,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615678,635.0,BAO_0000219,
154,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615679,635.0,BAO_0000219,
155,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615680,,BAO_0000019,
156,,1,,8249,,22226,U,0,Autocuration,,CHEMBL615681,,BAO_0000019,
157,,1,,16992,,104290,H,6,Autocuration,,CHEMBL857972,,BAO_0000249,
158,,1,,10543,,50264,N,1,Intermediate,,CHEMBL857899,,BAO_0000218,
159,,1,,17833,,50527,N,1,Intermediate,,CHEMBL615371,,BAO_0000218,
160,,1,,17290,,50527,N,1,Expert,,CHEMBL615372,468.0,BAO_0000218,
161,,1,,17290,,50527,N,1,Intermediate,,CHEMBL615373,,BAO_0000218,
162,,1,,17290,,50527,N,1,Intermediate,,CHEMBL615374,,BAO_0000218,
163,,1,,10932,,50145,N,1,Intermediate,,CHEMBL615375,,BAO_0000218,
164,,1,,9707,,22226,U,0,Autocuration,,CHEMBL615376,,BAO_0000019,
165,,1,,2346,,11143,H,8,Expert,,CHEMBL615377,,BAO_0000249,
166,,1,,2205,,18077,H,8,Expert,,CHEMBL615378,,BAO_0000357,
167,,1,,11900,,80609,N,1,Intermediate,,CHEMBL615379,832.0,BAO_0000219,
168,,1,,14864,,12166,D,9,Expert,,CHEMBL615380,,BAO_0000219,
169,,1,,16474,,100171,D,9,Autocuration,,CHEMBL615381,,BAO_0000357,
170,,1,,16474,,100171,D,9,Autocuration,,CHEMBL615382,,BAO_0000357,
171,,1,,16474,,100171,D,9,Autocuration,,CHEMBL615383,,BAO_0000357,
172,,1,,16474,,100171,D,9,Autocuration,,CHEMBL615384,,BAO_0000357,
173,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615385,,BAO_0000357,
174,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615386,,BAO_0000357,
175,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615387,,BAO_0000357,
176,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615388,,BAO_0000357,
177,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615214,,BAO_0000357,
178,,1,,3094,,100171,D,9,Autocuration,,CHEMBL827087,,BAO_0000357,
179,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615215,,BAO_0000357,
180,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615216,,BAO_0000357,
181,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615217,,BAO_0000357,
182,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615218,,BAO_0000357,
183,,1,,3094,,100171,D,9,Autocuration,,CHEMBL615219,,BAO_0000357,
184,,1,,10413,,22226,U,0,Autocuration,,CHEMBL615220,,BAO_0000019,
185,,1,,16929,,80049,N,1,Intermediate,,CHEMBL615221,294.0,BAO_0000219,
186,,1,,1229,,22226,U,0,Intermediate,,CHEMBL615222,,BAO_0000019,
187,,1,,16587,,11489,H,8,Autocuration,,CHEMBL615223,,BAO_0000357,
188,,1,,16587,,11862,H,8,Autocuration,,CHEMBL615224,,BAO_0000357,
189,,1,,16587,,11862,H,8,Autocuration,,CHEMBL615225,,BAO_0000357,
190,,1,,16587,,11489,H,8,Autocuration,,CHEMBL615226,,BAO_0000357,
191,,1,,16587,,11862,H,8,Autocuration,,CHEMBL615227,,BAO_0000357,
192,,1,,8058,,12347,D,9,Expert,,CHEMBL615228,,BAO_0000019,
193,,1,,9065,,100120,D,9,Expert,,CHEMBL615229,,BAO_0000357,
194,2369.0,1,Adrenal gland,8865,,100120,D,9,Expert,,CHEMBL615230,,BAO_0000357,
195,,1,,9066,,100120,D,9,Expert,,CHEMBL615231,,BAO_0000357,
196,,1,,8394,,100120,D,9,Expert,,CHEMBL884520,,BAO_0000357,
197,,1,,8394,,100120,D,9,Expert,,CHEMBL615232,,BAO_0000357,
198,,1,,6431,,10328,H,8,Autocuration,,CHEMBL615233,,BAO_0000019,
199,,1,,6431,,11490,H,8,Autocuration,,CHEMBL827088,,BAO_0000357,
200,,1,,6431,,11490,H,8,Autocuration,,CHEMBL615234,,BAO_0000357,
201,,1,,9295,,11134,H,8,Autocuration,,CHEMBL615235,,BAO_0000019,
202,,1,,10193,,12052,H,8,Autocuration,,CHEMBL615236,,BAO_0000019,
203,,1,,13622,,11134,H,8,Autocuration,,CHEMBL615237,,BAO_0000019,
204,,1,,12079,,11134,H,8,Autocuration,,CHEMBL615238,,BAO_0000019,
205,,1,,13622,,11134,H,8,Autocuration,,CHEMBL615239,,BAO_0000019,
206,,1,,12079,,11134,D,9,Autocuration,,CHEMBL615240,,BAO_0000019,
207,,1,,13500,,11835,H,8,Expert,,CHEMBL615241,,BAO_0000019,
208,,1,,13723,,11601,H,8,Expert,,CHEMBL615242,,BAO_0000357,
209,,1,,16474,,11134,H,8,Autocuration,,CHEMBL615243,,BAO_0000019,
210,,1,,1630,,11134,H,8,Autocuration,,CHEMBL615244,,BAO_0000019,
211,,1,,167,,11134,H,8,Autocuration,,CHEMBL615245,,BAO_0000019,
212,,1,,16474,,11134,H,8,Autocuration,,CHEMBL615246,,BAO_0000019,
213,,1,,167,,11134,H,8,Autocuration,,CHEMBL615247,,BAO_0000019,
214,,1,,16474,,11134,H,8,Autocuration,,CHEMBL615248,,BAO_0000019,
215,,1,,10091,,11601,H,8,Autocuration,,CHEMBL615249,,BAO_0000357,
216,,1,,11966,,11601,H,8,Autocuration,,CHEMBL615250,,BAO_0000357,
217,,1,,951,,12052,H,8,Autocuration,,CHEMBL615251,,BAO_0000019,
218,,1,,10997,,12052,H,8,Autocuration,,CHEMBL615252,,BAO_0000019,
219,,1,,10193,,12052,H,8,Expert,,CHEMBL828340,,BAO_0000019,
220,,1,,10193,,12052,H,8,Autocuration,,CHEMBL615253,,BAO_0000019,
221,,1,,10193,,12052,H,8,Autocuration,,CHEMBL615254,,BAO_0000019,
222,,1,,10193,,12052,H,8,Autocuration,,CHEMBL615255,,BAO_0000019,
223,,1,,10193,,12052,H,8,Autocuration,,CHEMBL615256,,BAO_0000019,
224,,1,,10193,,12052,H,8,Autocuration,,CHEMBL615257,,BAO_0000019,
225,,1,,11087,,12052,H,8,Autocuration,,CHEMBL615258,,BAO_0000019,
226,,1,,15569,,80007,N,1,Intermediate,,CHEMBL615259,621.0,BAO_0000219,
227,,1,,12989,,80007,N,1,Expert,,CHEMBL615260,621.0,BAO_0000219,
228,,1,,16745,,80007,N,1,Intermediate,,CHEMBL615261,621.0,BAO_0000219,
229,,1,,15569,,80007,N,1,Intermediate,,CHEMBL615262,621.0,BAO_0000219,
230,,1,,12989,,80007,N,1,Expert,,CHEMBL615263,621.0,BAO_0000219,
231,,1,,12989,,80007,N,1,Expert,,CHEMBL838393,621.0,BAO_0000219,
232,,1,,16745,,80007,N,1,Intermediate,,CHEMBL615264,621.0,BAO_0000219,
233,,1,,6210,,84,D,9,Expert,,CHEMBL615265,,BAO_0000357,
234,,1,,6210,,68,D,9,Expert,,CHEMBL615266,,BAO_0000357,
235,,1,,6226,,68,H,8,Expert,,CHEMBL615267,,BAO_0000357,
236,,1,,17855,,10201,H,8,Expert,,CHEMBL615268,,BAO_0000357,
237,,1,,17855,,10201,H,8,Expert,,CHEMBL615269,,BAO_0000357,
238,,1,,17855,,10201,H,8,Expert,,CHEMBL615270,,BAO_0000357,
239,,1,,10413,,12220,H,8,Autocuration,,CHEMBL615271,,BAO_0000357,
240,,1,,10413,,11303,H,8,Autocuration,,CHEMBL615272,,BAO_0000357,
241,,1,,10413,,11303,H,8,Autocuration,,CHEMBL615103,,BAO_0000357,
242,,1,,10413,,11303,H,8,Autocuration,,CHEMBL615104,,BAO_0000357,
243,,1,,10413,,12220,H,8,Autocuration,,CHEMBL615105,,BAO_0000357,
244,,1,,10413,,12220,H,8,Autocuration,,CHEMBL872866,,BAO_0000357,
245,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615106,,BAO_0000357,
246,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615107,,BAO_0000019,
247,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615108,,BAO_0000357,
248,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615109,,BAO_0000357,
249,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615110,,BAO_0000357,
250,,1,,7587,,11303,H,8,Autocuration,,CHEMBL840105,,BAO_0000019,
251,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615111,,BAO_0000019,
252,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615112,,BAO_0000019,
253,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615113,,BAO_0000019,
254,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615114,,BAO_0000019,
255,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615115,,BAO_0000357,
256,,1,,7587,,11303,H,8,Autocuration,,CHEMBL615116,,BAO_0000019,
257,,1,,7323,,11303,H,8,Autocuration,,CHEMBL615698,,BAO_0000357,
258,,1,,7587,,22226,U,0,Autocuration,,CHEMBL615699,,BAO_0000019,
259,,1,,7587,,22226,U,0,Autocuration,,CHEMBL615700,,BAO_0000019,
260,,1,,13750,,100249,H,8,Expert,,CHEMBL615701,,BAO_0000357,
261,,1,,7662,,22226,U,0,Autocuration,,CHEMBL615702,,BAO_0000019,
262,,1,,7662,,22226,U,0,Autocuration,,CHEMBL615703,,BAO_0000019,
263,,1,,7662,,22226,U,0,Autocuration,,CHEMBL615704,,BAO_0000019,
264,,1,,12211,,104698,H,6,Autocuration,,CHEMBL615705,,BAO_0000019,
265,,1,,12211,,104698,H,6,Autocuration,,CHEMBL615706,,BAO_0000019,
266,2116.0,1,Ileum,12211,,20033,D,9,Intermediate,,CHEMBL615707,,BAO_0000221,
267,,1,,12211,,10623,H,8,Expert,,CHEMBL615708,,BAO_0000019,
268,,1,,15453,,121,H,8,Autocuration,,CHEMBL615709,,BAO_0000357,
269,,1,,11884,,22226,U,0,Autocuration,,CHEMBL615710,,BAO_0000218,
270,,1,,7185,,12688,H,8,Autocuration,,CHEMBL615711,,BAO_0000019,
271,,1,,6876,,121,D,9,Expert,,CHEMBL615712,,BAO_0000357,
272,,1,,6876,,121,D,9,Expert,,CHEMBL836325,,BAO_0000357,
273,,1,,11863,,12198,H,8,Autocuration,,CHEMBL615713,,BAO_0000019,
274,,1,,11863,,12198,H,8,Autocuration,,CHEMBL615714,,BAO_0000357,
275,,1,,11863,,12198,H,8,Autocuration,,CHEMBL615715,,BAO_0000019,
276,,1,,11863,,12198,H,8,Autocuration,,CHEMBL615716,,BAO_0000019,
277,,1,,4639,,104714,H,4,Autocuration,,CHEMBL615717,,BAO_0000019,
278,,1,,15796,,10577,H,8,Expert,,CHEMBL881818,,BAO_0000019,
279,,1,,15796,,105,H,8,Expert,,CHEMBL884540,,BAO_0000357,
280,,1,,12801,,104744,D,5,Autocuration,,CHEMBL615718,,BAO_0000224,
281,,1,,12801,,104744,H,4,Autocuration,,CHEMBL615719,,BAO_0000224,
282,,1,,12120,Membranes,104744,H,4,Autocuration,,CHEMBL615720,,BAO_0000249,
283,,1,,12120,Membranes,104744,H,4,Autocuration,,CHEMBL615721,,BAO_0000249,
284,,1,,11963,,104744,H,4,Autocuration,,CHEMBL615722,,BAO_0000019,
285,,1,,11701,,51,H,8,Autocuration,,CHEMBL615723,,BAO_0000019,
286,10000000.0,1,Hippocampus,9995,,51,H,8,Autocuration,,CHEMBL615724,,BAO_0000221,
287,10000000.0,1,Hippocampus,9995,,51,H,8,Autocuration,,CHEMBL615725,,BAO_0000221,
288,10000000.0,1,Hippocampus,9995,,51,H,8,Autocuration,,CHEMBL615726,,BAO_0000221,
289,,1,,16394,,10576,H,8,Autocuration,,CHEMBL615727,,BAO_0000218,
290,,1,,11574,,105570,D,9,Intermediate,,CHEMBL615728,,BAO_0000019,
291,,1,,15779,,279,H,8,Autocuration,,CHEMBL857971,449.0,BAO_0000219,
292,,1,,15363,,107,H,8,Autocuration,,CHEMBL615729,,BAO_0000357,
293,,1,,15363,,12687,D,9,Expert,,CHEMBL615730,,BAO_0000019,
294,,1,,15329,,12687,H,8,Expert,,CHEMBL615731,,BAO_0000019,
295,,1,,15329,,12687,H,8,Expert,,CHEMBL615732,,BAO_0000019,
296,,1,,15329,,12687,H,8,Expert,,CHEMBL615733,,BAO_0000019,
297,,1,,15329,,12687,H,8,Expert,,CHEMBL615734,,BAO_0000019,
298,,1,,15329,,12687,H,8,Autocuration,,CHEMBL615735,,BAO_0000019,
299,,1,,15329,,12687,H,8,Expert,,CHEMBL615736,,BAO_0000019,
300,2116.0,1,Ileum,273,,20033,D,9,Intermediate,,CHEMBL615737,,BAO_0000221,
301,2116.0,1,Ileum,273,,20033,D,9,Intermediate,,CHEMBL615738,,BAO_0000221,
302,2116.0,1,Ileum,273,,20033,D,9,Intermediate,,CHEMBL615739,,BAO_0000221,
303,,1,,12092,,10623,H,8,Autocuration,,CHEMBL615278,,BAO_0000357,
304,,1,,1317,,10623,D,9,Expert,,CHEMBL615279,,BAO_0000019,
305,,1,,12409,,168,H,8,Expert,,CHEMBL615280,,BAO_0000357,
306,,1,,11126,,22226,U,0,Autocuration,,CHEMBL615281,,BAO_0000019,
307,,1,,11126,,22226,U,0,Autocuration,,CHEMBL615282,,BAO_0000019,
308,,1,,11126,,22226,U,0,Autocuration,,CHEMBL615283,,BAO_0000019,
309,,1,,11126,,80156,N,1,Autocuration,,CHEMBL615284,649.0,BAO_0000219,
310,,1,,11126,,22226,U,0,Autocuration,,CHEMBL615285,,BAO_0000019,
311,,1,,11126,,22226,U,0,Autocuration,,CHEMBL615286,,BAO_0000019,
312,,1,,17807,,104703,D,7,Autocuration,,CHEMBL615287,,BAO_0000219,
313,,1,,16575,,100256,S,2,Intermediate,,CHEMBL615288,,BAO_0000220,
314,,1,,15407,,100256,S,2,Intermediate,,CHEMBL615289,,BAO_0000220,
315,,1,,10797,,81034,N,1,Intermediate,,CHEMBL615290,478.0,BAO_0000219,
316,,1,,10797,,81034,N,1,Intermediate,,CHEMBL884522,478.0,BAO_0000219,
317,,1,,3469,,22226,U,0,Autocuration,,CHEMBL615291,,BAO_0000019,
318,,1,,16037,,22222,M,3,Intermediate,,CHEMBL615292,,BAO_0000225,
319,,1,,16037,,22222,M,3,Intermediate,,CHEMBL615293,,BAO_0000225,
320,,1,,16037,,22222,M,3,Intermediate,,CHEMBL615294,,BAO_0000225,
321,,1,,16037,,22222,M,3,Intermediate,,CHEMBL615295,,BAO_0000225,
322,,1,,16524,,22226,U,0,Autocuration,,CHEMBL825021,,BAO_0000019,
323,,1,,16524,,22226,U,0,Autocuration,,CHEMBL615296,,BAO_0000019,
324,,1,,16524,,22226,U,0,Autocuration,,CHEMBL615297,,BAO_0000019,
325,,1,,16758,,22226,U,0,Autocuration,,CHEMBL615298,,BAO_0000019,
326,,1,,16758,,22226,U,0,Autocuration,,CHEMBL615299,,BAO_0000019,
327,,1,,16758,,22226,U,0,Autocuration,,CHEMBL615300,,BAO_0000019,
328,,1,,14360,,241,H,8,Autocuration,,CHEMBL615301,,BAO_0000357,
329,,1,,14360,,241,D,9,Expert,,CHEMBL615302,,BAO_0000357,
330,,1,,9964,,22226,U,0,Autocuration,,CHEMBL615303,,BAO_0000019,
331,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615304,,BAO_0000019,
332,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615305,,BAO_0000019,
333,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615306,,BAO_0000218,
334,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615307,,BAO_0000218,
335,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615308,,BAO_0000218,
336,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615309,,BAO_0000218,
337,,1,,9964,,22226,U,0,Autocuration,,CHEMBL615310,,BAO_0000019,
338,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615311,,BAO_0000019,
339,,1,,9964,,22226,U,0,Autocuration,,CHEMBL615312,,BAO_0000019,
340,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615313,,BAO_0000019,
341,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615314,,BAO_0000019,
342,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615315,,BAO_0000019,
343,,1,,9964,,22226,U,0,Autocuration,,CHEMBL615316,,BAO_0000218,
344,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615317,,BAO_0000218,
345,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615318,,BAO_0000218,
346,,1,,9964,,22226,U,0,Autocuration,,CHEMBL615319,,BAO_0000218,
347,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615320,,BAO_0000019,
348,,1,,9964,,12132,H,8,Autocuration,,CHEMBL615321,,BAO_0000019,
349,,1,,3796,,22226,U,0,Autocuration,,CHEMBL615322,,BAO_0000019,
350,,1,,4251,,19690,H,8,Autocuration,,CHEMBL615323,,BAO_0000357,
351,,1,,4251,,19690,H,8,Autocuration,,CHEMBL615407,,BAO_0000357,
352,,1,,4251,,19690,H,8,Autocuration,,CHEMBL857267,,BAO_0000357,
353,,1,,4251,,19690,H,8,Autocuration,,CHEMBL615408,,BAO_0000357,
354,,1,,166,,19690,H,8,Autocuration,,CHEMBL615409,,BAO_0000357,
355,,1,,17861,,19690,H,8,Autocuration,,CHEMBL615410,,BAO_0000357,
356,,1,,166,,19690,H,8,Autocuration,,CHEMBL615411,,BAO_0000357,
357,,1,,166,,19690,H,8,Autocuration,,CHEMBL615412,,BAO_0000357,
358,,1,,166,,19690,H,8,Autocuration,,CHEMBL615413,,BAO_0000357,
359,,1,,3548,,22226,U,0,Autocuration,,CHEMBL615414,,BAO_0000019,
360,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615415,,BAO_0000251,
361,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615416,,BAO_0000251,
362,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615417,,BAO_0000251,
363,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615418,,BAO_0000251,
364,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615419,,BAO_0000251,
365,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615420,,BAO_0000251,
366,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615421,,BAO_0000251,
367,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615422,,BAO_0000251,
368,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615423,,BAO_0000251,
369,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL872868,,BAO_0000251,
370,2107.0,1,Liver,9877,Microsomes,12236,D,9,Autocuration,,CHEMBL615424,,BAO_0000251,
371,,1,,3003,,104832,H,4,Autocuration,,CHEMBL825022,,BAO_0000224,
372,,1,,3003,,104832,H,4,Autocuration,,CHEMBL615425,,BAO_0000224,
373,,1,,3003,,104832,H,4,Autocuration,,CHEMBL615426,,BAO_0000224,
374,,1,,17185,,10612,D,9,Expert,,CHEMBL615427,,BAO_0000357,
375,,1,,6072,,80616,N,1,Intermediate,,CHEMBL615428,844.0,BAO_0000219,
376,,1,,6072,,80616,N,1,Intermediate,,CHEMBL615429,844.0,BAO_0000219,
377,,1,,5018,,80617,N,1,Intermediate,,CHEMBL615430,700.0,BAO_0000219,
378,,1,,2852,,22226,U,0,Intermediate,,CHEMBL615431,,BAO_0000019,
379,,1,,8663,,22226,U,0,Autocuration,,CHEMBL615432,798.0,BAO_0000218,
380,,1,,8663,,22226,U,0,Autocuration,,CHEMBL615433,798.0,BAO_0000218,
381,,1,,3245,,12464,D,9,Expert,,CHEMBL615434,,BAO_0000019,
382,,1,,3245,,50085,N,1,Intermediate,,CHEMBL615435,,BAO_0000218,
383,,1,,3877,,50679,N,1,Intermediate,,CHEMBL615436,,BAO_0000218,
384,,1,,3877,,50679,N,1,Intermediate,,CHEMBL615437,,BAO_0000218,
385,,1,,5861,,12464,D,9,Expert,,CHEMBL615438,,BAO_0000019,
386,,1,,5861,,12464,D,9,Expert,,CHEMBL615439,,BAO_0000019,
387,,1,,5861,,12464,D,9,Expert,,CHEMBL615440,,BAO_0000019,
388,,1,,5861,,12464,D,9,Expert,,CHEMBL615441,,BAO_0000019,
389,,1,,13748,,50665,N,1,Intermediate,,CHEMBL615641,,BAO_0000218,
390,,1,,13748,,50665,N,1,Intermediate,,CHEMBL872065,,BAO_0000218,
391,,1,,13748,,50665,N,1,Intermediate,,CHEMBL825023,,BAO_0000218,
392,,1,,13748,,50665,N,1,Intermediate,,CHEMBL615642,,BAO_0000218,
