assay_tissue,bao_format,assay_id,relationship_type,description,curated_by,cell_id,tid,variant_id,doc_id,tissue_id,assay_tax_id,assay_organism,assay_category,chembl_id,assay_cell_type,src_assay_id,assay_test_type,assay_subcellular_fraction,assay_type,src_id,confidence_score,assay_strain
Blood,BAO_0000218,10477,N,Biodistribution of radiolabeled compound in rat blood after 24 hr postinjection activity expressed as %ID/Organ,Intermediate,,50597,,17738,178.0,10116.0,Rattus norvegicus,,CHEMBL622040,,,In vivo,,A,1,1,
Blood,BAO_0000218,10478,N,Biodistribution of radiolabeled compound in rat blood after 24 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,178.0,10116.0,Rattus norvegicus,,CHEMBL622041,,,In vivo,,A,1,1,
Blood,BAO_0000218,10479,N,Biodistribution of radiolabeled compound in rat blood after 2 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,178.0,10116.0,Rattus norvegicus,,CHEMBL622042,,,In vivo,,A,1,1,
Blood,BAO_0000218,10480,N,Biodistribution of radiolabeled compound in rat blood after 30 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,178.0,10116.0,Rattus norvegicus,,CHEMBL622043,,,In vivo,,A,1,1,
Blood,BAO_0000218,10481,N,Biodistribution of radiolabeled compound in rat blood after 5 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,178.0,10116.0,Rattus norvegicus,,CHEMBL622044,,,In vivo,,A,1,1,
Bone,BAO_0000218,10482,N,Biodistribution of radiolabeled compound in rat bone after 24 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,10000001.0,10116.0,Rattus norvegicus,,CHEMBL622045,,,In vivo,,A,1,1,
Bone,BAO_0000218,10483,N,Biodistribution of radiolabeled compound in rat bone after 2 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,10000001.0,10116.0,Rattus norvegicus,,CHEMBL622046,,,In vivo,,A,1,1,
Bone,BAO_0000218,10484,N,Biodistribution of radiolabeled compound in rat bone after 30 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,10000001.0,10116.0,Rattus norvegicus,,CHEMBL622047,,,In vivo,,A,1,1,
Bone,BAO_0000218,10485,N,Biodistribution of radiolabeled compound in rat bone after 5 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,10000001.0,10116.0,Rattus norvegicus,,CHEMBL877610,,,In vivo,,A,1,1,
Brain,BAO_0000218,10486,N,Biodistribution of radiolabeled compound in rat brain after 24 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,955.0,10116.0,Rattus norvegicus,,CHEMBL622048,,,In vivo,,A,1,1,
Brain,BAO_0000218,10487,N,Biodistribution of radiolabeled compound in rat brain after 2 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,955.0,10116.0,Rattus norvegicus,,CHEMBL622049,,,In vivo,,A,1,1,
Brain,BAO_0000218,10488,N,Biodistribution of radiolabeled compound in rat brain after 30 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,955.0,10116.0,Rattus norvegicus,,CHEMBL622050,,,In vivo,,A,1,1,
Brain,BAO_0000218,10489,N,Biodistribution of radiolabeled compound in rat brain after 5 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,955.0,10116.0,Rattus norvegicus,,CHEMBL622051,,,In vivo,,A,1,1,
,BAO_0000218,10490,N,Biodistribution of radiolabeled compound in rat fat after 24 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,,10116.0,Rattus norvegicus,,CHEMBL622052,,,In vivo,,A,1,1,
,BAO_0000218,10491,N,Biodistribution of radiolabeled compound in rat fat after 2 hr activity expressed as %ID/Organ,Intermediate,,50597,,17738,,10116.0,Rattus norvegicus,,CHEMBL622053,,,In vivo,,A,1,1,
,BAO_0000218,10492,N,Biodistribution of radiolabeled compound in rat fat after 30 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,,10116.0,Rattus norvegicus,,CHEMBL622054,,,In vivo,,A,1,1,
,BAO_0000218,10493,N,Biodistribution of radiolabeled compound in rat fat after 5 min activity expressed as %ID/Organ,Intermediate,,50597,,17738,,10116.0,Rattus norvegicus,,CHEMBL622055,,,In vivo,,A,1,1,
,BAO_0000218,10494,N,Oral bioavailability in rats was determined; High,Intermediate,,50597,,5237,,10116.0,Rattus norvegicus,,CHEMBL622056,,,In vivo,,A,1,1,
,BAO_0000218,10495,N,Oral bioavailability in the rat was determined,Intermediate,,50597,,5503,,10116.0,Rattus norvegicus,,CHEMBL622057,,,In vivo,,A,1,1,
,BAO_0000218,10496,N,Oral bioavailability measured by the ratio of intravenous to oral area under concentration.,Intermediate,,50597,,15765,,10116.0,Rattus norvegicus,,CHEMBL628008,,,In vivo,,A,1,1,
,BAO_0000218,10497,N,Oral bioavailability in rat (dose 10 mg/kg p.o. and 3 mg/kg i.v.),Intermediate,,50597,,15660,,10116.0,Rattus norvegicus,,CHEMBL622058,,,In vivo,,A,1,1,
,BAO_0000218,10498,N,Oral bioavailability of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,Intermediate,,50597,,5978,,10116.0,Rattus norvegicus,,CHEMBL622059,,,In vivo,,A,1,1,
,BAO_0000218,10499,N,Oral bioavailability of compound (19.76 mg/kg) after po administration was determined in Sprague-Dawley rat,Intermediate,,50597,,5978,,10116.0,Rattus norvegicus,,CHEMBL622060,,,In vivo,,A,1,1,
,BAO_0000218,10500,N,Oral bioavailability of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,Intermediate,,50597,,5978,,10116.0,Rattus norvegicus,,CHEMBL622061,,,In vivo,,A,1,1,
,BAO_0000218,10501,N,Oral bioavailability of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,Intermediate,,50597,,5978,,10116.0,Rattus norvegicus,,CHEMBL622062,,,In vivo,,A,1,1,
,BAO_0000218,10502,N,Oral bioavailability of compound at a dose of 20 mg/kg was determined after oral administration in rat,Intermediate,,50597,,5656,,10116.0,Rattus norvegicus,,CHEMBL622063,,,In vivo,,A,1,1,
,BAO_0000218,10503,N,Oral bioavailability of compound determined in rat after iv administration at a dose of 10 mg/kg,Expert,,50597,,3598,,10116.0,Rattus norvegicus,,CHEMBL877611,,,In vivo,,A,1,1,
,BAO_0000218,10504,N,Oral bioavailability of compound in Sprague Dawley rats,Intermediate,,50597,,4216,,10116.0,Rattus norvegicus,,CHEMBL622064,,,In vivo,,A,1,1,
,BAO_0000218,10505,N,Oral bioavailability of compound in rat,Intermediate,,50597,,17839,,10116.0,Rattus norvegicus,,CHEMBL622065,,,In vivo,,A,1,1,
,BAO_0000218,10506,N,Oral bioavailability in rat (dose 2 mg/kg),Intermediate,,50597,,6570,,10116.0,Rattus norvegicus,,CHEMBL622066,,,In vivo,,A,1,1,
,BAO_0000218,10507,N,Oral bioavailability of compound in rat was determined,Intermediate,,50597,,5334,,10116.0,Rattus norvegicus,,CHEMBL622067,,,In vivo,,A,1,1,
,BAO_0000218,10508,N,Oral bioavailability of compound in rats,Intermediate,,50597,,6886,,10116.0,Rattus norvegicus,,CHEMBL622068,,,In vivo,,A,1,1,
,BAO_0000218,10509,N,Oral bioavailability of compound was determined in rats,Intermediate,,50597,,5210,,10116.0,Rattus norvegicus,,CHEMBL622069,,,In vivo,,A,1,1,
,BAO_0000218,10510,N,Oral bioavailability at a dose of 30 mg/kg in rats,Intermediate,,50597,,4170,,10116.0,Rattus norvegicus,,CHEMBL624796,,,In vivo,,A,1,1,
,BAO_0000218,10511,N,Oral bioavailability in rat (dose 10 mg/kg),Intermediate,,50597,,6028,,10116.0,Rattus norvegicus,,CHEMBL624797,,,In vivo,,A,1,1,
,BAO_0000218,10512,N,Oral bioavailability in rat (dose 10 mg/kg),Intermediate,,50597,,6028,,10116.0,Rattus norvegicus,,CHEMBL623053,,,In vivo,,A,1,1,
,BAO_0000218,10513,N,Oral bioavailability evaluated in rat,Intermediate,,50597,,6078,,10116.0,Rattus norvegicus,,CHEMBL623054,,,In vivo,,A,1,1,
,BAO_0000218,10514,N,Oral bioavailability in fasted rat,Intermediate,,50597,,6168,,10116.0,Rattus norvegicus,,CHEMBL623055,,,In vivo,,A,1,1,
,BAO_0000218,10515,N,Oral bioavailability in fed rat,Intermediate,,50597,,6168,,10116.0,Rattus norvegicus,,CHEMBL623056,,,In vivo,,A,1,1,
,BAO_0000218,10516,N,Oral bioavailability in rat (mature male) (dose 30 mg/kg),Intermediate,,50597,,5160,,10116.0,Rattus norvegicus,,CHEMBL623057,,,In vivo,,A,1,1,
,BAO_0000218,10517,N,Oral bioavailability in rat,Intermediate,,50597,,6057,,10116.0,Rattus norvegicus,,CHEMBL623058,,,In vivo,,A,1,1,
,BAO_0000218,10518,N,Oral bioavailability in rat (dose 10 mg/kg p.o.),Intermediate,,50597,,6535,,10116.0,Rattus norvegicus,,CHEMBL623059,,,In vivo,,A,1,1,
,BAO_0000218,10519,N,Oral bioavailability in rat after administration of 10 mg/kg po,Intermediate,,50597,,6535,,10116.0,Rattus norvegicus,,CHEMBL623060,,,In vivo,,A,1,1,
,BAO_0000218,10520,N,Oral bioavailability in rat,Intermediate,,50597,,4194,,10116.0,Rattus norvegicus,,CHEMBL623061,,,In vivo,,A,1,1,
,BAO_0000218,10521,N,Oral bioavailability in rat,Intermediate,,50597,,6230,,10116.0,Rattus norvegicus,,CHEMBL623062,,,In vivo,,A,1,1,
,BAO_0000218,10522,N,Oral bioavailability in rat,Intermediate,,50597,,6619,,10116.0,Rattus norvegicus,,CHEMBL623063,,,In vivo,,A,1,1,
,BAO_0000218,10523,N,Oral bioavailability in rat,Intermediate,,50597,,17607,,10116.0,Rattus norvegicus,,CHEMBL623064,,,In vivo,,A,1,1,
,BAO_0000218,10524,N,Oral bioavailability in ratrs,Intermediate,,50597,,4942,,10116.0,Rattus norvegicus,,CHEMBL623065,,,In vivo,,A,1,1,
,BAO_0000218,10525,N,Oral bioavailability in rat,Intermediate,,50597,,4942,,10116.0,Rattus norvegicus,,CHEMBL623066,,,In vivo,,A,1,1,
,BAO_0000218,10526,N,Oral bioavailability in rat,Intermediate,,50597,,6646,,10116.0,Rattus norvegicus,,CHEMBL623067,,,In vivo,,A,1,1,
,BAO_0000218,10527,N,Oral bioavailability in rats was determined; High,Intermediate,,50597,,5237,,10116.0,Rattus norvegicus,,CHEMBL623068,,,In vivo,,A,1,1,
,BAO_0000218,10528,N,Oral bioavailability in rat,Intermediate,,50597,,6646,,10116.0,Rattus norvegicus,,CHEMBL623069,,,In vivo,,A,1,1,
,BAO_0000218,10529,N,Oral bioavailability in rat,Intermediate,,50597,,4449,,10116.0,Rattus norvegicus,,CHEMBL623070,,,In vivo,,A,1,1,
,BAO_0000218,10530,N,Oral bioavailability was calculated in rat,Intermediate,,50597,,6057,,10116.0,Rattus norvegicus,,CHEMBL623071,,,In vivo,,A,1,1,
,BAO_0000218,10531,N,Oral bioavailability,Intermediate,,50597,,2552,,10116.0,Rattus norvegicus,,CHEMBL623072,,,In vivo,,A,1,1,
,BAO_0000218,10532,N,Oral bioavailability,Intermediate,,50597,,5496,,10116.0,Rattus norvegicus,,CHEMBL623073,,,In vivo,,A,1,1,
,BAO_0000218,10533,N,Oral bioavailability,Intermediate,,50597,,6484,,10116.0,Rattus norvegicus,,CHEMBL623074,,,In vivo,,A,1,1,
,BAO_0000218,10534,N,Oral bioavailability,Intermediate,,50597,,6485,,10116.0,Rattus norvegicus,,CHEMBL623075,,,In vivo,,A,1,1,
,BAO_0000218,10535,N,Oral bioavailability after i.v. administration,Intermediate,,50597,,6616,,10116.0,Rattus norvegicus,,CHEMBL623076,,,In vivo,,A,1,1,
,BAO_0000218,10536,N,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),Intermediate,,50597,,4969,,10116.0,Rattus norvegicus,,CHEMBL623077,,,In vivo,,A,1,1,
,BAO_0000218,10537,N,Oral bioavailability in rat (Sprague-Dawley),Intermediate,,50597,,5862,,10116.0,Rattus norvegicus,,CHEMBL623078,,,In vivo,,A,1,1,
,BAO_0000218,10538,N,Oral bioavailability in Sprague-Dawley rats,Intermediate,,50597,,4514,,10116.0,Rattus norvegicus,,CHEMBL623079,,,In vivo,,A,1,1,
,BAO_0000218,10539,N,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),Intermediate,,50597,,4514,,10116.0,Rattus norvegicus,,CHEMBL623080,,,In vivo,,A,1,1,
,BAO_0000218,10540,N,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),Intermediate,,50597,,4514,,10116.0,Rattus norvegicus,,CHEMBL623081,,,In vivo,,A,1,1,
,BAO_0000218,10541,N,Oral bioavailability in Sprague-Dawley rats at a dose of 2 mg/kg by po administration,Intermediate,,50597,,5546,,10116.0,Rattus norvegicus,,CHEMBL623082,,,In vivo,,A,1,1,
,BAO_0000218,10542,N,Oral bioavailability in fasted rat,Intermediate,,50597,,6168,,10116.0,Rattus norvegicus,,CHEMBL874400,,,In vivo,,A,1,1,
,BAO_0000218,10543,N,Oral bioavailability in fed rat,Intermediate,,50597,,6168,,10116.0,Rattus norvegicus,,CHEMBL623083,,,In vivo,,A,1,1,
,BAO_0000218,10544,N,Oral bioavailability in rat,Intermediate,,50597,,3624,,10116.0,Rattus norvegicus,,CHEMBL623084,,,In vivo,,A,1,1,
,BAO_0000218,10545,N,Oral bioavailability in rat,Intermediate,,50597,,5213,,10116.0,Rattus norvegicus,,CHEMBL623085,,,In vivo,,A,1,1,
,BAO_0000218,10546,N,Oral bioavailability in rat,Intermediate,,50597,,5496,,10116.0,Rattus norvegicus,,CHEMBL623086,,,In vivo,,A,1,1,
,BAO_0000218,10547,N,Oral bioavailability in rat,Intermediate,,50597,,5553,,10116.0,Rattus norvegicus,,CHEMBL623087,,,In vivo,,A,1,1,
,BAO_0000218,10548,N,Oral bioavailability in rat,Intermediate,,50597,,5833,,10116.0,Rattus norvegicus,,CHEMBL623088,,,In vivo,,A,1,1,
,BAO_0000218,10549,N,Oral bioavailability in rat,Intermediate,,50597,,5836,,10116.0,Rattus norvegicus,,CHEMBL623089,,,In vivo,,A,1,1,
,BAO_0000218,10550,N,Oral bioavailability in rat,Intermediate,,50597,,5865,,10116.0,Rattus norvegicus,,CHEMBL623090,,,In vivo,,A,1,1,
,BAO_0000218,10551,N,Oral bioavailability in rat,Intermediate,,50597,,5960,,10116.0,Rattus norvegicus,,CHEMBL623091,,,In vivo,,A,1,1,
,BAO_0000218,10552,N,Oral bioavailability in rat,Intermediate,,50597,,6249,,10116.0,Rattus norvegicus,,CHEMBL623092,,,In vivo,,A,1,1,
,BAO_0000218,10553,N,Oral bioavailability in rat,Intermediate,,50597,,6448,,10116.0,Rattus norvegicus,,CHEMBL623093,,,In vivo,,A,1,1,
,BAO_0000218,10554,N,Oral bioavailability in rat,Intermediate,,50597,,6453,,10116.0,Rattus norvegicus,,CHEMBL874401,,,In vivo,,A,1,1,
,BAO_0000218,10555,N,Oral bioavailability in rat,Intermediate,,50597,,6640,,10116.0,Rattus norvegicus,,CHEMBL623094,,,In vivo,,A,1,1,
,BAO_0000218,10556,N,Oral bioavailability in rat,Intermediate,,50597,,17607,,10116.0,Rattus norvegicus,,CHEMBL623095,,,In vivo,,A,1,1,
,BAO_0000218,10557,N,Oral bioavailability in rat after peroral administration at 10 mg/kg,Intermediate,,50597,,5939,,10116.0,Rattus norvegicus,,CHEMBL623096,,,In vivo,,A,1,1,
,BAO_0000218,10558,N,Oral bioavailability in rat after peroral administration at 5 mg/kg,Intermediate,,50597,,5939,,10116.0,Rattus norvegicus,,CHEMBL624913,,,In vivo,,A,1,1,
,BAO_0000218,10559,N,Oral bioavailability in rat (dose 2.8 mg/kg p.o.),Intermediate,,50597,,6281,,10116.0,Rattus norvegicus,,CHEMBL624914,,,In vivo,,A,1,1,
,BAO_0000218,10560,N,Oral bioavailability in rat by po administration at a dose of 40 mg/kg,Intermediate,,50597,,5874,,10116.0,Rattus norvegicus,,CHEMBL624915,,,In vivo,,A,1,1,
,BAO_0000218,10561,N,Oral bioavailability in rat; Not measured,Intermediate,,50597,,5213,,10116.0,Rattus norvegicus,,CHEMBL624916,,,In vivo,,A,1,1,
,BAO_0000218,10562,N,Oral bioavailability in rat,Intermediate,,50597,,4964,,10116.0,Rattus norvegicus,,CHEMBL624917,,,In vivo,,A,1,1,
,BAO_0000218,10563,N,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus NE,Intermediate,,50597,,11020,,10116.0,Rattus norvegicus,,CHEMBL625157,,,,,A,1,1,
Liver,BAO_0000218,10564,N,In vitro metabolic potential in rat liver microsomes,Intermediate,,50597,,6251,2107.0,10116.0,Rattus norvegicus,,CHEMBL625158,,,,,A,1,1,
,BAO_0000218,10565,N,"Oral availability was tested for plasma levels at a dose of 40 mg/kg, after 6 hr of in fed fisher rats.",Intermediate,,50597,,1568,,10116.0,Rattus norvegicus,,CHEMBL625159,,,In vivo,,A,1,1,
,BAO_0000218,10566,N,"In vivo percentage mean absolute bioavailability of compound in rat after an oral dose of 10 mg/kg (in water, N=4)",Intermediate,,50597,,3032,,10116.0,Rattus norvegicus,,CHEMBL625160,,,In vivo,,A,1,1,
,BAO_0000218,10567,N,Oral bioavailability of intravenously administered compound (3 mg/kg) was tested in rats,Intermediate,,50597,,3748,,10116.0,Rattus norvegicus,,CHEMBL625161,,,In vivo,,A,1,1,
,BAO_0000218,10568,N,Oral bioavailability in rat,Intermediate,,50597,,401,,10116.0,Rattus norvegicus,,CHEMBL625162,,,In vivo,,A,1,1,
,BAO_0000218,10569,N,Oral bioavailability in rat,Intermediate,,50597,,6512,,10116.0,Rattus norvegicus,,CHEMBL625163,,,In vivo,,A,1,1,
,BAO_0000218,10570,N,Oral bioavailability in rats at 10 mg/kg,Intermediate,,50597,,17617,,10116.0,Rattus norvegicus,,CHEMBL625164,,,In vivo,,A,1,1,
,BAO_0000218,10571,N,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,Intermediate,,50597,,6679,,10116.0,Rattus norvegicus,,CHEMBL625165,,,In vivo,,A,1,1,
,BAO_0000218,10572,N,Oral bioavailability in rat,Intermediate,,50597,,6742,,10116.0,Rattus norvegicus,,CHEMBL625166,,,In vivo,,A,1,1,
,BAO_0000218,10573,N,Tested for effective permeability across the rat intestinal membrane using mass balance analysis,Intermediate,,50597,,589,,10116.0,Rattus norvegicus,,CHEMBL625167,,,,,A,1,1,
,BAO_0000218,10574,N,Tested for effective permeability across the rat intestinal membrane using mass balance analysis at 0.01 mM concentration,Intermediate,,50597,,589,,10116.0,Rattus norvegicus,,CHEMBL625168,,,,,A,1,1,
,BAO_0000218,10575,N,Plasma clearance of the compound,Intermediate,,50597,,3185,,10116.0,Rattus norvegicus,,CHEMBL625169,,,In vivo,,A,1,1,
,BAO_0000218,10576,N,Plasma clearance at 10 mg/kg in rat upon intravenous administration,Intermediate,,50597,,17596,,10116.0,Rattus norvegicus,,CHEMBL626264,,,In vivo,,A,1,1,
,BAO_0000218,10577,N,Plasma clearance upon intravenous administration of 1 mg/Kg in rats,Intermediate,,50597,,2713,,10116.0,Rattus norvegicus,,CHEMBL626265,,,In vivo,,A,1,1,
Plasma,BAO_0000218,10578,N,The compound was tested for plasma clearance in rat,Intermediate,,50597,,12500,1969.0,10116.0,Rattus norvegicus,,CHEMBL626266,,,In vivo,,A,1,1,
Plasma,BAO_0000218,10579,N,The compound was tested for plasma clearance in rat at dose of 3-10 mgkg,Intermediate,,50597,,12500,1969.0,10116.0,Rattus norvegicus,,CHEMBL626267,,,In vivo,,A,1,1,
,BAO_0000218,10580,N,Plasma concentration upon oral administration of 1 mg/Kg in rats,Intermediate,,50597,,2713,,10116.0,Rattus norvegicus,,CHEMBL626268,,,,,A,1,1,
,BAO_0000218,10581,N,Peak plasma level between 0.5 and 1.0 hour in Dawley rats; value ranges from 1021-2551,Intermediate,,50597,,1446,,10116.0,Rattus norvegicus,,CHEMBL626269,,,,,A,1,1,
,BAO_0000218,10582,N,Plasma level after intravenous administration in rat model of FeCl3-induced carotid thrombosis,Intermediate,,50597,,6227,,10116.0,Rattus norvegicus,,CHEMBL626270,,,,,A,1,1,
,BAO_0000218,10583,N,Plasma protein binding was determined after intravenous administration of 1 mg/kg in rat,Intermediate,,50597,,4709,,10116.0,Rattus norvegicus,,CHEMBL626271,,,,,A,1,1,
,BAO_0000218,10584,N,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1",Intermediate,,50597,,5510,,10116.0,Rattus norvegicus,,CHEMBL626272,,,,,A,1,1,
,BAO_0000218,10585,N,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",Intermediate,,50597,,5510,,10116.0,Rattus norvegicus,,CHEMBL626273,,,,,A,1,1,
,BAO_0000218,10586,N,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",Intermediate,,50597,,5510,,10116.0,Rattus norvegicus,,CHEMBL875346,,,,,A,1,1,
,BAO_0000218,10587,N,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not stable",Intermediate,,50597,,5510,,10116.0,Rattus norvegicus,,CHEMBL626274,,,,,A,1,1,
,BAO_0000218,10588,N,Compound was tested for protein binding in rat plasma,Intermediate,,50597,,4514,,10116.0,Rattus norvegicus,,CHEMBL626275,,,,,A,1,1,
,BAO_0000218,10589,N,Compound was evaluated for absorption of radioligand following oral administration to bile duct cannulated rat. ,Intermediate,,50597,,2713,,10116.0,Rattus norvegicus,,CHEMBL624646,,,,,A,1,1,
,BAO_0000218,10590,N,Compound was evaluated for absorption of radioligand upon oral administration to bile duct cannulated rats,Intermediate,,50597,,2713,,10116.0,Rattus norvegicus,,CHEMBL624647,,,,,A,1,1,
Liver,BAO_0000218,10591,N,In vitro metabolism in rat liver microsomes was evaluated to determine diminishing of glucuronidation rate,Intermediate,,50597,,5340,2107.0,10116.0,Rattus norvegicus,,CHEMBL624648,,,,,A,1,1,
,BAO_0000218,10592,N,Area under curve ratio was determined (po/iv) in rat,Intermediate,,50597,,12058,,10116.0,Rattus norvegicus,,CHEMBL624649,,,,,A,1,1,
,BAO_0000218,10593,N,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 15 mins after i.v. administration,Intermediate,,50597,,11195,,10116.0,Rattus norvegicus,,CHEMBL624650,,,,,A,1,1,
,BAO_0000218,10594,N,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 2 mins after i.v. administration,Intermediate,,50597,,11195,,10116.0,Rattus norvegicus,,CHEMBL624651,,,,,A,1,1,
,BAO_0000218,10595,N,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 65 mins after i.v. administration,Intermediate,,50597,,11195,,10116.0,Rattus norvegicus,,CHEMBL624652,,,,,A,1,1,
,BAO_0000218,10596,N,Compound was tested for brain/plasma ratio after oral administration at 10 mg/kg,Intermediate,,50597,,6495,,10116.0,Rattus norvegicus,,CHEMBL624653,,,,,A,1,1,
,BAO_0000218,10597,N,Ratio of AUCbrain to AUCplasma,Intermediate,,50597,,6078,,10116.0,Rattus norvegicus,,CHEMBL624654,,,,,A,1,1,
,BAO_0000218,10598,N,Ratio of brain to plasma,Intermediate,,50597,,5656,,10116.0,Rattus norvegicus,,CHEMBL624655,,,,,A,1,1,
,BAO_0000218,10599,N,Ratio of the AUC values of brain and plasma after intravenous administration (4.7 mg/kg) to male rats was evaluated,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL624656,,,,,A,1,1,
,BAO_0000218,10600,N,Ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL624657,,,,,A,1,1,
,BAO_0000218,10601,N,Ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL624658,,,,,A,1,1,
,BAO_0000218,10602,N,Selectivity ratio for biodistribution in brain and blood of rats after 15 minutes; Expressed as percent dose/gram ratio,Intermediate,,50597,,10130,,10116.0,Rattus norvegicus,,CHEMBL624659,,,,,A,1,1,
,BAO_0000218,10603,N,Selectivity ratio for biodistribution in brain and blood of rats after 2 minutes; Expressed as percent dose/gram ratio,Intermediate,,50597,,10130,,10116.0,Rattus norvegicus,,CHEMBL624660,,,,,A,1,1,
,BAO_0000218,10604,N,Selectivity ratio for biodistribution in brain and blood of rats after 60 minutes; Expressed as percent dose/gram ratio,Intermediate,,50597,,10130,,10116.0,Rattus norvegicus,,CHEMBL624661,,,,,A,1,1,
,BAO_0000218,10605,N,Steady state brain :blood ratio was determined,Intermediate,,50597,,5213,,10116.0,Rattus norvegicus,,CHEMBL624662,,,,,A,1,1,
,BAO_0000218,10606,N,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL625199,,,,,A,1,1,
,BAO_0000218,10607,N,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL625200,,,,,A,1,1,
,BAO_0000218,10608,N,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL625201,,,,,A,1,1,
,BAO_0000218,10609,N,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,Intermediate,,50597,,4910,,10116.0,Rattus norvegicus,,CHEMBL625202,,,,,A,1,1,
,BAO_0000218,10610,N,Percentage recovery after 3h incubation with rat hapatocytes was determined,Intermediate,,50597,,2083,,10116.0,Rattus norvegicus,,CHEMBL625203,,,,,A,1,1,
,BAO_0000218,10611,N,Percentage recovery in rat hepatic microsomal fractions under oxidative conditions after 1 hour,Intermediate,,50597,,2082,,10116.0,Rattus norvegicus,,CHEMBL625204,,,,,A,1,1,
,BAO_0000218,10612,N,Percentage recovery in rhesus monkey hepatic microsomal fractions under oxidative conditions after 1 hour,Intermediate,,50597,,2082,,10116.0,Rattus norvegicus,,CHEMBL625205,,,,,A,1,1,
,BAO_0000218,10613,N,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats,Intermediate,,50597,,6351,,10116.0,Rattus norvegicus,,CHEMBL625206,,,,,A,1,1,
,BAO_0000019,10614,U,"Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured, No site available for protein conjugation.",Autocuration,,22224,,14583,,,,,CHEMBL625207,,,,,A,1,0,
,BAO_0000019,10615,U,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured.,Autocuration,,22224,,14583,,,,,CHEMBL625208,,,,,A,1,0,
,BAO_0000218,10616,N,In vivo absorption in Caco-2 cell line monolayers was determined,Intermediate,495.0,50587,,4608,,9606.0,Homo sapiens,,CHEMBL625209,Caco-2,,,,A,1,1,
,BAO_0000100,10617,U,Calculated partition coefficient (clogP),Autocuration,,22229,,13668,,,,,CHEMBL625210,,,,,P,1,0,
,BAO_0000218,10618,N,Area under curve was determine after peroral administration at 10 mpk in Rat,Intermediate,,50597,,5669,,10116.0,Rattus norvegicus,,CHEMBL625211,,,,,A,1,1,
,BAO_0000218,10619,N,Area under curve was determine after peroral administration at 10 mpk in Rhesus,Intermediate,,50797,,5669,,9544.0,Macaca mulatta,,CHEMBL625212,,,,,A,1,1,
,BAO_0000218,10620,N,Area under curve was determine after peroral administration at 160 mpk in Rat,Intermediate,,50597,,5669,,10116.0,Rattus norvegicus,,CHEMBL625213,,,,,A,1,1,
