prospect_AgencyID,prospect_State,prospect_AddressLine2,prospect_Country,prospect_Employer,prospect_CreditRating,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_NetWorth
EZU13478,CO,Shbtnzzrxxuygxlnejcenzzmfkkfhqxcsjaeagamldpsxcj,United States of America,PC Connection,777.0,376367.0,3.0,,S,59.0,O,3.0,2378969.0
Jbd13479,MN,gsfxxiafpanbdrsvzmnjgduzxiadkrfksmgwrtmbjaukpkfeewvpkxdvgouxjesqbdtqtmvqipzmpel,United States of America,Marsh & McLennan,439.0,63705.0,4.0,3.0,U,93.0,R,5.0,1829485.0
QJB13480,NJ,dlsmvmueuzkfxprhhttd,United States of America,Delta Air Lines,576.0,170476.0,1.0,2.0,U,5.0,R,7.0,739478.0
Uuj13481,AK,Nehfzgiugqnkrrckoiuojwuoarbqcxbcqpfvsqttetjpstqdhtyvpkfyccw,United States of America,Bemis,599.0,71613.0,2.0,0.0,S,56.0,O,5.0,891465.0
Gsp13482,NC,Tdcoqghrerqvvtrwivcirdvmoqph,,Sanmina-SCI,837.0,246457.0,4.0,1.0,M,76.0,U,2.0,166571.0
qhp13483,CO,Zjmzctuaezjoqgtimeugfdvakvwcncbhzwevlhohyeigurazdtehxmay,Canada,Goodyear Tire & Rubber,680.0,138594.0,2.0,2.0,D,51.0,O,8.0,2872636.0
fjj13484,MO,Bwwnflcpdsyopeiswflqindifzpxslq,,International Paper,362.0,55141.0,0.0,1.0,S,72.0,R,8.0,2567551.0
Cel13485,IN,ghpdrybrtukksnzjgtatgyvinffdihaieopxmintvygrijgyaeheyvvjyjqijycmewelvzfy,United States of America,Eastman Kodak,471.0,157678.0,0.0,0.0,U,13.0,U,7.0,2602632.0
Yar13486,Quebec,zplhzyjc,,FMC Technologies,749.0,412324.0,4.0,4.0,M,25.0,R,0.0,1070957.0
FVD13487,TX,ghojeblmgvfctpyzdthomw,United States of America,Analog Devices,,37291.0,3.0,0.0,M,32.0,O,5.0,3918351.0
dss13488,KY,,United States of America,Hawaiian Electric Industries,586.0,128730.0,1.0,4.0,W,,U,6.0,2864164.0
wqv13489,RI,Vswhwnsfjipnibevwrotryrmpywenqktfxyqhuznpcvjuktswxirqtzjekhujudxhu,Canada,Bemis,619.0,370457.0,4.0,2.0,W,56.0,R,1.0,1929674.0
Aax13490,Prince Edward Island,Erwzfsfljjehglsjlecvwmohvxudveasshesbhadiocsrotxyxweikqlftmwstvjkixpltjyhgiqpj,Canada,Pool,498.0,,4.0,4.0,M,68.0,R,7.0,1389537.0
Hyd13491,AZ,SROWS,United States of America,American National Insurance,651.0,74242.0,2.0,2.0,S,37.0,O,9.0,2921462.0
Nwm13492,OR,Uewzmwkbtkuocpfpadmkcouavrbwutcowvw,Canada,Ametek,484.0,179487.0,2.0,2.0,U,96.0,O,6.0,2908407.0
Mpy13493,VT,Jpltlfcqzwshxdpnmemuqkwuixdhnikupmtodjvwrcwpmeujmtalpjbvqqzglxarcogvvouedc,Canada,Bob Evans Farms,,244651.0,3.0,4.0,M,85.0,R,,1406827.0
Ctv13494,VT,Zlzekejycvy,Canada,Carpenter Technology,841.0,100346.0,5.0,3.0,,60.0,R,6.0,
SZN13495,Newfoundland,AHCJTABBQNQFMBJZPAJQXYAVINLXNFKNWRSWLRRTKVMCKTFVJELBJVKMPI,United States of America,Watson Wyatt Worldwide,319.0,491593.0,0.0,3.0,D,96.0,O,10.0,1518821.0
Jiz13496,Alberta,Acsjtopljgalnvunddclowxmrfsysxpbwizxmu,United States of America,Abbott Laboratories,718.0,380249.0,0.0,5.0,S,65.0,O,6.0,
DLT13497,Newfoundland,WLLUNVJZMPQSYT,United States of America,Emerson Electric,506.0,187814.0,3.0,5.0,S,0.0,O,7.0,1650458.0
kik13498,TN,pvjuqmjcnlengbicvuygkukbwhkrdoogisod,Canada,Host Hotels & Resorts,833.0,74208.0,4.0,0.0,S,97.0,O,5.0,707359.0
Ttk13499,WY,dlxuspxcxbkwtscemdohofx,United States of America,Northeast Utilities,,118005.0,1.0,4.0,D,61.0,O,2.0,1761663.0
lsm13500,OR,wmbtg,United States of America,Dillard's,766.0,191030.0,4.0,1.0,W,58.0,O,2.0,3543735.0
Lxd13501,SD,Xquruioalwchwrggeayzdegratrtfoob,Canada,Pilgrim's Pride,844.0,58702.0,1.0,4.0,S,7.0,O,1.0,3895099.0
OCN13502,CO,lwhcxipfftfqxbxuppqnkudzudooxfisvsshriipovd,Canada,Comcast,320.0,4782.0,4.0,5.0,M,73.0,O,4.0,845840.0
WBV13503,OR,Gnkgohnilgrcwdfmlruwpxwjgpeiptkxwmat,,Procter & Gamble,485.0,351608.0,5.0,1.0,U,18.0,O,3.0,1872635.0
nyd13504,Manitoba,Znhpgkolksvnbvtajnrhaofamzntqyihsqukexjtxjdwpqhoplnxtec,United States of America,Brown-Forman,745.0,51088.0,1.0,1.0,S,83.0,O,7.0,1884289.0
ITV13505,KS,utpefcnwpohhuapfibkrgttg,United States of America,Whole Foods Market,730.0,168224.0,0.0,2.0,M,5.0,O,8.0,3866617.0
Fes13506,NM,,United States of America,Pitney Bowes,662.0,455656.0,2.0,0.0,M,23.0,O,5.0,3888621.0
Jbi13507,VT,Vchqeexmoiodautgtzi,United States of America,Mattel,833.0,353881.0,3.0,2.0,M,94.0,O,1.0,2039174.0
lbw13508,CO,gafrsbglshrvsekaddsic,United States of America,Lennar,358.0,299320.0,1.0,0.0,M,20.0,O,4.0,1357803.0
GSN13509,NV,Epjmbpevlcjfyeneabkfonlohebfeopnzfgxuybitipwfbnb,United States of America,Sherwin-Williams,511.0,381525.0,3.0,3.0,S,90.0,U,4.0,778633.0
Qeu13510,CT,xcjtpbdlwqcpaifiuzflkykqyrexbovahtddxveyjqtnnkzoxwcjkjmfijwojubzwaqglroztycggoy,United States of America,Masco,513.0,450394.0,2.0,5.0,U,35.0,O,7.0,2728861.0
adw13511,AZ,Brakalldljgewudrgjcijwsplfwsilohkxceqeqkh,United States of America,3M,689.0,362507.0,4.0,3.0,M,29.0,O,2.0,3806206.0
WUE13512,AK,Kryjjswfnongixyoehrylhkllywlgpzjgktqllrvjasknwerkhekckevjhjflcgrpqhfxbn,United States of America,AMR,799.0,406881.0,5.0,2.0,U,10.0,O,4.0,2431184.0
Gpq13513,British Columbia,rlwzgpxjumbyqdxckprrramjtknz,Canada,Radian Group,678.0,4446.0,4.0,4.0,U,17.0,O,5.0,2941410.0
Vyt13514,MI,Cmqfdjvwqquahvcflzyojjxqnzfvgmharkpfjjjokvwtzke,United States of America,ArvinMeritor,666.0,,0.0,3.0,D,14.0,,3.0,84480.0
yls13515,ID,ooajbyxvvuxlepcbmt,United States of America,,354.0,52963.0,0.0,2.0,M,98.0,R,6.0,2939892.0
dca13516,CT,iicvlyjmfyzvwbvotpsetdfg,United States of America,Bon-Ton Stores,442.0,48624.0,3.0,3.0,M,7.0,O,4.0,1141828.0
OGA13517,IA,Lgkgispjqeksxzjhzlabrzkaitbpqvoepkvfuxxuetcsywnvrjppdotepkuswdmpszqnjreeisvicipd,United States of America,Autodesk,808.0,127598.0,5.0,0.0,M,92.0,O,8.0,
Ubt13518,Ontario,Nklvqobmtdkvjopycxicicl,United States of America,Devon Energy,615.0,394393.0,5.0,5.0,S,59.0,O,3.0,1032884.0
Ckh13519,LA,FQTKSFQOWSBCJRXFLBYM,Canada,Airgas,672.0,,5.0,2.0,M,98.0,,5.0,2677195.0
VEX13520,MO,Yxwfwbubbvscaeejeudwarcohwvjoxryivsbrdqumilbkdl,,Curtiss-Wright,371.0,475668.0,3.0,1.0,M,45.0,O,6.0,2533105.0
Wzn13521,AZ,aqomtjjebejarumksnfxpukdlqpi,United States of America,Newfield Exploration,463.0,433266.0,3.0,5.0,,8.0,O,3.0,3216748.0
Bqa13522,NV,yimyhqxqvdiawzelyfymwdvkncpgcwkiuvkhvhukqwathwpakidnosfjdauw,United States of America,Avon Products,679.0,354223.0,3.0,2.0,S,23.0,O,2.0,1104090.0
ovv13523,MT,mxwhsylcrrliuueahmmjulvpuvvjcnpvogxhizqmxrn,United States of America,Entergy,547.0,19152.0,4.0,5.0,M,46.0,O,4.0,2997988.0
Qvs13524,NY,Fojaufqdbaejhnehsnvvvvrvtlbrstjwckoldnvfhgnptbmdglbfgykdzizkmq,Canada,R.H. Donnelley,,,4.0,4.0,D,86.0,O,8.0,2056015.0
Rec13525,VA,Pytrmebhwcggyyifxjawnuoiwhqmwrubbdnekvwqoaaivzgftgoocmsfc,Canada,NRG Energy,,,2.0,5.0,D,,O,10.0,3379610.0
TVD13526,MI,zpnwchqqswacmyqqgceuviluyqf,United States of America,BorgWarner,747.0,158014.0,0.0,5.0,U,5.0,O,8.0,3482102.0
CHF13527,IN,,,Coca-Cola Enterprises,599.0,127297.0,3.0,4.0,U,95.0,R,6.0,358575.0
MOY13528,AZ,Rhpdrqzqqxlxg,United States of America,National Oilwell Varco,365.0,253770.0,3.0,3.0,M,26.0,O,9.0,2967131.0
TAR13529,NH,Aoofjndaqbizmcsljpkgixhqisxwkklioiqwopxpddbzbviakrkrst,United States of America,Pantry,,283051.0,,0.0,U,,R,2.0,3932625.0
qop13530,AR,bkqeoeerkvacnalkwcfphoeotpnxrravcrhkubqsjgertjuypgmjzrxsyzjcickpvyc,Canada,Tyson Foods,766.0,408988.0,5.0,1.0,M,23.0,O,9.0,455996.0
Own13531,MD,Zkmistmhcrdzerumuatvnetbruwfvwufagiuputowepnhaliuxtjovsknawpbeivoiixubk,Canada,Itron,425.0,418202.0,3.0,5.0,S,40.0,R,10.0,241123.0
lwh13532,Prince Edward Island,QEUYMPCGTVKKAFCQJVKDNWKCEKPNLGNYQGIVBLCUDXVBHQQLFFQACBDLIMXLTVY,United States of America,GameStop,430.0,327279.0,4.0,,S,39.0,O,5.0,2259225.0
lap13533,Saskatchewan,Imroofcmbgflaqenvjgohweqnpfwdsyrzpqbhknxldjon,United States of America,McKesson,479.0,475419.0,2.0,0.0,U,18.0,O,10.0,2305714.0
Tjs13534,KY,Gktwtjpzjhdfbgyuwacdvmpflvyurrdoozbhwg,United States of America,Equifax,674.0,23658.0,1.0,0.0,U,2.0,O,2.0,3060058.0
gzi13535,FL,URSKQXJE,United States of America,Ryder System,416.0,289708.0,5.0,0.0,M,64.0,O,9.0,
TRJ13536,HI,vffimokbjpjozsdiobscfzynrqhykafthxvdxgxltydxwijxaeugtngtldkaiswpulpmqgbqpz,Canada,Air Products & Chemicals,826.0,170748.0,1.0,4.0,U,,O,8.0,2762973.0
Yju13537,NC,mralelxvthpxigzxeadnotmmjsnrnhj,United States of America,FreeportMcMoRan Copper & Gold,491.0,125260.0,3.0,0.0,,89.0,U,6.0,550058.0
Gbn13538,VT,Keqoubcvxucllczqh,Canada,Rent A Center,698.0,51635.0,0.0,3.0,U,30.0,,10.0,3313252.0
wje13539,Newfoundland,Vhzkjhedbqtgxoxsibqrmvsrcaczvzioxyowrlntvfvad,United States of America,Host Hotels & Resorts,736.0,337050.0,5.0,5.0,M,75.0,O,9.0,604063.0
Eqf13540,Newfoundland,Fqthyehqspkrznrmrssusoptuijxtyqdbpbpuwjztocxrkietkznmuxlijybjkutlogdoywgml,United States of America,Covance,426.0,465275.0,2.0,1.0,M,84.0,O,0.0,785438.0
rmv13541,SD,HMDOVYYPKBWJWYVDXDRNGHBYNAQNSPMEPWZIQGLSWAGWWXBDHMCOUSLIYAQAYOYWHE,,Flowserve,421.0,335471.0,3.0,1.0,S,73.0,O,3.0,1346098.0
twq13542,NH,Wdapkblhptrkvomwwrhlcfdwvblnihoswduiabfnfaeycgkxykhftcxpxrconqxojhligvjghuxmo,United States of America,Temple-Inland,421.0,29266.0,3.0,2.0,M,43.0,O,6.0,1725564.0
Wto13543,New Brunswick,Znfmgsibiwwqcvlkxuknlqclgsduhtgwjztdwfpqi,Canada,Procter & Gamble,668.0,248351.0,4.0,3.0,M,89.0,O,10.0,473541.0
Opi13544,SD,ZCXGPINPLNVYMZMQSXPNYNRCVIBWIFPYOWCARKTLNALMVGZGKED,United States of America,Diebold,385.0,309799.0,2.0,4.0,M,83.0,O,0.0,2944042.0
Bth13545,PA,rqtjdchiudnuchvmoxukzoyzbmhtzlihbydanifrusvshysnlnbfoueutmgforkuyphudxpzeormdj,United States of America,,365.0,175432.0,2.0,,M,13.0,O,1.0,3344240.0
Sqt13546,WI,PMTHZGDCCKTMYCPQNPADRHL,United States of America,Cimarex Energy,322.0,73839.0,5.0,3.0,M,68.0,R,4.0,3841833.0
Ioo13547,VA,bgpmtizflntgrfp,United States of America,Deere,312.0,242588.0,0.0,5.0,U,56.0,U,2.0,149715.0
Div13548,WY,Qeezdeyquhdjfkdwjvlmeroekgftmdacfwupkuoqgktnwkaojlzvfymjouapky,,Northeast Utilities,349.0,73203.0,1.0,4.0,U,66.0,O,3.0,3414188.0
TIR13549,AL,Ozxxnffvtmwpwubvngjlezfo,Canada,OfficeMax,766.0,,2.0,4.0,S,51.0,O,6.0,3470304.0
Tuw13550,IL,VOXGSDXFNWDEZUFFFCBPBSSKYWFBRQGGOCKOBGRDJIPZAMQLXCCJJNXNGKMSOSWIALBRKAGAPLZB,United States of America,Chubb,301.0,48428.0,5.0,3.0,D,77.0,R,10.0,114133.0
MYN13551,WY,QKNUQGCBKYSTIARAUJ,United States of America,Illinois Tool Works,458.0,160179.0,3.0,0.0,S,41.0,R,,42894.0
HIE13552,ID,MTFUXJQP,United States of America,Enersys,838.0,281355.0,4.0,4.0,M,41.0,O,5.0,1558114.0
Wuy13553,IA,sahpqvzfvksmxnoamizuxvcbreszvjxlsxgphjatnawgkbt,United States of America,Allegheny Technologies,547.0,491671.0,,1.0,S,27.0,O,10.0,478978.0
SRR13554,MI,VEKOCKMTUMXIAZHQYQJCSJVFTTXNLCQNXOM,,Pep Boys,790.0,84628.0,3.0,5.0,M,88.0,O,,1788946.0
Tsq13555,MI,Fxidyykglhuolddjolnjkjnmgpnkuhjbftojgpfgkiljfyefsmpcgjtfs,United States of America,,,175054.0,,0.0,M,65.0,O,0.0,508867.0
XDY13556,NJ,MQECOFMGZWNSVRIKUM,United States of America,Texas Instruments,689.0,,2.0,5.0,M,44.0,R,2.0,2770270.0
VRU13557,MI,htxwdfygmuabtdthgyrucasdrbeeuv,United States of America,Rock-Tenn,677.0,25008.0,4.0,4.0,M,19.0,O,8.0,2283610.0
BUP13558,TX,GBATIXKPHXRMFTZJ,United States of America,AbitibiBowater,394.0,94738.0,2.0,2.0,M,42.0,O,9.0,2467991.0
sfc13559,Newfoundland,Znwerwngcgudotmnchvanhmsiusefeytfupsjqscwbxeelbenaivpmiebjxfcacifnnkrrp,Canada,M&T Bank Corp.,841.0,447250.0,0.0,4.0,U,99.0,O,0.0,2159145.0
UAW13560,TN,AXWPRTZCZFKLVIEZONAPUKIWNO,United States of America,VWR Funding,,336846.0,4.0,,M,38.0,R,3.0,
zfb13561,WV,Fangvfarrtlkgbrpenk,United States of America,Motorola,461.0,484588.0,,5.0,M,,O,1.0,307619.0
Kvv13562,MT,kyanffneeicaivihvbmszbwgdditlnmmg,,E.W. Scripps,394.0,199857.0,,2.0,S,99.0,O,3.0,591960.0
Nxl13563,MS,eqpeufwyoncseirtdulgsobsxvwptkauiwurhcxpimalmkhcvderyvitgsdwbuzntcepfik,United States of America,W.W. Grainger,811.0,105443.0,2.0,4.0,U,92.0,R,,2169148.0
Lai13564,MI,ezlxpgtwtqkbumuokarccipdfumorvelcnrmofejeis,,New York Times,498.0,327414.0,5.0,4.0,S,56.0,U,2.0,2696679.0
YTM13565,IA,fotbayfvvojppjtxwkfbvveudieikbyfzj,Canada,Aventine Renewable Energy,725.0,113464.0,5.0,3.0,U,57.0,O,7.0,1158747.0
XUM13566,GA,,United States of America,Fastenal,513.0,125622.0,1.0,2.0,D,73.0,O,4.0,3481047.0
kgx13567,UT,tcvfjtnzizwrnfaflsbsbzrmllefiqnuvulqlsmymhjpwesbjswakhsdbwebuxstzitkzldjsbqrndft,United States of America,Owens & Minor,723.0,427426.0,2.0,3.0,U,26.0,O,9.0,
SYA13568,CT,Rmoksrvwqkiokcxaddvygurdzcfbesrvp,,,769.0,130125.0,2.0,5.0,W,32.0,O,9.0,1233478.0
bhm13569,Saskatchewan,xraumkfbyynpdemjwfkdqaylnwftadqapdkrgengiqrwsqjhibudhmwhmrjkojvrtmcp,,,574.0,182779.0,1.0,1.0,M,75.0,,7.0,3807771.0
vgk13570,RI,Junqsnzomdvmpulzylsxkzwfdtrvkxnfeqrwojqraythtzinpewrmqlglqfshxx,Canada,Norfolk Southern,388.0,121136.0,4.0,2.0,M,3.0,O,6.0,3833950.0
agt13571,MS,dgovbqhdnaismrse,Canada,Jacobs Engineering Group,439.0,268241.0,3.0,2.0,D,49.0,O,7.0,1747490.0
huv13572,AL,rsqnpjipaacxctetvqmtahrxadxa,United States of America,Insight Enterprises,744.0,31268.0,2.0,5.0,S,,O,3.0,3946933.0
Wot13573,NM,Ekhmbjyohnrdhwepkbcriroflep,United States of America,Zimmer Holdings,484.0,388623.0,5.0,2.0,M,85.0,O,8.0,3530098.0
cqy13574,AL,bwdvzqptyswvujvkmbjqogkfurvvtjmdrjyldmndobbjhbwdwltkvdojqukdfcpojtqcwnkqqoioso,United States of America,Expedia,627.0,400081.0,,0.0,M,40.0,O,0.0,1214519.0
Bkj13575,Prince Edward Island,BLISKGGTBVLWVRFLICSUZZZWFFRFCOLJIHVHDXETWHEPNSRGDHBVPFEUVMGAPJQAIMKZDA,United States of America,Energy Future Holdings,352.0,393456.0,3.0,2.0,S,42.0,O,4.0,2268855.0
Alx13576,AL,MWWGKRDIKWUCVIIYENQEFHVUQKLMNKIQVHYFGLVJKHFFDRN,United States of America,,426.0,292161.0,4.0,5.0,M,72.0,O,1.0,140567.0
Egz13577,NH,Sbnnfamfvxkjooodmvyexgjxlceeqqmtue,United States of America,Gilead Sciences,715.0,263069.0,4.0,5.0,M,,O,5.0,1687279.0
NVT13578,NH,cpvblfozjghcetaixhehyqdhfmhfkpytyelydgpfpgnxfbbn,United States of America,Loews,572.0,104275.0,3.0,2.0,M,92.0,O,5.0,954291.0
WTD13579,WI,lxturehmhh,United States of America,United Stationers,763.0,431052.0,3.0,0.0,,40.0,,10.0,3001738.0
PDG13580,IN,Lnqllksq,United States of America,BorgWarner,369.0,443303.0,,0.0,M,44.0,O,7.0,2988333.0
Mvt13581,New Brunswick,Utgamvybrplahhlcnhwipdtetfnwhddvctndpewclolncgainvj,United States of America,Thor Industries,,213284.0,4.0,2.0,,51.0,O,8.0,3838759.0
OCT13582,MA,ewhebeezcwgpkpjffrgzhhjmrnatsbwbgpunwcqamobiwtzpsb,United States of America,Level 3 Communications,549.0,80428.0,5.0,2.0,M,4.0,O,0.0,1135187.0
Cep13583,Nova Scotia,CBEWCGSKU,United States of America,ITT,556.0,117976.0,1.0,3.0,U,26.0,O,9.0,2235439.0
Tjk13584,British Columbia,Terrtmvbarhmvkmsxotmevdwrkbahgszpqpxlqtrqxkdqjyltuowfmohvfzly,Canada,DST Systems,729.0,287464.0,1.0,3.0,U,44.0,O,10.0,3200546.0
Ath13585,MA,zwlzuqsfyupnvnazhjysgcpqrhtntaqqxvvgowbgwhfanlzvnduxbwmiqbkf,Canada,FedEx,476.0,156261.0,4.0,1.0,U,8.0,R,10.0,840989.0
Gje13586,AZ,qewkbntgsqgxyxaqreeqxwjjzgdueyfkqlmgujscvijufsnhxqunnmtqmdmwmefzhynpthpjptoeh,United States of America,,303.0,226372.0,1.0,1.0,S,23.0,R,6.0,3549377.0
Uix13587,KY,ryqrm,United States of America,,540.0,231263.0,3.0,4.0,U,18.0,R,6.0,1747709.0
Ywh13588,VT,Jrrzxiopnadtfylkuixszsmemwhfuknc,Canada,Tupperware Brands,357.0,319236.0,3.0,2.0,S,93.0,R,10.0,551240.0
BID13589,VA,PHYSUKPUOZRIOIEKJXSZDDYRRLBVKNKFDNIAPRCQGKMLPBMHQDZQ,United States of America,Sun Microsystems,313.0,357925.0,1.0,1.0,,81.0,O,2.0,3717417.0
fqc13590,TX,,United States of America,Patterson-UTI Energy,319.0,27991.0,1.0,4.0,M,6.0,O,,1848406.0
ahc13591,RI,aketxmjsdrfkqdgnugcuinxrfotdujvigducontdpigbpcpyehotrbqnstqzlykstwqgnr,United States of America,DuPont,412.0,243791.0,,1.0,M,72.0,R,4.0,3467620.0
OFV13592,LA,hcnis,United States of America,ON Semiconductor,778.0,122742.0,4.0,0.0,W,90.0,O,1.0,1510117.0
GQU13593,Ontario,pyjmaivdhpoeuviaqvzmptvoguzzdtyetsxuhof,Canada,Crosstex Energy,388.0,223143.0,4.0,1.0,U,100.0,R,10.0,3827495.0
Wid13594,Manitoba,SWUQMBCNYH,Canada,,741.0,242217.0,3.0,2.0,S,28.0,R,3.0,3729422.0
Bqo13595,VT,Chehlmztwvryfqatdwwgitjfdqokytbwduifmbslbtvob,United States of America,,385.0,64349.0,4.0,5.0,,37.0,O,7.0,266184.0
Ejx13596,CA,Grdhsjufxarzvgrqupffwuqcjjevacgrxwrfvoggafefyzawptqvgdqwjcdnoxq,Canada,Hospira,697.0,27116.0,2.0,,M,73.0,O,9.0,3426401.0
OLV13597,CO,Tgsohibobts,United States of America,HCC Insurance Holdings,544.0,241821.0,,2.0,D,66.0,U,9.0,1447746.0
Hib13598,VT,ILHZOLCERNRGYXYVHPZVFYTGC,,,775.0,167710.0,5.0,3.0,M,4.0,O,6.0,2697791.0
WDH13599,Saskatchewan,,Canada,Harris,817.0,,2.0,3.0,M,2.0,O,2.0,2379488.0
zjo13600,TN,Uivsdpertbijtkpfgktttjmbsgqzgdkmcvuxavhrbifrrweeinxvmvharlskqumhdbid,United States of America,BorgWarner,833.0,229606.0,2.0,3.0,W,79.0,O,10.0,3076941.0
Ffm13601,IA,awoqikwswwbbjnrofoghikffhigtakahdkeanvjeorfxwtboopww,United States of America,DirecTV Group,414.0,,5.0,,M,97.0,O,2.0,80079.0
Jtm13602,SD,Kdgmpmaqswexosazejfgbxfqbozsshjmkpyfpxdoexgsxuqcbxbgf,United States of America,Borders Group,516.0,362034.0,4.0,1.0,U,65.0,R,6.0,2637031.0
zdp13603,MT,,United States of America,Universal Health Services,627.0,166277.0,0.0,4.0,D,97.0,O,,3695884.0
Gjt13604,VT,ROTAHDCCSCUWOTSVXTVPARXZKOMVVOMUBQS,United States of America,Walt Disney,701.0,470230.0,1.0,4.0,M,18.0,O,,2144088.0
Tnc13605,ME,Tdjeqjezjbjhvyozootficbafusapvlx,Canada,Pentair,717.0,88807.0,5.0,1.0,U,96.0,O,5.0,1592037.0
nal13606,OK,Imqbozvz,United States of America,New Jersey Resources,667.0,159844.0,2.0,3.0,M,25.0,O,9.0,3248138.0
Vkx13607,KY,Psgtgla,Canada,Andersons,687.0,374136.0,5.0,0.0,W,85.0,O,9.0,1537093.0
CDA13608,AR,mlcoeetubbjtzgagkgnmqzwpghbnkztbauu,United States of America,United Services Automobile,468.0,293304.0,0.0,4.0,U,61.0,O,3.0,248404.0
UQX13609,KY,Xnenuljdowkbhuceqhkjlfxqwsrtfsfpllnjmaqpsuoyduawzemraehqcasqp,United States of America,Lexmark International,606.0,29878.0,2.0,1.0,U,38.0,O,5.0,557958.0
Sjy13610,NV,Lyoomzwzj,Canada,Pfizer,828.0,323125.0,0.0,1.0,S,71.0,O,8.0,3013120.0
Cjt13611,Manitoba,Yrxprqtviwilhwnksppvvxpylebguttuszxdmhffbqeeqouekrlmfhurx,Canada,Icahn Enterprises,582.0,241257.0,4.0,2.0,M,4.0,R,4.0,1243889.0
fwb13612,AZ,Zjyloqeetkjalguhtfstkhbfgitkhwqhhaqi,United States of America,Discovery Communications,516.0,71063.0,5.0,4.0,D,26.0,O,10.0,1735712.0
Jat13613,NE,LSNGFYVRVTUSVLWKINTWVTDANNQXUQEGPPQTCMIHGCBFZJBWQEAKZABVNPUKZ,United States of America,,828.0,195805.0,1.0,4.0,U,1.0,O,7.0,
VWU13614,LA,RMAVYPQOOLEZWEB,Canada,Comerica,511.0,69627.0,0.0,3.0,W,54.0,O,7.0,3645873.0
god13615,ME,Fjvyamsxslbtjznxxbtkkcqiqqaxtbadtnmtaphaiftldxqnjpvkwyzjykvnhxyytlqmladlzlk,United States of America,Amazon.com,351.0,268968.0,5.0,4.0,W,50.0,U,5.0,1635499.0
Kej13616,ID,,United States of America,Level 3 Communications,614.0,159927.0,0.0,2.0,M,62.0,O,2.0,150427.0
Khh13617,MO,cehcwenifhitdjbmsciqtk,United States of America,Ryder System,558.0,100024.0,3.0,0.0,U,63.0,O,9.0,
Zab13618,SC,,United States of America,Hanesbrands,486.0,,2.0,0.0,S,96.0,O,7.0,56809.0
Ond13619,FL,,United States of America,AmerisourceBergen,759.0,320497.0,2.0,0.0,S,21.0,O,5.0,1644050.0
FJJ13620,TN,Qlfoqtuapvogamzdwtutsnibhvxqudhhpfmyihlppiafgkwfsfvygmekni,United States of America,Cooper-Standard Holdings,685.0,277497.0,4.0,0.0,W,,O,1.0,3589077.0
Ppe13621,NE,AWBPZ,United States of America,Sun Microsystems,844.0,235461.0,3.0,5.0,U,25.0,O,7.0,1701292.0
EPK13622,NE,Pjoovsyqhgd,United States of America,Magellan Health Services,407.0,257150.0,3.0,1.0,S,4.0,R,9.0,802921.0
IRN13623,NH,Pgvfnkoxqodjbiglrxrmoxhadklecukvxkcsksobgnvyasmgvcmjejkkvwmqhlirauiqxhymouasanwl,United States of America,Con-way,816.0,465921.0,1.0,0.0,W,36.0,O,6.0,3223090.0
Bvt13624,New Brunswick,Nkpjdqbbiqageyhiwzkw,Canada,Verizon Communications,614.0,207472.0,2.0,4.0,S,22.0,O,4.0,2791577.0
WOO13625,GA,pcnewzjdtktxgjc,United States of America,Kennametal,713.0,290382.0,4.0,0.0,U,73.0,O,2.0,1412955.0
Myn13626,FL,AQUVSJJJBWBIDFPKSYKWQWWCYJQWLLFEBEDZJCHAYZSMZNOHOMVEVRSQXA,United States of America,PNM Resources,334.0,460409.0,5.0,3.0,M,62.0,O,3.0,3335857.0
Xri13627,PA,Yxuuzhcchgjqiqkcufmzdxqgzvjckcmctfgsiviwyqgnjfnlqsyrnedrniwftpcfdoknpmbsmz,United States of America,AptarGroup,612.0,395203.0,1.0,2.0,U,35.0,O,4.0,2590508.0
Chh13628,MI,tsggubijxqepaucnesnejiismbjxiqdavvfzyprdxuiwsizqhvjeejpkauubikdkrwzcue,United States of America,WellPoint,391.0,443951.0,5.0,2.0,M,54.0,R,9.0,2918808.0
yxg13629,Saskatchewan,GIYVROBNKPGXMCFKLHIAKQKZAVENJBEBMAMCLEQYAIELBNYPNLOBIGJEXGDBXR,Canada,,650.0,404534.0,4.0,4.0,U,17.0,O,7.0,2338881.0
QUM13630,OR,Lszzqdwjmvxnwdljskakxvrohrvptdnwfzjqsnuvsksvvphpfejictypzrxjfanedpmieixtfebgy,United States of America,Nordstrom,,380057.0,2.0,5.0,U,1.0,O,,968912.0
Rrp13631,AZ,Fveywcqnlkwgjlgfpmchcxijwkhyejfiriqbmhgxvkucobkkhfxgiwtzzvhgxobdpjfhgykrywod,United States of America,Beacon Roofing Supply,,147569.0,1.0,1.0,S,77.0,R,9.0,418444.0
idx13632,Newfoundland,Geigksrqulmzwrfgqyletooonbrjaekacztrxfbsukrheman,Canada,Dynegy,404.0,358317.0,0.0,4.0,M,9.0,O,6.0,498755.0
Bgt13633,CT,Gqneycyhukbarnuwivqhvpgfrpwazov,United States of America,Smith International,,318880.0,3.0,4.0,S,87.0,U,9.0,3433792.0
