ss_d,chmbl_d,cnfdnc_scr,dc_d,crtd_b,ss_ctgr,ss_sbclllr_frctn,td,rltnshp_tp,src_d,src_ss_d,cll_d,b_frmt,tss_d,vrnt_d
970,CHEMBL616014,8,16394,Autocuration,,,51,H,1,,,BAO_0000019,,
971,CHEMBL616015,8,16394,Autocuration,,,51,H,1,,,BAO_0000019,,
972,CHEMBL616016,8,16394,Autocuration,,,51,H,1,,,BAO_0000019,,
973,CHEMBL616017,8,16394,Autocuration,,,51,H,1,,,BAO_0000218,,
974,CHEMBL616018,8,16394,Autocuration,,,51,H,1,,,BAO_0000019,,
975,CHEMBL616019,8,15740,Autocuration,,,51,H,1,,,BAO_0000019,,
976,CHEMBL616020,8,15740,Autocuration,,,51,H,1,,,BAO_0000019,,
977,CHEMBL858018,8,15740,Autocuration,,,51,H,1,,,BAO_0000357,,
978,CHEMBL616021,8,17296,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
979,CHEMBL616022,8,5640,Expert,,,51,H,1,,,BAO_0000019,,
980,CHEMBL616023,8,5640,Autocuration,,,51,H,1,,,BAO_0000019,,
981,CHEMBL616024,8,5640,Autocuration,,,51,H,1,,,BAO_0000019,,
982,CHEMBL616025,8,5640,Autocuration,,,51,H,1,,,BAO_0000019,,
983,CHEMBL616026,8,2759,Autocuration,,,51,H,1,,449.0,BAO_0000219,,
984,CHEMBL616027,8,16394,Autocuration,,,51,H,1,,,BAO_0000019,,
985,CHEMBL616028,9,16394,Expert,,,51,D,1,,,BAO_0000019,,
986,CHEMBL616029,9,3445,Expert,,,51,D,1,,,BAO_0000019,,
987,CHEMBL616030,8,4316,Expert,,,51,H,1,,449.0,BAO_0000219,,
988,CHEMBL616031,8,4316,Expert,,,51,H,1,,,BAO_0000019,,
989,CHEMBL616032,9,15180,Expert,,,51,D,1,,,BAO_0000019,,
990,CHEMBL616033,9,15180,Expert,,,51,D,1,,,BAO_0000019,,
991,CHEMBL616034,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
992,CHEMBL616035,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
993,CHEMBL616036,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
994,CHEMBL616037,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
995,CHEMBL616038,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
996,CHEMBL616039,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
997,CHEMBL616040,8,15042,Autocuration,,,51,H,1,,,BAO_0000019,,
998,CHEMBL616041,9,15180,Expert,,,51,D,1,,308.0,BAO_0000219,,
999,CHEMBL616042,9,15180,Expert,,,51,D,1,,308.0,BAO_0000219,,
1000,CHEMBL616043,9,15180,Expert,,,51,D,1,,308.0,BAO_0000219,,
1001,CHEMBL616044,8,16245,Autocuration,,,51,H,1,,,BAO_0000019,,
1002,CHEMBL616045,8,16026,Autocuration,,,51,H,1,,,BAO_0000019,,
1003,CHEMBL616046,8,17296,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1004,CHEMBL616047,8,2759,Autocuration,,,51,H,1,,449.0,BAO_0000219,,
1005,CHEMBL616048,8,2759,Autocuration,,,51,H,1,,449.0,BAO_0000219,,
1006,CHEMBL616049,9,2759,Expert,,,51,D,1,,449.0,BAO_0000219,,
1007,CHEMBL616050,8,2759,Autocuration,,,51,H,1,,449.0,BAO_0000219,,
1008,CHEMBL616051,8,15419,Expert,,,51,H,1,,,BAO_0000219,,
1009,CHEMBL616212,8,15419,Autocuration,,,51,H,1,,,BAO_0000219,,
1010,CHEMBL616213,8,16026,Autocuration,,,51,H,1,,,BAO_0000019,,
1011,CHEMBL616214,8,1414,Expert,,,51,H,1,,,BAO_0000219,,
1012,CHEMBL616215,8,1414,Expert,,,51,H,1,,,BAO_0000219,,
1013,CHEMBL616216,8,12861,Autocuration,,,51,H,1,,,BAO_0000357,,
1014,CHEMBL616217,8,12861,Autocuration,,,51,H,1,,,BAO_0000019,,
1015,CHEMBL616218,8,5104,Autocuration,,,51,H,1,,,BAO_0000357,,
1016,CHEMBL616219,8,5105,Autocuration,,,51,H,1,,,BAO_0000357,,
1017,CHEMBL616220,8,16312,Autocuration,,,51,H,1,,,BAO_0000357,,
1018,CHEMBL833493,9,15180,Expert,,,51,D,1,,,BAO_0000357,,
1019,CHEMBL616221,8,5033,Autocuration,,,51,H,1,,,BAO_0000357,,
1020,CHEMBL616222,9,16909,Expert,,,51,D,1,,449.0,BAO_0000219,,
1021,CHEMBL616223,8,2590,Autocuration,,,51,H,1,,,BAO_0000019,,
1022,CHEMBL616224,8,2590,Autocuration,,,51,H,1,,,BAO_0000019,,
1023,CHEMBL616225,8,16394,Expert,,,51,H,1,,,BAO_0000019,,
1024,CHEMBL616226,9,4540,Expert,,,51,D,1,,722.0,BAO_0000219,,
1025,CHEMBL616227,8,17296,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1026,CHEMBL616228,8,17296,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1027,CHEMBL616229,8,15779,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1028,CHEMBL616230,8,15779,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1029,CHEMBL616231,8,15779,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1030,CHEMBL616232,8,6166,Autocuration,,,51,H,1,,,BAO_0000357,,
1031,CHEMBL616233,8,15779,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1032,CHEMBL857973,8,4199,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1033,CHEMBL616234,8,15316,Autocuration,,,51,H,1,,,BAO_0000219,,
1034,CHEMBL616235,8,14875,Autocuration,,,51,H,1,,,BAO_0000357,,
1035,CHEMBL616236,8,14727,Expert,,,51,H,1,,308.0,BAO_0000219,,
1036,CHEMBL616237,8,14727,Expert,,,51,H,1,,,BAO_0000019,,
1037,CHEMBL616238,8,15146,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1038,CHEMBL616239,8,5213,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1039,CHEMBL616240,8,16429,Autocuration,,,51,H,1,,,BAO_0000219,,
1040,CHEMBL616241,9,15042,Expert,,,51,D,1,,308.0,BAO_0000219,,
1041,CHEMBL616242,8,14818,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1042,CHEMBL616243,8,4829,Autocuration,,,51,H,1,,722.0,BAO_0000219,,
1043,CHEMBL616244,9,17200,Expert,,,51,D,1,,,BAO_0000357,,
1044,CHEMBL616245,9,13051,Autocuration,,,51,D,1,,,BAO_0000357,,
1045,CHEMBL616246,8,5486,Autocuration,,,106,H,1,,,BAO_0000357,,
1046,CHEMBL616247,8,5254,Autocuration,,,105,H,1,,,BAO_0000357,,
1047,CHEMBL616248,8,5254,Autocuration,,,105,H,1,,,BAO_0000357,,
1048,CHEMBL616249,8,15331,Autocuration,,,107,H,1,,,BAO_0000357,,
1049,CHEMBL616250,8,13506,Autocuration,,,10576,H,1,,,BAO_0000357,,
1050,CHEMBL616251,8,15267,Autocuration,,,51,H,1,,,BAO_0000357,,
1051,CHEMBL616252,8,16616,Autocuration,,,11863,H,1,,,BAO_0000218,,
1052,CHEMBL616253,8,16616,Autocuration,,,11863,H,1,,,BAO_0000218,,
1053,CHEMBL616254,8,16616,Autocuration,,,11863,H,1,,,BAO_0000218,,
1054,CHEMBL616255,9,16616,Expert,,,11863,D,1,,,BAO_0000218,,
1055,CHEMBL832872,9,16616,Expert,,,11863,D,1,,,BAO_0000218,,
1056,CHEMBL616256,9,16616,Expert,,,11863,D,1,,,BAO_0000218,,
1057,CHEMBL616257,9,16616,Expert,,,11863,D,1,,,BAO_0000218,,
1058,CHEMBL616258,9,16616,Expert,,,11863,D,1,,,BAO_0000218,,
1059,CHEMBL616384,9,16616,Expert,,,11863,D,1,,,BAO_0000218,,
1060,CHEMBL616385,8,10297,Autocuration,,,11863,H,1,,,BAO_0000221,10000000.0,
1061,CHEMBL616386,8,13704,Expert,,,11863,H,1,,,BAO_0000357,,
1062,CHEMBL616387,9,10297,Expert,,,11863,D,1,,,BAO_0000221,10000000.0,
1063,CHEMBL616388,8,10297,Autocuration,,,11863,H,1,,,BAO_0000221,10000000.0,
1064,CHEMBL616389,9,10297,Expert,,,11863,D,1,,,BAO_0000221,10000000.0,
1065,CHEMBL616390,8,10297,Autocuration,,,11863,H,1,,,BAO_0000221,10000000.0,
1066,CHEMBL616391,8,217,Autocuration,,,11863,H,1,,,BAO_0000357,,
1067,CHEMBL616392,9,10297,Expert,,,11863,D,1,,,BAO_0000221,10000000.0,
1068,CHEMBL616393,8,4921,Autocuration,,,51,H,1,,,BAO_0000357,,
1069,CHEMBL616394,8,4921,Autocuration,,,51,H,1,,,BAO_0000357,,
1070,CHEMBL616395,8,4996,Autocuration,,,51,H,1,,,BAO_0000019,,
1071,CHEMBL616396,8,12918,Autocuration,,,51,H,1,,,BAO_0000357,,
1072,CHEMBL872907,8,5333,Autocuration,,,51,H,1,,,BAO_0000019,,
1073,CHEMBL616397,8,4437,Autocuration,,,51,H,1,,,BAO_0000019,,
1074,CHEMBL616398,8,1742,Autocuration,,,51,H,1,,,BAO_0000019,,
1075,CHEMBL616399,8,16688,Expert,,,51,H,1,,,BAO_0000357,,
1076,CHEMBL857065,8,12861,Autocuration,,,51,H,1,,,BAO_0000357,,
1077,CHEMBL616400,8,12861,Expert,,,51,H,1,,,BAO_0000019,,
1078,CHEMBL616401,8,12861,Autocuration,,,51,H,1,,,BAO_0000019,,
1079,CHEMBL616402,8,12490,Expert,,,10624,H,1,,,BAO_0000019,,
1080,CHEMBL616403,8,11828,Expert,,,51,H,1,,,BAO_0000019,,
1081,CHEMBL616404,8,11866,Autocuration,,,51,H,1,,,BAO_0000221,10000000.0,
1082,CHEMBL616405,8,12827,Autocuration,,,51,H,1,,,BAO_0000249,,
1083,CHEMBL616406,8,12918,Autocuration,,,51,H,1,,,BAO_0000019,,
1084,CHEMBL616407,8,12919,Expert,,,51,H,1,,,BAO_0000019,,
1085,CHEMBL616408,8,13047,Autocuration,,,51,H,1,,,BAO_0000019,,
1086,CHEMBL616409,9,15796,Expert,,,10576,D,1,,,BAO_0000249,,
1087,CHEMBL616410,9,3651,Expert,,,10576,D,1,,,BAO_0000221,10000000.0,
1088,CHEMBL616411,8,188,Autocuration,,,10576,H,1,,,BAO_0000357,,
1089,CHEMBL616412,9,16616,Expert,,Membranes,10576,D,1,,,BAO_0000249,,
1090,CHEMBL616413,9,16616,Expert,,Membranes,10576,D,1,,,BAO_0000249,10000000.0,
1091,CHEMBL616414,8,12306,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1092,CHEMBL616415,9,17167,Expert,,,10576,D,1,,,BAO_0000221,10000000.0,
1093,CHEMBL616416,8,14776,Autocuration,,,10576,H,1,,,BAO_0000019,,
1094,CHEMBL616417,8,12158,Expert,,,10576,H,1,,,BAO_0000357,,
1095,CHEMBL616418,8,13481,Autocuration,,,10576,H,1,,,BAO_0000357,,
1096,CHEMBL616419,8,13427,Autocuration,,,10576,H,1,,,BAO_0000219,,
1097,CHEMBL616420,8,10210,Autocuration,,,10576,H,1,,,BAO_0000357,,
1098,CHEMBL616421,8,10205,Autocuration,,Membranes,10576,H,1,,,BAO_0000249,,
1099,CHEMBL616422,8,10205,Autocuration,,Membranes,10576,H,1,,,BAO_0000249,,
1100,CHEMBL616423,8,10205,Expert,,Membranes,10576,H,1,,,BAO_0000249,,
1101,CHEMBL616424,9,12280,Expert,,,10576,D,1,,,BAO_0000357,,
1102,CHEMBL616425,8,17386,Expert,,,10576,H,1,,,BAO_0000357,,
1103,CHEMBL616426,8,13654,Expert,,,10576,H,1,,,BAO_0000357,,
1104,CHEMBL616427,8,14423,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1105,CHEMBL616428,8,15412,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1106,CHEMBL616290,8,12073,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1107,CHEMBL616052,9,4101,Expert,,,10576,D,1,,,BAO_0000357,,
1108,CHEMBL616053,8,10062,Autocuration,,,10576,H,1,,,BAO_0000357,,
1109,CHEMBL616054,8,6238,Autocuration,,,10576,H,1,,,BAO_0000249,,
1110,CHEMBL616055,8,16273,Autocuration,,,10576,H,1,,,BAO_0000357,,
1111,CHEMBL616056,8,11139,Autocuration,,,10576,H,1,,,BAO_0000357,,
1112,CHEMBL616057,8,16796,Expert,,,10576,H,1,,,BAO_0000019,,
1113,CHEMBL616058,9,9548,Expert,,,10576,D,1,,,BAO_0000221,955.0,
1114,CHEMBL616059,8,10381,Autocuration,,,10576,H,1,,,BAO_0000221,955.0,
1115,CHEMBL616060,8,13408,Autocuration,,,10576,H,1,,,BAO_0000249,,
1116,CHEMBL616061,9,13825,Expert,,,10576,D,1,,,BAO_0000221,10000000.0,
1117,CHEMBL616062,8,11147,Expert,,,10576,H,1,,,BAO_0000221,10000000.0,
1118,CHEMBL616063,8,10552,Autocuration,,,10576,H,1,,,BAO_0000249,,
1119,CHEMBL616064,8,10552,Autocuration,,,10576,H,1,,,BAO_0000249,2435.0,
1120,CHEMBL616065,9,17136,Expert,,Membranes,10576,D,1,,,BAO_0000249,,
1121,CHEMBL616066,9,5778,Expert,,Membranes,10576,D,1,,,BAO_0000249,,
1122,CHEMBL616067,8,13481,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1123,CHEMBL616068,8,13481,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1124,CHEMBL616069,8,13630,Intermediate,,,10576,H,1,,,BAO_0000221,10000000.0,
1125,CHEMBL616070,8,16245,Expert,,,10576,H,1,,,BAO_0000249,,
1126,CHEMBL616071,8,14509,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1127,CHEMBL616072,8,14509,Expert,,,10576,H,1,,,BAO_0000221,10000000.0,
1128,CHEMBL616073,8,14509,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1129,CHEMBL616074,8,14509,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1130,CHEMBL616075,8,14256,Expert,,,10576,H,1,,,BAO_0000019,,
1131,CHEMBL616076,8,11139,Autocuration,,,10576,H,1,,,BAO_0000357,,
1132,CHEMBL616077,9,11047,Expert,,,10576,D,1,,,BAO_0000019,,
1133,CHEMBL616078,9,11047,Expert,,,10576,D,1,,,BAO_0000019,,
1134,CHEMBL616079,9,11047,Expert,,,10576,D,1,,,BAO_0000019,,
1135,CHEMBL616080,9,2395,Expert,,,10576,D,1,,485.0,BAO_0000219,,
1136,CHEMBL616081,8,9699,Autocuration,,,10576,H,1,,,BAO_0000357,,
1137,CHEMBL616082,9,12028,Expert,,,10576,D,1,,,BAO_0000221,10000000.0,
1138,CHEMBL616083,8,12028,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1139,CHEMBL616084,8,5815,Autocuration,,,10576,H,1,,,BAO_0000019,,
1140,CHEMBL616085,8,16616,Expert,,,10576,H,1,,,BAO_0000019,,
1141,CHEMBL616086,8,5815,Autocuration,,,10576,H,1,,,BAO_0000019,,
1142,CHEMBL616087,8,2761,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1143,CHEMBL616088,8,13133,Expert,,,10576,H,1,,,BAO_0000357,,
1144,CHEMBL616089,8,10444,Autocuration,,,10576,H,1,,,BAO_0000019,,
1145,CHEMBL616090,9,13278,Expert,,,10576,D,1,,,BAO_0000357,,
1146,CHEMBL616091,8,15874,Autocuration,,,10576,H,1,,,BAO_0000357,,
1147,CHEMBL616092,8,10552,Autocuration,,Membranes,10576,H,1,,,BAO_0000249,2435.0,
1148,CHEMBL616093,8,11130,Autocuration,,,10576,H,1,,,BAO_0000357,,
1149,CHEMBL616094,8,11130,Autocuration,,,10576,H,1,,,BAO_0000218,,
1150,CHEMBL616095,8,14542,Autocuration,,,10576,H,1,,,BAO_0000221,955.0,
1151,CHEMBL616096,9,13670,Expert,,,10576,D,1,,,BAO_0000357,,
1152,CHEMBL616097,8,9888,Expert,,,10576,H,1,,,BAO_0000249,,
1153,CHEMBL616098,9,3678,Expert,,Membranes,10576,D,1,,,BAO_0000249,,
1154,CHEMBL616099,8,11332,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1155,CHEMBL616100,8,11332,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1156,CHEMBL616101,8,1185,Expert,,,10576,H,1,,,BAO_0000357,,
1157,CHEMBL616102,8,2014,Expert,,,10576,H,1,,,BAO_0000249,,
1158,CHEMBL616103,8,1185,Autocuration,,,10576,H,1,,,BAO_0000357,,
1159,CHEMBL616104,8,14429,Expert,,,10576,H,1,,,BAO_0000019,,
1160,CHEMBL616105,8,16288,Expert,,,10576,H,1,,,BAO_0000019,,
1161,CHEMBL616106,9,5432,Expert,,,10576,D,1,,,BAO_0000019,,
1162,CHEMBL616107,8,14429,Autocuration,,,10576,H,1,,,BAO_0000019,,
1163,CHEMBL616108,8,13672,Expert,,,10576,H,1,,,BAO_0000357,,
1164,CHEMBL616109,8,11296,Expert,,,10576,H,1,,,BAO_0000221,10000000.0,
1165,CHEMBL616110,8,11296,Autocuration,,,10576,H,1,,,BAO_0000357,,
1166,CHEMBL616111,8,14749,Expert,,,10576,H,1,,449.0,BAO_0000219,,
1167,CHEMBL616112,8,15086,Expert,,,10576,H,1,,,BAO_0000019,,
1168,CHEMBL616113,8,13462,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1169,CHEMBL616114,8,15363,Autocuration,,,10576,H,1,,,BAO_0000019,,
1170,CHEMBL616115,8,15363,Autocuration,,,10576,H,1,,,BAO_0000019,,
1171,CHEMBL616116,8,10796,Autocuration,,,10576,H,1,,,BAO_0000357,,
1172,CHEMBL615844,8,12816,Expert,,,10576,H,1,,,BAO_0000221,955.0,
1173,CHEMBL615939,8,13542,Expert,,,10576,H,1,,,BAO_0000221,10000000.0,
1174,CHEMBL615940,8,13308,Expert,,,10576,H,1,,,BAO_0000019,,
1175,CHEMBL615941,8,13541,Expert,,,10576,H,1,,,BAO_0000221,10000000.0,
1176,CHEMBL615942,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1177,CHEMBL615943,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1178,CHEMBL615944,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1179,CHEMBL615945,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1180,CHEMBL615946,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1181,CHEMBL615947,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1182,CHEMBL615948,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1183,CHEMBL615949,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1184,CHEMBL615950,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1185,CHEMBL615951,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1186,CHEMBL615952,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1187,CHEMBL615953,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1188,CHEMBL615954,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1189,CHEMBL615955,9,10058,Expert,,,10576,D,1,,,BAO_0000221,10000000.0,
1190,CHEMBL615956,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1191,CHEMBL615957,8,10058,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1192,CHEMBL615958,8,12879,Expert,,,10576,H,1,,,BAO_0000019,,
1193,CHEMBL615959,8,11964,Expert,,,10576,H,1,,,BAO_0000019,,
1194,CHEMBL615960,8,11964,Autocuration,,,10576,H,1,,,BAO_0000019,,
1195,CHEMBL615961,8,11964,Autocuration,,,10576,H,1,,,BAO_0000019,,
1196,CHEMBL615962,8,9548,Expert,,,10576,H,1,,,BAO_0000221,955.0,
1197,CHEMBL615963,8,9098,Expert,,,10576,H,1,,,BAO_0000019,,
1198,CHEMBL615964,8,9098,Autocuration,,,10576,H,1,,,BAO_0000019,,
1199,CHEMBL615965,8,9098,Autocuration,,,10576,H,1,,,BAO_0000019,,
1200,CHEMBL615966,8,13248,Expert,,,10576,H,1,,449.0,BAO_0000219,,
1201,CHEMBL615967,8,3147,Expert,,,10576,H,1,,,BAO_0000249,,
1202,CHEMBL615968,8,13949,Expert,,,10576,H,1,,,BAO_0000019,,
1203,CHEMBL615969,8,11883,Autocuration,,,10576,H,1,,449.0,BAO_0000218,,
1204,CHEMBL615970,8,11883,Autocuration,,,10576,H,1,,,BAO_0000218,,
1205,CHEMBL615971,9,11883,Expert,,,10576,D,1,,,BAO_0000357,,
1206,CHEMBL615972,8,15535,Expert,,Membranes,10576,H,1,,,BAO_0000249,,
1207,CHEMBL615973,8,15535,Autocuration,,,10576,H,1,,,BAO_0000249,,
1208,CHEMBL615974,8,15535,Autocuration,,,10576,H,1,,,BAO_0000249,,
1209,CHEMBL615975,9,16372,Expert,,,51,D,1,,449.0,BAO_0000219,,
1210,CHEMBL615976,8,14608,Expert,,,10576,H,1,,,BAO_0000249,,
1211,CHEMBL872106,9,4795,Expert,,,10576,D,1,,,BAO_0000221,10000000.0,
1212,CHEMBL615977,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1213,CHEMBL615978,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1214,CHEMBL616166,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1215,CHEMBL616167,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1216,CHEMBL616168,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1217,CHEMBL616169,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1218,CHEMBL616170,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1219,CHEMBL616171,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1220,CHEMBL616172,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1221,CHEMBL616173,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1222,CHEMBL616174,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1223,CHEMBL616175,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1224,CHEMBL616176,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1225,CHEMBL616177,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1226,CHEMBL616178,8,13863,Autocuration,,,10576,H,1,,,BAO_0000357,,
1227,CHEMBL616179,8,9742,Autocuration,,,10576,H,1,,,BAO_0000019,,
1228,CHEMBL616180,8,12073,Autocuration,,,10576,H,1,,,BAO_0000357,,
1229,CHEMBL616181,8,4101,Autocuration,,,10576,H,1,,,BAO_0000357,,
1230,CHEMBL616182,8,15360,Autocuration,,,10576,H,1,,,BAO_0000019,,
1231,CHEMBL616183,8,11576,Autocuration,,,10576,H,1,,,BAO_0000221,10000000.0,
1232,CHEMBL615874,8,5834,Expert,,,10576,H,1,,,BAO_0000019,,
1233,CHEMBL615875,9,2395,Expert,,,10576,D,1,,485.0,BAO_0000219,,
1234,CHEMBL615876,8,1375,Autocuration,,,10576,H,1,,,BAO_0000019,,
1235,CHEMBL615877,8,1375,Autocuration,,,10576,H,1,,,BAO_0000019,,
1236,CHEMBL615878,8,3967,Autocuration,,,10576,H,1,,,BAO_0000357,,
1237,CHEMBL615879,8,12884,Expert,,,10576,H,1,,,BAO_0000357,,
1238,CHEMBL615880,8,2343,Expert,,,10576,H,1,,,BAO_0000357,,
1239,CHEMBL615881,8,11511,Autocuration,,,10576,H,1,,,BAO_0000019,,
1240,CHEMBL615882,9,11511,Expert,,,10576,D,1,,,BAO_0000019,,
1241,CHEMBL615883,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1242,CHEMBL615884,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1243,CHEMBL615885,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1244,CHEMBL615886,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1245,CHEMBL615887,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1246,CHEMBL615888,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1247,CHEMBL615889,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1248,CHEMBL615890,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1249,CHEMBL615891,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1250,CHEMBL615892,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1251,CHEMBL615893,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1252,CHEMBL615894,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1253,CHEMBL615895,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1254,CHEMBL615896,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1255,CHEMBL615897,8,16394,Autocuration,,,10576,H,1,,,BAO_0000218,,
1256,CHEMBL615898,9,16616,Expert,,Membranes,10576,D,1,,,BAO_0000249,,
1257,CHEMBL615899,8,16796,Autocuration,,,10576,H,1,,,BAO_0000019,,
1258,CHEMBL616291,8,16796,Autocuration,,,10576,H,1,,,BAO_0000019,,
1259,CHEMBL616292,8,15629,Autocuration,,,10576,H,1,,,BAO_0000357,,
1260,CHEMBL616293,8,13241,Autocuration,,,10576,H,1,,,BAO_0000249,,
1261,CHEMBL616294,8,12073,Expert,,,10576,H,1,,,BAO_0000221,10000000.0,
1262,CHEMBL616295,8,14286,Autocuration,,,10576,H,1,,,BAO_0000249,10000000.0,
1263,CHEMBL616296,8,14542,Autocuration,,,10576,H,1,,,BAO_0000221,955.0,
1264,CHEMBL616297,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1265,CHEMBL616605,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1266,CHEMBL616606,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1267,CHEMBL616607,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1268,CHEMBL616608,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
1269,CHEMBL616609,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1270,CHEMBL616610,9,13630,Expert,,,10576,D,1,,,BAO_0000019,,
1271,CHEMBL616611,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1272,CHEMBL616612,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
1273,CHEMBL616613,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1274,CHEMBL616614,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
1275,CHEMBL616615,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1276,CHEMBL616616,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
1277,CHEMBL616617,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1278,CHEMBL616618,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1279,CHEMBL616619,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1280,CHEMBL616620,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
1281,CHEMBL616621,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
1282,CHEMBL616622,8,13630,Autocuration,,,10576,H,1,,,BAO_0000019,,
1283,CHEMBL616146,8,13630,Expert,,,10576,H,1,,,BAO_0000019,,
