miller2_fsclr,miller2_brnchd,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_sctrprcnt,miller2_sctrnm,miller2_stts,miller2_prjctnmbr,miller2_clmtchngmtgtn(mrkr),miller2_gndrqlt(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_rgnlprgrm(mrkr),miller2_sctnd,miller2_ntdmnt(prjct-lvlbdgt),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.09,Informal/semi-formal financial intermediaries,Closed,S064731001,0,2,0,676856.0,0,S6222,0.0,0,0,0,0,0,0,0,1001640,Canadian Crossroads International,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.0839,24040,627.533406
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.09,Cottage industries and handicrafts,Closed,S064731001,0,2,0,676856.0,0,S6222,0.0,0,0,0,0,0,0,0,1001640,Canadian Crossroads International,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.0839,32140,627.533406
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.1,Promotion of development awareness,Closed,S064731001,0,2,0,676856.0,0,S6222,0.0,0,0,0,0,0,0,0,1001640,Canadian Crossroads International,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.0839,99820,697.2593400000001
2009/2010,B6100,PROVINCIAL,2,0.1,Health policy and administrative management,Closed,S064736PRG,0,2,0,2479963.0,0,S6212,2479963.0,0,1,0,0,0,1,0,1011889,The Hospital for Sick Children,Canadian Non-Profit Making,Governmental,Africa,ET,ET,Ethiopia,0.1,12110,2888.42
2009/2010,B6100,PROVINCIAL,2,0.9,Health personnel development,Closed,S064736PRG,0,2,0,2479963.0,0,S6212,2479963.0,0,1,0,0,0,1,0,1011889,The Hospital for Sick Children,Canadian Non-Profit Making,Governmental,Africa,ET,ET,Ethiopia,0.1,12281,25995.78
2009/2010,B6100,PROVINCIAL,2,0.1,Health policy and administrative management,Closed,S064736PRG,0,2,0,2479963.0,0,S6212,2479963.0,0,1,0,0,0,1,0,1011889,The Hospital for Sick Children,Canadian Non-Profit Making,Governmental,Africa,GH,GH,Ghana,0.8,12110,23107.36
2009/2010,B6100,PROVINCIAL,2,0.9,Health personnel development,Closed,S064736PRG,0,2,0,2479963.0,0,S6212,2479963.0,0,1,0,0,0,1,0,1011889,The Hospital for Sick Children,Canadian Non-Profit Making,Governmental,Africa,GH,GH,Ghana,0.8,12281,207966.24
2009/2010,B6100,PROVINCIAL,2,0.1,Health policy and administrative management,Closed,S064736PRG,0,2,0,2479963.0,0,S6212,2479963.0,0,1,0,0,0,1,0,1011889,The Hospital for Sick Children,Canadian Non-Profit Making,Governmental,Africa,TZ,TZ,"Tanzania,Un Rep",0.1,12110,2888.42
2009/2010,B6100,PROVINCIAL,2,0.9,Health personnel development,Closed,S064736PRG,0,2,0,2479963.0,0,S6212,2479963.0,0,1,0,0,0,1,0,1011889,The Hospital for Sick Children,Canadian Non-Profit Making,Governmental,Africa,TZ,TZ,"Tanzania,Un Rep",0.1,12281,25995.78
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,11110,6074.594292
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,11230,6074.594292
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,13040,6074.594292
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,14031,3037.297146
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,14032,3037.297146
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,15150,54671.34862999999
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,15160,24298.37717
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,25020,12149.18858
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.136,31120,6074.594292
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,11110,1295.317901
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,11230,1295.317901
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,13040,1295.317901
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,14031,647.6589502999999
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,14032,647.6589502999999
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,15150,11657.8611
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,15160,5181.271602000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,25020,2590.6358010000004
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,0.028999999999999998,31120,1295.317901
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,11110,5359.93614
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,11230,5359.93614
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,13040,5359.93614
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,14031,2679.96807
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,14032,2679.96807
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,15150,48239.42526
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,15160,21439.74456
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,25020,10719.87228
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.12,31120,5359.93614
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,11110,7459.244462000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,11230,7459.244462000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,13040,7459.244462000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,14031,3729.6222310000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,14032,3729.6222310000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,15150,67133.20015
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,15160,29836.97785
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,25020,14918.488919999998
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.16699999999999998,31120,7459.244462000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,11110,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,11230,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,13040,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,14031,1786.6453800000002
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,14032,1786.6453800000002
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,15150,32159.61684
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,15160,14293.163040000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,25020,7146.581520000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,2,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",0.08,31120,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,11110,2679.96807
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,11230,2679.96807
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,13040,2679.96807
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,14031,1339.984035
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,14032,1339.984035
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,15150,24119.71263
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,15160,10719.87228
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,25020,5359.93614
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,0.06,31120,2679.96807
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,11110,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,11230,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,13040,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,14031,1786.6453800000002
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,14032,1786.6453800000002
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,15150,32159.61684
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,15160,14293.163040000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,25020,7146.581520000001
2009/2010,B6100,VOLUNTEER SENDING AGENCY,1,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.08,31120,3573.2907600000003
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,11110,294.7964877
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,11230,294.7964877
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,13040,294.7964877
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,14031,147.3982439
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,14032,147.3982439
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.45,Democratic participation and civil society,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,15150,2653.168389
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.2,Human rights,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,15160,1179.185951
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.1,Privatization,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,25020,589.5929754
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,Agricultural development,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.0066,31120,294.7964877
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,Education policy and administrative management,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.0266,11110,1188.119178
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,Basic life skills for youth and adults,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.0266,11230,1188.119178
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.05,STD control including HIV/AIDS,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.0266,13040,1188.119178
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.025,Basic drinking water supply,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.0266,14031,594.0595889
2009/2010,B6100,VOLUNTEER SENDING AGENCY,3,0.025,Basic sanitation,Closed,S064737001,0,0,0,1893322.69,0,S6222,1893322.69,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.0266,14032,594.0595889
