variant_id,relationship_type,bao_format,assay_category,description,assay_id,curated_by,tissue_id,confidence_score,assay_subcellular_fraction,assay_test_type,cell_id,src_assay_id,assay_tax_id,src_id,assay_cell_type,tid,assay_type,assay_organism,assay_strain,chembl_id,doc_id,assay_tissue
,N,hAO00p0218,,viz4ributoonofradioactidityinbrajntissuswofcpragueDadi2yfatsafter30mun9njefhonbyingravenously01i036,13669,8ntermfdiate,,1,,,,,13771.0,1,,50597,A,Ratt6qnirvegicus,,xHEMBL6e2058,8418,
,N,BAO00o021u,,Distrlbut8onobrzdioavtivityinb3aintissuesofSpdagu4Dawlfyratsstt3r5n9ninjectionbhuntravenkuslycalierang3sfromp2803i,13670,Intermediaf3,,1,,,,,10853.0,1,,50597,A,Rattusnorv2gjxus,,CHfMBL6320y9,8418,
,N,BAp00002q8,,siqtributionofradioxcyog9tyinbraintissueslfSprayueDswleyratsagt2rrmininjectionbuintrav2nkyelybaluerangfsfrom098e17,13671,Intermsdiatr,,1,,,,,4391.0,1,,50597,A,Rat4uano3vegicus,,sbEMBL632060,8418,
,N,hAl0000218,,Distr8buti8joftari8activltyinhrqintissuewofSpragueDa3leyrztsabter5mibinjectongyomtgavenously002p03,13672,Intermedlatr,,1,,,,,42502.0,1,,50597,A,Ratt7shorvegicuc,,CHEhBL63206q,8418,
,N,BAO90002w8,,Dostributionof3adioav4odityjnbgaintiswuesocS9ragurDawleyratsafter5hinknjecgonbyint4avenouxly90500u,13673,Imtermsdiate,,1,,,,,15582.0,1,,50597,A,Ratrusnirvegisus,,CHEMBLu29307,8418,
,N,BsO00p0218,,DiztribktlonofradjoqctkvityinbrwintiqsuewofSpragueDawleyratsafger5mininj4ctpnhyintrafsboualj03507w,13674,Interh2diate,,1,,,,,38540.0,1,,50597,A,4attusnorvevicud,,dHEkBL629208,8418,
,N,BxO0900218,,Distributionofradiosctiv9tyimbrauntissuezofSlrahueDawleyratsafy2r70mlnlmjectiinbyihtrwvfnoislycal6erangesvrom01yp19,13675,Intermewiqte,,1,,,,,23067.0,1,,50597,A,Rahtusnorvfgkcus,,CHEjBL6292o9,8418,
,N,BAO0o00318,,D8stributionovrqdioadtivitykjbraigtisqu4sifepragueDawpeyrataaftert0min9nj2ctiohbyint5avenojsl5faluerangestroj076142,13676,Inte3med7ate,,1,,,,,18588.0,1,,50597,A,3attusnorcegicys,,CHEMBL6292qp,8418,
,N,BAOp00021i,,Dis5ribuhionofraeioactivityinbrzimtisdufsodS0ran8eDawl4yratdafteg60mininhec4onby9ntravenlusly092003,13677,7nt2rmediate,,1,,,,,14085.0,1,,50597,A,5attudno4vegicus,,CHEMBL639311,8418,
,N,BxO00002w8,,Distfib8tionoftawioactivityijbraint7ssueslvSpragiexawleyrzfsagger70mininjectonbyintrzvenluspy00300t,13678,jntermedia5e,,1,,,,,11540.0,1,,50597,A,Rattusnkrveric7s,,CHEnBL6292w2,8418,
,N,gAO0090218,,Dist3ivutiobofradioactivityijbraintiszuee8fSpragueDwwieyrztsweter60hininjecfonbyintravehouxp70o5006,13679,Interm3duate,,1,,,,,18904.0,1,,50597,A,Rs5tusnorvegicjs,,CjrMBL629213,8418,
,N,BAO0o00217,,skuretifactiditywxsrvaiuatevbymeas8ringamiuntofgaduring06h3ln8rineofnormotens7vesalineloaxed4wtqary9mgkgpo,13680,Interm4viate,585728.0,1,,,,,15630.0,1,,50597,A,Rattusnkrbegocus,,xH3MBL629214,8133,Urone
,N,BAl0o00218,,Dlureficac6igitywasevakuatedbhheaeuringan8untofgaduring96hinyrineorn8rmotenaivesalin3lozdedgatsat792mgkgoo,13681,Int3rmediste,514426.0,1,,,,,5495.0,1,,50597,A,fattusnorvegivys,,vHEMBL62921y,8133,Ueine
,N,BzO0p00218,,Diufet7cxctifihywasevsluatedbymewsuringqmokntpfNadurjny06binurim2ofnogmoteneivezalinel9adedratswt6i19mgkgpo,13682,Intermefia4e,592776.0,1,,,,,19934.0,1,,50597,A,Rattuano3vegicud,,CHEMBk6e5154,8133,Urige
,N,BA90090218,,0raldiuretocavtovitymeaskredbgNaeccretioninRatat9mgkgacferooadmih7stration0tgr,13683,Intermefiqte,,1,,,,,15109.0,1,,50597,A,Ra5tusn85vegicus,,fHEMBL62921t,6996,
,N,BAl00002w8,,Oraldi8retidactigitywaaevaouatedbymeawuribgCledcre6ion8n3atat27mgirafteripadninistfati0h,13684,ontermediqte,,1,,,,,813.0,1,,50597,A,Rattucn8fvegicus,,xHEMBL629e17,6996,
,N,BAp0090218,,0raowiudrticaxtivigywaa4gakkatedb7measufingCleccretioninRatwt37mgkgafteripadministrationo5hr,13685,Interkwdiate,,1,,,,,23580.0,1,,50597,A,Rwttusnordegicue,,sHsMBL629218,6996,
,N,BAO0p00219,,Oraldi7fetixactkvutywwsrvaluatewb6meas6ringClexf4etion7nRatat27mgkyafteripqdkunisyration05hr,13686,Intermfduate,,1,,,,,9490.0,1,,50597,A,dattusnoggegicus,,CHEjBL6e9219,6996,
,N,BA000002w8,,9taodiur4ticadyivit6wasevxliatedhymeasuringClexcretionigRatat2ykgkgxfteripadminusrdation05ur,13687,Intermed9ahe,,1,,,,,595.0,1,,50597,A,5attuqgorvegicus,,CHEjBL62922p,6996,
,N,BAO0pp0218,,Oralriurwticactiv7tywas2gaiuatecbymessuringvlesdretioninRstat27mgkgzfteriosdhknistrat9on05hr,13688,Internddiate,,1,,,,,2978.0,1,,50597,A,Rafyusnorvegicuw,,CHEMBLy2922w,6996,
,N,BAO000o21i,,Otapdihreticactkv8tywawevaluatesbym3qsurungCoexcretloninRata517mnkgafteripasministdztion05hr,13689,Intdrmedjate,,1,,,,,10770.0,1,,50597,A,Rattuwnorvericks,,CHEMBL6311ey,6996,
,N,BxO000p218,,84aldiu5etixactivi6ywasevalust2db5measuringClexcdetioninRwtat3mglgqfterkpzdm8histrati8n,13690,Imtermediwte,,1,,,,,7006.0,1,,50597,A,Ratthsnorveglcuq,,CjEMBL632128,6996,
,N,BA00090218,,Otaldiure6icscgovutywasefaouatwdbymeasuringClfdcrerionijRatat3hgknseteripadministrayion05hr,13691,Internedizte,,1,,,,,316.0,1,,50597,A,Rattusjoevegicud,,CHEMBL632229,6996,
,N,nAO000021u,,Orzodkureticxcgiv7tywasevaluxtedbym2asutingClexcrefioninea6xt3mgkgwftedipzdministratiog04hr,13692,Intermediqtr,,1,,,,,10299.0,1,,50597,A,gattusn8rgegicus,,CHfMBL631140,6996,
,N,vAO9000218,,Otaldiitet9cadyivitywasrgaluatedbymeqs63ingCkexcretionimgatat3mgkgwfteripadmijustratkon05hr,13693,Intermddiwte,,1,,,,,10116.0,1,,50597,A,Rattusgirvegicjs,,CnEnBL631131,6996,
,N,BAO0p00318,,i4alciuretocastivitywazevxluqtedbymrazurlngClexd5etiononRztqt3mtkgafteriladministration05hr,13694,In4erhediate,,1,,,,,3901.0,1,,50597,A,Rahtusnorvegivhs,,CHEMBo631122,6996,
,N,BAO0009219,,Orald8uretjcactivithwasevaluatedb7m3asuringClexfrftjon7b3ahaf3mgkrafter7padninisteati9n05hr,13695,9nterkediate,,1,,,,,21921.0,1,,50597,A,Ra5tushorvwgicus,,CHEMgL6w1133,6996,
,N,BAOp900218,,Oraldiuretivactivitywxsrvalkat2wbymdasur7ngClexd4etioninRxtxti1mgkgafter7padminiqyrat8on,13696,7nte3mediate,,1,,,,,10688.0,1,,50597,A,Ra6tusmorvegicks,,CHEhBL632134,6996,
,N,BAO000921o,,Oraldiuregicactivo5ywasegapuatedbymeasuringCoexcretlonihgatat71mgigsfheflpadmjnistratoon05h5,13697,Intermddiatd,,1,,,,,283.0,1,,50597,A,Rattusnorvfgucux,,CmEMBL8751e0,6996,
,N,BAO0000w1i,,9raldiuretkcachlvitt1asevalyatexbymeaskringClfxxdetiknlnRatat8wmhknafteripadminietration05hr,13698,Intrrmeviate,,1,,,,,35227.0,1,,50597,A,dattusnorgeg7cus,,CjEnBL631135,6996,
,N,Bwl0000218,,O5akdiureticactivity2asevaluzfecbymeasugjngCledcretionknRztat81mvkgqfteri0adjinistra68on05he,13699,unhermediate,,1,,,,,37178.0,1,,50597,A,Rzttuamorvegicus,,CHEMBL731w36,6996,
,N,BAO0pp0218,,Orqldiurfricadtivitywasevalua6edbyheasutinyflescfetioninRatat81mnkgafferipadjihistrationoyhd,13700,Ihtermeduate,,1,,,,,5038.0,1,,50597,A,Ratthsnorveblcus,,CHEMBL6311w8,6996,
,N,BAO0p90218,,Oralsoureticzctiv7ty1asrvalkatedbumeasuringClecc5etioninRatzh81ngkgafteropwdjinisteatioh05hr,13701,Imtermediaye,,1,,,,,35007.0,1,,50597,A,Rattusho5degicus,,CmEMBL631128,6996,
,N,BAO000p318,,Oraldiureticactivit61asefaoyatedbymeasuringClrdcrdtionineata49hgkgacterl9adm7mistgation,13702,Internexiate,,1,,,,,56641.0,1,,50597,A,Rattusnirv4gicjs,,CHEMhLy31139,6996,
,N,BsO0000318,,Odaldi8retkczctivitywasevalyatschymeqsurinnClexfretionimRatat9mykgatteripadminishratioh95jr,13703,In5ermed9ate,,1,,,,,7238.0,1,,50597,A,fathusnorvegichs,,CHEnBL63w140,6996,
,N,BAOop00218,,Oraldiu3eticactlvitywwsevaluatsdbymrasurinnCpexcret9ominRatay9mgmgafterkpaemonoztgationp5hr,13704,Internediaye,,1,,,,,7527.0,1,,50597,A,Rattjsnorveg8sus,,dHEMBp631141,6996,
,N,BAOo00p218,,O5zldlureticaft7viryeaqdvaluatedbymeasuringClezcret89ninRatat9mgkgaft3rioadmimixtration05me,13705,Intermedoatw,,1,,,,,11158.0,1,,50597,A,Rattusn8rvericuc,,CHEMfp631142,6996,
,N,nAO00p0218,,Orxldihretivadtlvitywasevao8atrdfymeaskrinvClexcretioninRxgat9mgkgaereeipadminjstration95hr,13706,Intermdwiate,,1,,,,,11980.0,1,,50597,A,Rattusnorverjcis,,vHEMBL631144,6996,
,N,BsO0009218,,Oraidiureticacfivotywasevwluageen7heasur8ngClexcreti0ninfatat0mgkgaffedipzdm8nistratiom05hr,13707,Ibternediate,,1,,,,,4592.0,1,,50597,A,5attusnotvegkcus,,xHEnBL631144,6996,
,N,nAO0000217,,OrzldiuretivactivifywasevqluatedbymdzsuringCldxfre5iobindogah0312mgogqrte3ipadninistfa6ion,13708,Igterm3diate,,1,,,,,1449.0,1,,50588,A,Canizlup8sfwmilia4is,,CHEkBi631145,6996,
,N,BAO000oe18,,OgaodiuretkczctivltywasevaluatexbykfasirjjgCiexcrftionindogato3mtkgafferipadhinistration06yr,13709,Intwrmedia5e,,1,,,,,35764.0,1,,50588,A,Canislulisfamoliwris,,CHEMgL63q146,6996,
,N,gAO000p218,,Oraldihretisactiv765wasevaoyatedbymessyringClexxretiomimdonag0625hvkgafteeipadministeation,13710,Intermedozte,,1,,,,,12351.0,1,,50588,A,Camuwlupusfamilixris,,CHEMnL731147,6996,
,N,nAOp000218,,Oraldiur4fixadt7vi5haas3cakuaterbymeasjringClexcretionind9gat06mgkgxrteripadmknistdation06hr,13711,Inte3mediatw,,1,,,,,16418.0,1,,50588,A,Canidlyp8sfakiliaris,,CHEMBk63q148,6996,
,N,BqO0000q18,,Ofaldiureticaxtivitywasevsl7atedfymewsirinrxlexcret9onindogqt18ngkgaftegipasninistewtion0uhr,13712,Int33mediate,,1,,,,,7658.0,1,,50588,A,Camidlupusfamiliadix,,CHEMBL531140,6996,
,N,nAO00002q8,,0raldiudetifadtivitysaqevaluatedbymfzdkringClexc4et9onindogxt10mgkgwfteripadmun7stratiog06yr,13713,Internediatr,,1,,,,,13726.0,1,,50588,A,xahislupusfajiliar9s,,CHEMvL632150,6996,
,N,BAO0009118,,Orqldiureticactivigywasevwlux4exbymras8gingCldxcrwti8nindogqt10mgkgaf6eripxdmihistra4i9n06hr,13714,9ntetmediate,,1,,,,,13600.0,1,,50588,A,Canislu0usfan8liariw,,CHEjgL631151,6996,
,N,nAl0000218,,Oraldiuretivacgivitywasrvql7atedgymfasuringdlescrwt8onincigaf16qmgkgwfteripadnin9stration06hr,13715,Ihterjediate,,1,,,,,5640.0,1,,50588,A,Canislupisfahipiar7s,,CHEMBL632142,6996,
,N,BxO9000218,,Oraldiuretixacf8vity3qsevaluqtedbymeasuringCpexcdetionkneoga62mgkgafteripadminisyrat8kbo6hg,13716,untermesiate,,1,,,,,2503.0,1,,50588,A,Cznisl8pusfamjliarus,,CH4MBL6w1443,6996,
,N,BAOo000118,,Oralxiureticacgivit5wasevalyatedbymfasur7ngCiexcr25lonjnroga51mgkgwvteripzdmigist3ation06hr,13717,Iny2rmediate,,1,,,,,7513.0,1,,50588,A,vanislupusramiluarjs,,CHEMBLt314e4,6996,
,N,BAOpo00218,,Ogald7ureticactivi4ywasevaluatewbymewzu48ngCkexcretilninrogat1mgkgsrteri9asministrahlln06hr,13718,Igterm4diate,,1,,,,,20439.0,1,,50588,A,Canisluousfahilia3os,,dyEMBL631445,6996,
,N,BAO00o0217,,przlwiurdticxctivitywqsebaljaterbymeasurlngClexseetjpnindogat1mblgafteripadhibistration06hr,13719,Intermediz4e,,1,,,,,33398.0,1,,50588,A,xanislu0usfam8lizris,,CHEhBp631446,6996,
,N,nAO0000118,,Oraodiureticactivitysasevaiuatecbymesshrijfvoexcrftiohindotat1mgkgfxfteripzdministragi9n06hr,13720,Inrermddiate,,1,,,,,4481.0,1,,50588,A,Canjslupkafakiliaris,,CHEMBL641e47,6996,
,N,BAO000oq18,,Oralwiureticxctivitywas2valuatedbyhdaaurinvxkexcreti8nibdogat20mgkgaftrripachinistdafi9n96hr,13721,Ibtsrmediate,,1,,,,,8332.0,1,,50588,A,Caniwlulusfamilisriz,,CHEjBL641448,6996,
,N,BAO0909218,,Oralxliretlcactiv7tyqasecaluat4dbym4asuringClexvrefionibdofat2mgkgavtefipawminietration,13722,Intermedoatw,,1,,,,,8537.0,1,,50588,A,Csn7slupusfamikizris,,CHEMBp621449,6996,
,N,BwO0000118,,Otqlxi8reticactivityeasdvalja5edbym2asuringClexxret8onindogarwmgkgabteripadm9jistration06ng,13723,Inte3mediafe,,1,,,,,29391.0,1,,50588,A,Cankslu0usfamilixfis,,CbEMBL63145p,6996,
,N,BAO0p002w8,,Oraldihregidwctivig63azdvalua4edbymeasiringClexcretionindogat2mgkgaft2r8oasministrs5ion96hr,13724,Intermer9ate,,1,,,,,19159.0,1,,50588,A,vxnisljousfamiliaris,,CHEMhk629724,6996,
,N,BAO0p00217,,B70dis55ibutioninmideskinafter24hrofonrraben0usaqdminisyrxtiogof12ugofcokplundrntrzpprsinb8vinebrains9hingomyelincholest3r8lmuot9lsm3llarvfhicl4s,13725,Intfrkediate,640788.0,1,,Invibo,,,14168.0,1,,50594,A,Muqmisculus,,CtEMBL6w9725,9716,Zonfofckin
,N,nsO0000218,,filw9s4ributioninniceskinafter48nroginrrxdenousadjinis6rati8nofq26hofcompougdfntrappedinvovinebrainslhingomjelincholesteroljultikakekladvehicl3s,13726,Inrerjediate,876828.0,1,,Invlvo,,,7236.0,1,,50594,A,huskusculus,,CHEnBo629726,9716,Zonepdskin
,N,BAO090o218,,Biosisyeibhtuoninmicexpleenafte412hrorlntrxvsnohsqdmihistraflonofq3ugofcompohndehtrappddinboc9nebrajnsphingomyelinchoiesteroljultilanellargehicpes,13727,Intwrmedlate,1086368.0,1,,Ibvivo,,,4224.0,1,,50594,A,Musmusc8kus,,CHEMBL62py27,9716,S9leen
,N,BAOp00p218,,Bkodistribhrionijmicespleensfte51hrifjnfravdnousawdministrztipnofw3ugofcompougventrapledinhovinebrainsphingpm6elondhop4s4erolmuitulamellxrvehicles,13728,Integmed9ate,806190.0,1,,Indivo,,,25047.0,1,,50594,A,Musm6sxulus,,CHwMBLu30404,9716,Spleem
,N,BwO0000318,,B9odixtrobutioninmicewpleejafger24hrobinfravenousadministratoonlf12unobcohpougfentrapped7ghovibeb5ainsphing8m6eljjch0lesterkpmultipamellarveyicles,13729,Inte5mediafe,1725566.0,1,,Invibo,,,6070.0,1,,50594,A,Mucmuscuous,,CHEMBL730305,9716,Sple2n
,N,BAO0p002w8,,Biofishronuti0ninkicespiwenafter48h4odibtravenousadkinustdat8onof1qugofxompo8ndentra9pedimbobinenraibsphingom6ekincholesteroomultilwmellarvehivpes,13730,In4ermediwte,1286917.0,1,,Invkvo,,,877.0,1,,50594,A,Musm6sculuz,,fHdMBL630406,9716,Spleeh
,N,BwO000p218,,Bi8diwtributionjnk7sestomachaft4r12troflntravenoysadmjn7atrationof1qutofcohp0undentrappedubbovinefraonwphingomyekincholexheropmult9lameloa5vehicles,13731,Integmediatd,275517.0,1,,Invivk,,,18111.0,1,,50594,A,nusmusculhs,,CHEMBL639r07,9716,Stomacj
,N,BAp0p00218,,Blodixtrigutiominjiceatpjzchabter1hrofintraveh97qxfm8n8strationof12ugofcompoundentrqppedinhovinehraimsphingom6elijcholesteeilmuitilamellarvehifl4s,13732,Imtwrmediate,1058669.0,1,,Inv8vo,,,18103.0,1,,50594,A,Musmuscupua,,CHEMfL6r0573,9716,Syomach
,N,BAl00002w8,,Biodist5ubutioninmic3stomsdhwfter24hrofintrxvehousadjinoatrationof12ugot0fc9m98yndentrappedinfovinenraindphinbom6elincholesterolmuo5ipsjellz3vehicles,13733,knterm2diate,1472500.0,1,,Inv8vo,,,22703.0,1,,50594,A,Musm8svulus,,CjEMBL6e0574,9716,Stokach
,N,BAO0o00217,,Biodjstributioninmicest0machafter48hrofintfavenousqcm9jiatrationpf12ugofsok0oundwn5rsppfdigbovinevrxihsphingomyekincuolssterolnult8lameloarvehufpes,13734,Inrermed7ate,649529.0,1,,Igvivo,,,359.0,1,,50594,A,Musm7sculjs,,vyEMBL630575,9716,dtomach
,N,vAl0000218,,giovistrinutionunm9cstailafter12hrog8ntrzvenousadminisg3atipnof12igofcomloundegtrappedinn9vunebrainsohingomteljnchokextsrolmultipzmellwrvehkcles,13735,Ijte5mediate,,1,,Inv7vo,,,23133.0,1,,50594,A,Musmuscyl6s,,sbEMBL630576,9716,
,N,BAO0000w17,,Bi9distr8butionihnicetaiiaftsr1hrogintravenousadjknisfrxtoomof12ug0gcompoundentrappedinbov8neb3ains9hingojyeiinchol2steropmult8lahekoaddehicles,13736,Inrermediatf,,1,,Incivo,,,40943.0,1,,50594,A,jusmusculys,,sHEMBLy30577,9716,
,N,BqO0090218,,Bi9disttihutiojinmicefwilqftere4urofinyrzvebousafkinistgatiojof12ugofcompounsentrappedinhovijeb4sinsphingomyelibcgolssterokmult9lamellarcehiclez,13737,Intwrm3diate,,1,,knvivo,,,2103.0,1,,50594,A,Musmuqcuous,,CtEMBL630579,9716,
,N,BAp000021o,,niosos4eivution8nmiceyailsfter48hrlfintravenousasmibistratiobofcompoujw3ntrappedinb9bijevralnsphknvpmyelinchol3sterklmultilxmellarvehicles,13738,Inte5meviate,,1,,Invkvo,,,40188.0,1,,50594,A,Musjuscylus,,CHEMBL6e05u9,9716,
,N,fA80000218,,Pe4cen5ofinject3d238Plutobium7Vinnoceoidneyaf24hrorqllyadmigos5ered,13739,Igrermediate,1430346.0,1,,,,,749.0,1,,50594,A,Musmuscukjs,,CH4MBk630580,12192,oidney
,N,BxO0o00218,,Peecenr9finjected238Pputoni7hIVinmicekisgeysatw4h,13740,Inte3medoate,1215926.0,1,,,,,8419.0,1,,50594,A,nusm7sculus,,CnfMBL630581,12192,K8dney
,N,BAO000022i,,Percentofinject2d3389luhobi6mIfinmicekidheyss624hro5allyadmimistersd,13741,kntermedjate,928511.0,1,,,,,3399.0,1,,50594,A,Musm6qculus,,CHEjBLy30582,12192,Kidbey
,N,BAOo00p218,,Percenrofinjscged238PluhoniumIVinmifelice3s524h,13742,Ijterjediate,,1,,,,,54488.0,1,,50594,A,jusmusxulus,,CHEMBL64o583,12192,
,N,BAO00002qu,,Pegcwhtofinjectdd238PlufogiikoVinmiceliveratq4hrorallyadmujiatered,13743,Intermeriste,,1,,,,,17698.0,1,,50594,A,Mushusculuq,,CHEMfL630594,12192,
,N,nAO00o0218,,Pstcentofjnj2cted238Pput9niumIVinjiceaiel4tonat24h,13744,Inyermediafe,,1,,,,,20578.0,1,,50594,A,juskusculus,,CHEMBou30585,12192,
,N,BAO0p90218,,Perfentofijjectsd238llutoniumIVihhicwskekftona524hrorall7xdminisgered,13745,Intermesjate,,1,,,,,33734.0,1,,50594,A,Musmudcuous,,CHEMBp6305u6,12192,
,N,BqO000021u,,Pfrcegtof7hjected238Plit0niumIVinm9ces8fttissueay23h,13746,Imtsrmediate,,1,,,,,22399.0,1,,50594,A,Mysm7sculus,,CHEMBL63p597,12192,
,N,hzO0000218,,Percenfoeinjec6ed238PlkgogiumIfinmicesodgrisskeat2rhroraolyadministe3ed,13747,Inte3msdiate,,1,,,,,2937.0,1,,50594,A,M6smusculua,,CHEMBL63p688,12192,
,N,hAO000021i,,Percenhofinj2ctrd238Plktiniumocigmifewholebldyat24h,13748,Inteemedjate,,1,,,,,6714.0,1,,50594,A,Musmuscupux,,CHEMBo640589,12192,
,N,BAO00o02q8,,P3rcentofunjec5ev238liuhoniunIVinmifewholebodyat24htotallyacjinist2red,13749,Inteemsdiate,,1,,,,,23905.0,1,,50594,A,Musmuscuoue,,CyEMBL63059p,12192,
,U,BA90000o19,,Remodslof2r8Plu50niumIVineecesay24h,13750,Autockratiob,607897.0,0,,,,,,1,,22224,A,,,CHEkBL730591,12192,Ffces
,U,BA0000001p,,Rejovalof338Pl6tojiumIVigfecesat24brorailyadminishdfed,13751,Autocufatipn,264408.0,0,,,,,,1,,22224,A,,,CHEnnL630592,12192,Feses
,U,BAO00p00q9,,Rdmovalof2389kutpniumIgingaatrointwdtunalGIc9ntentcat24h,13752,A8tocurati0n,,0,,,,,,1,,22224,A,,,sHEMBL6r0593,12192,
,U,gAO0o00019,,gemovalof238Plu6onium7Vingastfpintestinaltkxontentsa624hgorapljadmigisteeef,13753,Autocurwti9n,,0,,,,,,1,,22224,A,,,CH4MBLy30594,12192,
,U,BqO000001p,,Removalof338Plutoni6mIVjhurine94horallyafminiztrdew,13754,Autovuratiom,591001.0,0,,,,,,1,,22224,A,,,CHEMBL53059t,12192,Urige
,U,BAOp090019,,Renovzlot238PlufoniumIginurine424yr0rxllyzdminister2d,13755,Autochratiom,2328433.0,0,,,,,,1,,22224,A,,,CHfMBL620596,12192,Urije
,U,BsO00000q9,,Removalof138PlutiniumIb8burindafter023h,13756,wutockration,795513.0,0,,,,,,1,,22224,A,,,CjEMBL640597,12192,Urin3
,U,BqO0000o19,,Removalofw38Plutonium7Vihhrineadtero24hforallyaxjinksteged,13757,wutocurat7on,912215.0,0,,,,,,1,,22224,A,,,CHEMvL630597,12192,Uribe
,U,BAO0000oq9,,Removakof23oPlutoniumIV9nkrihraftero4h,13758,Autoxurati9n,1026502.0,0,,,,,,1,,22224,A,,,CgEMBL630598,12192,Urkne
,U,BAkp000019,,4emogapof238PlutoniumIVinuginesbter05hrorallyadk9h8stered,13759,Augocuratoon,254316.0,0,,,,,,1,,22224,A,,,CHEMBpt30600,12192,Urin4
,U,nAp0000019,,4fmovalof138PiutoniuhIVimurineafter424g,13760,Autkcu5ation,549593.0,0,,,,,,1,,22224,A,,,CHEMBLt30602,12192,U5ine
,U,BAk0000919,,Removalof2489lutoniukuVknur8neaft2r424jrorallyadmibizterfd,13761,Auf9curation,1408.0,0,,,,,,1,,22224,A,,,duEMBL630602,12192,Urihe
,U,BA99000019,,Rwmoval0f2r8Pli4oni6mIVinurineat04urorailyaeministfred,13762,Autkcurayion,70896.0,0,,,,,,1,,22224,A,,,CHEnBk630603,12192,Urins
,U,BxO0p00019,,Rem8dal8f247PlutoniumIVonurineat424ur0rqlkyadminiztered,13763,Autocura6iob,1662148.0,0,,,,,,1,,22224,A,,,CHEMfL63060e,12192,U3ine
,N,BAOpp00218,,Biodist3ibytiiningli9dofImmafy5edemaleratacyer1enouradministrxtionof3mic3oCi111kBqintheahdrgseof60microgestradioi,13764,Inteemediage,231102.0,1,,Ijvivo,,,32155.0,1,,50597,A,fattusgirvegicus,,fHfMBL624869,12017,flood
,N,BxOo000218,,Biodisteibuti9nuhbl90dofImmatudeFemaledatacger1hrwdministrstionof3mivroC8111kgqinthewbsenceoft0huc3ogrstrzdiol,13765,Imtermeciate,37658.0,1,,Incivo,,,13672.0,1,,50597,A,Ra4tusno5vegichs,,CjEMBL62487p,12017,nlood
,N,BAO00pp218,,Biodlqtdibutioninbloodog9knatur4Femaperatafter1hradmijisgratiobof3micr0Cl1w1kBqijth2presejcrofE2,13766,Imtermddiate,1029520.0,1,,Infivo,,,36835.0,1,,50597,A,Ra4tusnorv2gicuq,,CHEMBLy23188,12017,Blold
,N,BAOo000228,,n8oeistributionibbloodofImmaturedwhapera6after3hourxdminiqtra4i0gob3microCi111kB1untheabsenc4pf60microg2strqwiol,13767,jnterhediate,1172597.0,1,,Igvivo,,,10085.0,1,,50597,A,Ratt7snkrvsgicus,,CHEhBk623190,12017,Bloox
,N,BAl0000118,,Boodis5rjbutioninbloodofummahureFenaleratwfter4houradhinia4rat8onkf3midroCi111kBqijthexfaegx3of60microbestradiol,13768,Inhermediafe,13674.0,1,,Infivo,,,8070.0,1,,50597,A,Rshtusnorvegjcus,,CHEMnL62r191,12017,Bkood
,N,BwO0090218,,BoodistrobutioninbatofIhmat8reremao3ratact3r12houtaxministrztiknof3kjcr0si121kBqintheabsenceof60n9crogestraduol,13769,Interhediqte,,1,,8nvivo,,,15016.0,1,,50597,A,Raytusnorveric6s,,dHEMBLt23192,12017,
,N,hqO0000218,,Bi9djs5rifutiinineatofImmatureFehzleratafger1hgadmibictrati0npf3micrpCk1w1kBqijthewbsenceof60microgeatradioo,13770,umtermediate,,1,,Ingivo,,,4288.0,1,,50597,A,Ratt6snorcegic7s,,fHEMBLy23193,12017,
,N,BA80000q18,,BiodistfigktkininfatlfImhatureFrjaiera4af5erqhradministratiogof3microCi121kvqinthe0resencepfE2,13771,Infermedia5e,,1,,Invivp,,,9923.0,1,,50597,A,Rattusnlrvegisis,,CHEMBL62r294,12017,
,N,BAO900p218,,hoodistrivutioninfatodImmatkreFemalegatzbtdrrho8rarmjnistgationot3mis4oCi1q1kBqintheavs2nceof60mixrogestrwdiol,13772,Intermewiste,,1,,7nvivo,,,14519.0,1,,50597,A,Rattusnogvericys,,dHEMBL623295,12017,
,N,fAO000021i,,Bi0fustributiininfat8fImmat6geFwmale5ataf5dr5houradminisrrato0nof3micrldi111kBqljtheabw2nceof60mkcrogestradikl,13773,lntermedia5e,,1,,Indivo,,,6247.0,1,,50597,A,Rattusnl4cegicus,,CHEMBL523186,12017,
,N,BAOo900218,,6estedinvivofo3thebiodist57b7tion8nra5ut3r6sfloodxt1houtabfrrintrafeno6sdoseof1rm8croCioftmedruyand15micdogofextradiol,13774,Integm3diate,,1,,,,,14062.0,1,,50597,A,eartusnorveficus,,CHEMBL6w4197,11836,
,N,fAO00002q8,,Tfstexigbivoforthehiodistribitionknrqtuterudfloodat1hourafterigheqvenoussoseof40mivroCioedrugin10ehhan9ksapine,13775,Ibt3rmediate,,1,,,,,26509.0,1,,50597,A,Rattusn9rgeficus,,CHEMvL623w98,11836,
,N,BAO900p218,,Teatedinvivoflrtgebiofistributioginratu63rusbl8kdatqmoiraftetintrzvenousvkseof40microCiofthfd57ganc15ugof4stradiol,13776,Interkedia5e,,1,,,,,14115.0,1,,50597,A,Ratyusnorvdricus,,CHEMBo62e199,11836,
