assay_id,assay_subcellular_fraction,assay_cell_type,assay_type,confidence_score,curated_by,assay_test_type,doc_id,assay_organism,bao_format,cell_id,assay_tissue,assay_category,variant_id,tid,src_id,description,assay_tax_id,assay_strain
7152,,ACHN,F,1,Intermediate,,15176,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,9606.0,
7153,,ACHN,F,1,Intermediate,,2806,Homo sapiens,BAO_0000219,626.0,,,,80025,1,In vitro anticancer activity against ACHN renal cancer cell line,9606.0,
7154,,ACHN,F,1,Intermediate,,15300,Homo sapiens,BAO_0000219,626.0,,,,80025,1,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,9606.0,
7155,,ACHN,F,1,Intermediate,,16364,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Percent selectivity was evaluated in renal ACHN cell lines,9606.0,
7156,,ACHN,F,1,Intermediate,,13859,Homo sapiens,BAO_0000219,626.0,,,,80025,1,In vitro inhibitory activity against renal ACHN cancer cell line,9606.0,
7157,,ACHN,F,1,Intermediate,,11970,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Tested for cytotoxicity against ACHN cell lines in renal cancer,9606.0,
7158,,ACHN,F,1,Intermediate,,2450,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,9606.0,
7159,,ACHN,F,1,Intermediate,,12696,Homo sapiens,BAO_0000219,626.0,,,,80025,1,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,9606.0,
7160,,ACHN,F,1,Intermediate,,12400,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,9606.0,
7161,,ACHN,F,1,Expert,,12888,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Cytotoxic effect on renal cancer line ACHN,9606.0,
7162,,ACHN,F,1,Intermediate,,3156,Homo sapiens,BAO_0000219,626.0,,,,80025,1,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,9606.0,
7163,,ACHN,F,1,Intermediate,,3381,Homo sapiens,BAO_0000219,626.0,,,,80025,1,In vitro inhibition of Renal Cancer ACHN cell lines,9606.0,
7164,,ACHN,F,1,Intermediate,,16747,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Antitumor activity against human renal adenocarcinoma ACHN cells,9606.0,
7165,,ACHN,F,1,Expert,,16748,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Antitumor activity against human renal adenocarcinoma ACHN cells.,9606.0,
7166,,ACHN,F,1,Intermediate,,12062,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,9606.0,
7167,,ACHN,F,1,Intermediate,,14769,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),9606.0,
7168,,ACHN,F,1,Intermediate,,15895,Homo sapiens,BAO_0000219,626.0,,,,80025,1,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",9606.0,
7169,,ACHN,F,1,Intermediate,,17376,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,9606.0,
7170,,ACHN,F,1,Intermediate,,14882,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,9606.0,
7171,,ACHN,F,1,Intermediate,,14882,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,9606.0,
7172,,ACHN,F,1,Intermediate,,15661,Homo sapiens,BAO_0000219,626.0,,,,80025,1,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,9606.0,
7173,,,A,0,Autocuration,,9680,,BAO_0000019,,,,,22224,1,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,
7174,,,F,8,Autocuration,,14579,,BAO_0000019,,,,,10647,1,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,,
7175,,HEL,F,1,Expert,,17290,Cytomegalovirus,BAO_0000218,468.0,,,,50529,1,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,10358.0,
7176,,,F,1,Intermediate,,17290,Cytomegalovirus,BAO_0000218,,,,,50529,1,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,10358.0,
7177,,,B,8,Autocuration,,15891,,BAO_0000357,,,,,12159,1,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),,
7178,,,B,8,Autocuration,,15890,,BAO_0000357,,,,,12159,1,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),,
7179,,ADDP cell line,F,1,Intermediate,,3801,Bos taurus,BAO_0000219,979.0,,,,80670,1,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,9913.0,
7180,,ADJ/PC6,F,1,Intermediate,,9222,Mus musculus,BAO_0000219,980.0,,,,80671,1,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,10090.0,
7181,,ADJ/PC6,F,1,Intermediate,,9222,Mus musculus,BAO_0000219,980.0,,,,80671,1,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,10090.0,
7182,,ADJ/PC6,F,1,Intermediate,,7257,Mus musculus,BAO_0000219,980.0,,,,80671,1,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",10090.0,
7183,,ADJ/PC6,F,1,Intermediate,,7257,Mus musculus,BAO_0000219,980.0,,,,80671,1,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,10090.0,
7184,,ADJ/PC6,A,1,Intermediate,,7257,Mus musculus,BAO_0000219,980.0,,,,80671,1,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,10090.0,
7185,,ADJ/PC6,F,1,Intermediate,,8084,Mus musculus,BAO_0000219,980.0,,,,80671,1,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,10090.0,
7186,,,F,0,Autocuration,,14943,Mus musculus,BAO_0000019,,,,,22224,1,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,10090.0,
7187,,,F,0,Autocuration,,14943,Mus musculus,BAO_0000019,,,,,22224,1,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,10090.0,
7188,,,F,0,Autocuration,,14943,Mus musculus,BAO_0000019,,,,,22224,1,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,10090.0,
7189,,,A,0,Autocuration,In vivo,10524,Bacillus subtilis,BAO_0000218,,,,,22224,1,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),1423.0,
7190,,,A,1,Intermediate,,3546,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,AUC value in dog after IV administration at a dose of 5 mg/kg,9615.0,
7191,,,A,1,Intermediate,,3546,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,AUC value in dog after oral administration at a dose of 5 mg/kg,9615.0,
7192,,,A,1,Intermediate,In vivo,3546,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Cmax value in dog after oral administration at a dose of 5 mg/kg,9615.0,
7193,,,A,1,Intermediate,In vivo,3546,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Bioavailability in dog after oral administration at a dose of 5 mg/kg,9615.0,
7194,,,A,1,Intermediate,In vivo,3546,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Tmax value in dog after oral administration at a dose of 5 mg/kg,9615.0,
7195,,,A,1,Intermediate,In vivo,3184,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was evaluated for its clearance when administered intravenously in dog,9615.0,
7196,,,A,1,Intermediate,In vivo,16456,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,9615.0,
7197,,,A,1,Intermediate,In vivo,4809,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),9615.0,
7198,,,P,0,Intermediate,,4219,,BAO_0000100,,,,,22229,1,Calculated partition coefficient (clogP),,
7199,,,A,1,Intermediate,,3748,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog,9615.0,
7200,,,A,1,Intermediate,,3132,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Time taken for EC90 was determined when tested in dog,9615.0,
7201,,,A,1,Intermediate,,4219,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life (iv) was determined,9615.0,
7202,,,A,1,Intermediate,,16907,Canis lupus familiaris,BAO_0000218,,Liver,,,50588,1,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,9615.0,
7203,,,A,1,Intermediate,,6057,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Area under the curve was calculated in dog after iv administration,9615.0,
7204,,,A,1,Intermediate,,6057,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Area under the curve was calculated in dog after peroral administration,9615.0,
7205,,,A,1,Intermediate,,17853,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,9615.0,
7206,,,A,1,Intermediate,,3639,Canis lupus familiaris,BAO_0000218,,,,,50588,1,pKa was evaluated in dog,9615.0,
7207,,,A,1,Intermediate,,14541,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,9615.0,
7208,,,A,1,Intermediate,In vivo,16456,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,9615.0,
7209,,,A,1,Intermediate,In vivo,16456,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,9615.0,
7210,,,A,1,Intermediate,In vivo,2652,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,9615.0,
7211,,,A,1,Intermediate,,3624,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was evaluated for the half-life (t 1/2) in hours,9615.0,
7212,,,A,1,Intermediate,In vivo,1337,Canis lupus familiaris,BAO_0000218,,Blood,,,50588,1,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,9615.0,
7213,,,A,1,Intermediate,In vivo,1337,Canis lupus familiaris,BAO_0000218,,Blood,,,50588,1,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,9615.0,
7214,,,A,1,Intermediate,In vivo,4709,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life after intravenous administration of 1 mg/kg in dog,9615.0,
7215,,,A,1,Intermediate,,15660,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life was measured in dog,9615.0,
7216,,,A,1,Intermediate,In vivo,5302,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life period in dog after 5 mg/kg dose,9615.0,
7217,,,A,1,Intermediate,,17791,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life period was evaluated in dog; 4-4.8,9615.0,
7218,,,A,1,Intermediate,In vivo,6348,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,9615.0,
7219,,,A,1,Intermediate,In vivo,4257,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half-life was determined in dog after a3 mg/kg of iv dose,9615.0,
7220,,,A,1,Intermediate,,3771,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half-life was determined,9615.0,
7221,,,A,1,Intermediate,,6305,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dogs,9615.0,
7222,,,A,1,Intermediate,In vivo,13501,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,9615.0,
7223,,,A,1,Intermediate,In vivo,17594,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,9615.0,
7224,,,A,1,Intermediate,In vivo,3045,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was evaluated for the half life period after iv administration in Beagle dog.,9615.0,
7225,,,A,1,Intermediate,In vivo,3043,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was evaluated for the half life period after oral administration in conscious dog.,9615.0,
7226,,,A,1,Intermediate,,4839,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was tested for half life in dog,9615.0,
7227,,,A,1,Intermediate,,4839,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Compound was tested for its half life in dog,9615.0,
7228,,,A,1,Intermediate,In vivo,5802,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,9615.0,
7229,,,A,1,Intermediate,,17839,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life of compound in dog was determined,9615.0,
7230,,,A,1,Intermediate,In vivo,4219,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life (iv) was determined,9615.0,
7231,,,A,1,Intermediate,,13966,Canis lupus familiaris,BAO_0000218,,Blood,,,50588,1,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),9615.0,
7232,,,A,1,Intermediate,In vivo,3994,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,9615.0,
7233,,,F,1,Intermediate,In vivo,3994,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,9615.0,
7234,,,A,1,Intermediate,,4453,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog,9615.0,
7235,,,A,1,Intermediate,,6535,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life in dog plasma,9615.0,
7236,,,A,1,Intermediate,In vivo,6535,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life in dog plasma after administration of 0.25 mg/kg iv,9615.0,
7237,,,A,1,Intermediate,In vivo,6535,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life in dog plasma after administration of 1 mg/kg iv,9615.0,
7238,,,A,1,Intermediate,In vivo,3132,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life in dog plasma was determined at dose 10 mg/kg,9615.0,
7239,,,A,1,Intermediate,,5374,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog was determined,9615.0,
7240,,,A,1,Intermediate,In vivo,5007,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),9615.0,
7241,,,A,1,Intermediate,,16907,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Half life upon exposure to human plasma,9615.0,
7242,,,A,1,Intermediate,,6057,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life was calculated in dog,9615.0,
7243,,,A,1,Intermediate,,5006,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life was determined,9615.0,
7244,,,A,1,Intermediate,,5473,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life was determined,9615.0,
7245,,,A,1,Intermediate,In vivo,4368,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life by intravenous administration of 1.2 mg/kg in dog,9615.0,
7246,,,A,1,Intermediate,,6448,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog,9615.0,
7247,,,A,1,Intermediate,,4353,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog after intra venous administration of the compound,9615.0,
7248,,,A,1,Intermediate,,4353,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog after intra venous administration of the compound; ND means Not determined,9615.0,
7249,,,A,1,Intermediate,In vivo,4353,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog after po administration of the compound,9615.0,
7250,,,A,1,Intermediate,In vivo,4353,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog after po administration of the compound; ND means Not determined,9615.0,
7251,,,A,1,Intermediate,In vivo,6265,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog at the single oral dose of 1 mg/kg,9615.0,
7252,,,A,1,Intermediate,,5006,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dogs,9615.0,
7253,,,A,1,Intermediate,In vivo,5356,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,9615.0,
7254,,,A,1,Intermediate,,405,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in rat,9615.0,
7255,,,A,1,Intermediate,In vivo,6642,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),9615.0,
7256,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10090.0,
7257,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10090.0,
7258,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10090.0,
7259,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10090.0,
7260,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10090.0,
7261,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10090.0,
7262,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10090.0,
7263,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10090.0,
7264,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10090.0,
7265,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10090.0,
7266,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10090.0,
7267,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Gut,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10090.0,
7268,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10090.0,
7269,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10090.0,
7270,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10090.0,
7271,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10090.0,
7272,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10090.0,
7273,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10090.0,
7274,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10090.0,
7275,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10090.0,
7276,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,10090.0,
7277,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10090.0,
7278,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10090.0,
7279,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10090.0,
7280,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10090.0,
7281,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10090.0,
7282,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10090.0,
7283,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10090.0,
7284,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10090.0,
7285,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10090.0,
7286,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10090.0,
7287,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10090.0,
7288,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10090.0,
7289,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,Lung,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10090.0,
7290,,A2780,F,1,Intermediate,,5895,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity against A2780 (human ovarian cancer),9606.0,
7291,,A2780,F,1,Intermediate,,6338,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,9606.0,
7292,,A2780,F,1,Intermediate,,15163,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,9606.0,
7293,,A2780,F,1,Intermediate,,15163,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,9606.0,
7294,,A2780,F,1,Expert,,15000,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,9606.0,
7295,,A2780,F,1,Expert,,15000,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,9606.0,
7296,,A2780,F,1,Expert,,14729,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,9606.0,
7297,,A2780,F,1,Intermediate,,17270,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro cytotoxicity against A2780 cell line,9606.0,
7298,,A2780,F,1,Intermediate,,5685,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,9606.0,
7299,,A2780,F,1,Intermediate,,3563,Homo sapiens,BAO_0000219,478.0,,,,81034,1,In vitro inhibitory activity against human ovarian cancer A2780 cell line,9606.0,
7300,,A2780,F,1,Intermediate,,17753,Homo sapiens,BAO_0000218,478.0,,,,81034,1,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,9606.0,
7301,,A2780,F,1,Intermediate,,16317,Homo sapiens,BAO_0000219,478.0,,,,81034,1,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",9606.0,
