assays_assay_id,assays_src_id,assays_description,assays_assay_tissue,assays_bao_format,assays_src_assay_id,assays_assay_organism,assays_assay_category,assays_curated_by,assays_doc_id,assays_assay_test_type,assays_relationship_type,assays_confidence_score,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
12122,1,Biodistribution studied in the plasma of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627204,,1969.0,
12123,1,Biodistribution studied in the spleen of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627205,,2106.0,
12124,1,Biodistribution studied in the spleen of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627206,,2106.0,
12125,1,Biodistribution studied in the spleen of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627207,,2106.0,
12126,1,Biodistribution studied in the spleen of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627208,,2106.0,
12127,1,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627209,,2046.0,
12128,1,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627210,,2046.0,
12129,1,Biodistribution studied in the thyroid of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627211,,2046.0,
12130,1,Biodistribution studied in the thyroid of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627212,,2046.0,
12131,1,Biodistribution studied in the uterus of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL627213,,995.0,
12132,1,Biodistribution studied in the uterus of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL626599,,995.0,
12133,1,Biodistribution studied in the uterus of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL626600,,995.0,
12134,1,Biodistribution studied in the uterus of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,10911,In vivo,N,1,CHEMBL626601,,995.0,
12135,1,C(f=2) is the concentration at which the half life (t1/2) in the time course of inhibition of BChE by DFP increased by twofold in the presence of compound,,BAO_0000019,,,,Autocuration,8081,,U,0,CHEMBL627484,,,
12136,1,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg),Plasma,BAO_0000218,,Macaca fascicularis,,Intermediate,17248,,N,1,CHEMBL627485,,1969.0,
12137,1,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not applicable,Plasma,BAO_0000218,,Macaca fascicularis,,Intermediate,17248,,N,1,CHEMBL628147,,1969.0,
12138,1,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined,Plasma,BAO_0000218,,Macaca fascicularis,,Intermediate,17248,,N,1,CHEMBL628148,,1969.0,
12139,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg),Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,17248,,N,1,CHEMBL628149,,1969.0,
12140,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,17248,,N,1,CHEMBL628150,,1969.0,
12141,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,17248,,N,1,CHEMBL628318,,1969.0,
12142,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,17248,,N,1,CHEMBL628319,,1969.0,
12143,1,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",,BAO_0000218,,Canis lupus familiaris,,Intermediate,15592,,N,1,CHEMBL875609,,,
12144,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628320,,,
12145,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628321,,,
12146,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628322,,,
12147,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628323,,,
12148,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628324,,,
12149,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628325,,,
12150,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,,BAO_0000019,,,,Autocuration,7040,,U,0,CHEMBL628326,,,
12151,1,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",Adrenal medulla,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL628327,,1236.0,
12152,1,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",Adrenal medulla,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL628328,,1236.0,
12153,1,"Concentration of compound in blood of dog 1, after administering intravenously",Blood,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL628329,,178.0,
12154,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628330,,2107.0,
12155,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628331,,2107.0,
12156,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628332,,2107.0,
12157,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628333,,2107.0,
12158,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628334,,2107.0,
12159,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628335,,2107.0,
12160,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628336,,2107.0,
12161,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628337,,2107.0,
12162,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628338,,2107.0,
12163,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL875610,,2107.0,
12164,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628339,,2107.0,
12165,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628340,,2107.0,
12166,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL628341,,2107.0,
12167,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL622214,,2107.0,
12168,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL623167,,2107.0,
12169,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL623168,,2107.0,
12170,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL623169,,2107.0,
12171,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL623170,,2107.0,
12172,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL627224,,2048.0,
12173,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL875634,,2048.0,
12174,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL627225,,2048.0,
12175,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL627226,,2048.0,
12176,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626083,,2048.0,
12177,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626084,,2048.0,
12178,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626085,,2048.0,
12179,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626086,,2048.0,
12180,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626087,,2048.0,
12181,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626088,,2048.0,
12182,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626089,,2048.0,
12183,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626090,,2048.0,
12184,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626091,,2048.0,
12185,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626092,,2048.0,
12186,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626093,,2048.0,
12187,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626094,,2048.0,
12188,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626095,,2048.0,
12189,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26",Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626096,,2048.0,
12190,1,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,,BAO_0000218,,Simiiformes,,Autocuration,15604,,U,0,CHEMBL626097,,,
12191,1,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,15604,,N,1,CHEMBL626098,,,
12192,1,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv,Plasma,BAO_0000218,,,,Autocuration,1806,,U,0,CHEMBL626099,,1969.0,
12193,1,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv,Plasma,BAO_0000218,,,,Autocuration,1806,,U,0,CHEMBL626100,,1969.0,
12194,1,AUC 0-inf in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,17237,,N,1,CHEMBL626101,,1969.0,
12195,1,AUC 0-inf in guinea pig,Plasma,BAO_0000218,,Cavia porcellus,,Intermediate,17237,,N,1,CHEMBL626102,,1969.0,
12196,1,AUC 0-t in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,17237,,N,1,CHEMBL626103,,1969.0,
12197,1,AUC 0-t in guinea pig,Plasma,BAO_0000218,,Cavia porcellus,,Intermediate,17237,,N,1,CHEMBL628391,,1969.0,
12198,1,The compound was tested for brain to plasma partition in rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,15194,,N,1,CHEMBL628392,,,
12199,1,The compound was tested for brain to plasma partition in rat.,,BAO_0000218,,Rattus norvegicus,,Intermediate,15194,,N,1,CHEMBL628393,,,
12200,1,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,Blood,BAO_0000019,,,,Autocuration,8787,,U,0,CHEMBL628394,,178.0,
12201,1,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17025,,N,1,CHEMBL628395,,,
12202,1,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,,BAO_0000218,,Simiiformes,,Autocuration,17025,,U,0,CHEMBL628396,,,
12203,1,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,,BAO_0000218,,Oryctolagus cuniculus,,Intermediate,17025,,N,1,CHEMBL628397,,,
12204,1,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,,BAO_0000218,,Rattus norvegicus,,Intermediate,17025,,N,1,CHEMBL628398,,,
12205,1,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,,BAO_0000218,,Macaca mulatta,,Intermediate,4236,,N,1,CHEMBL628399,,,
12206,1,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,,BAO_0000218,,Canis lupus familiaris,,Intermediate,15343,,N,1,CHEMBL628400,,,
12207,1,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,,BAO_0000218,,Rattus norvegicus,,Intermediate,15343,,N,1,CHEMBL874907,,,
12208,1,Area under curve of the compound was determined,,BAO_0000019,,,,Autocuration,17720,,U,0,CHEMBL628401,,,
12209,1,AUC in monkeys at a dose of 1 mg/kg,Plasma,BAO_0000218,,Simiiformes,,Autocuration,17788,,U,0,CHEMBL628402,,1969.0,
12210,1,AUC in rats at a dose of 1 mg/kg,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,17788,,N,1,CHEMBL628403,,1969.0,
12211,1,Compound was evaluated for the overall absorbance loss at pH of 2,,BAO_0000019,,,,Autocuration,8778,,U,0,CHEMBL628404,,,
12212,1,Compound was evaluated for the overall absorbance loss at pH of 4,,BAO_0000019,,,,Autocuration,8778,,U,0,CHEMBL628405,,,
12213,1,Compound was evaluated for the overall absorbance loss at pH of 7,,BAO_0000019,,,,Autocuration,8778,,U,0,CHEMBL628406,,,
12214,1,Compound was evaluated for its absorption in the rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,2249,,N,1,CHEMBL628407,,,
12215,1,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,Urine,BAO_0000218,,Rattus norvegicus,,Intermediate,8881,,N,1,CHEMBL628408,,1088.0,
12216,1,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.,Urine,BAO_0000218,,Rattus norvegicus,,Intermediate,8881,,N,1,CHEMBL629171,,1088.0,
12217,1,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,Urine,BAO_0000218,,Rattus norvegicus,,Intermediate,8881,,N,1,CHEMBL629172,,1088.0,
12218,1,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid,Urine,BAO_0000218,,Rattus norvegicus,,Intermediate,8881,,N,1,CHEMBL629173,,1088.0,
12219,1,In vitro percent permeability into rat ileum,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL629174,,,
12220,1,In vitro percent permeability into rat ileum; Range is 10-17,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL629175,,,
12221,1,In vitro percent permeability into rat ileum; Range is 10-18,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL629176,,,
12222,1,In vitro percent permeability into rat ileum; Range is 10-19,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL629177,,,
12223,1,In vitro percent permeability into rat ileum; Range is 12-15,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL629178,,,
12224,1,In vitro percent permeability into rat ileum; Range is 13-19,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631869,,,
12225,1,In vitro percent permeability into rat ileum; Range is 14-17,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631870,,,
12226,1,In vitro percent permeability into rat ileum; Range is 15-18,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631871,,,
12227,1,In vitro percent permeability into rat ileum; Range is 2-5,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631872,,,
12228,1,In vitro percent permeability into rat ileum; Range is 23-42,Ileum,BAO_0000221,,,,Autocuration,15286,,U,0,CHEMBL875775,,2116.0,
12229,1,In vitro percent permeability into rat ileum; Range is 28-36,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631873,,,
12230,1,In vitro percent permeability into rat ileum; Range is 29-35,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631874,,,
12231,1,In vitro percent permeability into rat ileum; Range is 46-66,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631875,,,
12232,1,In vitro percent permeability into rat ileum; Range is 50-68,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631876,,,
12233,1,In vitro percent permeability into rat ileum; Range is 78-81,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631877,,,
12234,1,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631878,,,
12235,1,In vitro percent permeability into rat ileum; nd indicates not detected,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631879,,,
12236,1,In vitro percent permeability into rat ileum; nt indicates not detected,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631880,,,
12237,1,In vitro percent permeability into rat ileum; nt indicates not tested,,BAO_0000218,,Rattus norvegicus,,Intermediate,15286,,N,1,CHEMBL631881,,,
12238,1,Compound was tested for oral absorption in bile-duct cannulated rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,13770,,N,1,CHEMBL631882,,,
12239,1,Compound was tested for oral absorption in bile-duct cannulated rats.,,BAO_0000218,,Rattus norvegicus,,Intermediate,13770,,N,1,CHEMBL630749,,,
12240,1,Oral absorption using Caco-2 cell monolayers.,,BAO_0000218,,Homo sapiens,,Intermediate,5202,,N,1,CHEMBL630750,,,
12241,1,Percent of the drug absorbed after administration to humans was determined,,BAO_0000218,,Homo sapiens,,Intermediate,14920,,N,1,CHEMBL630253,,,
12242,1,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14103,,N,1,CHEMBL630254,,1969.0,
12243,1,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14103,,N,1,CHEMBL630255,,1969.0,
12244,1,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14103,,N,1,CHEMBL630256,,1969.0,
12245,1,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,13751,In vivo,N,1,CHEMBL875781,,2107.0,
12246,1,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,13751,In vivo,N,1,CHEMBL630257,,2107.0,
12247,1,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g",Liver,BAO_0000218,,Rattus norvegicus,,Intermediate,13751,In vivo,N,1,CHEMBL630258,,2107.0,
12248,1,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue",,BAO_0000218,,Rattus norvegicus,,Intermediate,15807,,N,1,CHEMBL630259,,,
12249,1,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue",Striatum,BAO_0000218,,Rattus norvegicus,,Intermediate,15807,,N,1,CHEMBL630260,,2435.0,
12250,1,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue",Striatum,BAO_0000218,,Rattus norvegicus,,Intermediate,15807,,N,1,CHEMBL630261,,2435.0,
12251,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630262,,,
12252,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630263,,,
12253,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630264,,,
12254,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630265,,,
12255,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630266,,,
12256,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time,Kidney,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630267,,2113.0,
12257,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time,Kidney,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630268,,2113.0,
12258,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630269,,,
12259,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630270,,,
12260,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time,Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630141,,2048.0,
12261,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time,Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630142,,2048.0,
