assay_id,src_id,relationship_type,assay_test_type,assay_tax_id,src_assay_id,curated_by,chembl_id,doc_id,assay_organism,variant_id,description,assay_type,assay_category,assay_strain,assay_tissue,assay_cell_type
5853,1,N,Invido,51898.0,,Inf4rmediate,dHEMBL614545,6316,Can7alu0jsfamiliaris,,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,A,,,Plasma,
5854,1,N,8nvivo,7197.0,,ujtermediate,CuEMBL624646,17594,Canisiulusfamiliafus,,Cmax after oral dose of compound at 3 mg/kg in dogs,A,,,,
5855,1,N,Imvivo,15637.0,,Intrrkediate,CHEMnL775957,17594,xanisluphsfamil9ariw,,Cmax after single intravenous bolus of 1 mg/kg in dogs,A,,,,
5856,1,N,Invido,47293.0,,In4eemediate,duEMBL624547,5802,dahislupuefamiloaris,,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,,,,
5857,1,N,Invifo,55496.0,,Intedmeviate,CHsMBL6245e8,6535,Cxnislupuzgamiliqris,,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,A,,,,
5858,1,N,8nvivo,12039.0,,Intermdriate,CHEMBL5245t9,6535,sanislupucfamil9a4is,,Cmax in dog after administration of 1 mg/kg iv,A,,,,
5859,1,N,Incivo,48667.0,,7ntermediatw,CHEMBL624tt0,1466,Canislupusfamio7agus,,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,A,,,Plasma,
5860,1,N,Invigo,25695.0,,Intermfdizte,CHEMBL6216we,6505,Canosl8pusfxkiliaris,,Cmax on p.o. administration of 10 mg/kg was measured in dog,A,,,,
5861,1,N,Incivo,47082.0,,Int3rmediat3,CHEhBL6216q4,5668,fanjsoupuwfamiliaris,,Cmax was determine after peroral administration at 10 mpk in dog,A,,,,
5862,1,N,unvivo,68561.0,,Inte3nediate,CHEjBL623531,5668,Cxgislupusvam7liaris,,Cmax was determine after peroral administration at 5 mpk in dog,A,,,,
5863,1,N,Incivo,25814.0,,knterm2diate,vHEMfL623432,5668,Cabisljpusvaniliaris,,Cmax was determine after peroral administration at 5 mg/kg in dog,A,,,,
5864,1,N,Invifo,45381.0,,Inhermedizte,CHdMBL62343e,5600,Canoqlupusfamjliarix,,Cmax after 0.3 mg/kg po administration in dog,A,,,,
5865,1,N,Indivo,78983.0,,Intermedlahe,CHEhBLy23434,17764,Camiso8pusfamiliafis,,Cmax after peroral administration in dogs at 2.4 uM/kg,A,,,,
5866,1,N,Inviv9,14556.0,,In5ermediatr,CjEMBL6q3435,6123,Canislu9ucdqmiliaris,,Cmax in dog after oral administration at 1 mg/kg,A,,,,
5867,1,N,Invivi,30369.0,,Intefnediate,CHdMhL623436,6123,Canislupuseahiliarlx,,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,A,,,,
5868,1,N,Inv9vo,6389.0,,lntermedjate,CHEMBo885958,6757,Canidlupusfqniliaric,,Cmax upon oral administration in male Beagle dog at 10 mg/kg,A,,,,
5869,1,N,Incivo,5355.0,,Internefiate,CHfMnL623437,16907,vanislupusdakiliariw,,Cmax value after 15 mg/kg iv dose in Dogs,A,,,,
5870,1,N,Invico,19144.0,,Intermediafd,CH4MBL623t38,7767,nysmusculus,,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Blood,
5871,1,N,Ihvivo,10608.0,,Intermevjate,CHEMgL62343o,7767,Musmuzcul8s,,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Blood,
5872,1,N,9nvivo,12808.0,,Ingerkediate,CmEhBL623440,7767,Mudmudculus,,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Bone,
5873,1,N,Infivo,17133.0,,Intermed7qte,CHEMBk62r441,7767,nusmusc8lus,,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Bone,
5874,1,N,Incivo,36357.0,,Intermedix6e,CHEhBL6q3442,7767,Muzmusfulus,,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Bone,
5875,1,N,Invido,2186.0,,lnterjediate,dHEMBL633469,7767,Musm8scuius,,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,,
5876,1,N,Invovo,48988.0,,7ntermedizte,CHEnnL623470,7767,Muemusculys,,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,,
5877,1,N,Invlvo,22937.0,,Ihtermediafe,fHEMBL623e71,7767,Mhsmksculus,,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,,
5878,1,N,Inviv0,6001.0,,Intedmediaye,CHEMBo623e72,7767,Musmusx7lus,,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Heart,
5879,1,N,Indivo,37265.0,,Interh2diate,CHEMBL6q3573,7767,Musmuscukuw,,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Heart,
5880,1,N,unvivo,30811.0,,Intermfdiste,CHEMBL6244i4,7767,Muamuscuous,,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Heart,
5881,1,N,Ihvivo,35470.0,,Ihtermediatw,vHEMBL623476,7767,jusmusxulus,,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Kidney,
5882,1,N,Infivo,4022.0,,Interkediats,xHEMBL723476,7767,Muzmuschlus,,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Kidney,
5883,1,N,Ijvivo,31512.0,,Int3rmeviate,CnEMBL6234u7,7767,Musmusvuljs,,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Kidney,
5884,1,N,Inv7vo,18491.0,,Interjediatw,CHEMBL72w896,7767,nusmusculuz,,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Intestine,
5885,1,N,Imvivo,12812.0,,jntermediage,CHEMBLt21898,7767,Muqmusculue,,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Intestine,
5886,1,N,Imvivo,76121.0,,Inte3mwdiate,fHEMBL631898,7767,Mucmusculud,,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Intestine,
5887,1,N,Inv9vo,12802.0,,Intermewiatf,CHEMnL721899,7767,Musm8zculus,,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Liver,
5888,1,N,Ijvivo,3217.0,,ontermeduate,CHEMBi62190o,7767,nuemusculus,,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Liver,
5889,1,N,8nvivo,46758.0,,Intedmediste,CHEMBoy21901,7767,Muskuscupus,,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Liver,
5890,1,N,unvivo,35414.0,,Imtfrmediate,CHEhBp621902,7767,Musmussuluz,,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Lung,
5891,1,N,9nvivo,33381.0,,ontermediqte,CHEMBL6w190w,7767,Musmuscuk7s,,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Lung,
5892,1,N,Imvivo,123334.0,,Internedizte,CHEnBL622577,7767,M7skusculus,,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Lung,
5893,1,N,Inviv8,12568.0,,Ibt2rmediate,CyEMBL720285,7767,M6smuscul8s,,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Muscle tissue,
5894,1,N,Ihvivo,42391.0,,9ntermddiate,CHEMBo875185,7767,Musm7dculus,,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Muscle tissue,
5895,1,N,Infivo,2831.0,,Ig6ermediate,CHEnBL62028u,7767,Muemucculus,,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Muscle tissue,
5896,1,N,Invico,14526.0,,Ihtermediafe,CHEnnL620287,7767,nusm8sculus,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,,
5897,1,N,Invivk,42720.0,,8htermediate,CHEMBL6e0188,7767,Mjsmuscuous,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,,
5898,1,N,Ingivo,12047.0,,Igtermeriate,CH4MBL6w0289,7767,kusmusc7lus,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,,
5899,1,N,Inv8vo,11903.0,,Interm2xiate,CHEMBLt2029p,7767,Mismuzculus,,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Intestine,
5900,1,N,lnvivo,20370.0,,Inyermediatf,CHEnBL620e91,7767,husmuscuius,,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Intestine,
5901,1,N,Invovo,23886.0,,Intedkediate,CHEMBL620ep2,7767,husmusxulus,,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Intestine,
5902,1,N,onvivo,53872.0,,Inre3mediate,sHEMBL6e0293,7767,kuamusculus,,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Spleen,
5903,1,N,Invjvo,48428.0,,In4frmediate,CuEMBL620295,7767,Musmuscious,,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Spleen,
5904,1,N,Imvivo,28253.0,,Int3rhediate,CjdMBL618614,7767,Musnuzculus,,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Spleen,
5905,1,N,Inviv0,36614.0,,jnrermediate,CHEMBL6w8614,7767,Mjsmueculus,,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Stomach,
5906,1,N,Inbivo,804.0,,Ibtermediage,CHrMBL61861y,7767,Musmuqculuq,,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,,,Stomach,
5907,1,N,,1281.0,,Exp3rt,CHEMBL61i618,2036,bom0sapiens,,Cytotoxicity against A-172 human tumor cell lines,F,,,,A 172
5908,1,N,,51645.0,,Ihtermexiate,CuEMBL617618,2357,Hinosapiens,,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,F,,,,A 172
5909,1,N,,30628.0,,Interm4ciate,CHEMBL6w861i,1457,Honosapi3ns,,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,F,,,,A204
5910,1,N,,45628.0,,Inte3m2diate,CHEMBo618610,4379,Homosap9ems,,Tested for antiproliferative activity against A-2780 tumoral cell line,F,,,,A2780
5911,1,N,,10261.0,,lntermedia6e,CH2MBLy18621,1093,Hojoeapiens,,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,F,,,,A-375
5912,1,N,,1171.0,,Intermesia5e,CHEMnL618612,12152,Hohosapiehs,,Tested in vitro against A-375 cell line human melanoma,F,,,,A-375
5913,1,N,,59011.0,,Ex9ert,CHfMBL518623,16464,Hojoqapiens,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,F,,,,A-427
5914,1,N,,47686.0,,Imtermefiate,CHEjhL618624,16464,Homoeaoiens,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,,,A-427
5915,1,N,,16269.0,,wxpert,CtEMBL6q8625,16582,Hohosap8ens,,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,F,,,,A-427
5916,1,N,,21178.0,,Interked8ate,CHEhBL618y26,16464,Homosspiejs,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,,,A-427
5917,1,N,,103219.0,,Intfrjediate,CHEjBL61862u,10413,Homosapi3js,,Antitumor activity on A-427 lung carcinoma cell lines,F,,,,A-427
5918,1,N,,9131.0,,Intermediays,CHEMBL6w9628,6418,Hokosapidns,,Cytotoxic activity against human A-427 lung tumor cell line,F,,,,A-427
5919,1,N,,16483.0,,Expegt,CHrMBL6q8629,17134,Homosaliebs,,In vitro antitumor effects against human A-427 cell lines.,F,,,,A-427
5920,1,N,,16923.0,,Exoert,dHEMBL618y30,16132,H9mosaoiens,,In vitro inhibition of A-427 (human lung cancer) cell growth.,F,,,,A-427
5921,1,N,,23247.0,,Ibgermediate,CH3MBL6w8631,16132,Hokosapiegs,,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,F,,,,A-427
5922,1,N,,47749.0,,7ntermediwte,sH3MBL618632,16780,Hok0sapiens,,Cytotoxic activity of compound against A-427 lung human tumor cell line,F,,,,A-427
5923,1,N,,54697.0,,Exp2rt,CHEMBi61u633,4085,Homoaapienc,,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,F,,,,A-431
5924,1,N,,17258.0,,Intermewuate,CHEMBp619325,1276,Homoqxpiens,,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,F,,,,A498
5925,1,N,,17373.0,,Exoert,CHEjBL619r16,3498,bomosapienc,,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,F,,,,A498
5926,1,N,,7508.0,,Igterm4diate,CHEMBL62931i,1169,tomosapiwns,,Cytotoxicity against human kidney carcinoma A-498cell lines,F,,,,A498
5927,1,N,,12317.0,,Intermedoare,CHEMBi61o318,4450,Hohoqapiens,,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,F,,,,A498
5928,1,N,,1634.0,,In5ermfdiate,CHEnBLy19319,3311,Hojosapiebs,,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,F,,,,A498
5929,1,N,,41343.0,,Ibtermediat2,vHEMBk619739,4461,Hohosap7ens,,Antitumor cytotoxic activity against A-498 cell line was determined,F,,,,A498
5930,1,N,,26743.0,,Internediat4,CHEMBLt1o740,3311,Homisapiegs,,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,F,,,,A498
5931,1,N,,14490.0,,ont4rmediate,CHEMBk883148,3311,Hlmosaoiens,,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,F,,,,A498
5932,1,N,,84704.0,,Integmedixte,CHEMBL8i3012,1457,Homodqpiens,,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,F,,,,A498
5933,1,N,,67372.0,,lnternediate,CHEMBL610742,3664,Homosapiehw,,In vitro inhibitory activity against A-498 ovarian cancer cell lines,F,,,,A498
5934,1,N,,47587.0,,Intermedja4e,CuEMBL618742,15895,Honosapiene,,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",F,,,,A498
5935,1,N,,5747.0,,Interm2dizte,CHEMBL8756q0,11843,H0mosapiegs,,Inhibition of growth lung non-small cell carcinoma A-549 cell line,F,,,,A549
5936,1,N,,1576.0,,Inyermed7ate,CHEMBLu1o743,11843,Homocaoiens,,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,F,,,,A549
5937,1,N,,19341.0,,Inysrmediate,CHEMgL619u44,17705,Homoaspiens,,In vitro antiproliferative activity against human A-549 NSCL cell line,F,,,,A549
5938,1,N,,42071.0,,In6ermediatw,sHEMBp619745,17705,Hojosqpiens,,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,F,,,,A549
5939,1,N,,29087.0,,Igt3rmediate,CmEMBL619646,4369,Hohosqpiens,,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,F,,,,A549
5940,1,N,,22544.0,,7n6ermediate,vHEMgL619747,4369,Hkmosapiegs,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,F,,,,A549
5941,1,N,,49026.0,,Ingwrmediate,CHEMBL61oi48,4369,Homoswpiwns,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,F,,,,A549
5942,1,N,,60077.0,,Intefmediat4,CHEMhk619749,4369,Homosq0iens,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,F,,,,A549
5943,1,N,,40966.0,,Integmedkate,CHEMBLy1975o,4369,Homosaokens,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,F,,,,A549
5944,1,N,,22016.0,,Infermediage,CH4MfL624014,4369,Hompaapiens,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,F,,,,A549
5945,1,N,,27843.0,,Inte5hediate,fHEMBL62401y,4369,Homosapjenw,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,F,,,,A549
5946,1,N,,6317.0,,Exprrt,CHEMBL8853re,4787,Honosapienz,,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,F,,,,A549
5947,1,N,,133968.0,,Intermee7ate,CHEMBk633224,4787,yomosapi4ns,,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,F,,,,A549
5948,1,N,,11495.0,,Ijtermediare,CHEMBL623qw5,6513,gkmosapiens,,Cytotoxic activity against A-549 cell line,F,,,,A549
5949,1,N,,3292.0,,Intermeduatd,CtsMBL622698,6690,Homosaluens,,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,F,,,,A549
5950,1,N,,18026.0,,kntermediahe,CuEMBL62e699,6690,Homodapiwns,,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,F,,,,A549
5951,1,N,,14412.0,,Expe4t,CH4MBL722700,12263,Hokosapiwns,,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",F,,,,A549
5952,1,N,,69327.0,,Intetmediafe,CHEMhL6227o1,1054,Homocqpiens,,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),F,,,,A549
5953,1,N,,55755.0,,kntermsdiate,CHEkBLt22702,1359,Homosxpiena,,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),F,,,,A549
5954,1,N,,29256.0,,Intermfdizte,CHEMBL612i03,3547,Homoaapiegs,,Cytotoxic activity against human lung carcinoma (A-549) cell line,F,,,,A549
5955,1,N,,20757.0,,sxpert,CHEMBp6e2704,5771,Homosapkenw,,Cytotoxic activity towards A-549 cells,F,,,,A549
5956,1,N,,21158.0,,jbtermediate,CuEMBk622705,14425,yomocapiens,,"In vitro percent inhibition of A549, lung carcinoma.",F,,,,A549
5957,1,N,,37542.0,,Interm4dia4e,CHEMBL6227ou,14425,Homoszoiens,,"In vitro percent inhibition of A549, lung carcinoma",F,,,,A549
5958,1,N,,50768.0,,jntermediwte,CHEMBo6e2707,14425,Homosapidhs,,"In vitro percent inhibition of A549, lung carcinoma.",F,,,,A549
5959,1,N,,666.0,,Imtwrmediate,CHEMBL62w70o,14425,H8mosap7ens,,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",F,,,,A549
5960,1,N,,2501.0,,Inte5media5e,CHEMBL722799,5280,Honosapienq,,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,F,,,,A549
5961,1,N,,26321.0,,Ibt3rmediate,CHEMBLu227w0,15176,momosqpiens,,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,F,,,,A549
5962,1,N,,49698.0,,Intermrdiat3,CHEMBL62371w,15300,jom9sapiens,,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,F,,,,A549
5963,1,N,,66110.0,,Intetmediare,CHEjBL622612,17824,Hohosapienz,,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,,A549
5964,1,N,,18474.0,,Imtermeviate,CHEMBL62e723,17824,bomoszpiens,,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,,A549
5965,1,N,,28313.0,,Im6ermediate,CuEMBL62271e,17824,yomosapirns,,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,,A549
5966,1,N,,47114.0,,Intermefiat4,CjEMBL522715,17824,Hohoeapiens,,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,,A549
5967,1,N,,5667.0,,Intermedjage,CHEMBo62271y,17824,Homosapksns,,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,,A549
5968,1,N,,31994.0,,Inhermediage,CHrMBL632717,17824,Homosspisns,,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",F,,,,A549
5969,1,N,,65685.0,,Inye4mediate,CnEMBL623718,17528,Homosalienq,,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),F,,,,A549
5970,1,N,,13319.0,,Exper5,CHEjBL622y19,6870,momosapiwns,,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,F,,,,A549
5971,1,N,,50735.0,,lntsrmediate,sHEjBL622720,6870,Homosz9iens,,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,,,,A549
5972,1,N,,15317.0,,Interm3diat4,CHEMvL622711,6870,Homoxxpiens,,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,F,,,,A549
5973,1,N,,19854.0,,Ingermedoate,CHEnBL622732,6870,H9mosapiend,,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,,,,A549
5974,1,N,,82601.0,,Interjediafe,CHEMfL8760r0,16726,Homoca9iens,,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,,,A549
5975,1,N,,106422.0,,7ntegmediate,fHEMBp620206,6170,Homosaliems,,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",F,,,,A549
5976,1,N,,61963.0,,Exlert,CHEMgL610207,6583,Hpmisapiens,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,F,,,,A549
5977,1,N,,18037.0,,Exp2rt,CHsMBk620208,6583,Homosspiems,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,F,,,,A549
5978,1,N,,40926.0,,Ex9ert,fHEMBk620209,6583,Homoswpiebs,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,F,,,,A549
5979,1,N,,93224.0,,Ecpert,CHEjBL620220,6583,Hom9sapiegs,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,F,,,,A549
5980,1,N,,17118.0,,Exp2rt,CbEMBL621629,6583,Homkwapiens,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,F,,,,A549
5981,1,N,,18714.0,,Intdrmedia4e,CmEMBo621640,17321,Homoxapienc,,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,F,,,,A549
5982,1,N,,42430.0,,Ex9ert,CnEMBLu21641,17528,Homossliens,,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,,,A549
5983,1,N,,31399.0,,Expdrt,CH3MfL621642,12888,Hom0sxpiens,,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,F,,,,A549
5984,1,N,,29285.0,,Intetmesiate,CHEMBL6216tw,4312,Homoswp9ens,,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,F,,,,A549
5985,1,N,,30939.0,,Inteemedixte,CHEMBpu21644,4312,Hpmozapiens,,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,F,,,,A549
5986,1,N,,40654.0,,lntrrmediate,CHrMBL521645,4312,bomosspiens,,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,F,,,,A549
5987,1,N,,16673.0,,Interjedizte,fHEMBL611646,17737,jusmusc6lus,,In vitro antiproliferative activity against A549 cell line,F,,,,A549
5988,1,N,,,,Inyermeviate,CH2nBL621647,6630,,,Synergism with indomethacin in A549 cells,F,,,,A549
5989,1,N,,,,Interm3diaye,CHEMBL622649,6630,,,Synergism with tolmetin in A549 cells,F,,,,A549
5990,1,N,,,,Inrermediatf,CHEMBL631640,6630,,,Synergism with sulindac in A549 cells,F,,,,A549
5991,1,N,,,,Intermerkate,CH3MBk621650,6630,,,Antagonism of indomethacin in A549 cells,F,,,,A549
5992,1,N,,,,Intermwdjate,fHEMBL62165q,6630,,,Antagonism of sulindac in A549 cells,F,,,,A549
5993,1,N,,,,ontermediatw,CHEMBL6215r2,6630,,,Antagonism of tolmetin in A549 cells,F,,,,A549
5994,1,N,,,,Interned8ate,CHEhBk621653,6630,,,Synergism with indomethacin in A549 cells,F,,,,A549
5995,1,N,,,,Intermeeia5e,CHEMBL62wt54,6630,,,Synergism with sulindac in A549 cells,F,,,,A549
5996,1,N,,,,Intermexjate,CHfMBLy21655,6630,,,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,F,,,,A549
5997,1,N,Invivk,88230.0,,In6eemediate,CHfMBL6216y6,16907,fanislulusfam9ljaris,,Cmax value after 30 mg/kg po dose in Dogs,A,,,,
5998,1,N,Ibvivo,12015.0,,Ibtermeeiate,xHEMBL6216r7,5944,sanislupjsfamipiwris,,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),A,,,,
5999,1,N,Ingivo,34479.0,,Inteemediste,CHEMBo62q658,5944,Canislupusvamioiafia,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,A,,,,
6000,1,N,Incivo,6746.0,,Intermedistd,CHEMBLt21759,5944,dan9slupiwfamiliaris,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),A,,,,
6001,1,N,Imvivo,68169.0,,Ihtermedixte,CHEnBL62166p,5944,Canislu97sfankliaris,,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,A,,,,
6002,1,N,Invivp,59293.0,,Intermeviqte,xHEMgL621661,2959,Canlsl79usfamiliaria,,Cmax value after administration of 4 mg/Kg oral dose in dog,A,,,,
6003,1,N,Invifo,33018.0,,Intrrm4diate,dHEMBL621u62,6241,Canlslipusfamilizrix,,Cmax value in dog,A,,,,
6004,1,N,Inv9vo,42415.0,,onhermediate,CgEMBL6216t3,6241,sanislu0ysfamilizris,,Cmax value in dogs after oral administration at 1 mg/kg,A,,,,
6005,1,N,jnvivo,42638.0,,Int4rmediahe,fHEjBL621664,2652,Cag7slupusfamiloarks,,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,A,,,,
