Fiscal year,Children issues (marker),Organisation ID,IRTC percent,Sector percent,Organisation name,Enviromental sustainability (marker),Continent ID,FSTC percent,Project number,Urban issues (marker),PBA type,CountryRegion ID,Continent name,Branch ID,Maximum CIDA contribution (project-level),Climate change adaptation (marker),Project Browser country ID,Sector name,Trade development (marker),Fund centre ID,Programming process (new),Disability issues (marker),Gender equality (marker),Climate change mitigation (marker),Status,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Desertification (marker)
2009/2010,0,1009126,0.0,1.0,LABORATOIRES DRUIDE INC.,0,3,1.0,K062584001,0,Not PBA,0,Asia,B6100,36000.0,0,ID,Pharmaceutical production,0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1012288,0.0,1.0,LE CENTRE INFORMATIQUE DE SAINT-JER�ME LT�E,0,1,1.0,K062587001,0,Not PBA,CR,America,B6100,305340.0,0,CR,Industrial development,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1007867,0.0,1.0,ANCRABEC INC.,0,1,1.0,K062591001,0,Not PBA,MX,America,B6100,258231.0,0,MX,Industrial development,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1012144,0.0,1.0,Gestion Conseil SCP Inc.,0,1,1.0,K062593001,0,Not PBA,JM,America,B6100,90000.0,0,JM,Hydro-electric power plants,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1014452,0.0,0.5,AXOR Experts-Conseils Inc.,0,2,1.0,K062595001,0,Not PBA,0,Africa,B6100,469778.0,0,EG,Water supply - large systems,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1014452,0.0,0.5,AXOR Experts-Conseils Inc.,0,2,1.0,K062595001,0,Not PBA,0,Africa,B6100,469778.0,0,EG,Sanitation - large systems,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1011527,0.0,1.0,Pharmeng International Inc.,0,2,1.0,K062601001,0,Not PBA,0,Africa,B6100,96936.0,0,TZ,Pharmaceutical production,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1013990,0.0,1.0,Atelka Inc.,0,3,1.0,K062602001,0,Not PBA,LB,Asia,B6100,144900.0,0,LB,Information and communication technology (ICT),0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1014028,0.0,1.0,�ditions L'artichaut Inc.,0,1,1.0,K062605001,0,Not PBA,HT,America,B6100,119965.0,0,HT,Primary education,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1014519,0.0,1.0,Dessau Inc.,0,1,1.0,K062608001,0,Not PBA,KN,America,B6100,316041.39,0,KN,Wind energy,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1014122,0.0,1.0,D�limax Veaux Lourds Lt�e,0,1,1.0,K062611001,0,Not PBA,BR,America,B6100,141092.0,0,BR,Livestock,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1014090,0.0,1.0,BPR Inc.,0,3,1.0,K062614001,0,Not PBA,0,Asia,B6100,30000.0,0,NP,"Energy generation, renewable sources - multiple technologies",0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1000929,0.0,1.0,D�veloppement international Desjardins,0,3,1.0,K062616001,0,Not PBA,0,Asia,B6100,53936.88,0,IN,Small and medium-sized enterprises (SME) development,0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1014197,0.0,1.0,M.C.M.E.L. Inc.,0,1,1.0,K062620001,0,Not PBA,HN,America,B6100,64000.0,0,HN,Small and medium-sized enterprises (SME) development,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1010046,0.0,1.0,Mesar/Environair Inc.,0,3,1.0,K062626001,0,Not PBA,0,Asia,B6100,98653.0,0,ID,Biosphere protection,0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1014268,0.0,1.0,Marid Industries Limited,0,5,1.0,K062627001,0,Not PBA,UA,Europe,B6100,40982.0,0,UA,Small and medium-sized enterprises (SME) development,0,6207,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Eastern Europe,0.0,0,Responsive,1,0
2009/2010,0,1001885,0.0,1.0,Canspect Corporation,0,2,1.0,K062628001,0,Not PBA,0,Africa,B6100,99960.0,0,EG,Technological research and development,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1014453,0.0,1.0,Les Cr�ations Morin Inc.,0,3,1.0,K062641001,0,Not PBA,0,Asia,B6100,127244.0,0,VN,"Textiles, leather and substitutes",0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1013491,0.0,1.0,3826058 CANADA INC. (i3DVR INTL JK QUALITY ELEC. LTD),0,3,1.0,K062651001,0,Not PBA,0,Asia,B6100,148000.0,0,VN,Information and communication technology (ICT),0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1012410,0.0,1.0,Les �quipements Power Survey Lt�e,0,1,1.0,K062652001,0,Not PBA,HN,America,B6100,25000.0,0,HN,Small and medium-sized enterprises (SME) development,0,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1001223,0.0,1.0,SNC Lavalin International Inc. *** BLOCKED RE ? ADRESSE ?***,0,2,1.0,K062658001,0,Not PBA,0,Africa,B6100,97453.0,0,RW,Energy education/training,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1009826,0.0,1.0,TRUELINE VALVE CORPORATION INC.,0,3,1.0,K062671001,0,Not PBA,0,Asia,B6100,38000.0,0,IN,Industrial development,0,6202,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,*Asia & Middle East,0.0,0,Responsive,1,0
2009/2010,0,1012652,0.0,1.0,J.V.M. Informatique Canada Inc.,0,2,1.0,K062674001,0,Not PBA,0,Africa,B6100,134000.0,0,CM,Information and communication technology (ICT),0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1004433,0.0,1.0,HEENAN BLAIKIE,0,2,1.0,K062682001,0,Not PBA,0,Africa,B6100,278210.0,0,CD,Urban development and management,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1001377,0.0,1.0,BOGE & BOGE (1980) Ltd,0,2,1.0,K062684001,0,Not PBA,0,Africa,B6100,68838.0,0,EG,Agricultural land resources,0,6203,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*Africa Section,0.0,0,Responsive,1,0
2009/2010,0,1014915,0.0,1.0,C-Com Satellite Latin America,1,1,1.0,K062685001,0,Not PBA,CO,America,B6100,45000.0,0,CO,Telecommunications,1,6204,Uncoded: Pre-APP,0,2,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1004165,0.0,1.0,APPLIED COURSEWARE TECHNOLOGY INC.,2,1,1.0,K062703001,0,Not PBA,TT,America,B6100,9665.24,0,TT,Information and communication technology (ICT),2,6204,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,*America's Section,0.0,0,Responsive,1,0
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,AG,America,B5100,122090000.0,2,AG,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,AG,America,B5100,122090000.0,2,AG,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,AG,America,B5100,122090000.0,2,AG,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,5,0.0,M010431001,0,Not PBA,AL,Europe,B5100,122090000.0,2,AL,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,5,0.0,M010431001,0,Not PBA,AL,Europe,B5100,122090000.0,2,AL,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,5,0.0,M010431001,0,Not PBA,AL,Europe,B5100,122090000.0,2,AL,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,AM,Asia,B5100,122090000.0,2,AM,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,AM,Asia,B5100,122090000.0,2,AM,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,AM,Asia,B5100,122090000.0,2,AM,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,AR,America,B5100,122090000.0,2,AR,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,AR,America,B5100,122090000.0,2,AR,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,AR,America,B5100,122090000.0,2,AR,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,BD,Asia,B5100,122090000.0,2,BD,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,BD,Asia,B5100,122090000.0,2,BD,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,BD,Asia,B5100,122090000.0,2,BD,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,BF,Africa,B5100,122090000.0,2,BF,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,BF,Africa,B5100,122090000.0,2,BF,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,BF,Africa,B5100,122090000.0,2,BF,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,BJ,Africa,B5100,122090000.0,2,BJ,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,BJ,Africa,B5100,122090000.0,2,BJ,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,BJ,Africa,B5100,122090000.0,2,BJ,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,BO,America,B5100,122090000.0,2,BO,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,BO,America,B5100,122090000.0,2,BO,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,BO,America,B5100,122090000.0,2,BO,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,BR,America,B5100,122090000.0,2,BR,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,BR,America,B5100,122090000.0,2,BR,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,BR,America,B5100,122090000.0,2,BR,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CI,Africa,B5100,122090000.0,2,CI,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CI,Africa,B5100,122090000.0,2,CI,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CI,Africa,B5100,122090000.0,2,CI,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CL,America,B5100,122090000.0,2,CL,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CL,America,B5100,122090000.0,2,CL,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CL,America,B5100,122090000.0,2,CL,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CM,Africa,B5100,122090000.0,2,CM,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CM,Africa,B5100,122090000.0,2,CM,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CM,Africa,B5100,122090000.0,2,CM,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,CN,Asia,B5100,122090000.0,2,CN,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,CN,Asia,B5100,122090000.0,2,CN,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,CN,Asia,B5100,122090000.0,2,CN,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CO,America,B5100,122090000.0,2,CO,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CO,America,B5100,122090000.0,2,CO,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CO,America,B5100,122090000.0,2,CO,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CR,America,B5100,122090000.0,2,CR,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CR,America,B5100,122090000.0,2,CR,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,CR,America,B5100,122090000.0,2,CR,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CV,Africa,B5100,122090000.0,2,CV,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CV,Africa,B5100,122090000.0,2,CV,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,CV,Africa,B5100,122090000.0,2,CV,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
