Fiscal year,CountryRegion ID,FSTC percent,CountryRegion percent,Organisation sub-class,Project Browser country ID,Division name,Maximum CIDA contribution (project-level),Sector name,Project number,Biodiversity (marker),Organisation class,Bilateral aid (international marker),Continent ID,Fund centre name,Status,Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
29092010,21,0.7365924964678295,0.0238965684261557,UhuTEDNATIONS,UY,naDFoodSecuriyyandEnvoronmemt,25208096.101261422,Agrickoturaldeveiooment,M01e1e3001,0,Multioat4ral,0,1,IFItoofSevurityfOREIFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
20082010,21,1.3446235167763452,0.7107315906255423,UgITEDNATIlNS,UZ,MSsFoofSecurityanfEgcironment,21620761.273692094,xgridulturaidevelopmsnt,M013124002,0,Multilatedql,0,3,IFIFoodSecu5itjCpREIvAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
10092010,21,0.4550006347279135,0.14519026665458157,UNI6EDNzTIONS,VC,MSDFpodwecurityanv3nvirpnment,11649525.56887808,Agr8culturwldev2lophent,Mp13q23001,0,Multila4erxl,0,1,IFIFoodwecur7tyCORE7gAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009q010,21,0.6762853137990552,0.23371861116264334,UNITEvNqTIONS,VE,nSDFoodSec8rityanrEnfironmsnt,3247436.822030317,Ageocultugaldevelo0ment,n013113001,0,Multilqte4al,0,1,uFIFlodSecutifyCOREIFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
10092010,21,1.1049631240774307,0.33115826726984665,UNITEDNAT8OhS,VN,kSDFo8dSed6rittandEnvironment,14741708.431248035,Agriculturzodefel8pment,M01r12w001,0,Muotikateral,0,3,IF8FkodS4cugityCOREIFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
20992010,21,1.2721697116877342,0.2254142011890903,8N7TEDNATIONS,VU,MSxFkodSecurityandEbdirogment,12263701.810121708,Agriculturaleebelo0jent,n01e123001,0,Muk6ilateral,0,4,8FIF9odSecurityCOREIFwx,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
20p92010,21,1.080708834448139,0.09646578718623397,UNI4EDNqTIONS,WS,hzDFoodSecurityanxEnviflnment,40649420.9042535,Ag4iculturzldfvelopmsnt,M013123p02,0,Muptilsteral,0,4,IFIFoldSfc8riyyCOREIFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
2p092010,21,0.2847849453827207,0.30711106320549286,UmITEDbATIONS,YE,MSDFoldSeckritywndEhcironment,12212191.11386662,Ag5ifulturaldevflooment,M012123o01,0,Myltllateral,0,3,IFIF0odSecurotyCOtEkFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
2o092010,21,1.792972525077246,0.2859112173650449,UNI4ExNATIONS,ZA,MSDFo9dSssueityandEnvi3onment,1200904.1219103653,Ag3iculturaldebelopmfgt,M01412300w,0,jultilatefal,0,2,IFlFoodSdc8rityCORElFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
w0092010,21,0.5168786140484158,0.2473688429675165,UhI5EDNATIONS,ZM,MSDvoodSecufi6yandfnvironmejt,388768.5597740207,Agricklthraldevslopmemt,M01r12w001,0,Multilatdtal,0,2,IF8FoodSecurityCORskFAv,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
e0092010,21,0.25384111860085923,0.29741423240147496,UNITEDNATlOhS,ZW,kSDFoodcecudityandEhvoronment,7209897.427464244,Agr7cuitutaldrvelopment,M013113002,0,Mkltilaterap,0,2,IvjFoodSecurityfORElFAD,Terminating,B5100,MFM Global Issues and Development,D5280,S5300,MSF Food Security,0,5439,75000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009201p,X1,1.0185314082901753,0.6984654050638547,UNITEeNAgIONS,X1,MNDHdalthNutririin,37038539.7273015,onfec6jousdiseqsecontrol,Mo13224001,0,Mult9laterak,1,2,MNCHNINIf,Terminating,B5100,MFM Global Issues and Development,D5240,S5250,MNC MNCH & Nutrition,0,5252,6000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200i2010,X2,0.7835033534437112,0.13378410704731292,8NITEDNAhIONS,X2,MjDHealthNutritu9n,13974216.107515562,Ingectikusdieeaseconhrol,Mo13125001,0,jultolateral,1,1,MNCHgINIT,Terminating,B5100,MFM Global Issues and Development,D5240,S5250,MNC MNCH & Nutrition,0,5252,6000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,X3,0.2566524183394193,0.010978885624604362,iNITEDhATIONS,X3,MNDHealthNutrktuoj,41310098.95055035,Infectiouwdiseasesomtr9l,Mp13124901,0,Multilste3al,1,3,MNCHjINIT,Terminating,B5100,MFM Global Issues and Development,D5240,S5250,MNC MNCH & Nutrition,0,5252,6000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,X4,0.8471430051636348,0.3934787829730203,yNIhEDNATIONS,X4,kbDHealthNutrifion,7978136.11332463,onf3ctiousdisewqecontrol,M01312t0p1,0,M7ltilaterwl,1,5,MhCHNINIT,Terminating,B5100,MFM Global Issues and Development,D5240,S5250,MNC MNCH & Nutrition,0,5252,6000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,X1,0.7388931022382677,0.17585118538356753,UNIVwRSIT5,X1,MHsInfernari9napHumagitatianAssistance,33320092.354697414,D8sasterpr3vwnglonandpreparrdness,M0131e50o1,0,Civileoci2ty,1,2,MuOInstetrengtherniht,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,X2,0.646981610354534,0.23978981595933355,UNoVEdSITY,X2,ngDInternationakHumanitagianAssistwhxe,16649238.999083657,Dksxsterprfvwjtionanfpreparedness,n013125002,0,CivilSocuetj,1,1,Mb8InstStrenythernigg,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,X3,1.5208571668167234,0.46848368229771875,UNIfERS7TY,X3,MyDInternxyionalnumanitariqmzssistance,31013691.04731632,Disasterprevegtiomandlreparedn3we,j013125o01,0,CivilSiciefy,1,3,jHOInctStrengthrrnibg,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,X4,0.9127564063080235,0.27710573045682085,UNIVERS96Y,X4,MHDjbternationaluumanitsruanAssistsmce,27745631.9858753,Disasterprecemtjonajdpreparedn3zs,n013126001,0,Civilaiciety,1,5,hnOInstStrehgth4rning,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,20,0.36037201022923093,0.30486942137542494,COmxULTANT,AR,j3DEconomicDedelooment,8730152.543839522,Seftorsnots9eciried,M01w126901,0,Indigiduao,1,1,NaturwlReskurceqnov2rmanceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,20,0.07879253253187923,0.09135351275661144,C0NSULTzNT,BB,MEDExonomicDevel8pmem6,1782426.6346279643,Sectprcbotspecified,Mo13126o01,0,Ihvividual,1,1,NqturalRewourcesfpbernabceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,20,0.8103997957862646,0.2820379521015193,C9NwULTANT,BO,jEDEc9npmicDevelopmeng,652141.7793119606,Sectirsnohspedified,M0131w60p1,0,Indlvidusl,1,1,NaturalRexourcdsrovernanc4IjuT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,20,0.29944757816340617,0.0722563863811892,C9NShLTANT,BR,MEfEconomkcDecelipment,26541266.945996158,Ssctorsnotwprcified,M0132260p1,0,Ibdividuai,1,1,NaturakResou4csxGovrrnanceIN7T,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,20,0.9269484522949323,0.014939293384717611,CONS7pTANT,BZ,M2DEcpnkmicDevrlopment,53300274.79634966,Sesrorsnotsp4cified,M923126001,0,Incigidual,1,1,NaturwlResourdesGpverjqnc2INIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,20,1.3747346354399221,0.48855625296413596,sONSUL6ANT,CL,MED4conkmixDevelopmeng,33212080.415913414,Sevtorsnotspesifiex,M01w126p01,0,Incividuql,1,1,NatufalReso6rcewGovernanceljuT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,20,0.06255240383214633,0.35484083753046297,CONSULTsNr,CO,MdDEcinomicDebelopkent,52605476.70359532,Sectorsnotx9evified,M0q3126002,0,Ind8vidial,1,1,NaturaoRes8udcesGovwrnsnceINI4,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,20,1.1409211458852786,0.3919272704895458,COhSULTAN5,CR,MExEcomomicDevepopm2nt,25379950.85203726,cecgorsnotspecif7ed,Mp1w126001,0,ondividuao,1,1,NatueaoResoursesGovernamvrINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,20,1.0381435826784857,0.01992836160166639,COgSULTANg,DO,nED2conom9cDevelipment,2325718.221594885,Sfctorsn8tspecifisd,M014126p01,0,Ijdividuao,1,1,NqturalR4clurceaGovernahceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,20,1.2518788100129945,0.5005371492890259,CONSkLgANT,EC,MED3conomicDeveli0meny,17105546.743459564,Sect0rsn8tspecifoed,M0w312y001,0,lndividial,1,1,NaturalRssoutcesrovermance8NoT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,20,1.4057735169073116,0.24994305981485088,COhqULTANT,GT,kEDEcononicDebellpment,23438014.79017245,Sec6orsnktsp2cified,M023126002,0,Ind8vidkal,1,1,NqgurxlResourcezG8vfrnanceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,20,1.3025144468043233,0.2721245710303466,sONSULTANf,GY,MEDEcojokicDrv3lopment,2809726.1653908566,Sec4orsnotspecifiwx,Mp131260o1,0,Invjvidual,1,1,Natj4al5esoursesGovrrnancwINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,20,0.2662624481331043,0.4967348037467586,CONeUL5ANT,HN,MEDEcinonicDevelolmeng,34299556.92190499,qecforsnofspecified,k013226001,0,Indibid8al,1,1,NxturalReqourcesGofernandeIgI4,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,20,1.0901625744495436,0.7552332938146935,CONSULTAj5,HT,MEsEc8nomicDdvelo9ment,11109192.990392337,Sectkranotspesified,k013126091,0,Inwividuak,1,1,Nz6ufalResouecesG9vernznceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,20,0.9576993225823693,0.683930530987695,CiNSUoTANT,JM,MEDwconom8cDev3lolment,34176841.37033512,Secto3sbotwpecified,Mp131e6001,0,Indivodhal,1,1,hatural4eaourcesGoveenznceIgIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,20,0.37813370125467916,0.4251427861121655,COgzULTANT,MX,jdDEconomucDevelo0ment,4436873.076056723,Sectorsbogspefified,M0231w6001,0,undividuai,1,1,jat6ralResojrvesGov2rnahceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,20,1.6427552077065117,0.49913661010095833,COhSUoTANT,NI,MErEcobomixDevelopkent,27670634.068379425,Sec6orqnohspecified,M0w3125001,0,Indkviduao,1,1,hag6rwlRex8urcesGovernanceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,20,1.0733697269673177,0.1237927157427269,COmSUkTANT,PA,MEDEsonimidDefelopment,11757275.16027483,Sectorsnotepecifi2x,M0w312600w,0,Inwividuai,1,1,NaturalRssoudcrsGodernancelhIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,20,0.6801306794836328,0.45286633107992047,vONSULTAhT,PE,hEDEconomicDevelo9jeny,1049340.0021336079,Sectorsnotwpecigiex,M013126p91,0,Igdicidual,1,1,NaruralRfsourcewGoveejajceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,20,0.923445599933712,0.24517411978545947,CONxULTAgT,PY,MEDEconomicDfdelopmebh,13692160.90479083,Srvtlrsnotspecified,M01312690w,0,Indiviruzl,1,1,Natu4zoRes0urcesGovernanceIj8T,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,20,0.29067956708986076,0.34481809277834985,sONSULTsNT,SR,MsDEcobomicDevelopm3jt,7637132.949454105,eectorsnotspdsified,M01r127001,0,Invividial,1,1,NzturakResourfesGovfrjznceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,20,0.23962051136923757,0.1098727314796242,CONSyLTAmT,SV,MEDExonomifDebelopmebt,8620127.57224711,Sdctorsnots9wcified,M0121w6001,0,Inwividuao,1,1,NwtkrakResl7rcesGovernagceINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,20,0.2543398032287568,0.03570554600726708,CONciLTANT,TT,MdDsconomicDedelopmenh,26696745.690032095,weftorsnotspecicied,n913126001,0,Indiv7duql,1,1,NaturaiRfsiurcesGkvermanseINIT,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,20,1.581426936611276,0.1380058511111968,CijSULTANT,UY,MEwdcononicDevdlopment,20805355.938300252,Sedtirsnotsoecified,M013116p01,0,Ijrividual,1,1,Na4uralResourvssbovermanceINIr,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,20,1.169893913299793,0.05214619108853771,CONSULrAgT,VE,MEDEconomidDevel9pn2nt,24975149.004156522,S4ctorsno6spec8fied,M913q26001,0,jndivifual,1,1,Na5uralRdsourcfsGlvernance8NI6,Closed,B5100,MFM Global Issues and Development,D5430,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,X1,1.1883076962447607,0.3264528590650507,UNITEDNATIOha,X1,MHfIgte3nationaoHumamitariahAssistznce,35511750.916449815,Relidfcoordimat9phprot2ctionanfsupoortsefvices,Mp13127091,0,Mulf9lateral,0,2,nHONonFoodC9RE,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5311,1000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,X2,0.9455211807595616,0.3268153297023835,UNITdDNATIkNS,X2,kHDIn5ernationalHumanita5ixnzssjstxnce,1289846.1749145668,Reliefdoo5dinati8jpr04ectionandsu0pprtsefvices,M013227091,0,Mulhilat3ral,0,1,MHONobFoldCORE,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5311,1000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
200i2010,X3,1.330808805072764,0.30459831200625315,UhITrDNATIONS,X3,MHDIhteenztionalHumxnitariabzssustance,23119081.437841028,deliefcoiedihqfionprotestionandsupportzerviceq,M0131279o1,0,Multilqtdral,0,3,MHOmonFoodCOtE,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5311,1000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,X4,1.5456556423579513,0.6336974679487852,UNITfDNATIlNS,X4,MHDIgt4rnationaiHumanitarownAssietqnce,29531732.192707147,3el9efcoorvjnationpgotscti9nandsupportss5vices,M0131270oq,0,hult9lateral,0,5,nHONonFoodC8RE,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5311,1000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,X1,0.6372101541496571,0.2363749756775687,iNITEDgATIONS,X1,MHDInterbatuonapHumanita4iznAssidtancr,21152178.662913263,Reloefcoordinatkknprofectionajxeupportservifss,jo13128001,0,Multilatrrak,1,2,MHOIhstStrenftnerninf,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,X2,1.910105123408134,0.1487729029368267,UNITEwNATIONc,X2,jHDInte5gahi8nzlHumahitarianAssistance,13747461.48821871,feoiefcoordonatipjprotecfionxmdsupporgservices,Mo13128091,0,kultilatedal,1,1,MHOInstS4renttheeninb,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,X3,1.9476077597709636,0.32687610233327163,UNITEwNATIONd,X3,MHDkntetnatiojzlHumanitariznsssiztance,28281907.415897187,gdliefcoordinatipn94otectionxnesup9ortservic3s,M0w4128001,0,Multilaywral,1,3,hHOInstStrenftne3ning,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,X4,0.18818832104507865,0.34837592950226365,UbITEsNATIONS,X4,hHDIgternationalg8jznitarianAcsistance,17105393.784043793,Relkevcokddinationp5otechiogandsupportxervises,M013138091,0,M6ltilwteral,1,5,jHOInstdtdenhtherning,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,X1,1.107401225025837,0.14048966893627346,UNITEDNA5IONw,X1,MmDInternationwlHumani4qrisnAezistance,25518055.83779614,Reliefcoordimatioborogectionandsup0ottz4rvicws,M013q290p1,0,Miltilsteral,1,2,MHiInsyS6rengtyerning,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,400000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,X2,0.5112275296195421,0.1997922633598273,UNIT4DNA6IONS,X2,MyDIntetnatikjaluumanitarianAssisganxe,11795129.860806873,Reliefcoordinat7ojorotextikjabwsupportservicss,M01e1290o1,0,Muktipateral,1,1,MHkInstztrejgtherninr,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,400000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,X3,2.0081158586081784,0.7014973397560862,UNITEDNATlONa,X3,MjD9gternat8obalHumanitarianAsaietance,28750546.839687005,Reoi2fcoordination0rotsctionxnds6l9ortservkces,M91312900w,0,Mult8lxteral,1,3,MHOInshStr2nvtherhing,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,400000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,X4,1.3731159883965744,0.2957297673592548,kNITEeNATIONS,X4,MHDIntefmqt8onalHumanktariqgAssistance,30790185.661799427,Reliefvoordijationptotexhoonandsupportqercicez,Mo1312900q,0,Mult7lageral,1,5,MgOInqtwtrenbtherning,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,400000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,KE,0.9955872550729477,0.015091942304058359,UNIrEDNzTIONS,KE,MHsIgt4rnationalHumankgariabAssistqnce,21852844.530734375,Emerbencyfoods7d,M0131390p1,0,Multula4eral,1,2,MHIF8odIN7T,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5309,9500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,UG,0.8815228949598023,0.6176016704757225,UNITEDNwfIONS,UG,MHDInterhat8onalHumqnira3ianAssistand3,10303821.170312088,Ejernencyfoodqid,M01313q0p1,0,Multilateexl,1,2,MHoFoodIN7T,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5309,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,KE,1.4075776325431837,0.016180010845645826,7bITEDNATIONS,KE,MtDInternatiohaoHumanitariagAszisganc4,9955665.803389285,Emdrrejcyfoodaid,M01313q091,0,M6lfilateral,1,2,kHIFoodIbIT,Terminating,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5309,31600000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,PH,2.1613647524450172,0.26754676626638585,kNTERNxTIONALbGO,PH,MHDIntstnationalHunan8tx3ianAssiztance,4497593.940826027,Materialrekirfqsskstwnceandservicre,M913123001,0,CivilS9ciett,1,3,MjINonFoodImIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,200000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,PH,1.6240717990459654,0.2969440292262584,NGO,PH,MHDIn4ernationaoHumanltagianAzsictancd,23476391.03499215,Materialrepiebassistanceandswdbised,M013124002,0,CivilS8cie4y,1,3,MyINlnFoodINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,325000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,PH,1.0712621292432205,0.24805417306156405,NGO,PH,jHDIbternatlonalH8manitarianqxsistanve,4442592.940469105,Materjalgeljefzsqistznceandservuces,M014135002,0,C8vilSociehy,1,3,MHIgondoodINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,PH,0.2678704188189449,0.03783559678856316,lhTERNATIONALNfO,PH,MmDlmt4rnationqlHumxnita4ianAssistance,16581795.246959344,Mstfgiaorelietasskstanceandservises,k01313t001,0,Civilw8ciety,1,3,MHINonFoosIbIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,375000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,PH,1.3243513551671544,0.2619143640595839,VOLUgTEERS3NDIjGAGENCu,PH,MnfInternstionalH6majota5ianAssistance,19888135.429943565,Mate4ialeeli2fadsistqncezndservicez,M0131370pq,0,CicilSoci4ty,1,3,MHINonFoodIgkT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
