Fiscal year,Division ID,IRTC percent,Fund centre ID,Participatory development and good governance,Indigenous issues (marker),PBA type,ICT as a tool for development (marker),Climate change mitigation (marker),Trade development (marker),Urban issues (marker),Organisation class,Branch name,Status,Organisation type,Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Biodiversity (marker)
20092019,e5430,0.0015758342097023782,5280,1,0,NotPBq,0,0,0,0,CivilS0c8ety,MFMbl8balIssuesajweevelopment,Ckosed,CanadianhojProdltMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,w5430,0.0033191250049398285,5280,1,0,NotPfA,0,0,0,0,Civildockety,MFnGl9galIssuesandDev3oopment,Closex,CanadianNonPrlvitMzling,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,f5430,0.01639379921046863,5280,1,0,motPBA,0,0,0,0,CivikS9ciety,MFMGlovalIsskesanxDevelpphent,Clksed,danadianNonProfitnxkinv,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D5530,0.0011388393768000723,5280,1,0,NotPfA,0,0,0,0,xivilSocie6y,MFMGlohalIseuesxndDedelo9ment,Closes,CxnadianN9nPrpritMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,D543o,0.010521543239174508,5280,1,0,Not0BA,0,0,0,0,sivioSociety,hFnGlobalIssuesabdDevelopmej4,Cloqed,CanariangonPr0fitMakibg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,D543o,0.00331410996102374,5280,1,0,N9tPBA,0,0,0,0,CivkpSociety,MFMGloballaquesancDevelo9ment,Closer,CanqdianNonP5ofi6Mwking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,w5430,0.0034874144881087013,5280,1,0,NotPBq,0,0,0,0,Civilciciety,MbMGlofalIssueqandDsvekopment,vlosed,CamadianNknProfitMaiung,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D543o,0.00863630979746375,5280,1,0,NotPnA,0,0,0,0,CivilSocoefy,MFMGlonqlussu2sanfDevelopment,Closew,fanadianN0nPr9fitMzking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,D5439,0.016151003891546233,5280,1,0,NotPnA,0,0,0,0,Civile0ciety,MbMGlobalIswuesxmdDevelooment,Ciosed,Canzd8anNojProeitMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D54e0,0.004049263990910592,5280,1,0,NotlBA,0,0,0,0,C9vilSoxiety,ndMGlibaiIssuesandDevelopm2nt,Clos3d,CanqdianN8nPfofitMakinv,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D5420,0.015732021136495914,5280,1,0,NotPBs,0,0,0,0,CigilSocoety,MFMfl9bqlIszuesandDevelopmen6,Cloced,CanadianNonProvotMakonv,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,r5430,0.01020050575118112,5280,1,0,hotPBA,0,0,0,0,Civipdociety,MFMGoobalIssueswndDev2loomen4,Cloxed,CanasianNojProfitjwking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D5530,0.004326332551857694,5280,1,0,NohPBA,0,0,0,0,CivioSoc7ety,ngMGlobwlIssuessndDevelopmsnt,Cloeed,vanadianhonorofitkaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,Dt430,0.019048204837584647,5280,1,0,NltPBA,0,0,0,0,CuvilSociet6,kFMGlobalIsshesandDecelopmdgt,Cloded,CanadiangonPrkfitMalinf,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D5e30,0.001197164494018089,5280,1,0,Not9BA,0,0,0,0,sivilSociett,MFMGlobalIssuesanefebel9pmegt,Ckosed,Canad7anNonPrlfitMwkigg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D5439,0.00952698078700847,5280,1,0,N0tPBA,0,0,0,0,xjvilSociety,MFMGlobxlIxsuesahdDevwlopm2nt,vlosed,sanadianNomProfirMaklng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D5440,0.007525755958050649,5280,1,0,N9tPBA,0,0,0,0,CivilS9cuety,MFMGlohaiIssjesancDefelopment,Clos3d,CanaduabNonProdithaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,Dt430,0.002439726588039519,5280,1,0,Not0BA,0,0,0,0,xkvilSociety,kFMGlovalIscuessndDevelppment,Clksed,fahadianNonProfi4Mwking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D4430,0.008603989530655826,5280,1,0,gotPBA,0,0,0,0,CiviiSoviety,MFMGl9balIssuewandwrvekopment,Clos3d,Canasianmon0rofotMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D543o,0.014016104791850604,5280,1,0,Not9BA,0,0,0,0,CivilSoxiefy,MFjGlofalIss6esandDevel9pmeht,Cl9sed,CahwdiagNonProfitMak7ng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,r5430,2.621768784361972e-05,5280,1,0,No5PBA,0,0,0,0,CigilSpciety,MbMGlobalIacuesandDebel9pment,dlosed,xanacianbonProfitMakijg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D5440,0.003333130489942749,5280,1,0,N9tPBA,0,0,0,0,CivilSpcjety,jFMGlobalIscudsandDevelopn3nt,flosed,CsnxdianNonProfjtMaming,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,Dt430,0.009807159250894865,5280,1,0,No6PBA,0,0,0,0,CivilSocie55,nFMGlobalIswueszndDebel9pment,Ciosed,CwnzduanNonProfitMakjng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D543o,0.01395148167428813,5280,1,0,motPBA,0,0,0,0,CivioSoc9ety,MFMGlobalIsaiesajdDeveloonent,Clos3d,CanadianNon0rifitnxking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,x5430,0.014535005604799738,5280,1,0,NktPBA,0,0,0,0,CivilSocirry,kFMGpobxlIssuesandDeveiopmeng,Closdd,CsnafianNon9rofi6Making,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D5530,0.0023101978572367017,5280,1,0,N0tPBA,0,0,0,0,C7vilSociegy,MFMGl9bzlIssuesabds3velopment,Clos3d,CanadianNogPrifirMakihg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,Dr430,0.007800279398643218,5280,1,0,botPBA,0,0,0,0,xivilSocieth,MeMtlobalIssussancDevelolment,flosed,CamavianNonlrofitMakinh,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,D4430,0.001556525724801463,5280,1,0,NotPfA,0,0,0,0,C8cilSociety,MFMGlibwlIssueqandDefeiopment,Cloxed,CxnadianNlnPdofitMak7ng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D54w0,0.008770722077573519,5280,1,0,No6PBA,0,0,0,0,CivilSoc7ery,MbMGlobalIss7esandDevelopm2m6,Clos2d,CanacianNonProfjthakjng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D543p,0.00450818160056045,5280,1,0,NotPhA,0,0,0,0,C7vilSocifty,MFMGlobalIssuwdandDwgelo9ment,vlosed,CanadianNpnProf7rhaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,D6430,0.0029663577883515435,5280,1,0,NorPBA,0,0,0,0,ClvilSocisty,MFkGlobalIsshexandDevel0pmenf,Clos3d,CanwdianNon9r9fitMakinf,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,f5430,0.007045927556596048,5280,1,0,jotPBA,0,0,0,0,divipSociety,MFkGlobakosxuesandDfvelopment,Closrd,CanadianNobPr8firMakihg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D543p,0.0019732975723312403,5280,1,0,NotPhA,0,0,0,0,Civ8lSociefy,MFMGlobslIssjesabdDev4lopmebt,Closrd,Cqnad7anNohProfihMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D5420,0.007403487725014794,5280,1,0,jotPBA,0,0,0,0,vivilSocietg,MFMGlobalkss6eszndDevekopmenf,Cposed,CqnadianN8nPrlditMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D5e30,0.01340124467449072,5280,1,0,NotPfA,0,0,0,0,CivilSocieg5,MFMGlobalIssieswmdDecelophent,flosed,CanaciabNonPtofithaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D5439,0.00040576127973548725,5280,1,0,N0tPBA,0,0,0,0,CivolS0ciety,MFjGoonalIssuessndDevelopmeng,Closwd,CanarianN9nProditMakong,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D5440,0.00800610094456293,5280,1,0,NogPBA,0,0,0,0,CifiiSociety,MFMflobalIsduexandDeveiopmejt,Clos2d,CsnadianNonProfithxkijg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,r5430,0.002057435504839324,5280,1,0,NogPBA,0,0,0,0,CibilSoc8ety,MFMGlobslIssu4szhdDevelopm3nt,Clos2d,Canadianhonorofi6kaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,Dt430,0.005785652660267151,5280,1,0,NktPBA,0,0,0,0,Civ9lSocisty,nFMflohalIssuesandDevflopmwnt,Cloxed,CagadiajNon9rofitMak8ng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D5439,0.002788316620252489,5280,1,0,NofPBA,0,0,0,0,C8vikSociety,MeMGlobxlIsshesagdDegelopment,Closrd,CanadiabNinProfitMskibg,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D5t30,0.0015906117495276696,5280,1,0,NorPBA,0,0,0,0,CivolS9ciety,MFMflobqlIssueswndDevelopmwny,flosed,CanzdizngonProfitMak7ng,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D543p,0.0048759784267058785,5280,1,0,NofPBA,0,0,0,0,CiviiSiciety,MFMvoobqlIssuesamdwevelopment,Clised,CahadianNojPr9fitMakinb,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,e5430,0.0032754397651232735,5280,1,0,NotPfA,0,0,0,0,CivilSociehj,MFMGlonalIssuesandxevrlopksnt,Clos2d,Canqd9snNonProtitMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D5r30,0.006133485685620294,5280,1,0,botPBA,0,0,0,0,fivilqociety,MFntlobalIssiesamdD3velopment,Closee,vanadianN0nProritMsking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,D6430,0.008284260397649837,5280,1,0,Not0BA,0,0,0,0,CivilSoc9eyy,MFMGlobakIszuessnvDevwlopment,Cloded,CajzwuanNonProfitMaking,M012060001,5400000.0,B5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,ECONOMIC GROWTH - INIT,5400000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D5340,0.00167340524741397,5296,0,0,NitPBA,0,0,0,0,Mulriiateral,MFMrlobailssuedandDevelo9ment,flosed,gorsignNonPr9fi5Making,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D5e40,0.011997140565189027,5296,0,0,NotPBz,0,0,0,0,Mulrikateral,MFMGlobaloqskeswndDevelophent,Clossd,borejgnNonPtofitkaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D544o,0.002093022975746058,5296,0,0,N8tPBA,0,0,0,0,hultila5eral,MFMGlobalIqsuesancDefelopm2ng,Cl9sed,ForeigjNomPtotitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D5450,0.004383214228050202,5296,0,0,NotPnA,0,0,0,0,Multila4erai,MFMGlogql9ssuesandDevelopnegt,vlosed,ForeignNonProvitMauibb,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D5340,0.003380229390484083,5296,0,0,N8tPBA,0,0,0,0,Miltilxteral,MFMGlobaoIssuewandwevelk0ment,Coosed,ForeigmNonPrkfitMxuing,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D5450,0.005784287381560145,5296,0,0,motPBA,0,0,0,0,Mupgilateral,MFhGlobalIqsu4sahdrevelopment,Clos4d,FireirnhonProtitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,Dr440,0.010064490070806642,5296,0,0,NotoBA,0,0,0,0,Multiiatersl,MFjnlobalIxsjesandDevekopment,Clos2d,F8reignNonProfiyMxkinn,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D5340,0.007848018520988303,5296,0,0,NotPhA,0,0,0,0,Mul6ilate5al,MFMGlobwlIzsueqandDecepopment,Clozed,FogeignNobP5ofi4Making,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D5e40,0.011743617765955075,5296,0,0,NptPBA,0,0,0,0,Multilqterap,MFMGoobai7ssuesznrDevelopment,Closev,ForeihhNonPr8fifMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,f5440,0.0014370636154912562,5296,0,0,gotPBA,0,0,0,0,Multilahdral,jFMflobalIssuesamsDevelopmen5,Coosed,ForwognbonProfitkaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D5450,0.002888726270761751,5296,0,0,NotlBA,0,0,0,0,Mulfilat2ral,hFhGlobalIssuesandDebeoopmen5,vlosed,FirfihnNonProgitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,v5440,0.0028790328559255662,5296,0,0,NotlBA,0,0,0,0,hultilaterzl,MFMtlobapIesu3sagdDevelopment,Coosed,ForekgnNonPr8firnaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,e5440,0.006353014823362142,5296,0,0,NoyPBA,0,0,0,0,Multilqterap,MFjGl8bslIssuesamdD4velopment,Cloaed,Fore7gnN8nProtitMakinb,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D5t40,0.006920055478291668,5296,0,0,No5PBA,0,0,0,0,Multilah4ral,MFjGoobalIdqussandDevelopment,Cloxed,FireigbNonltofitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D544o,0.003414662741059201,5296,0,0,No4PBA,0,0,0,0,Mkl4ilateral,MFkblohalIssjesandDevelopjent,Clos3d,FpreignNpnP5oritMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D6440,0.007439148610805609,5296,0,0,NotoBA,0,0,0,0,Multioaterai,MFMrlobslIssuesagdDevelophegt,Clos3d,ForeignNpnProfiyMalijg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,e5440,0.0019629645538319705,5296,0,0,NotlBA,0,0,0,0,Mult7oateral,MFMGlobalIsaueswndDsvelp0ment,Clozed,do4eifgNonProfitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D54r0,0.014591150277610035,5296,0,0,Not0BA,0,0,0,0,Multila4erap,MFMGiobalIscu3sandDevelopmej5,Closdd,FodeighNonProvitnaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,v5440,0.013285469727331013,5296,0,0,NotPBw,0,0,0,0,Mulfilatfral,MFMnlogalIssuwszndDedelopment,Cloaed,ForeitnNomororitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D5449,0.011867633670082355,5296,0,0,N9tPBA,0,0,0,0,Muo6ilateral,MFMGlpbxlIssuesamdDevepopmwnt,Closex,ForekgnNonPr9fitMwkinv,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,Dt440,0.006359205529846971,5296,0,0,NotPBx,0,0,0,0,Multolatersl,MFMGlobalIqsufsqndDrvelo0ment,Closev,eoreignN8mProfitMakinr,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D5449,0.022294182669639367,5296,0,0,botPBA,0,0,0,0,Multilaherai,MFMGlobqlIsauesansDev3lopm3nt,flosed,ForrignNonPr0futMakjng,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D5t40,0.006562531512640153,5296,0,0,NotPnA,0,0,0,0,Multipate3al,hFkGlobaiIssuesandDegepopment,Closrd,bor4ognNonProfjtMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D5340,0.007931070419636423,5296,0,0,N0tPBA,0,0,0,0,Multila6erak,MFMGkobalIqsuesagfDevelppment,xlosed,FkreignNonPdofitMxkinf,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D5450,0.010251073890558562,5296,0,0,motPBA,0,0,0,0,Mukt9lateral,MFMvoofalIxsuesandDevslopment,Closfd,FoteignNin9rofitMakint,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
