ss_d,ss_sbclllr_frctn,cnfdnc_scr,tss_d,vrnt_d,rltnshp_tp,ss_tss,ss_cll_tp,td,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt
13388,,0,,,U,,,22224,Autocuration,1,,CHEMBL628093,,BAO_0000218
13389,,0,,,U,,,22224,Autocuration,1,,CHEMBL875607,,BAO_0000218
13390,,0,,,U,,,22224,Autocuration,1,,CHEMBL625710,,BAO_0000218
13391,,0,,,U,,,22224,Autocuration,1,,CHEMBL625711,,BAO_0000218
13392,,0,,,U,,,22224,Autocuration,1,,CHEMBL625712,,BAO_0000218
13393,,0,,,U,,,22224,Autocuration,1,,CHEMBL625713,,BAO_0000218
13394,,1,,,N,,,50588,Intermediate,1,,CHEMBL625714,,BAO_0000218
13395,,1,,,N,,,50797,Intermediate,1,,CHEMBL625715,,BAO_0000218
13396,,1,,,N,,,50597,Intermediate,1,,CHEMBL625716,,BAO_0000218
13397,,1,,,N,,,50597,Intermediate,1,,CHEMBL625717,,BAO_0000218
13398,,1,,,N,,,50597,Intermediate,1,,CHEMBL625718,,BAO_0000218
13399,,1,,,N,,,50597,Intermediate,1,,CHEMBL625719,,BAO_0000218
13400,,1,,,N,,,50597,Intermediate,1,,CHEMBL625720,,BAO_0000218
13401,,1,,,N,,,50597,Intermediate,1,,CHEMBL625721,,BAO_0000218
13402,,1,,,N,,,50597,Intermediate,1,,CHEMBL625722,,BAO_0000218
13403,,1,,,N,,,50597,Intermediate,1,,CHEMBL625723,,BAO_0000218
13404,,1,,,N,,,50545,Intermediate,1,,CHEMBL625724,,BAO_0000218
13405,,1,,,N,,,50545,Intermediate,1,,CHEMBL625725,,BAO_0000218
13406,,1,,,N,,,50545,Intermediate,1,,CHEMBL625726,,BAO_0000218
13407,,1,,,N,,,50545,Intermediate,1,,CHEMBL875608,,BAO_0000218
13408,,1,,,N,,,50545,Intermediate,1,,CHEMBL625727,,BAO_0000218
13409,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL625728,,BAO_0000218
13410,,0,,,U,,,22224,Autocuration,1,,CHEMBL625729,,BAO_0000218
13411,,0,,,U,,,22224,Autocuration,1,,CHEMBL625730,,BAO_0000218
13412,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL625731,,BAO_0000218
13413,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL626417,,BAO_0000218
13414,,1,1088.0,,N,Urine,,50587,Intermediate,1,,CHEMBL626418,,BAO_0000218
13415,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL626419,,BAO_0000218
13416,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL626592,,BAO_0000218
13417,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL626593,,BAO_0000218
13418,,1,,,N,,,50597,Intermediate,1,,CHEMBL626594,,BAO_0000218
13419,,1,,,N,,,50588,Intermediate,1,,CHEMBL625035,,BAO_0000218
13420,,0,,,U,,,22224,Autocuration,1,,CHEMBL625036,,BAO_0000019
13421,,0,,,U,,,22229,Autocuration,1,,CHEMBL625037,,BAO_0000100
13422,,0,,,U,,,22229,Autocuration,1,,CHEMBL625038,,BAO_0000100
13423,,0,,,U,,,22229,Autocuration,1,,CHEMBL625039,,BAO_0000100
13424,,0,,,U,,,22229,Autocuration,1,,CHEMBL625040,,BAO_0000100
13425,,0,,,U,,,22229,Autocuration,1,,CHEMBL625041,,BAO_0000100
13426,,0,,,U,,,22229,Autocuration,1,,CHEMBL625042,,BAO_0000100
13427,,0,,,U,,,22224,Autocuration,1,,CHEMBL874411,,BAO_0000019
13428,,0,,,U,,,22224,Autocuration,1,,CHEMBL625043,,BAO_0000019
13429,,0,,,U,,,22229,Autocuration,1,,CHEMBL625044,,BAO_0000100
13430,,0,,,U,,,22224,Autocuration,1,,CHEMBL625045,,BAO_0000019
13431,,0,,,U,,,22229,Autocuration,1,,CHEMBL625046,,BAO_0000100
13432,,0,,,U,,,22229,Autocuration,1,,CHEMBL625047,,BAO_0000100
13433,,0,,,U,,,22229,Autocuration,1,,CHEMBL625048,,BAO_0000100
13434,,0,,,U,,,22229,Autocuration,1,,CHEMBL625049,,BAO_0000100
13435,,0,,,U,,,22229,Autocuration,1,,CHEMBL625050,,BAO_0000100
13436,,0,,,U,,,22229,Autocuration,1,,CHEMBL625051,,BAO_0000100
13437,,0,,,U,,,22229,Autocuration,1,,CHEMBL874412,,BAO_0000100
13438,,0,,,U,,,22229,Autocuration,1,,CHEMBL625052,,BAO_0000100
13439,,0,,,U,,,22229,Autocuration,1,,CHEMBL625053,,BAO_0000100
13440,,0,,,U,,,22224,Autocuration,1,,CHEMBL623250,,BAO_0000019
13441,,0,,,U,,,22224,Autocuration,1,,CHEMBL623251,,BAO_0000019
13442,,0,,,U,,,22224,Autocuration,1,,CHEMBL623252,,BAO_0000019
13443,,0,,,U,,,22224,Autocuration,1,,CHEMBL623253,,BAO_0000019
13444,,0,,,U,,,22224,Autocuration,1,,CHEMBL623254,,BAO_0000019
13445,,0,,,U,,,22224,Autocuration,1,,CHEMBL623255,,BAO_0000019
13446,,0,,,U,,,22224,Autocuration,1,,CHEMBL626831,,BAO_0000019
13447,,0,,,U,,,22224,Autocuration,1,,CHEMBL877494,,BAO_0000019
13448,,0,,,U,,,22224,Autocuration,1,,CHEMBL626832,,BAO_0000019
13449,,0,,,U,,,22224,Autocuration,1,,CHEMBL626833,,BAO_0000019
13450,,0,,,U,,,22224,Autocuration,1,,CHEMBL626834,,BAO_0000100
13451,,0,,,U,,,22224,Autocuration,1,,CHEMBL626835,,BAO_0000019
13452,,0,,,U,,,22224,Autocuration,1,,CHEMBL626836,,BAO_0000019
13453,,0,,,U,,,22229,Autocuration,1,,CHEMBL626837,,BAO_0000100
13454,,0,,,U,,,22224,Autocuration,1,,CHEMBL626838,,BAO_0000019
13455,,0,,,U,,,22224,Autocuration,1,,CHEMBL626839,,BAO_0000100
13456,,0,,,U,,,22224,Autocuration,1,,CHEMBL626840,,BAO_0000019
13457,,0,,,U,,,22224,Autocuration,1,,CHEMBL626841,,BAO_0000019
13458,,0,,,U,,,22224,Autocuration,1,,CHEMBL626842,,BAO_0000219
13459,,0,,,U,,,22224,Autocuration,1,,CHEMBL626843,,BAO_0000219
13460,,1,,,N,,,50597,Intermediate,1,,CHEMBL626844,,BAO_0000218
13461,,1,,,N,,,50597,Intermediate,1,,CHEMBL877495,,BAO_0000218
13462,,1,,,N,,,50597,Intermediate,1,,CHEMBL626845,,BAO_0000218
13463,,1,,,N,,,50597,Intermediate,1,,CHEMBL626846,,BAO_0000218
13464,,1,,,N,,,50597,Intermediate,1,,CHEMBL626847,,BAO_0000218
13465,,1,,,N,,,50597,Intermediate,1,,CHEMBL628677,,BAO_0000218
13466,,1,,,N,,,50597,Intermediate,1,,CHEMBL628678,,BAO_0000218
13467,,0,,,U,,,22224,Autocuration,1,,CHEMBL628679,,BAO_0000019
13468,,0,,,U,,,22224,Autocuration,1,,CHEMBL628680,,BAO_0000019
13469,,0,,,U,,,22224,Autocuration,1,,CHEMBL628681,,BAO_0000019
13470,,0,,,U,,,22224,Autocuration,1,,CHEMBL628682,,BAO_0000019
13471,,0,,,U,,,22224,Autocuration,1,,CHEMBL628683,,BAO_0000019
13472,,1,,,N,,,50597,Intermediate,1,,CHEMBL628684,,BAO_0000218
13473,,0,,,U,,,22229,Autocuration,1,,CHEMBL877501,,BAO_0000100
13474,,0,,,U,,,22224,Autocuration,1,,CHEMBL628685,,BAO_0000100
13475,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL628686,,BAO_0000218
13476,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL628687,,BAO_0000218
13477,,1,,,N,,,50597,Intermediate,1,,CHEMBL628688,,BAO_0000218
13478,,1,,,N,,,50597,Intermediate,1,,CHEMBL628689,,BAO_0000218
13479,,1,2107.0,,N,Liver,,50597,Intermediate,1,,CHEMBL628690,,BAO_0000218
13480,,1,2107.0,,N,Liver,,50597,Intermediate,1,,CHEMBL629363,,BAO_0000218
13481,,1,2106.0,,N,Spleen,,50597,Intermediate,1,,CHEMBL629364,,BAO_0000218
13482,,1,2106.0,,N,Spleen,,50597,Intermediate,1,,CHEMBL629365,,BAO_0000218
13483,,1,,,N,,,50597,Intermediate,1,,CHEMBL629366,,BAO_0000218
13484,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL629367,,BAO_0000218
13485,,1,1988.0,,N,Feces,,50597,Intermediate,1,,CHEMBL629368,,BAO_0000218
13486,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL877502,,BAO_0000218
13487,,1,2037.0,,N,Cerebellum,,50594,Intermediate,1,,CHEMBL629369,,BAO_0000218
13488,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL629370,,BAO_0000218
13489,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL629371,,BAO_0000218
13490,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL626276,,BAO_0000218
13491,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL626277,,BAO_0000218
13492,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL631250,,BAO_0000218
13493,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631251,,BAO_0000218
13494,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631252,,BAO_0000218
13495,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631253,,BAO_0000218
13496,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631254,,BAO_0000218
13497,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631255,,BAO_0000218
13498,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631256,,BAO_0000218
13499,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL631257,,BAO_0000218
13500,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628009,,BAO_0000218
13501,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628010,,BAO_0000218
13502,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628011,,BAO_0000218
13503,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628012,,BAO_0000218
13504,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628013,,BAO_0000218
13505,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628014,,BAO_0000218
13506,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628015,,BAO_0000218
13507,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628016,,BAO_0000218
13508,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL874461,,BAO_0000218
13509,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628017,,BAO_0000218
13510,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628018,,BAO_0000218
13511,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628019,,BAO_0000218
13512,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628020,,BAO_0000218
13513,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628021,,BAO_0000218
13514,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628022,,BAO_0000218
13515,,1,1088.0,,N,Urine,,50588,Intermediate,1,,CHEMBL628023,,BAO_0000218
13516,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL628024,,BAO_0000218
13517,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL628025,,BAO_0000218
13518,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL628026,,BAO_0000218
13519,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL628027,,BAO_0000218
13520,,0,1088.0,,U,Urine,,22224,Autocuration,1,,CHEMBL628028,,BAO_0000218
13521,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628029,,BAO_0000218
13522,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628030,,BAO_0000218
13523,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628031,,BAO_0000218
13524,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628032,,BAO_0000218
13525,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628033,,BAO_0000218
13526,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628034,,BAO_0000218
13527,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628035,,BAO_0000218
13528,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL628036,,BAO_0000218
13529,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL874462,,BAO_0000218
13530,,1,,,N,,,50588,Intermediate,1,,CHEMBL628037,,BAO_0000218
13531,,1,,,N,,,50588,Intermediate,1,,CHEMBL628123,,BAO_0000218
13532,,1,,,N,,,50588,Intermediate,1,,CHEMBL628124,,BAO_0000218
13533,,1,,,N,,,50588,Intermediate,1,,CHEMBL628125,,BAO_0000218
13534,,1,,,N,,,50588,Intermediate,1,,CHEMBL628126,,BAO_0000218
13535,,1,,,N,,,50588,Intermediate,1,,CHEMBL628127,,BAO_0000218
13536,,1,,,N,,,50588,Intermediate,1,,CHEMBL628128,,BAO_0000218
13537,,1,,,N,,,50588,Intermediate,1,,CHEMBL628129,,BAO_0000218
13538,,1,,,N,,,50588,Intermediate,1,,CHEMBL628130,,BAO_0000218
13539,,1,,,N,,,50588,Intermediate,1,,CHEMBL628131,,BAO_0000218
13540,,1,,,N,,,50588,Intermediate,1,,CHEMBL628132,,BAO_0000218
13541,,1,,,N,,,50588,Intermediate,1,,CHEMBL628133,,BAO_0000218
13542,,1,,,N,,,50588,Intermediate,1,,CHEMBL628134,,BAO_0000218
13543,,1,,,N,,,50588,Intermediate,1,,CHEMBL628135,,BAO_0000218
13544,,1,,,N,,,50588,Intermediate,1,,CHEMBL628136,,BAO_0000218
13545,,1,,,N,,,50588,Intermediate,1,,CHEMBL628137,,BAO_0000218
13546,,1,,,N,,,50588,Intermediate,1,,CHEMBL628138,,BAO_0000218
13547,,1,,,N,,,50588,Intermediate,1,,CHEMBL628139,,BAO_0000218
13548,,1,,,N,,,50588,Intermediate,1,,CHEMBL628140,,BAO_0000218
13549,,1,,,N,,,50588,Intermediate,1,,CHEMBL628141,,BAO_0000218
13550,,1,,,N,,,50588,Intermediate,1,,CHEMBL628142,,BAO_0000218
13551,,1,,,N,,,50588,Intermediate,1,,CHEMBL628143,,BAO_0000218
13552,,1,,,N,,,50588,Intermediate,1,,CHEMBL628144,,BAO_0000218
13553,,1,,,N,,,50588,Intermediate,1,,CHEMBL628145,,BAO_0000218
13554,,1,,,N,,,50588,Intermediate,1,,CHEMBL628146,,BAO_0000218
13555,,1,,,N,,,50588,Intermediate,1,,CHEMBL625355,,BAO_0000218
13556,,1,,,N,,,50588,Intermediate,1,,CHEMBL625356,,BAO_0000218
13557,,1,,,N,,,50588,Intermediate,1,,CHEMBL625357,,BAO_0000218
13558,,1,,,N,,,50588,Intermediate,1,,CHEMBL625527,,BAO_0000218
13559,,1,,,N,,,50588,Intermediate,1,,CHEMBL875473,,BAO_0000218
13560,,1,,,N,,,50588,Intermediate,1,,CHEMBL625528,,BAO_0000218
13561,,1,,,N,,,50597,Intermediate,1,,CHEMBL626304,,BAO_0000218
13562,,1,1637.0,,N,Artery,,50588,Intermediate,1,,CHEMBL624138,,BAO_0000218
13563,,0,,,U,,,22229,Autocuration,1,,CHEMBL624139,,BAO_0000100
13564,,0,,,U,,,22229,Autocuration,1,,CHEMBL624140,,BAO_0000100
13565,,0,,,U,,,22229,Autocuration,1,,CHEMBL624141,,BAO_0000100
13566,,0,,,U,,,22229,Autocuration,1,,CHEMBL624142,,BAO_0000100
13567,,0,,,U,,,22229,Autocuration,1,,CHEMBL624143,,BAO_0000100
13568,,0,,,U,,,22229,Autocuration,1,,CHEMBL624144,,BAO_0000100
13569,,0,,,U,,,22229,Autocuration,1,,CHEMBL624145,,BAO_0000100
13570,,0,,,U,,,22229,Autocuration,1,,CHEMBL624146,,BAO_0000100
13571,,0,,,U,,,22229,Autocuration,1,,CHEMBL624147,,BAO_0000100
13572,,0,,,U,,,22229,Autocuration,1,,CHEMBL883123,,BAO_0000100
13573,,0,,,U,,,22224,Autocuration,1,,CHEMBL624148,,BAO_0000019
13574,,0,,,U,,,22224,Autocuration,1,,CHEMBL874416,,BAO_0000019
13575,,0,,,U,,,22229,Autocuration,1,,CHEMBL624149,,BAO_0000100
13576,,0,,,U,,,22229,Autocuration,1,,CHEMBL624150,,BAO_0000100
13577,,0,,,U,,,22224,Autocuration,1,,CHEMBL624151,,BAO_0000100
13578,,0,,,U,,,22224,Autocuration,1,,CHEMBL624152,,BAO_0000100
13579,,0,,,U,,,22224,Autocuration,1,,CHEMBL622139,,BAO_0000100
13580,,0,,,U,,,22229,Autocuration,1,,CHEMBL622140,,BAO_0000100
13581,,0,,,U,,,22224,Autocuration,1,,CHEMBL622141,,BAO_0000100
13582,,0,,,U,,,22224,Autocuration,1,,CHEMBL622142,,BAO_0000100
13583,,0,,,U,,,22229,Autocuration,1,,CHEMBL622143,,BAO_0000100
13584,,0,,,U,,,22229,Autocuration,1,,CHEMBL622144,,BAO_0000100
13585,,0,,,U,,,22224,Autocuration,1,,CHEMBL877473,,BAO_0000019
13586,,0,,,U,,,22229,Autocuration,1,,CHEMBL622145,,BAO_0000100
13587,,0,,,U,,,22224,Autocuration,1,,CHEMBL622146,,BAO_0000019
13588,,0,,,U,,,22229,Autocuration,1,,CHEMBL622147,,BAO_0000100
13589,,0,,,U,,,22224,Autocuration,1,,CHEMBL622148,,BAO_0000019
13590,,0,,,U,,,22224,Autocuration,1,,CHEMBL883124,,BAO_0000019
13591,,0,,,U,,,22229,Autocuration,1,,CHEMBL622149,,BAO_0000100
13592,,0,,,U,,,22224,Autocuration,1,,CHEMBL622150,,BAO_0000019
13593,,0,,,U,,,22224,Autocuration,1,,CHEMBL622151,,BAO_0000100
13594,,0,,,U,,,22229,Autocuration,1,,CHEMBL622152,,BAO_0000100
13595,,0,,,U,,,22224,Autocuration,1,,CHEMBL622153,,BAO_0000019
13596,,0,,,U,,,22224,Autocuration,1,,CHEMBL877474,,BAO_0000218
13597,,0,,,U,,,22224,Autocuration,1,,CHEMBL622154,,BAO_0000218
13598,,0,1969.0,,U,Plasma,,22224,Autocuration,1,,CHEMBL622155,,BAO_0000218
13599,,0,1969.0,,U,Plasma,,22224,Autocuration,1,,CHEMBL622156,,BAO_0000218
13600,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622157,,BAO_0000218
13601,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622158,,BAO_0000218
13602,,1,,,N,,,50597,Intermediate,1,,CHEMBL622807,,BAO_0000218
13603,,1,,,N,,,50797,Intermediate,1,,CHEMBL622808,,BAO_0000218
13604,,0,,,U,,,22224,Autocuration,1,,CHEMBL622809,,BAO_0000218
13605,,0,,,U,,,22224,Autocuration,1,,CHEMBL622810,,BAO_0000218
13606,,1,,,N,,,100712,Intermediate,1,,CHEMBL876653,,BAO_0000218
13607,,1,,,N,,,100712,Intermediate,1,,CHEMBL622811,,BAO_0000218
13608,,1,,,N,,,50597,Intermediate,1,,CHEMBL622986,,BAO_0000218
13609,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622987,,BAO_0000218
13610,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622988,,BAO_0000218
13611,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622989,,BAO_0000218
13612,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622990,,BAO_0000218
13613,,0,1969.0,,U,Plasma,,22224,Autocuration,1,,CHEMBL622991,,BAO_0000218
13614,,1,1969.0,,N,Plasma,,50597,Intermediate,1,,CHEMBL622227,,BAO_0000218
13615,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL622228,,BAO_0000218
13616,,1,,,N,,,50597,Intermediate,1,,CHEMBL622229,,BAO_0000218
13617,,1,,,N,,,50512,Intermediate,1,,CHEMBL622230,,BAO_0000218
13618,,1,,,N,,,50597,Intermediate,1,,CHEMBL622231,,BAO_0000218
13619,,1,,,N,,,100710,Intermediate,1,,CHEMBL622232,,BAO_0000218
13620,,0,,,U,,,22224,Autocuration,1,,CHEMBL622233,,BAO_0000218
13621,,0,,,U,,,22224,Autocuration,1,,CHEMBL622234,,BAO_0000218
13622,,0,,,U,,,22224,Autocuration,1,,CHEMBL622235,,BAO_0000218
13623,,0,,,U,,,22224,Autocuration,1,,CHEMBL622236,,BAO_0000218
13624,,0,,,U,,,22224,Autocuration,1,,CHEMBL622237,,BAO_0000218
13625,,0,,,U,,,22224,Autocuration,1,,CHEMBL877482,,BAO_0000218
13626,,0,,,U,,,22224,Autocuration,1,,CHEMBL622238,,BAO_0000218
13627,,0,,,U,,,22224,Autocuration,1,,CHEMBL622239,,BAO_0000218
13628,,0,178.0,,U,Blood,,22224,Autocuration,1,,CHEMBL622240,,BAO_0000218
13629,,0,178.0,,U,Blood,,22224,Autocuration,1,,CHEMBL622241,,BAO_0000218
13630,,1,,,N,,,50597,Intermediate,1,,CHEMBL631013,,BAO_0000218
13631,,1,,,N,,,50797,Intermediate,1,,CHEMBL631014,,BAO_0000218
13632,,1,,,N,,,50588,Intermediate,1,,CHEMBL631015,,BAO_0000218
13633,,1,,,N,,,50597,Intermediate,1,,CHEMBL631016,,BAO_0000218
13634,,1,,,N,,,50597,Intermediate,1,,CHEMBL631017,,BAO_0000218
13635,,1,,,N,,,50597,Intermediate,1,,CHEMBL631018,,BAO_0000218
13636,,0,,,U,,,22224,Autocuration,1,,CHEMBL631019,,BAO_0000218
13637,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL875761,,BAO_0000218
13638,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL631020,,BAO_0000218
13639,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL631669,,BAO_0000218
13640,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL631670,,BAO_0000218
13641,,1,2435.0,,N,Striatum,,50594,Intermediate,1,,CHEMBL631671,,BAO_0000218
13642,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631672,,BAO_0000218
13643,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631673,,BAO_0000218
13644,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631856,,BAO_0000218
13645,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631857,,BAO_0000218
13646,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631858,,BAO_0000218
13647,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631859,,BAO_0000218
13648,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631860,,BAO_0000218
13649,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631861,,BAO_0000218
13650,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631862,,BAO_0000218
13651,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631863,,BAO_0000218
13652,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631864,,BAO_0000218
13653,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631865,,BAO_0000218
13654,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL631866,,BAO_0000218
13655,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL629360,,BAO_0000218
13656,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL629361,,BAO_0000218
13657,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL629362,,BAO_0000218
13658,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL630740,,BAO_0000218
13659,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL630741,,BAO_0000218
13660,,1,178.0,,N,Blood,,50597,Intermediate,1,,CHEMBL630742,,BAO_0000218
13661,,1,,,N,,,50597,Intermediate,1,,CHEMBL630743,,BAO_0000218
13662,,1,,,N,,,50597,Intermediate,1,,CHEMBL630744,,BAO_0000218
13663,,1,,,N,,,50597,Intermediate,1,,CHEMBL630745,,BAO_0000218
13664,,1,,,N,,,50597,Intermediate,1,,CHEMBL630746,,BAO_0000218
13665,,1,,,N,,,50597,Intermediate,1,,CHEMBL630747,,BAO_0000218
13666,,1,,,N,,,50597,Intermediate,1,,CHEMBL630748,,BAO_0000218
13667,,1,,,N,,,50597,Intermediate,1,,CHEMBL632056,,BAO_0000218
13668,,1,,,N,,,50597,Intermediate,1,,CHEMBL632057,,BAO_0000218
13669,,1,,,N,,,50597,Intermediate,1,,CHEMBL632058,,BAO_0000218
13670,,1,,,N,,,50597,Intermediate,1,,CHEMBL632059,,BAO_0000218
13671,,1,,,N,,,50597,Intermediate,1,,CHEMBL632060,,BAO_0000218
13672,,1,,,N,,,50597,Intermediate,1,,CHEMBL632061,,BAO_0000218
13673,,1,,,N,,,50597,Intermediate,1,,CHEMBL629207,,BAO_0000218
13674,,1,,,N,,,50597,Intermediate,1,,CHEMBL629208,,BAO_0000218
13675,,1,,,N,,,50597,Intermediate,1,,CHEMBL629209,,BAO_0000218
13676,,1,,,N,,,50597,Intermediate,1,,CHEMBL629210,,BAO_0000218
13677,,1,,,N,,,50597,Intermediate,1,,CHEMBL629211,,BAO_0000218
13678,,1,,,N,,,50597,Intermediate,1,,CHEMBL629212,,BAO_0000218
13679,,1,,,N,,,50597,Intermediate,1,,CHEMBL629213,,BAO_0000218
13680,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL629214,,BAO_0000218
13681,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL629215,,BAO_0000218
13682,,1,1088.0,,N,Urine,,50597,Intermediate,1,,CHEMBL635154,,BAO_0000218
13683,,1,,,N,,,50597,Intermediate,1,,CHEMBL629216,,BAO_0000218
13684,,1,,,N,,,50597,Intermediate,1,,CHEMBL629217,,BAO_0000218
13685,,1,,,N,,,50597,Intermediate,1,,CHEMBL629218,,BAO_0000218
13686,,1,,,N,,,50597,Intermediate,1,,CHEMBL629219,,BAO_0000218
13687,,1,,,N,,,50597,Intermediate,1,,CHEMBL629220,,BAO_0000218
13688,,1,,,N,,,50597,Intermediate,1,,CHEMBL629221,,BAO_0000218
13689,,1,,,N,,,50597,Intermediate,1,,CHEMBL631127,,BAO_0000218
13690,,1,,,N,,,50597,Intermediate,1,,CHEMBL631128,,BAO_0000218
13691,,1,,,N,,,50597,Intermediate,1,,CHEMBL631129,,BAO_0000218
13692,,1,,,N,,,50597,Intermediate,1,,CHEMBL631130,,BAO_0000218
13693,,1,,,N,,,50597,Intermediate,1,,CHEMBL631131,,BAO_0000218
13694,,1,,,N,,,50597,Intermediate,1,,CHEMBL631132,,BAO_0000218
13695,,1,,,N,,,50597,Intermediate,1,,CHEMBL631133,,BAO_0000218
13696,,1,,,N,,,50597,Intermediate,1,,CHEMBL631134,,BAO_0000218
13697,,1,,,N,,,50597,Intermediate,1,,CHEMBL875120,,BAO_0000218
13698,,1,,,N,,,50597,Intermediate,1,,CHEMBL631135,,BAO_0000218
13699,,1,,,N,,,50597,Intermediate,1,,CHEMBL631136,,BAO_0000218
13700,,1,,,N,,,50597,Intermediate,1,,CHEMBL631137,,BAO_0000218
13701,,1,,,N,,,50597,Intermediate,1,,CHEMBL631138,,BAO_0000218
