assay_id,assay_strain,variant_id,assay_tissue,tid,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type
5964,,,,80682,,17824,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,Homo sapiens,9606.0,A549
5965,,,,80682,,17824,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,Homo sapiens,9606.0,A549
5966,,,,80682,,17824,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,Homo sapiens,9606.0,A549
5967,,,,80682,,17824,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,,Homo sapiens,9606.0,A549
5968,,,,80682,,17824,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",F,,,Homo sapiens,9606.0,A549
5969,,,,80682,,17528,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),F,,,Homo sapiens,9606.0,A549
5970,,,,80682,,6870,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,F,,,Homo sapiens,9606.0,A549
5971,,,,80682,,6870,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,,,Homo sapiens,9606.0,A549
5972,,,,80682,,6870,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,F,,,Homo sapiens,9606.0,A549
5973,,,,80682,,6870,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,,,Homo sapiens,9606.0,A549
5974,,,,80682,,16726,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,,Homo sapiens,9606.0,A549
5975,,,,80682,,6170,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",F,,,Homo sapiens,9606.0,A549
5976,,,,80682,,6583,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,F,,,Homo sapiens,9606.0,A549
5977,,,,80682,,6583,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,F,,,Homo sapiens,9606.0,A549
5978,,,,80682,,6583,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,F,,,Homo sapiens,9606.0,A549
5979,,,,80682,,6583,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,F,,,Homo sapiens,9606.0,A549
5980,,,,80682,,6583,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,F,,,Homo sapiens,9606.0,A549
5981,,,,80682,,17321,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,F,,,Homo sapiens,9606.0,A549
5982,,,,80682,,17528,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,,Homo sapiens,9606.0,A549
5983,,,,80682,,12888,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,F,,,Homo sapiens,9606.0,A549
5984,,,,80682,,4312,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,F,,,Homo sapiens,9606.0,A549
5985,,,,80682,,4312,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,F,,,Homo sapiens,9606.0,A549
5986,,,,80682,,4312,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,F,,,Homo sapiens,9606.0,A549
5987,,,,80682,,17737,In vitro antiproliferative activity against A549 cell line,F,,,Mus musculus,10090.0,A549
5988,,,,80682,,6630,Synergism with indomethacin in A549 cells,F,,,,,A549
5989,,,,80682,,6630,Synergism with tolmetin in A549 cells,F,,,,,A549
5990,,,,80682,,6630,Synergism with sulindac in A549 cells,F,,,,,A549
5991,,,,80682,,6630,Antagonism of indomethacin in A549 cells,F,,,,,A549
5992,,,,80682,,6630,Antagonism of sulindac in A549 cells,F,,,,,A549
5993,,,,80682,,6630,Antagonism of tolmetin in A549 cells,F,,,,,A549
5994,,,,80682,,6630,Synergism with indomethacin in A549 cells,F,,,,,A549
5995,,,,80682,,6630,Synergism with sulindac in A549 cells,F,,,,,A549
5996,,,,80682,,6630,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,F,,,,,A549
5997,,,,50588,,16907,Cmax value after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0,
5998,,,,50588,,5944,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
5999,,,,50588,,5944,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,A,In vivo,,Canis lupus familiaris,9615.0,
6000,,,,50588,,5944,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6001,,,,50588,,5944,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,A,In vivo,,Canis lupus familiaris,9615.0,
6002,,,,50588,,2959,Cmax value after administration of 4 mg/Kg oral dose in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6003,,,,50588,,6241,Cmax value in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6004,,,,50588,,6241,Cmax value in dogs after oral administration at 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6005,,,,50588,,2652,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,
6006,,,Poasma,50588,,1806,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6007,,,9lasma,50588,,1806,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6008,,,,50588,,1021,Concentration maxima after oral dosing in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6009,,,,50588,,1021,Concentration maxima after oral dosing in dogs; not available,A,In vivo,,Canis lupus familiaris,9615.0,
6010,,,,50588,,1021,Concentration maxima after oral dosing in dogs; not available,A,In vivo,,Canis lupus familiaris,9615.0,
6011,,,,50588,,5444,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,A,In vivo,,Canis lupus familiaris,9615.0,
6012,,,,50588,,5444,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,A,In vivo,,Canis lupus familiaris,9615.0,
6013,,,,50588,,5444,In vivo maximal concentration was calculated at 1 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6014,,,,50588,,5444,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,A,In vivo,,Canis lupus familiaris,9615.0,
6015,,,,50588,,5444,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,A,In vivo,,Canis lupus familiaris,9615.0,
6016,,,Ppasma,50588,,5130,Cmax in dog plasma after oral dose (1 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6017,,,9lasma,50588,,3249,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6018,,,Plasmx,50588,,5473,Maximal plasma concentration at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6019,,,Plasha,50588,,5474,Maximal plasma concentration at a dose of 1 mg/kg (oral),A,In vivo,,Canis lupus familiaris,9615.0,
6020,,,Plzsma,50588,,4657,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,A,In vivo,,Canis lupus familiaris,9615.0,
6021,,,,50588,,3031,Maximum concentration of compound in dog was evaluated.,A,In vivo,,Canis lupus familiaris,9615.0,
6022,,,,50588,,4527,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6023,,,,50588,,4186,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,A,In vivo,,Canis lupus familiaris,9615.0,
6024,,,,50588,,5007,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6025,,,Plazma,50588,,3132,Maximum concentration obtained in dog plasma was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6026,,,,50588,,5006,Maximum concentration was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6027,,,,50588,,4727,Maximum concentration at the dose of 2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6028,,,,50588,,1916,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,Canis lupus familiaris,9615.0,
6029,,,0lasma,50588,,1918,Maximum concentration was evaluated in dog plasma,A,In vivo,,Canis lupus familiaris,9615.0,
6030,,,,50588,,3045,Maximum concentration was evaluated after 75 min after administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6031,,,Plssma,50588,,9579,Maximum plasma concentration determined in dog after oral administration of 17b,A,In vivo,,Canis lupus familiaris,9615.0,
6032,,,Plasja,50588,,9579,Maximum plasma concentration determined in dog after oral administration of 2b,A,In vivo,,Canis lupus familiaris,9615.0,
6033,,,Poasma,50588,,933,Maximum plasma concentration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6034,,,0lasma,50588,,17839,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6035,,,Plasmq,50588,,17839,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6036,,,Plasha,50588,,17839,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6037,,,Plasms,50588,,17839,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6038,,,Plasms,50588,,6348,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
6039,,,Piasma,50588,,16367,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6040,,,Plaxma,50588,,1337,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0,
6041,,,Plssma,50588,,1337,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0,
6042,,,olasma,50588,,5199,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,In vivo,,Canis lupus familiaris,9615.0,
6043,,,Plaxma,50588,,17650,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6044,,,Plaqma,50588,,6679,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
6045,,,Placma,50588,,5356,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,A,In vivo,,Canis lupus familiaris,9615.0,
6046,,,Plasms,50588,,5356,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,A,In vivo,,Canis lupus familiaris,9615.0,
6047,,,Plwsma,50588,,6227,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6048,,,Plxsma,50588,,6227,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6049,,,Plazma,50588,,6227,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6050,,,9lasma,50588,,6227,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6051,,,0lasma,50588,,3598,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6052,,,,50588,,4368,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6053,,,,50588,,6265,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6054,,,Stomadh,50594,,7767,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,,Mus musculus,10090.0,
6055,,,Urihe,50594,,7767,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,,Mus musculus,10090.0,
6056,,,Urije,50594,,7767,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,A,In vivo,,Mus musculus,10090.0,
6057,,,Urinr,50594,,7767,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,A,In vivo,,Mus musculus,10090.0,
6058,,,,50594,,17811,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,A,,,Mus musculus,10090.0,
6059,,,,50594,,17811,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,A,,,Mus musculus,10090.0,
6060,,,,50594,,17827,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6061,,,Bloov,50594,,17827,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6062,,,,50594,,17827,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6063,,,,50594,,17827,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6064,,,,50594,,17827,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),A,,,Mus musculus,10090.0,
6065,,,Bkood,50594,,17827,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6066,,,Biood,50594,,17827,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),A,,,Mus musculus,10090.0,
6067,,,,50594,,17827,Compound was evaluated for washout rate in mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6068,,,,50594,,17827,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,A,,,Mus musculus,10090.0,
6069,,,,50594,,17827,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",A,,,Mus musculus,10090.0,
6070,,,,50594,,17827,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",A,,,Mus musculus,10090.0,
6071,,,,50594,,17827,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",A,,,Mus musculus,10090.0,
6072,,,,50594,,17257,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,A,,,Mus musculus,10090.0,
6073,,,,50594,,17257,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,A,,,Mus musculus,10090.0,
6074,,,,50594,,17257,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice,A,,,Mus musculus,10090.0,
6075,,,,50594,,17257,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice; Not determined,A,,,Mus musculus,10090.0,
6076,,,,50594,,17827,Time at maximum activity in mice (Radiolabeled compound),A,,,Mus musculus,10090.0,
6077,,,,50594,,3760,Percent oral bioavailability was determined after administration of compound at 5 mg/kg perorally in mice,A,,,Mus musculus,10090.0,
6078,,,,50594,,3760,Percent oral bioavailability was determined after administration of compound at 50 mg/kg perorally in mice,A,,,Mus musculus,10090.0,
6079,,,,50594,,17409,Binding towards mouse plasma protein at 10 uM,A,,,Mus musculus,10090.0,
6080,,,,50594,,17409,Binding towards mouse plasma protein at 100 uM,A,,,Mus musculus,10090.0,
6081,,,,50594,,2675,Bioavailability was evaluated in mice after intravenous administration,A,In vivo,,Mus musculus,10090.0,
6082,,,,50594,,2675,Bioavailability was evaluated in mice after oral administration,A,In vivo,,Mus musculus,10090.0,
6083,,,,50594,,3132,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse,A,In vivo,,Mus musculus,10090.0,
6084,,,,50594,,3132,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse at dose 25 mg/kg,A,In vivo,,Mus musculus,10090.0,
6085,,,,50594,,16597,Bioavailability at a dose of 10 mg/kg peroral administration in mice.,A,In vivo,,Mus musculus,10090.0,
6086,,,,50594,,2862,Oral bioavailability in mouse,A,In vivo,,Mus musculus,10090.0,
6087,,,,50594,,17764,Oral bioavailability after intravenous administration in mice at 24 uM/kg,A,In vivo,,Mus musculus,10090.0,
6088,,,Brsin,50594,,846,Biodistribution of [123I]- labeled compound in mice brain was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6089,,,Braij,50594,,846,Biodistribution of [123I]- labeled compound in mice brain was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6090,,,Brxin,50594,,846,Biodistribution of [123I]- labeled compound in mice brain was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6091,,,Braun,50594,,846,Biodistribution of [123I]- labeled compound in mice brain was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6092,,,grain,50594,,846,Biodistribution of [123I]- labeled compound in mice brain was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6093,,,Bra8n,50594,,846,Biodistribution of [123I]- labeled compound in mice brain was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6094,,,Heatt,50594,,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6095,,,Heary,50594,,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6096,,,Hezrt,50594,,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6097,,,Heaet,50594,,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6098,,,,80682,,1276,Cytotoxic activity was tested against human prostate cell line A-549 (lung carcinoma),F,,,Homo sapiens,9606.0,A549
6099,,,,80682,,3498,Cytotoxicity against A-549 cell line in the purdue cell culture screen was determined,F,,,Homo sapiens,9606.0,A549
6100,,,,80682,,1169,Cytotoxicity against human lung carcinoma A-549 cell lines,F,,,Homo sapiens,9606.0,A549
6101,,,,80682,,4450,In vitro cytotoxic activity against A-549 (human lung carcinoma) cell line,F,,,Homo sapiens,9606.0,A549
6102,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549,F,,,Homo sapiens,9606.0,A549
6103,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 3.6*10e-5 M,F,,,Homo sapiens,9606.0,A549
6104,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.2*10e-5M,F,,,Homo sapiens,9606.0,A549
6105,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.3*10e-5M,F,,,Homo sapiens,9606.0,A549
6106,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 5.0*10e-5M,F,,,Homo sapiens,9606.0,A549
6107,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 6.1*10e-5 M,F,,,Homo sapiens,9606.0,A549
6108,,,,80682,,358,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 7.4*10e-5 M,F,,,Homo sapiens,9606.0,A549
6109,,,,80682,,15167,In vitro cytotoxicity against A-549 human lung cancer cells,F,,,Homo sapiens,9606.0,A549
6110,,,,80682,,4139,In vitro cytotoxicity against human lung carcinoma (A-549) cell line,F,,,Homo sapiens,9606.0,A549
6111,,,,80682,,833,In vitro cytotoxicity in human tumor lung carcinoma A-549 cell lines,F,,,Homo sapiens,9606.0,A549
6112,,,,80682,,15718,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,F,,,Homo sapiens,9606.0,A549
6113,,,,80682,,12373,Tested in vitro for cytotoxicity against A-549 lung cancer cells,F,,,Homo sapiens,9606.0,A549
6114,,,,80682,,637,The compound was tested for cytotoxicity against A-549 cell in human lung carcinoma,F,,,Homo sapiens,9606.0,A549
6115,,,,80682,,14867,Cytotoxicity against human lung carcinoma cells (A-549) using SRB assay.,F,,,Homo sapiens,9606.0,A549
6116,,,,80682,,4461,Antitumor cytotoxic activity against A-549 cell line was determined,F,,,Homo sapiens,9606.0,A549
6117,,,,80682,,5406,"Tested for the cytotoxicity against the Non-small cell lung cancer cell line A-549, growth inhibition by 50% is reported",F,,,Homo sapiens,9606.0,A549
6118,,,,80682,,4457,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,F,,,Homo sapiens,9606.0,A549
6119,,,,80682,,1386,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,A549
6120,,,,80682,,3265,Antitumoral activity was assayed against A-549 cell line,F,,,Homo sapiens,9606.0,A549
6121,,,,80682,,2359,Compound was evaluated for the cytotoxicity against A-549 tumor cell line after 3 days of incubation,F,,,Homo sapiens,9606.0,A549
6122,,,,80682,,4457,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,F,,,Homo sapiens,9606.0,A549
6123,,,,80682,,12454,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,A549
6124,,,,80682,,1481,Compound was tested for inhibition of cell growth of A-549 cells,F,,,Homo sapiens,9606.0,A549
6125,,,,80682,,1750,Compound was tested for its inhibitory effect on the growth of A-549 tumor cell line from lung.,F,,,Homo sapiens,9606.0,A549
6126,,,,80682,,5065,Concentration required for 50% inhibition of growth in human lung carcinoma cell line was determined,F,,,Homo sapiens,9606.0,A549
6127,,,,80682,,808,In vitro cytotoxicity against A549-human lung carcinoma cells.,F,,,Homo sapiens,9606.0,A549
6128,,,,80682,,16364,Cytotoxic activity against cultured cells of A-549 human lung carcinoma.,F,,,Homo sapiens,9606.0,A549
6129,,,,80682,,1847,Cytotoxic activity against A-549 cell lines.,F,,,Homo sapiens,9606.0,A549
6130,,,,80682,,1747,Cytotoxicity was measured against neoplastic cultured A-549 cells of human lung carcinoma.,F,,,Homo sapiens,9606.0,A549
6131,,,,80682,,1003,Cytotoxicity against human A549 non small cell lung cell lines,F,,,Homo sapiens,9606.0,A549
6132,,,,80682,,15313,Inhibition of cell growth in (A-549) lung cell line,F,,,Homo sapiens,9606.0,A549
6133,,,,80682,,3122,Growth inhibitory effect of compound was measured on A-549 human lung adenocarcinoma cancer cell line,F,,,Homo sapiens,9606.0,A549
6134,,,,80682,,16049,In vitro antitumor activity against A-549 tumor cells.,F,,,Homo sapiens,9606.0,A549
6135,,,,80682,,17134,In vitro antitumor effects against human A-549 cell lines.,F,,,Homo sapiens,9606.0,A549
6136,,,,80682,,6406,In vitro cytotoxic activity of compound against A-549 cell line,F,,,Homo sapiens,9606.0,A549
6137,,,,80682,,627,In vitro cytotoxicity against human lung carcinoma A-549 cell line,F,,,Homo sapiens,9606.0,A549
6138,,,,80682,,12307,In vitro cytotoxicity against human non-small cell lung carcinoma A549,F,,,Homo sapiens,9606.0,A549
6139,,,,80682,,17861,In vitro cytotoxicity against human A-549 cancer cell line was evaluated,F,,,Homo sapiens,9606.0,A549
6140,,,,80682,,6682,In vitro cytotoxicity against the A-549 (human lung carcinoma) neoplastic cell line,F,,,Homo sapiens,9606.0,A549
6141,,,,80682,,6663,Inhibitory concentration of compound against A-549 cell line,F,,,Homo sapiens,9606.0,A549
6142,,,,80682,,2454,Tested for the cytostatic activity as inhibitory concentration against A-549 human pulmonary adenocarcinoma cells,F,,,Homo sapiens,9606.0,A549
6143,,,,80682,,14709,cytotoxic activity against leukemia (A-549) cancer cell line,F,,,Homo sapiens,9606.0,A549
6144,,,,80682,,15718,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,F,,,Homo sapiens,9606.0,A549
6145,,,,80682,,15718,Percent inhibition for cytotoxic activity against lung carcinoma (A-549) cell line,F,,,Homo sapiens,9606.0,A549
6146,,,,80682,,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.1(ug/ml),F,,,Homo sapiens,9606.0,A549
6147,,,,80682,,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.4(ug/ml),F,,,Homo sapiens,9606.0,A549
6148,,,,80682,,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 1.1 (ug/ml),F,,,Homo sapiens,9606.0,A549
6149,,,,80682,,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml),F,,,Homo sapiens,9606.0,A549
6150,,,,80682,,6630,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tometin; Not available,F,,,,,A549
6151,,,,80682,,16726,Influence of PARP-1 cellular activity in human lung carcinoma A549 cells on %ADP Polymer formation at a concentration of 25 uM of the compound,F,,,Homo sapiens,9606.0,A549
6152,,,,80682,,17846,Cytotoxicity against A549 cells; No cytotoxicity,F,,,Homo sapiens,9606.0,A549
6153,,,,80682,,3415,Cytotoxicity against human lung carcinoma (A549) cell lines,F,,,Homo sapiens,9606.0,A549
6154,,,,80682,,3415,Cytotoxicity against human lung carcinoma (A549) cell lines; Not active,F,,,Homo sapiens,9606.0,A549
6155,,,,80682,,5609,In vitro anticancer activity against human lung (A549) cell line,F,,,Homo sapiens,9606.0,A549
6156,,,,80682,,17206,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,F,,,Homo sapiens,9606.0,A549
6157,,,,80682,,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6158,,,,80682,,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6159,,,,80682,,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6160,,,,80682,,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6161,,,,80682,,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6162,,,,80682,,16295,Inhibition of A549 human lung tumor cell proliferation,F,,,Homo sapiens,9606.0,A549
6163,,,,80682,,16825,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",F,,,Homo sapiens,9606.0,A549
