assay_id,assay_tax_id,src_assay_id,curated_by,assay_subcellular_fraction,tid,assay_test_type,chembl_id,tissue_id,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_strain,assay_tissue
5234,9615.0,,Intermediate,,50588,,CHEMBL624257,1969.0,,1,2959,AUC value after administration of 4 mg/Kg oral dose in dog,A,Canis lupus familiaris,,Plasma
5235,9615.0,,Intermediate,,50588,,CHEMBL624258,1969.0,,1,17594,AUC0-infinity after single intravenous bolus of 1 mg/kg in dogs,A,Canis lupus familiaris,,Plasma
5236,9615.0,,Intermediate,,50588,,CHEMBL875277,,,1,5356,Area Under Curve for the compound was determined in dogs at 1 mg/kg oral dosing; 25-50 ug min/mL,A,Canis lupus familiaris,,
5237,9615.0,,Intermediate,,50588,,CHEMBL622667,,,1,16807,Area under curve (AUC) value in dogs after an intravenous dose of 0.2 mg/Kg in 0.025 M aqueous methanesulfonic acid solution with 5% mannitol at a concentration of 0.2,A,Canis lupus familiaris,,
5238,9615.0,,Intermediate,,50588,,CHEMBL622668,,,1,4527,Area under curve by intravenous administration at a dose of 1 uM/kg in dog was determined,A,Canis lupus familiaris,,
5239,9615.0,,Intermediate,,50588,,CHEMBL622669,,,1,4527,Area under curve by oral administration at a dose of 10 uM/kg in dog was determined,A,Canis lupus familiaris,,
5240,9615.0,,Intermediate,,50588,,CHEMBL622670,,,1,15660,Area under curve determined in dogs after intravenous administration of 3 mg/kg,A,Canis lupus familiaris,,
5241,9615.0,,Intermediate,,50588,,CHEMBL622671,,,1,15660,Area under curve determined in dogs after oral administration of 10 mg/kg,A,Canis lupus familiaris,,
5242,9615.0,,Intermediate,,50588,,CHEMBL622672,,,1,5802,Area under curve of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,Canis lupus familiaris,,
5243,9615.0,,Expert,,50588,,CHEMBL622673,,,1,3598,Area under curve of compound determined in dog after iv administration at a dose of 10 mg/kg,A,Canis lupus familiaris,,
5244,9615.0,,Expert,,50588,,CHEMBL622674,,,1,3598,Area under curve of compound from zero time to infinity determined in dog after iv administration at a dose of 10 mg/kg,A,Canis lupus familiaris,,
5245,9615.0,,Intermediate,,50588,,CHEMBL622675,,,1,5944,Area under curve determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),A,Canis lupus familiaris,,
5246,9615.0,,Intermediate,,50588,,CHEMBL622676,,,1,5944,Area under curve determined in dog at a dose of 10 mg/kg by oral administration,A,Canis lupus familiaris,,
5247,9615.0,,Intermediate,,50588,,CHEMBL622677,,,1,5944,Area under curve determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),A,Canis lupus familiaris,,
5248,9615.0,,Intermediate,,50588,,CHEMBL622678,,,1,5944,Area under curve determined in dog at a dose of 5 mg/kg by oral administration,A,Canis lupus familiaris,,
5249,9615.0,,Intermediate,,50588,,CHEMBL622679,,,1,4186,Area under curve in dog after administration of 20 mg/kg dose through peroral route,A,Canis lupus familiaris,,
5250,9615.0,,Intermediate,,50588,,CHEMBL622680,,,1,5007,Area under curve in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,Canis lupus familiaris,,
5251,9615.0,,Intermediate,,50588,,CHEMBL622681,,,1,5668,Area under curve was determine after peroral administration at 10 mpk in dog,A,Canis lupus familiaris,,
5252,9615.0,,Intermediate,,50588,,CHEMBL875278,,,1,5668,Area under curve was determine after peroral administration at 5 mpk in dog,A,Canis lupus familiaris,,
5253,9615.0,,Intermediate,,50588,,CHEMBL622682,,,1,5006,Area under curve was determined,A,Canis lupus familiaris,,
5254,9615.0,,Intermediate,,50588,,CHEMBL622683,,,1,5006,Area under curve in dogs,A,Canis lupus familiaris,,
5255,9615.0,,Intermediate,,50588,,CHEMBL622684,,,1,3771,Area under curve in dogs at 10 mg/kg dose fo oral administration,A,Canis lupus familiaris,,
5256,9615.0,,Intermediate,,50588,,CHEMBL622685,,,1,3771,Area under curve in dogs at 10 mg/kg dose fo oral administration (Evokes hyperglycerolemia),A,Canis lupus familiaris,,
5257,9615.0,,Intermediate,,50588,,CHEMBL622686,,,1,3771,Area under curve in dogs at 3 mg/kg dose fo intravenous administration,A,Canis lupus familiaris,,
5258,9615.0,,Intermediate,,50588,,CHEMBL618344,,,1,1916,Area under curve was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,Canis lupus familiaris,,
5259,9615.0,,Intermediate,,50588,,CHEMBL875582,,,1,5302,Area under curve value in dog at a dose of 5 mg/kg,A,Canis lupus familiaris,,
5260,9615.0,,Intermediate,,50588,,CHEMBL618345,,,1,5600,Area under curve was determined after 0.1 mg/kg iv administration in dog,A,Canis lupus familiaris,,
5261,9615.0,,Intermediate,,50588,,CHEMBL618346,,,1,5600,Area under curve was determined after 0.3 mg/kg po administration in dog,A,Canis lupus familiaris,,
5262,9615.0,,Intermediate,,50588,,CHEMBL618347,,,1,17764,Area under curve was determined for compound after intravenous administration in dogs at 1.2 uM/kg,A,Canis lupus familiaris,,
5263,9615.0,,Intermediate,,50588,,CHEMBL618348,,,1,4368,Area under curve was determined for the compound by intravenous administration of 1.2 mg/kg in dog,A,Canis lupus familiaris,,
5264,9606.0,,Autocuration,,22224,,CHEMBL618349,,,1,5318,Tested for half life period at 37 degree Celsius in PBS buffer at 10.5 pH containing human serum esterase,A,Homo sapiens,,
5265,9606.0,,Autocuration,,22224,,CHEMBL618350,,,1,5318,Tested for half life period at 37 degree Centigrade in PBS buffer at 7.3 pH containing human serum esterase,A,Homo sapiens,,
5266,9606.0,,Autocuration,,22224,,CHEMBL618351,,,1,5318,Tested for half life period at 37 degree Celsius in PBS buffer at 8.0 pH containing human serum esterase,A,Homo sapiens,,
5267,9606.0,,Autocuration,,22224,,CHEMBL618352,,,1,5318,Tested for half life period at 37 degree Celsius in PBS buffer at 8.8 pH containing human serum esterase,A,Homo sapiens,,
5268,9606.0,,Autocuration,,22224,,CHEMBL873494,178.0,,1,14518,Time taken to reduce 50% of the concentration of compound in blood plasma,A,Homo sapiens,,Blood
5269,9606.0,,Autocuration,,22224,,CHEMBL618353,1969.0,,1,2209,"Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I).",A,Homo sapiens,,Plasma
5270,9606.0,,Autocuration,,22224,,CHEMBL618354,1969.0,,1,6787,Half life in human plasma,A,Homo sapiens,,Plasma
5271,9606.0,,Autocuration,,22224,,CHEMBL875583,1969.0,,1,4898,Half life in human plasma was reported,A,Homo sapiens,,Plasma
5272,9606.0,,Autocuration,,22224,,CHEMBL618355,1977.0,,1,6072,Half life in human serum,A,Homo sapiens,,Serum
5273,9606.0,,Autocuration,,22224,,CHEMBL618356,1969.0,,1,16907,Half life upon exposure to human plasma,A,Homo sapiens,,Plasma
5274,9606.0,,Autocuration,Microsomes,22224,In vitro,CHEMBL618357,,,1,5656,t1/2 in human microsomes,A,Homo sapiens,,
5275,9606.0,,Autocuration,,22224,,CHEMBL618358,1969.0,,1,4755,Half life period in 80% human plasma at 37 degree Centigrade,A,Homo sapiens,,Plasma
5276,9606.0,,Autocuration,,22224,,CHEMBL618359,14.0,,1,17503,Half-life for rate of hydrolysis was determined in in human skin homogenate (pH 7.4),A,Homo sapiens,,Zone of skin
5277,9606.0,,Autocuration,,22224,In vitro,CHEMBL618360,1969.0,,1,12357,Half-life measured in in vitro Cathepsin B assay in human plasma,A,Homo sapiens,,Plasma
5278,9606.0,,Autocuration,,22224,,CHEMBL618361,,,1,3076,Half-life at initial concentration of 5*10e-5 M in CEM cell extract,A,Homo sapiens,,
5279,9606.0,,Autocuration,Microsomes,22224,In vitro,CHEMBL618362,2107.0,,1,6410,Half-life determined by human liver microsome stability assay at a concentration of 5 uM,A,Homo sapiens,,Liver
5280,9606.0,,Autocuration,,22224,,CHEMBL618363,1969.0,,1,3741,"Half-life in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",A,Homo sapiens,,Plasma
5281,9606.0,,Autocuration,,22224,,CHEMBL618364,1969.0,,1,3741,"Half-life in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",A,Homo sapiens,,Plasma
5282,9606.0,,Autocuration,,22224,,CHEMBL875584,1969.0,,1,3741,"Half-life in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",A,Homo sapiens,,Plasma
5283,9606.0,,Autocuration,,22224,,CHEMBL618365,,,1,1540,Half-life in the CEM cell extracts,A,Homo sapiens,,
5284,9606.0,,Autocuration,,22224,,CHEMBL873495,1969.0,,1,2905,Half-life was calculated by Human plasma stability assay at 37 degree Centigrade,A,Homo sapiens,,Plasma
5285,9606.0,,Autocuration,,22224,,CHEMBL618366,1969.0,,1,2905,Half-life was calculated by Human plasma stability assay at 37 degree centigrade; Not hydrolyzed,A,Homo sapiens,,Plasma
5286,9606.0,,Autocuration,,22224,,CHEMBL618367,,,1,5523,Half-life was determined,A,Homo sapiens,,
5287,9606.0,,Autocuration,,22224,,CHEMBL618368,178.0,,1,1499,Half-life (human blood stability),A,Homo sapiens,,Blood
5288,9606.0,,Autocuration,,22224,,CHEMBL618369,178.0,,1,1499,Half-life (human blood stability); no data,A,Homo sapiens,,Blood
5289,9606.0,,Autocuration,,22224,,CHEMBL618370,1969.0,,1,17065,Half-life in human plasma,A,Homo sapiens,,Plasma
5290,9606.0,,Autocuration,,22224,,CHEMBL618371,,,1,6861,CYP3A4 metabolism half-life (t1/2),A,Homo sapiens,,
5291,9606.0,,Autocuration,,22224,,CHEMBL618372,178.0,,1,1499,Half-life was determined; 88% of parent remained after incubation for 120 min (human blood stability),A,Homo sapiens,,Blood
5292,9606.0,,Autocuration,,22224,In vitro,CHEMBL618373,1969.0,,1,530,In vitro half life in human plasma,A,Homo sapiens,,Plasma
5293,9606.0,,Autocuration,,22224,In vitro,CHEMBL618374,1969.0,,1,1116,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in human plasma",A,Homo sapiens,,Plasma
5294,9606.0,,Autocuration,,22224,In vitro,CHEMBL618375,1969.0,,1,6695,In vitro hydrolysis in human plasma,A,Homo sapiens,,Plasma
5295,9606.0,,Autocuration,,22224,In vitro,CHEMBL618376,1969.0,,1,6695,In vitro hydrolysis in human plasma; no data,A,Homo sapiens,,Plasma
5296,9606.0,,Autocuration,Microsomes,22224,In vitro,CHEMBL618377,2107.0,,1,10,In vitro metabolic stability at 5 uM was determined by incubating with human liver microsomes at 37 degree C,A,Homo sapiens,,Liver
5297,9606.0,,Autocuration,,22224,,CHEMBL618378,1969.0,,1,993,Plasma half life in human,A,Homo sapiens,,Plasma
5298,9606.0,,Autocuration,,22224,,CHEMBL618379,1969.0,,1,15429,Stability after incubation with human plasma (at 37 degree C),A,Homo sapiens,,Plasma
5299,9606.0,,Autocuration,,22224,,CHEMBL618380,1969.0,,1,1675,T1/2 was evaluated in human plasma,A,Homo sapiens,,Plasma
5300,9606.0,,Autocuration,,22224,,CHEMBL618381,1969.0,,1,2209,"Tested for Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I).",A,Homo sapiens,,Plasma
5301,9606.0,,Autocuration,,22224,,CHEMBL618382,1969.0,,1,2209,"Tested for Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I); Not determined",A,Homo sapiens,,Plasma
5302,9606.0,,Autocuration,,22224,,CHEMBL618383,,,1,5318,Tested for half life period at 37 degree Centigrade in PBS buffer at 7.3 pH containing human serum esterase,A,Homo sapiens,,
5303,9606.0,,Autocuration,,22224,In vitro,CHEMBL618384,,,1,2412,Tested in vitro for the time for half reactivation against human lysosomal alpha-glucosidase,A,Homo sapiens,,
5304,9606.0,,Autocuration,,22224,In vitro,CHEMBL618385,,,1,2412,Tested in vitro for the time for half reactivation against human lysosomal alpha-glucosidase; ND=Not determined,A,Homo sapiens,,
5305,9606.0,,Autocuration,,22224,,CHEMBL619099,1969.0,,1,2906,The release rate of the free drug from the substrate in human plasma by human plasma stability assay,A,Homo sapiens,,Plasma
5306,9606.0,,Autocuration,,22224,,CHEMBL619100,1969.0,,1,2906,The release rate of the free drug from the substrate in human plasma by human plasma stability assay; Not hydrolyzed,A,Homo sapiens,,Plasma
5307,9606.0,,Autocuration,,22224,,CHEMBL619101,,,1,5495,Time taken for 50% to be consumed by serum PON1 was determined,A,Homo sapiens,,
5308,9606.0,,Autocuration,,22224,,CHEMBL619102,,,1,5495,Time taken for 50% to be consumed by serum PON1; NH is Not hydrolysed,A,Homo sapiens,,
5309,9606.0,,Autocuration,Microsomes,22224,,CHEMBL619103,2107.0,,1,4397,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,A,Homo sapiens,,Liver
5310,10095.0,,Autocuration,,22224,,CHEMBL619268,,,1,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice blood upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,Mus sp.,,
5311,10095.0,,Autocuration,,22224,,CHEMBL619269,,,1,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice blood upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,Mus sp.,,
5312,10095.0,,Autocuration,,22224,,CHEMBL619270,,,1,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice brain upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,Mus sp.,,
5313,10095.0,,Autocuration,,22224,,CHEMBL619271,,,1,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice brain upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,Mus sp.,,
5314,10095.0,,Autocuration,,22224,,CHEMBL875585,,,1,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,Mus sp.,,
5315,10095.0,,Autocuration,,22224,,CHEMBL619272,,,1,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,Mus sp.,,
5316,9606.0,,Intermediate,,80640,,CHEMBL619273,,,1,6058,Compound tested for growth inhibition of renal cancer cell line 786-0,F,Homo sapiens,,
5317,9606.0,,Intermediate,,80640,,CHEMBL619274,,,1,17708,Compound was tested for 50% growth inhibition against human renal cancer 786-0 cell line,F,Homo sapiens,,
5318,9606.0,,Expert,,80640,,CHEMBL619275,,,1,14017,Concentration which reduced cell growth to 50 % of level against 786-0 renal cancer line,F,Homo sapiens,,
5319,9606.0,,Intermediate,,80640,,CHEMBL619276,,,1,16818,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-4 concentration",F,Homo sapiens,,
5320,9606.0,,Intermediate,,80640,,CHEMBL619277,,,1,16818,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-6 concentration",F,Homo sapiens,,
5321,9606.0,,Intermediate,,80640,,CHEMBL619278,,,1,16818,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-8 concentration",F,Homo sapiens,,
5322,9606.0,,Intermediate,,80640,,CHEMBL619279,,,1,11970,Tested for cytotoxicity against 786-0 cell lines in renal cancer,F,Homo sapiens,,
5323,9606.0,,Intermediate,,80640,,CHEMBL858458,,,1,12400,Tested in vitro for cytotoxicity in 786-0 cell line of Renal cancer,F,Homo sapiens,,
5324,9606.0,,Expert,,80640,,CHEMBL619280,,,1,12888,Cytotoxic effect on renal cancer line 786-0,F,Homo sapiens,,
5325,9606.0,,Intermediate,,80640,,CHEMBL619281,,,1,15300,In vitro antitumor activity against Renal cancer 786-0 cell lines by 6-day assay,F,Homo sapiens,,
5326,9606.0,,Intermediate,,80640,,CHEMBL619282,,,1,14769,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),F,Homo sapiens,,
5327,9606.0,,Intermediate,,80640,,CHEMBL619283,,,1,15895,"Cytotoxicity against NCI tumor panel, 786-0 renal cancer cell line",F,Homo sapiens,,
5328,9606.0,,Intermediate,,80640,,CHEMBL619284,,,1,17376,Concentration of compound that cause 50% cytotoxicity of 786-0 renal cancer cell line,F,Homo sapiens,,
5329,9606.0,,Intermediate,,80640,,CHEMBL619285,,,1,14882,Compound was tested for antitumor activity against 786-0 renal cancer cell line(molar concentration that inhibits 50% net cell growth).,F,Homo sapiens,,
5330,9606.0,,Intermediate,,80640,,CHEMBL619286,,,1,14882,Compound was tested for antitumor activity against 786-0 renal cancer cell line(molar concentration leading to 50% net cell death),F,Homo sapiens,,
5331,9606.0,,Intermediate,,80640,,CHEMBL619287,,,1,15176,Growth inhibition of the 786-O Renal cancer cell line for 2-day in vitro assay.,F,Homo sapiens,,
5332,9606.0,,Intermediate,,80640,,CHEMBL857455,,,1,12696,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,F,Homo sapiens,,
5333,9606.0,,Intermediate,,80640,,CHEMBL883801,,,1,2496,The compound was tested in vitro for cytotoxic activity against 786-O cell line (human perirenal carcinoma),F,Homo sapiens,,
5334,9606.0,,Intermediate,,80641,,CHEMBL619288,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression,F,Homo sapiens,,
5335,9606.0,,Intermediate,,80641,,CHEMBL619289,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression (49% inhibition achieved at 100 micro g/mL),F,Homo sapiens,,
5336,9606.0,,Intermediate,,80641,,CHEMBL619290,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression; <20% inhibition achieved,F,Homo sapiens,,
5337,9606.0,,Intermediate,,80641,,CHEMBL619291,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H1: MSR-33),F,Homo sapiens,,
5338,9606.0,,Intermediate,,80641,,CHEMBL619292,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H2: MSR-26),F,Homo sapiens,,
5339,9606.0,,Intermediate,,80641,,CHEMBL619293,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H3: MSR-28); <20% inhibition achieved,F,Homo sapiens,,
5340,9606.0,,Intermediate,,80641,,CHEMBL619294,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H1: MSR-33),F,Homo sapiens,,
5341,9606.0,,Intermediate,,80641,,CHEMBL619295,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26),F,Homo sapiens,,
5342,9606.0,,Intermediate,,80641,,CHEMBL619296,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26) (less than 20% inhibition achieved),F,Homo sapiens,,
5343,9606.0,,Intermediate,,80641,,CHEMBL619297,,,1,11831,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H3: MSR-28); <20% inhibition achieved,F,Homo sapiens,,
5344,9606.0,,Intermediate,,80640,,CHEMBL619298,,,1,12782,Growth inhibitory concentration against tumor cells in culture renal cancer 796-0 cell line,F,Homo sapiens,,
5345,,,Intermediate,,22226,,CHEMBL619299,,,1,1229,In vitro anticancer activity against 8 NCI CNS cancer cell lines; inactive,F,,,
5346,9606.0,,Expert,,80433,,CHEMBL619300,,,1,15313,Inhibition of cell growth in drug resistant 8226 myeloma cell line,F,Homo sapiens,,
5347,9606.0,,Expert,,80433,,CHEMBL619301,,,1,15313,Inhibition of cell growth in drug sensitive 8226 myeloma cell line,F,Homo sapiens,,
5348,9606.0,,Intermediate,,80433,,CHEMBL619302,,,1,11544,In vitro inhibition of tumor cell growth in the human myeloma 8226 system.,F,Homo sapiens,,
5349,9606.0,,Intermediate,,80433,,CHEMBL619303,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,Homo sapiens,,
5350,9606.0,,Intermediate,,80433,,CHEMBL619304,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,Homo sapiens,,
5351,9606.0,,Intermediate,,80433,,CHEMBL857706,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,Homo sapiens,,
5352,9606.0,,Intermediate,,80433,,CHEMBL619305,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,Homo sapiens,,
5353,9606.0,,Intermediate,,80433,,CHEMBL619306,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,Homo sapiens,,
5354,9606.0,,Intermediate,,80433,,CHEMBL619307,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,Homo sapiens,,
5355,9606.0,,Intermediate,,80433,,CHEMBL619308,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,Homo sapiens,,
5356,9606.0,,Intermediate,,80433,,CHEMBL619309,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,Homo sapiens,,
5357,9606.0,,Intermediate,,80433,,CHEMBL619310,,,1,9424,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,Homo sapiens,,
5358,9606.0,,Intermediate,,80021,,CHEMBL619311,,,1,14769,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),F,Homo sapiens,,
5359,9606.0,,Intermediate,,80021,,CHEMBL619312,,,1,15354,Compound was tested for the growth inhibition of A498 renal tumor cell line,F,Homo sapiens,,
5360,9606.0,,Intermediate,,80021,,CHEMBL619313,,,1,17445,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),F,Homo sapiens,,
5361,9606.0,,Intermediate,,80021,,CHEMBL619314,,,1,4337,In vitro inhibitory concentration against renal cancer cell line A498,F,Homo sapiens,,
5362,9606.0,,Intermediate,,80021,,CHEMBL619959,,,1,15277,Cytotoxicity against A 498 tumor cell line,F,Homo sapiens,,
5363,9606.0,,Intermediate,,80021,,CHEMBL619960,,,1,4812,In vitro antitumor activity against A498 human cancer cell line,F,Homo sapiens,,
5364,9606.0,,Intermediate,,80021,,CHEMBL619961,,,1,4812,In vitro antitumor activity against A498 human cancer cell line (Data from NCI-screening),F,Homo sapiens,,
5365,9606.0,,Intermediate,,80021,,CHEMBL619962,,,1,4995,Inhibitory dose required against A498 human tumor cell lines,F,Homo sapiens,,
5366,9606.0,,Intermediate,,80021,,CHEMBL875586,,,1,5847,Anticancer activity against one renal cancer (A498 cell line),F,Homo sapiens,,
5367,9606.0,,Intermediate,,80021,,CHEMBL619963,,,1,6557,In vitro cytotoxicity against melanoma A498 cell line,F,Homo sapiens,,
5368,9606.0,,Intermediate,,80021,,CHEMBL619964,,,1,2597,Compound was tested for growth inhibitory activity against A498 cell line,F,Homo sapiens,,
5369,9606.0,,Intermediate,,80021,,CHEMBL620108,,,1,6058,Compound tested for growth inhibition of renal cancer cell line A498,F,Homo sapiens,,
5370,9606.0,,Intermediate,,80021,,CHEMBL620109,,,1,17708,Compound was tested for 50% growth inhibition against human renal cancer A498 cell line,F,Homo sapiens,,
5371,9606.0,,Intermediate,,80021,,CHEMBL620110,,,1,15176,Growth inhibition of the A498 Renal cancer cell line for 2-day in vitro assay.,F,Homo sapiens,,
5372,9606.0,,Intermediate,,80021,,CHEMBL620111,,,1,15300,In vitro antitumor activity against Renal cancer A498 cell lines by 6-day assay,F,Homo sapiens,,
5373,9606.0,,Intermediate,,80021,,CHEMBL620112,,,1,11970,Tested for cytotoxicity against A498 cell lines in renal cancer,F,Homo sapiens,,
5374,9606.0,,Intermediate,,80021,,CHEMBL620113,,,1,12400,Tested in vitro for cytotoxicity in A498 cell line of Renal cancer,F,Homo sapiens,,
5375,9606.0,,Expert,,80021,,CHEMBL620114,,,1,12888,Cytotoxic effect on renal cancer lines A498,F,Homo sapiens,,
5376,9606.0,,Intermediate,,80021,,CHEMBL620115,,,1,3030,Antitumor activity was evaluated for reduction of growth of renal cancer (A498) cells at a concentration of 100 uM,F,Homo sapiens,,
5377,9606.0,,Intermediate,,80021,,CHEMBL620116,,,1,14769,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),F,Homo sapiens,,
5378,9606.0,,Intermediate,,80021,,CHEMBL620117,,,1,17376,Concentration of compound that cause 50% cytotoxicity of A498 renal cancer cell line,F,Homo sapiens,,
5379,9606.0,,Intermediate,,80021,,CHEMBL620118,,,1,16558,Growth inhibitory activity against A498-2LM human solid tumor cell line using MTT assay,F,Homo sapiens,,
5380,9606.0,,Intermediate,,80021,,CHEMBL620119,,,1,5194,Cytotoxicity against human kidney carcinoma cell lines A4982LM,F,Homo sapiens,,
5381,9606.0,,Intermediate,,80021,,CHEMBL620120,,,1,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A498Rem- renal cell line using the MTT Cytotoxicity Assay,F,Homo sapiens,,
5382,9606.0,,Expert,,80682,,CHEMBL620121,,,1,16880,Antiproliferative activity in vitro against A549 (human non-small lung carcinoma) cell line.,F,Homo sapiens,,
5383,9606.0,,Intermediate,,80682,,CHEMBL620122,,,1,10196,Antitumor activity against A549 human lung carcinoma cell line,F,Homo sapiens,,
5384,9606.0,,Intermediate,,80682,,CHEMBL620123,,,1,10196,Antitumor activity against A549 human lung carcinoma cell line in experiment 1,F,Homo sapiens,,
5385,9606.0,,Intermediate,,80682,,CHEMBL620124,,,1,10196,Antitumor activity against A549 human lung carcinoma cell line in experiment 2,F,Homo sapiens,,
5386,9606.0,,Intermediate,,80682,,CHEMBL620125,,,1,12083,"Concentration required to inhibit tumor growth in A549, human lung carcinoma (NSCLC) cell line",F,Homo sapiens,,
5387,9606.0,,Expert,,80682,,CHEMBL620126,,,1,16464,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay,F,Homo sapiens,,
5388,9606.0,,Intermediate,,80682,,CHEMBL883027,,,1,16464,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,Homo sapiens,,
5389,9606.0,,Expert,,80682,,CHEMBL620127,,,1,16470,In vitro cytotoxic activity against human lung A549 cell line,F,Homo sapiens,,
5390,9606.0,,Intermediate,,80682,,CHEMBL620128,,,1,16470,In vitro cytotoxic activity against human lung A549 cell line ( standard deviation in parenthesis),F,Homo sapiens,,
5391,9606.0,,Intermediate,,80682,,CHEMBL620129,,,1,16470,In vitro cytotoxic activity against human lung A549 cell line),F,Homo sapiens,,
5392,9606.0,,Intermediate,,80682,,CHEMBL620130,,,1,16470,In vitro cytotoxic activity against human lung A549 cell line;NT is not tested,F,Homo sapiens,,
5393,9606.0,,Expert,,80682,,CHEMBL620131,,,1,16582,In vitro cytotoxicity against human non small-cell-lung cell line A549.,F,Homo sapiens,,
5394,9606.0,,Intermediate,,80682,,CHEMBL620132,,,1,15935,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors",F,Homo sapiens,,
5395,9606.0,,Intermediate,,80682,,CHEMBL620133,,,1,15935,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors in folate deficient medium",F,Homo sapiens,,
5396,9606.0,,Expert,,80682,,CHEMBL620134,,,1,16597,Inhibition of A549 human lung carcinoma cell proliferation,F,Homo sapiens,,
