ss_d,src_d,ss_tst_tp,ss_sbclllr_frctn,cll_d,ss_tp,dc_d,b_frmt,crtd_b,ss_strn,ss_tss,rltnshp_tp,cnfdnc_scr,src_ss_d,chmbl_d,tss_d,vrnt_d
14068,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL625470,1088.0,
14069,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL632418,1088.0,
14070,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627250,1088.0,
14071,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627251,1088.0,
14072,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627252,1088.0,
14073,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627253,1088.0,
14074,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627254,1088.0,
14075,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL875471,1088.0,
14076,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627255,1088.0,
14077,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627256,1088.0,
14078,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627257,1088.0,
14079,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627258,1088.0,
14080,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627259,1088.0,
14081,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627260,1088.0,
14082,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623256,1088.0,
14083,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL874413,1088.0,
14084,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623257,1088.0,
14085,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623258,1088.0,
14086,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623259,1088.0,
14087,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623260,1088.0,
14088,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623261,1088.0,
14089,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623262,1088.0,
14090,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623263,1088.0,
14091,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623264,1088.0,
14092,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623265,1088.0,
14093,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623266,1088.0,
14094,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623267,1088.0,
14095,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623268,1088.0,
14096,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623269,1088.0,
14097,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623270,1088.0,
14098,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623271,1088.0,
14099,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623272,1088.0,
14100,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623273,1088.0,
14101,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623274,1088.0,
14102,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL874414,1088.0,
14103,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623275,1088.0,
14104,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL629150,1088.0,
14105,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623276,1088.0,
14106,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623277,1088.0,
14107,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623112,1088.0,
14108,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623113,1088.0,
14109,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623800,1088.0,
14110,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623801,1088.0,
14111,1,In vivo,,,A,12017,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL623802,2106.0,
14112,1,In vivo,,,A,12017,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL623803,995.0,
14113,1,In vivo,,,A,12017,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL623970,995.0,
14114,1,In vivo,,,A,12017,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL623971,995.0,
14115,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL623972,178.0,
14116,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL623973,178.0,
14117,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL623974,178.0,
14118,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL623975,178.0,
14119,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL623976,955.0,
14120,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL623977,955.0,
14121,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL623978,955.0,
14122,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL623979,955.0,
14123,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL623980,,
14124,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL623981,,
14125,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626278,,
14126,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626279,,
14127,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626280,,
14128,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626281,,
14129,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626282,,
14130,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626283,,
14131,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626284,,
14132,1,,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL626285,955.0,
14133,1,,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL626286,955.0,
14134,1,,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL626287,955.0,
14135,1,,,,A,14045,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL626288,955.0,
14136,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626289,,
14137,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626290,,
14138,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL626291,,
14139,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL839888,,
14140,1,,,,A,14045,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL626292,160.0,
14141,1,,,,A,14045,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL626293,160.0,
14142,1,,,,A,14045,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL626294,160.0,
14143,1,,,,A,14045,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL626295,160.0,
14144,1,,,,A,14045,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627659,2107.0,
14145,1,,,,A,14045,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627660,2107.0,
14146,1,,,,A,14045,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627661,2107.0,
14147,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627662,2107.0,
14148,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627663,2048.0,
14149,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL627664,,
14150,1,,,,A,14045,BAO_0000218,Intermediate,,,N,1,,CHEMBL627665,,
14151,1,In vivo,,,A,14045,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627666,2048.0,
14152,1,,,,A,14045,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627667,2106.0,
14153,1,,,,A,14045,BAO_0000218,Intermediate,,Stomach,N,1,,CHEMBL627668,945.0,
14154,1,,,,A,11745,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627669,1088.0,
14155,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Urinary bladder,U,0,,CHEMBL627670,1255.0,
14156,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Blood,U,0,,CHEMBL627671,178.0,
14157,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Bone element,U,0,,CHEMBL627672,1474.0,
14158,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,,U,0,,CHEMBL627673,,
14159,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Kidney,U,0,,CHEMBL627674,2113.0,
14160,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Liver,U,0,,CHEMBL627675,2107.0,
14161,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Lung,U,0,,CHEMBL627676,2048.0,
14162,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL627677,2385.0,
14163,1,,,,A,8354,BAO_0000019,Autocuration,,,U,0,,CHEMBL627678,,
14164,1,,,,A,7095,BAO_0000218,Intermediate,,Serum,N,1,,CHEMBL627679,1977.0,
14165,1,,,,A,12185,BAO_0000019,Autocuration,,,U,0,,CHEMBL627680,,
14166,1,,,,A,12185,BAO_0000019,Autocuration,,,U,0,,CHEMBL627681,,
14167,1,,,,A,12185,BAO_0000019,Autocuration,,,U,0,,CHEMBL627682,,
14168,1,,,,A,12185,BAO_0000019,Autocuration,,,U,0,,CHEMBL627683,,
14169,1,,,,A,12686,BAO_0000019,Autocuration,,,U,0,,CHEMBL627684,,
14170,1,,,,A,12686,BAO_0000019,Autocuration,,,U,0,,CHEMBL874441,,
14171,1,,,,A,12686,BAO_0000019,Autocuration,,,U,0,,CHEMBL627685,,
14172,1,,,,A,12686,BAO_0000019,Autocuration,,,U,0,,CHEMBL627686,,
14173,1,,,,A,8057,BAO_0000019,Autocuration,,,U,0,,CHEMBL627687,,
14174,1,,,,A,15778,BAO_0000019,Autocuration,,,U,0,,CHEMBL627688,,
14175,1,,,,A,12375,BAO_0000218,Intermediate,,,N,1,,CHEMBL628038,,
14176,1,,,,A,12375,BAO_0000218,Intermediate,,,N,1,,CHEMBL628039,,
14177,1,,,,A,12375,BAO_0000218,Intermediate,,,N,1,,CHEMBL628040,,
14178,1,,,,A,13588,BAO_0000019,Autocuration,,,U,0,,CHEMBL628041,,
14179,1,,,,A,15039,BAO_0000019,Autocuration,,,U,0,,CHEMBL630226,,
14180,1,,,,A,9500,BAO_0000019,Autocuration,,,U,0,,CHEMBL628042,,
14181,1,,,,A,10014,BAO_0000019,Autocuration,,,U,0,,CHEMBL625232,,
14182,1,,,,A,10014,BAO_0000019,Autocuration,,,U,0,,CHEMBL625233,,
14183,1,,,,A,568,BAO_0000019,Autocuration,,,U,0,,CHEMBL625979,,
14184,1,,,,A,10026,BAO_0000019,Autocuration,,,U,0,,CHEMBL625980,,
14185,1,,,,A,10281,BAO_0000019,Autocuration,,,U,0,,CHEMBL625981,,
14186,1,,,,A,10281,BAO_0000019,Autocuration,,,U,0,,CHEMBL625982,,
14187,1,,,,A,9680,BAO_0000019,Autocuration,,,U,0,,CHEMBL625983,,
14188,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625984,,
14189,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625985,,
14190,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625986,,
14191,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625987,,
14192,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625988,,
14193,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625989,,
14194,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625990,,
14195,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625991,,
14196,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625992,,
14197,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL625993,,
14198,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL631973,,
14199,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632143,,
14200,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632144,,
14201,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632145,,
14202,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632146,,
14203,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632147,,
14204,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632148,,
14205,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632149,,
14206,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632150,,
14207,1,,,,A,13028,BAO_0000019,Autocuration,,,U,0,,CHEMBL632151,,
14208,1,,,,A,3008,BAO_0000218,Intermediate,,,N,1,,CHEMBL632152,,
14209,1,,,,A,4509,BAO_0000218,Intermediate,,,N,1,,CHEMBL632153,,
14210,1,,,,A,4509,BAO_0000218,Intermediate,,,N,1,,CHEMBL632154,,
14211,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL632155,,
14212,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL632156,,
14213,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL632157,,
14214,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL632158,,
14215,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL632159,,
14216,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL626305,,
14217,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL626306,,
14218,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL626307,,
14219,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL626308,,
14220,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL626479,,
14221,1,,,,A,8613,BAO_0000218,Intermediate,,,N,1,,CHEMBL626480,,
14222,1,,,,P,6021,BAO_0000100,Autocuration,,,U,0,,CHEMBL626481,,
14223,1,,,,A,9348,BAO_0000019,Autocuration,,,U,0,,CHEMBL626482,,
14224,1,,,,A,15592,BAO_0000218,Intermediate,,,N,1,,CHEMBL626483,,
14225,1,,,,A,15592,BAO_0000218,Intermediate,,,N,1,,CHEMBL626484,,
14226,1,,,,P,15592,BAO_0000100,Autocuration,,,U,0,,CHEMBL626485,,
14227,1,,,,P,15592,BAO_0000100,Autocuration,,,U,0,,CHEMBL626486,,
14228,1,,,,P,15592,BAO_0000100,Autocuration,,,U,0,,CHEMBL626487,,
14229,1,In vivo,,,A,15592,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626488,1969.0,
14230,1,,,,A,7095,BAO_0000218,Intermediate,,Serum,N,1,,CHEMBL626489,1977.0,
14231,1,,,,A,16618,BAO_0000019,Autocuration,,,U,0,,CHEMBL626490,,
14232,1,,,,P,16835,BAO_0000100,Autocuration,,,U,0,,CHEMBL626491,,
14233,1,,,,P,15284,BAO_0000100,Autocuration,,,U,0,,CHEMBL626492,,
14234,1,,,,A,15750,BAO_0000019,Autocuration,,,U,0,,CHEMBL626493,,
14235,1,In vivo,,,A,16618,BAO_0000218,Intermediate,,,N,1,,CHEMBL626494,,
14236,1,In vivo,,,A,16618,BAO_0000218,Autocuration,,,U,0,,CHEMBL626495,,
14237,1,,,,A,15812,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626496,1969.0,
14238,1,In vivo,,,A,16618,BAO_0000218,Intermediate,,,N,1,,CHEMBL626497,,
14239,1,In vivo,,,A,16618,BAO_0000218,Autocuration,,,U,0,,CHEMBL626498,,
14240,1,,,,A,13098,BAO_0000218,Intermediate,,,N,1,,CHEMBL626499,,
14241,1,,,,A,13098,BAO_0000218,Intermediate,,,N,1,,CHEMBL626500,,
14242,1,,,,A,15812,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626501,1969.0,
14243,1,,,,A,15812,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626502,1969.0,
14244,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626503,,
14245,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626504,,
14246,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626505,,
14247,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626506,,
14248,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626507,,
14249,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626508,,
14250,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626509,,
14251,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL875480,,
14252,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626510,,
14253,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626511,,
14254,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL626512,,
14255,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL628208,,
14256,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL628209,,
14257,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL628210,,
14258,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL628211,,
14259,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL628212,,
14260,1,,,,A,11510,BAO_0000218,Intermediate,,,N,1,,CHEMBL628213,,
14261,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628214,1088.0,
14262,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628215,1088.0,
14263,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628216,1088.0,
14264,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL626595,1088.0,
14265,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL626596,1088.0,
14266,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL626597,1088.0,
14267,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL626598,1088.0,
14268,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622242,1088.0,
14269,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622243,1088.0,
14270,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622244,1088.0,
14271,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622245,1088.0,
14272,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622246,1088.0,
14273,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622247,1088.0,
14274,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622248,1088.0,
14275,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL877483,1088.0,
14276,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622249,1088.0,
14277,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622250,1088.0,
14278,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622251,1088.0,
14279,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622252,1088.0,
14280,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622253,1088.0,
14281,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622254,1088.0,
14282,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622255,1088.0,
14283,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622256,1088.0,
14284,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622257,1088.0,
14285,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622258,1088.0,
14286,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622259,1088.0,
14287,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622927,1088.0,
14288,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622928,1088.0,
14289,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL622929,1088.0,
14290,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623182,1088.0,
14291,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623183,1088.0,
14292,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623184,1088.0,
14293,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623185,1088.0,
14294,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL877484,1088.0,
14295,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL627274,1088.0,
14296,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623186,1088.0,
14297,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623187,1088.0,
14298,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL623188,1088.0,
14299,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628055,1088.0,
14300,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628056,1088.0,
14301,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628200,1088.0,
14302,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628201,1088.0,
14303,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628202,1088.0,
14304,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628203,1088.0,
14305,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628204,1088.0,
14306,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628205,1088.0,
14307,1,,,,A,12582,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628206,1088.0,
14308,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL628207,2367.0,
14309,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL627220,2367.0,
14310,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL627221,2385.0,
14311,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL627222,2367.0,
14312,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,,U,0,,CHEMBL627223,,
14313,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL632062,2385.0,
14314,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Spleen,U,0,,CHEMBL632063,2106.0,
14315,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Urinary bladder,U,0,,CHEMBL632064,1255.0,
14316,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Blood,U,0,,CHEMBL632065,178.0,
14317,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Bone element,U,0,,CHEMBL632066,1474.0,
14318,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,,U,0,,CHEMBL632067,,
14319,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Kidney,U,0,,CHEMBL629188,2113.0,
14320,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Liver,U,0,,CHEMBL629189,2107.0,
14321,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Lung,U,0,,CHEMBL629190,2048.0,
14322,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL629191,2385.0,
14323,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL629192,2367.0,
14324,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL629193,2385.0,
14325,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL629194,2367.0,
14326,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,,U,0,,CHEMBL629195,,
14327,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL629373,2385.0,
14328,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Spleen,U,0,,CHEMBL629374,2106.0,
14329,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL629375,2367.0,
14330,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Urinary bladder,U,0,,CHEMBL629376,1255.0,
14331,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Blood,U,0,,CHEMBL629377,178.0,
14332,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Bone element,U,0,,CHEMBL629378,1474.0,
14333,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,,U,0,,CHEMBL629379,,
14334,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Kidney,U,0,,CHEMBL629151,2113.0,
14335,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Liver,U,0,,CHEMBL629152,2107.0,
14336,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Lung,U,0,,CHEMBL629153,2048.0,
14337,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL629154,2385.0,
14338,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL629155,2367.0,
14339,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL629156,2367.0,
14340,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Muscle tissue,U,0,,CHEMBL629157,2385.0,
14341,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,Prostate gland,U,0,,CHEMBL629158,2367.0,
14342,1,In vivo,,,A,13257,BAO_0000218,Autocuration,,,U,0,,CHEMBL629159,,
