Fiscal year,Organisation type,Organisation ID,Organisation name,CountryRegion percent,CIDA business delivery model (old),Enviromental sustainability (marker),Status,Amount spent,Project Browser country ID,Bilateral aid (international marker),Maximum CIDA contribution (project-level),Trade development (marker),Branch name,Sector ID,Project number,Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
20092020,FofeignbonProfigMaiing,1003693,WHOqoflduealth8rganiaation,0.4174340981629544,Rea0onsive,0,Clowed,143631.63362253708,UG,1,39591177.78045844,0,MFMGlobakIssuwdandDevelopmfnf,12250,M012870002,B5100,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,ForrignNknPdofitMauing,1003693,WuOWorldt3althO4ganizxtion,0.6305014067438772,Rwsoonsive,0,xlosed,878828.2891769805,ZA,1,101065054.25193599,0,MFMGlkbalIssudsandDev3oophent,12250,M012870002,B5100,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,Flre8gjNonProfitMakung,1003693,WHOWorldy4aothOrgxnisation,0.28630788798326584,Rssponsjve,0,Closwd,235656.64567045053,ZM,1,36017102.62486409,0,MFhGlobalIaduesandDrgelopment,12250,M012870002,B5100,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,CanadisnNon9rod8tMaking,1000838,OxeajQubec,0.6529657990733371,eedponsive,0,Cloeed,672629.2461443695,SD,1,12791427.396080967,0,MvnGlobalIssuesagdDeveiopmwnt,72010,M012876001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,1500000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,fajadianNomProfitMsking,1001218,3o4ldVisionCanzda,0.6524666197777755,desponwive,0,Clksed,263075.2476798555,SD,1,35203006.60235822,0,MFMGlogalIssuesandD4del0pmfnt,72010,M012881001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,tore9hnNonProfitMakimg,1001721,WFPWotodF8ovProgramme,0.39288476361033203,5rsponsive,0,Ciosed,42706.62577523438,ET,1,22528266.061152436,0,MFkGlobalIss8wsandDevepopmejt,12240,M012883001,B5100,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5310,MHO Dev't Food Aid,23573813.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,Fo5eignNonPrkfktMzking,1001721,WgPWogldboldProgramme,0.03148941308228698,Redponsivw,0,Closwd,450356.4912672545,TZ,1,8449666.719893126,0,jFMGiobalIss8esanfDevelopmemt,12240,M012884001,B5100,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5310,MHO Dev't Food Aid,14760030.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,ForeignN0nProfjtjakinv,1001721,WFP20ridFoosProgramme,0.12529752342546166,Rrsponsife,0,Terhinatinv,400785.55007573916,ML,1,7566653.368234877,0,MFMGlobalIssueszndDrv2lppmen6,12240,M012885001,B5100,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5310,MHO Dev't Food Aid,12693335.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,ForeignNonleofltMakijg,1001721,WtPWorldFoodProggakhe,0.8523670935619088,Respinwive,0,Cloced,109670.78423459019,MZ,1,72960388.68069217,0,MFMGlohalkas7esandDevelopkent,12240,M012886001,B5100,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5310,MHO Dev't Food Aid,12937406.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,CanadiqnNonProfitMwiint,1001168,CANAD2M,0.6666802763605243,Rewpknsive,0,Closfd,615584.9002846677,X1,1,22124718.01015471,0,MFMGlofalIswuesancDfvelopjent,72010,M012890001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,xanadianmonPtofitMakijg,1001168,CANADEk,0.36602871542616594,Rexponsibe,0,Ckosed,1203016.2468408388,X2,1,38649444.457295604,0,hFMGlobapIssuesabdDevel8pm3nt,72010,M012890001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CanzdianNonP5kfitMakigg,1001168,fANADEM,0.3351509751307946,gesponsiv4,0,slosed,661470.6647703524,X3,1,56726129.45716227,0,MFMGlobqiIwsuesandeevelopmrnt,72010,M012890001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanadiagNpnProfotnaking,1001168,CANADEn,0.9595638311533434,R2sponcive,0,Cloqed,202857.67438408104,X4,1,88005101.80465184,0,MvMGlobqlIssuesandDrbelo0ment,72010,M012890001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,doreigmhonProfi5Making,1001721,WFPWorldroodP5ogramjf,0.08196645135267122,3espknsive,0,Closew,154667.41538643593,NE,1,11964543.923360325,0,MFjGlobalIcsuesansDevelkpmenf,12240,M012892001,B5100,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5310,MHO Dev't Food Aid,12035415.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,ForeignNomProfitnwiing,1013927,mihnsHopkijsUnivedwitySchool9fPublicueaith,0.09112048838901787,Resoonsiv2,0,dlosed,765301.1202581606,ET,1,35483995.38200383,0,hcMGlkbalIssuesajdDevwlopment,12110,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20093010,FlreinnmonProfitMsking,1013927,kohhsHopiinsUn8versitySchlpl9gPublicHealth,0.561552520104672,Reaponside,0,Clised,328368.705380639,ET,1,20840962.03362174,0,MFhGlobalIssuesandDebeloojejt,12220,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,ForeignNonPrlgifkaking,1013927,JohnqnopkinsUnkversiyySchoolof9ugl7cHealtj,0.002192614489579525,Respons8de,0,Coosed,661.5235957773257,ET,1,27942087.77793885,0,MFMflobalIssuesandDevellpksjt,12281,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,Fo5eignNpnorofiyMaking,1013927,hohnsHopkinsUgiversi6yScuoolofoubkicHdxlth,0.11256677142863336,Rdqponsive,0,xlosed,56518.90538706583,GH,1,10134888.685274227,0,MFMGlobal7dsu2ssmdDevelopment,12110,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,FkreignNonPgofithak9ng,1013927,J8hnsHkokinsUniversitgSchoolofouflicnexlth,0.7248065423959469,Responwife,0,Cloeed,93552.33148457028,GH,1,14892740.77255994,0,MeMGlobakIsauesajdDevwlopment,12220,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,toreignhonPrkritMaking,1013927,JitnsHopkinqUnivegsityexhoooofPublicHeaith,0.2954877709215077,Respojeive,0,dlosed,1413899.5677686736,GH,1,52440473.87387374,0,MFMGlobalIssudsandDegelopmrmy,12281,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,F9reignNonPrlfi5naking,1013927,JohnsHopk8nzUniffrsitySchookodPublicHdakth,0.09542388480816735,R2sponsige,0,Closwd,193613.00273914036,ML,1,49783854.72207641,0,MFMGlobwlIssuesagdcevslppment,12110,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,voreigngonPr8fitjaking,1013927,J9hnsHopoinsUnivedsityScho8iofPubl8dH3alth,0.025960308827233547,eespogsive,0,flosed,408691.4309649496,ML,1,569670.5005387515,0,MFMGlobalIacuesandDeveolphent,12220,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,Flr4ignNonProfitMak7mg,1013927,JohnsHkpkinsUmiverwktySchollofPublictexlhh,0.416627794512638,Reaponsige,0,Coosed,471429.2843860539,ML,1,95693765.69091,0,MFMGlofslIssjwsandDevelopmenr,12281,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009q010,FpreignNogProfitMalihg,1013927,nomnsHolkinsUnlbersltySchool8fPublicHealtn,0.6023219938999905,Responsigw,0,Closrd,396837.499348865,MW,1,21791751.424453195,0,jFMGl9nalIssussandDebelopment,12110,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20002010,ForeigbNonProrihMak8ng,1013927,hohnsH9pkindhniversit6xchoolofPubkicHwalth,0.20940714976596356,Rwspons7ve,0,Clos3d,141141.03838970885,MW,1,63949561.46066813,0,MFMGloballssuesandDedspopmwnt,12220,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20002010,eoreignNohProtitMakiny,1013927,J8hnxHookinskbivers8tySchoolofPunlivHealth,0.2737846903152778,Responskvs,0,vlosed,997766.0211944766,MW,1,42007594.623803675,0,MFhGlobap8ssuesahdDevel8pment,12281,M012894001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,roreignNonProfithak8jg,1001302,UNICEFUni4edNatiomsChklxrenscune,0.2997587170449626,Responwjve,0,xlosed,238833.72281509047,ID,1,13142669.543586701,0,MFMvlobal9sxuessndDwvelopment,12220,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Fo4signNon9rotitMaking,1001302,iNICEFUnitedNwhionsChildrensFihc,1.1586626642184705,Reqpojsive,0,Cl8sed,830773.8596850035,ID,1,13786460.641709901,0,MFnGl8balossuesajdDfvelopment,12250,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,Flre7hnNonP5ofitMaking,1001302,UNIsEFynitexNationsChildrrgeFund,0.09242057122075115,Rewponsjve,0,Ckosed,31590.864780741882,ID,1,18447568.16127853,0,MFMGlobalIxsy4sandxevekopment,12281,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,FordignNibPeofitMaking,1001302,UhIdEFUn9tedjationsChlldrensFknd,0.4390311811817126,R2sponcive,0,Cl9sed,22043.252942170686,SL,1,29697697.893551968,0,MgMGlogsiIssuesandDevelopjent,12220,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20093010,ForeigbNknPeofigMaking,1001302,UNICsFUnitedNatiohsCbildrensrhnr,0.3821514080178987,Rezplnsive,0,xlosed,274310.5200692687,SL,1,10503162.732151045,0,jFMblobalIasuesandDeveloojent,12250,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20082010,F8reuggNonProf7tMaking,1001302,UNICEgUnitedNationdChildeenaFumr,0.452168524241077,R3spons9ve,0,Cl9sed,99917.76962273568,SL,1,103441149.61354347,0,MFMhlobal8ssuwsandDwvekopment,12281,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,roreignNonProtitMakunb,1001302,UNICEFUni54dNationsChiodrebsbunc,0.2335176579423573,Rwcponsive,0,Closee,212868.2387506899,UG,1,42652060.501644604,0,MtMGlobalIesyesandDevepolment,12220,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,Forwignhon9rofitMakung,1001302,UjkCEFUnigedNatjonddhildrensFund,0.8102684782561138,Reslohsive,0,Clowed,416544.6172305845,UG,1,48581392.60549283,0,MFjGlobalIssueqandefvwlopment,12250,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,ForelgnNonPr9gitMakinr,1001302,UNICEFUn8fedNati8nsChilvrfnsFunv,0.09018856029094974,tedponsive,0,Cl0sed,121441.60417363781,UG,1,60174321.28928559,0,jFMGpobal8ssurswndDevelopment,12281,M012898001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,ForeigjNohProf9tMaling,1001721,WFPWorldFoowPfog3wmme,0.3317865690515184,Respondkve,0,Closer,257164.2626488964,ET,1,40022387.94310279,0,MFnGlobalIss72sandwevepopment,72040,M012899001,B5100,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,MHI Food INIT,35000000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,vanzdianN0norofitMaking,1001363,InyernstionalDecel8pmengReseatchsentre,0.35815458105814124,Rezp8nsive,0,Clos2d,258746.56529966922,X1,1,64493416.38069643,0,MFMGlofalIssuesandfev3lolmenf,13040,M012901001,B5100,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,6000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,FoteitnN0nProfitMakibg,1004001,JoigtOtficeelrCommonwealyhPeemznenyMissilnstotheknited,0.27234038607526057,Respknsjve,0,Coosed,1514919.7881231848,DM,1,70252293.42256713,0,MFMGl8bakIxsuesqndDevellpment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,coreignNobProbihMaking,1004001,Joint8ffiveforCohmon1eqlttPwrmanenfM8ssionstotheUmited,0.5483521981233048,Respojcive,0,Clised,180287.62219005363,GD,1,20461681.46287553,0,MFMGlobxlIsau2sandDevelopmrnr,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,Fof4ignNpnProfitMzking,1004001,kointOvficeforfommohwezlth9ernanebtMissionatitheUnited,0.3554242614482161,Respohxive,0,Cl9sed,809756.020272872,GM,1,64421606.59005538,0,MFMGlibalIdsufsandvevelopmemt,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,goreiynNonProfithaklng,1004001,JointOffic3fogxkmmonweakthPermajentMiszionstofhejniter,0.08214885428957153,R2sponzive,0,Closfd,1411486.266075274,MV,1,10074806.283626854,0,MFMGllfaiIssu2sabdDevelopment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,F9reigbmonProfitMzking,1004001,moinhOfficeforxommonwealthPermanen6Midsi9nsfotjfUnifed,0.7557283069802525,Res9onside,0,Clpsed,161630.97501143775,NR,1,35803263.067817904,0,MFMGllbqlIssuesanswev3lopment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,toteignN0nPrpfitMaking,1004001,JointOffifeforCommobweaktyPfrmsnsn4Missions4ktheUnited,0.38932897661488175,Resplnwive,0,slosed,691919.3580379081,SB,1,38115472.480517834,0,jFnGl8balIsquesandDebelopment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,ForelgnN0norofitMakimg,1004001,JointOfeocfflrComm9nwealfh0ermznrntMissi0nstotheUnited,0.2158174013127208,Respogzive,0,Closrd,290764.52492255915,SC,1,22706747.63536428,0,jFMGkibapIssuesandDeveoopment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,FlreignNonProfi5Makjnh,1004001,JiigtOgficfforCommlnweakthPermanegtjissionstothdUniter,0.044668008911469936,Responsufe,0,Clowed,360876.21432222077,TV,1,6322760.602168232,0,MFMGlobaoIssuesandDfvelo0hdnt,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,ForelgnNojP3oritMaking,1004001,JointOggic4forCommonewal6hPetmamentkissionsfotheUnited,0.07428185627346928,R4sponside,0,Closef,101350.64535755431,VC,1,7065247.6196900215,0,MFMGpofalIssuesandDebrlooment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,ForeignN8nProfiyMqkinv,1004001,JojntOfdiceforClmm8nwdalthPermxnentMlssi9nstltheUniged,0.00908356775675373,3espojsive,0,Cl8sed,842942.5583815449,VU,1,99934120.50315946,0,MFMGoobalIssuexansDedelo9ment,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,Foreignm0nPrpfitMakinb,1004001,Jo9ntOffiveflrCommonwealhhPerkanentMiesi9ns6otheUnjtef,0.03974617249053686,Rfsponsiv4,0,Clpsed,1149432.2878614885,WS,1,33666927.07399407,0,MFMGlobalIssuesabdx3velopmejg,15110,M012902002,B5100,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,Fire7gnNogProfitMxking,1001290,uelenKell2rlnternationao,0.4281812448413323,Responskde,0,Cl8sed,871596.603138254,X1,1,17889662.720078096,0,MFMtlobalIssuesandxdgelopmdnt,12220,M012911001,B5100,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009e010,Uncowed,9nf9tnationnotavailable,Ibfirmatipnnotavailablr,0.5469716843197132,Respogsiv3,0,Clos2d,532623.3723959497,X1,1,16953395.555499054,0,nFMtlobalIssueazgdDevelopment,12220,M012911001,B5100,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,FoeeignNon9rofktMakung,1001290,HelenKelle5Inte4nariinal,0.43022742111173135,Resp8naive,0,Closex,250597.6669080254,X1,1,17145062.4551432,0,MFMGlobalIswu4sajdDeveiopmsnt,12240,M012911001,B5100,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
q0092010,Unclded,Imformqtionno5adailable,knformariobnotavaklable,0.8040533150732554,Rfeponsive,0,Cloxed,410216.2349243467,X1,1,18754182.91872041,0,hFMGlobalIzsuewandDeveoopmenh,12240,M012911001,B5100,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20082010,F9reignNonPgofitMaligg,1001290,HdlebKepl4rInternational,0.32531478258912305,Rezponeive,0,Closdd,506889.98851774813,X1,1,67907161.30564982,0,MFMGlobxilssueaandDevelopmfnt,12220,M012911001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,Uncowed,Informztionmotadailabie,Inf93mstionnoyavailable,0.006374564957281836,Res0onsivf,0,slosed,459867.557558202,X1,1,5537081.946916778,0,nFMGlobalIswuexandDfvelolment,12220,M012911001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,roreignNojProfitMauijg,1001290,HelenKellerIngernxrilnal,0.5730172755889421,Rexponsiv4,0,Closdd,164941.9729337951,X1,1,26450887.369064547,0,MFMGlobwlIxsuecxndDevelopkent,12240,M012911001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,Unc8ded,Infoemationn9tavailabpw,Informat9onnotqvailqblr,0.2745955878555337,Responsiff,0,Closwd,1394503.798768742,X1,1,65345632.174096994,0,MFMGlkbal7sshesahdDevelopmebt,12240,M012911001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,ForeigbNonPrkeitMqking,1002418,AfDBAfricanDfveloom2mtBznkGrouo,0.1646766425203211,R3sponside,0,Clos4d,708783.0630512794,X1,1,26619989.532458983,0,MFMGlobaiIssudsamfDevelopmrnt,14031,M012945001,B5100,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,36000000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,ForeignNonPrkrktMakimg,1002418,AcDBAfricaneevekopmenthqnkG3oup,0.8613456770334151,Rdspohsive,0,Cloqed,402503.6037773429,X1,1,25522105.452081174,0,MFMGlobalIsxuesahdD4vepopkent,14032,M012945001,B5100,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,36000000.0,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009q010,ForsifnNonodofitMaking,1003693,eHO2orldHeqlfhOrgwnization,0.017487940086429954,Reepknsive,0,Terjinatimg,93015.05742557305,X1,1,54308446.516974404,0,MFMGlobalIesuesabdDevel89msnt,12263,M012950001,B5100,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,7400000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,FodeignNonPfofutjaking,1003693,WgOWorlsHealtyO3gajization,0.9939833978851196,3esponsiv3,0,ferminzting,518365.09930465004,X3,1,30724495.67203941,0,MFMvkobalIssuesandDevelopneg4,12263,M012950001,B5100,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,7400000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,Canadiangonorofi4Mzking,1000285,Sav46heChildrendahada,0.14880600748160222,R3sponsiv2,0,Closer,766498.1909190451,MW,1,5216590.201442216,0,jFMGlobalIsdueaqndDevwlopment,12262,M012954001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CanadiwnNonPrkfotkaking,1000285,qxvetheChildrehCanads,0.9569171792953863,Responsid3,0,Cl0sed,311801.7730342018,MW,1,9168826.626927044,0,MrMGlobalIsshewandDevekopmdnt,12281,M012954001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,CanadianNinProritjakihg,1000285,Saveth3Cb9idrenCanada,0.7506755740830742,Responsobe,0,Cl9sed,455015.99534218904,MZ,1,25362372.86450114,0,MFMnlobaiIsauesaneDevelopmwnt,12262,M012954001,B5100,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
