assay_strain,src_assay_id,description,cell_id,tid,assay_organism,curated_by,tissue_id,assay_tax_id,assay_id,assay_test_type,assay_cell_type,variant_id,assay_category,assay_tissue,assay_type,src_id,bao_format,doc_id,confidence_score,chembl_id,assay_subcellular_fraction,relationship_type
,,"In vitro percent inhibition of A549, lung carcinoma.",646.0,80682,Homo sapiens,Intermediate,,9606.0,5958,,A549,,,,F,1,BAO_0000219,14425,1,CHEMBL622707,,N
,,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",646.0,80682,Homo sapiens,Intermediate,,9606.0,5959,,A549,,,,F,1,BAO_0000219,14425,1,CHEMBL622708,,N
,,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,646.0,80682,Homo sapiens,Intermediate,,9606.0,5960,,A549,,,,F,1,BAO_0000219,5280,1,CHEMBL622709,,N
,,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,646.0,80682,Homo sapiens,Intermediate,,9606.0,5961,,A549,,,,F,1,BAO_0000219,15176,1,CHEMBL622710,,N
,,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,646.0,80682,Homo sapiens,Intermediate,,9606.0,5962,,A549,,,,F,1,BAO_0000219,15300,1,CHEMBL622711,,N
,,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",646.0,80682,Homo sapiens,Intermediate,,9606.0,5963,,A549,,,,F,1,BAO_0000218,17824,1,CHEMBL622712,,N
,,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",646.0,80682,Homo sapiens,Intermediate,,9606.0,5964,,A549,,,,F,1,BAO_0000218,17824,1,CHEMBL622713,,N
,,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",646.0,80682,Homo sapiens,Intermediate,,9606.0,5965,,A549,,,,F,1,BAO_0000218,17824,1,CHEMBL622714,,N
,,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",646.0,80682,Homo sapiens,Intermediate,,9606.0,5966,,A549,,,,F,1,BAO_0000218,17824,1,CHEMBL622715,,N
,,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",646.0,80682,Homo sapiens,Intermediate,,9606.0,5967,,A549,,,,F,1,BAO_0000218,17824,1,CHEMBL622716,,N
,,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",646.0,80682,Homo sapiens,Intermediate,,9606.0,5968,,A549,,,,F,1,BAO_0000219,17824,1,CHEMBL622717,,N
,,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),646.0,80682,Homo sapiens,Intermediate,,9606.0,5969,,A549,,,,F,1,BAO_0000218,17528,1,CHEMBL622718,,N
,,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,646.0,80682,Homo sapiens,Expert,,9606.0,5970,,A549,,,,F,1,BAO_0000219,6870,1,CHEMBL622719,,N
,,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,5971,,A549,,,,F,1,BAO_0000219,6870,1,CHEMBL622720,,N
,,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,646.0,80682,Homo sapiens,Intermediate,,9606.0,5972,,A549,,,,F,1,BAO_0000219,6870,1,CHEMBL622721,,N
,,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,5973,,A549,,,,F,1,BAO_0000219,6870,1,CHEMBL622722,,N
,,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,646.0,80682,Homo sapiens,Intermediate,,9606.0,5974,,A549,,,,F,1,BAO_0000219,16726,1,CHEMBL876030,,N
,,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",646.0,80682,Homo sapiens,Intermediate,,9606.0,5975,,A549,,,,F,1,BAO_0000219,6170,1,CHEMBL620206,,N
,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,646.0,80682,Homo sapiens,Expert,,9606.0,5976,,A549,,,,F,1,BAO_0000219,6583,1,CHEMBL620207,,N
,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,646.0,80682,Homo sapiens,Expert,,9606.0,5977,,A549,,,,F,1,BAO_0000219,6583,1,CHEMBL620208,,N
,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,646.0,80682,Homo sapiens,Expert,,9606.0,5978,,A549,,,,F,1,BAO_0000219,6583,1,CHEMBL620209,,N
,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,646.0,80682,Homo sapiens,Expert,,9606.0,5979,,A549,,,,F,1,BAO_0000219,6583,1,CHEMBL620210,,N
,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,646.0,80682,Homo sapiens,Expert,,9606.0,5980,,A549,,,,F,1,BAO_0000219,6583,1,CHEMBL621639,,N
,,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,5981,,A549,,,,F,1,BAO_0000219,17321,1,CHEMBL621640,,N
,,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,646.0,80682,Homo sapiens,Expert,,9606.0,5982,,A549,,,,F,1,BAO_0000219,17528,1,CHEMBL621641,,N
,,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,646.0,80682,Homo sapiens,Expert,,9606.0,5983,,A549,,,,F,1,BAO_0000219,12888,1,CHEMBL621642,,N
,,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,5984,,A549,,,,F,1,BAO_0000219,4312,1,CHEMBL621643,,N
,,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,5985,,A549,,,,F,1,BAO_0000219,4312,1,CHEMBL621644,,N
,,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,646.0,80682,Homo sapiens,Intermediate,,9606.0,5986,,A549,,,,F,1,BAO_0000219,4312,1,CHEMBL621645,,N
,,In vitro antiproliferative activity against A549 cell line,646.0,80682,Mus musculus,Intermediate,,10090.0,5987,,A549,,,,F,1,BAO_0000219,17737,1,CHEMBL621646,,N
,,Synergism with indomethacin in A549 cells,646.0,80682,,Intermediate,,,5988,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621647,,N
,,Synergism with tolmetin in A549 cells,646.0,80682,,Intermediate,,,5989,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621648,,N
,,Synergism with sulindac in A549 cells,646.0,80682,,Intermediate,,,5990,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621649,,N
,,Antagonism of indomethacin in A549 cells,646.0,80682,,Intermediate,,,5991,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621650,,N
,,Antagonism of sulindac in A549 cells,646.0,80682,,Intermediate,,,5992,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621651,,N
,,Antagonism of tolmetin in A549 cells,646.0,80682,,Intermediate,,,5993,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621652,,N
,,Synergism with indomethacin in A549 cells,646.0,80682,,Intermediate,,,5994,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621653,,N
,,Synergism with sulindac in A549 cells,646.0,80682,,Intermediate,,,5995,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621654,,N
,,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,646.0,80682,,Intermediate,,,5996,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL621655,,N
,,Cmax value after 30 mg/kg po dose in Dogs,,50588,Canis lupus familiaris,Intermediate,,9615.0,5997,In vivo,,,,,A,1,BAO_0000218,16907,1,CHEMBL621656,,N
,,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),,50588,Canis lupus familiaris,Intermediate,,9615.0,5998,In vivo,,,,,A,1,BAO_0000218,5944,1,CHEMBL621657,,N
,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,,50588,Canis lupus familiaris,Intermediate,,9615.0,5999,In vivo,,,,,A,1,BAO_0000218,5944,1,CHEMBL621658,,N
,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),,50588,Canis lupus familiaris,Intermediate,,9615.0,6000,In vivo,,,,,A,1,BAO_0000218,5944,1,CHEMBL621659,,N
,,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,,50588,Canis lupus familiaris,Intermediate,,9615.0,6001,In vivo,,,,,A,1,BAO_0000218,5944,1,CHEMBL621660,,N
,,Cmax value after administration of 4 mg/Kg oral dose in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,6002,In vivo,,,,,A,1,BAO_0000218,2959,1,CHEMBL621661,,N
,,Cmax value in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,6003,In vivo,,,,,A,1,BAO_0000218,6241,1,CHEMBL621662,,N
,,Cmax value in dogs after oral administration at 1 mg/kg,,50588,Canis lupus familiaris,Intermediate,,9615.0,6004,In vivo,,,,,A,1,BAO_0000218,6241,1,CHEMBL621663,,N
,,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,,50588,Canis lupus familiaris,Intermediate,,9615.0,6005,In vivo,,,,,A,1,BAO_0000218,2652,1,CHEMBL621664,,N
,,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6006,In vivo,,,,Plasma,A,1,BAO_0000218,1806,1,CHEMBL621665,,N
,,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6007,In vivo,,,,Plasma,A,1,BAO_0000218,1806,1,CHEMBL621666,,N
,,Concentration maxima after oral dosing in dogs,,50588,Canis lupus familiaris,Intermediate,,9615.0,6008,In vivo,,,,,A,1,BAO_0000218,1021,1,CHEMBL621667,,N
,,Concentration maxima after oral dosing in dogs; not available,,50588,Canis lupus familiaris,Intermediate,,9615.0,6009,In vivo,,,,,A,1,BAO_0000218,1021,1,CHEMBL876738,,N
,,Concentration maxima after oral dosing in dogs; not available,,50588,Canis lupus familiaris,Intermediate,,9615.0,6010,In vivo,,,,,A,1,BAO_0000218,1021,1,CHEMBL621668,,N
,,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,,50588,Canis lupus familiaris,Intermediate,,9615.0,6011,In vivo,,,,,A,1,BAO_0000218,5444,1,CHEMBL621669,,N
,,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,,50588,Canis lupus familiaris,Intermediate,,9615.0,6012,In vivo,,,,,A,1,BAO_0000218,5444,1,CHEMBL621670,,N
,,In vivo maximal concentration was calculated at 1 mg/kg in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,6013,In vivo,,,,,A,1,BAO_0000218,5444,1,CHEMBL621671,,N
,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,,50588,Canis lupus familiaris,Intermediate,,9615.0,6014,In vivo,,,,,A,1,BAO_0000218,5444,1,CHEMBL622360,,N
,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,,50588,Canis lupus familiaris,Intermediate,,9615.0,6015,In vivo,,,,,A,1,BAO_0000218,5444,1,CHEMBL622361,,N
,,Cmax in dog plasma after oral dose (1 mg/kg),,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6016,In vivo,,,,Plasma,A,1,BAO_0000218,5130,1,CHEMBL622362,,N
,,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6017,In vivo,,,,Plasma,A,1,BAO_0000218,3249,1,CHEMBL622363,,N
,,Maximal plasma concentration at a dose of 1 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6018,In vivo,,,,Plasma,A,1,BAO_0000218,5473,1,CHEMBL622364,,N
,,Maximal plasma concentration at a dose of 1 mg/kg (oral),,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6019,In vivo,,,,Plasma,A,1,BAO_0000218,5474,1,CHEMBL622365,,N
,,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6020,In vivo,,,,Plasma,A,1,BAO_0000218,4657,1,CHEMBL622533,,N
,,Maximum concentration of compound in dog was evaluated.,,50588,Canis lupus familiaris,Intermediate,,9615.0,6021,In vivo,,,,,A,1,BAO_0000218,3031,1,CHEMBL622534,,N
,,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,,50588,Canis lupus familiaris,Intermediate,,9615.0,6022,In vivo,,,,,A,1,BAO_0000218,4527,1,CHEMBL622535,,N
,,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,,50588,Canis lupus familiaris,Intermediate,,9615.0,6023,In vivo,,,,,A,1,BAO_0000218,4186,1,CHEMBL876739,,N
,,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,50588,Canis lupus familiaris,Intermediate,,9615.0,6024,In vivo,,,,,A,1,BAO_0000218,5007,1,CHEMBL622536,,N
,,Maximum concentration obtained in dog plasma was determined,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6025,In vivo,,,,Plasma,A,1,BAO_0000218,3132,1,CHEMBL622537,,N
,,Maximum concentration was determined,,50588,Canis lupus familiaris,Intermediate,,9615.0,6026,In vivo,,,,,A,1,BAO_0000218,5006,1,CHEMBL622538,,N
,,Maximum concentration at the dose of 2 mg/kg in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,6027,In vivo,,,,,A,1,BAO_0000218,4727,1,CHEMBL627867,,N
,,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,50588,Canis lupus familiaris,Intermediate,,9615.0,6028,In vivo,,,,,A,1,BAO_0000218,1916,1,CHEMBL627868,,N
,,Maximum concentration was evaluated in dog plasma,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6029,In vivo,,,,Plasma,A,1,BAO_0000218,1918,1,CHEMBL627869,,N
,,Maximum concentration was evaluated after 75 min after administration in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,6030,In vivo,,,,,A,1,BAO_0000218,3045,1,CHEMBL627870,,N
,,Maximum plasma concentration determined in dog after oral administration of 17b,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6031,In vivo,,,,Plasma,A,1,BAO_0000218,9579,1,CHEMBL627871,,N
,,Maximum plasma concentration determined in dog after oral administration of 2b,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6032,In vivo,,,,Plasma,A,1,BAO_0000218,9579,1,CHEMBL627872,,N
,,Maximum plasma concentration in dog,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6033,In vivo,,,,Plasma,A,1,BAO_0000218,933,1,CHEMBL627873,,N
,,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6034,In vivo,,,,Plasma,A,1,BAO_0000218,17839,1,CHEMBL627874,,N
,,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6035,In vivo,,,,Plasma,A,1,BAO_0000218,17839,1,CHEMBL627875,,N
,,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6036,In vivo,,,,Plasma,A,1,BAO_0000218,17839,1,CHEMBL627876,,N
,,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6037,In vivo,,,,Plasma,A,1,BAO_0000218,17839,1,CHEMBL627877,,N
,,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6038,In vivo,,,,Plasma,A,1,BAO_0000218,6348,1,CHEMBL627878,,N
,,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6039,In vivo,,,,Plasma,A,1,BAO_0000218,16367,1,CHEMBL627879,,N
,,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6040,In vivo,,,,Plasma,A,1,BAO_0000218,1337,1,CHEMBL875355,,N
,,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6041,In vivo,,,,Plasma,A,1,BAO_0000218,1337,1,CHEMBL627880,,N
,,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6042,In vivo,,,,Plasma,A,1,BAO_0000218,5199,1,CHEMBL627881,,N
,,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6043,In vivo,,,,Plasma,A,1,BAO_0000218,17650,1,CHEMBL627882,,N
,,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6044,In vivo,,,,Plasma,A,1,BAO_0000218,6679,1,CHEMBL627883,,N
,,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6045,In vivo,,,,Plasma,A,1,BAO_0000218,5356,1,CHEMBL628526,,N
,,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6046,In vivo,,,,Plasma,A,1,BAO_0000218,5356,1,CHEMBL628527,,N
,,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6047,In vivo,,,,Plasma,A,1,BAO_0000218,6227,1,CHEMBL628528,,N
,,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6048,In vivo,,,,Plasma,A,1,BAO_0000218,6227,1,CHEMBL628529,,N
,,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6049,In vivo,,,,Plasma,A,1,BAO_0000218,6227,1,CHEMBL628530,,N
,,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,6050,In vivo,,,,Plasma,A,1,BAO_0000218,6227,1,CHEMBL625243,,N
,,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,,50588,Canis lupus familiaris,Expert,1969.0,9615.0,6051,In vivo,,,,Plasma,A,1,BAO_0000218,3598,1,CHEMBL625244,,N
,,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,6052,In vivo,,,,,A,1,BAO_0000218,4368,1,CHEMBL625245,,N
,,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,,50588,Canis lupus familiaris,Intermediate,,9615.0,6053,In vivo,,,,,A,1,BAO_0000218,6265,1,CHEMBL625246,,N
,,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,50594,Mus musculus,Intermediate,945.0,10090.0,6054,In vivo,,,,Stomach,A,1,BAO_0000218,7767,1,CHEMBL625247,,N
,,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,50594,Mus musculus,Intermediate,1088.0,10090.0,6055,In vivo,,,,Urine,A,1,BAO_0000218,7767,1,CHEMBL625248,,N
,,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,,50594,Mus musculus,Intermediate,1088.0,10090.0,6056,In vivo,,,,Urine,A,1,BAO_0000218,7767,1,CHEMBL625249,,N
,,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,,50594,Mus musculus,Intermediate,1088.0,10090.0,6057,In vivo,,,,Urine,A,1,BAO_0000218,7767,1,CHEMBL625250,,N
,,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,,50594,Mus musculus,Intermediate,,10090.0,6058,,,,,,A,1,BAO_0000218,17811,1,CHEMBL625251,,N
,,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,,50594,Mus musculus,Intermediate,,10090.0,6059,,,,,,A,1,BAO_0000218,17811,1,CHEMBL875356,,N
,,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,,10090.0,6060,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625252,,N
,,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,178.0,10090.0,6061,,,,,Blood,A,1,BAO_0000218,17827,1,CHEMBL625253,,N
,,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,,10090.0,6062,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625254,,N
,,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,,10090.0,6063,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625255,,N
,,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),,50594,Mus musculus,Intermediate,,10090.0,6064,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625256,,N
,,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,178.0,10090.0,6065,,,,,Blood,A,1,BAO_0000218,17827,1,CHEMBL625257,,N
,,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),,50594,Mus musculus,Intermediate,178.0,10090.0,6066,,,,,Blood,A,1,BAO_0000218,17827,1,CHEMBL625258,,N
,,Compound was evaluated for washout rate in mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,,10090.0,6067,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625259,,N
,,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,,50594,Mus musculus,Intermediate,,10090.0,6068,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625260,,N
,,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,50594,Mus musculus,Intermediate,,10090.0,6069,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625261,,N
,,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,50594,Mus musculus,Intermediate,,10090.0,6070,,,,,,A,1,BAO_0000218,17827,1,CHEMBL625262,,N
,,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,50594,Mus musculus,Intermediate,,10090.0,6071,,,,,,A,1,BAO_0000218,17827,1,CHEMBL622639,,N
,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,,50594,Mus musculus,Intermediate,,10090.0,6072,,,,,,A,1,BAO_0000218,17257,1,CHEMBL622640,,N
,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,,50594,Mus musculus,Intermediate,,10090.0,6073,,,,,,A,1,BAO_0000218,17257,1,CHEMBL622812,,N
,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice,,50594,Mus musculus,Intermediate,,10090.0,6074,,,,,,A,1,BAO_0000218,17257,1,CHEMBL622813,,N
,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice; Not determined,,50594,Mus musculus,Intermediate,,10090.0,6075,,,,,,A,1,BAO_0000218,17257,1,CHEMBL622814,,N
,,Time at maximum activity in mice (Radiolabeled compound),,50594,Mus musculus,Intermediate,,10090.0,6076,,,,,,A,1,BAO_0000218,17827,1,CHEMBL622815,,N
,,Percent oral bioavailability was determined after administration of compound at 5 mg/kg perorally in mice,,50594,Mus musculus,Intermediate,,10090.0,6077,,,,,,A,1,BAO_0000218,3760,1,CHEMBL625342,,N
,,Percent oral bioavailability was determined after administration of compound at 50 mg/kg perorally in mice,,50594,Mus musculus,Intermediate,,10090.0,6078,,,,,,A,1,BAO_0000218,3760,1,CHEMBL625343,,N
,,Binding towards mouse plasma protein at 10 uM,,50594,Mus musculus,Intermediate,,10090.0,6079,,,,,,A,1,BAO_0000218,17409,1,CHEMBL877591,,N
,,Binding towards mouse plasma protein at 100 uM,,50594,Mus musculus,Intermediate,,10090.0,6080,,,,,,A,1,BAO_0000218,17409,1,CHEMBL625344,,N
,,Bioavailability was evaluated in mice after intravenous administration,,50594,Mus musculus,Intermediate,,10090.0,6081,In vivo,,,,,A,1,BAO_0000218,2675,1,CHEMBL625345,,N
,,Bioavailability was evaluated in mice after oral administration,,50594,Mus musculus,Intermediate,,10090.0,6082,In vivo,,,,,A,1,BAO_0000218,2675,1,CHEMBL625346,,N
,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse,,50594,Mus musculus,Intermediate,,10090.0,6083,In vivo,,,,,A,1,BAO_0000218,3132,1,CHEMBL625347,,N
,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse at dose 25 mg/kg,,50594,Mus musculus,Intermediate,,10090.0,6084,In vivo,,,,,A,1,BAO_0000218,3132,1,CHEMBL625348,,N
,,Bioavailability at a dose of 10 mg/kg peroral administration in mice.,,50594,Mus musculus,Intermediate,,10090.0,6085,In vivo,,,,,A,1,BAO_0000218,16597,1,CHEMBL625349,,N
,,Oral bioavailability in mouse,,50594,Mus musculus,Intermediate,,10090.0,6086,In vivo,,,,,A,1,BAO_0000218,2862,1,CHEMBL625350,,N
,,Oral bioavailability after intravenous administration in mice at 24 uM/kg,,50594,Mus musculus,Intermediate,,10090.0,6087,In vivo,,,,,A,1,BAO_0000218,17764,1,CHEMBL882952,,N
,,Biodistribution of [123I]- labeled compound in mice brain was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,955.0,10090.0,6088,In vivo,,,,Brain,A,1,BAO_0000218,846,1,CHEMBL625351,,N
,,Biodistribution of [123I]- labeled compound in mice brain was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,955.0,10090.0,6089,In vivo,,,,Brain,A,1,BAO_0000218,846,1,CHEMBL625352,,N
