assay_id,assay_organism,tid,chembl_id,variant_id,src_id,bao_format,assay_type,assay_tax_id,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_strain,assay_tissue
5553,Homo sapiens,80682,CHEMBL620384,,1,BAO_0000219,F,9606.0,N,Intermediate,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,,,,
5554,Homo sapiens,80682,CHEMBL620385,,1,BAO_0000219,F,9606.0,N,Intermediate,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,,,,
5555,Homo sapiens,80682,CHEMBL620386,,1,BAO_0000219,F,9606.0,N,Expert,13330,Cytotoxicity against human lung carcinoma A549 cell line,,,,
5556,Homo sapiens,25,CHEMBL620387,,1,BAO_0000219,F,9606.0,D,Expert,17517,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,,,,
5557,Homo sapiens,25,CHEMBL621404,,1,BAO_0000219,F,9606.0,D,Expert,17517,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",,,,
5558,Homo sapiens,80682,CHEMBL621405,,1,BAO_0000219,F,9606.0,N,Intermediate,14425,"In vitro growth inhibition of A549, lung carcinoma",,,,
5559,Homo sapiens,80682,CHEMBL621406,,1,BAO_0000219,F,9606.0,N,Intermediate,14425,"In vitro growth inhibition of A549, lung carcinoma.",,,,
5560,Homo sapiens,80682,CHEMBL621407,,1,BAO_0000219,F,9606.0,N,Expert,5228,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,,,
5561,Homo sapiens,80682,CHEMBL621408,,1,BAO_0000219,F,9606.0,N,Intermediate,5351,Cytotoxic activity against human lung cancer A549 cell line was determined,,,,
5562,Homo sapiens,80682,CHEMBL885345,,1,BAO_0000219,F,9606.0,N,Expert,12198,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,,,,
5563,Homo sapiens,80682,CHEMBL621409,,1,BAO_0000219,F,9606.0,N,Intermediate,13891,Cytotoxicity concentration against human lung carcinoma A-549 cell line,,,,
5564,Homo sapiens,80682,CHEMBL876034,,1,BAO_0000219,F,9606.0,N,Expert,5677,Cytotoxicity in A549 (human carcinoma) cell line.,,,,
5565,Homo sapiens,80682,CHEMBL621410,,1,BAO_0000219,F,9606.0,N,Intermediate,13788,Cytotoxicity on lung carcinoma (A-549) cell line,,,,
5566,Homo sapiens,80682,CHEMBL621411,,1,BAO_0000219,F,9606.0,N,Expert,13384,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,,,,
5567,Homo sapiens,80682,CHEMBL621412,,1,BAO_0000219,F,9606.0,N,Intermediate,6726,Effective dose of compound against replication of A549 cell line was evaluated,,,,
5568,Homo sapiens,80682,CHEMBL621413,,1,BAO_0000219,F,9606.0,N,Expert,3455,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,,,,
5569,Homo sapiens,80682,CHEMBL621414,,1,BAO_0000219,F,9606.0,N,Intermediate,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),,,,
5570,Homo sapiens,80682,CHEMBL621415,,1,BAO_0000219,F,9606.0,N,Intermediate,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,,,,
5571,Homo sapiens,80682,CHEMBL621416,,1,BAO_0000219,F,9606.0,N,Intermediate,3936,The compound was evaluated for antiproliferative activity against A549 cell line,,,,
5572,Homo sapiens,80682,CHEMBL621417,,1,BAO_0000219,F,9606.0,N,Intermediate,14991,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,,,,
5573,Homo sapiens,80682,CHEMBL621418,,1,BAO_0000219,F,9606.0,N,Intermediate,5243,Concentration required for growth inhibition of human lung carcinoma cell line A549,,,,
5574,Homo sapiens,80682,CHEMBL621419,,1,BAO_0000219,F,9606.0,N,Intermediate,12858,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,,,,
5575,Homo sapiens,80682,CHEMBL621420,,1,BAO_0000219,F,9606.0,N,Intermediate,6776,Growth inhibition against A549 cell line was evaluated,,,,
5576,Homo sapiens,80682,CHEMBL875823,,1,BAO_0000219,F,9606.0,N,Intermediate,16558,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,,,,
5577,Homo sapiens,80682,CHEMBL621421,,1,BAO_0000219,F,9606.0,N,Expert,4583,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,,,,
5578,Homo sapiens,80682,CHEMBL621422,,1,BAO_0000219,F,9606.0,N,Intermediate,13514,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,,,,
5579,Homo sapiens,80682,CHEMBL884014,,1,BAO_0000219,F,9606.0,N,Expert,15166,Chemosensitivity against DT-diaphorase rich A549 cell lines,,,,
5580,Homo sapiens,80682,CHEMBL621423,,1,BAO_0000219,F,9606.0,N,Intermediate,13873,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,,,,
5581,Homo sapiens,80682,CHEMBL621424,,1,BAO_0000219,F,9606.0,N,Expert,6447,In vitro cytotoxicity against human A549 (lung cancer) cell line.,,,,
5582,Homo sapiens,80682,CHEMBL621425,,1,BAO_0000219,F,9606.0,N,Intermediate,2068,In vitro antitumor activity against A549 (lung) human tumor cell lines.,,,,
5583,Homo sapiens,80682,CHEMBL621426,,1,BAO_0000219,F,9606.0,N,Expert,1863,In vitro cytotoxic activity against human lung carcinoma A549 cell line,,,,
5584,Homo sapiens,80682,CHEMBL621427,,1,BAO_0000219,F,9606.0,N,Intermediate,13873,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,,,,
5585,Homo sapiens,80682,CHEMBL621428,,1,BAO_0000219,F,9606.0,N,Intermediate,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,,,,
5586,Homo sapiens,80682,CHEMBL621429,,1,BAO_0000219,F,9606.0,N,Expert,13873,Tested against A549 lung carcinoma in the sulforhodamine B assay.,,,,
5587,Homo sapiens,80682,CHEMBL621430,,1,BAO_0000219,F,9606.0,N,Intermediate,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),,,,
5588,Homo sapiens,80682,CHEMBL621431,,1,BAO_0000219,F,9606.0,N,Intermediate,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,,,,
5589,Homo sapiens,80682,CHEMBL621432,,1,BAO_0000219,F,9606.0,N,Intermediate,4584,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,,,,
5590,Homo sapiens,80682,CHEMBL621433,,1,BAO_0000219,F,9606.0,N,Expert,5421,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,,,,
5591,Homo sapiens,80682,CHEMBL875824,,1,BAO_0000219,F,9606.0,N,Intermediate,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,,,,
5592,Homo sapiens,80682,CHEMBL621434,,1,BAO_0000219,F,9606.0,N,Intermediate,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,,,,
5593,Homo sapiens,80682,CHEMBL621435,,1,BAO_0000219,F,9606.0,N,Intermediate,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,,,,
5594,Homo sapiens,80682,CHEMBL621436,,1,BAO_0000219,F,9606.0,N,Intermediate,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,,,,
5595,Homo sapiens,80682,CHEMBL621437,,1,BAO_0000219,F,9606.0,N,Intermediate,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,,,,
5596,Homo sapiens,80682,CHEMBL621438,,1,BAO_0000219,F,9606.0,N,Intermediate,15354,Compound was tested for the growth inhibition of A549 lung tumor cell line,,,,
5597,Homo sapiens,80682,CHEMBL621439,,1,BAO_0000219,F,9606.0,N,Expert,14253,Growth inhibition of human non-small-lung carcinoma (A549) cell line,,,,
5598,Homo sapiens,80682,CHEMBL621440,,1,BAO_0000219,F,9606.0,N,Intermediate,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,,,,
5599,Canis lupus familiaris,50588,CHEMBL621441,,1,BAO_0000218,A,9615.0,N,Intermediate,3043,Oral bioavailability in dog (conscious),In vivo,,,
5600,Canis lupus familiaris,50588,CHEMBL621442,,1,BAO_0000218,A,9615.0,N,Intermediate,3045,Compound was evaluated for the oral bioavailability after oral administration in dog.,In vivo,,,
5601,Canis lupus familiaris,50588,CHEMBL621443,,1,BAO_0000218,A,9615.0,N,Intermediate,3022,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,In vivo,,,
5602,Canis lupus familiaris,50588,CHEMBL621444,,1,BAO_0000218,A,9615.0,N,Intermediate,4453,Oral bioavailability in dog,In vivo,,,
5603,Canis lupus familiaris,50588,CHEMBL625133,,1,BAO_0000218,A,9615.0,N,Intermediate,1696,Oral bioavailability in dog,In vivo,,,
5604,Canis lupus familiaris,50588,CHEMBL625134,,1,BAO_0000218,A,9615.0,N,Intermediate,5045,Oral bioavailability in dog,In vivo,,,
5605,Canis lupus familiaris,50588,CHEMBL625135,,1,BAO_0000218,A,9615.0,N,Intermediate,5356,Oral bioavailability in dog (fasted),In vivo,,,
5606,Canis lupus familiaris,50588,CHEMBL625136,,1,BAO_0000218,A,9615.0,N,Intermediate,17764,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,In vivo,,,
5607,Canis lupus familiaris,50588,CHEMBL625137,,1,BAO_0000218,A,9615.0,N,Intermediate,6448,Oral bioavailability in dog,In vivo,,,
5608,Canis lupus familiaris,50588,CHEMBL625138,,1,BAO_0000218,A,9615.0,N,Intermediate,1475,Oral bioavailability in dog,In vivo,,,
5609,Canis lupus familiaris,50588,CHEMBL625139,,1,BAO_0000218,A,9615.0,N,Intermediate,3788,Percent bioavailability in dog,In vivo,,,
5610,Canis lupus familiaris,50588,CHEMBL872264,,1,BAO_0000218,A,9615.0,N,Intermediate,3639,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,In vivo,,,
5611,Canis lupus familiaris,50588,CHEMBL625140,,1,BAO_0000218,A,9615.0,N,Intermediate,13397,Oral bioavailability in dog,In vivo,,,
5612,Canis lupus familiaris,50588,CHEMBL624436,,1,BAO_0000218,A,9615.0,N,Intermediate,2137,The compound was evaluated for bioavailability in dogs; 34-44,In vivo,,,
5613,Canis lupus familiaris,50588,CHEMBL624437,,1,BAO_0000218,A,9615.0,N,Intermediate,2959,Bioavailability in dog (dose 4 mg/kg p.o.),In vivo,,,
5614,Canis lupus familiaris,50588,CHEMBL872261,,1,BAO_0000218,A,9615.0,N,Intermediate,6448,Oral bioavailability in dog,In vivo,,,
5615,Canis lupus familiaris,50588,CHEMBL624438,,1,BAO_0000218,A,9615.0,N,Intermediate,6084,8 hour trough Blood level in dog was measured after administration of compound,,,,
5616,Canis lupus familiaris,50588,CHEMBL624439,,1,BAO_0000218,A,9615.0,N,Intermediate,3639,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,In vivo,,,Plasma
5617,Canis lupus familiaris,50588,CHEMBL624440,,1,BAO_0000218,A,9615.0,N,Intermediate,6316,C24 after oral administration at 5 mg/kg,,,,
5618,Canis lupus familiaris,50588,CHEMBL624441,,1,BAO_0000218,A,9615.0,N,Intermediate,5238,Clearance after oral and iv dosing in dogs,,,,
5619,Canis lupus familiaris,50588,CHEMBL624442,,1,BAO_0000218,A,9615.0,N,Intermediate,17796,Clearance of the drug was measured in the plasma of dog,,,,Plasma
5620,Canis lupus familiaris,50588,CHEMBL624443,,1,BAO_0000218,A,9615.0,N,Intermediate,2652,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,,,,
5621,Canis lupus familiaris,50588,CHEMBL624444,,1,BAO_0000218,A,9615.0,N,Intermediate,5654,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,In vivo,,,
5622,Canis lupus familiaris,50588,CHEMBL624445,,1,BAO_0000218,A,9615.0,N,Intermediate,6621,Clearance of compound was determined in dogs,In vivo,,,
5623,Canis lupus familiaris,50588,CHEMBL624446,,1,BAO_0000218,A,9615.0,N,Intermediate,6505,Clearance on i.v. administration of 2 mg/kg was measured in dog,In vivo,,,
5624,Canis lupus familiaris,50588,CHEMBL624447,,1,BAO_0000218,A,9615.0,N,Intermediate,5802,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,In vivo,,,
5625,Canis lupus familiaris,50588,CHEMBL624448,,1,BAO_0000218,A,9615.0,N,Intermediate,17267,Plasma clearance in dog was determined,In vivo,,,
5626,Canis lupus familiaris,50588,CHEMBL624449,,1,BAO_0000218,A,9615.0,N,Intermediate,4521,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,In vivo,,,
5627,Canis lupus familiaris,50588,CHEMBL624450,,1,BAO_0000218,A,9615.0,N,Intermediate,6535,Plasma clearance in dog after administration of 0.25 mg/kg iv,In vivo,,,
5628,Canis lupus familiaris,50588,CHEMBL875942,,1,BAO_0000218,A,9615.0,N,Intermediate,6535,Plasma clearance in dog after administration of 1 mg/kg iv,In vivo,,,
5629,Canis lupus familiaris,50588,CHEMBL624451,,1,BAO_0000218,A,9615.0,N,Intermediate,6535,Plasma clearance in dogs,In vivo,,,
5630,Canis lupus familiaris,50588,CHEMBL624452,,1,BAO_0000218,A,9615.0,N,Intermediate,5542,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,In vivo,,,
5631,Canis lupus familiaris,50588,CHEMBL624453,,1,BAO_0000218,A,9615.0,N,Intermediate,5199,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,In vivo,,,
5632,Canis lupus familiaris,50588,CHEMBL624454,,1,BAO_0000218,A,9615.0,N,Intermediate,16907,Plasma clearance after 15 mg/kg iv dose in Dogs,In vivo,,,
5633,Canis lupus familiaris,50588,CHEMBL624455,,1,BAO_0000218,A,9615.0,N,Intermediate,16907,Plasma clearance after 30 mg/kg po dose in Dogs,In vivo,,,
5634,Canis lupus familiaris,50588,CHEMBL624456,,1,BAO_0000218,A,9615.0,N,Intermediate,16367,Plasma administration to dogs,In vivo,,,
5635,Canis lupus familiaris,50588,CHEMBL624457,,1,BAO_0000218,A,9615.0,N,Intermediate,5505,Plasma clearance was determined,In vivo,,,
5636,Canis lupus familiaris,50588,CHEMBL624458,,1,BAO_0000218,A,9615.0,N,Intermediate,6215,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,In vivo,,,
5637,Canis lupus familiaris,50588,CHEMBL624459,,1,BAO_0000218,A,9615.0,N,Intermediate,1466,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo,,,
5638,Homo sapiens,102164,CHEMBL624460,,1,BAO_0000251,A,9606.0,S,Intermediate,5007,Intrinsic clearance in human liver microsomes,In vitro,,,Liver
5639,Homo sapiens,102164,CHEMBL624461,,1,BAO_0000251,A,9606.0,S,Intermediate,5007,Intrinsic clearance in human liver microsomes,In vitro,,,Liver
5640,Canis lupus familiaris,50588,CHEMBL875943,,1,BAO_0000218,A,9615.0,N,Intermediate,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,In vivo,,,
5641,Canis lupus familiaris,50588,CHEMBL624462,,1,BAO_0000218,A,9615.0,N,Intermediate,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,In vivo,,,
5642,Canis lupus familiaris,50588,CHEMBL624463,,1,BAO_0000218,A,9615.0,N,Intermediate,16452,Clearance in dog (dose 1 mg/kg i.v.),In vivo,,,
5643,Canis lupus familiaris,50588,CHEMBL624464,,1,BAO_0000218,A,9615.0,N,Intermediate,6221,Plasma clearance after oral administration (2.5 mg/kg) in dog was determined,In vivo,,,
5644,Canis lupus familiaris,50588,CHEMBL624465,,1,BAO_0000218,A,9615.0,N,Intermediate,5007,Plasma clearance in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),In vivo,,,
5645,Canis lupus familiaris,50588,CHEMBL624466,,1,BAO_0000218,A,9615.0,N,Intermediate,5668,Plasma clearance after peroral administration at 10 mpk in dog,In vivo,,,
5646,Canis lupus familiaris,50588,CHEMBL624467,,1,BAO_0000218,A,9615.0,N,Intermediate,5668,Plasma clearance after peroral administration at 5 mpk in dog,In vivo,,,
5647,Canis lupus familiaris,50588,CHEMBL624468,,1,BAO_0000218,A,9615.0,N,Intermediate,5668,Plasma clearance after peroral administration at 5 mg/kg in dog,In vivo,,,
5648,Canis lupus familiaris,50588,CHEMBL624469,,1,BAO_0000218,A,9615.0,N,Intermediate,15660,Plasma clearance was measured in dog,In vivo,,,
5649,Canis lupus familiaris,50588,CHEMBL624470,,1,BAO_0000218,A,9615.0,N,Intermediate,15660,Plasma clearance was measured in dog,In vivo,,,
5650,Canis lupus familiaris,50588,CHEMBL624471,,1,BAO_0000218,A,9615.0,N,Intermediate,5983,Pharmacokinetic property (CLtot) was measured in dog at the dose of 0.032 mg/kg i.v.,In vivo,,,
5651,Canis lupus familiaris,50588,CHEMBL624472,,1,BAO_0000218,A,9615.0,N,Intermediate,5600,Total clearance was determined after 0.1 mg/kg iv administration in dog,In vivo,,,
5652,Canis lupus familiaris,50588,CHEMBL622775,,1,BAO_0000218,A,9615.0,N,Intermediate,17764,Clearance of compound after intravenous administration in dogs at 1.2 uM/kg,In vivo,,,
5653,Canis lupus familiaris,50588,CHEMBL622776,,1,BAO_0000218,A,9615.0,N,Intermediate,6039,Clearance after intravenous administration of 0.5 mg/kg in dog was determined,In vivo,,,
5654,Canis lupus familiaris,50588,CHEMBL622777,,1,BAO_0000218,A,9615.0,N,Intermediate,6039,Clearance after intravenous administration of 1.0 mg/kg in dog was determined,In vivo,,,
5655,Canis lupus familiaris,50588,CHEMBL622778,,1,BAO_0000218,A,9615.0,N,Intermediate,6039,Clearance after peroral administration of 0.2 mg/kg in dog was determined,In vivo,,,
5656,Canis lupus familiaris,50588,CHEMBL622779,,1,BAO_0000218,A,9615.0,N,Intermediate,4368,Clearance by intravenous administration of 1.2 mg/kg in dog,In vivo,,,
5657,Canis lupus familiaris,50588,CHEMBL622780,,1,BAO_0000218,A,9615.0,N,Intermediate,4305,Clearance by iv administration in dogs at a dose of 1 mg/kg,In vivo,,,
5658,Canis lupus familiaris,50588,CHEMBL622781,,1,BAO_0000218,A,9615.0,N,Intermediate,1918,Clearance value was evaluated in dog plasma,In vivo,,,Plasma
5659,Canis lupus familiaris,50588,CHEMBL622782,,1,BAO_0000218,A,9615.0,N,Intermediate,6005,Clearance was evaluated after i.v. administration in dog at a dose of 1 mg/kg,In vivo,,,
5660,Canis lupus familiaris,50588,CHEMBL622783,,1,BAO_0000218,A,9615.0,N,Intermediate,4839,Compound was tested for plasma clearance in dog,In vivo,,,Plasma
5661,Canis lupus familiaris,50588,CHEMBL622784,,1,BAO_0000218,A,9615.0,N,Intermediate,4239,Pharmacokinetic property (Plasma clearance) was measured in dog,In vivo,,,
5662,Mus musculus,50594,CHEMBL622785,,1,BAO_0000218,A,10090.0,N,Intermediate,17729,Area under curve when injected perorally in mice at a dose of 50 mg/kg,,,,
5663,Mus musculus,50594,CHEMBL622786,,1,BAO_0000218,A,10090.0,N,Intermediate,17728,Area under curve when injected perorally in BALB/C mice at a dose of 50 mg/kg,,,,
5664,Mus musculus,50594,CHEMBL622787,,1,BAO_0000218,A,10090.0,N,Intermediate,5302,Area under curve value in mouse at a dose of 10 mg/kg,,,,
5665,Mus musculus,50594,CHEMBL875949,,1,BAO_0000218,A,10090.0,N,Intermediate,5506,Area under curve was determined at a dose of 100 mg/kg (i.p.) in Mice,,,,
5666,Mus musculus,50594,CHEMBL622788,,1,BAO_0000218,A,10090.0,N,Intermediate,5506,Area under curve was determined at a dose of 200 mg/kg (i.p.) in Mice,,,,
5667,Mus musculus,50594,CHEMBL622789,,1,BAO_0000218,F,10090.0,N,Intermediate,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 18 uM/kg,,,,
5668,Mus musculus,50594,CHEMBL622790,,1,BAO_0000218,F,10090.0,N,Intermediate,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 23 uM/kg,,,,
5669,Mus musculus,50594,CHEMBL622791,,1,BAO_0000218,F,10090.0,N,Intermediate,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 25 uM/kg,,,,
5670,Mus musculus,50594,CHEMBL622792,,1,BAO_0000218,F,10090.0,N,Intermediate,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 26 uM/kg,,,,
5671,Mus musculus,50594,CHEMBL622793,,1,BAO_0000218,A,10090.0,N,Intermediate,17764,Area under curve was determined for compound after intravenous administration in mice at 24 uM/kg,,,,
5672,Mus musculus,50594,CHEMBL622794,,1,BAO_0000218,A,10090.0,N,Intermediate,17753,Area under curve was determined for the compound at 24 mg/Kg,,,,
5673,Mus musculus,50594,CHEMBL622795,,1,BAO_0000218,A,10090.0,N,Intermediate,17753,Area under curve was determined for the compound at 40 mg/Kg,,,,
5674,Mus musculus,50594,CHEMBL621803,,1,BAO_0000218,A,10090.0,N,Intermediate,17753,Area under curve was determined for the compound at 5 mg/Kg,,,,
5675,Mus musculus,50594,CHEMBL621804,,1,BAO_0000218,A,10090.0,N,Intermediate,3132,Area under the curve for the compound is obtained at dose 25 mg/kg,,,,
5676,Mus musculus,50594,CHEMBL621805,,1,BAO_0000218,A,10090.0,N,Intermediate,3132,Area under the curve for the compound was obtained when tested in mouse,,,,
5677,Mus musculus,50594,CHEMBL621806,,1,BAO_0000218,A,10090.0,N,Intermediate,17837,Area under the curve of compound in mouse blood following i.v. administration of 10 mg/kg,,,,
5678,Mus musculus,50594,CHEMBL621807,,1,BAO_0000218,A,10090.0,N,Intermediate,17837,Area under the curve of compound in mouse blood following p.o. administration of 30 mg/kg,,,,
5679,Mus musculus,50594,CHEMBL621808,,1,BAO_0000218,A,10090.0,N,Intermediate,6062,Area under the curve was measured in mouse after an iv dose of 1 mg/kg,,,,
5680,Mus musculus,50594,CHEMBL621809,,1,BAO_0000218,A,10090.0,N,Intermediate,4066,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice,,,,
5681,Mus musculus,50594,CHEMBL621810,,1,BAO_0000218,A,10090.0,N,Intermediate,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),,,,
5682,Mus musculus,50594,CHEMBL875164,,1,BAO_0000218,A,10090.0,N,Intermediate,14239,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,,,,
5683,Mus musculus,50594,CHEMBL621811,,1,BAO_0000218,A,10090.0,N,Intermediate,14239,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,,,,
5684,Mus musculus,50594,CHEMBL621812,,1,BAO_0000218,A,10090.0,N,Intermediate,4890,"Compound was evaluated for the pharmacokinetic parameter, area under curve",,,,
5685,Mus musculus,50594,CHEMBL621813,,1,BAO_0000218,A,10090.0,N,Intermediate,429,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr ),,,,
5686,Mus musculus,50594,CHEMBL621814,,1,BAO_0000218,A,10090.0,N,Intermediate,429,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr),,,,
5687,Mus musculus,50594,CHEMBL621815,,1,BAO_0000218,A,10090.0,N,Intermediate,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 100 mg/kg,,,,
5688,Mus musculus,50594,CHEMBL621816,,1,BAO_0000218,A,10090.0,N,Intermediate,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg,,,,
5689,Mus musculus,50594,CHEMBL621817,,1,BAO_0000218,A,10090.0,N,Intermediate,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,,,,
5690,Mus musculus,50594,CHEMBL621818,,1,BAO_0000218,A,10090.0,N,Intermediate,6091,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse,,,,
5691,Mus musculus,50594,CHEMBL621819,,1,BAO_0000218,A,10090.0,N,Intermediate,6091,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse;ND=Not determined,,,,
5692,Mus musculus,50594,CHEMBL621820,,1,BAO_0000218,A,10090.0,N,Intermediate,6091,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice,,,,
5693,Mus musculus,50594,CHEMBL621821,,1,BAO_0000218,A,10090.0,N,Intermediate,6091,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice;ND=Not determined,,,,
5694,Mus musculus,50594,CHEMBL621822,,1,BAO_0000218,A,10090.0,N,Intermediate,6178,Pharmacokinetic property (AUC) was determined after ip administration of 32 mg/kg in mice,,,,
5695,Mus musculus,50594,CHEMBL619474,,1,BAO_0000218,A,10090.0,N,Intermediate,6178,Pharmacokinetic property (AUC) was determined after po administration of 32 mg/kg in mice,,,,
5696,Mus musculus,50594,CHEMBL619475,,1,BAO_0000218,A,10090.0,N,Intermediate,6619,"Reduction in area under curve was determined in DIO mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",,,,
5697,Mus musculus,50594,CHEMBL619476,,1,BAO_0000218,A,10090.0,N,Intermediate,6619,"Reduction in area under curve was determined in ob/ob mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",,,,
5698,Mus musculus,50594,CHEMBL619477,,1,BAO_0000218,A,10090.0,N,Intermediate,3760,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered intravenously in mice",,,,
5699,Mus musculus,50594,CHEMBL619478,,1,BAO_0000218,A,10090.0,N,Intermediate,3760,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered perorally in mice",,,,
5700,Mus musculus,50594,CHEMBL619479,,1,BAO_0000218,A,10090.0,N,Intermediate,3760,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered intravenously in mice",,,,
5701,Mus musculus,50594,CHEMBL619480,,1,BAO_0000218,A,10090.0,N,Intermediate,3760,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered perorally in mice",,,,
5702,Mus musculus,50594,CHEMBL619481,,1,BAO_0000218,A,10090.0,N,Intermediate,3192,The area under curve in vivo in mouse blood level after oral administration at dose 50 mk/kg e-1,,,,
5703,Mus musculus,50594,CHEMBL619482,,1,BAO_0000218,A,10090.0,N,Intermediate,3192,The area under curve in vivo in mouse blood level after subcutaneous administration at dose 50 mk/kg e-1,,,,
5704,Mus musculus,50594,CHEMBL619483,,1,BAO_0000218,A,10090.0,N,Intermediate,2675,Area under the curve was evaluated in mice after intravenous administration,,,,
5705,Mus musculus,50594,CHEMBL619484,,1,BAO_0000218,A,10090.0,N,Intermediate,2675,Area under the curve was evaluated in mice after oral administration,,,,
5706,Mus musculus,50594,CHEMBL619485,,1,BAO_0000218,A,10090.0,N,Intermediate,16597,AUC total value at a dose of 10 mg/kg intravenous administration in mice.,,,,Plasma
5707,Mus musculus,50594,CHEMBL619486,,1,BAO_0000218,A,10090.0,N,Intermediate,16597,AUC total value at a dose of 10 mg/kg peroral administration in mice.,,,,Plasma
