assay_id,assay_organism,tid,tissue_id,assay_category,src_id,assay_test_type,src_assay_id,curated_by,doc_id,description,assay_subcellular_fraction,relationship_type,assay_cell_type,assay_type,assay_strain,assay_tax_id,assay_tissue,confidence_score
6956,,12675,,,1,,,Autocuration,14837,Number of binding sites (n) of isolated serum protein AAG,,H,,F,,,,8
6957,,22222,,,1,,,Intermediate,16037,Association constant for binding to AATT duplex,,M,,B,,,,3
6958,Homo sapiens,100090,,,1,,,Expert,16597,Inhibition of ABAE human fibroblast cell proliferation,,N,ABAE,F,,9606.0,,1
6959,Mus musculus,80668,,,1,,,Intermediate,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",,N,AC755,F,,10090.0,,1
6960,Oryctolagus cuniculus,102444,,,1,,,Expert,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,,D,,F,,9986.0,,9
6961,Oryctolagus cuniculus,102444,,,1,In vivo,,Expert,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,,D,,F,,9986.0,,9
6962,,69,,,1,,,Autocuration,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,,H,,B,,,,8
6963,,69,,,1,,,Autocuration,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,,H,,B,,,,8
6964,Homo sapiens,80669,,,1,,,Intermediate,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,,N,ACH-2 cell line,F,,9606.0,,1
6965,Homo sapiens,80669,,,1,,,Intermediate,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),,N,ACH-2 cell line,F,,9606.0,,1
6966,Human immunodeficiency virus 1,22224,,,1,,,Autocuration,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,,U,T cell line,F,,11676.0,,0
6967,Human immunodeficiency virus 1,22224,,,1,,,Autocuration,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),,U,T cell line,F,,11676.0,,0
6968,Human immunodeficiency virus 1,22224,,,1,,,Autocuration,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),,U,T cell line,F,,11676.0,,0
6969,Homo sapiens,80025,,,1,,,Intermediate,11843,Inhibition of growth of renal cancer ACHN cell line,,N,ACHN,F,,9606.0,,1
6970,Homo sapiens,80025,,,1,,,Intermediate,16939,Inhibition of growth of ACHN renal cancer cell line,,N,ACHN,F,,9606.0,,1
6971,Homo sapiens,80025,,,1,,,Intermediate,4782,Inhibitory concentration required against ACHN renal cancer cell line,,N,ACHN,F,,9606.0,,1
6972,Homo sapiens,80025,,,1,,,Expert,6310,Concentration required to inhibit growth of human renal (ACHN) cell line,,N,ACHN,F,,9606.0,,1
6973,Homo sapiens,80025,,,1,,,Intermediate,6310,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,,N,ACHN,F,,9606.0,,1
6974,Homo sapiens,80025,,,1,,,Intermediate,12858,Cytotoxic activity against ACHN Renal cancer cell line,,N,ACHN,F,,9606.0,,1
6975,Homo sapiens,80025,,,1,,,Intermediate,17380,Cytotoxicity evaluation against ACHN renal cancer cells,,N,ACHN,F,,9606.0,,1
6976,Homo sapiens,80025,,,1,,,Intermediate,5858,In vitro antitumor activity against human renal ACHN cell line,,N,ACHN,F,,9606.0,,1
6977,Homo sapiens,80025,,,1,,,Intermediate,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,,N,ACHN,F,,9606.0,,1
6978,Homo sapiens,80025,,,1,,,Intermediate,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,,N,ACHN,F,,9606.0,,1
6979,Homo sapiens,80025,,,1,,,Intermediate,5406,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",,N,ACHN,F,,9606.0,,1
6980,Homo sapiens,80025,,,1,,,Intermediate,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,,N,ACHN,F,,9606.0,,1
6981,Homo sapiens,80025,,,1,,,Expert,4071,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,,N,ACHN,F,,9606.0,,1
6982,Homo sapiens,80025,,,1,,,Intermediate,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,,N,ACHN,F,,9606.0,,1
6983,Homo sapiens,80025,,,1,,,Intermediate,15002,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,,N,ACHN,F,,9606.0,,1
6984,Homo sapiens,80025,,,1,,,Intermediate,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,N,ACHN,F,,9606.0,,1
6985,Homo sapiens,80025,,,1,,,Intermediate,13958,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",,N,ACHN,F,,9606.0,,1
6986,Homo sapiens,80025,,,1,,,Intermediate,1665,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,,N,ACHN,F,,9606.0,,1
6987,Homo sapiens,80025,,,1,,,Intermediate,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line,,N,ACHN,F,,9606.0,,1
6988,Homo sapiens,80025,,,1,,,Intermediate,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,,N,ACHN,F,,9606.0,,1
6989,Homo sapiens,80025,,,1,,,Intermediate,13978,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,,N,ACHN,F,,9606.0,,1
6990,Homo sapiens,80025,,,1,,,Intermediate,6798,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,,N,ACHN,F,,9606.0,,1
6991,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,2959,Tmax value after administration of 4 mg/Kg oral dose in dog,,N,,A,,9615.0,,1
6992,Canis lupus familiaris,50588,,,1,,,Intermediate,9932,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",,N,,A,,9615.0,,1
6993,Canis lupus familiaris,50588,,,1,,,Intermediate,5546,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,,N,,A,,9615.0,,1
6994,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16907,Volume distribution after 15 mg/kg iv dose in Dogs,,N,,A,,9615.0,,1
6995,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16907,Volume distribution after 30 mg/kg po dose in Dogs,,N,,A,,9615.0,,1
6996,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4257,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,,N,,A,,9615.0,,1
6997,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4305,Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,,N,,A,,9615.0,,1
6998,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5472,Volume of distribution was evaluated in dog,,N,,A,,9615.0,,1
6999,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6062,Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,,N,,A,,9615.0,,1
7000,Canis lupus familiaris,50588,,,1,,,Expert,3598,Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,,N,,A,,9615.0,,1
7001,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,12500,The compound was tested for volume of distribution in dog,,N,,A,,9615.0,,1
7002,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,12500,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,,N,,A,,9615.0,,1
7003,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6227,Vd (1 mg/kg) was determined in dog (in vivo),,N,,A,,9615.0,,1
7004,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6227,Vd in dog,,N,,A,,9615.0,,1
7005,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4219,Volume distribution was determined,,N,,A,,9615.0,,1
7006,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,1696,Volume of distribution in dog,,N,,A,,9615.0,,1
7007,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5542,Volume of distribution by as 4 fold increase by iv administration in dogs,,N,,A,,9615.0,,1
7008,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5199,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,,N,,A,,9615.0,,1
7009,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6348,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,N,,A,,9615.0,,1
7010,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4727,Volume distribution at the dose of 2 mg/kg in dog,,N,,A,,9615.0,,1
7011,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16367,Steady state volume of distribution was determined,,N,,A,,9615.0,,1
7012,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,2652,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,,N,,A,,9615.0,,1
7013,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,,N,,A,,9615.0,,1
7014,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,,N,,A,,9615.0,,1
7015,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16452,Bioavailability in dog (dose 1 mg/kg i.v.),,N,,A,,9615.0,,1
7016,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5334,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,N,,A,,9615.0,,1
7017,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4239,Pharmacokinetic property (vdss) was measured in dog,,N,,A,,9615.0,,1
7018,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4709,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,,N,,A,,9615.0,,1
7019,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5600,Vdss was determined after iv 0.1 mg/kg administration in dog,,N,,A,,9615.0,,1
7020,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6057,Volume displacement was calculated in dog,,N,,A,,9615.0,,1
7021,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5654,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,,N,,A,,9615.0,,1
7022,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5505,Volume distribution constant was determined,,N,,A,,9615.0,,1
7023,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4527,Volume distribution at a dose of 1 uM/kg in dog was determined,,N,,A,,9615.0,,1
7024,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,,N,,A,,9615.0,,1
7025,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,,N,,A,,9615.0,,1
7026,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,15660,Volume distribution (Vdss) was measured in dog,,N,,A,,9615.0,,1
7027,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,15660,Volume distribution (Vdss) was measured in dog,,N,,A,,9615.0,,1
7028,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6679,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,N,,A,,9615.0,,1
7029,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5145,Volume of distribution in steady state was determined in dog,,N,,A,,9615.0,,1
7030,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6821,Volume of distribution of compound was determined in dog,,N,,A,,9615.0,,1
7031,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4137,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,,N,,A,,9615.0,,1
7032,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),,N,,A,,9615.0,,1
7033,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,15660,Volume of distribution (Vdss) was measured in dog,,N,,A,,9615.0,,1
7034,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6642,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,N,,A,,9615.0,,1
7035,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6641,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,N,,A,,9615.0,,1
7036,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6642,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,N,,A,,9615.0,,1
7037,Canis lupus familiaris,50588,,,1,,,Intermediate,11659,Maximum rate of depolarization of the upstroke of the action potential,,N,,A,,9615.0,,1
7038,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6448,Steady state volume distribution in dog,,N,,A,,9615.0,,1
7039,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5474,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,,N,,A,,9615.0,,1
7040,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,1466,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,,N,,A,,9615.0,,1
7041,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6535,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,,N,,A,,9615.0,,1
7042,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6535,Volume distribution in dog after administration of 1 mg/kg iv,,N,,A,,9615.0,,1
7043,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,17764,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,,N,,A,,9615.0,,1
7044,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6215,Vss after intravenous administration (0.5 mg/kg) was determined in dog,,N,,A,,9615.0,,1
7045,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6505,Vss on i.v. administration of 2 mg/kg was measured in dog,,N,,A,,9615.0,,1
7046,Canis lupus familiaris,50588,,,1,,,Intermediate,3639,Vss was determined,,N,,A,,9615.0,,1
7047,Canis lupus familiaris,50588,,,1,,,Intermediate,3639,Vss in dog,,N,,A,,9615.0,,1
7048,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6062,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,,N,,A,,9615.0,,1
7049,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4942,Volume distribution in dogs,,N,,A,,9615.0,,1
7050,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,17796,Volume of distribution in dog,,N,,A,,9615.0,,1
7051,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4883,Tested for the oral bioavailability in dog,,N,,A,,9615.0,,1
7060,Mus musculus,50594,,,1,In vivo,,Intermediate,17837,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,,N,,A,,10090.0,,1
7061,Mus musculus,50594,,,1,In vivo,,Intermediate,17729,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,,N,,A,,10090.0,,1
7062,Mus musculus,50594,,,1,In vivo,,Intermediate,17729,Bioavailability after peroral administration of 50 mg/kg of dose in mice,,N,,A,,10090.0,,1
7063,Mus musculus,50594,,,1,In vivo,,Intermediate,4239,Bioavailability was measured in mouse,,N,,A,,10090.0,,1
7064,Mus musculus,50594,,,1,In vivo,,Intermediate,17592,Bioavailability in mouse,,N,,A,,10090.0,,1
7065,Mus musculus,50594,,,1,In vivo,,Intermediate,6348,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,N,,A,,10090.0,,1
7066,Mus musculus,50594,,,1,In vivo,,Intermediate,2801,Bioavailability in mouse,,N,,A,,10090.0,,1
7067,Mus musculus,50594,,,1,In vivo,,Intermediate,2801,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,,N,,A,,10090.0,,1
7068,Mus musculus,50594,,,1,In vivo,,Intermediate,17718,Oral bioavailability in mouse,,N,,A,,10090.0,,1
7069,Mus musculus,50594,,,1,In vivo,,Intermediate,5727,Oral availability at 50 mg/kg po in male mice,,N,,A,,10090.0,,1
7070,Mus musculus,50594,,,1,In vivo,,Intermediate,5302,Oral bioavailability in mouse (dose 10 mg/kg),,N,,A,,10090.0,,1
7071,Mus musculus,50594,,,1,In vivo,,Expert,3598,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,,N,,A,,10090.0,,1
7072,Mus musculus,50594,,,1,In vivo,,Intermediate,5961,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",,N,,A,,10090.0,,1
7074,Mus musculus,50594,,,1,In vivo,,Intermediate,6091,Oral bioavailability in mouse,,N,,A,,10090.0,,1
7075,Mus musculus,50594,,,1,In vivo,,Intermediate,6091,Oral bioavailability in vivo in mice;ND=Not determined,,N,,A,,10090.0,,1
7076,Mus musculus,50594,,,1,In vivo,,Intermediate,5711,Oral bioavailability in mouse at 10 mg/kg of the compound,,N,,A,,10090.0,,1
7077,Mus musculus,50594,,,1,In vivo,,Intermediate,17728,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),,N,,A,,10090.0,,1
7078,Mus musculus,50594,,,1,In vivo,,Intermediate,17728,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),,N,,A,,10090.0,,1
7079,Mus musculus,50594,,,1,In vivo,,Intermediate,3802,Tested for bioavailability of the compound,,N,,A,,10090.0,,1
7080,Mus musculus,50594,,,1,In vivo,,Intermediate,3802,Tested for half life at the dose of 10 mg/kg when administered intravenously,,N,,A,,10090.0,,1
7081,Mus musculus,50594,1969.0,,1,,,Intermediate,14029,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,,N,,A,,10090.0,Plasma,1
7082,Mus musculus,50594,1969.0,,1,,,Intermediate,14029,The plasma half life of compound was determined on heparin prepared by human plasma. ,,N,,A,,10090.0,Plasma,1
7083,Mus musculus,50594,1969.0,,1,,,Intermediate,14029,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,,N,,A,,10090.0,Plasma,1
7084,Mus musculus,50594,1969.0,,1,,,Intermediate,14029,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,,N,,A,,10090.0,Plasma,1
7085,Mus musculus,50594,1969.0,,1,,,Intermediate,14029,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,,N,,A,,10090.0,Plasma,1
7086,Mus musculus,50594,,,1,,,Intermediate,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,,N,,F,,10090.0,,1
7087,Mus musculus,50594,,,1,,,Intermediate,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,,N,,A,,10090.0,,1
7088,Mus musculus,50594,,,1,,,Intermediate,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,,N,,A,,10090.0,,1
7089,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,N,,A,,10090.0,Blood,1
7090,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,N,,A,,10090.0,Blood,1
7091,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,N,,A,,10090.0,Blood,1
7092,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,N,,A,,10090.0,Blood,1
7093,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,N,,A,,10090.0,Blood,1
7094,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,N,,A,,10090.0,Blood,1
7095,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,N,,A,,10090.0,Blood,1
7096,Mus musculus,50594,10000001.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,N,,A,,10090.0,Bone,1
7097,Mus musculus,50594,10000001.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,,N,,A,,10090.0,Bone,1
7098,Homo sapiens,81034,,,1,,,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,,N,A2780,F,,9606.0,,1
7099,Homo sapiens,81034,,,1,,,Expert,3290,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,,N,A2780,F,,9606.0,,1
7100,Homo sapiens,81034,,,1,,,Intermediate,2859,Compound was evaluated for cytotoxicity against A2780 cell line,,N,A2780,F,,9606.0,,1
7101,Homo sapiens,81034,,,1,,,Expert,15688,Inhibition of A2780 cell clonogenic assay,,N,A2780,F,,9606.0,,1
7102,Homo sapiens,81034,,,1,,,Expert,5642,Cytotoxic effect on ovarian cancer cell line (A2780),,N,A2780,F,,9606.0,,1
7103,Homo sapiens,81034,,,1,,,Intermediate,6633,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,,N,A2780,F,,9606.0,,1
7104,Homo sapiens,81034,,,1,,,Intermediate,3906,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",,N,A2780,F,,9606.0,,1
7105,Homo sapiens,81034,,,1,,,Expert,6788,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,,N,A2780,F,,9606.0,,1
7106,Homo sapiens,81034,,,1,,,Expert,17582,Antiproliferative activity against human A2780 cells,,N,A2780,F,,9606.0,,1
7107,Homo sapiens,81034,,,1,,,Expert,17764,Inhibition of human A2780 cell proliferation,,N,A2780,F,,9606.0,,1
7108,Homo sapiens,81034,,,1,,,Expert,17764,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,,N,A2780,F,,9606.0,,1
7109,Homo sapiens,81034,,,1,,,Expert,17764,Inhibition of human A2780 cell proliferation (No data),,N,A2780,F,,9606.0,,1
7110,Homo sapiens,81034,,,1,,,Intermediate,2815,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,,N,A2780,F,,9606.0,,1
7111,Homo sapiens,81034,,,1,,,Intermediate,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780,,N,A2780,F,,9606.0,,1
7112,Homo sapiens,81034,,,1,,,Expert,17777,Growth inhibition against A2780 wild-type ovarian cell lines,,N,A2780,F,,9606.0,,1
7113,Homo sapiens,81034,,,1,,,Intermediate,17777,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,,N,A2780,F,,9606.0,,1
7114,Homo sapiens,104766,,,1,,,Autocuration,16936,Inhibition of tubulin polymerization in human ovarian cancer cell lines,,D,,F,,9606.0,,5
7115,Homo sapiens,81034,,,1,,,Intermediate,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,N,A2780,F,,9606.0,,1
7116,Homo sapiens,81034,,,1,,,Intermediate,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,N,A2780,F,,9606.0,,1
7117,Homo sapiens,81034,,,1,,,Intermediate,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,N,A2780,F,,9606.0,,1
7118,Homo sapiens,81034,,,1,,,Intermediate,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,N,A2780,F,,9606.0,,1
7119,Homo sapiens,81034,,,1,,,Intermediate,15292,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,N,A2780,F,,9606.0,,1
7120,Homo sapiens,81034,,,1,,,Intermediate,15292,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,N,A2780,F,,9606.0,,1
7121,Homo sapiens,81034,,,1,,,Expert,15069,In vitro inhibition of human ovarian cell line A2780,,N,A2780,F,,9606.0,,1
7122,Homo sapiens,81034,,,1,,,Expert,15069,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",,N,A2780,F,,9606.0,,1
7123,Homo sapiens,81034,,,1,,,Intermediate,14073,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),,N,A2780,F,,9606.0,,1
7124,Homo sapiens,81034,,,1,,,Expert,14553,Concentration required to inhibit A2780-cell growth by 50%,,N,A2780,F,,9606.0,,1
7125,Homo sapiens,81034,,,1,,,Expert,13040,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,,N,A2780,F,,9606.0,,1
7126,Homo sapiens,81034,,,1,,,Expert,6891,Cytotoxic effect on human ovarian (A2780) cancer cell line,,N,A2780,F,,9606.0,,1
7127,Homo sapiens,81034,,,1,,,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,,N,A2780,F,,9606.0,,1
7128,Homo sapiens,81034,,,1,,,Expert,14190,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,,N,A2780,F,,9606.0,,1
7129,Homo sapiens,81034,,,1,,,Expert,15014,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,N,A2780,F,,9606.0,,1
7130,Homo sapiens,81034,,,1,,,Intermediate,15014,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,N,A2780,F,,9606.0,,1
7131,Homo sapiens,81034,,,1,,,Intermediate,17496,Cytotoxicity against human ovarian carcinoma A2780 cell line,,N,A2780,F,,9606.0,,1
7132,Homo sapiens,81034,,,1,,,Intermediate,13617,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",,N,A2780,F,,9606.0,,1
7133,Homo sapiens,81034,,,1,,,Intermediate,13617,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",,N,A2780,F,,9606.0,,1
7134,Homo sapiens,81034,,,1,,,Intermediate,13617,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",,N,A2780,F,,9606.0,,1
7135,Homo sapiens,81034,,,1,,,Intermediate,13617,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",,N,A2780,F,,9606.0,,1
