ss_d,cnfdnc_scr,ss_rgnsm,dscrptn,ss_tp,ss_tx_d,ss_tss,ss_sbclllr_frctn,ss_ctgr,chmbl_d,dc_d,rltnshp_tp,b_frmt,src_d,tss_d,ss_tst_tp,crtd_b,src_ss_d,cll_d,vrnt_d
738,8,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,B,,,,,CHEMBL615640,11311,H,BAO_0000219,1,,,Autocuration,,702.0,
739,8,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,B,,,,,CHEMBL615796,11311,H,BAO_0000019,1,,,Autocuration,,,
740,8,,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],B,,,,,CHEMBL615845,11311,H,BAO_0000219,1,,,Autocuration,,,
741,8,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,B,,,,,CHEMBL615846,11006,H,BAO_0000357,1,,,Autocuration,,,
742,8,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,B,,,,,CHEMBL615847,3595,H,BAO_0000219,1,,,Autocuration,,702.0,
743,8,,The compound was tested for inhibition of isolated 5-Lipoxygenase,B,,,,,CHEMBL615848,11311,H,BAO_0000357,1,,,Autocuration,,,
744,0,Rattus norvegicus,Ratio of IC50 against 5-LO and COX,B,10116.0,,,,CHEMBL615849,11481,U,BAO_0000019,1,,,Autocuration,,,
745,8,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,B,,,,,CHEMBL615850,11006,H,BAO_0000357,1,,,Autocuration,,,
746,8,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,B,,,,,CHEMBL615851,11006,H,BAO_0000357,1,,,Autocuration,,,
747,8,,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,B,,,,,CHEMBL615852,11311,H,BAO_0000219,1,,,Autocuration,,,
748,8,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,F,,,,,CHEMBL615853,11006,H,BAO_0000019,1,,,Autocuration,,,
749,8,,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,B,,Prostate gland,,,CHEMBL884527,4288,H,BAO_0000357,1,2367.0,,Autocuration,,,
750,0,Columba livia,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,B,8932.0,,,,CHEMBL872871,7587,U,BAO_0000019,1,,,Autocuration,,,
751,0,Columba livia,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,B,8932.0,,,,CHEMBL615854,7587,U,BAO_0000019,1,,,Autocuration,,,
752,0,Columba livia,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,B,8932.0,,,,CHEMBL767046,7587,U,BAO_0000019,1,,,Autocuration,,,
753,8,,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,B,,,,,CHEMBL615855,11249,H,BAO_0000357,1,,,Autocuration,,,
754,9,Rattus norvegicus,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,F,10116.0,,,,CHEMBL615856,8003,D,BAO_0000019,1,,,Expert,,,
755,9,Rattus norvegicus,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),F,10116.0,,,,CHEMBL615857,8003,D,BAO_0000019,1,,,Expert,,,
756,9,Rattus norvegicus,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),F,10116.0,,,,CHEMBL615858,8003,D,BAO_0000019,1,,,Expert,,,
757,8,,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,B,,Hippocampus,,,CHEMBL615859,12416,H,BAO_0000221,1,10000000.0,,Expert,,,
758,8,,Binding affinity towards human 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615860,16293,H,BAO_0000357,1,,,Autocuration,,,
759,0,Oryctolagus cuniculus,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,9986.0,,,,CHEMBL615861,13047,U,BAO_0000019,1,,,Autocuration,,,
760,0,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,9986.0,,,,CHEMBL615862,13047,U,BAO_0000019,1,,,Autocuration,,,
761,0,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,B,9986.0,,,,CHEMBL615863,13047,U,BAO_0000019,1,,,Autocuration,,,
762,0,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,9986.0,,,,CHEMBL615864,13047,U,BAO_0000019,1,,,Autocuration,,,
763,4,,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,B,,Hippocampus,,,CHEMBL615865,10085,H,BAO_0000221,1,10000000.0,,Autocuration,,,
764,4,,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,B,,Hippocampus,,,CHEMBL615866,10085,H,BAO_0000221,1,10000000.0,,Autocuration,,,
765,4,,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,B,,Hippocampus,,,CHEMBL615867,10085,H,BAO_0000221,1,10000000.0,,Autocuration,,,
766,4,,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,B,,,Membranes,,CHEMBL615868,9841,H,BAO_0000249,1,,,Autocuration,,,
767,5,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,B,10116.0,,,,CHEMBL615869,8822,D,BAO_0000249,1,,,Autocuration,,,
768,5,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,B,10116.0,,,,CHEMBL615870,9806,D,BAO_0000019,1,,,Autocuration,,,
769,5,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,B,10116.0,,,,CHEMBL615871,9806,D,BAO_0000019,1,,,Autocuration,,,
770,4,,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,B,,,,,CHEMBL615872,8868,H,BAO_0000224,1,,,Autocuration,,,
771,4,,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,B,,Hippocampus,,,CHEMBL833492,9036,H,BAO_0000221,1,10000000.0,,Autocuration,,,
772,4,,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,B,,Hippocampus,,,CHEMBL615873,11374,H,BAO_0000221,1,10000000.0,,Autocuration,,,
773,4,,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,B,,,,,CHEMBL615479,10881,H,BAO_0000224,1,,,Autocuration,,,
774,4,,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,B,,,,,CHEMBL615480,8822,H,BAO_0000019,1,,,Autocuration,,,
775,5,Rattus norvegicus,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,B,10116.0,,,,CHEMBL615481,9806,D,BAO_0000249,1,,,Autocuration,,,
776,4,,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,CHEMBL872869,15463,H,BAO_0000019,1,,,Autocuration,,,
777,4,,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,CHEMBL615482,15463,H,BAO_0000019,1,,,Autocuration,,,
778,4,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,B,,Brain,,,CHEMBL615483,14542,H,BAO_0000221,1,955.0,,Autocuration,,,
779,4,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,B,,Brain,,,CHEMBL615484,14542,H,BAO_0000221,1,955.0,,Autocuration,,,
780,4,,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,B,,,,,CHEMBL615485,8569,H,BAO_0000019,1,,,Autocuration,,,
781,5,Rattus norvegicus,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,B,10116.0,,,,CHEMBL615486,10062,D,BAO_0000224,1,,,Autocuration,,,
782,4,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615487,4771,H,BAO_0000224,1,,,Autocuration,,,
783,4,,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615488,10062,H,BAO_0000224,1,,,Autocuration,,,
784,4,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615489,10062,H,BAO_0000224,1,,,Autocuration,,,
785,4,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615389,10062,H,BAO_0000224,1,,,Autocuration,,,
786,4,,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,B,,,,,CHEMBL615390,15463,H,BAO_0000019,1,,,Autocuration,,,
787,4,,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,B,,,,,CHEMBL615391,15463,H,BAO_0000019,1,,,Autocuration,,,
788,4,,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,B,,,,,CHEMBL615392,9098,H,BAO_0000224,1,,,Autocuration,,,
789,0,Rattus norvegicus,Affinity for 5-hydroxytryptamine 1 receptor,B,10116.0,,,,CHEMBL615393,3070,U,BAO_0000019,1,,,Autocuration,,,
790,4,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,B,,Brain,,,CHEMBL615394,14542,H,BAO_0000221,1,955.0,,Autocuration,,,
791,4,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,B,,Brain,,,CHEMBL615395,14542,H,BAO_0000221,1,955.0,,Autocuration,,,
792,4,,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,B,,,,,CHEMBL615396,6398,H,BAO_0000224,1,,,Autocuration,,,
793,4,,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,B,,Brain,,,CHEMBL615397,1344,H,BAO_0000221,1,955.0,,Autocuration,,,
794,4,,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,CHEMBL615398,11963,H,BAO_0000019,1,,,Autocuration,,,
795,0,Rattus norvegicus,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,B,10116.0,,,,CHEMBL615399,8908,U,BAO_0000019,1,,,Autocuration,,,
796,4,,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,B,,,,,CHEMBL615400,9098,H,BAO_0000019,1,,,Autocuration,,,
797,5,Rattus norvegicus,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,B,10116.0,,,,CHEMBL615401,8841,D,BAO_0000019,1,,,Autocuration,,,
798,0,Rattus norvegicus,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,B,10116.0,,,,CHEMBL615402,8814,U,BAO_0000019,1,,,Autocuration,,,
799,4,,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,B,,,,,CHEMBL615403,11752,H,BAO_0000019,1,,,Autocuration,,,
800,4,,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,B,,Brain,,,CHEMBL615404,11642,H,BAO_0000221,1,955.0,,Autocuration,,,
801,4,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,B,,,,,CHEMBL615781,11642,H,BAO_0000019,1,,,Autocuration,,,
802,4,,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,B,,Brain,,,CHEMBL615782,9231,H,BAO_0000220,1,955.0,,Autocuration,,,
803,4,,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,B,,Brain,,,CHEMBL615783,11351,H,BAO_0000221,1,955.0,,Autocuration,,,
804,0,,Compound was tested for binding affinity against 5-HT1 receptor,B,,,,,CHEMBL873481,4639,U,BAO_0000019,1,,,Autocuration,,,
805,0,,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615784,1205,U,BAO_0000019,1,,,Autocuration,,,
806,8,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,,CHEMBL615785,10025,H,BAO_0000357,1,,,Expert,,,
807,8,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,CHEMBL615786,13241,H,BAO_0000249,1,,,Autocuration,,,
808,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,,,,,CHEMBL615787,16245,H,BAO_0000218,1,,In vivo,Autocuration,,,
809,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,,,,,CHEMBL615788,16245,H,BAO_0000218,1,,In vivo,Autocuration,,,
810,8,,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,F,,,,,CHEMBL767044,12438,H,BAO_0000019,1,,,Autocuration,,,
811,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,,,,,CHEMBL615789,16245,H,BAO_0000218,1,,In vivo,Autocuration,,,
812,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,,,,,CHEMBL615790,16245,H,BAO_0000218,1,,In vivo,Autocuration,,,
813,8,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,F,,,,,CHEMBL615813,15740,H,BAO_0000019,1,,,Autocuration,,,
814,8,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,F,,,,,CHEMBL615814,15535,H,BAO_0000219,1,,,Autocuration,,,
815,8,,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,F,,,,,CHEMBL615815,15535,H,BAO_0000219,1,,,Expert,,,
816,8,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,F,,,,,CHEMBL615816,15535,H,BAO_0000219,1,,,Autocuration,,,
817,8,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,B,,,,,CHEMBL615817,9888,H,BAO_0000249,1,,,Expert,,,
818,8,,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,B,,Hippocampus,,,CHEMBL615818,10085,H,BAO_0000221,1,10000000.0,,Autocuration,,,
819,8,,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,B,,Hippocampus,,,CHEMBL615819,10085,H,BAO_0000221,1,10000000.0,,Autocuration,,,
820,8,,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,B,,,Membranes,,CHEMBL615820,17331,H,BAO_0000249,1,,,Expert,,,
821,9,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,B,10116.0,Hippocampus,,,CHEMBL615821,10845,D,BAO_0000221,1,10000000.0,,Expert,,,
822,9,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,10116.0,Hippocampus,,,CHEMBL615822,10845,D,BAO_0000221,1,10000000.0,,Expert,,,
823,8,,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,B,,Hippocampus,,,CHEMBL615823,10845,H,BAO_0000221,1,10000000.0,,Expert,,,
824,9,Rattus norvegicus,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,B,10116.0,Hippocampus,,,CHEMBL615824,10845,D,BAO_0000221,1,10000000.0,,Expert,,,
825,9,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,10116.0,Hippocampus,,,CHEMBL615825,10845,D,BAO_0000221,1,10000000.0,,Expert,,,
826,8,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615826,13730,H,BAO_0000357,1,,,Expert,,,
827,8,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615827,13508,H,BAO_0000249,1,,,Expert,,,
828,8,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,B,,Hippocampus,,,CHEMBL615828,13508,H,BAO_0000249,1,10000000.0,,Expert,,,
829,8,,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,Hippocampus,,,CHEMBL615829,12073,H,BAO_0000221,1,10000000.0,,Expert,,,
830,8,,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,B,,Hippocampus,,,CHEMBL615830,4671,H,BAO_0000221,1,10000000.0,,Autocuration,,,
831,8,,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,B,,Hippocampus,,,CHEMBL615831,13631,H,BAO_0000221,1,10000000.0,,Expert,,,
832,8,,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615832,12438,H,BAO_0000357,1,,,Autocuration,,,
833,8,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,B,,,,,CHEMBL615833,10483,H,BAO_0000019,1,,,Autocuration,,,
834,8,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,B,,Hippocampus,,,CHEMBL615834,10483,H,BAO_0000221,1,10000000.0,,Autocuration,,,
835,8,,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,B,,,,,CHEMBL615835,12352,H,BAO_0000249,1,,,Intermediate,,,
836,8,,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,B,,Hippocampus,,,CHEMBL615836,14732,H,BAO_0000249,1,10000000.0,,Autocuration,,,
837,9,Rattus norvegicus,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,B,10116.0,,,,CHEMBL615837,11049,D,BAO_0000019,1,,,Expert,,,
838,9,Rattus norvegicus,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,B,10116.0,,,,CHEMBL615838,11049,D,BAO_0000019,1,,,Expert,,,
839,8,,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",B,,,,,CHEMBL615839,13657,H,BAO_0000249,1,,,Expert,,,
840,8,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,B,,,,,CHEMBL884525,11473,H,BAO_0000019,1,,,Autocuration,,,
841,8,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,B,,,,,CHEMBL615840,2014,H,BAO_0000249,1,,,Autocuration,,,
842,8,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,Hippocampus,,,CHEMBL615405,3086,H,BAO_0000221,1,10000000.0,,Expert,,,
843,8,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,,,CHEMBL615406,15854,H,BAO_0000019,1,,,Expert,,,
844,8,,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,B,,Hippocampus,,,CHEMBL615900,10922,H,BAO_0000221,1,10000000.0,,Expert,,,
845,8,,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,B,,Hippocampus,,,CHEMBL615901,13346,H,BAO_0000221,1,10000000.0,,Expert,,,
846,8,,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,B,,,,,CHEMBL615902,15311,H,BAO_0000357,1,,,Expert,,,
847,8,,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,B,,Hippocampus,,,CHEMBL615903,10922,H,BAO_0000221,1,10000000.0,,Autocuration,,,
848,8,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,B,,,,,CHEMBL615904,10025,H,BAO_0000357,1,,,Autocuration,,,
849,8,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,,CHEMBL615905,10025,H,BAO_0000357,1,,,Expert,,,
850,8,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,B,,,,,CHEMBL615906,9742,H,BAO_0000019,1,,,Autocuration,,,
851,8,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,F,,,,,CHEMBL615907,9742,H,BAO_0000019,1,,,Autocuration,,,
852,8,,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,CHEMBL615908,12304,H,BAO_0000019,1,,,Expert,,,
853,8,,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,B,,Hippocampus,,,CHEMBL615909,15789,H,BAO_0000221,1,10000000.0,,Autocuration,,,
854,8,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",B,,,,,CHEMBL615910,9912,H,BAO_0000019,1,,,Autocuration,,,
855,8,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",B,,,,,CHEMBL615911,9912,H,BAO_0000019,1,,,Autocuration,,,
856,8,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",B,,,,,CHEMBL615912,9912,H,BAO_0000019,1,,,Autocuration,,,
857,8,,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615913,16693,H,BAO_0000019,1,,,Expert,,,
858,8,,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,CHEMBL615914,13276,H,BAO_0000357,1,,,Expert,,,
859,8,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,B,,Hippocampus,,,CHEMBL615915,12678,H,BAO_0000221,1,10000000.0,,Autocuration,,,
860,8,,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,B,,,,,CHEMBL615916,11825,H,BAO_0000357,1,,,Autocuration,,,
861,8,,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,B,,,,,CHEMBL615917,12443,H,BAO_0000357,1,,,Expert,,,
862,8,,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615918,13830,H,BAO_0000357,1,,,Expert,,,
863,8,,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,B,,Hippocampus,,,CHEMBL615919,14286,H,BAO_0000249,1,10000000.0,,Expert,,,
864,9,Rattus norvegicus,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,10116.0,Hippocampus,,,CHEMBL615920,14356,D,BAO_0000221,1,10000000.0,,Expert,,,
865,8,,Inhibition concentration against 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615921,15306,H,BAO_0000357,1,,,Autocuration,,,
866,8,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),B,,,,,CHEMBL615922,15306,H,BAO_0000357,1,,,Expert,,,
867,9,Rattus norvegicus,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,10116.0,,,,CHEMBL881290,16616,D,BAO_0000249,1,,,Expert,,,
868,8,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",B,,Hippocampus,,,CHEMBL615923,3651,H,BAO_0000221,1,10000000.0,,Autocuration,,,
869,8,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,F,,Hippocampus,,,CHEMBL615924,14331,H,BAO_0000221,1,10000000.0,,Autocuration,,,
870,8,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,F,,Hippocampus,,,CHEMBL615925,14331,H,BAO_0000221,1,10000000.0,,Autocuration,,,
871,9,Rattus norvegicus,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,B,10116.0,,,,CHEMBL615926,14178,D,BAO_0000357,1,,,Expert,,,
