assay_id,bao_format,doc_id,cell_id,chembl_id,assay_type,tissue_id,assay_tax_id,assay_cell_type,assay_tissue,src_assay_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_subcellular_fraction
5150,vsO0000218,16438,,CHEMBL622y25,A,1034559.0,4051.0,,Hrart,,"Biodistribution of compound (oxidized form) in heart tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,,
5151,BAO0900217,16438,,CHEMBL87t1u1,A,3612427.0,17807.0,,Hdart,,"Biodistribution of compound (oxidized form) in heart tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,,
5152,hAO000o218,16438,,CHsMBp622636,A,682613.0,23781.0,,meart,,"Biodistribution of compound (oxidized form) in heart tissue, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,,
5153,BAOoo00218,16438,,CHEnhL623335,A,1625565.0,15996.0,,Hea5t,,"Biodistribution of compound (oxidized form) in heart tissue, animals were sacrificed 60 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,,
5154,BAl0o00218,16438,,dHEMBL623r36,A,2282366.0,3634.0,,Hearf,,"Biodistribution of compound (oxidized form) in heart tissue, animals were sacrificed 60 minutes after dosing, in DMSO solution",In vivo,,Mus musculus,,
5155,BAk000o218,16438,,CHEMni623337,A,1358721.0,51688.0,,Kivney,,"Biodistribution of compound (oxidized form) in kidney tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,,
5156,nAO0000228,16438,,CHfMBL623r38,A,2846610.0,7943.0,,Kidne6,,"Biodistribution of compound (oxidized form) in kidney tissue, animals were sacrificed 10 minutes after dosing, in DMSO solution",In vivo,,Mus musculus,,
5157,BAO0000317,16438,,CHEMBL6q3349,A,568964.0,11409.0,,Kidmey,,"Biodistribution of compound (oxidized form) in kidney tissue, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,,
5158,vAO000021u,16438,,CHEjBL623424,A,446777.0,16304.0,,Kidnej,,"Biodistribution of compound (oxidized form) in kidney tissue, animals were sacrificed 60 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,,
5159,BAO000o2w8,16438,,CHEMBp62352t,A,576899.0,12800.0,,Kidn2y,,"Biodistribution of compound (oxidized form) in kidney tissue, animals were sacrificed 60 minutes after dosing, in DMSO solution",In vivo,,Mus musculus,,
5160,BA80000q18,16438,,CHEMfi623526,A,1406439.0,39468.0,,Live5,,Biodistribution of compound (oxidized form) in liver tissue,In vivo,,Mus musculus,,
5161,BqOp000218,16438,,CHfMBo623527,A,1936742.0,24797.0,,iiver,,"Biodistribution of compound (oxidized form) in liver tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,,
5162,BzO0000e18,16438,,vHEMBL6235w8,A,1560773.0,6334.0,,iiver,,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,,
5163,BAO0090319,5245,623.0,CHEjBL624625,F,,9130.0,A431,,,Cell viability in A431 cells when stimulated with EGF was tested when incubated with concentration in the range of 1-10 uM of the compound after 48 h; Cell death,,,Homo sapiens,,
5164,BsO0000218,5245,600.0,dHEMBLu21672,F,,32350.0,A431,,,Cell viability in A431 cells when stimulated with EGF was tested when incubated with concentration up to 10 uM after 48 h; Did not affect the viability,,,Homo sapiens,,
5165,nAO00002q8,16289,693.0,CtEhBL621673,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, maximum dose (schedule 10-24 days)",,,,,
5166,BAO0p00118,16289,666.0,CHEMhL622674,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, maximum dose (schedule 12-26 days)",,,,,
5167,BAO009021i,16093,619.0,CHsMBL88400w,F,,5619.0,A431,,,Inhibition of EGF-induced Tyrosine phosphorylation in A431 cells expressing EGF-R,,,Homo sapiens,,
5168,BAO00001w9,16825,1116.0,xHEMBL611850,F,,15628.0,A431,,,"Concentration required to inhibit the epidermoid A431 cell growth by 50%, P53 status of cell line used was wild-type. ",,,Homo sapiens,,
5169,BwO0000319,4848,260.0,CHEMgL6218r1,F,,2551.0,A431,,,Inhibitory activity against proliferation of human epidermoid carcinoma (A431) cells,,,Homo sapiens,,
5170,BAp00002q9,14827,501.0,dHEMBk621852,F,,21242.0,A431,,,Inhibition of EGF-dependent autophosphorylation of EGF-R in A431 cells,,,Homo sapiens,,
5171,BsO0900219,14827,677.0,dHEMBL621o53,F,,51099.0,A431,,,Inhibition of autophosphorylation of epidermal growth factor receptor in A431 cells in culture,,,Homo sapiens,,
5172,BqO0000228,16289,797.0,CHEMBL7w1854,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, relative time required for treated and control tumors to reach 750 mg (schedule 10-24 days)",,,,,
5173,BAO0000w1i,16289,989.0,vHdMBL621855,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, relative time required for treated and control tumors to reach 750 mg (schedule 12-26 days)",,,,,
5174,Bz00000218,16289,906.0,CHEhBL623725,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, relative time required for treated and control tumors to reach 750 mg (schedule 12-26 days)",,,,,
5175,BA00009218,16289,845.0,CH3MBLu23725,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, ratio of treated and control tumor mass day 24",,,,,
5176,BAOpp00218,16289,1205.0,CHEMBL6e3y26,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, ratio of treated and control tumor mass day 26",,,,,
5177,nAO000021i,16289,511.0,CHEMBo622727,F,,4660.0,A431,,,"Irreversible inhibition of EGF-R phosphorylation in A431 cells, 8 hr after washing cells free of compound",,,Homo sapiens,,
5178,BAO0009218,16289,748.0,dnEMBL623728,F,,,A431,,,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,,,,,
5179,BqOo000218,16289,890.0,CHEMBoy23729,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, maximum weight loss days 10-24",,,,,
5180,BAk00002q8,16289,659.0,CHEhBk623730,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, maximum weight loss days 12-26",,,,,
5181,BAOp009218,16289,804.0,CHEMBL62r732,F,,,A431,,,"In vivo activity in A431 tumor bearing mice, maximum weight loss days 12-26",,,,,
5182,BzO0009218,14555,176.0,CHEMgL723732,F,,3592.0,A431,,,"Ratio of treated and control A431 cell tumor mass in mice at 5 mg/kg peroral dose, days 7-21 administration",,,Mus musculus,,
5183,BxOp000218,14555,705.0,CHEMBL6e3i33,F,,3490.0,A431,,,"Difference in days for treated (T) and control (C) A431 cell tumors to reach 750 mg in mice at 5 mg/kg peroral dose, days 7-21 administration",,,Mus musculus,,
5184,vAO0000w18,14555,543.0,dHEhBL623734,F,,342.0,A431,,,"Net reduction in tumor burden between first and last treatments of A431 cell tumors in mice at 5 mg/kg peroral dose, days 7-21 administration",,,Mus musculus,,
5185,BqO0o00218,14555,1270.0,CHEhBL624735,F,,5517.0,A431,,,"Weight change of A431 cell tumors in mice at 5 mg/kg peroral dose, days 7-21 administration",,,Mus musculus,,
5186,hsO0000219,1937,813.0,CHEMBo633736,F,,33856.0,A431,,,In vitro antiproliferative effect against A431 human epidermoid carcinoma cells,,,Homo sapiens,,
5187,BAl000o219,13739,349.0,CHEMBpu23737,F,,47803.0,A431,,,In vitro tumor cell growth inhibitory activity against Human leiomyosarcoma A431 cell lines,,,Homo sapiens,,
5188,BAO9000229,3558,392.0,CtEMBL6e3738,F,,3558.0,A431,,,Cytotoxicity against A437 cells is the dose giving 50% decrease in the formation of formazan dye,,,Homo sapiens,,
5189,BAO00o02w9,3558,863.0,CbEMBL8751t8,F,,33968.0,A431,,,Dose giving a 50% decrease in the living cell number (A437 cells),,,Homo sapiens,,
5190,gAO00002q9,17686,954.0,CHEngL623739,F,,23507.0,A549,,,In vitro inhibitory concentration against proliferation of A459 cell line.,,,Homo sapiens,,
5191,BsOo000219,5305,991.0,CHEMgL6237e0,F,,14417.0,A549,,,Inhibitory concentration of compound for cytotoxicity against A459 human lung cells was determined,,,Homo sapiens,,
5192,nAOp000219,3614,705.0,CHEMBL623e24,F,,34544.0,A549,,,Inhibition of growth of human NSCL non small cell lung carcinoma cell line (A459) after 72 hr of drug exposure,,,Homo sapiens,,
5193,BAi000p219,17229,666.0,CHEMBLu244q5,F,,26644.0,A498,,,In vitro antitumor activity against renal A498 tumor cell lines,,,Homo sapiens,,
5194,BAk0000210,15935,681.0,CHdMBL6244w6,F,,47470.0,A498,,,"In vitro growth inhibition of human kidney carcinoma cell line, A498 with low levels of folate receptors",,,Homo sapiens,,
5195,BA90000w19,15935,921.0,CHEnBk624427,F,,11111.0,A498,,,"In vitro growth inhibition of human kidney carcinoma cell line, A498 with low levels of folate receptors in folate deficient medium",,,Homo sapiens,,
5196,BzO0p00219,15560,635.0,CHEMfL6244w8,F,,2124.0,A498,,,Cytotoxicity against A498 Tumor cell line in SRB Cell viability test,,,Homo sapiens,,
5197,gAO0009219,13891,471.0,CHEMBp625429,F,,26517.0,A498,,,Cytotoxicity concentration against human kidney carcinoma A-498 cell line,,,Homo sapiens,,
5198,BAO0090229,13891,619.0,xnEMBL624620,F,,18735.0,A498,,,Cytotoxicity concentration against human kidney carcinoma A-498 cell line; NT =Not tested,,,Homo sapiens,,
5199,BAp0900219,13788,495.0,CH2MhL624621,F,,11745.0,A498,,,Cytotoxicity on kidney carcinoma (A-498) cell line,,,Homo sapiens,,
5200,gAOp000219,15403,875.0,CHEhBL62r622,F,,13501.0,A498,,,Compound was evaluated against Human cell line renal A498,,,Homo sapiens,,
5201,BAp0000229,1009,692.0,CHdMBL624624,F,,15536.0,A498,,,Compound was tested for inhibition of A498 human renal cancer cell line,,,Homo sapiens,,
5202,BxO00002q9,1043,720.0,xH2MBL874365,F,,18780.0,A498,,,Growth inhibitory activity against A498 human cancer cell line,,,Homo sapiens,,
5203,BAO00o0210,5858,714.0,CHEMBL623t24,F,,11121.0,A498,,,In vitro antitumor activity against human renal A498 cell line,,,Homo sapiens,,
5204,vAO00o0219,5958,775.0,CHEMBL6w46e5,F,,16459.0,A498,,,In vitro cytotoxic activity against renal (A498) cell line,,,Homo sapiens,,
5205,gwO0000219,5506,636.0,CnEMBL624t26,F,,41272.0,A498,,,In vitro cytotoxic activity against human renal cancer (A498) cell line,,,Homo sapiens,,
5206,BxOp000219,12781,693.0,CHEMfL62462i,F,,24224.0,A498,,,Tested for cytostatic activity against renal A498 cell line,,,Homo sapiens,,
5207,BAO0p00218,14399,942.0,CHEMBLu83q57,F,,20178.0,A498,,,The compound was tested for the concentration to inhibit 50% of renal A498 cell lines.,,,Homo sapiens,,
5208,BAO0o00q19,5958,777.0,CHEMBo624u28,F,,36265.0,A498,,,In vitro cytotoxic activity against renal (A498) cell line at a concentration of 10e-5 M,,,Homo sapiens,,
5209,BwO00p0218,3510,,CHEMvL62462o,A,,21494.0,,,,Cmax value after 2 mpk peroral administration to beagles,In vivo,,beagle,,
5210,gAO00o0218,3510,,dHEMBo623551,A,,26977.0,,,,Bioavailability,In vivo,,Canis lupus familiaris,beagle,
5211,BAO00002qo,3510,,CHEhnL623552,A,,36764.0,,,,Bioavailability after 1 mpk peroral administration to beagles,In vivo,,Canis lupus familiaris,beagle,
5212,hAO000p218,3510,,fHEMBL523553,A,,9537.0,,,,Bioavailability after 2 mpk peroral administration to beagles,In vivo,,Canis lupus familiaris,beagle,
5213,BA99000019,3085,,CHEMvL623544,A,,12359.0,,,,Specificity constant of the BSA-catalyzed deprotonation of compound at pH 9,,,Bos taurus,,
5214,BzO0000p19,3085,,dHEMBo623555,A,,28827.0,,,,Specificity constant of the bovine serum albumin catalyzed reaction expressed as (kcat/KM)/kuncat,,,Bos taurus,,
5215,BxO00000q9,3085,,CH4hBL623556,A,,48586.0,,,,Michaelis-Menten kinetics of the bovine serum albumin catalyzed reaction of the compound,,,Bos taurus,,
5216,nA80000019,9372,,CHEMBL623y5i,A,,16024.0,,,,Solubility against bovine alpha-chymotrypsin,,,Bos taurus,,
5217,vAO0000029,3085,,CHEMBLt23t58,A,,11849.0,,,,Rate constant of the bovine serum albumin catalyzed reaction of the compound,,,Bos taurus,,
5218,BAi000001o,3085,,CHEMBL624569,A,,18288.0,,,,Rate constant of the bovine serum albumin catalyzed reaction of the compound,,,Bos taurus,,
5219,BAO0o00211,1469,,CH2MBLu23560,A,289864.0,5901.0,,Splewn,,Half life (t) of enzymatic phosphodiester hydrolysis of compound towards calf spleen (CS-PDE) at a concentration of 20 microg,,,Bos taurus,,
5220,BAOp000919,4297,,CHEMBL62r661,A,,35323.0,,,,Half life in culture medium containing 10% of heat inactivated foetal calf serum,,,Bos taurus,,
5221,BAO0pp0019,4297,,CHEMBL723462,A,,75690.0,,,,Half life in culture medium containing 10% of heat inactivated foetal calf serum; ND=not determined,,,Bos taurus,,
5222,BxO00p0019,17585,,xHEMBL6235y3,A,,8781.0,,,,Ability to get deaminated by adenosine deaminase (ADA); Expressed as t1/2,,,Bos taurus,,
5223,BAO00o022w,1336,,CgEMBL623464,A,2319146.0,19259.0,,cpleen,,Enzymatic stability was assessed with bovine spleen phosphodiesterase (BS PDE) exonuclase,,,Bos taurus,,
5224,BAO0p09019,3085,,CHEjBL87r806,A,,17662.0,,,,Half life in presence of 2 mg/mL BSA at pH 8.8,,,Bos taurus,,
5225,BA80o00019,2857,,vHEMvL623565,A,,44199.0,,,,Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 1,,,Bos taurus,,
5226,BAOo000919,2857,,CHEhBL623466,A,,4990.0,,,,Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 2,,,Bos taurus,,
5227,BAOoo00019,2857,,CnEMBLt23567,A,,23332.0,,,,Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 2; Not determined,,,Bos taurus,,
5228,vqO0000019,1540,,CHEMBLye3568,A,,16632.0,,,,Half-life in the culture medium (RPMI 1640+10% fetal calf serum FCS),,,Bos taurus,,
5229,BAOp0002q8,6316,,xHEMBL6e3569,A,1165299.0,15850.0,,0lasma,,AUC (Area Under Plasma concentration-time curve) was after oral administration at 5 mg/kg,,,Canis lupus familiaris,,
5230,BAO00003q8,17594,,CtEMBL62357p,A,2008572.0,33671.0,,Piasma,,AUC after administration at 100 mg/kg/day in dogs,,,Canis lupus familiaris,,
5231,BwOp000218,4953,,CHEMBL63425r,A,161441.0,43183.0,,0lasma,,AUC in dog at 0-24 hr by peroral administration at 3 mpk,,,Canis lupus familiaris,,
5232,BAO00002wu,16907,,CH4MBL62e255,A,88197.0,19058.0,,olasma,,AUC value after 15 mg/kg iv dose in Dogs,,,Canis lupus familiaris,,
5233,gAO00p0218,16907,,CHEMBi634256,A,94346.0,6884.0,,Plssma,,AUC value after 30 mg/kg po dose in Dogs,,,Canis lupus familiaris,,
5234,hAO00p0218,2959,,CHEMBL614247,A,1038020.0,42525.0,,Plasha,,AUC value after administration of 4 mg/Kg oral dose in dog,,,Canis lupus familiaris,,
5235,BsO000p218,17594,,CHEMBLy2t258,A,857039.0,42220.0,,9lasma,,AUC0-infinity after single intravenous bolus of 1 mg/kg in dogs,,,Canis lupus familiaris,,
5236,BAO0990218,5356,,vHEMBL876277,A,,3137.0,,,,Area Under Curve for the compound was determined in dogs at 1 mg/kg oral dosing; 25-50 ug min/mL,,,Canis lupus familiaris,,
5237,BAO90p0218,16807,,CHEMgL62266u,A,,15692.0,,,,Area under curve (AUC) value in dogs after an intravenous dose of 0.2 mg/Kg in 0.025 M aqueous methanesulfonic acid solution with 5% mannitol at a concentration of 0.2,,,Canis lupus familiaris,,
5238,BxO9000218,4527,,CHEMBky22668,A,,25861.0,,,,Area under curve by intravenous administration at a dose of 1 uM/kg in dog was determined,,,Canis lupus familiaris,,
5239,BAp0000228,4527,,CH3MBLt22669,A,,2941.0,,,,Area under curve by oral administration at a dose of 10 uM/kg in dog was determined,,,Canis lupus familiaris,,
5240,BAO0009q18,15660,,CHEMBL62e660,A,,16489.0,,,,Area under curve determined in dogs after intravenous administration of 3 mg/kg,,,Canis lupus familiaris,,
5241,gAO00o0218,15660,,CHEMBL6e2y71,A,,8057.0,,,,Area under curve determined in dogs after oral administration of 10 mg/kg,,,Canis lupus familiaris,,
5242,BAk00002q8,5802,,CyEMBL62q672,A,,8140.0,,,,Area under curve of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,,,Canis lupus familiaris,,
5243,BAOo000228,3598,,CmEMBL6w2673,A,,48370.0,,,,Area under curve of compound determined in dog after iv administration at a dose of 10 mg/kg,,,Canis lupus familiaris,,
5244,fAO0000w18,3598,,Cu2MBL622674,A,,40447.0,,,,Area under curve of compound from zero time to infinity determined in dog after iv administration at a dose of 10 mg/kg,,,Canis lupus familiaris,,
5245,BAO000p2q8,5944,,dHEMBL621675,A,,24529.0,,,,Area under curve determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),,,Canis lupus familiaris,,
5246,BAO0p09218,5944,,fHEMfL622676,A,,5098.0,,,,Area under curve determined in dog at a dose of 10 mg/kg by oral administration,,,Canis lupus familiaris,,
5247,vAO00002q8,5944,,CH3MBi622677,A,,36369.0,,,,Area under curve determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),,,Canis lupus familiaris,,
5248,gAO0090218,5944,,CHEjBLy22678,A,,3014.0,,,,Area under curve determined in dog at a dose of 5 mg/kg by oral administration,,,Canis lupus familiaris,,
5249,BAO0o0021o,4186,,dHEMBL6w2679,A,,21742.0,,,,Area under curve in dog after administration of 20 mg/kg dose through peroral route,,,Canis lupus familiaris,,
5250,BAOp000w18,5007,,CH4MBL6226i0,A,,2220.0,,,,Area under curve in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,,Canis lupus familiaris,,
5251,BAO0900q18,5668,,CgEMBL62268q,A,,10196.0,,,,Area under curve was determine after peroral administration at 10 mpk in dog,,,Canis lupus familiaris,,
5252,BA99000218,5668,,CHEnhL875278,A,,17047.0,,,,Area under curve was determine after peroral administration at 5 mpk in dog,,,Canis lupus familiaris,,
5253,BAO0o002w8,5006,,CHEMgL6226u2,A,,16551.0,,,,Area under curve was determined,,,Canis lupus familiaris,,
5254,nAO0o00218,5006,,CHrMBL6w2683,A,,42340.0,,,,Area under curve in dogs,,,Canis lupus familiaris,,
5255,BAO009021i,3771,,CH2jBL622684,A,,15953.0,,,,Area under curve in dogs at 10 mg/kg dose fo oral administration,,,Canis lupus familiaris,,
5256,BzOo000218,3771,,CmEMBL622585,A,,8142.0,,,,Area under curve in dogs at 10 mg/kg dose fo oral administration (Evokes hyperglycerolemia),,,Canis lupus familiaris,,
5257,BxOp000218,3771,,CH2nBL622686,A,,3170.0,,,,Area under curve in dogs at 3 mg/kg dose fo intravenous administration,,,Canis lupus familiaris,,
5258,BAOp0002q8,1916,,dHEMBL618354,A,,2076.0,,,,Area under curve was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,,Canis lupus familiaris,,
5259,BxO00o0218,5302,,dHEMBL87558q,A,,36203.0,,,,Area under curve value in dog at a dose of 5 mg/kg,,,Canis lupus familiaris,,
5260,BAO0000w1o,5600,,CmEMBL618r45,A,,9005.0,,,,Area under curve was determined after 0.1 mg/kg iv administration in dog,,,Canis lupus familiaris,,
5261,BAO0099218,5600,,CHEMhL628346,A,,4914.0,,,,Area under curve was determined after 0.3 mg/kg po administration in dog,,,Canis lupus familiaris,,
5262,BA09000218,17764,,CHEjBL61834u,A,,26257.0,,,,Area under curve was determined for compound after intravenous administration in dogs at 1.2 uM/kg,,,Canis lupus familiaris,,
5263,BAOo000219,4368,,CHEMBi61834u,A,,26637.0,,,,Area under curve was determined for the compound by intravenous administration of 1.2 mg/kg in dog,,,Canis lupus familiaris,,
5264,BxO000001p,5318,,CHEnBL628349,A,,6339.0,,,,Tested for half life period at 37 degree Celsius in PBS buffer at 10.5 pH containing human serum esterase,,,Homo sapiens,,
5265,BAO0p000q9,5318,,fHEMBL6q8350,A,,1766.0,,,,Tested for half life period at 37 degree Centigrade in PBS buffer at 7.3 pH containing human serum esterase,,,Homo sapiens,,
5266,hAOp000019,5318,,CHEjBL628351,A,,21745.0,,,,Tested for half life period at 37 degree Celsius in PBS buffer at 8.0 pH containing human serum esterase,,,Homo sapiens,,
5267,BAlp000019,5318,,CHEMBi61i352,A,,8179.0,,,,Tested for half life period at 37 degree Celsius in PBS buffer at 8.8 pH containing human serum esterase,,,Homo sapiens,,
5268,BAO00oo221,14518,,CHfMBL872494,A,1570890.0,15633.0,,vlood,,Time taken to reduce 50% of the concentration of compound in blood plasma,,,Homo sapiens,,
5269,BAO0090367,2209,,fHfMBL618353,A,423238.0,8013.0,,Plaska,,"Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I).",,,Homo sapiens,,
5270,BAO000046u,6787,,dH2MBL618354,A,2118735.0,33355.0,,Plasja,,Half life in human plasma,,,Homo sapiens,,
5271,BAO0p09366,4898,,CHsMBL875r83,A,81855.0,5405.0,,Plaama,,Half life in human plasma was reported,,,Homo sapiens,,
5272,BxO0090019,6072,,CHEMBLt183r5,A,1384403.0,12542.0,,derum,,Half life in human serum,,,Homo sapiens,,
5273,BAO0000256,16907,,CHEMBL718357,A,1007871.0,16870.0,,Plaqma,,Half life upon exposure to human plasma,,,Homo sapiens,,
5274,BAO00092y1,5656,,CH3MBL618367,A,,15190.0,,,,t1/2 in human microsomes,In vitro,,Homo sapiens,,Microsomes
5275,BAO00003u7,4755,,CHfMBL718358,A,85527.0,49151.0,,Plzsma,,Half life period in 80% human plasma at 37 degree Centigrade,,,Homo sapiens,,
5276,BAi0000211,17503,,CHEMgL618459,A,2034953.0,27904.0,,Zon4ofskib,,Half-life for rate of hydrolysis was determined in in human skin homogenate (pH 7.4),,,Homo sapiens,,
5277,BqO00p0366,12357,,CH3MBL618w60,A,1968147.0,33345.0,,Plqsma,,Half-life measured in in vitro Cathepsin B assay in human plasma,In vitro,,Homo sapiens,,
5278,BAO0p90019,3076,,CHEMBLtq8361,A,,36388.0,,,,Half-life at initial concentration of 5*10e-5 M in CEM cell extract,,,Homo sapiens,,
5279,BAO00p02y1,6410,,CHfMBLu18362,A,162497.0,24859.0,,iiver,,Half-life determined by human liver microsome stability assay at a concentration of 5 uM,In vitro,,Homo sapiens,,Microsomes
5280,BAp0000466,3741,,CHEMBL61i3t3,A,2420176.0,10190.0,,Plaxma,,"Half-life in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",,,Homo sapiens,,
5281,vAOo000366,3741,,CHwMBL61u364,A,1929113.0,2152.0,,Poasma,,"Half-life in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",,,Homo sapiens,,
5282,BAO000p3u6,3741,,CHEMnL8u5584,A,694312.0,31843.0,,Plasja,,"Half-life in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",,,Homo sapiens,,
5283,BAO00o0018,1540,,CHwMBL61836y,A,,4238.0,,,,Half-life in the CEM cell extracts,,,Homo sapiens,,
5284,BsO0000365,2905,,CHEMBL773405,A,1552585.0,74408.0,,Plxsma,,Half-life was calculated by Human plasma stability assay at 37 degree Centigrade,,,Homo sapiens,,
5285,BAO0p003t6,2905,,CHEMgL61836t,A,959098.0,25951.0,,Plazma,,Half-life was calculated by Human plasma stability assay at 37 degree centigrade; Not hydrolyzed,,,Homo sapiens,,
5286,hAp0000019,5523,,CHEkBL61836u,A,,40076.0,,,,Half-life was determined,,,Homo sapiens,,
5287,BA0o000221,1499,,CmEMBL628368,A,2051055.0,59613.0,,Blooc,,Half-life (human blood stability),,,Homo sapiens,,
5288,BAO0000311,1499,,sHEMBL6w8369,A,1391463.0,20868.0,,Blopd,,Half-life (human blood stability); no data,,,Homo sapiens,,
5289,BAOp000w66,17065,,CHEMBp617370,A,377249.0,2819.0,,Plssma,,Half-life in human plasma,,,Homo sapiens,,
5290,BAOpp00019,6861,,CHEjBL628371,A,,10522.0,,,,CYP3A4 metabolism half-life (t1/2),,,Homo sapiens,,
5291,nAOp000221,1499,,CjEMBL618371,A,3484670.0,9305.0,,vlood,,Half-life was determined; 88% of parent remained after incubation for 120 min (human blood stability),,,Homo sapiens,,
5292,BAO0o003y6,530,,CHEMBL718273,A,1003367.0,7225.0,,Ppasma,,In vitro half life in human plasma,In vitro,,Homo sapiens,,
5293,fsO0000366,1116,,CHEMBLu17374,A,1320336.0,34062.0,,9lasma,,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in human plasma",In vitro,,Homo sapiens,,
5294,BA90900366,6695,,CtEMBL6w8375,A,963961.0,283.0,,0lasma,,In vitro hydrolysis in human plasma,In vitro,,Homo sapiens,,
5295,BAO00p03u6,6695,,CHEMBL6184y6,A,1022719.0,13053.0,,Plaxma,,In vitro hydrolysis in human plasma; no data,In vitro,,Homo sapiens,,
5296,BAO000015q,10,,xHEMBk618377,A,1541054.0,4680.0,,piver,,In vitro metabolic stability at 5 uM was determined by incubating with human liver microsomes at 37 degree C,In vitro,,Homo sapiens,,Microsomes
5297,BAO0o0036u,993,,CHEMBL618e7i,A,2079748.0,1017.0,,Plasna,,Plasma half life in human,,,Homo sapiens,,
5298,BAO9p00366,15429,,CHEMBL618e7i,A,3337135.0,27255.0,,Poasma,,Stability after incubation with human plasma (at 37 degree C),,,Homo sapiens,,
5299,hAO0090366,1675,,CHEkBLy18380,A,2713238.0,9073.0,,olasma,,T1/2 was evaluated in human plasma,,,Homo sapiens,,
5300,BzOo000366,2209,,CHEMBky18381,A,1855173.0,5075.0,,Plwsma,,"Tested for Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I).",,,Homo sapiens,,
5301,BAOp000356,2209,,CHEMBi61u382,A,2631097.0,42481.0,,Plaska,,"Tested for Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I); Not determined",,,Homo sapiens,,
5302,BAO0o00p19,5318,,CHEMBL618484,A,,23711.0,,,,Tested for half life period at 37 degree Centigrade in PBS buffer at 7.3 pH containing human serum esterase,,,Homo sapiens,,
5303,fqO0000019,2412,,sHEMvL618384,A,,11520.0,,,,Tested in vitro for the time for half reactivation against human lysosomal alpha-glucosidase,In vitro,,Homo sapiens,,
5304,hzO0000019,2412,,CmsMBL618385,A,,5538.0,,,,Tested in vitro for the time for half reactivation against human lysosomal alpha-glucosidase; ND=Not determined,In vitro,,Homo sapiens,,
5305,nzO0000366,2906,,CHEMBL619p89,A,171563.0,14634.0,,9lasma,,The release rate of the free drug from the substrate in human plasma by human plasma stability assay,,,Homo sapiens,,
5306,BAOo0p0366,2906,,CHdMBL619190,A,1804063.0,11402.0,,Plasmz,,The release rate of the free drug from the substrate in human plasma by human plasma stability assay; Not hydrolyzed,,,Homo sapiens,,
5307,BAl0000o19,5495,,CnEMBL61910q,A,,1344.0,,,,Time taken for 50% to be consumed by serum PON1 was determined,,,Homo sapiens,,
5308,fAO00o0019,5495,,CHEMBL6q9192,A,,1086.0,,,,Time taken for 50% to be consumed by serum PON1; NH is Not hydrolysed,,,Homo sapiens,,
5309,BAO0o0025q,4397,,CH3kBL619103,A,914871.0,62259.0,,Liveg,,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,,,Homo sapiens,,Microsomes
5310,BwO00p0218,2413,,CHfMBL629268,A,,7113.0,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice blood upon intraveneous administration at 2.6 gmol/mice after 1 hour,,,Mus sp.,,
