Fiscal year,Division ID,CountryRegion name,Climate change adaptation (marker),Desertification (marker),PBA type,Indigenous issues (marker),Organisation ID,Fund centre ID,Status,Maximum CIDA contribution (project-level),Organisation class,Sector ID,Climate change mitigation (marker),IRTC percent,Continent name,Disability issues (marker),Section ID,Enviromental sustainability (marker),CountryRegion percent,Regional program (marker),Division name,Sector name,Branch ID,CFLI (marker),Project number,Branch name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0094,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Africa,0,S5434,0,0.0112,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Africa,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Africa,0,S5434,0,0.0112,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0058,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0058,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,15113,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Anti-corruption organisations and institutions,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D5430,Asia,0,0,Not PBA,0,1001306,5280,Terminating,1150000.0,Multilateral,32210,0,0.0,Asia,0,S5434,0,0.0074,0,MED Economic Development,Mineral/mining policy and administrative management,B5100,0,M012500001,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,1150000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
