assay_id,src_assay_id,description,assay_category,bao_format,chembl_id,doc_id,assay_tax_id,curated_by,src_id,cell_id,assay_type,assay_test_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
5882,,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL623476,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Kidney,
5883,,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL623477,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Kidney,
5884,,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621896,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Intestine,
5885,,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621897,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Intestine,
5886,,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621898,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Intestine,
5887,,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621899,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Liver,
5888,,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621900,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Liver,
5889,,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621901,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Liver,
5890,,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621902,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Lung,
5891,,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL621903,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Lung,
5892,,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL622587,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Lung,
5893,,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620285,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Muscle tissue,
5894,,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL875285,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Muscle tissue,
5895,,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620286,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Muscle tissue,
5896,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620287,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,,
5897,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620288,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,,
5898,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620289,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,,
5899,,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620290,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Intestine,
5900,,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620291,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Intestine,
5901,,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620292,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Intestine,
5902,,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620293,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Spleen,
5903,,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL620294,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Spleen,
5904,,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL618614,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Spleen,
5905,,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL618615,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Stomach,
5906,,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,CHEMBL618616,7767,10090.0,Intermediate,1,,A,In vivo,Mus musculus,,Stomach,
5907,,Cytotoxicity against A-172 human tumor cell lines,,BAO_0000219,CHEMBL618617,2036,9606.0,Expert,1,622.0,F,,Homo sapiens,,,A 172
5908,,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,,BAO_0000219,CHEMBL618618,2357,9606.0,Intermediate,1,622.0,F,,Homo sapiens,,,A 172
5909,,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,,BAO_0000219,CHEMBL618619,1457,9606.0,Intermediate,1,623.0,F,,Homo sapiens,,,A204
5910,,Tested for antiproliferative activity against A-2780 tumoral cell line,,BAO_0000219,CHEMBL618620,4379,9606.0,Intermediate,1,478.0,F,,Homo sapiens,,,A2780
5911,,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,,BAO_0000219,CHEMBL618621,1093,9606.0,Intermediate,1,455.0,F,,Homo sapiens,,,A-375
5912,,Tested in vitro against A-375 cell line human melanoma,,BAO_0000219,CHEMBL618622,12152,9606.0,Intermediate,1,455.0,F,,Homo sapiens,,,A-375
5913,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,,BAO_0000219,CHEMBL618623,16464,9606.0,Expert,1,797.0,F,,Homo sapiens,,,A-427
5914,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,BAO_0000219,CHEMBL618624,16464,9606.0,Intermediate,1,797.0,F,,Homo sapiens,,,A-427
5915,,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,,BAO_0000219,CHEMBL618625,16582,9606.0,Expert,1,797.0,F,,Homo sapiens,,,A-427
5916,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,BAO_0000219,CHEMBL618626,16464,9606.0,Intermediate,1,797.0,F,,Homo sapiens,,,A-427
5917,,Antitumor activity on A-427 lung carcinoma cell lines,,BAO_0000219,CHEMBL618627,10413,9606.0,Intermediate,1,797.0,F,,Homo sapiens,,,A-427
5918,,Cytotoxic activity against human A-427 lung tumor cell line,,BAO_0000219,CHEMBL618628,6418,9606.0,Intermediate,1,797.0,F,,Homo sapiens,,,A-427
5919,,In vitro antitumor effects against human A-427 cell lines.,,BAO_0000219,CHEMBL618629,17134,9606.0,Expert,1,797.0,F,,Homo sapiens,,,A-427
5920,,In vitro inhibition of A-427 (human lung cancer) cell growth.,,BAO_0000219,CHEMBL618630,16132,9606.0,Expert,1,797.0,F,,Homo sapiens,,,A-427
5921,,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,,BAO_0000219,CHEMBL618631,16132,9606.0,Intermediate,1,797.0,F,,Homo sapiens,,,A-427
5922,,Cytotoxic activity of compound against A-427 lung human tumor cell line,,BAO_0000219,CHEMBL618632,16780,9606.0,Intermediate,1,797.0,F,,Homo sapiens,,,A-427
5923,,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,,BAO_0000219,CHEMBL618633,4085,9606.0,Expert,1,500.0,F,,Homo sapiens,,,A-431
5924,,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,,BAO_0000219,CHEMBL619315,1276,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5925,,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,,BAO_0000219,CHEMBL619316,3498,9606.0,Expert,1,624.0,F,,Homo sapiens,,,A498
5926,,Cytotoxicity against human kidney carcinoma A-498cell lines,,BAO_0000219,CHEMBL619317,1169,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5927,,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,,BAO_0000219,CHEMBL619318,4450,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5928,,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,,BAO_0000219,CHEMBL619319,3311,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5929,,Antitumor cytotoxic activity against A-498 cell line was determined,,BAO_0000219,CHEMBL619739,4461,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5930,,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,,BAO_0000219,CHEMBL619740,3311,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5931,,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,,BAO_0000219,CHEMBL883158,3311,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5932,,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,,BAO_0000219,CHEMBL884012,1457,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5933,,In vitro inhibitory activity against A-498 ovarian cancer cell lines,,BAO_0000219,CHEMBL619741,3664,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5934,,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",,BAO_0000219,CHEMBL619742,15895,9606.0,Intermediate,1,624.0,F,,Homo sapiens,,,A498
5935,,Inhibition of growth lung non-small cell carcinoma A-549 cell line,,BAO_0000219,CHEMBL876610,11843,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5936,,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,,BAO_0000219,CHEMBL619743,11843,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5937,,In vitro antiproliferative activity against human A-549 NSCL cell line,,BAO_0000219,CHEMBL619744,17705,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5938,,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,,BAO_0000219,CHEMBL619745,17705,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5939,,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,,BAO_0000219,CHEMBL619746,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5940,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,,BAO_0000219,CHEMBL619747,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5941,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,,BAO_0000219,CHEMBL619748,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5942,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,,BAO_0000219,CHEMBL619749,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5943,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,,BAO_0000219,CHEMBL619750,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5944,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,,BAO_0000219,CHEMBL624014,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5945,,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,,BAO_0000219,CHEMBL624015,4369,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5946,,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,,BAO_0000219,CHEMBL885344,4787,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5947,,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,,BAO_0000219,CHEMBL623224,4787,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5948,,Cytotoxic activity against A-549 cell line,,BAO_0000219,CHEMBL623225,6513,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5949,,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,,BAO_0000219,CHEMBL622698,6690,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5950,,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,,BAO_0000219,CHEMBL622699,6690,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5951,,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",,BAO_0000219,CHEMBL622700,12263,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5952,,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),,BAO_0000219,CHEMBL622701,1054,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5953,,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),,BAO_0000219,CHEMBL622702,1359,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5954,,Cytotoxic activity against human lung carcinoma (A-549) cell line,,BAO_0000219,CHEMBL622703,3547,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5955,,Cytotoxic activity towards A-549 cells,,BAO_0000219,CHEMBL622704,5771,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5956,,"In vitro percent inhibition of A549, lung carcinoma.",,BAO_0000219,CHEMBL622705,14425,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5957,,"In vitro percent inhibition of A549, lung carcinoma",,BAO_0000219,CHEMBL622706,14425,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5958,,"In vitro percent inhibition of A549, lung carcinoma.",,BAO_0000219,CHEMBL622707,14425,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5959,,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",,BAO_0000219,CHEMBL622708,14425,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5960,,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,,BAO_0000219,CHEMBL622709,5280,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5961,,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,,BAO_0000219,CHEMBL622710,15176,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5962,,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,,BAO_0000219,CHEMBL622711,15300,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5963,,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,CHEMBL622712,17824,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5964,,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,CHEMBL622713,17824,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5965,,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,CHEMBL622714,17824,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5966,,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,CHEMBL622715,17824,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5967,,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,CHEMBL622716,17824,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5968,,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",,BAO_0000219,CHEMBL622717,17824,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5969,,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),,BAO_0000218,CHEMBL622718,17528,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5970,,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,,BAO_0000219,CHEMBL622719,6870,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5971,,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,BAO_0000219,CHEMBL622720,6870,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5972,,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,,BAO_0000219,CHEMBL622721,6870,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5973,,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,BAO_0000219,CHEMBL622722,6870,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5974,,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,BAO_0000219,CHEMBL876030,16726,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5975,,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",,BAO_0000219,CHEMBL620206,6170,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5976,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,,BAO_0000219,CHEMBL620207,6583,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5977,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,,BAO_0000219,CHEMBL620208,6583,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5978,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,,BAO_0000219,CHEMBL620209,6583,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5979,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,,BAO_0000219,CHEMBL620210,6583,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5980,,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,,BAO_0000219,CHEMBL621639,6583,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5981,,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,,BAO_0000219,CHEMBL621640,17321,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5982,,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,BAO_0000219,CHEMBL621641,17528,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5983,,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,,BAO_0000219,CHEMBL621642,12888,9606.0,Expert,1,646.0,F,,Homo sapiens,,,A549
5984,,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,,BAO_0000219,CHEMBL621643,4312,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5985,,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,,BAO_0000219,CHEMBL621644,4312,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5986,,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,,BAO_0000219,CHEMBL621645,4312,9606.0,Intermediate,1,646.0,F,,Homo sapiens,,,A549
5987,,In vitro antiproliferative activity against A549 cell line,,BAO_0000219,CHEMBL621646,17737,10090.0,Intermediate,1,646.0,F,,Mus musculus,,,A549
5988,,Synergism with indomethacin in A549 cells,,BAO_0000219,CHEMBL621647,6630,,Intermediate,1,646.0,F,,,,,A549
5989,,Synergism with tolmetin in A549 cells,,BAO_0000219,CHEMBL621648,6630,,Intermediate,1,646.0,F,,,,,A549
5990,,Synergism with sulindac in A549 cells,,BAO_0000219,CHEMBL621649,6630,,Intermediate,1,646.0,F,,,,,A549
5991,,Antagonism of indomethacin in A549 cells,,BAO_0000219,CHEMBL621650,6630,,Intermediate,1,646.0,F,,,,,A549
5992,,Antagonism of sulindac in A549 cells,,BAO_0000219,CHEMBL621651,6630,,Intermediate,1,646.0,F,,,,,A549
5993,,Antagonism of tolmetin in A549 cells,,BAO_0000219,CHEMBL621652,6630,,Intermediate,1,646.0,F,,,,,A549
5994,,Synergism with indomethacin in A549 cells,,BAO_0000219,CHEMBL621653,6630,,Intermediate,1,646.0,F,,,,,A549
5995,,Synergism with sulindac in A549 cells,,BAO_0000219,CHEMBL621654,6630,,Intermediate,1,646.0,F,,,,,A549
5996,,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,,BAO_0000219,CHEMBL621655,6630,,Intermediate,1,646.0,F,,,,,A549
5997,,Cmax value after 30 mg/kg po dose in Dogs,,BAO_0000218,CHEMBL621656,16907,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
5998,,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),,BAO_0000218,CHEMBL621657,5944,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
5999,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,,BAO_0000218,CHEMBL621658,5944,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6000,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),,BAO_0000218,CHEMBL621659,5944,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6001,,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,,BAO_0000218,CHEMBL621660,5944,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6002,,Cmax value after administration of 4 mg/Kg oral dose in dog,,BAO_0000218,CHEMBL621661,2959,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6003,,Cmax value in dog,,BAO_0000218,CHEMBL621662,6241,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6004,,Cmax value in dogs after oral administration at 1 mg/kg,,BAO_0000218,CHEMBL621663,6241,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6005,,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,,BAO_0000218,CHEMBL621664,2652,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6006,,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,,BAO_0000218,CHEMBL621665,1806,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6007,,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,,BAO_0000218,CHEMBL621666,1806,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6008,,Concentration maxima after oral dosing in dogs,,BAO_0000218,CHEMBL621667,1021,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6009,,Concentration maxima after oral dosing in dogs; not available,,BAO_0000218,CHEMBL876738,1021,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6010,,Concentration maxima after oral dosing in dogs; not available,,BAO_0000218,CHEMBL621668,1021,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6011,,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,,BAO_0000218,CHEMBL621669,5444,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6012,,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,,BAO_0000218,CHEMBL621670,5444,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6013,,In vivo maximal concentration was calculated at 1 mg/kg in dog,,BAO_0000218,CHEMBL621671,5444,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6014,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,,BAO_0000218,CHEMBL622360,5444,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6015,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,,BAO_0000218,CHEMBL622361,5444,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6016,,Cmax in dog plasma after oral dose (1 mg/kg),,BAO_0000218,CHEMBL622362,5130,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6017,,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,,BAO_0000218,CHEMBL622363,3249,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6018,,Maximal plasma concentration at a dose of 1 mg/kg,,BAO_0000218,CHEMBL622364,5473,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6019,,Maximal plasma concentration at a dose of 1 mg/kg (oral),,BAO_0000218,CHEMBL622365,5474,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6020,,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,,BAO_0000218,CHEMBL622533,4657,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6021,,Maximum concentration of compound in dog was evaluated.,,BAO_0000218,CHEMBL622534,3031,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6022,,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,,BAO_0000218,CHEMBL622535,4527,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6023,,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,,BAO_0000218,CHEMBL876739,4186,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6024,,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,BAO_0000218,CHEMBL622536,5007,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6025,,Maximum concentration obtained in dog plasma was determined,,BAO_0000218,CHEMBL622537,3132,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,Plasma,
6026,,Maximum concentration was determined,,BAO_0000218,CHEMBL622538,5006,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6027,,Maximum concentration at the dose of 2 mg/kg in dog,,BAO_0000218,CHEMBL627867,4727,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
6028,,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,BAO_0000218,CHEMBL627868,1916,9615.0,Intermediate,1,,A,In vivo,Canis lupus familiaris,,,
