curated_by,assay_tissue,assay_id,assay_strain,src_assay_id,tid,doc_id,relationship_type,assay_category,description,assay_subcellular_fraction,bao_format,assay_type,assay_test_type,chembl_id,src_id,tissue_id,variant_id,assay_tax_id,assay_cell_type,confidence_score,cell_id,assay_organism
Intermediate,,7020.0,,,50588.0,6057.0,N,,Volume displacement was calculated in dog,,BAO_0000218,A,In vivo,CHEMBL624236,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7021.0,,,50588.0,5654.0,N,,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,,BAO_0000218,A,In vivo,CHEMBL624237,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7022.0,,,50588.0,5505.0,N,,Volume distribution constant was determined,,BAO_0000218,A,In vivo,CHEMBL624238,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7023.0,,,50588.0,4527.0,N,,Volume distribution at a dose of 1 uM/kg in dog was determined,,BAO_0000218,A,In vivo,CHEMBL624239,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7024.0,,,50588.0,4521.0,N,,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,,BAO_0000218,A,In vivo,CHEMBL875829,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7025.0,,,50588.0,4521.0,N,,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,,BAO_0000218,A,In vivo,CHEMBL624240,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7026.0,,,50588.0,15660.0,N,,Volume distribution (Vdss) was measured in dog,,BAO_0000218,A,In vivo,CHEMBL624241,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7027.0,,,50588.0,15660.0,N,,Volume distribution (Vdss) was measured in dog,,BAO_0000218,A,In vivo,CHEMBL624242,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7028.0,,,50588.0,6679.0,N,,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,BAO_0000218,A,In vivo,CHEMBL624243,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7029.0,,,50588.0,5145.0,N,,Volume of distribution in steady state was determined in dog,,BAO_0000218,A,In vivo,CHEMBL624244,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7030.0,,,50588.0,6821.0,N,,Volume of distribution of compound was determined in dog,,BAO_0000218,A,In vivo,CHEMBL624245,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7031.0,,,50588.0,4137.0,N,,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,,BAO_0000218,A,In vivo,CHEMBL624246,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7032.0,,,50588.0,5334.0,N,,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),,BAO_0000218,A,In vivo,CHEMBL624247,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7033.0,,,50588.0,15660.0,N,,Volume of distribution (Vdss) was measured in dog,,BAO_0000218,A,In vivo,CHEMBL624248,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7034.0,,,50588.0,6642.0,N,,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,BAO_0000218,A,In vivo,CHEMBL624249,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7035.0,,,50588.0,6641.0,N,,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,BAO_0000218,A,In vivo,CHEMBL624250,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7036.0,,,50588.0,6642.0,N,,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,BAO_0000218,A,In vivo,CHEMBL624251,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7037.0,,,50588.0,11659.0,N,,Maximum rate of depolarization of the upstroke of the action potential,,BAO_0000218,A,,CHEMBL624252,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7038.0,,,50588.0,6448.0,N,,Steady state volume distribution in dog,,BAO_0000218,A,In vivo,CHEMBL624253,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7039.0,,,50588.0,5474.0,N,,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,,BAO_0000218,A,In vivo,CHEMBL624950,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7040.0,,,50588.0,1466.0,N,,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,,BAO_0000218,A,In vivo,CHEMBL624951,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7041.0,,,50588.0,6535.0,N,,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,,BAO_0000218,A,In vivo,CHEMBL875830,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7042.0,,,50588.0,6535.0,N,,Volume distribution in dog after administration of 1 mg/kg iv,,BAO_0000218,A,In vivo,CHEMBL624952,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7043.0,,,50588.0,17764.0,N,,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,,BAO_0000218,A,In vivo,CHEMBL624953,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7044.0,,,50588.0,6215.0,N,,Vss after intravenous administration (0.5 mg/kg) was determined in dog,,BAO_0000218,A,In vivo,CHEMBL624954,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7045.0,,,50588.0,6505.0,N,,Vss on i.v. administration of 2 mg/kg was measured in dog,,BAO_0000218,A,In vivo,CHEMBL624955,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7046.0,,,50588.0,3639.0,N,,Vss was determined,,BAO_0000218,A,,CHEMBL624956,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7047.0,,,50588.0,3639.0,N,,Vss in dog,,BAO_0000218,A,,CHEMBL625129,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7048.0,,,50588.0,6062.0,N,,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,,BAO_0000218,A,In vivo,CHEMBL625130,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7049.0,,,50588.0,4942.0,N,,Volume distribution in dogs,,BAO_0000218,A,In vivo,CHEMBL625131,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7050.0,,,50588.0,17796.0,N,,Volume of distribution in dog,,BAO_0000218,A,In vivo,CHEMBL625132,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7051.0,,,50588.0,4883.0,N,,Tested for the oral bioavailability in dog,,BAO_0000218,A,In vivo,CHEMBL872263,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7060.0,,,50594.0,17837.0,N,,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,,BAO_0000218,A,In vivo,CHEMBL624336,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7061.0,,,50594.0,17729.0,N,,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,,BAO_0000218,A,In vivo,CHEMBL624337,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7062.0,,,50594.0,17729.0,N,,Bioavailability after peroral administration of 50 mg/kg of dose in mice,,BAO_0000218,A,In vivo,CHEMBL624338,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7063.0,,,50594.0,4239.0,N,,Bioavailability was measured in mouse,,BAO_0000218,A,In vivo,CHEMBL624339,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7064.0,,,50594.0,17592.0,N,,Bioavailability in mouse,,BAO_0000218,A,In vivo,CHEMBL624340,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7065.0,,,50594.0,6348.0,N,,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,BAO_0000218,A,In vivo,CHEMBL624341,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7066.0,,,50594.0,2801.0,N,,Bioavailability in mouse,,BAO_0000218,A,In vivo,CHEMBL624342,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7067.0,,,50594.0,2801.0,N,,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,,BAO_0000218,A,In vivo,CHEMBL624343,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7068.0,,,50594.0,17718.0,N,,Oral bioavailability in mouse,,BAO_0000218,A,In vivo,CHEMBL624344,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7069.0,,,50594.0,5727.0,N,,Oral availability at 50 mg/kg po in male mice,,BAO_0000218,A,In vivo,CHEMBL624345,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7070.0,,,50594.0,5302.0,N,,Oral bioavailability in mouse (dose 10 mg/kg),,BAO_0000218,A,In vivo,CHEMBL624346,1.0,,,10090.0,,1.0,,Mus musculus
Expert,,7071.0,,,50594.0,3598.0,N,,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,,BAO_0000218,A,In vivo,CHEMBL624347,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7072.0,,,50594.0,5961.0,N,,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",,BAO_0000218,A,In vivo,CHEMBL624348,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7074.0,,,50594.0,6091.0,N,,Oral bioavailability in mouse,,BAO_0000218,A,In vivo,CHEMBL622754,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7075.0,,,50594.0,6091.0,N,,Oral bioavailability in vivo in mice;ND=Not determined,,BAO_0000218,A,In vivo,CHEMBL622755,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7076.0,,,50594.0,5711.0,N,,Oral bioavailability in mouse at 10 mg/kg of the compound,,BAO_0000218,A,In vivo,CHEMBL622756,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7077.0,,,50594.0,17728.0,N,,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),,BAO_0000218,A,In vivo,CHEMBL622757,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7078.0,,,50594.0,17728.0,N,,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),,BAO_0000218,A,In vivo,CHEMBL622758,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7079.0,,,50594.0,3802.0,N,,Tested for bioavailability of the compound,,BAO_0000218,A,In vivo,CHEMBL622759,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7080.0,,,50594.0,3802.0,N,,Tested for half life at the dose of 10 mg/kg when administered intravenously,,BAO_0000218,A,In vivo,CHEMBL622760,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,Plasma,7081.0,,,50594.0,14029.0,N,,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,,BAO_0000218,A,,CHEMBL622761,1.0,1969.0,,10090.0,,1.0,,Mus musculus
Intermediate,Plasma,7082.0,,,50594.0,14029.0,N,,The plasma half life of compound was determined on heparin prepared by human plasma. ,,BAO_0000218,A,,CHEMBL622762,1.0,1969.0,,10090.0,,1.0,,Mus musculus
Intermediate,Plasma,7083.0,,,50594.0,14029.0,N,,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,,BAO_0000218,A,,CHEMBL622763,1.0,1969.0,,10090.0,,1.0,,Mus musculus
Intermediate,Plasma,7084.0,,,50594.0,14029.0,N,,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,,BAO_0000218,A,,CHEMBL622764,1.0,1969.0,,10090.0,,1.0,,Mus musculus
Intermediate,Plasma,7085.0,,,50594.0,14029.0,N,,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,,BAO_0000218,A,,CHEMBL622765,1.0,1969.0,,10090.0,,1.0,,Mus musculus
Intermediate,,7086.0,,,50594.0,17753.0,N,,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,,BAO_0000218,F,,CHEMBL622766,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7087.0,,,50594.0,17753.0,N,,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,,BAO_0000218,A,,CHEMBL622767,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,,7088.0,,,50594.0,17753.0,N,,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,,BAO_0000218,A,,CHEMBL622768,1.0,,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7089.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,BAO_0000218,A,In vivo,CHEMBL875948,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7090.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,BAO_0000218,A,In vivo,CHEMBL622769,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7091.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,BAO_0000218,A,In vivo,CHEMBL622770,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7092.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,BAO_0000218,A,In vivo,CHEMBL622771,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7093.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,BAO_0000218,A,In vivo,CHEMBL622772,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7094.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,BAO_0000218,A,In vivo,CHEMBL622773,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Blood,7095.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,BAO_0000218,A,In vivo,CHEMBL622774,1.0,178.0,,10090.0,,1.0,,Mus musculus
Intermediate,Bone,7096.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,BAO_0000218,A,In vivo,CHEMBL621725,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,Bone,7097.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,,BAO_0000218,A,In vivo,CHEMBL621726,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,,7098.0,,,81034.0,15608.0,N,,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,,BAO_0000219,F,,CHEMBL621727,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7099.0,,,81034.0,3290.0,N,,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,,BAO_0000219,F,,CHEMBL622413,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7100.0,,,81034.0,2859.0,N,,Compound was evaluated for cytotoxicity against A2780 cell line,,BAO_0000219,F,,CHEMBL622414,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7101.0,,,81034.0,15688.0,N,,Inhibition of A2780 cell clonogenic assay,,BAO_0000219,F,,CHEMBL622415,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7102.0,,,81034.0,5642.0,N,,Cytotoxic effect on ovarian cancer cell line (A2780),,BAO_0000219,F,,CHEMBL884001,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7103.0,,,81034.0,6633.0,N,,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,,BAO_0000219,F,,CHEMBL622416,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7104.0,,,81034.0,3906.0,N,,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",,BAO_0000219,F,,CHEMBL622417,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7105.0,,,81034.0,6788.0,N,,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,,BAO_0000219,F,,CHEMBL622590,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7106.0,,,81034.0,17582.0,N,,Antiproliferative activity against human A2780 cells,,BAO_0000219,F,,CHEMBL622591,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7107.0,,,81034.0,17764.0,N,,Inhibition of human A2780 cell proliferation,,BAO_0000219,F,,CHEMBL622592,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7108.0,,,81034.0,17764.0,N,,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,,BAO_0000219,F,,CHEMBL622593,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7109.0,,,81034.0,17764.0,N,,Inhibition of human A2780 cell proliferation (No data),,BAO_0000219,F,,CHEMBL622594,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7110.0,,,81034.0,2815.0,N,,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,,BAO_0000219,F,,CHEMBL622595,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7111.0,,,81034.0,16930.0,N,,Compound was evaluated against human Ovarian carcinoma cell line A2780,,BAO_0000219,F,,CHEMBL622596,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7112.0,,,81034.0,17777.0,N,,Growth inhibition against A2780 wild-type ovarian cell lines,,BAO_0000219,F,,CHEMBL622597,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7113.0,,,81034.0,17777.0,N,,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,,BAO_0000219,F,,CHEMBL622598,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Autocuration,,7114.0,,,104766.0,16936.0,D,,Inhibition of tubulin polymerization in human ovarian cancer cell lines,,BAO_0000019,F,,CHEMBL622599,1.0,,,9606.0,,5.0,,Homo sapiens
Intermediate,,7115.0,,,81034.0,13759.0,N,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,BAO_0000219,F,,CHEMBL622600,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7116.0,,,81034.0,13759.0,N,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,BAO_0000219,F,,CHEMBL622601,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7117.0,,,81034.0,13759.0,N,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,BAO_0000219,F,,CHEMBL622602,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7118.0,,,81034.0,13759.0,N,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,BAO_0000219,F,,CHEMBL622603,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7119.0,,,81034.0,15292.0,N,,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,BAO_0000219,F,,CHEMBL622604,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7120.0,,,81034.0,15292.0,N,,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,BAO_0000219,F,,CHEMBL622605,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7121.0,,,81034.0,15069.0,N,,In vitro inhibition of human ovarian cell line A2780,,BAO_0000219,F,,CHEMBL622606,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7122.0,,,81034.0,15069.0,N,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",,BAO_0000219,F,,CHEMBL619463,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7123.0,,,81034.0,14073.0,N,,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),,BAO_0000219,F,,CHEMBL619464,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7124.0,,,81034.0,14553.0,N,,Concentration required to inhibit A2780-cell growth by 50%,,BAO_0000219,F,,CHEMBL619465,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7125.0,,,81034.0,13040.0,N,,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,,BAO_0000219,F,,CHEMBL619466,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7126.0,,,81034.0,6891.0,N,,Cytotoxic effect on human ovarian (A2780) cancer cell line,,BAO_0000219,F,,CHEMBL619467,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7127.0,,,81034.0,15569.0,N,,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,,BAO_0000219,F,,CHEMBL619468,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7128.0,,,81034.0,14190.0,N,,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,,BAO_0000219,F,,CHEMBL619469,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7129.0,,,81034.0,15014.0,N,,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,BAO_0000219,F,,CHEMBL619470,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7130.0,,,81034.0,15014.0,N,,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,BAO_0000219,F,,CHEMBL619471,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7131.0,,,81034.0,17496.0,N,,Cytotoxicity against human ovarian carcinoma A2780 cell line,,BAO_0000219,F,,CHEMBL619472,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7132.0,,,81034.0,13617.0,N,,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",,BAO_0000219,F,,CHEMBL619473,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7133.0,,,81034.0,13617.0,N,,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",,BAO_0000219,F,,CHEMBL874368,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7134.0,,,81034.0,13617.0,N,,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",,BAO_0000219,F,,CHEMBL884003,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7135.0,,,81034.0,13617.0,N,,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",,BAO_0000219,F,,CHEMBL622690,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7136.0,,,81034.0,17672.0,N,,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,,BAO_0000219,F,,CHEMBL622691,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7137.0,,,81034.0,4544.0,N,,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,BAO_0000219,F,,CHEMBL622692,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7138.0,,,81034.0,4544.0,N,,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,BAO_0000219,F,,CHEMBL623406,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7139.0,,,81034.0,16317.0,N,,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",,BAO_0000219,F,,CHEMBL884004,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7140.0,,,81034.0,15099.0,N,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,,BAO_0000219,F,,CHEMBL623407,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7141.0,,,81034.0,13978.0,N,,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,,BAO_0000219,F,,CHEMBL623408,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7142.0,,,81034.0,12989.0,N,,In vitro antitumor activity against A2780 cell line.,,BAO_0000219,F,,CHEMBL623409,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7143.0,,,81034.0,5574.0,N,,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,,BAO_0000219,F,,CHEMBL623410,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Expert,,7144.0,,,81034.0,13528.0,N,,In vitro cytotoxicity against A2780 human ovarian cancer cell line,,BAO_0000219,F,,CHEMBL623576,1.0,,,9606.0,A2780,1.0,478.0,Homo sapiens
Intermediate,,7145.0,,,80025.0,12782.0,N,,Inhibitory activity against kidney A-CHN tumor cell growth in culture,,BAO_0000219,F,,CHEMBL623577,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7146.0,,,80025.0,14255.0,N,,The IC50 value was measured on ACHN cell line in renal tumor type.,,BAO_0000219,F,,CHEMBL623578,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7147.0,,,80025.0,16364.0,N,,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,,BAO_0000219,F,,CHEMBL623579,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Expert,,7148.0,,,80025.0,17376.0,N,,In vitro lethal concentration against most sensitive ACHN cell line,,BAO_0000219,F,,CHEMBL623580,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7149.0,,,80025.0,12016.0,N,,Tested for cytotoxic activity against renal cancer ACHN cell line,,BAO_0000219,F,,CHEMBL623581,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7150.0,,,80025.0,6058.0,N,,Compound tested for growth inhibition of renal cancer cell line ACHN,,BAO_0000219,F,,CHEMBL857456,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7151.0,,,80025.0,17708.0,N,,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,,BAO_0000219,F,,CHEMBL623582,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
