assay_id,assay_organism,variant_id,assay_type,description,assay_strain,chembl_id,assay_tax_id,confidence_score,src_id,relationship_type,tid,curated_by,src_assay_id,cell_id,bao_format,tissue_id
14740,Rattus norvegicus,,A,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,CHEMBL631999,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14741,Rattus norvegicus,,A,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,CHEMBL632000,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14742,Rattus norvegicus,,A,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,CHEMBL632001,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14743,Rattus norvegicus,,A,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,CHEMBL874424,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14744,Rattus norvegicus,,A,Biodistribution in liver of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,CHEMBL632002,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14745,Rattus norvegicus,,A,Biodistribution in liver of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,CHEMBL632003,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14746,,,A,Rate acceleration expressed as ratio of Kcat to Kuncat was evaluated,,CHEMBL632004,,0,1,U,22224,Autocuration,,,BAO_0000019,
14747,,,A,Compound was tested for amidase rate in the presence of N62C fully characterised enzyme,,CHEMBL632005,,0,1,U,22224,Autocuration,,,BAO_0000019,
14748,,,A,Compound was tested for amidase rate in the presence of N62C screen enzyme,,CHEMBL632006,,0,1,U,22224,Autocuration,,,BAO_0000019,
14749,,,A,Compound was tested for amidase rate in the presence of S166C fully characterised enzyme,,CHEMBL632007,,0,1,U,22224,Autocuration,,,BAO_0000019,
14750,,,A,Compound was tested for amidase rate in the presence of S166C screen enzyme,,CHEMBL632008,,0,1,U,22224,Autocuration,,,BAO_0000019,
14751,,,A,Compound was tested for esterase rate in the presence of N62C fully characterised enzyme,,CHEMBL632009,,0,1,U,22224,Autocuration,,,BAO_0000019,
14752,,,A,Compound was tested for esterase rate in the presence of N62C screen enzyme,,CHEMBL632010,,0,1,U,22224,Autocuration,,,BAO_0000019,
14753,,,A,Compound was tested for esterase rate in the presence of S166C fully characterised enzyme,,CHEMBL857750,,0,1,U,22224,Autocuration,,,BAO_0000019,
14754,,,A,Compound was tested for esterase rate in the presence of S166C screen enzyme,,CHEMBL632011,,0,1,U,22224,Autocuration,,,BAO_0000019,
14755,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,CHEMBL632012,,0,1,U,22224,Autocuration,,,BAO_0000019,
14756,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,CHEMBL632013,,0,1,U,22224,Autocuration,,,BAO_0000019,
14757,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as Kcat/KM",,CHEMBL632014,,0,1,U,22224,Autocuration,,,BAO_0000019,
14758,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,CHEMBL629622,,0,1,U,22224,Autocuration,,,BAO_0000019,
14759,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,CHEMBL629623,,0,1,U,22224,Autocuration,,,BAO_0000019,
14760,,,A,"Rate constant at 30 degree C in phosphate buffer pH 7.1, 0.5 % acetonitrile was expressed as Kcat/KM",,CHEMBL629624,,0,1,U,22224,Autocuration,,,BAO_0000019,
14761,,,A,Ratio of Kcat to that of Km was determined,,CHEMBL629625,,0,1,U,22224,Autocuration,,,BAO_0000019,
14762,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat/Kuncat",,CHEMBL629626,,0,1,U,22224,Autocuration,,,BAO_0000019,
14763,,,A,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat/Kuncat",,CHEMBL629627,,0,1,U,22224,Autocuration,,,BAO_0000019,
14764,,,A,"Compound was evaluated for constant, Kd",,CHEMBL629628,,0,1,U,22224,Autocuration,,,BAO_0000019,
14765,,,A,Deacylation rate constant(Kd fast) was determined by proflavin displacement assay,,CHEMBL629629,,0,1,U,22224,Autocuration,,,BAO_0000019,
14766,,,A,Deacylation rate constant(Kd slow) was determined by proflavin displacement assay,,CHEMBL629630,,0,1,U,22224,Autocuration,,,BAO_0000019,
14767,,,A,Dissociation Constant of compound determined,,CHEMBL856030,,0,1,U,22224,Autocuration,,,BAO_0000019,
14768,,,B,Dissociation constant for the binding of compound to PDZ3 from PSD-95 was determined,,CHEMBL629631,,0,1,U,22224,Autocuration,,,BAO_0000019,
14769,,,B,Dissociation constant for the binding of compound to PDZ3 from PSD-95 was determined; No data,,CHEMBL629632,,0,1,U,22224,Autocuration,,,BAO_0000019,
14770,,,P,Dissociation constant of compound with Fructose was determined,,CHEMBL629633,,0,1,U,22224,Autocuration,,,BAO_0000100,
14771,,,P,Dissociation constant of compound with Fructose was determined; Not determined,,CHEMBL629634,,0,1,U,22224,Autocuration,,,BAO_0000100,
14772,,,P,Dissociation constant of compound with Lactulose was determined,,CHEMBL629635,,0,1,U,22224,Autocuration,,,BAO_0000100,
14773,,,P,Dissociation constant of compound with Lactulose was determined; Not determined,,CHEMBL629636,,0,1,U,22224,Autocuration,,,BAO_0000100,
14774,,,P,Dissociation constant of the Compound,,CHEMBL629637,,0,1,U,22224,Autocuration,,,BAO_0000100,
14775,,,P,Dissociation constant by non-linear regression analysis,,CHEMBL629638,,0,1,U,22224,Autocuration,,,BAO_0000100,
14776,,,P,Dissociation constant was determined,,CHEMBL629639,,0,1,U,22224,Autocuration,,,BAO_0000100,
14777,,,P,Dissociation constant of the compound; value ranges from 0.81-1.2 nM,,CHEMBL629640,,0,1,U,22224,Autocuration,,,BAO_0000100,
14778,,,P,Dissociation constant was determined,,CHEMBL629641,,0,1,U,22224,Autocuration,,,BAO_0000100,
14779,,,P,Dissociation constant was determined,,CHEMBL631344,,0,1,U,22224,Autocuration,,,BAO_0000100,
14780,Rattus norvegicus,,A,Equilibrium dissociation constant based on membrane concentration in rat smooth muscle,,CHEMBL631345,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14781,,,A,The dissociation constant determined by fluorescence displacement assay,,CHEMBL631346,,0,1,U,22224,Autocuration,,,BAO_0000019,
14782,,,A,kd value surface plasmon resonance (SPR) method,,CHEMBL631524,,0,1,U,22224,Autocuration,,,BAO_0000019,
14783,Rattus norvegicus,,A,Equilibrium dissociation constant based on aqueous concentration in rat smooth muscle,,CHEMBL631525,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14784,,,F,First dissociation constant of the binding of compound to V30M TTR,,CHEMBL631526,,0,1,U,22224,Autocuration,,,BAO_0000019,
14785,,,F,Second dissociation constant of the binding of compound to V30M TTR,,CHEMBL631527,,0,1,U,22224,Autocuration,,,BAO_0000019,
14786,,,A,"Compound was evaluated for equilibrium constant, Ke",,CHEMBL631528,,0,1,U,22224,Autocuration,,,BAO_0000019,
14787,,,A,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus,,CHEMBL631529,,0,1,U,22224,Autocuration,,,BAO_0000019,1898.0
14788,,,A,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus; inactive,,CHEMBL631530,,0,1,U,22224,Autocuration,,,BAO_0000019,1898.0
14789,,,A,Keff is the effective biomolecular rate constant on VX for reactivation at pH 7.8 at 25 degree Centigrade,,CHEMBL631531,,0,1,U,22224,Autocuration,,,BAO_0000019,
14790,,,A,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,CHEMBL631532,,0,1,U,22224,Autocuration,,,BAO_0000019,
14791,,,A,Keff is the effective biomolecular rate constant on sarin for reactivation at pH 7.8 at 25 degree Centigrade,,CHEMBL631533,,0,1,U,22224,Autocuration,,,BAO_0000019,
14792,Mus musculus,,A,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,CHEMBL876552,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14793,Mus musculus,,A,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,,CHEMBL631534,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14794,Mus musculus,,A,In vitro biotransformation of compound in mice brain homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,CHEMBL631535,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14795,Mus musculus,,A,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,CHEMBL631536,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14796,Mus musculus,,A,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-hypoxanthine(ara-H) analyte,,CHEMBL631537,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14797,Mus musculus,,A,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,,CHEMBL631538,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14798,Mus musculus,,A,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-H) analyte,,CHEMBL631539,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14799,Mus musculus,,A,In vitro biotransformation of compound in mice serum 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,CHEMBL631540,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14800,Rattus norvegicus,,A,Pharmacokinetic Parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,CHEMBL625637,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14801,Rattus norvegicus,,A,Pharmacokinetic parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,CHEMBL625638,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14802,Rattus norvegicus,,A,"The Kel value in female wistar rat at 100 mg/kg, p.o. dose",,CHEMBL625639,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14803,Rattus norvegicus,,A,Biodistribution in rat brain post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625640,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,955.0
14804,Rattus norvegicus,,A,Biodistribution in rat brain post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625641,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,955.0
14805,Rattus norvegicus,,A,Biodistribution in rat heart post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625642,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,948.0
14806,Rattus norvegicus,,A,Biodistribution in rat heart post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625643,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,948.0
14807,Rattus norvegicus,,A,Biodistribution in rat kidney post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625644,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
14808,Rattus norvegicus,,A,Biodistribution in rat kidney post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625645,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
14809,Rattus norvegicus,,A,Biodistribution in rat liver post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625646,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14810,Rattus norvegicus,,A,Biodistribution in rat liver post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625647,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14811,Rattus norvegicus,,A,Biodistribution in rat lung post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625648,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2048.0
14812,Rattus norvegicus,,A,Biodistribution in rat lung post intravenous injection for 60 min of [99mTc]-TRODAT ligand expressed as percent dose per organ,,CHEMBL625649,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2048.0
14813,Rattus norvegicus,,A,Biodistribution in rat muscle post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625650,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14814,Rattus norvegicus,,A,Biodistribution in rat muscle post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625651,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14815,Rattus norvegicus,,A,Biodistribution in rat skin post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625652,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,14.0
14816,Rattus norvegicus,,A,Biodistribution in rat skin post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625653,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,14.0
14817,Rattus norvegicus,,A,Biodistribution in rat spleen post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625654,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2106.0
14818,Rattus norvegicus,,A,Biodistribution in rat spleen post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,CHEMBL625655,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2106.0
14819,Rattus norvegicus,,A,Biodistribution of Compound in rat blood after 15 minutes of administration,,CHEMBL625656,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,178.0
14820,Rattus norvegicus,,A,Biodistribution of Compound in rat blood after 2 minutes of administration,,CHEMBL625657,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,178.0
14821,Rattus norvegicus,,A,Biodistribution of Compound in rat brain after 15 minutes of administration,,CHEMBL625658,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,955.0
14822,Rattus norvegicus,,A,Biodistribution of Compound in rat brain after 2 minutes of administration,,CHEMBL625659,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,955.0
14823,Rattus norvegicus,,A,Biodistribution of Compound in rat heart after 15 minutes of administration,,CHEMBL625660,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,948.0
14824,Rattus norvegicus,,A,Biodistribution of Compound in rat heart after 2 minutes of administration,,CHEMBL625661,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,948.0
14825,Rattus norvegicus,,A,Biodistribution of Compound in rat liver after 15 minutes of administration,,CHEMBL625662,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14826,Rattus norvegicus,,A,Biodistribution of Compound in rat liver after 2 minutes of administration,,CHEMBL625663,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14827,Rattus norvegicus,,A,Biodistribution of Compound in rat lung after 15 minutes of administration,,CHEMBL875621,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2048.0
14828,Rattus norvegicus,,A,Biodistribution of Compound in rat lung after 2 minutes of administration,,CHEMBL628382,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2048.0
14829,Rattus norvegicus,,A,Biodistribution of Compound in rat muscle after 15 minutes of administration,,CHEMBL628383,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14830,Rattus norvegicus,,A,Biodistribution of Compound in rat muscle after 2 minutes of administration,,CHEMBL628384,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14831,Rattus norvegicus,,A,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 2 mins,,CHEMBL628385,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14832,Rattus norvegicus,,A,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 30 mins,,CHEMBL875753,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14833,Rattus norvegicus,,A,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 60 mins,,CHEMBL628386,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14834,Rattus norvegicus,,A,Organ distribution in rat blood 2 minutes after intravenous injection,,CHEMBL628387,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14835,Rattus norvegicus,,A,Organ distribution in rat blood 2 hr after intravenous injection,,CHEMBL628388,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14836,Rattus norvegicus,,A,Organ distribution in rat blood 30 minutes after intravenous injection,,CHEMBL628389,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14837,Rattus norvegicus,,A,Organ distribution in rat blood 30 min after intravenous injection,,CHEMBL632756,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14838,Rattus norvegicus,,A,Organ distribution in rat brain 2 minutes after intravenous injection,,CHEMBL628390,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14839,Rattus norvegicus,,A,Organ distribution in rat brain 2 hr after intravenous injection,,CHEMBL631811,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14840,Rattus norvegicus,,A,Organ distribution in rat brain 30 minutes after intravenous injection,,CHEMBL631812,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14841,Rattus norvegicus,,A,Organ distribution in rat heart 2 minutes after intravenous injection,,CHEMBL631813,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14842,Rattus norvegicus,,A,Organ distribution in rat heart 2 hr after intravenous injection,,CHEMBL631814,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14843,Rattus norvegicus,,A,Organ distribution in rat heart 30 minutes after intravenous injection,,CHEMBL631815,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14844,Rattus norvegicus,,A,Organ distribution in rat kidney 2 minutes after intravenous injection,,CHEMBL631816,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14845,Rattus norvegicus,,A,Organ distribution in rat kidney 2 hr after intravenous injection,,CHEMBL875758,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14846,Rattus norvegicus,,A,Organ distribution in rat kidney 30 minutes after intravenous injection,,CHEMBL631817,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14847,Rattus norvegicus,,A,Organ distribution in rat liver 2 minutes after intravenous injection,,CHEMBL631818,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14848,Rattus norvegicus,,A,Organ distribution in rat liver 2 hr after intravenous injection,,CHEMBL631819,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14849,Rattus norvegicus,,A,Organ distribution in rat liver 30 minutes after intravenous injection,,CHEMBL631820,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
14850,Rattus norvegicus,,A,Organ distribution in rat lung 2 minutes after intravenous injection,,CHEMBL631821,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14851,Rattus norvegicus,,A,Organ distribution in rat lung 2 hr after intravenous injection,,CHEMBL631822,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14852,Rattus norvegicus,,A,Organ distribution in rat lung 30 minutes after intravenous injection,,CHEMBL631823,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
14853,Rattus norvegicus,,A,Organ distribution in rat muscle 2 minutes after intravenous injection,,CHEMBL631824,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14854,Rattus norvegicus,,A,Organ distribution in rat muscle 2 hr after intravenous injection,,CHEMBL631825,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14855,Rattus norvegicus,,A,Organ distribution in rat muscle 30 minutes after intravenous injection,,CHEMBL631826,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2385.0
14856,Mus musculus,,A,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Blood (B),,CHEMBL631827,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14857,Mus musculus,,A,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Heart (H),,CHEMBL631828,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14858,Mus musculus,,A,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Lung (L),,CHEMBL631829,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
14859,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 3.76 uM/Kg of drug,,CHEMBL875759,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14860,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 30.20 uM/Kg of drug,,CHEMBL631830,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14861,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 302 uM/Kg of drug,,CHEMBL631831,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14862,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 31.6 uM/Kg of drug,,CHEMBL631832,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14863,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 316 uM/Kg of drug,,CHEMBL631833,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14864,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 32.4 uM/Kg of drug,,CHEMBL631834,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14865,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 324 uM/Kg of drug,,CHEMBL631835,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14866,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.0 uM/Kg of drug,,CHEMBL631836,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14867,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.1 uM/Kg of drug,,CHEMBL631837,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14868,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.8 uM/Kg of drug,,CHEMBL631838,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14869,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 341 uM/Kg of drug,,CHEMBL631839,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14870,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 348 uM/Kg of drug,,CHEMBL631840,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14871,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 37.6 uM/Kg of drug,,CHEMBL631841,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14872,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 58.4 uM/Kg of drug,,CHEMBL631842,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14873,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 65.2 uM/Kg of drug,,CHEMBL631843,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14874,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 71.6 uM/Kg of drug,,CHEMBL631844,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14875,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 71.8 uM/Kg of drug,,CHEMBL631845,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14876,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 74.8 uM/Kg of drug,,CHEMBL631846,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14877,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 77.5 uM/Kg of drug,,CHEMBL875760,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14878,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 79.4 uM/Kg of drug,,CHEMBL632199,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14879,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 80.9 uM/Kg of drug,,CHEMBL631847,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14880,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 83.8 uM/Kg of drug,,CHEMBL631848,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14881,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 84.5 uM/Kg of drug,,CHEMBL628707,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14882,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 84.7 uM/Kg of drug,,CHEMBL628708,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14883,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 86.7 uM/Kg of drug,,CHEMBL628709,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14884,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 86.9 uM/Kg of drug,,CHEMBL628710,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14885,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 9.06 uM/Kg of drug,,CHEMBL628711,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14886,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 90.6 uM/Kg of drug,,CHEMBL628712,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14887,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 94.9 uM/Kg of drug,,CHEMBL628713,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
14888,Rattus norvegicus,,A,Total electrolytic excretion of sodium in urine of rats after peroral administration of 97.1 uM/Kg of drug,,CHEMBL628714,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
