miller2_FiscalYear,miller2_IRTCPercent,miller2_UntiedAmount(Project-levelBudget),miller2_DisabilityIssues(marker),miller2_GenderEquality(marker),miller2_FundCentreName,miller2_OrganisationType,miller2_ProjectBrowserCountryID,miller2_CountryRegionName,miller2_UrbanIssues(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_EnviromentalSustainability(marker),miller2_SectionID,miller2_DivisionName,miller2_AmountSpent,miller2_SectorID,miller2_ClimateChangeMitigation(marker),miller2_OrganisationClass,miller2_BilateralAid(internationalMarker),miller2_ContinentID,miller2_OrganisationID,miller2_CountryRegionPercent,miller2_YouthIssues(marker),miller2_SectorName,miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_TradeDevelopment(marker),miller2_Biodiversity(marker),miller2_ChildrenIssues(marker),miller2_IndigenousIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationSub-class,miller2_ContinentName,miller2_CountryRegionID,miller2_SectorPercent
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,9.792,15160,0,Civil Society,1,3,Information not available,0.02,0,Human rights,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,54.661519999999996,15160,0,Individual,1,3,Information not available,0.02,0,Human rights,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,207.84583999999998,15160,0,Unknown,1,3,Information not available,0.02,0,Human rights,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,26.500320000000002,15220,0,Governmental,1,3,Information not available,0.02,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,3401.18754,15220,0,Governmental,1,3,Information not available,0.02,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,7.343999999999999,15220,0,Civil Society,1,3,Information not available,0.02,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,40.996140000000004,15220,0,Individual,1,3,Information not available,0.02,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,YE,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,155.88438,15220,0,Unknown,1,3,Information not available,0.02,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,53.000640000000004,15150,0,Governmental,1,3,Information not available,0.04,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,6802.37508,15150,0,Governmental,1,3,Information not available,0.04,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,14.687999999999999,15150,0,Civil Society,1,3,Information not available,0.04,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,81.99228000000001,15150,0,Individual,1,3,Information not available,0.04,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,311.76876,15150,0,Unknown,1,3,Information not available,0.04,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,70.66752,15160,0,Governmental,1,3,Information not available,0.04,0,Human rights,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,9069.83344,15160,0,Governmental,1,3,Information not available,0.04,0,Human rights,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,19.584,15160,0,Civil Society,1,3,Information not available,0.04,0,Human rights,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,109.32303999999999,15160,0,Individual,1,3,Information not available,0.04,0,Human rights,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,415.69167999999996,15160,0,Unknown,1,3,Information not available,0.04,0,Human rights,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,53.000640000000004,15220,0,Governmental,1,3,Information not available,0.04,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,6802.37508,15220,0,Governmental,1,3,Information not available,0.04,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,14.687999999999999,15220,0,Civil Society,1,3,Information not available,0.04,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,81.99228000000001,15220,0,Individual,1,3,Information not available,0.04,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,JO,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,311.76876,15220,0,Unknown,1,3,Information not available,0.04,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,304.75368,15150,0,Governmental,1,3,Information not available,0.23,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,39113.65671,15150,0,Governmental,1,3,Information not available,0.23,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,84.456,15150,0,Civil Society,1,3,Information not available,0.23,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,471.45561,15150,0,Individual,1,3,Information not available,0.23,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,1792.6703699999998,15150,0,Unknown,1,3,Information not available,0.23,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,406.33824,15160,0,Governmental,1,3,Information not available,0.23,0,Human rights,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,52151.54228,15160,0,Governmental,1,3,Information not available,0.23,0,Human rights,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,112.60799999999999,15160,0,Civil Society,1,3,Information not available,0.23,0,Human rights,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,628.60748,15160,0,Individual,1,3,Information not available,0.23,0,Human rights,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,2390.2271600000004,15160,0,Unknown,1,3,Information not available,0.23,0,Human rights,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,304.75368,15220,0,Governmental,1,3,Information not available,0.23,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,39113.65671,15220,0,Governmental,1,3,Information not available,0.23,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,84.456,15220,0,Civil Society,1,3,Information not available,0.23,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,471.45561,15220,0,Individual,1,3,Information not available,0.23,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,IQ,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,1792.6703699999998,15220,0,Unknown,1,3,Information not available,0.23,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,609.50736,15150,0,Governmental,1,3,Information not available,0.46,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,78227.31342,15150,0,Governmental,1,3,Information not available,0.46,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,168.912,15150,0,Civil Society,1,3,Information not available,0.46,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,942.91122,15150,0,Individual,1,3,Information not available,0.46,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,3585.3407399999996,15150,0,Unknown,1,3,Information not available,0.46,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,812.67648,15160,0,Governmental,1,3,Information not available,0.46,0,Human rights,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,104303.0846,15160,0,Governmental,1,3,Information not available,0.46,0,Human rights,0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,225.21599999999998,15160,0,Civil Society,1,3,Information not available,0.46,0,Human rights,0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,1257.21496,15160,0,Individual,1,3,Information not available,0.46,0,Human rights,0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,4780.454320000001,15160,0,Unknown,1,3,Information not available,0.46,0,Human rights,0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.4
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,609.50736,15220,0,Governmental,1,3,Information not available,0.46,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Non-Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,78227.31342,15220,0,Governmental,1,3,Information not available,0.46,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,FEDERAL,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,168.912,15220,0,Civil Society,1,3,Information not available,0.46,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,SUPPLIER OF GOODS/SERVICES,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Canadian Profit Making,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,942.91122,15220,0,Individual,1,3,Information not available,0.46,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,COOPERANT,Asia,130,0.3
2009/2010,0.0,4949239.9,0,2,Middle East & Maghreb Regional Program,Uncoded,LB,Western Asia,0,4258,1.0,0,S4256,EDD Europe-Middle East Programming,3585.3407399999996,15220,0,Unknown,1,3,Information not available,0.46,0,"Civilian peace-building, conflict prevention and resolution",0,1,0,0,0,0,0,0,Information not available,Unknown,Asia,130,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,5429.768,15110,0,Governmental,1,5,10050,1.0,0,Public sector policy and administrative management,0,1,0,0,0,0,0,0,Department of Foreign Affairs and International Trade,FEDERAL,Europe,UA,0.4
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,8433.472,15110,0,Civil Society,1,5,1001165,1.0,0,Public sector policy and administrative management,0,1,0,0,0,0,0,0,MM LYNCH CONSULTANTS INTERNATIONAL,CONSULTING SERVICES,Europe,UA,0.4
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,9024.8,15110,0,Civil Society,1,5,1001168,1.0,0,Public sector policy and administrative management,0,1,0,0,0,0,0,0,CANADEM,NGO,Europe,UA,0.4
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,8850.0,15110,0,Individual,1,5,Information not available,1.0,0,Public sector policy and administrative management,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.4
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,9384.84,15110,0,Individual,1,5,Information not available,1.0,0,Public sector policy and administrative management,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.4
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,10956.972,15110,0,Individual,1,5,Information not available,1.0,0,Public sector policy and administrative management,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.4
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,4072.3259999999996,15150,0,Governmental,1,5,10050,1.0,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Department of Foreign Affairs and International Trade,FEDERAL,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,6325.104,15150,0,Civil Society,1,5,1001165,1.0,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,MM LYNCH CONSULTANTS INTERNATIONAL,CONSULTING SERVICES,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,6768.6,15150,0,Civil Society,1,5,1001168,1.0,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,CANADEM,NGO,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,6637.5,15150,0,Individual,1,5,Information not available,1.0,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,7038.63,15150,0,Individual,1,5,Information not available,1.0,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,8217.729,15150,0,Individual,1,5,Information not available,1.0,0,Democratic participation and civil society,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,4072.3259999999996,15153,0,Governmental,1,5,10050,1.0,0,Media and free flow of information,0,1,0,0,0,0,0,0,Department of Foreign Affairs and International Trade,FEDERAL,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,6325.104,15153,0,Civil Society,1,5,1001165,1.0,0,Media and free flow of information,0,1,0,0,0,0,0,0,MM LYNCH CONSULTANTS INTERNATIONAL,CONSULTING SERVICES,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,6768.6,15153,0,Civil Society,1,5,1001168,1.0,0,Media and free flow of information,0,1,0,0,0,0,0,0,CANADEM,NGO,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,6637.5,15153,0,Individual,1,5,Information not available,1.0,0,Media and free flow of information,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,7038.63,15153,0,Individual,1,5,Information not available,1.0,0,Media and free flow of information,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.3
2009/2010,0.0,259562.79,0,1,Ukraine,Canadian Profit Making,UA,Ukraine,0,3118,0.799999992,1,S3116,EDD Europe-Middle East Programming,8217.729,15153,0,Individual,1,5,Information not available,1.0,0,Media and free flow of information,0,1,0,0,0,0,0,0,Information not available,CONSULTANT,Europe,UA,0.3
2009/2010,0.0,0.0,0,0,*Russia,Canadian Non-Profit Making,RU,Russian Fed.,0,3117,0.39999997299999995,0,S3116,EDD Europe-Middle East Programming,39580.424,15153,0,Governmental,1,5,10050,1.0,0,Media and free flow of information,0,0,0,0,0,0,0,0,Department of Foreign Affairs and International Trade,FEDERAL,Europe,RU,0.4
2009/2010,0.0,0.0,0,0,*Russia,Canadian Non-Profit Making,RU,Russian Fed.,0,3117,0.39999997299999995,0,S3116,EDD Europe-Middle East Programming,29685.318,43010,0,Governmental,1,5,10050,1.0,0,Multisector aid,0,0,0,0,0,0,0,0,Department of Foreign Affairs and International Trade,FEDERAL,Europe,RU,0.3
2009/2010,0.0,0.0,0,0,*Russia,Canadian Non-Profit Making,RU,Russian Fed.,0,3117,0.39999997299999995,0,S3116,EDD Europe-Middle East Programming,29685.318,99820,0,Governmental,1,5,10050,1.0,0,Promotion of development awareness,0,0,0,0,0,0,0,0,Department of Foreign Affairs and International Trade,FEDERAL,Europe,RU,0.3
2009/2010,0.0,750000.0,0,2,Lebanon,Canadian Non-Profit Making,LB,Lebanon,0,4267,1.0,0,S4256,EDD Europe-Middle East Programming,215086.7,22040,0,Civil Society,1,3,1008714,1.0,1,Information and communication technology (ICT),0,0,0,0,0,0,1,0,Digital Opportunity Trust,INTERNATIONAL NGO,Asia,LB,0.5
2009/2010,0.0,750000.0,0,2,Lebanon,Canadian Non-Profit Making,LB,Lebanon,0,4267,1.0,0,S4256,EDD Europe-Middle East Programming,86034.68,24040,0,Civil Society,1,3,1008714,1.0,1,Informal/semi-formal financial intermediaries,0,0,0,0,0,0,1,0,Digital Opportunity Trust,INTERNATIONAL NGO,Asia,LB,0.2
2009/2010,0.0,750000.0,0,2,Lebanon,Canadian Non-Profit Making,LB,Lebanon,0,4267,1.0,0,S4256,EDD Europe-Middle East Programming,129052.02,25010,0,Civil Society,1,3,1008714,1.0,1,Business support services and institutions,0,0,0,0,0,0,1,0,Digital Opportunity Trust,INTERNATIONAL NGO,Asia,LB,0.3
2009/2010,0.0,10163427.24,0,2,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,1.0,1,S3116,EDD Europe-Middle East Programming,120000.0,31150,0,Civil Society,1,5,1000106,1.0,0,Agricultural inputs,0,0,0,0,0,0,0,0,Mennonite Economic Development Associates of Canada,NGO,Europe,UA,0.1
2009/2010,0.0,10163427.24,0,2,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,1.0,1,S3116,EDD Europe-Middle East Programming,360000.0,31161,0,Civil Society,1,5,1000106,1.0,0,Food crop production,0,0,0,0,0,0,0,0,Mennonite Economic Development Associates of Canada,NGO,Europe,UA,0.3
2009/2010,0.0,10163427.24,0,2,Ukraine,Canadian Non-Profit Making,UA,Ukraine,0,3118,1.0,1,S3116,EDD Europe-Middle East Programming,240000.0,31166,0,Civil Society,1,5,1000106,1.0,0,Agricultural extension,0,0,0,0,0,0,0,0,Mennonite Economic Development Associates of Canada,NGO,Europe,UA,0.2
