assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
11103,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11104,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11105,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11106,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11107,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11108,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11109,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11110,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),A,,,Canis lupus familiaris,9615.0,,,,
11111,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11112,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0,,,,
11113,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11114,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11115,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,A,In vivo,,,,,,,
11116,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,A,In vivo,,,,,,,
11117,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,A,In vivo,,,,,,,
11118,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,A,In vivo,,,,,,,
11119,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,A,In vivo,,,,,,,
11120,13359,Oral bioavailability in rat (dose 10 mg/kg),A,In vivo,,Rattus norvegicus,10116.0,,,,
11121,16618,Oral bioavailability in rat (Sprague-Dawley),A,In vivo,,Rattus norvegicus,10116.0,,,,
11122,13960,Oral bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11123,13917,Oral bioavailability in rats was determined in vivo,A,In vivo,,Rattus norvegicus,10116.0,,,,
11124,14266,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11125,12359,Oral bioavailability of compound in monkey,A,In vivo,,Simiiformes,314293.0,,,,
11126,12359,Oral bioavailability of compound in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11127,12359,Bioavailability in rat of PMEA prodrug,A,In vivo,,Rattus norvegicus,10116.0,,,,
11128,12359,Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,A,In vivo,,Rattus norvegicus,10116.0,,,,
11129,10791,Serum conc at 3 hours following 25 mg/kg dose,A,In vivo,,Macaca mulatta,9544.0,,,,
11130,10791,Urine conc 0-5 hours following 25 mg/kg dose,A,In vivo,,Macaca mulatta,9544.0,,Urine,,
11131,10791,Urine conc 0-24 hours following 25 mg/kg dose,A,In vivo,,Macaca mulatta,9544.0,,Urine,,
11132,138,Oral bioavailability in African green monkeys; 20-25,A,In vivo,,Chlorocebus aethiops,9534.0,,,,
11133,14521,Oral bioavailability in cynomolgus monkey.,A,In vivo,,Macaca fascicularis,9541.0,,,,
11134,13953,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11135,12836,Oral bioavailability in dog at 10 mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11136,12836,Oral bioavailability in hamster at 10 mg/kg oral dose,A,In vivo,,Cricetinae,10026.0,,,,
11137,12836,Oral bioavailability in rat at 10 mg/kg oral dose,A,In vivo,,Rattus norvegicus,10116.0,,,,
11138,14521,Oral bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11139,13953,Oral bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11140,6799,Oral bioavailability,A,In vivo,,Eutheria,9347.0,,,,
11141,11311,Oral bioavailability was determined; range 49-102%,A,In vivo,,,,,,,
11142,4013,Oral bioavailability was determined in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11143,4013,Oral bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11144,17591,Oral bioavailability,A,In vivo,,Eutheria,9347.0,,,,
11145,17591,Oral bioavailability was determined; Not orally available,A,In vivo,,,,,,,
11146,15011,Percent bioavailability was administered by using 0.4% Methyl cellulose (MC) as vehicle to nude mice at a dose of 25 mg/kg (micronized sample),A,In vivo,,Mus musculus,10090.0,,,,
11147,15011,Bioavailability in mouse (nude) (dose 0.4% Methylcellulose (MC) as vehicle 25 mg/kg),A,In vivo,,Mus musculus,10090.0,,,,
11148,15011,Bioavailability in mouse (nude) using 20% aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle 25 mg/kg,A,In vivo,,Mus musculus,10090.0,,,,
11149,9552,Oral bioavailability in Rhesus monkey,A,In vivo,,Macaca mulatta,9544.0,,,,
11150,9552,Oral bioavailability in dog (female mongrel),A,In vivo,,Canis lupus familiaris,9615.0,,,,
11151,3639,Percent oral bioavailability of perorally administered compound (30 mg/kg) was tested,A,In vivo,,,,,,,
11152,13397,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11153,3031,Percentage Bioavailability was evaluated.,A,In vivo,,,,,,,
11154,12818,Bioavailability in rat administered i.d.,A,In vivo,,Rattus norvegicus,10116.0,,,,
11155,4847,Bioavailability,A,In vivo,,Eutheria,9347.0,,,,
11156,12421,Bioavailability in dog (male Beagle) i.v. administration,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11157,11966,"Bioavailability in rat (dose 20 mg/kg p.o. in 1% methocel, and 5 mg/kg i.v. in PEG400)",A,In vivo,,Rattus norvegicus,10116.0,,,,
11158,11218,Bioavailability in monkey (dose 10 mg/kg i.d. or 0.3 mg/kg i.v.),A,In vivo,,Primates,9443.0,,,,
11159,13129,Oral bioavailability in rat (Sprague-Dawley) (male),A,In vivo,,Rattus norvegicus,10116.0,,,,
11160,12350,The oral bioavailability was measured on rats after oral administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
11161,2231,Bioavailability was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,,,
11162,2231,Bioavailability was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,A,In vivo,,Macaca mulatta,9544.0,,,,
11163,12187,Bioavailability in rat (dose 10 mg/kg i.d.),A,In vivo,,Rattus norvegicus,10116.0,,,,
11164,12421,Bioavailability in dog (male Beagle) i.v. administration,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11165,13256,Biodistribution in CD-1 mice was determined after 1 minute in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11166,13256,Biodistribution in CD-1 mice was determined after 1 minute in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Blood,,
11167,13256,Biodistribution in CD-1 mice was determined after 1 minute in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Cerebellum,,
11168,13256,Biodistribution in CD-1 mice was determined after 1 minute in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11169,2231,Maximum concentration in plasma (Cmax) was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11170,2231,Maximum concentration in plasma (Cmax) was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,A,In vivo,,Macaca mulatta,9544.0,,Plasma,,
11171,12178,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 1 mg/kg in rat (normalized to a 1 mg/kg dose),A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11172,12178,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 2.5 mg/kg in rat (normalized to a 1 mg/kg dose),A,In vivo,,,,,Blood,,
11173,12178,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 5.0 mg/kg GP (normalized to a 1 mg/kg dose),A,In vivo,,,,,Blood,,
11174,15633,Maximum concentration observed in rats at an oral dose of 50 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,,,
11175,14258,Maximum concentration of compound in plasma administered orally to rats,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11176,14224,"Maximum concentration (10 mg/kg, orally) in plasma of dogs",A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11177,14224,"Maximum concentration (10 mg/kg, perorally) in plasma of dogs",A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11178,14224,"Maximum concentration (5 mg/kg, intravenously) in plasma of dogs",A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11179,5566,Maximum concentration after 10 mg/kg by oral administration,A,In vivo,,,,,,,
11180,16935,Maximum concentration at a dose of 1.5 mg/kg,A,In vivo,,,,,,,
11181,16935,Maximum concentration at a dose of 2.0 mg/kg,A,In vivo,,,,,,,
11182,14224,Maximum concentration in dog plasma,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11183,12536,Maximum concentration in plasma after administration of 10 umol/kg dose perorally,A,In vivo,,,,,Plasma,,
11184,12536,Maximum concentration in plasma after administration of 2 umol/kg dose intravenously,A,In vivo,,,,,Plasma,,
11185,12536,Maximum concentration in plasma after administration of 4 umol/kg dose intravenously,A,In vivo,,,,,Plasma,,
11186,12536,Maximum concentration in plasma after administration of 40 umol/kg dose perorally,A,In vivo,,,,,Plasma,,
11187,12536,Maximum concentration in plasma after administration of 5 umol/kg dose intravenously,A,In vivo,,,,,Plasma,,
11188,9994,Maximum concentration in plasma after oral administration in dog (25 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11189,1434,Maximum concentration in plasma at Tmax,A,In vivo,,,,,Plasma,,
11190,12836,Maximum concentration in plasma recorded 0-6 hr post dose in dog at 10 mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11191,12836,Maximum concentration in plasma recorded in the period 0-6 hr post dose in hamster at 10 mg/kg oral dose,A,In vivo,,Cricetinae,10026.0,,Plasma,,
11192,12836,Maximum concentration in plasma recorded in the period 0-6 hr post dose in rat at 10 mg/kg oral dose,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11193,12545,Maximum concentration in plasma was determined by oral administration to rats at 20 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11194,13856,Maximum concentration present in the rabbit plasma following peroral administration of 10 mg/kg,A,In vivo,,Oryctolagus cuniculus,9986.0,,Plasma,,
11195,3550,Maximum concentration was calculated,A,In vivo,,,,,,,
11196,2632,Maximum concentration was calculated.,A,In vivo,,,,,,,
11197,5566,Maximum concentration at a peroral dose of 10 mg/kg,A,In vivo,,,,,,,
11198,11883,Maximum concentration of the drug at 10 uM/dg administered perorally,A,In vivo,,,,,,,
11199,11883,Maximum concentration of the drug at 2 uM/dg administered intravenously,A,In vivo,,,,,,,
11200,14122,"Maximum concentration of the unchanged compound in dog plasma, recorded in the period 0-6 hr post dose.",A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11201,14122,"Maximum concentration of the unchanged compound in hamster plasma, recorded in the period 0-6 hr post dose.",A,In vivo,,Cricetinae,10026.0,,Plasma,,
11202,14122,"Maximum concentration of the unchanged compound in rat plasma, recorded in the period 0-6 hr post dose.",A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11203,12542,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 60 mg/kg oral dose,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11204,12542,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in dog at 5 mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11205,12542,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in hamster at 40 mg/kg oral dose,A,In vivo,,Cricetinae,10026.0,,Plasma,,
11206,12542,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose to hamster at 40 mg/kg oral dose,A,In vivo,,Cricetinae,10026.0,,Plasma,,
11207,12542,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 25 mg/kg oral dose,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11208,14080,Maximum concentration of unchanged drug in rat plasma in the period 0-24 hr after dosing,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11209,11911,Maximum concentration reached following intravenous administration in male rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11210,13204,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 10 mg/kg dosage administered perorally in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11211,13204,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 5 mg/kg dosage administered perorally in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11212,14346,Maximum concentration was measured after peroral administration of 10 mg/kg of drug in male Beagle dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11213,14346,Maximum concentration was measured after peroral administration of 5.0 mg/kg of drug in male Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11214,14346,Maximum concentration was measured after peroral administration of 5.1 mg/kg of drug in male Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11215,14346,Maximum concentration was measured after peroral administration of 5.2 mg/kg of drug in male Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11216,14127,Maximum drug concentration is determined after oral dosing in rats.,A,In vivo,,Rattus norvegicus,10116.0,,,,
11217,14339,Maximum observed concentration in oral (5 mg/kg) fasted dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11218,14339,Maximum observed concentration in oral (5 mg/kg) fed dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
11219,13494,Maximum plasma concentration,A,In vivo,,,,,Plasma,,
11220,14925,Maximum plasma concentration (Cmax) was determined in rats after intraduodenal administration of the drug,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11221,14474,Maximum plasma concentration following oral administration of 26.3 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11222,14474,Maximum plasma concentration following oral administration of 3.8 mg/kg in Beagle dog,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11223,13917,Maximum plasma concentration following oral administration of 30 umol/kg,A,In vivo,,,,,Plasma,,
11224,9796,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose,A,,,Rattus norvegicus,10116.0,,Plasma,,
11225,9796,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Plasma,,
11226,9796,Distribution of radiolabeled compound in plasma of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Plasma,,
11227,9796,Distribution of radiolabeled compound in plasma of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Plasma,,
11228,9796,Distribution of radiolabeled compound in plasma of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Plasma,,
11229,9796,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Uterus,,
11230,9796,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Uterus,,
11231,9796,Distribution of radiolabeled compound in uterus of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Uterus,,
11232,9796,Distribution of radiolabeled compound in uterus of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Uterus,,
11233,9796,Distribution of radiolabeled compound in uterus of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,A,,,Rattus norvegicus,10116.0,,Uterus,,
11234,8363,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Minus (-),A,,,Rattus norvegicus,10116.0,,,,
11235,8363,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Plus (+),A,,,Rattus norvegicus,10116.0,,,,
11236,8363,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Minus (-),A,,,Rattus norvegicus,10116.0,,,,
11237,8363,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Plus (+),A,,,Rattus norvegicus,10116.0,,,,
11238,8363,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Minus (-),A,,,Rattus norvegicus,10116.0,,,,
11239,8363,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Plus (+),A,,,Rattus norvegicus,10116.0,,,,
11240,8363,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Minus (-),A,,,Rattus norvegicus,10116.0,,,,
11241,8363,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Plus (+),A,,,Rattus norvegicus,10116.0,,,,
11242,8363,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Minus (-),A,,,Rattus norvegicus,10116.0,,,,
11243,8363,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Plus (+),A,,,Rattus norvegicus,10116.0,,,,
11244,8363,Distribution of rat erythrocytes for tube 7 on rate of aging in 2 mL of cell suspension; Plus (+),A,,,Rattus norvegicus,10116.0,,,,
11245,8363,Distribution of rat erythrocytes for tube 1 on rate of aging in 2 mL of cell suspension; Minus (-),A,,,Rattus norvegicus,10116.0,,,,
11246,8684,"Distribution in blood of rat 5 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11247,8684,"Distribution in blood of rat, 15 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11248,8684,"Distribution in blood of rat, 1 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11249,8684,"Distribution in blood of rat, 2 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11250,8684,"Distribution in blood of rat, 30 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11251,8684,"Distribution in blood of rat, 4 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11252,8684,"Distribution in blood of rat, 6 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11253,8684,"Distribution in blood of rat, 8 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Blood,,
11254,8684,"Distribution in brain of rat, 15 min after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11255,8684,"Distribution in brain of rat, 1 hr after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11256,8684,"Distribution in brain of rat, 2 hr after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11257,8684,"Distribution in brain of rat, 30 min after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11258,8684,"Distribution in brain of rat, 4 hr after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11259,8684,"Distribution in brain of rat, 5 min after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11260,8684,"Distribution in brain of rat, 6 hr after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11261,8684,"Distribution in brain of rat, 8 hr after intravenous administered, injected dose/gm",A,,,Rattus norvegicus,10116.0,,Brain,,
11262,8684,"Distribution in rat fat 15 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11263,8684,"Distribution in rat fat 1 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11264,8684,"Distribution in rat fat 2 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11265,8684,"Distribution in rat fat 30 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11266,8684,"Distribution in rat fat 4 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11267,8684,"Distribution in rat fat 5 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11268,8684,"Distribution in rat fat 6 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11269,8684,"Distribution in rat fat 8 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11270,8684,"Distribution in rat heart 15 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11271,8684,"Distribution in rat heart 1 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11272,8684,"Distribution in rat heart 2 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11273,8684,"Distribution in rat heart 30 min after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
11274,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11275,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0,,,,
11276,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11277,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11278,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),A,,,Canis lupus familiaris,9615.0,,,,
11279,6996,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,,,,
11280,15599,Observed diffusion coefficient in organic solvent for Escherichia coli,A,,,Escherichia coli,562.0,,,,
11281,9614,"Concentration of compound in blood of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,Blood,,
11282,9614,"Concentration of compound in blood of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,Blood,,
11283,9614,"Concentration of compound in left atrium of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,Cardiac atrium,,
11284,9614,"Concentration of compound in left atrium of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,Cardiac atrium,,
11285,9614,"Concentration of compound in left ventricle of of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,,,
11286,9614,"Concentration of compound in left ventricle of of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,,,
11287,9614,"Concentration of compound in liver of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,Liver,,
11288,9614,"Concentration of compound in liver of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,Liver,,
11289,9614,"Concentration of compound in right atrium of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,Cardiac atrium,,
11290,9614,"Concentration of compound in right atrium of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,Cardiac atrium,,
11291,9614,"Concentration of compound in right ventricle of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,,,
11292,9614,"Concentration of compound in right ventricle of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,,,
11293,9614,"Concentration of compound in spleen of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",A,,,Rattus norvegicus,10116.0,,Spleen,,
11294,9614,"Concentration of compound in spleen of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",A,,,Rattus norvegicus,10116.0,,Spleen,,
11295,9071,Distribution of radioactivity of radiolabeled compound in blood of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Blood,,
11296,9071,Distribution of radioactivity of radiolabeled compound in blood of female rats 5 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Blood,,
11297,9071,Distribution of radioactivity of radiolabeled compound in heart of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Heart,,
11298,9071,Distribution of radioactivity of radiolabeled compound in heart of female rats 30 minutes after intravenous administration at,A,,,Rattus norvegicus,10116.0,,Heart,,
11299,9071,Distribution of radioactivity of radiolabeled compound in heart of female rats 5 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Heart,,
11300,9071,Distribution of radioactivity of radiolabeled compound in kidney of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Kidney,,
11301,9071,Distribution of radioactivity of radiolabeled compound in kidney of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Kidney,,
11302,9071,Distribution of radioactivity of radiolabeled compound in kidney of female rats 5 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Kidney,,
11303,9071,Distribution of radioactivity of radiolabeled compound in liver of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Liver,,
11304,9071,Distribution of radioactivity of radiolabeled compound in liver of female rats 5 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Liver,,
11305,9071,Distribution of radioactivity of radiolabeled compound in liver of female rats 5 minutes after intravenous administration at,A,,,Rattus norvegicus,10116.0,,Liver,,
11306,9071,Distribution of radioactivity of radiolabeled compound in lung of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Lung,,
