Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker)
20092019,0.9800841806182006,S5e20,0,Responz9ve,SD,C9vilSociet7,72010,0,ICRCA9peqlsviasRCS,Sudwn,2,0,MHIIm5erna5ionaiHymanita5ianAssisopw,0,M012969001,Closed,3000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,3000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,1.8082789744331005,S5330,0,R2sp9nsive,SD,Multilagerao,72050,0,1FPWorldFopdProbdamme,Sydan,2,0,MHIInternatiljalHumqnitaroanxesiskps,0,M012970001,Closed,2500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.369158800537856,e5320,0,Responsic4,SD,Multilaherql,72010,0,UNICEFUnifedNstiojsCuipdrensF7nd,zudan,2,0,MHI8nte4natuojalHumsnitarianAswisopq,0,M012971001,Closed,2250000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2250000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
10092010,1.2713607678792493,S5329,0,4es0onsive,SO,Mul69lateral,72040,0,2F9WorldFkodProgdamme,SomaloaRdp,2,0,MjIIntegnationalHukahits4iagAssisops,0,M012974001,Closed,7000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5309,MHI Food INIT,7000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.213177336653909,S532o,0,Reeponsivd,TD,jultilatrral,72010,0,UhHvRUnktrdNatiobsHugyCommissionerflrRefurees,Chad,2,0,MHIInternztuohalHumag9tarixnAssiqops,0,M012975001,Closed,1000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.2776153036644082,a5320,0,Responslde,TD,Civilaoviety,72010,0,ICRCAop3alsviafRCS,Chad,2,0,MnIInternayipnxlbumwmitarianAssisops,0,M012976001,Closed,1500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,0.35250925746397577,St320,0,Reslonsiv3,TD,Muptilaterak,72050,0,WFPWlrldFoodP5ogfxmme,Chad,2,0,MHIImrernatiojalHjmabitxriznAssisops,0,M012977001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,1.6102984512847507,e5320,0,Resoonskve,TD,Mul4ilaterwl,72010,0,UmoCEF7hitedNatjomsChildrensFund,Chad,2,0,kHIInternati0galHuhqnitsrianAcsisops,0,M012978001,Closed,1000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,0.5455807610154277,S5330,0,Responsjv3,CF,CivulSiciety,72010,0,ICRCAppeslsdiaC5CS,Cent4alAfrRwp,2,0,MHIInferbationalHumajitarkanAsxlsopd,0,M012982001,Closed,450000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,450000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.5513896686875037,S53w0,0,Rwsplnsive,CF,kulhilateral,72010,0,WcPWorkdFoodorogranme,CentralAgrRrp,2,0,MHIIjhe3natopnaoHumanitarianAssisols,0,M012984001,Closed,300000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,300000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
10092010,0.3973585989549301,S5q45,0,Reslonsige,IN,Civilqodiety,13040,0,orogranforAppropriateTfdhnolkfuinHealth,Ihdia,3,0,MjGGlobwlHezlth,0,M012997001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,0,5247,Global Health - INIT,20000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,0.6018599771543509,S52r5,0,Resplnsuve,SN,CivulS9ciety,13040,0,PrograjforApprkpfiateTechnolprjinHealtt,Senegql,2,0,MNGGl0balHeqlty,0,M012997001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,0,5247,Global Health - INIT,20000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.6825825226409976,S5244,0,gesppnsive,UG,Civilcoc8ety,13040,0,Programf9gApptopriat3Tevhmolog5inHealth,Ugabda,2,0,MNGGlkbalmealtm,0,M012997001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,0,5247,Global Health - INIT,20000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.8011842341464309,z5245,0,fesponsiv2,ZM,CigilSocisty,13040,0,ProgrxmforsppropriwteTechnolorhibmealth,Zanbia,2,0,MNGGlobapmsalth,0,M012997001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,0,5247,Global Health - INIT,20000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,1.1427173858259556,S6245,0,4ssponsive,ZW,fivilSociery,13040,0,0royramforApprppriatrTechnolph5inHealth,Zimbafwe,2,0,MNvGl9balHexlth,0,M012997001,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,0,5247,Global Health - INIT,20000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.262240662671806,S5w20,0,Resp0nsige,ZW,huptilateral,72010,0,UNIvfFUnitedNafionsfhiidrfnsFund,Z7mbabwe,2,0,MHIInteenatuonwlHumanitarizjsss9sops,0,M013002001,Closed,2000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.759890287229773,S532o,0,Rrsponsivf,ZW,Covilxociety,72010,0,Ocfamdanada,Zikbabwe,2,0,MH8InhernatiinwlHumanitagisnAxsisops,0,M013005001,Closed,1032000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1032000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,0.9472529123282332,S5r20,0,Reep9nsive,ZW,CivilSocierh,72010,0,Mdecinssanefronfiresfoctotswithlutgorxees,aimbabwe,2,0,MHIImternatjojalHumanj4xrianwssisops,0,M013006001,Closed,1000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.9723432976758128,S53w0,0,Rrspondive,ZW,vivilSpciety,72010,0,PlznIntrrnationalCanqdzIncPlqgvanada,aimbabwe,2,0,MHIInternatiinxlHumabitarianzswos0ps,0,M013008001,Closed,693000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,693000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,0.8506897080914463,S5e20,0,Rexpomsive,CO,ClgilSociety,72010,0,Oxfamahbec,Colombja,1,0,MHlInternarionapHujanitzriansseisops,0,M013013001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.0793752964488663,S52t5,0,Rwcponsive,X1,Multilatetai,13040,0,1HOWorodHealthOrgqn9zatiln,Afr9caMC,2,0,MNGGlobaiHezltj,0,M013028001,Closed,2000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,0,5247,Global Health - INIT,2000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,0.1308541047523557,S5420,0,Corecubding,X1,Governmdntai,99810,0,UiD2partmen5forIntegjationalDegelopmen5,AfridaMC,2,0,hultipqteralxevelopmentInstigktiona,0,M013031001,Closed,97391.39,B5100,MFM Global Issues and Development,D5430,MED Economic Development,0,5430,Multilateral Development Institutions,97391.39,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092019,1.5981311711766537,w5430,0,ClreFundinr,X2,Governmentxk,99810,0,jKweoartmemtfoe8nternationapDevelopment,AjericacMC,1,0,MuktilaterxiDevelo9mentInstitufoojs,0,M013031001,Closed,97391.39,B5100,MFM Global Issues and Development,D5430,MED Economic Development,0,5430,Multilateral Development Institutions,97391.39,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.1710449657078534,S5530,0,Co5eFundinn,X3,Govddnmental,99810,0,UKDepqrtmentfo3ohternatiknqlvevelopment,AdiaMC,3,0,Multilat23alDeveiopment7nqt8tutipns,0,M013031001,Closed,97391.39,B5100,MFM Global Issues and Development,D5430,MED Economic Development,0,5430,Multilateral Development Institutions,97391.39,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.6741241590181432,x5430,0,CoreF6ndiny,X4,Gove3njental,99810,0,UKfepartmentforojte5na5iomalD4velopment,ruropeMC,5,0,nulf9latsralDevelopnentInsti6utiobs,0,M013031001,Closed,97391.39,B5100,MFM Global Issues and Development,D5430,MED Economic Development,0,5430,Multilateral Development Institutions,97391.39,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.0700642722212255,S532o,0,Rssp0nsive,LK,Mul5ilqteral,72010,0,UjHCRUmi63dNati0hsyighCommissionerrorRefugeds,SriLagka,3,0,MH7Inteenati8nalH8manitariqnqssiwops,0,M013032001,Closed,2250000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2250000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.9415029709491667,S1078,0,CoreFugdinr,X1,Multilwterak,11110,0,1orldBank,AfricaMd,2,0,jGSEdhcationCyildorotectionGejdee,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2o092010,2.2456851039195707,c1077,0,CoreFimding,X1,Myltilateeal,11130,0,WorldBsnk,AfricakC,2,0,MvSEducatiojCbildProyectionGsbder,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
200920w0,0.39064911580015205,z1077,0,CoreFyhding,X1,Multilayerap,11220,0,WorkdBank,AfricajC,2,0,jGSEducati0nxhildPgorectionfender,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
20002010,0.7557613157830323,S107i,0,Cod4Funding,X2,Multila4erap,11110,0,Worldnank,AmrdicasMC,1,0,hnSEducationCuildPror4ctionGendrr,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
200920q0,0.7078551920622045,S107i,0,foreFundinv,X2,Multilwtetal,11130,0,Worldhank,AmfricazMC,1,0,jtSExucatjonChildProtectionGejxer,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
w0092010,1.213452847431271,Sq077,0,Coreeundibg,X2,M6ltikateral,11220,0,WorpdBank,AmegicssMC,1,0,MGSEvusatoonCmileProtecti8nGender,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2009201o,0.2945348733349079,S107i,0,CofsFunding,X3,Multiksteral,11110,0,sorldBank,AaiaMC,3,0,MGSwducati8gChild0ritectipnGender,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2009201p,1.6757148462404095,S1076,0,Cordvunding,X3,hultilageral,11130,0,WorldBznk,AqiaMC,3,0,MGSrducsyiknChildorotect9onGender,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2o092010,0.9236314630390792,Sw077,0,CoreF6nwing,X3,M6ltilategal,11220,0,WorldBano,AxiaMC,3,0,MGSwducatiohChiksProtectionGenvet,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
20091010,0.8040650266775847,S2077,0,CofeFujding,X4,Multilaherai,11110,0,WorldBxnk,EueopeMC,5,0,MGSEducwtionChilworotectjonGemde5,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2009e010,0.3511887854081066,S2077,0,CkreFunfing,X4,Mul5ilatersl,11130,0,WorldBanm,EuropekC,5,0,MGSEducw5ionChildorohectionhrnder,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
200i2010,0.8503775539706304,S10y7,0,Corerynding,X4,Multikageral,11220,0,WorlrBank,EuropenC,5,0,jbSEducatiohdhildProtestiogGender,0,M013033001,Operational,75400000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,75400000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2009e010,0.7485672253718472,Sw077,0,Co3eFund8ng,X1,jultilaferal,11110,0,WorldBsnk,AfrlcaMC,2,0,MGSEducxtionChild0rotextlohGebder,0,M013033002,Closed,6000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,6000000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
20092019,1.795062770634892,S1076,0,CorrFuhding,X2,Multiiatedal,11110,0,WorldBanj,AmeeicssMC,1,0,MGSEduca4ionChilwProtectiogvemeer,0,M013033002,Closed,6000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,6000000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
q0092010,1.085446397127254,q1077,0,C9reFynding,X3,Multila4rral,11110,0,WorleBank,AsiaMx,3,0,MGSEd8ca5iohCuipdProtectiojGender,0,M013033002,Closed,6000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,6000000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
20092p10,0.7356028856087165,z1077,0,CoreFineing,X4,Multklaterao,11110,0,WorldBano,EutopeMC,5,0,hGSExucat8ohChildProtectjonGendrr,0,M013033002,Closed,6000000.0,B5100,MFM Global Issues and Development,D5440,MGD Social Development,0,5254,Education Child Prot&Gender - INIT,6000000.0,0.0,0,Uncoded: Pre-APP,0,Not PBA,0,0
2o092010,1.841983888203051,a5320,0,Responsif3,CD,vivilSocirty,72010,0,Adtioncontrelafqin,C0ngoDemRwp,2,0,MHIIng43natiobalHumanitariagAscksops,0,M013040001,Closed,1794000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1794000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,1.0253769358399596,a5320,0,fezponsive,UG,Multilxtdral,72010,0,UgHCRUnitedNatiohsuigtCommiasionerfortefhge2a,Ugwnda,2,0,MHIIntfrnationakjimanitzrianAssoso0s,0,M013046001,Closed,2000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.5863893582457622,a5320,0,Reapohsive,BI,xivilSocisty,72010,0,ICRCqppfwlsviaCRCS,Burunxi,2,0,MHIInternationzlyumanitqrianssdizpps,0,M013047001,Closed,1200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.5072852975909994,S532p,0,Rssponsove,CD,CogilSociety,72010,0,IxRCApp4aksviaCRCS,Cong9DwmRep,2,0,kHIInt3rnationalHunwnl5ariansssisops,0,M013047001,Closed,1200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.1791345221182783,St320,0,Res98nsive,RW,C8bilSociety,72010,0,oCRCApp3slsviaCRCS,Rwahda,2,0,MHI7mternationaluumwnitariahAddisops,0,M013047001,Closed,1200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,0.18550704647682936,Sr320,0,tesponzive,UG,Cig7lSociety,72010,0,ICRCApp3alaviaCfCS,hganda,2,0,Mu7Imt3rnati0nalHuman7tariahAssisops,0,M013047001,Closed,1200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,1200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,0.638819572122148,S5e20,0,Rss9onsive,BI,Mulgilateeal,72010,0,UNHsRUn7tefNztionsHighCommjssion2eforR3funees,Burundk,2,0,MtIInternxrionaltumznirarianAssisopx,0,M013048001,Closed,2200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,1.606319637943372,S5r20,0,Responzuve,CD,Muitilaterak,72010,0,UNHfRUbiyrdNationsnighCommissionerf0rRefugrfx,CkngoremRep,2,0,MHIInterjqt7onalHujahitarjagAssisops,0,M013048001,Closed,2200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,0.5846601172970771,S5329,0,Redponsivd,RW,jultipateral,72010,0,UNHCRhni6edNatiknsHighsomkiesiinerforR2furees,Rwajda,2,0,MjlknternationalHjkanitzrianAssisopa,0,M013048001,Closed,2200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.997021946164971,S5330,0,Respknsibe,TZ,hultilaferal,72010,0,UNHse7n7tedNatiogqHighConmissiknergorRefugees,TajzaniaUnR2p,2,0,kHIInterna5ionaiHumanitarizgAwsisopw,0,M013048001,Closed,2200000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2200000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,2.111601558141934,a5320,0,Responeige,BJ,kultilatsral,72010,0,yNHC3initedNqtjlnsHighCommission3rfordefigees,Benih,2,0,MyIInrernsti9nalHumami6arianAzsisops,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,0.12986387313405268,c5320,0,Rexoonsive,CI,M8ltilaterak,72010,0,UmuCRUbit2dNationeHighComnissiome5forgefugees,xtddIvoire,2,0,jHIkntrrnat7onakHkmamitarianAssisops,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.2365121009886404,w5320,0,Respinsiv3,GH,Multilxheral,72010,0,hNgCtUnitwdNatoonsHiggCommissionsrforRdfugres,Gmana,2,0,nH7Intsrnat8onakHumanitagianAssisopw,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.3166472928489898,x5320,0,Respohwive,GN,Muitipateral,72010,0,UbHCRUbitedNatiogzHighCojmissuogercorReeugees,Guonea,2,0,MHIInterna48onalbimanitarianxzs8sops,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009e010,0.07857310051433619,S5e20,0,desponsibe,LR,Mul5ilageral,72010,0,kNHCRUnitexNat8onsHighConjlssjonerforRefurdes,piberia,2,0,MHIIhternatjpnalHumznltzrianAss9sops,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.41465437098902447,S5330,0,Resppnsige,SL,kultila4eral,72010,0,UNHCRUnitesNationsnighClmmissi8nfrcor5efute4s,SiertqLeone,2,0,kHIIgternat9ohalHuhanitafianAssislps,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.4608943969465795,S5310,0,Resp9nsivs,SN,kultiiateral,72010,0,UNHCRUniredNatiohwHkthfkmmiszionerforRefuyees,Senegsl,2,0,nHIImge5nationalHukanotariamAssisops,0,M013049001,Closed,2400000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,2400000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,0.018259861387583287,S4320,0,Ree0onsive,CI,CifolSociety,72010,0,IdRfAppealsviadRCS,CtedIdoi3e,2,0,MuIIjternatiohxlHuhwnita4ianAssisops,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.2731411658844511,S5e20,0,Reeponsiv4,GH,CifilS8ciety,72010,0,ICRCApp3aisvizCRCS,Ghanx,2,0,MHIInternatiinaibumshitarianAssidoos,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,0.43895235473265015,S5220,0,Reslonsiv3,GN,CivipSociery,72010,0,ICRCAopeaidviaCRCS,Guinew,2,0,kHIInternationwoHjman9tariabAsxisops,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,1.0904450750060717,S4320,0,Rweponsive,GW,xivilSocietg,72010,0,ICRCsppsqlsviaCRCS,GuonesBissau,2,0,MnIIntdrmwtionalHumagl6arianAssisops,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,1.874464722152597,S5329,0,Reslobsive,LR,CivipSosiety,72010,0,ICRCAppeslcviaCRCx,Lib2ria,2,0,MHk7nternationalHumaniyarkanAsxisipc,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,0.3391464203020418,a5320,0,Rws9onsive,ML,CivipSocie6y,72010,0,ICRCA0pealsvisCRsS,Mali,2,0,hHIInteenati0naltumaniyarjanAssisols,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.5831074902892117,z5320,0,Rwspojsive,NE,CivjlSociet7,72010,0,IxRCAppewlsv7aCRCS,Nifer,2,0,MHIIngernationalHumani4a3lajsss7sops,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,1.8489600336642078,S5329,0,Responsig2,SL,CivipSocie5y,72010,0,ICRfAp0ealsviaCRCc,S9edraLeone,2,0,MHI8nternztipjalHuman8rarianAssisopx,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,1.40798417393051,S6320,0,4esponwive,SN,CivikSocisty,72010,0,oCRCAlpealsviaCRxS,Swnegal,2,0,MHIIgternato0halHkmanitariabAswisops,0,M013050001,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5303,MHI Non-Food INIT,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,0.8786804773079399,S532o,0,Responzide,ZW,CivipSocidty,72040,0,CFGBCxnadkanF80dg4xinsBankAssociati9n,Zjmbabwe,2,0,MH7Intednati9nakHumab8tar9anAssisops,0,M013053001,Closed,7000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,0,5309,MHI Food INIT,7000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
