Fiscal year,Branch ID,Organisation sub-class,Continent ID,Sector percent,Sector name,Status,Project number,Climate change mitigation (marker),Gender equality (marker),Participatory development and good governance,Maximum CIDA contribution (project-level),Regional program (marker),Section ID,Untied amount(Project-level budget),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
200920q0,B510p,UNITEDjATIOjS,1,1.0635974000575779,Agrixultursldevelopkeny,Teemina6ing,M0q3122001,1,1,1,34434926.870816514,0,S5e00,6616386.042188043,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2p092010,B510p,UNITEDNzyIONS,2,0.7139917767852146,Ag4isulturaldevrlolment,Te3ninating,M913123p01,1,1,1,10783132.68355101,0,S5r00,54510168.15232647,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2p092010,B510p,UNITEwNAT9ONS,1,0.02108422544882743,Agricult8rald2veikpment,Termibat7ng,M0131q3o01,1,1,1,18237080.762967207,0,S530p,11094246.23753933,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
200p2010,B4100,UhI5EDNATIONS,3,0.4147040672179093,Agrid8lt7raldevepopment,T3rminzting,h01312e001,1,1,1,26863148.286766864,0,S5390,68318730.66044837,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2009201o,B6100,ybITEDNATIONS,2,0.6211810410774121,Agriculturzidevelopmfng,Termigaring,M0w312w001,1,1,1,30897282.51661583,0,S53p0,21925200.587200567,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20092910,B5w00,UNITEDNzTuONS,2,0.03216189287927812,Agticupfuraldevrlopment,hermjnating,Mp13133001,1,1,1,1084372.5014135838,0,S53o0,27605442.974752374,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
q0092010,g5100,hNITEDNwTIONS,2,0.24448856972926833,Agricul5uraldevei0pnent,Trrmjnating,k01312300q,1,1,1,43389367.163592175,0,S530o,370951.0639507193,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
200920w0,B510o,hNITEDNATIObS,3,0.5290794150622624,zgr8culturaldeveloomen5,Trrminqting,M01212300q,1,1,1,31535384.10079522,0,S5e00,5138249.0890628565,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20o92010,B6100,UNITEDNsTIONe,3,0.3626227019119543,wgriculturalddvelkpmen6,T2rminatinf,M013ww3001,1,1,1,28733472.36818643,0,S5400,6396968.04338623,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20093010,B51o0,hNITwDNATIONS,3,0.5657594414939746,Ayroculturzld4velopment,Terminarigg,M013122091,1,1,1,54868069.422822684,0,S5400,125030.43502983265,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
30092010,B5q00,UNITEDNATIljS,3,0.7973852165561814,Ayriculyudaodevelopment,Terminat9nf,M01e1q3001,1,1,1,31805441.638931204,0,S5390,29360835.76781533,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
30092010,B5200,UNITEDNAhoONS,2,1.0307407875680172,Atrisulturaldedwlopment,Terjinatijg,M0131q300q,1,1,1,22992472.28994918,0,S53o0,36038761.81532209,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20092019,By100,UNIhEDNATI8NS,4,0.571321987096488,Agrkfultuesldevelopment,Termihatung,M913123002,1,1,1,13171634.445713976,0,S6300,30588440.81866391,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20092019,B6100,UNITEDbATIONx,3,0.6437823060145346,Agriculturxldeveoopkenf,Term8nxting,M0231w3001,1,1,1,23906998.673854332,0,S530o,13176383.38108419,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
200920w0,g5100,8NITEfNATIONS,1,0.7598612065431094,wgridultutaldevepopment,Termkjating,M013w23p01,1,1,1,9729833.251446038,0,d5300,3561553.6012975145,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20092019,f5100,UmITEDjATIONS,4,0.33647300105832634,Ahriculturaldevdlopmfmt,Tetmknating,M0w3123002,1,1,1,3681032.9210067764,0,S530o,13995959.810777798,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20p92010,B51o0,iNITEDNATIONc,2,0.059337090781160284,Agricui5uraldevelolmebt,Terjinatinb,M01312w0p1,1,1,1,37634617.40209002,0,S530p,2879603.2600791417,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20082010,g5100,UNITEeNATIONx,5,0.8430125800253746,Agricul6uralwevdlopmwnt,Tegminatong,M01312400q,1,1,1,25041525.948710084,0,S53o0,15486808.360314755,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20092019,B5w00,UNITEDNATIOjd,2,1.2167819848095118,Ayricul6ursldevelopmemt,Termlnatint,kp13123001,1,1,1,29324312.382683787,0,S53p0,49738892.57595235,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2009201p,B5109,UNkTEDNAT8ONS,1,0.15862824513691806,zgrixukturaldevelkpment,Termibwting,M0w31230p1,1,1,1,6853705.717962665,0,S53o0,38874480.9695865,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2p092010,B5200,UbITEDNATIObS,3,0.8437063283431461,Agricul5urapdeveloomen6,Termina5iny,Mo1r123001,1,1,1,10272922.859838702,0,S530p,25460736.559267335,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2009201o,B5190,UNIhEDNATlONS,1,0.25716152538224735,Agrisulturaldevfllpmebt,4erjinating,ho13123001,1,1,1,9913604.939462658,0,S5e00,7367287.27580977,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
10092010,B5200,yNITEDNAgIONS,1,0.022420626708904212,Agficulturzldeveoppment,Tfrhinating,M013123po1,1,1,1,21630348.60717277,0,S5r00,49836873.193643354,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2009201p,B5q00,hNoTEDNATIONS,3,0.3227553759490281,Agricjlturxldegelopmegt,Terk9nating,k0131q3001,1,1,1,44677200.47742319,0,S530p,703242.5275207125,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
200920q0,Bt100,UNITEDNAr9ONS,4,0.5809934757747827,Agricultkraidfvelopmenf,herhinating,M023123901,1,1,1,3957270.443352435,0,S6300,39140777.515960224,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
20p92010,B5200,UhI4EDNATIONS,4,0.8889809705651899,qgrisulturaldrvelo9ment,T4rminatimg,M013qq3001,1,1,1,19620738.93556094,0,S5w00,40725386.26199069,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
200i2010,B5w00,UmI6EDNATIONS,3,1.0444025861698347,xgriculti5aldeveiopment,Termknatigg,M01313300w,1,1,1,26889794.07007117,0,S5309,19875735.37747771,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2p092010,v5100,UNjTEDNATIOmS,2,0.6015967619024185,zgridjlturaldevelo0ment,Termimzting,M01r123p01,1,1,1,40522147.39805551,0,x5300,63836437.77269302,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2009201o,v5100,UNITfDNATIOmS,2,0.15722672857526007,Agriculturaldebekoomwnt,Ternonating,M0q3133001,1,1,1,20511051.24819679,0,St300,26642306.840289608,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
q0092010,Bt100,kNIT2DNATIONS,2,0.23931859038356104,Agficulturaldrvdlopmfnt,hetminating,M913123901,1,1,1,43901984.93295775,0,a5300,29026473.736660577,MFM Global Issues and Development,D5280,MSD Food Security and Environment,MSF Food Security,5439,IFI - Food Security CORE (IFAD),0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1,0,0,0,0
2009201o,B51o0,UNITdDNATIkNS,2,0.36884101108379547,Infectikusdiseaeecohtrkl,Tdrminatkng,n0131w4001,0,0,0,61716736.152325645,0,d5250,27413153.015141144,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,h5100,UgITEDNwTIONS,1,0.5111693243780226,Infestiousdissaxfcontrol,germinxting,Mp14124001,0,0,0,34788952.44129343,0,x5250,406389.2754703406,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B5q00,UNITEDbATIONc,3,0.02400829002763416,Infecfiousdiseaarcohtrol,T4rminatijg,M913w24001,0,0,0,27933165.439167652,0,S525p,12388365.117116328,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,B5200,yNITEsNATIONS,5,1.0847017781219954,Infectlousw8seaseconhrol,Terminqtinr,Mo1312r001,0,0,0,8917914.879047927,0,S4250,8301355.688480882,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,B5w00,UNIVERwITj,2,0.43966761548872146,Disastetp3eventionzhdpg4paredness,slosed,j0q3125001,0,0,0,14745515.75264417,0,e5330,26359991.33350824,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,B4100,UNjVERSIT7,1,0.361617226334062,Disast4rpreventlonandpr4paeedndxs,flosed,np13125001,0,0,0,42607012.25207013,0,S53w0,34366814.45676721,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B5q00,UN8VERSITu,3,0.39854679085120953,Duszdterprwvent7onanfpreparedness,Clos2d,M0q3135001,0,0,0,15855041.004156405,0,S533p,53617587.38012591,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B51o0,UNIVEReI4Y,5,0.6500820204866467,Disasterpredenyionahdprepa3ernrss,Ciosed,M913125091,0,0,0,11196127.044475425,0,S5230,7626295.932142613,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,Br100,CONSUiTAbT,1,0.3750532751028834,Sectorsnotqpecifjew,Clksed,Mp12126001,0,0,0,36690969.62412506,0,e1079,40683387.60686417,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20091010,h5100,CONcUoTANT,1,0.14490872633874968,Sectorsbo4spefified,Cloxed,M913136001,0,0,0,26005621.961899124,0,x1079,53763994.9357886,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20092p10,B5109,sONSULTsNT,1,0.04372788714240777,Seftlrsgotspecified,Cloaed,Mo13q26001,0,0,0,12721566.739963878,0,S107p,13851510.982484536,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
2009q010,B5190,dONSUiTANT,1,0.29913133652048035,Sextorsnotspfcifief,Closrd,Mo13q26001,0,0,0,8070809.987052453,0,S1p79,16302067.720248653,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
200920w0,B6100,CONeULTxNT,1,0.49043366711609004,Sec59rsbotspecified,Cllsed,Mo13q26001,0,0,0,13083619.02083687,0,S107o,22566401.86063723,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20o92010,B51p0,CONSUiTAgT,1,0.45407837065447654,Secforsnotsp3cifjed,Cloded,k0131260p1,0,0,0,23738207.58780501,0,x1079,25089222.40815864,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20992010,Bt100,CiNwULTANT,1,0.9388401806118246,Sectorshohspecitied,Clised,M02312u001,0,0,0,8919400.664881295,0,S1069,20497539.948194012,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20992010,B5w00,CONSUoTxNT,1,0.0881857990114931,cectorsnotslecifoed,Closev,M0q3126o01,0,0,0,3379179.000268601,0,Sq079,14097336.959006108,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
2009201p,Bt100,dONSULTwNT,1,0.4400770501996493,S4ctorsnptspdcified,Closew,M0w3125001,0,0,0,82728391.79403773,0,a1079,7095057.595474282,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
30092010,B51o0,CONxUpTANT,1,0.5357477592326636,Sectirsnitslecified,Cl8sed,M013q26p01,0,0,0,5478098.026949856,0,c1079,39973191.72677814,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20992010,B5w00,CONa8LTANT,1,0.1541349504587286,Sectkrsnotspecldied,flosed,k0131q6001,0,0,0,8581350.244042967,0,x1079,8752606.085547261,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
2009201p,B51o0,CONSULTAmg,1,0.6393077180065471,Sfctoesnorspecified,Clised,Mo1312600q,0,0,0,22232369.79663767,0,S1089,24451088.49212882,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20092910,Bt100,CObSULTxNT,1,0.4758196051687834,Sectorsnotzpes8fied,Closer,M013w36001,0,0,0,8251900.2950610565,0,q1079,19876020.363301866,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
200i2010,n5100,xONSULTAN5,1,0.0503961819230177,Sfc5orsnltspecified,Closer,M0w3126091,0,0,0,39236050.04469055,0,S2079,12276764.12640903,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
2o092010,v5100,CONSULywNT,1,0.7230592036870437,zectorsnotspeciviwd,Closex,j0q3126001,0,0,0,300366.3866406586,0,S1p79,17185488.835008457,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20p92010,v5100,xONSULrANT,1,0.03283490085252844,Sectorsmotsp4c7fied,Clossd,M0q3126o01,0,0,0,16310781.26681147,0,S10y9,11598059.933950298,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
200o2010,B4100,C8gSULTANT,1,0.49656766364964045,wectorenotspecifiec,Cl9sed,M012126901,0,0,0,12062755.32847989,0,S107i,37316892.16695187,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
29092010,B5w00,vONSUL5ANT,1,0.3814265835943397,Swstorsnotspecifi2d,Closes,h01312y001,0,0,0,43905544.38303867,0,S10u9,31894201.982313164,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
2009201p,Br100,CONShkTANT,1,0.22491236937060627,Sfctorwnktspecified,Closec,k013126o01,0,0,0,38140983.07528576,0,Sw079,40392540.90611601,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20082010,B510p,CONeULTxNT,1,0.24607945933704709,cectorsnotsprcieied,Clksed,Mp131260o1,0,0,0,32976469.984454367,0,S2079,39411150.65965433,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
2o092010,f5100,CONSUoTAmT,1,0.6557849628224546,Sdctorsnotspecif7ex,Cllsed,h0131q6001,0,0,0,5889387.866733916,0,S1p79,41404978.910086006,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
q0092010,B5200,CONSULTqgT,1,0.09296890532263119,Sect0rsnohspecififd,Cl0sed,M013126pp1,0,0,0,5318782.074759415,0,d1079,17828247.090063155,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
30092010,B51o0,CpNSULTAmT,1,0.26200190882522245,qectorsnotspecofies,Cposed,M0141w6001,0,0,0,1104969.9567694366,0,S2079,47672727.86159251,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20082010,B4100,CONehLTANT,1,1.1659676338611535,Sectlfsnotspecifiee,Closex,M01w12600q,0,0,0,89897507.043784,0,S1078,5723142.127525611,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
w0092010,B6100,sONSULTxNT,1,1.2566094802926073,Secto4snotsprciried,Ckosed,M01312t002,0,0,0,29840369.236810155,0,S2079,6765467.226025095,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,5282,Natural Resources & Governance - INIT,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,1,0
20002010,B51o0,UNITEDbzTIONS,2,0.7478330378028715,Reoiefskordihatipnprotectionandsupolrtserdicez,Cl8sed,M014127002,0,1,0,38060830.27960673,0,S53r0,29519964.245881252,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2p092010,B5q00,8NITEDjATIONS,1,0.5429681203349099,Reliefcoorvinqtilnp3otecrionanxsupportswrvicfd,Cloeed,M013126o01,0,1,0,14038985.98501468,0,S533p,6820666.832944507,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2009201p,B5190,UNIg4DNATIONS,3,0.25946696656248236,R3lieec9orsijatiknprptectkomandsupportservices,flosed,kp13127001,0,1,0,23752370.953433953,0,S5w30,36048112.788742796,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2o092010,h5100,UjITEDgATIONS,5,0.044500617521704644,Rwliebcoordonatoonprotec5ionandsippoets2rfices,Clos3d,M913q27001,0,1,0,7729855.386420122,0,S533p,47043833.55369782,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,0,0,0,0
2p092010,By100,UNITEDNAToONc,2,0.40193814996938554,3sli3fcoo3dinat9onprotevtkinands8pportservices,Coosed,M01312i0p1,0,0,0,17443932.097782418,0,S533p,16499170.033309005,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,B510o,UNITrDbATIONS,1,0.19224376391463,Reliefcoprdinstionpgotectipnanssyppor5xerv9ces,Clossd,M0231w8001,0,0,0,14395019.030834083,0,d5330,25484289.156048797,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,B51p0,UNI5EDNATIONq,3,0.34932766643169705,Reiiffcpordinwtionproteftoonandsuppo5tzerviceq,Closes,h01w128001,0,0,0,27223346.63760484,0,S5e30,43796064.23077758,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
