assay_id,curated_by,assay_subcellular_fraction,assay_tissue,tissue_id,description,tid,assay_organism,doc_id,bao_format,assay_strain,assay_type,assay_test_type,assay_category,assay_tax_id,assay_cell_type,relationship_type
5337,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H1: MSR-33),80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5338,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H2: MSR-26),80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5339,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H3: MSR-28); <20% inhibition achieved,80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5340,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H1: MSR-33),80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5341,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26),80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5342,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26) (less than 20% inhibition achieved),80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5343,Intermediate,,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H3: MSR-28); <20% inhibition achieved,80641,Homo sapiens,11831,BAO_0000219,,F,,,9606.0,791T cell line,N
5344,Intermediate,,,,Growth inhibitory concentration against tumor cells in culture renal cancer 796-0 cell line,80640,Homo sapiens,12782,BAO_0000219,,F,,,9606.0,786-0,N
5345,Intermediate,,,,In vitro anticancer activity against 8 NCI CNS cancer cell lines; inactive,22226,,1229,BAO_0000019,,F,,,,,U
5346,Expert,,,,Inhibition of cell growth in drug resistant 8226 myeloma cell line,80433,Homo sapiens,15313,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5347,Expert,,,,Inhibition of cell growth in drug sensitive 8226 myeloma cell line,80433,Homo sapiens,15313,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5348,Intermediate,,,,In vitro inhibition of tumor cell growth in the human myeloma 8226 system.,80433,Homo sapiens,11544,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5349,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5350,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5351,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5352,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5353,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5354,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5355,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5356,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5357,Intermediate,,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5358,Intermediate,,,,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),80021,Homo sapiens,14769,BAO_0000219,,F,,,9606.0,A498,N
5359,Intermediate,,,,Compound was tested for the growth inhibition of A498 renal tumor cell line,80021,Homo sapiens,15354,BAO_0000219,,F,,,9606.0,A498,N
5360,Intermediate,,,,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),80021,Homo sapiens,17445,BAO_0000219,,F,,,9606.0,A498,N
5361,Intermediate,,,,In vitro inhibitory concentration against renal cancer cell line A498,80021,Homo sapiens,4337,BAO_0000219,,F,,,9606.0,A498,N
5362,Intermediate,,,,Cytotoxicity against A 498 tumor cell line,80021,Homo sapiens,15277,BAO_0000219,,F,,,9606.0,A498,N
5363,Intermediate,,,,In vitro antitumor activity against A498 human cancer cell line,80021,Homo sapiens,4812,BAO_0000219,,F,,,9606.0,A498,N
5364,Intermediate,,,,In vitro antitumor activity against A498 human cancer cell line (Data from NCI-screening),80021,Homo sapiens,4812,BAO_0000219,,F,,,9606.0,A498,N
5365,Intermediate,,,,Inhibitory dose required against A498 human tumor cell lines,80021,Homo sapiens,4995,BAO_0000219,,F,,,9606.0,A498,N
5366,Intermediate,,,,Anticancer activity against one renal cancer (A498 cell line),80021,Homo sapiens,5847,BAO_0000219,,F,,,9606.0,A498,N
5367,Intermediate,,,,In vitro cytotoxicity against melanoma A498 cell line,80021,Homo sapiens,6557,BAO_0000219,,F,,,9606.0,A498,N
5368,Intermediate,,,,Compound was tested for growth inhibitory activity against A498 cell line,80021,Homo sapiens,2597,BAO_0000219,,F,,,9606.0,A498,N
5369,Intermediate,,,,Compound tested for growth inhibition of renal cancer cell line A498,80021,Homo sapiens,6058,BAO_0000219,,F,,,9606.0,A498,N
5370,Intermediate,,,,Compound was tested for 50% growth inhibition against human renal cancer A498 cell line,80021,Homo sapiens,17708,BAO_0000219,,F,,,9606.0,A498,N
5371,Intermediate,,,,Growth inhibition of the A498 Renal cancer cell line for 2-day in vitro assay.,80021,Homo sapiens,15176,BAO_0000219,,F,,,9606.0,A498,N
5372,Intermediate,,,,In vitro antitumor activity against Renal cancer A498 cell lines by 6-day assay,80021,Homo sapiens,15300,BAO_0000219,,F,,,9606.0,A498,N
5373,Intermediate,,,,Tested for cytotoxicity against A498 cell lines in renal cancer,80021,Homo sapiens,11970,BAO_0000219,,F,,,9606.0,A498,N
5374,Intermediate,,,,Tested in vitro for cytotoxicity in A498 cell line of Renal cancer,80021,Homo sapiens,12400,BAO_0000219,,F,,,9606.0,A498,N
5375,Expert,,,,Cytotoxic effect on renal cancer lines A498,80021,Homo sapiens,12888,BAO_0000219,,F,,,9606.0,A498,N
5376,Intermediate,,,,Antitumor activity was evaluated for reduction of growth of renal cancer (A498) cells at a concentration of 100 uM,80021,Homo sapiens,3030,BAO_0000219,,F,,,9606.0,A498,N
5377,Intermediate,,,,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),80021,Homo sapiens,14769,BAO_0000219,,F,,,9606.0,A498,N
5378,Intermediate,,,,Concentration of compound that cause 50% cytotoxicity of A498 renal cancer cell line,80021,Homo sapiens,17376,BAO_0000219,,F,,,9606.0,A498,N
5379,Intermediate,,,,Growth inhibitory activity against A498-2LM human solid tumor cell line using MTT assay,80021,Homo sapiens,16558,BAO_0000219,,F,,,9606.0,A498,N
5380,Intermediate,,,,Cytotoxicity against human kidney carcinoma cell lines A4982LM,80021,Homo sapiens,5194,BAO_0000219,,F,,,9606.0,A498,N
5381,Intermediate,,,,Evaluated for the inhibitory concentration required to cause growth inhibition of A498Rem- renal cell line using the MTT Cytotoxicity Assay,80021,Homo sapiens,10708,BAO_0000219,,F,,,9606.0,A498,N
5382,Expert,,,,Antiproliferative activity in vitro against A549 (human non-small lung carcinoma) cell line.,80682,Homo sapiens,16880,BAO_0000219,,F,,,9606.0,A549,N
5383,Intermediate,,,,Antitumor activity against A549 human lung carcinoma cell line,80682,Homo sapiens,10196,BAO_0000219,,F,,,9606.0,A549,N
5384,Intermediate,,,,Antitumor activity against A549 human lung carcinoma cell line in experiment 1,80682,Homo sapiens,10196,BAO_0000219,,F,,,9606.0,A549,N
5385,Intermediate,,,,Antitumor activity against A549 human lung carcinoma cell line in experiment 2,80682,Homo sapiens,10196,BAO_0000219,,F,,,9606.0,A549,N
5386,Intermediate,,,,"Concentration required to inhibit tumor growth in A549, human lung carcinoma (NSCLC) cell line",80682,Homo sapiens,12083,BAO_0000219,,F,,,9606.0,A549,N
5387,Expert,,,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay,80682,Homo sapiens,16464,BAO_0000219,,F,,,9606.0,A549,N
5388,Intermediate,,,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,80682,Homo sapiens,16464,BAO_0000219,,F,,,9606.0,A549,N
5389,Expert,,,,In vitro cytotoxic activity against human lung A549 cell line,80682,Homo sapiens,16470,BAO_0000219,,F,,,9606.0,A549,N
5390,Intermediate,,,,In vitro cytotoxic activity against human lung A549 cell line ( standard deviation in parenthesis),80682,Homo sapiens,16470,BAO_0000219,,F,,,9606.0,A549,N
5391,Intermediate,,,,In vitro cytotoxic activity against human lung A549 cell line),80682,Homo sapiens,16470,BAO_0000219,,F,,,9606.0,A549,N
5392,Intermediate,,,,In vitro cytotoxic activity against human lung A549 cell line;NT is not tested,80682,Homo sapiens,16470,BAO_0000219,,F,,,9606.0,A549,N
5393,Expert,,,,In vitro cytotoxicity against human non small-cell-lung cell line A549.,80682,Homo sapiens,16582,BAO_0000219,,F,,,9606.0,A549,N
5394,Intermediate,,,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors",80682,Homo sapiens,15935,BAO_0000219,,F,,,9606.0,A549,N
5395,Intermediate,,,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors in folate deficient medium",80682,Homo sapiens,15935,BAO_0000219,,F,,,9606.0,A549,N
5396,Expert,,,,Inhibition of A549 human lung carcinoma cell proliferation,80682,Homo sapiens,16597,BAO_0000219,,F,,,9606.0,A549,N
5397,Intermediate,,,,Inhibitory activity against A549 lung adenocarcinoma cell line,80682,Homo sapiens,17376,BAO_0000219,,F,,,9606.0,A549,N
5398,Intermediate,,,,Inhibitory concentration required to reduce A549 tumor cell growth by 50% in MTT assay,80682,Homo sapiens,16496,BAO_0000219,,F,,,9606.0,A549,N
5399,Intermediate,,,,in vitro anticancer activity against cultured A549 human tumor(lung) cell line,80682,Homo sapiens,16152,BAO_0000219,,F,,,9606.0,A549,N
5400,Intermediate,,,,in vitro inhibition of tumor cell growth in cultured A549 human tumor cell line,80682,Homo sapiens,16152,BAO_0000219,,F,,,9606.0,A549,N
5401,Intermediate,,,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,80682,Homo sapiens,16464,BAO_0000219,,F,,,9606.0,A549,N
5402,Intermediate,,,,Cytotoxicity was evaluated against A549 non-small cell lung carcinoma human cancer cell line,80682,Homo sapiens,2288,BAO_0000219,,F,,,9606.0,A549,N
5403,Intermediate,,,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,80682,Homo sapiens,17350,BAO_0000219,,F,,,9606.0,A549,N
5404,Expert,,,,Inhibition of A549 cancer cell proliferation,80682,Homo sapiens,4090,BAO_0000219,,F,,,9606.0,A549,N
5405,Expert,,,,Inhibition of A549 cancer cell proliferation (Not tested),80682,Homo sapiens,4090,BAO_0000219,,F,,,9606.0,A549,N
5406,Intermediate,,,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,80682,Homo sapiens,17350,BAO_0000219,,F,,,9606.0,A549,N
5407,Intermediate,,,,In vitro inhibitory concentration required against human lung A549 carcinoma cells proliferation,80682,Homo sapiens,4197,BAO_0000219,,F,,,9606.0,A549,N
5408,Intermediate,,,,Antiproliferative potency determined as inhibitory concentration against A549 cells,80682,Homo sapiens,17072,BAO_0000219,,F,,,9606.0,A549,N
5409,Intermediate,,,,Percent assembly of bovine brain tubulin induced by compound at 10 uM versus that caused by 10 uM paclitaxel,80682,Homo sapiens,17072,BAO_0000219,,F,,,9606.0,A549,N
5410,Intermediate,,,,Cytotoxicity against Renal cell lines A549 was determined,80682,Homo sapiens,5194,BAO_0000219,,F,,,9606.0,A549,N
5411,Intermediate,,,,Area under curve was determined in dog after a 3 mg/kg of oral dose,50588,Canis lupus familiaris,4257,BAO_0000218,,A,,,9615.0,,N
5412,Intermediate,,,,Area under curve was determined in dog after oral administration at 1 mg/kg,50588,Canis lupus familiaris,6123,BAO_0000218,,A,,,9615.0,,N
5413,Intermediate,,,,Area under curve was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,50588,Canis lupus familiaris,1337,BAO_0000218,,A,,,9615.0,,N
5414,Intermediate,,,,Area under curve was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,50588,Canis lupus familiaris,1337,BAO_0000218,,A,,,9615.0,,N
5415,Intermediate,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-2 mins),50588,Canis lupus familiaris,8833,BAO_0000218,,A,,,9615.0,,N
5416,Intermediate,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-5 mins),50588,Canis lupus familiaris,8833,BAO_0000218,,A,,,9615.0,,N
5417,Intermediate,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of (0-15 mins),50588,Canis lupus familiaris,8833,BAO_0000218,,A,,,9615.0,,N
5418,Intermediate,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of( 0-120 mins),50588,Canis lupus familiaris,8833,BAO_0000218,,A,,,9615.0,,N
5419,Intermediate,,Plasma,1969.0,Area under plasma concentration time curve in dog upon oral administration,50588,Canis lupus familiaris,17657,BAO_0000218,,A,,,9615.0,,N
5420,Intermediate,,Plasma,1969.0,Area under plasma concentration time curve was measured in dogs after an oral dose of 10 uM/kg,50588,Canis lupus familiaris,17650,BAO_0000218,,A,,,9615.0,,N
5421,Intermediate,,,,Area under the curve for compound was evaluated in dog at a dose of 10 mg/kg.,50588,Canis lupus familiaris,1977,BAO_0000218,,A,,,9615.0,,N
5422,Intermediate,,,,Area under the curve for compound was evaluated in dog at a dose of 20 mg/kg.,50588,Canis lupus familiaris,1977,BAO_0000218,,A,,,9615.0,,N
5423,Intermediate,,,,Area under the curve for the compound was obtained when tested in dog,50588,Canis lupus familiaris,3132,BAO_0000218,,A,,,9615.0,,N
5424,Intermediate,,,,Area under the curve at a dose of 1 mg/kg,50588,Canis lupus familiaris,5473,BAO_0000218,,A,,,9615.0,,N
5425,Intermediate,,,,Area under the curve at a dose of 1 mg/kg (oral),50588,Canis lupus familiaris,5474,BAO_0000218,,A,,,9615.0,,N
5426,Intermediate,,,,Area under the curve at i.v. dose of 0.2 mg/kg,50588,Canis lupus familiaris,5474,BAO_0000218,,A,,,9615.0,,N
5427,Intermediate,,,,Area under the curve was measured in dog after an iv dose of 1 mg/kg,50588,Canis lupus familiaris,6062,BAO_0000218,,A,,,9615.0,,N
5428,Intermediate,,,,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in dog,50588,Canis lupus familiaris,4709,BAO_0000218,,A,,,9615.0,,N
5429,Intermediate,,,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 1 mpk perorally,50588,Canis lupus familiaris,2652,BAO_0000218,,A,,,9615.0,,N
5430,Intermediate,,,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 5 mpk perorally,50588,Canis lupus familiaris,2652,BAO_0000218,,A,,,9615.0,,N
5431,Intermediate,,,,Compound was evaluated for area under the curve in dog blood.,50588,Canis lupus familiaris,2877,BAO_0000218,,A,,,9615.0,,N
5432,Intermediate,,,,In vivo area under curve was calculated by peroral administration at 1 mg/kg in fasted dog,50588,Canis lupus familiaris,5444,BAO_0000218,,A,,,9615.0,,N
5433,Intermediate,,Plasma,1969.0,AUC in dog after oral dose (1 mg/kg),50588,Canis lupus familiaris,5130,BAO_0000218,,A,,,9615.0,,N
5434,Intermediate,,,,Pharmacokinetic (PK) property (AUC) was determined in dog at the single oral dose of 1 mg/kg,50588,Canis lupus familiaris,6265,BAO_0000218,,A,,,9615.0,,N
5435,Intermediate,,,,"Pharmacokinetic data in dogs at dose of 1 mg/kg perorally, and the area under curve (AUC) was reported.",50588,Canis lupus familiaris,4657,BAO_0000218,,A,,,9615.0,,N
5436,Intermediate,,,,Pharmacokinetic parameter AUC after intravenous administration to dogs,50588,Canis lupus familiaris,16367,BAO_0000218,,A,,,9615.0,,N
5437,Intermediate,,,,Pharmacokinetic parameter AUC after oral administration to dogs,50588,Canis lupus familiaris,16367,BAO_0000218,,A,,,9615.0,,N
5438,Intermediate,,,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 17b,50588,Canis lupus familiaris,9579,BAO_0000218,,A,,,9615.0,,N
5439,Intermediate,,,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 2b,50588,Canis lupus familiaris,9579,BAO_0000218,,A,,,9615.0,,N
5440,Intermediate,,,,Pharmacokinetic property (AUC) was measured in dog at the dose of 0.032 mg/kg p.o.,50588,Canis lupus familiaris,5983,BAO_0000218,,A,,,9615.0,,N
5441,Intermediate,,,,Pharmacokinetic property in dogs after oral administration at 1 mg/kg,50588,Canis lupus familiaris,6241,BAO_0000218,,A,,,9615.0,,N
5442,Intermediate,,,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog",50588,Canis lupus familiaris,5313,BAO_0000218,,A,,,9615.0,,N
5443,Intermediate,,,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog at dosage of 10 mpk",50588,Canis lupus familiaris,5313,BAO_0000218,,A,,,9615.0,,N
5444,Intermediate,,,,Oral AUCN in dog ( (dosed as a mixture of five compounds at 0.5 mpk each via iv only),50588,Canis lupus familiaris,6642,BAO_0000218,,A,,,9615.0,,N
5445,Intermediate,,,,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),50588,Canis lupus familiaris,6642,BAO_0000218,,A,,,9615.0,,N
5446,Intermediate,,,,Oral AUCN in dog (dosed at 0.5 mpk iv ),50588,Canis lupus familiaris,6641,BAO_0000218,,A,,,9615.0,,N
5447,Intermediate,,,,Oral AUCN in dog (dosed at 0.5 mpk iv ),50588,Canis lupus familiaris,6642,BAO_0000218,,A,,,9615.0,,N
5448,Intermediate,,,,Compound was evaluated for oral bioavailability in dog; 90-100,50588,Canis lupus familiaris,17791,BAO_0000218,,A,,,9615.0,,N
5449,Intermediate,,,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,50588,Canis lupus familiaris,17655,BAO_0000218,,A,,,9615.0,,N
5450,Intermediate,,,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,50588,Canis lupus familiaris,17655,BAO_0000218,,A,,,9615.0,,N
5451,Intermediate,,,,PAPP (membrane permeability) in dog kidney cell monolayer assay,50588,Canis lupus familiaris,6596,BAO_0000218,,A,,,9615.0,,N
5452,Intermediate,,,,Oral bioavailability in dog,50588,Canis lupus familiaris,3880,BAO_0000218,,A,,,9615.0,,N
5453,Intermediate,,,,Bioavailability administered orally at a dose of 10 mg/kg to dogs,50588,Canis lupus familiaris,16367,BAO_0000218,,A,,,9615.0,,N
5454,Intermediate,,Plasma,1969.0,Plasma protein binding towards dog plasma at 10 uM,50588,Canis lupus familiaris,17409,BAO_0000218,,A,,,9615.0,,N
5455,Intermediate,,Plasma,1969.0,Plasma protein binding towards dog plasma at 100 uM,50588,Canis lupus familiaris,17409,BAO_0000218,,A,,,9615.0,,N
5456,Intermediate,,,,Bioavailability in dog (dose 4 mg/kg p.o.),50588,Canis lupus familiaris,2959,BAO_0000218,,A,In vivo,,9615.0,,N
5457,Intermediate,,,,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,50588,Canis lupus familiaris,13501,BAO_0000218,,A,In vivo,,9615.0,,N
5458,Intermediate,,,,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,50588,Canis lupus familiaris,4527,BAO_0000218,,A,In vivo,,9615.0,,N
5459,Intermediate,,,,Bioavailability in dogs,50588,Canis lupus familiaris,15145,BAO_0000218,,A,In vivo,,9615.0,,N
5460,Intermediate,,,,Bioavailability,50588,Canis lupus familiaris,4219,BAO_0000218,,A,In vivo,,9615.0,,N
5461,Intermediate,,,,Oral bioavailability in dog (dose 10 mg/kg),50588,Canis lupus familiaris,17538,BAO_0000218,,A,In vivo,,9615.0,,N
5462,Intermediate,,,,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,50588,Canis lupus familiaris,17538,BAO_0000218,,A,In vivo,,9615.0,,N
5463,Intermediate,,,,Bioavailability in dog (dose 10.0 mg/kg p.o.),50588,Canis lupus familiaris,1466,BAO_0000218,,A,In vivo,,9615.0,,N
5464,Intermediate,,,,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,50588,Canis lupus familiaris,17650,BAO_0000218,,A,In vivo,,9615.0,,N
5465,Intermediate,,,,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,50588,Canis lupus familiaris,3132,BAO_0000218,,A,In vivo,,9615.0,,N
5466,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5467,Autocuration,,Liver,2107.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5468,Autocuration,,Liver,2107.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5469,Autocuration,,Liver,2107.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5470,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5471,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5472,Autocuration,,Muscle tissue,2385.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5473,Autocuration,,Muscle tissue,2385.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5474,Autocuration,,Muscle tissue,2385.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5475,Autocuration,,Spleen,2106.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5476,Autocuration,,Spleen,2106.0,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5477,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5478,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5479,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5480,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5481,Autocuration,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,22224,Mus sp.,2413,BAO_0000218,,A,,,10095.0,,U
5482,Autocuration,,,,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5483,Autocuration,,Cerebellum,2037.0,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5484,Autocuration,,Frontal cortex,1870.0,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5485,Autocuration,,,,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5486,Autocuration,,Striatum,2435.0,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5487,Autocuration,,,,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5488,Autocuration,,Cerebellum,2037.0,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5489,Autocuration,,Frontal cortex,1870.0,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5490,Autocuration,,,,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
5491,Autocuration,,Striatum,2435.0,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),22224,Cercopithecidae,17827,BAO_0000019,,A,,,9527.0,,U
