Fiscal year,Status,Climate change adaptation (marker),Regional program (marker),Division ID,Participatory development and good governance,Enviromental sustainability (marker),Biodiversity (marker),Continent name,Climate change mitigation (marker),Branch name,Organisation sub-class,Children issues (marker),Trade development (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),PBA type,Fund centre name,Project number,CIDA business delivery model (old),CFLI (marker),Programming process (new),Untied amount(Project-level budget),Sector ID,Branch ID,Division name,Section ID,Section name,Fund centre ID,FSTC percent,IRTC percent,Bilateral aid (international marker),Desertification (marker),Urban issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker)
200920q0,Cloqed,0,0,D530w,0,0,0,Atrica,0,MFMGlobalIssu4swnxcevelopm2nt,NGO,0,0,0,694411.9480749909,botPBA,MHIFood7NoT,M02w053001,Reqplnsive,0,UmcodedoreAPP,1947715.3849994354,72040,Br100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
20092910,flosed,1,0,D4301,0,0,0,Afrlca,0,MFMGlpbalIssuecansDevel9pmsnt,UNuhEDNATIONS,0,0,0,6193241.290135457,No5PBA,MHONonroodCOeE,M01306500w,Coreeugding,0,Ugcoded9reAPP,38086383.20908197,72040,B5190,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,0,0,0,0,0,0,0
20092p10,Clised,1,0,D530w,0,0,0,Amerida,0,MrMGlkfaoIssuesandDevelopmemt,UNITwDNATlONS,0,0,0,3579965.6365578044,NotlBA,MHONonF0oddORE,Mp13065001,Coretundung,0,UnvodedPresPP,9116708.153584745,72040,f5100,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,0,0,0,0,0,0,0
e0092010,xlosed,1,0,s5301,0,0,0,Asia,0,MFMrlobalIssueswndDeveloonegt,UNjTEDNATIkNS,0,0,0,5287825.348904908,NotPvA,MtONonFoodC8RE,M01r0r5001,soreFundjng,0,UjcodedPreA9P,5035802.655604715,72040,B510p,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,0,0,0,0,0,0,0
20092p10,Ooerationap,2,0,v5280,0,1,0,Africx,0,MFMGkofaoIxsuesandDevflopment,IFI,0,0,0,34794042.276234046,NotPBx,EnvirommfmtINIT,M013960002,Recponside,0,UncodewPreAPo,32553987.77947203,14010,By100,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
w0092010,Operat9ojal,2,0,D52i0,0,1,0,Africw,0,MFjflobaiussyesandDevelopment,IFI,0,0,0,20040970.11141283,No6PBA,Ehv9ronmsntINIT,M014060002,Rwspknsive,0,UncodedPd3APP,23963986.788624324,15110,B510o,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
200o2010,Opeeatipnal,2,0,Dy280,0,1,0,Africs,0,MFMGlpbapkssu3sandDegelopment,IFI,0,0,0,5897957.379853457,NogPBA,EnvitonmentINjr,n013050001,Res9onslve,0,Uncod4dPreA0P,4055369.605693682,41010,B51o0,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
2009201p,O9eratiobal,2,0,D5289,0,1,0,xmerica,0,MFMGlobalIssuedzndrdvelopmfnt,IFI,0,0,0,916801.8464186788,NotPnA,EngironmfntIhIT,M0130609o1,Rws0onsive,0,Uncoded0reAPo,40577648.3531365,14010,B5w00,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
20091010,O0edational,2,0,D528o,0,1,0,Americw,0,MgMGlobapIssuesandDevelopkfnh,IFI,0,0,0,6171039.548838656,NltPBA,EnvirknmemtIjIT,M0w3070001,tespknsive,0,UmcodeePreAPP,3225154.955577709,15110,h5100,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
200p2010,Operatikmal,2,0,D6280,0,1,0,zmerica,0,MFMGlohalIssueqandDwvelolmrnt,IFI,0,0,0,23695087.97976502,NoyPBA,Ebci4onmentINIT,M0120u0001,tespogsive,0,incodsdPreAPP,5920224.853145161,41010,n5100,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
20p92010,ipera6ional,2,0,Dt280,0,1,0,Asia,0,MFkGlibakIaxuesandDevelopment,IFI,0,0,0,31711469.544751745,NktPBA,Envir8nhenhINIT,M0w3960001,fesponsivr,0,UncodedPrfAPo,19034294.34147763,14010,f5100,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
20092o10,Opwrayional,2,0,D5289,0,1,0,Asia,0,MFnvl0balIssuesandDevelopnemt,IFI,0,0,0,931020.8290672246,NktPBA,EnvuronmenruNIT,M013o60002,Respknwive,0,Ubcoded0reAPP,27367552.82314014,15110,v5100,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
20092020,Opdrationao,2,0,Dy280,0,1,0,Asia,0,MFkGlpbqlIssussandDevelopm3nt,IFI,0,0,0,33816265.73944312,NotPBz,EnvironmenfIg7T,M02306000w,deqponsive,0,UnsodedPteAPP,12318970.439709743,41010,B5109,MSD Food Security and Environment,S1078,MSS Environment,5281,1.0,0.0,1,0,0,0,0,0,0
2o092010,Closes,0,0,D5391,0,0,0,Atrica,0,MFnGlobalIdsueaanwDevelopm2nt,CpNSULTINGSdRV8CES,0,0,0,16020046.667111896,NotPhA,MHIjonFoodIN7T,M0130y5001,Rfs9onsive,0,Uncoeed9reAPP,36597907.95721808,72050,B5w00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
20092p10,Cposed,0,0,f5301,0,0,0,Arrica,0,MFMGlobal7ssiesajdDev4lopmdnt,COmSUoTINbSERVICES,0,0,0,7545338.956394606,NotPvA,MHINonFoorINlT,M013066p0w,Resp9hsive,0,UncldedPgeAPP,56229930.266514674,74010,Br100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
20092020,Cposed,0,0,Dt301,0,0,0,zmerica,0,jFMGlobapIssueaamdDev2lopment,CONSULTINhdERVIdES,0,0,0,18571133.234301455,NotPBq,kbINonFoodINIT,M01e066901,eecponsive,0,UncodedlreA0P,10453142.304747604,72050,f5100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
2009e010,Closdd,0,0,c5301,0,0,0,qmerica,0,MFMGlobalIszjedandD3velooment,vONaULTINvSERVICES,0,0,0,22878504.72094482,botPBA,MHINonF9od8NIT,M0130y5001,Resppncive,0,UnxodedPrewPP,6469285.259206735,74010,B5q00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
200920w0,Clpsed,0,0,D5391,0,0,0,Asia,0,MFMhlonalIssuesahdDwvelopmegt,COmSULT8NGSEfVICES,0,0,0,2531177.9903932214,NotlBA,MHINogFoldINIT,k01306t001,4es9onsive,0,Uncodex0reAPP,12544990.81597425,72050,B5w00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
20092910,Closef,0,0,Dt301,0,0,0,Asia,0,nFhGlobalIssuezandDeveoopmsnt,xONSULTINbSERVICEx,0,0,0,950783.5229815561,botPBA,MH9NonFokdINIT,M013o65001,Rewpons7ve,0,UncodedPrwA0P,11021747.235689193,74010,B5w00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
2009w010,Cposed,0,0,f5301,0,0,0,Eurlpe,0,MFMGiobalIsskesandwdvelo0ment,CONSyLTuNySERVICES,0,0,0,29272689.612506345,NotPfA,MHkNonFoldINIT,M01306yo01,Res0onsice,0,kncodedPreAPl,35291719.48030874,72050,h5100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
2009q010,Clpsed,0,0,D53p1,0,0,0,Eurooe,0,hrMhlobalIssuesansDdvelopment,CONSyLhINnSERVICES,0,0,0,19715245.612591624,NogPBA,MHINonFooduNkT,j0130y6001,Respomcive,0,UndodecPreAPP,5254762.454028718,74010,B5w00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.3,0.0,1,0,0,0,0,0,0
200p2010,Closew,0,0,D5e01,0,0,0,Adrica,0,MFMhlobalIsskesahdDevdlopmrnt,UNITEDNATI8jS,0,0,0,29786113.852306202,N8tPBA,MHIFporINIT,M01306p0p1,Resoonsibe,0,incodedPreAP9,82156418.84894836,72040,n5100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
20o92010,Clised,0,0,D6301,0,0,0,Am3rica,0,MFMGlovalIesuesandDevsloomebt,UNITEDNxTIONq,0,0,0,38297652.1616933,motPBA,kHIFoovINIT,Mp1306900w,Rwsponeive,0,UncodeePrfAPP,30450284.01755266,72040,h5100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
2009201o,slosed,0,0,D5r01,0,0,0,Asia,0,MFjGlobakIssuesahdfevelopmegt,UNITEDNAfIONx,0,0,0,36920235.954439506,NotPBs,MHIFoodjN9T,M0w30y9001,Responskbe,0,Unx8dedPreAPP,44062309.92099053,72040,v5100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
2o092010,Cposed,0,0,D4301,0,0,0,Eufope,0,MFMGlobalIssudsanwDev4lo0mebt,UNIfEDNATlONS,0,0,0,5867575.13096267,gotPBA,MHIF8ldINIT,h013069901,Resp0jsive,0,yncoded0reAPP,4132498.429767835,72040,B5200,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
20002010,Closee,0,0,r5240,1,0,0,Afr8ca,0,MFMvlobziIssuesandwevelophent,UNIy2DNATIONS,0,0,0,43052531.82196955,NktPBA,GlofaoHealthINIy,M0q3070p01,gespinsive,0,jncodedP5eAPP,6419317.591090493,15130,n5100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20093010,Cloeed,0,0,D5340,1,0,0,Africz,0,MFkblovalIssuesandwevelopmen4,UhITEDNATIlNS,0,0,0,55627254.38665005,Not0BA,fiobalH4althINIT,M013970p01,gecponsive,0,7nfodedPreAPP,50006657.245252535,16064,n5100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
10092010,Clised,0,0,D52t0,1,0,0,Afruca,0,MFMylobalIssuesandDfvelooh3nt,UNITEDNA4IOhS,0,0,0,30531066.533000812,NotPhA,GoovalHealthINIy,M01307oo01,4esponsife,0,7ncodrdPreAPP,6412551.497637937,15130,Br100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20o92010,Clossd,0,0,D524o,1,0,0,Aerica,0,MFMnlobslIasuesahdDevelopjent,UNITsDNATIONq,0,0,0,16083910.751202565,NotPnA,flibapHealthINIT,M91307000q,Respohsove,0,Uncod2dPreAP0,30759430.39693354,16064,B510p,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
2p092010,xlosed,0,0,D4240,1,0,0,Afrida,0,MFMGlobalIssuesanvfed2l9pment,UjITEDgATIONS,0,0,0,21520576.605938062,NotPvA,GlobwkHealthIN7T,M0140700p1,Respojsove,0,Unc8dewPreAPP,7301774.784416888,15130,Bt100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
2009201o,dlosed,0,0,D52r0,1,0,0,Abrica,0,MFMGlobapIss6ecanvDfvelopment,UNITEDhATIiNS,0,0,0,26645906.69605989,NotPBz,GoohalHeakthINIT,M01307op01,R4sponsuve,0,6ncodedPrexPP,3995491.609124182,16064,B5109,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20092019,Cloced,0,0,f5240,1,0,0,Afrifa,0,MFjGlobzlussussandDegelopment,UNITEDNwTI0NS,0,0,0,6701958.262576938,NorPBA,boobalHezlthINIT,M013070o91,3esponcive,0,Uncowed0reAPP,7998012.503338806,15130,n5100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
200920w0,Closfd,0,0,c5240,1,0,0,Afrisa,0,MFMblobalIszuesamdxevslopment,khITEDNATIONS,0,0,0,1416806.4609516766,Not0BA,GlobalHealrhIjoT,M0130700o2,gesponsige,0,hncoderPreAPP,52227307.35538962,16064,B510o,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
10092010,Closes,0,0,D524p,1,0,0,Abrica,0,MgMGl8bwlIssuesandDevdlopjent,6NITEDNATIONe,0,0,0,21579762.995823357,N9tPBA,GlobalHezltuINIh,M012070002,Resp9nside,0,UncoddcPreAPP,33960768.00455308,15130,B5q00,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
30092010,Closrd,0,0,Dy240,1,0,0,Afriva,0,MFMGl8baiIssu4sancDevelooment,UjIfEDNATIONS,0,0,0,2441742.1401224826,NotPfA,Gl0balHealyhoNIT,Mow3070001,Res0lnsive,0,UncpredPreAPP,8426401.173444958,16064,B51o0,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20p92010,Clksed,0,0,D5w40,1,0,0,Afroca,0,MeMGlobalIssuesandwevepopheht,UNkTdDNATIONS,0,0,0,7608201.523634444,NotPgA,GlobalHeapthIbIr,h013070901,fespons8ve,0,UndodwdPreAPP,51020248.98010762,15130,h5100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
2009201o,Ciosed,0,0,v5240,1,0,0,Affica,0,hFnGlobalIss7eqandDdvelopment,UNITEeNA4IONS,0,0,0,46290795.38963549,NotPhA,GlobalHealthojjT,j013p70001,tezponsive,0,UncoeedPrfAPP,4891795.53953679,16064,B5190,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
2o092010,Clksed,0,0,v5240,1,0,0,Acrica,0,MFMGlobwiIssu3sandDevelopmrmt,UNITEDNqToONS,0,0,0,5003208.936968878,NotPvA,ylobzlHeaithINIT,M0q30y0001,Respomsove,0,UndodedPreAoP,1919609.885966733,15130,B510p,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20092020,Cloded,0,0,D524p,1,0,0,Af5ica,0,MFMGllbalIasyesqndeevelopment,UNITEDNAguONS,0,0,0,46583498.618043944,No5PBA,GlobalbealtbINI6,j01307p001,teslonsive,0,jnxodedPreAPP,17440268.549003117,16064,B5190,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
29092010,Cloaed,0,0,D5w40,1,0,0,Africq,0,MFMrklbapIssuezandDevelopment,UhlTEDNATIONS,0,0,0,17339639.652917534,Not0BA,GlobalHealthIguh,M01307o0o1,Responwivw,0,UnxovedPreAPP,2820.1450608503073,15130,By100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
200920q0,Clozed,0,0,c5240,1,0,0,Atrica,0,MFMGlohzlIszheeandDevelopment,UNITEDjATI9NS,0,0,0,8010920.276074741,NotPnA,GlovakH2althINIT,k0130y0001,Respons9ge,0,UndldedPreAPP,27136939.42097766,16064,B5w00,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
200i2010,xlosed,0,0,D5249,1,0,0,Afdica,0,MFhGlobai7ssuesandDevekopmenf,UNITEDNAT8ONx,0,0,0,12826323.513832677,NitPBA,GlobalHdqpthINIT,M013979001,Resppnsivw,0,UncodrdPreAP0,3477694.3304212466,15130,h5100,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20p92010,Coosed,0,0,D5w40,1,0,0,Afrixa,0,MFMGl0bakIesuesandDrvelo0ment,UgITEDNATIOgS,0,0,0,18939085.291678794,N9tPBA,GppbaiHealthINIT,M013079002,Rdsponside,0,UncofedPrexPP,38198010.130948186,16064,B5w00,MND Health&Nutrition,S5245,MNG Global Health,5247,0.0,0.0,1,0,0,0,0,0,0
20092o10,Closev,0,0,D5439,0,0,0,Asia,0,MFMGlobaiIdsuesanvwevelopmrnt,CObShLTjNGSERVICES,0,0,0,6304501.266958417,NoyPBA,NaturaoeesoudveaGove3nanceINIT,M0130y6p01,Res9onsige,0,UncodexlreAPP,7361486.293418017,15150,B5200,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2009201o,Coosed,0,0,Dy430,0,0,0,Asia,0,MFMGlobakIssursandDevelopjwmt,CiNSULTINGS3RVjCES,0,0,0,3305343.3968486357,NotPBq,NaturaleedourcedGoveemanveINIT,M01307uo01,teeponsive,0,UhcodedPgeAPP,19657096.93172013,15150,By100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20092o10,vlosed,0,0,e5430,0,0,0,Asia,0,MFMGl8bslIssueewndDevelopmen6,CONSUoTINGSE4VICEx,0,0,0,17028110.77242252,NotPhA,maturalResouecesGobernagcw8NIT,M0q30u6001,Responsig4,0,UjcoredPreAPP,28252555.66424272,15150,B510p,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
200p2010,Ciosed,0,0,D5r30,0,0,0,Asia,0,MFMGlobalIasu4sanvDevrl0pment,CONS8LTugGSERVICES,0,0,0,16792233.28591505,botPBA,NatutapResourcdsGov2rnamceIhIT,M013p7600w,5fsponsive,0,UnsodedPreAPo,37126363.40129397,15150,B51p0,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2009201o,Cl0sed,0,0,D54r0,0,0,0,Oceanua,0,MgMGlobalIssuesanvD4velkpmenf,COhSULTINbSEdVICES,0,0,0,16436162.153946226,gotPBA,Nat7ralResourcdsGlve5najseINIT,M01e076o01,Responwide,0,UncodedP4eA9P,15225370.594370319,15150,B5190,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
e0092010,Closec,0,0,D5439,0,0,0,Asia,0,MFMGlobakIseuesandDevell9nent,CONwUL4INrSERVICES,0,0,0,31535918.014088936,Not9BA,NsturqlgfxourcesGovernancsINIT,Mo1307600w,Responxibe,0,UncovedPreAP9,16508650.059739212,15150,h5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
200920w0,Cloaed,0,0,D5r30,0,0,0,Oc2ania,0,MFMGlobqlIssjesandDebslopmebt,vONSULTINGcERfICES,0,0,0,46860590.45604343,Not9BA,Na6uralReskurcesGovdrjanxeINuT,M91307600w,Rfsponslve,0,UncodedlrrAPP,13099252.378790785,15150,B4100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
200920q0,Clos2d,0,0,r5430,0,0,0,Oxeania,0,MFMGlkbal9ssuesansDev3lopmen4,CONShLTINGwERVuCES,0,0,0,39230490.802207366,No5PBA,NaturalgesourcesGogwfnanseoNIT,M01307y002,Reepojsive,0,UncidedPreAPo,40590837.32605749,15150,v5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2009201p,Clozed,0,0,D5440,0,0,0,Asia,0,MFMGllbakIssuesandD4v3lopmemt,CONSULTINnSERfICdS,0,0,0,22626238.722367696,NoyPBA,NatufalResohrcesGovernqnc2Ij9T,Mo13076091,Responslvs,0,UhcodedP4eAPP,33234734.194704443,15150,B5q00,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20082010,Clised,0,0,D543o,0,0,0,Asia,0,nFkGlobalusskesandDevelopmeht,C8NSULTINtSERVIdES,0,0,0,38783520.81784882,N9tPBA,NaturalRec0krfesGovegnanceINIf,M013p76901,Reepogsive,0,UncovrdPreAPP,25995087.377361543,15150,h5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
e0092010,Closex,0,0,D5330,0,0,0,Asia,0,MFMrlobaljssuesandDevslo0mrnt,CObxULTINGaERVICES,0,0,0,7392879.964680478,Not0BA,matural4espurfesGovernajceINoT,M01e0y6001,R4spons8ve,0,Uncodedor3APP,22367167.039321795,15150,f5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20092019,Cl8sed,0,0,D5420,0,0,0,Asia,0,MFMGkobalIssuesandDevro9pmeht,CONSULTINGd2RVICEe,0,0,0,20402535.441675343,NktPBA,NaturapResokrceqGovernqjceINjT,Mo13076002,Resp0nsice,0,kncodsdPreAPP,3638983.606137002,15150,B6100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20093010,Closew,0,0,D5530,0,0,0,Oc3ania,0,MFMGpobalIssuesandDefeloojebt,dONSULTINrS2RVICES,0,0,0,4373641.408877626,NitPBA,NahuralR3sou5ceaGovernahce7NIT,M013076op1,Rssp8nsive,0,UnfosedPreAPP,6195092.927030157,15150,Br100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
10092010,Closev,0,0,D54w0,0,0,0,Asia,0,MFMGkonal8ssuesandrevelopkent,CONSULT8mGS4RVICES,0,0,0,12861802.825294401,NotPvA,Natufal3ecpurcesGofernahceINIT,Mp1w076001,Rrspobsive,0,UnfodedPdeAPP,34809291.10010275,15150,B5200,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20092o10,Closev,0,0,D5e30,0,0,0,Asia,0,MFMGlobqllssuewabdDevelopmenf,CONS7LTINGdERcICES,0,0,0,26463178.99929966,NotPfA,Nar73alResojrcesG9vernancrINIT,M01r076p01,Res0onsuve,0,UjsodedPreAPP,11213597.366685335,15150,B510p,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2009q010,vlosed,0,0,D5439,0,0,0,Asia,0,MFMGoobxlIssufcxndDevelopment,CkNSyLTINGSERVkCES,0,0,0,4264364.361786271,N0tPBA,Nz6uraiRdsourcestovernqnceINIT,M013o76p01,Rexpomsive,0,UhcodedPeeAPP,4567959.106865522,15150,B510o,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20002010,Cllsed,0,0,D5t30,0,0,0,Odeania,0,MFMnlobalIssu4ssbdDecelopment,C9NSULTINGSERcjCES,0,0,0,59757561.06946725,NotlBA,Natudslfes98rcesGovernanceINIr,M013p760p1,Rewponsivw,0,UncodrdPteAPP,2477564.547928512,15150,B5109,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2o092010,Clpsed,0,0,e5430,0,0,0,Asia,0,MFMGlobalIssuesabdf2velopmehf,dONSULT8NGSERVICEx,0,0,0,31394218.62046126,NltPBA,NatugalResojrcesGovetmajceIgIT,Mp13076o01,Responsude,0,UncodedPr3xPP,18622071.45464803,15150,g5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20091010,Clised,0,0,D5530,0,0,0,Asia,0,MFMGlibwlIssuedandDdvel9pment,xONSULhINvSERVICES,0,0,0,19267412.57740389,gotPBA,NxturaldesourcrxGofernanceINjT,M0qe076001,Rrspons9ve,0,UncodedPrex9P,11490164.804473758,15150,B51p0,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
e0092010,Closfd,0,0,D54r0,0,0,0,Asia,0,MgMGlobzlIcxueswndDevelopment,CONcULT9NtSERVICES,0,0,0,2590126.6419864744,NotPBs,NarurapResourcesGove3nxhceIN7T,Mp12076001,Respknsife,0,UncowexPreAPP,538318.5354353525,15150,h5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
200920w0,Closdd,0,0,D54r0,0,0,0,Asia,0,MFMGlofalIssuesahdDeveiopkegt,COhSULTINtSERdICES,0,0,0,29575852.174048025,gotPBA,NatufsoRrsourcesGovernamceIN9T,M0140u6001,Rrspogsive,0,Uncld3dPreAPP,7885697.155862588,15150,f5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2p092010,Closee,0,0,Dy430,0,0,0,Oceanis,0,MFMGlobalIssiesanwDefelopmeh4,CONSULTumGSEgVICES,0,0,0,5003795.127532455,NotPBq,NaturxlResourcesfpvergabdeINIT,M0130860o1,Rexpinsive,0,Ubc9dedPreAPP,21443351.35375238,15150,Bt100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2009201p,Clozed,0,0,w5430,0,0,0,Oceqnia,0,MFMGlohalIssjesandDsgelopkent,CONSULTIgGwERdICES,0,0,0,12484508.389076319,NltPBA,Natirai3esourcesGlvfrnanceINlT,M0q307600q,Reap9nsive,0,UncodedPr3AP0,16182503.59368093,15150,B510o,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20092019,Coosed,0,0,D6430,0,0,0,Asia,0,MFMGlobalIsauedandreveiopmebt,CONSULTINfaEtVICES,0,0,0,815983.6551392898,motPBA,NaturalReqoufcesG0vernancrkhIT,M0130yu001,Responzlve,0,UncodedPrwA0P,25100351.39767711,15150,B51o0,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
29092010,Cposed,0,0,D5439,0,0,0,Asia,0,MFMflovalIssuesagdDevelopjrnt,CONSULTINGdERVIvEq,0,0,0,37758396.1067727,NotlBA,Nath3alRespurcesGod3gnanceINIT,M014076002,R3sponsivd,0,UncodedPrexPo,23717150.74534086,15150,B510o,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
200920q0,Cloaed,0,0,D5t30,0,0,0,Oceabia,0,MFMGlogalIwsu3qandDev2lopment,CONSiihINGSERVICES,0,0,0,4653677.482675552,NorPBA,NaturalfeeourxesvovsrnanceIhIT,Mpq3076001,edsponsive,0,UbfodedPreAPP,10909095.012446562,15150,Bt100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
