assay_id,tissue_id,curated_by,assay_tissue,tid,description,chembl_id,relationship_type,confidence_score,cell_id,assay_cell_type,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
12717,,Intermediate,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,CHEMBL626819,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12718,,Intermediate,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,CHEMBL626820,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12719,,Intermediate,,50597,Concentration was measured in mean heart/blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,CHEMBL626821,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12720,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,CHEMBL626822,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12721,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,CHEMBL626823,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12722,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,CHEMBL626824,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12723,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,CHEMBL626825,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12724,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,CHEMBL626826,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12725,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,CHEMBL626827,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12726,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,CHEMBL626828,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12727,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,CHEMBL626829,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12728,2046.0,Intermediate,Thyroid gland,50597,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,CHEMBL626830,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12729,,Intermediate,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,CHEMBL627150,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12730,,Intermediate,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,CHEMBL627151,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12731,,Intermediate,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,CHEMBL627152,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12732,,Intermediate,,50597,Concentration was measured in tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,CHEMBL627153,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12733,,Autocuration,,22224,Rate of acetate production by the compound was determined,CHEMBL627154,U,0,,,12904,A,,,,
12734,,Autocuration,,22224,Rate of acetate production by the compound was determined; Not determined,CHEMBL627155,U,0,,,12904,A,,,,
12735,,Autocuration,,22224,Rate of hydrolysis of nitrocefin by compound was evaluated in water,CHEMBL627156,U,0,,,3730,A,,,,
12736,,Autocuration,,22224,Reductive elimination of leaving group was determined at pH 7.4; expressed as loss of parent,CHEMBL627157,U,0,,,3627,A,,,,
12737,,Intermediate,,50592,Relative concentration of compound (70 mg/Kg) in brain compared to concentration in plasma (160 ug/mL) at the time of tissue collection from rabbit; relative concentration,CHEMBL627158,N,1,,,13799,A,,,Oryctolagus cuniculus,9986.0
12738,1969.0,Intermediate,Plasma,50592,Relative concentration of compound (70 mg/Kg) in lung compared to concentration in plasma (160 ug/mL) at the time of tissue collection from rabbit; relative concentration,CHEMBL627159,N,1,,,13799,A,,,Oryctolagus cuniculus,9986.0
12739,,Intermediate,,50594,Relative concentration of compound in brain compared to concentration in plasma (0.4 ug/mL) at the time of tissue collection from mice; relative concentration,CHEMBL627160,N,1,,,13799,A,,,Mus musculus,10090.0
12740,,Intermediate,,50597,Relative concentration of compound in brain compared to concentration in plasma (3.5 ug/mL) at the time of tissue collection from mice; relative concentration,CHEMBL628540,N,1,,,13799,A,,,Rattus norvegicus,10116.0
12741,1969.0,Intermediate,Plasma,50597,Relative concentration of compound in lung compared to concentration in plasma (0.4 ug/mL) at the time of tissue collection from mice; relative concentration,CHEMBL628541,N,1,,,13799,A,,,Rattus norvegicus,10116.0
12742,1969.0,Intermediate,Plasma,50597,Relative concentration of compound in lung compared to concentration in plasma (3.5 ug/mL) at the time of tissue collection from mice; relative concentration,CHEMBL628542,N,1,,,13799,A,,,Rattus norvegicus,10116.0
12743,,Autocuration,,22229,Solubility after at a pH 1.2,CHEMBL628543,U,0,,,6629,P,,,,
12744,,Autocuration,,22229,Solubility after at pH 1.2,CHEMBL628544,U,0,,,6629,P,,,,
12745,,Autocuration,,22229,Solubility after injection of water,CHEMBL628545,U,0,,,6629,P,,,,
12746,,Autocuration,,22224,Statistical significance of IC 50 values; Expressed as R value,CHEMBL628546,U,0,,,14000,A,,,,
12747,,Autocuration,,22224,Systemic availability with respect to methyldopa was determined,CHEMBL874455,U,0,,,8267,A,,,,
12748,,Intermediate,,50597,Tissue distribution of the in rat brain relative to plasma concentration of 1 ug/kg; relative concentration,CHEMBL628547,N,1,,,13799,A,,,Rattus norvegicus,10116.0
12749,1969.0,Intermediate,Plasma,50597,Tissue distribution of the in rat lung relative to plasma concentration of 1 ug/kg; relative concentration,CHEMBL628548,N,1,,,13799,A,,,Rattus norvegicus,10116.0
12750,1988.0,Intermediate,Feces,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit 1 lung, and radioactivity content in feces was estimated",CHEMBL628549,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12751,1988.0,Intermediate,Feces,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit 1 liver, and radioactivity content in feces was estimated",CHEMBL628550,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12752,1988.0,Intermediate,Feces,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit3, and radioactivity content in feces was estimated at total hours",CHEMBL628551,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12753,1088.0,Intermediate,Urine,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit1, and radioactivity content in urine was estimated at 0-2 hr",CHEMBL628552,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12754,1088.0,Intermediate,Urine,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 0-24 hr",CHEMBL628553,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12755,1088.0,Intermediate,Urine,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 0-48 hr",CHEMBL628554,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12756,1088.0,Intermediate,Urine,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 24-48 h",CHEMBL628555,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12757,1088.0,Intermediate,Urine,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 48-72 h",CHEMBL628556,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12758,2113.0,Intermediate,Kidney,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit kidney, and radioactivity content in feces was estimated",CHEMBL628557,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12759,1988.0,Intermediate,Feces,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated",CHEMBL628558,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12760,1988.0,Intermediate,Feces,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 1 lung, and radioactivity content in feces was estimated at",CHEMBL628559,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12761,1988.0,Intermediate,Feces,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit1plasma, and radioactivity content in feces was estimated",CHEMBL628560,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12762,1088.0,Intermediate,Urine,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at total hours",CHEMBL874456,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12763,1988.0,Intermediate,Feces,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit4, and radioactivity content in feces was estimated at 0-48 hr",CHEMBL628561,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12764,1988.0,Intermediate,Feces,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit4, and radioactivity content in feces was estimated at total hours",CHEMBL628562,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12765,1088.0,Intermediate,Urine,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit2, and radioactivity content in urine was estimated at 0-4 hr",CHEMBL628563,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12766,1088.0,Intermediate,Urine,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at",CHEMBL628564,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12767,1088.0,Intermediate,Urine,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at 24-48 h",CHEMBL628565,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12768,1088.0,Intermediate,Urine,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at 48-72 h",CHEMBL631248,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12769,1088.0,Intermediate,Urine,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at total hours",CHEMBL631249,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12770,2113.0,Intermediate,Kidney,50592,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 kidney, and radioactivity content in feces was estimated",CHEMBL627214,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12771,1988.0,Intermediate,Feces,50592,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 liver, and radioactivity content in feces was estimated",CHEMBL874591,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12772,1988.0,Intermediate,Feces,50592,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 lung, and radioactivity content in feces was estimated",CHEMBL627215,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12773,1988.0,Intermediate,Feces,50592,200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 plasma and radioactivity content in feces was estimated,CHEMBL625471,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12774,,Intermediate,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 1,CHEMBL625472,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12775,,Intermediate,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 3 by Gas-liquid chromatographic analysis,CHEMBL625473,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12776,,Intermediate,,50588,Tested for pharmacokinetic parameter in fasted Beagle dogs (Clearance value of the compound) iv administration.,CHEMBL625474,N,1,,,13317,A,In vivo,,Canis lupus familiaris,9615.0
12777,,Intermediate,,50588,The clearance was measured in dog at dose 5 mg/kg after intravenous administration.,CHEMBL625475,N,1,,,15341,A,In vivo,,Canis lupus familiaris,9615.0
12778,,Intermediate,,50597,The clearance was measured in rat at dose 12 mg/kg after intravenous administration.,CHEMBL625476,N,1,,,15341,A,In vivo,,Rattus norvegicus,10116.0
12779,,Intermediate,,50597,The clearance was measured in rat at dose 1 mg/kg after intravenous administration.,CHEMBL625477,N,1,,,15341,A,In vivo,,Rattus norvegicus,10116.0
12780,,Intermediate,,50597,The clearance was measured in rat at dose 30 mg/kg after intravenous administration.,CHEMBL625478,N,1,,,15341,A,In vivo,,Rattus norvegicus,10116.0
12781,,Intermediate,esophageal tunica muscularis mucosae,50597,The compound was evaluated for clearance value in rat isolated esophageal tunica muscularis mucose,CHEMBL625479,N,1,,,12801,A,In vitro,,Rattus norvegicus,10116.0
12782,,Intermediate,esophageal tunica muscularis mucosae,50597,The compound was evaluated for the value in rat isolated esophageal tunica muscularis mucose,CHEMBL625480,N,1,,,12801,A,In vitro,,Rattus norvegicus,10116.0
12783,1969.0,Intermediate,Plasma,50597,The compound was tested for systemic plasma clearance(CL) in rats and is expressed in mL/min/kg.,CHEMBL625481,N,1,,,14856,A,In vivo,,Rattus norvegicus,10116.0
12784,,Intermediate,,50597,Total body clearance at an intravenous dose of 5.2 mg/kg in rat,CHEMBL625482,N,1,,,14062,A,In vivo,,Rattus norvegicus,10116.0
12785,,Intermediate,,50597,Total body clearance at an intravenous dose of 5.5 mg/kg in rat,CHEMBL625483,N,1,,,14062,A,In vivo,,Rattus norvegicus,10116.0
12786,,Intermediate,,50597,Total body clearance at an intravenous dose of 6.3 mg/kg in rat,CHEMBL625484,N,1,,,14062,A,In vivo,,Rattus norvegicus,10116.0
12787,,Intermediate,,50597,Total body clearance at an intravenous dose of 6.5 mg/kg in rat,CHEMBL625485,N,1,,,14062,A,In vivo,,Rattus norvegicus,10116.0
12788,1969.0,Intermediate,Plasma,50588,Total plasma clearance value was obtained after intravenous administration of 1.8 mg/kg of drug in male Beagle dogs,CHEMBL625486,N,1,,,14346,A,In vivo,,Canis lupus familiaris,9615.0
12789,1969.0,Intermediate,Plasma,50597,Total plasma clearance value was obtained after intravenous administration of 2.5 mg/kg of drug in male Dawley rats,CHEMBL625487,N,1,,,14346,A,In vivo,,Rattus norvegicus,10116.0
12790,1969.0,Intermediate,Plasma,50597,Total plasma clearance value was obtained after intravenous administration of 2.6 mg/kg of drug in male Dawley rats,CHEMBL625488,N,1,,,14346,A,In vivo,,Rattus norvegicus,10116.0
12791,1969.0,Intermediate,Plasma,50597,Total plasma clearance value was obtained after intravenous administration of 2.7 mg/kg of drug in male Dawley rats,CHEMBL625489,N,1,,,14346,A,In vivo,,Rattus norvegicus,10116.0
12792,1969.0,Intermediate,Plasma,50597,Total plasma clearance value was obtained after intravenous administration of 2.8 mg/kg of drug in male Dawley rats,CHEMBL625490,N,1,,,14346,A,In vivo,,Rattus norvegicus,10116.0
12793,1969.0,Intermediate,Plasma,50588,Total plasma clearance value was obtained after intravenous administration of 4.9 mg/kg of drug in male Beagle dogs,CHEMBL625491,N,1,,,14346,A,In vivo,,Canis lupus familiaris,9615.0
12794,1969.0,Intermediate,Plasma,50597,Total plasma clearance value was obtained after intravenous administration of 5.1 mg/kg of drug in male Dawley rats,CHEMBL625492,N,1,,,14346,A,In vivo,,Rattus norvegicus,10116.0
12795,1969.0,Intermediate,Plasma,50587,plasma clearance in human,CHEMBL625493,N,1,,,15711,A,In vivo,,Homo sapiens,9606.0
12796,,Intermediate,,50597,Pharmacokinetic parameter (CL/F ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,CHEMBL625494,N,1,,,14886,A,In vivo,,Rattus norvegicus,10116.0
12797,,Intermediate,,50597,Pharmacokinetic parameter (CL/F ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,CHEMBL625495,N,1,,,14886,A,In vivo,,Rattus norvegicus,10116.0
12798,,Intermediate,,50597,Pharmacokinetic parameter (CL/F) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,CHEMBL625496,N,1,,,14886,A,In vivo,,Rattus norvegicus,10116.0
12799,,Autocuration,,22229,1-Octanol/water partition coefficient measured at 7.4,CHEMBL625497,U,0,,,4115,P,,,,
12800,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625498,U,0,,,13733,P,,,,
12801,,Autocuration,,22224,Partition coefficient (logP),CHEMBL625499,U,0,,,12102,A,,,,
12802,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625500,U,0,,,12676,P,,,,
12803,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625501,U,0,,,13733,P,,,,
12804,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625502,U,0,,,13740,P,,,,
12805,,Autocuration,,22229,Calculated partition coefficient (clogP) (relative to BAY K 8644),CHEMBL625503,U,0,,,12766,P,,,,
12806,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625504,U,0,,,2764,P,,,,
12807,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625505,U,0,,,12355,P,,,,
12808,,Autocuration,,22229,Calculated partition coefficient of the compound,CHEMBL625506,U,0,,,11314,P,,,,
12809,,Autocuration,,22224,Partition coefficient (logP),CHEMBL625507,U,0,,,12706,A,,,,
12810,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625508,U,0,,,12645,P,,,,
12811,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625509,U,0,,,13668,P,,,,
12812,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625510,U,0,,,12819,P,,,,
12813,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL883125,U,0,,,13668,P,,,,
12814,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625511,U,0,,,13017,P,,,,
12815,,Autocuration,,22224,Partition coefficient of the compound,CHEMBL874650,U,0,,,2448,A,,,,
12816,,Autocuration,,22224,Partition coefficient of the compound,CHEMBL625512,U,0,,,11526,A,,,,
12817,,Autocuration,,22224,Partition coefficient of compound was determined,CHEMBL625513,U,0,,,12426,A,,,,
12818,,Autocuration,,22224,Partition coefficient was determined,CHEMBL625514,U,0,,,2448,A,,,,
12819,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL625515,U,0,,,12001,P,,,,
12820,,Autocuration,,22229,partition coefficient of compound was determined,CHEMBL625516,U,0,,,12426,P,,,,
12821,,Intermediate,,50588,The total body administered intravenously in dog,CHEMBL625517,N,1,,,13204,A,In vivo,,Canis lupus familiaris,9615.0
12822,,Intermediate,,50597,The total body administered intravenously in rats,CHEMBL625518,N,1,,,13204,A,In vivo,,Rattus norvegicus,10116.0
12823,,Intermediate,,50594,Time taken for the administration to female NIH mice weighing 25-30 g.,CHEMBL625519,N,1,,,13889,A,,,Mus musculus,10090.0
12824,,Autocuration,,22224,Time taken for the administration,CHEMBL625520,U,0,,,13889,A,,,,
12825,,Intermediate,,50588,Total clearance of compound was determined in dog at 5 mg/kg intravenously admn.,CHEMBL874651,N,1,,,17025,A,In vivo,,Canis lupus familiaris,9615.0
12826,,Autocuration,,22224,Total clearance of compound was determined in monkey at 5 mg/kg intravenously admn.,CHEMBL625521,U,0,,,17025,A,In vivo,,Simiiformes,314293.0
12827,,Intermediate,,50592,Total clearance of compound was determined in rabbit at 5 mg/kg intravenously admn.,CHEMBL623171,N,1,,,17025,A,In vivo,,Oryctolagus cuniculus,9986.0
12828,,Intermediate,,50597,Total clearance of compound was determined in rat at 5 mg/kg intravenously admn.,CHEMBL623853,N,1,,,17025,A,In vivo,,Rattus norvegicus,10116.0
12829,,Autocuration,,22224,Plasma clearance for the compound was determined.,CHEMBL623854,U,0,,,15067,A,,,,
12830,,Autocuration,,22224,CLog P value of the compound,CHEMBL874405,U,0,,,3091,P,,,,
12831,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL623855,U,0,,,15592,P,,,,
12832,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL623856,U,0,,,14738,P,,,,
12833,,Autocuration,,22224,ClogP value of the compound; nd ='no data',CHEMBL623857,U,0,,,14738,P,,,,
12834,,Autocuration,,22224,ClogP value of the compound; nd ='not determined',CHEMBL623858,U,0,,,14738,P,,,,
12835,,Autocuration,,22224,CLog P was determined,CHEMBL623859,U,0,,,6076,P,,,,
12836,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL839829,U,0,,,17840,P,,,,
12837,,Autocuration,,22224,CLogP was calculated,CHEMBL623860,U,0,,,13589,A,,,,
12838,,Autocuration,,22224,CLogP value was determined,CHEMBL623861,U,0,,,17655,A,,,,
12839,,Autocuration,,22224,CLogP value was evaluated using http://esc.syrres.com/interkow/kowdemo.htm.,CHEMBL623862,U,0,,,5867,A,,,,
12840,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL874406,U,0,,,5867,P,,,,
12841,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL623863,U,0,,,10783,P,,,,
12842,,Autocuration,,22229,Calculated partition coefficient (clogP),CHEMBL624021,U,0,,,14849,P,,,,
12843,1236.0,Intermediate,Adrenal medulla,50588,Distribution in female dog adrenal medulla 24 hours after administration.,CHEMBL624022,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12844,1236.0,Intermediate,Adrenal medulla,50588,Distribution in female dog adrenal medulla 72 hours after administration.,CHEMBL624023,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12845,,Intermediate,,50588,Distribution in female dog bile 24 hours after administration.,CHEMBL624024,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12846,,Intermediate,,50588,Distribution in female dog bile 72 hr after administration.,CHEMBL624025,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12847,,Intermediate,,50588,Distribution in female dog blood 24 hours after administration.,CHEMBL624026,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12848,,Intermediate,,50588,Distribution in female dog blood 72 hours after administration.,CHEMBL624027,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12849,,Intermediate,,50588,Distribution in female dog heart 24 hours after administration.,CHEMBL624028,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12850,,Intermediate,,50588,Distribution in female dog heart 72 hours after administration.,CHEMBL624029,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12851,,Intermediate,,50588,Distribution in female dog kidney 24 hours after administration.,CHEMBL624030,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12852,,Intermediate,,50588,Distribution in female dog kidney 72 hours after administration.,CHEMBL624031,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12853,160.0,Intermediate,Intestine,50588,Distribution in female dog large intestine 24 hours after administration.,CHEMBL624032,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12854,160.0,Intermediate,Intestine,50588,Distribution in female dog large intestine 72 hours after administration.,CHEMBL874407,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12855,,Intermediate,,50588,Distribution in female dog liver 24 hours after administration.,CHEMBL624033,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12856,,Intermediate,,50588,Distribution in female dog liver 72 hours after administration.,CHEMBL624034,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12857,,Intermediate,,50588,Distribution in female dog lung 24 hours after administration.,CHEMBL624035,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12858,,Intermediate,,50588,Distribution in female dog lung 72 hours after administration.,CHEMBL624036,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12859,2385.0,Intermediate,Muscle tissue,50588,Distribution in female dog muscle 24 hours after administration.,CHEMBL624037,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12860,2385.0,Intermediate,Muscle tissue,50588,Distribution in female dog muscle 72 hours after administration.,CHEMBL624038,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12861,,Intermediate,,50588,Distribution in female dog pancreas 24 hours after administration.,CHEMBL624039,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12862,,Intermediate,,50588,Distribution in female dog pancreas 72 hours after administration.,CHEMBL624040,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12863,160.0,Intermediate,Intestine,50588,Distribution in female dog small intestine 24 hours after administration.,CHEMBL624041,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12864,160.0,Intermediate,Intestine,50588,Distribution in female dog small intestine 72 hours after administration.,CHEMBL624042,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12865,2106.0,Intermediate,Spleen,50588,Distribution in female dog spleen 24 hours after administration.,CHEMBL624043,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12866,2106.0,Intermediate,Spleen,50588,Distribution in female dog spleen 72 hours after administration.,CHEMBL624044,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12867,945.0,Intermediate,Stomach,50588,Distribution in female dog stomach 24 hours after administration.,CHEMBL624045,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12868,945.0,Intermediate,Stomach,50588,Distribution in female dog stomach 72 hours after administration.,CHEMBL624046,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12869,2046.0,Intermediate,Thyroid gland,50588,Distribution in female dog thyroid 24 hours after administration.,CHEMBL624047,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12870,2046.0,Intermediate,Thyroid gland,50588,Distribution in female dog thyroid 72 hours after administration.,CHEMBL624048,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12871,1088.0,Intermediate,Urine,50588,Distribution in female dog urine 24 hours after administration.,CHEMBL874408,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12872,1088.0,Intermediate,Urine,50588,Distribution in female dog urine 72 hr after administration.,CHEMBL624049,N,1,,,8170,A,,,Canis lupus familiaris,9615.0
12873,1969.0,Autocuration,Plasma,22224,Mean plasma concentration measured 1 h following an oral dose of 30 mg/kg,CHEMBL624050,U,0,,,14283,A,,,,
12874,,Autocuration,,22224,Plasma concentration at 7 hr after intravenous dosing,CHEMBL624051,U,0,,,5623,A,,,,
12875,,Intermediate,,50597,Plasma concentration of 3 mg/kg iv after 0.25 hr in rats,CHEMBL623278,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12876,,Intermediate,,50597,Plasma concentration of 3 mg/kg iv after 0.5 hr in rats,CHEMBL623279,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12877,,Intermediate,,50597,Plasma concentration of 3 mg/kg iv after 1 hr in rats,CHEMBL623280,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12878,,Intermediate,,50597,Plasma concentration of 3 mg/kg iv after 2 hr in rats,CHEMBL623963,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12879,,Intermediate,,50597,Plasma concentration of 3 mg/kg iv after 4 hr in rats,CHEMBL623964,N,1,,,13477,A,,,Rattus norvegicus,10116.0
