assays_ASSI,assays_CEI,assays_BFO,assays_ASTI,assays_SRASI,assays_ASSTR,assays_CHEI,assays_ASSSUBCELFRA,assays_AST,assays_VAI,assays_Ti,assays_ASSCTY,assays_RELATITY,assays_CONFSCO,assays_CUB,assays_SRI,assays_TII
2298,,BAO_0000357,,,,CHEMBL617083,,B,,107,,H,8,Autocuration,1,
2299,,BAO_0000357,,,,CHEMBL617084,,B,,107,,H,8,Autocuration,1,
2300,,BAO_0000357,,,,CHEMBL617085,,B,,107,,D,9,Expert,1,
2301,,BAO_0000357,,,,CHEMBL617086,,B,,107,,H,8,Autocuration,1,
2302,,BAO_0000219,,,,CHEMBL617087,,B,,107,,H,8,Autocuration,1,
2303,,BAO_0000357,,,,CHEMBL617088,,B,,107,,H,8,Autocuration,1,
2304,,BAO_0000357,,,,CHEMBL617089,,B,,107,,H,8,Autocuration,1,
2305,,BAO_0000019,,,,CHEMBL617090,,B,,107,,H,8,Expert,1,
2306,,BAO_0000357,,,,CHEMBL617513,,B,,107,,H,8,Autocuration,1,
2307,722.0,BAO_0000219,,,,CHEMBL617514,,B,,107,HEK293,H,8,Autocuration,1,
2308,,BAO_0000019,,,,CHEMBL617515,,B,,107,,H,8,Autocuration,1,
2309,,BAO_0000357,,,,CHEMBL617516,,B,,107,,H,8,Autocuration,1,
2310,,BAO_0000357,,,,CHEMBL617517,,B,,107,,D,9,Expert,1,
2311,449.0,BAO_0000219,,,,CHEMBL617518,,B,,107,CHO,D,9,Expert,1,
2312,,BAO_0000357,,,,CHEMBL617519,,B,,107,,H,8,Autocuration,1,
2313,,BAO_0000357,,,,CHEMBL617520,,B,,107,,D,9,Expert,1,
2314,,BAO_0000357,,,,CHEMBL617521,,B,,107,,H,8,Autocuration,1,
2315,,BAO_0000357,,,,CHEMBL617522,,B,,107,,D,9,Expert,1,
2316,,BAO_0000357,,,,CHEMBL617523,,B,,107,,H,8,Autocuration,1,
2317,,BAO_0000357,,,,CHEMBL617524,,B,,107,,H,8,Autocuration,1,
2318,,BAO_0000019,,,,CHEMBL617525,,B,,104686,,H,4,Autocuration,1,
2319,,BAO_0000019,,,,CHEMBL617526,,B,,104686,,D,5,Autocuration,1,
2320,,BAO_0000224,,,,CHEMBL617527,,B,,104686,,H,4,Autocuration,1,
2321,,BAO_0000019,,,,CHEMBL617528,,B,,104686,,H,4,Autocuration,1,
2322,,BAO_0000019,,,,CHEMBL617529,,B,,104686,,H,4,Autocuration,1,
2323,,BAO_0000224,,,,CHEMBL617530,,B,,104686,,H,4,Autocuration,1,
2324,,BAO_0000019,,,,CHEMBL617531,,B,,104686,,H,4,Autocuration,1,
2325,,BAO_0000019,,,,CHEMBL617532,,B,,104686,,H,4,Autocuration,1,
2326,,BAO_0000019,,,,CHEMBL617533,,B,,104686,,H,4,Autocuration,1,
2327,,BAO_0000019,,,,CHEMBL617534,,B,,104686,,H,4,Autocuration,1,
2328,,BAO_0000224,,,,CHEMBL617535,,B,,104686,,H,4,Autocuration,1,
2329,,BAO_0000224,,,,CHEMBL617536,,B,,104686,,H,4,Autocuration,1,
2330,,BAO_0000224,,,,CHEMBL617537,,B,,104686,,H,4,Autocuration,1,
2331,,BAO_0000224,,,,CHEMBL617538,,B,,104686,,H,4,Autocuration,1,
2332,,BAO_0000219,,,,CHEMBL617539,,B,,104686,,H,4,Autocuration,1,
2333,,BAO_0000224,,,,CHEMBL617540,,B,,104686,,D,5,Autocuration,1,
2334,,BAO_0000224,,,,CHEMBL617541,,B,,104686,,D,5,Autocuration,1,
2335,,BAO_0000224,,,,CHEMBL617542,,B,,104686,,H,4,Autocuration,1,
2336,,BAO_0000224,,,,CHEMBL617543,,B,,104686,,H,4,Autocuration,1,
2337,485.0,BAO_0000219,,,,CHEMBL617544,,B,,104686,CHO-K1,D,5,Autocuration,1,
2338,485.0,BAO_0000219,,,,CHEMBL617545,,B,,104686,CHO-K1,D,5,Autocuration,1,
2339,,BAO_0000019,,,,CHEMBL617413,,B,,104686,,D,5,Autocuration,1,
2340,,BAO_0000019,,,,CHEMBL617414,,B,,104686,,H,4,Autocuration,1,
2341,,BAO_0000019,,,,CHEMBL617415,,B,,104686,,D,5,Autocuration,1,
2342,,BAO_0000224,,,,CHEMBL617416,,B,,104686,,H,4,Autocuration,1,
2343,,BAO_0000224,,,,CHEMBL617417,,B,,104686,,H,4,Autocuration,1,
2344,,BAO_0000019,,,,CHEMBL617418,,B,,104686,,H,4,Autocuration,1,
2345,,BAO_0000019,,,,CHEMBL617419,,B,,104686,,H,4,Autocuration,1,
2346,,BAO_0000224,,,,CHEMBL617420,,B,,104686,,H,4,Autocuration,1,
2347,,BAO_0000224,,,,CHEMBL617421,,B,,104686,,D,5,Autocuration,1,
2348,,BAO_0000224,,,,CHEMBL617422,,B,,104686,,H,4,Autocuration,1,
2349,,BAO_0000019,,,,CHEMBL617423,,B,,104686,,H,4,Autocuration,1,
2350,,BAO_0000019,,,,CHEMBL617424,,B,,104686,,H,4,Autocuration,1,
2351,,BAO_0000019,,,,CHEMBL617425,,B,,104686,,H,4,Autocuration,1,
2352,,BAO_0000224,,,,CHEMBL617426,,B,,104686,,H,4,Autocuration,1,
2353,,BAO_0000218,,,,CHEMBL617427,,B,,104686,,H,4,Autocuration,1,
2354,,BAO_0000221,Brain,,,CHEMBL617428,,B,,104686,,H,4,Autocuration,1,955.0
2355,,BAO_0000224,,,,CHEMBL617429,,B,,104686,,H,4,Autocuration,1,
2356,,BAO_0000019,,,,CHEMBL617430,,B,,104686,,H,4,Autocuration,1,
2357,,BAO_0000019,,,,CHEMBL617431,,B,,104686,,H,4,Autocuration,1,
2358,,BAO_0000019,Frontal cortex,,,CHEMBL617432,,B,,104686,,H,4,Autocuration,1,1870.0
2359,,BAO_0000224,,,,CHEMBL617433,,B,,104686,,H,4,Autocuration,1,
2360,,BAO_0000224,,,,CHEMBL617434,,B,,104686,,H,4,Autocuration,1,
2361,,BAO_0000224,,,,CHEMBL617435,,B,,104686,,D,5,Autocuration,1,
2362,,BAO_0000019,,,,CHEMBL617436,,B,,104686,,H,4,Autocuration,1,
2363,,BAO_0000019,Striatum,,,CHEMBL617437,,B,,104686,,D,5,Autocuration,1,2435.0
2364,,BAO_0000019,,,,CHEMBL617438,,B,,104686,,H,4,Autocuration,1,
2365,,BAO_0000019,,,,CHEMBL617439,,B,,104686,,H,4,Autocuration,1,
2366,,BAO_0000224,,,,CHEMBL617440,,B,,104686,,H,4,Autocuration,1,
2367,,BAO_0000224,,,,CHEMBL617441,,B,,104686,,H,4,Autocuration,1,
2368,,BAO_0000019,,,,CHEMBL872918,,B,,104686,,D,5,Autocuration,1,
2369,,BAO_0000019,,,,CHEMBL617442,,B,,104686,,D,5,Autocuration,1,
2370,,BAO_0000019,,,,CHEMBL617443,,B,,104686,,H,4,Autocuration,1,
2371,,BAO_0000019,,,,CHEMBL617444,,B,,104686,,H,4,Autocuration,1,
2372,,BAO_0000019,,,,CHEMBL617445,,B,,104686,,H,4,Autocuration,1,
2373,,BAO_0000019,,,,CHEMBL617446,,B,,104686,,H,4,Autocuration,1,
2374,,BAO_0000249,,,,CHEMBL617447,,B,,104686,,H,4,Autocuration,1,
2375,,BAO_0000019,,,,CHEMBL617448,,B,,104686,,H,4,Autocuration,1,
2376,,BAO_0000019,,,,CHEMBL617449,,B,,104686,,H,4,Autocuration,1,
2377,,BAO_0000019,,,,CHEMBL617450,,B,,104686,,H,4,Autocuration,1,
2378,,BAO_0000019,,,,CHEMBL617451,,B,,104686,,H,4,Autocuration,1,
2379,,BAO_0000019,,,,CHEMBL617452,,B,,104686,,H,4,Autocuration,1,
2380,,BAO_0000019,,,,CHEMBL617453,,B,,104686,,H,4,Autocuration,1,
2381,,BAO_0000019,,,,CHEMBL617660,,B,,104686,,H,4,Autocuration,1,
2382,,BAO_0000019,,,,CHEMBL617661,,B,,104686,,H,4,Autocuration,1,
2383,,BAO_0000019,,,,CHEMBL617662,,B,,104686,,H,4,Autocuration,1,
2384,,BAO_0000019,,,,CHEMBL872919,,B,,104686,,H,4,Autocuration,1,
2385,,BAO_0000019,,,,CHEMBL617663,,B,,104686,,H,4,Autocuration,1,
2386,,BAO_0000019,,,,CHEMBL617664,,B,,104686,,H,4,Autocuration,1,
2387,,BAO_0000019,,,,CHEMBL617665,,B,,104686,,H,4,Autocuration,1,
2388,,BAO_0000019,,,,CHEMBL617666,,B,,104686,,H,4,Autocuration,1,
2389,,BAO_0000019,,,,CHEMBL617667,,B,,104686,,H,4,Autocuration,1,
2390,,BAO_0000249,,,,CHEMBL617668,,B,,104686,,H,4,Autocuration,1,
2391,,BAO_0000249,,,,CHEMBL617669,,B,,104686,,H,4,Autocuration,1,
2392,,BAO_0000224,,,,CHEMBL617670,,B,,104686,,H,4,Autocuration,1,
2393,,BAO_0000224,,,,CHEMBL617671,,B,,104686,,D,5,Autocuration,1,
2394,,BAO_0000224,,,,CHEMBL617672,,B,,104686,,H,4,Autocuration,1,
2395,,BAO_0000019,,,,CHEMBL617673,,B,,104686,,H,4,Autocuration,1,
2396,,BAO_0000224,,,,CHEMBL617674,,B,,104686,,H,4,Autocuration,1,
2397,,BAO_0000019,,,,CHEMBL617675,,B,,104686,,H,4,Autocuration,1,
2398,,BAO_0000019,,,,CHEMBL617676,,B,,104686,,H,4,Autocuration,1,
2399,,BAO_0000019,,,,CHEMBL617677,,B,,104686,,H,4,Autocuration,1,
2400,,BAO_0000019,,,,CHEMBL617678,,B,,104686,,D,5,Autocuration,1,
2401,,BAO_0000224,,,,CHEMBL617679,,B,,104686,,H,4,Autocuration,1,
2402,,BAO_0000224,,,,CHEMBL617680,,B,,104686,,H,4,Autocuration,1,
2403,,BAO_0000019,,,,CHEMBL617681,,B,,104686,,H,4,Autocuration,1,
2404,,BAO_0000221,Brain,,,CHEMBL617682,,B,,104686,,H,4,Autocuration,1,955.0
2405,,BAO_0000224,,,,CHEMBL617683,,B,,104686,,H,4,Autocuration,1,
2406,,BAO_0000224,,,,CHEMBL617684,,B,,104686,,H,4,Autocuration,1,
2407,,BAO_0000224,,,,CHEMBL617685,,B,,104686,,D,5,Autocuration,1,
2408,,BAO_0000019,,,,CHEMBL617686,,B,,104686,,H,4,Autocuration,1,
2409,,BAO_0000224,,,,CHEMBL617687,,B,,104686,,H,4,Autocuration,1,
2410,,BAO_0000224,,,,CHEMBL617688,,B,,104686,,H,4,Autocuration,1,
2411,,BAO_0000019,,,,CHEMBL617689,,F,,104686,,H,4,Autocuration,1,
2412,,BAO_0000019,,,,CHEMBL617690,,F,,104686,,H,4,Autocuration,1,
2413,,BAO_0000218,,,,CHEMBL617691,,F,,104686,,H,4,Autocuration,1,
2414,,BAO_0000218,,,,CHEMBL617692,,F,,104686,,H,4,Autocuration,1,
2415,,BAO_0000218,,,,CHEMBL617693,,F,,104686,,H,4,Autocuration,1,
2416,,BAO_0000218,,,,CHEMBL617694,,F,,104686,,H,4,Autocuration,1,
2417,,BAO_0000221,Brain,,,CHEMBL857985,,B,,12687,,H,8,Expert,1,955.0
2418,,BAO_0000019,,,,CHEMBL617695,,B,,12687,,D,9,Expert,1,
2419,,BAO_0000019,,,,CHEMBL617696,,B,,12687,,H,8,Autocuration,1,
2420,,BAO_0000357,,,,CHEMBL617697,,B,,12687,,H,8,Autocuration,1,
2421,,BAO_0000019,,,,CHEMBL617257,,B,,12687,,D,9,Expert,1,
2422,,BAO_0000357,,,,CHEMBL617258,,B,,12687,,D,9,Expert,1,
2423,,BAO_0000019,,,,CHEMBL617259,,B,,12687,,H,8,Expert,1,
2424,,BAO_0000357,,,,CHEMBL617260,,B,,12687,,H,8,Autocuration,1,
2425,,BAO_0000357,,,,CHEMBL617261,,B,,12687,,D,9,Expert,1,
2426,,BAO_0000019,,,,CHEMBL617262,,B,,12687,,H,8,Autocuration,1,
2427,,BAO_0000019,,,,CHEMBL617263,,B,,12687,,H,8,Expert,1,
2428,,BAO_0000019,,,,CHEMBL617264,,B,,12687,,H,8,Autocuration,1,
2429,,BAO_0000019,,,,CHEMBL617265,,B,,12687,,D,9,Expert,1,
2430,,BAO_0000249,,,,CHEMBL617266,Membranes,B,,12687,,H,8,Autocuration,1,
2431,,BAO_0000019,,,,CHEMBL617267,,B,,12687,,H,8,Autocuration,1,
2432,,BAO_0000019,,,,CHEMBL617268,,B,,12687,,H,8,Expert,1,
2433,449.0,BAO_0000219,,,,CHEMBL617269,,B,,12687,CHO,H,8,Autocuration,1,
2434,,BAO_0000357,,,,CHEMBL617323,,B,,12687,,H,8,Expert,1,
2435,,BAO_0000357,,,,CHEMBL617324,,B,,12687,,H,8,Autocuration,1,
2436,,BAO_0000249,,,,CHEMBL617325,,B,,12687,,H,8,Autocuration,1,
2437,,BAO_0000019,,,,CHEMBL617326,,B,,12687,,D,9,Expert,1,
2438,,BAO_0000249,,,,CHEMBL617327,,B,,12687,,H,8,Expert,1,
2439,,BAO_0000019,,,,CHEMBL617328,,F,,12687,,D,9,Expert,1,
2440,,BAO_0000019,,,,CHEMBL617329,,F,,12687,,D,9,Expert,1,
2441,,BAO_0000019,,,,CHEMBL617330,,F,,12687,,D,9,Expert,1,
2442,,BAO_0000357,,,,CHEMBL617331,,B,,12687,,H,8,Autocuration,1,
2443,,BAO_0000357,,,,CHEMBL617332,,B,,12687,,H,8,Autocuration,1,
2444,,BAO_0000357,,,,CHEMBL617333,,B,,107,,H,8,Expert,1,
2445,,BAO_0000357,,,,CHEMBL617334,,B,,107,,H,8,Autocuration,1,
2446,,BAO_0000357,,,,CHEMBL617335,,B,,107,,H,8,Autocuration,1,
2447,,BAO_0000357,,,,CHEMBL617336,,B,,107,,H,8,Autocuration,1,
2448,,BAO_0000357,,,,CHEMBL617337,,B,,107,,H,8,Autocuration,1,
2449,,BAO_0000357,,,,CHEMBL617338,,B,,107,,D,9,Expert,1,
2450,,BAO_0000357,,,,CHEMBL617339,,B,,107,,H,8,Autocuration,1,
2451,,BAO_0000357,,,,CHEMBL617340,,B,,107,,H,8,Expert,1,
2452,,BAO_0000357,,,,CHEMBL617341,,B,,107,,H,8,Autocuration,1,
2453,,BAO_0000357,,,,CHEMBL617342,,B,,107,,H,8,Expert,1,
2454,,BAO_0000357,,,,CHEMBL617343,,B,,107,,H,8,Expert,1,
2455,723.0,BAO_0000219,,,,CHEMBL617344,,B,,107,NIH3T3,H,8,Expert,1,
2456,,BAO_0000357,,,,CHEMBL617345,,B,,107,,H,8,Expert,1,
2457,,BAO_0000357,,,,CHEMBL617346,,B,,107,,H,8,Expert,1,
2458,,BAO_0000357,,,,CHEMBL617347,,B,,107,,H,8,Autocuration,1,
2459,,BAO_0000357,,,,CHEMBL617348,,B,,107,,H,8,Autocuration,1,
2460,,BAO_0000357,,,,CHEMBL617349,,B,,107,,H,8,Autocuration,1,
2461,,BAO_0000019,,,,CHEMBL617350,,F,,107,,H,8,Autocuration,1,
2462,,BAO_0000357,,,,CHEMBL872339,,B,,107,,H,8,Expert,1,
2463,,BAO_0000357,,,,CHEMBL617351,,B,,107,,H,8,Autocuration,1,
2464,,BAO_0000357,,,,CHEMBL617352,,B,,107,,H,8,Expert,1,
2465,,BAO_0000357,,,,CHEMBL617353,,B,,107,,H,8,Autocuration,1,
2466,,BAO_0000357,,,,CHEMBL617354,,B,,107,,H,8,Autocuration,1,
2467,,BAO_0000357,,,,CHEMBL617355,,B,,107,,H,8,Autocuration,1,
2468,449.0,BAO_0000219,,,,CHEMBL617356,,B,,107,CHO,H,8,Expert,1,
2469,,BAO_0000357,,,,CHEMBL617357,,B,,107,,H,8,Autocuration,1,
2470,,BAO_0000357,,,,CHEMBL617358,,B,,107,,H,8,Autocuration,1,
2471,,BAO_0000357,,,,CHEMBL617359,,B,,107,,H,8,Expert,1,
2472,,BAO_0000357,,,,CHEMBL617360,,B,,107,,H,8,Autocuration,1,
2473,,BAO_0000357,,,,CHEMBL875913,,B,,107,,H,8,Autocuration,1,
2474,,BAO_0000357,,,,CHEMBL617361,,B,,107,,H,8,Autocuration,1,
2475,,BAO_0000357,,,,CHEMBL617362,,B,,107,,D,9,Expert,1,
2476,,BAO_0000357,,,,CHEMBL617363,,B,,107,,H,8,Autocuration,1,
2477,,BAO_0000357,,,,CHEMBL617364,,B,,107,,H,8,Autocuration,1,
2478,,BAO_0000224,,,,CHEMBL617365,,B,,105075,,H,4,Autocuration,1,
2479,,BAO_0000224,,,,CHEMBL617366,,B,,105075,,H,4,Autocuration,1,
2480,,BAO_0000224,,,,CHEMBL617367,,B,,105075,,H,4,Autocuration,1,
2481,,BAO_0000224,,,,CHEMBL617368,,B,,105075,,H,4,Autocuration,1,
2482,,BAO_0000357,,,,CHEMBL617369,,B,,107,,H,8,Autocuration,1,
2483,722.0,BAO_0000219,,,,CHEMBL617370,,B,,227,HEK293,D,9,Expert,1,
2484,449.0,BAO_0000219,,,,CHEMBL617371,,F,,227,CHO,D,9,Expert,1,
2485,,BAO_0000357,,,,CHEMBL617372,,B,,227,,H,8,Autocuration,1,
2486,,BAO_0000357,,,,CHEMBL617373,,B,,227,,D,9,Expert,1,
2487,,BAO_0000019,,,,CHEMBL617374,,F,,227,,H,8,Autocuration,1,
2488,,BAO_0000019,,,,CHEMBL617375,,F,,227,,H,8,Autocuration,1,
2489,,BAO_0000019,,,,CHEMBL617376,,F,,227,,H,8,Autocuration,1,
2490,,BAO_0000019,,,,CHEMBL617377,,F,,227,,H,8,Autocuration,1,
2491,,BAO_0000019,,,,CHEMBL617378,,F,,227,,H,8,Autocuration,1,
2492,,BAO_0000019,,,,CHEMBL617379,,F,,227,,H,8,Autocuration,1,
2493,,BAO_0000357,,,,CHEMBL617380,,B,,227,,H,8,Autocuration,1,
2494,,BAO_0000357,,,,CHEMBL617381,,B,,227,,H,8,Autocuration,1,
2495,,BAO_0000357,,,,CHEMBL617382,,B,,227,,H,8,Autocuration,1,
2496,,BAO_0000357,,,,CHEMBL617383,,B,,107,,H,8,Autocuration,1,
2497,,BAO_0000357,,,,CHEMBL617384,,B,,107,,H,8,Expert,1,
2498,,BAO_0000357,,,,CHEMBL617385,,B,,107,,H,8,Expert,1,
2499,,BAO_0000019,,,,CHEMBL617386,,B,,107,,H,8,Autocuration,1,
2500,,BAO_0000019,,,,CHEMBL617387,,B,,107,,H,8,Autocuration,1,
2501,723.0,BAO_0000219,,,,CHEMBL617388,,B,,107,NIH3T3,H,8,Autocuration,1,
2502,449.0,BAO_0000219,,,,CHEMBL617389,,F,,107,CHO,H,8,Autocuration,1,
2503,449.0,BAO_0000219,,,,CHEMBL617390,,F,,107,CHO,D,9,Expert,1,
2504,,BAO_0000224,,,,CHEMBL617391,,B,,104817,,H,4,Autocuration,1,
2505,,BAO_0000357,,,,CHEMBL617392,,B,,107,,H,8,Autocuration,1,
2506,,BAO_0000019,,,,CHEMBL617393,,B,,107,,H,8,Autocuration,1,
2507,307.0,BAO_0000219,,,,CHEMBL617394,,B,,107,L929,H,8,Autocuration,1,
2508,307.0,BAO_0000219,,,,CHEMBL617395,,B,,107,L929,H,8,Expert,1,
2509,307.0,BAO_0000219,,,,CHEMBL617396,,B,,107,L929,H,8,Expert,1,
2510,307.0,BAO_0000219,,,,CHEMBL617397,,B,,107,L929,H,8,Autocuration,1,
2511,,BAO_0000357,,,,CHEMBL617398,,B,,107,,H,8,Autocuration,1,
2512,,BAO_0000357,,,,CHEMBL617399,,B,,107,,H,8,Autocuration,1,
2513,722.0,BAO_0000219,,,,CHEMBL617400,,B,,107,HEK293,H,8,Autocuration,1,
2514,722.0,BAO_0000219,,,,CHEMBL617401,,B,,107,HEK293,H,8,Autocuration,1,
2515,722.0,BAO_0000219,,,,CHEMBL617402,,B,,107,HEK293,D,9,Expert,1,
2516,722.0,BAO_0000219,,,,CHEMBL617403,,B,,107,HEK293,D,9,Expert,1,
2517,,BAO_0000357,,,,CHEMBL617404,,B,,107,,H,8,Expert,1,
2518,722.0,BAO_0000219,,,,CHEMBL857981,,B,,107,HEK293,D,9,Expert,1,
2519,722.0,BAO_0000219,,,,CHEMBL617405,,B,,107,HEK293,D,9,Expert,1,
2520,722.0,BAO_0000219,,,,CHEMBL617253,,B,,107,HEK293,D,9,Expert,1,
2521,,BAO_0000357,,,,CHEMBL617254,,B,,107,,H,8,Expert,1,
2522,722.0,BAO_0000219,,,,CHEMBL617255,,B,,107,HEK293,H,8,Autocuration,1,
2523,722.0,BAO_0000219,,,,CHEMBL617256,,B,,107,HEK293,H,8,Autocuration,1,
2524,722.0,BAO_0000219,,,,CHEMBL616874,,B,,107,HEK293,H,8,Autocuration,1,
2525,722.0,BAO_0000219,,,,CHEMBL616875,,B,,107,HEK293,D,9,Expert,1,
2526,722.0,BAO_0000219,,,,CHEMBL616876,,B,,107,HEK293,H,8,Expert,1,
2527,722.0,BAO_0000219,,,,CHEMBL616877,,B,,107,HEK293,H,8,Expert,1,
2528,722.0,BAO_0000219,,,,CHEMBL616878,,B,,107,HEK293,D,9,Expert,1,
2529,722.0,BAO_0000219,,,,CHEMBL616879,,B,,107,HEK293,H,8,Expert,1,
2530,722.0,BAO_0000219,,,,CHEMBL616880,,B,,107,HEK293,H,8,Expert,1,
2531,722.0,BAO_0000219,,,,CHEMBL616881,,B,,107,HEK293,D,9,Expert,1,
2532,723.0,BAO_0000219,,,,CHEMBL616882,,B,,107,NIH3T3,H,8,Autocuration,1,
2533,723.0,BAO_0000219,,,,CHEMBL616883,,B,,107,NIH3T3,H,8,Autocuration,1,
2534,723.0,BAO_0000219,,,,CHEMBL616884,,B,,107,NIH3T3,H,8,Autocuration,1,
2535,722.0,BAO_0000219,,,,CHEMBL616885,,B,,107,HEK293,H,8,Autocuration,1,
2536,485.0,BAO_0000219,,,,CHEMBL616886,,B,,107,CHO-K1,H,8,Autocuration,1,
2537,485.0,BAO_0000219,,,,CHEMBL616887,,B,,107,CHO-K1,H,8,Expert,1,
2538,,BAO_0000357,,,,CHEMBL616888,,B,,107,,D,9,Expert,1,
2539,722.0,BAO_0000219,,,,CHEMBL616889,,B,,107,HEK293,H,8,Autocuration,1,
2540,722.0,BAO_0000219,,,,CHEMBL616890,,B,,107,HEK293,H,8,Autocuration,1,
2541,449.0,BAO_0000219,,,,CHEMBL616891,,B,,107,CHO,D,9,Expert,1,
2542,722.0,BAO_0000219,,,,CHEMBL616892,,B,,107,HEK293,H,8,Autocuration,1,
2543,722.0,BAO_0000219,,,,CHEMBL616893,,B,,107,HEK293,H,8,Autocuration,1,
2544,723.0,BAO_0000219,,,,CHEMBL616894,,F,,10620,NIH3T3,H,8,Autocuration,1,
2545,723.0,BAO_0000219,,,,CHEMBL616895,,B,,107,NIH3T3,H,8,Expert,1,
2546,,BAO_0000019,,,,CHEMBL616896,,F,,10620,,H,8,Autocuration,1,
2547,,BAO_0000357,,,,CHEMBL617099,,B,,10621,,H,8,Autocuration,1,
2548,,BAO_0000357,,,,CHEMBL617100,,B,,10621,,H,8,Autocuration,1,
2549,,BAO_0000357,,,,CHEMBL884532,,B,,107,,H,8,Autocuration,1,
2550,,BAO_0000357,,,,CHEMBL617101,,B,,107,,H,8,Expert,1,
2551,,BAO_0000357,,,,CHEMBL617102,,B,,107,,H,8,Expert,1,
2552,,BAO_0000019,,,,CHEMBL617103,,B,,107,,H,8,Autocuration,1,
2553,,BAO_0000357,,,,CHEMBL617104,,B,,107,,H,8,Expert,1,
2554,485.0,BAO_0000219,,,,CHEMBL857979,,B,,10576,CHO-K1,H,8,Autocuration,1,
2555,,BAO_0000019,,,,CHEMBL857502,,B,,12687,,H,8,Autocuration,1,
2556,,BAO_0000019,,,,CHEMBL617105,,B,,12687,,H,8,Autocuration,1,
2557,,BAO_0000019,Stomach,,,CHEMBL858021,,B,,12687,,H,8,Autocuration,1,945.0
2558,,BAO_0000019,Stomach,,,CHEMBL875910,,B,,12687,,D,9,Expert,1,945.0
2559,,BAO_0000019,,,,CHEMBL617106,,B,,12687,,H,8,Autocuration,1,
2560,723.0,BAO_0000219,,,,CHEMBL617107,,B,,12687,NIH3T3,H,8,Expert,1,
2561,,BAO_0000019,,,,CHEMBL617108,,F,,12687,,H,8,Autocuration,1,
2562,,BAO_0000019,,,,CHEMBL617109,,F,,12687,,H,8,Autocuration,1,
2563,,BAO_0000357,,,,CHEMBL617110,,B,,12687,,H,8,Autocuration,1,
2564,,BAO_0000357,,,,CHEMBL617111,,B,,12687,,H,8,Autocuration,1,
2565,,BAO_0000019,,,,CHEMBL617112,,F,,12687,,D,9,Expert,1,
2566,,BAO_0000357,,,,CHEMBL617113,,B,,12687,,H,8,Autocuration,1,
2567,,BAO_0000357,,,,CHEMBL617114,,B,,12687,,H,8,Autocuration,1,
2568,,BAO_0000357,,,,CHEMBL617115,,B,,12687,,H,8,Autocuration,1,
2569,,BAO_0000219,,,,CHEMBL617116,,F,,12687,,H,8,Autocuration,1,
2570,,BAO_0000019,,,,CHEMBL617117,,F,,12687,,H,8,Autocuration,1,
2571,,BAO_0000357,,,,CHEMBL617118,,B,,12687,,H,8,Autocuration,1,
2572,,BAO_0000357,,,,CHEMBL617119,,B,,12687,,D,9,Expert,1,
2573,,BAO_0000357,,,,CHEMBL617120,,B,,12687,,D,9,Expert,1,
2574,,BAO_0000219,,,,CHEMBL617121,,F,,12687,,D,9,Expert,1,
2575,,BAO_0000219,,,,CHEMBL617122,,F,,12687,,H,8,Autocuration,1,
2576,,BAO_0000019,,,,CHEMBL617123,,B,,12687,,H,8,Autocuration,1,
2577,,BAO_0000019,,,,CHEMBL617124,,B,,12687,,H,8,Expert,1,
2578,,BAO_0000249,,,,CHEMBL617600,,B,,12687,,H,8,Expert,1,
2579,,BAO_0000357,,,,CHEMBL617601,,B,,12687,,H,8,Expert,1,
2580,,BAO_0000019,,,,CHEMBL882923,,B,,12687,,H,8,Expert,1,
2581,,BAO_0000357,,,,CHEMBL617602,,B,,12687,,H,8,Autocuration,1,
2582,,BAO_0000019,,,,CHEMBL617603,,B,,12687,,H,8,Autocuration,1,
2583,,BAO_0000357,,,,CHEMBL617604,,B,,12687,,H,8,Autocuration,1,
2584,,BAO_0000019,,,,CHEMBL617605,,B,,12687,,H,8,Expert,1,
2585,,BAO_0000019,,,,CHEMBL617606,,B,,12687,,H,8,Expert,1,
2586,,BAO_0000019,,,,CHEMBL617607,,B,,12687,,D,9,Expert,1,
2587,,BAO_0000249,,,,CHEMBL617455,,B,,12687,,H,8,Autocuration,1,
2588,,BAO_0000019,,,,CHEMBL617456,,B,,12687,,D,9,Expert,1,
2589,,BAO_0000357,,,,CHEMBL617457,,B,,12687,,H,8,Expert,1,
2590,,BAO_0000357,,,,CHEMBL617458,,B,,12687,,D,9,Expert,1,
2591,,BAO_0000019,,,,CHEMBL617459,,B,,12687,,D,9,Expert,1,
2592,,BAO_0000357,,,,CHEMBL617460,,B,,12687,,H,8,Expert,1,
2593,,BAO_0000357,,,,CHEMBL617461,,B,,12687,,H,8,Expert,1,
2594,,BAO_0000019,,,,CHEMBL617462,,B,,12687,,D,9,Expert,1,
2595,,BAO_0000357,,,,CHEMBL617463,,B,,12687,,H,8,Autocuration,1,
2596,,BAO_0000019,,,,CHEMBL617464,,B,,12687,,H,8,Autocuration,1,
2597,,BAO_0000019,,,,CHEMBL617465,,B,,12687,,H,8,Autocuration,1,
2598,,BAO_0000019,,,,CHEMBL617466,,B,,12687,,H,8,Expert,1,
2599,,BAO_0000019,,,,CHEMBL617467,,B,,12687,,H,8,Autocuration,1,
2600,,BAO_0000019,,,,CHEMBL617468,,B,,12687,,H,8,Expert,1,
2601,,BAO_0000019,,,,CHEMBL617469,,B,,12687,,H,8,Autocuration,1,
2602,,BAO_0000019,,,,CHEMBL617470,,B,,12687,,H,8,Autocuration,1,
